Commune  ,Code INSEE,Population de la commune (donnée INSEE),"Un certain nombre de données sont à renseigner pour un mois type de 2018.
Merci de préciser le mois type choisi.",Date d'émission du premier FPS,[Sur l'ensemble de la commune] Nombre de zones tarifaires du stationnement payant,[Sur l'ensemble de la commune] Nombre de places de stationnement payant,[Sur la zone la plus rotative] Nombre de places de stationnement payant,[Sur la zone la plus rotative ] Nombre d'heures payantes par jour,[Sur la zone la plus rotative ] Nombre de jours payants par mois,[Sur la zone la plus rotative ] Durée maximale de stationnement autorisée (en minutes),[Sur la zone la plus rotative ] Tarif de la première heure de stationnement (en euros),Existence d'une période initiale de stationnement gratuit sur la zone la plus rotative ?,[Sur la zone la plus rotative ] Amplitude de la période de gratuité (en minutes),[Sur la zone la plus rotative ] Montant du FPS (en euros),Le montant du FPS est-il le même sur l'ensemble des zones de stationnement ?,Existence d'un FPS minoré ?,Délai maximal de paiement du FPS minoré (en heures),[Sur la zone la plus rotative ] Montant du FPS minoré (en euros),Le montant du FPS minoré est-il le même sur l'ensemble des zones de stationnement,[] [Zone] Préciser les montants de FPS s'appliquant sur les autres zones,[] [Montant du FPS ] Préciser les montants de FPS s'appliquant sur les autres zones,[] [Zone] Préciser les montants de FPS et de FPS minoré s'appliquant sur les autres zones,[] [Montant du FPS] Préciser les montants de FPS et de FPS minoré s'appliquant sur les autres zones,[] [Montant du FPS minoré] Préciser les montants de FPS et de FPS minoré s'appliquant sur les autres zones,[Paiement CB ou NFC ] Modalité de paiement du stationnement payant,[Paiement via application mobile ] Modalité de paiement du stationnement payant,[Obligation d'inscrire le numéro de plaque d'immatriculation à l'horodateur] Modalité de paiement du stationnement payant,"[Sur l'ensemble de la commune] Nombre de transactions de paiement immédiat, par mois","[Sur l'ensemble de la commune ] Dont, nombre de paiement immédiat par mobile","[Sur l'ensemble de la commune ] Dont, nombre de paiement immédiat par CB / NFC",[Sur l'ensemble de la commune ] Nombre d'abonnés (tous abonnements confondus),"[Sur l'ensemble de la commune ] Dont, nombre d'abonnés résidents","[Sur l'ensemble de la commune ] Dont, nombre d'abonnés professionnels (professions médiacles, artisans, commerçants...)",[Sur la zone la plus rotative] Recette moyenne par place et par jour des usagers horaires (en euro),[Sur la zone la plus rotative] Taux d'occupation de la voirie par les abonnés (en %),[Sur la zone la plus rotative] Merci de préciser la méthode utilisée pour obtenir le taux d'occupation de la voirie par les abonnés,[Sur la zone la plus rotative] Taux de vide constaté (en %),[Sur la zone la plus rotative] Merci de préciser la méthode utilisée pour obtenir le taux de vide constaté,"[Sur la zone la plus rotative] Taux de véhicules ""visiteurs"" en conformité (en %)",33. [Sur la zone la plus rotative] Taux de véhicules en conformité (en %),34. [Sur la zone la plus rotative] Merci de préciser la méthode utilisée pour obtenir le taux de véhicules en conformité,35. [Sur la zone la plus rotative] Taux de rotation,36. [Sur la zone la plus rotative] Merci de préciser la méthode utilisée pour obtenir le taux de rotation,37. Mode de gestion du contrôle,"Nombre d'agents opérant le contrôle du stationnement payant, en équivalent-temps-plein (ETP)","[ Une fois par demi-journée] Sur la zone la plus rotative, fréquence moyenne de contrôle d'une place payante","[ Une fois par jour] Sur la zone la plus rotative, fréquence moyenne de contrôle d'une place payante","[ Une fois tous les deux jours] Sur la zone la plus rotative, fréquence moyenne de contrôle d'une place payante","[Autre] Sur la zone la plus rotative, fréquence moyenne de contrôle d'une place payante",Utilisation de véhicules LAPI pour le contrôle du stationnement payant,Nombre de FPS émis sur l'ensemble de l'année 2018,Taux d'émission de FPS (en %),Nombre total de FPS recouvrés sur l'ensemble de l'année 2018,"Dont, nombre de FPS payés en minoré, sur l'ensemble de l'année 2018","Dont, nombre de FPS recouvrés pendant la phase amiable (3 mois, hors FPS minorés), sur l'ensemble de l'année 2018","Dont, nombre de FPS recouvrés suite à titre exécutoire, sur l'ensemble de l'année 2018","Nombre d'agents opérant le traitement des RAPO, en équivalent-temps-plein (ETP)","Nombre de RAPO reçus, sur l'ensemble de l'année 2018","Nombre de RAPO admis (avis de paiement annulés ou rectifiés), sur l'ensemble de l'année 2018","Nombre de recours transmis à la commission du contentieux du stationnement payant (CCSP), sur l'ensemble de l'année 2018","Nombre de décisions d'annulation rendues par la CCSP, sur l'ensemble de l'année 2018",Existence d'un observatoire du stationnement,Existence d'une zone bleue?,Nombre de places en zone bleue,
RENNES,35238,216268,Septembre 2018,2018-01-05,2,6110,1782,8,25,240,2,Non,,34,Non,Non,,,,,,,,,Oui,Oui,Oui,178867,20322,76818,16700,10053,6647,"5,05","9,90%","temps de stationnement par les résidents et uniquement eux (macaron présent, pas de prise en compte des abonnés professionnels) / temps de stationnement de l'ensemble des usagers (enquêtes sur un échantillon représentatif du secteur payant - 19 zones) enquêtes effectués des mardis ou jeudi en mars et avril 2018","25,0%",nombre d'heures non stationnées/nb d'heures de stationnement payant offertes - enquêtes mardi/jeudi sur un échantillon de 19 zones représentative de la zone centrale en mars et avril 2018,"36,50%","36,50%",Nous n'avons pas moyen de distinguer les abonnés dans nos enquêtes sur les usagers payants. Pas de distinction du public visiteurs des autres. Nb d'usagers payant/Nb d'usagers total (enquêtes mardi et jeudi de mars/avril 2018 sur des zones représentatives du secteur central),"5,3",NR,Régie,11,Non,Non,Oui,,Non,67997,NR,42153,,NR,NR,2,1839,269,11,0,Oui,Oui,810,
