Code département,Libellé département,Code commune,Libellé commune,Code BV,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,Numéro de panneau 1,Nuance candidat 1,Nom candidat 1,Prénom candidat 1,Sexe candidat 1,Voix 1,% Voix/inscrits 1,% Voix/exprimés 1,Elu 1,Numéro de panneau 2,Nuance candidat 2,Nom candidat 2,Prénom candidat 2,Sexe candidat 2,Voix 2,% Voix/inscrits 2,% Voix/exprimés 2,Elu 2,Numéro de panneau 3,Nuance candidat 3,Nom candidat 3,Prénom candidat 3,Sexe candidat 3,Voix 3,% Voix/inscrits 3,% Voix/exprimés 3,Elu 3,Numéro de panneau 4,Nuance candidat 4,Nom candidat 4,Prénom candidat 4,Sexe candidat 4,Voix 4,% Voix/inscrits 4,% Voix/exprimés 4,Elu 4
35,Ille-et-Vilaine,35208,Orgères,0001,866,634,"73,21%",232,"26,79%",620,"71,59%","97,79%",12,"1,39%","1,89%",2,"0,23%","0,32%",1,UG,MESMEUR,Marie,FEMININ,235,"27,14%","37,90%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,231,"26,67%","37,26%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,154,"17,78%","24,84%",,,,,,,,,,
35,Ille-et-Vilaine,35208,Orgères,0002,708,521,"73,59%",187,"26,41%",505,"71,33%","96,93%",14,"1,98%","2,69%",2,"0,28%","0,38%",1,UG,MESMEUR,Marie,FEMININ,169,"23,87%","33,47%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,234,"33,05%","46,34%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,102,"14,41%","20,20%",,,,,,,,,,
35,Ille-et-Vilaine,35208,Orgères,0003,721,563,"78,09%",158,"21,91%",544,"75,45%","96,63%",15,"2,08%","2,66%",4,"0,55%","0,71%",1,UG,MESMEUR,Marie,FEMININ,187,"25,94%","34,38%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,228,"31,62%","41,91%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,129,"17,89%","23,71%",,,,,,,,,,
35,Ille-et-Vilaine,35208,Orgères,0004,873,669,"76,63%",204,"23,37%",650,"74,46%","97,16%",14,"1,60%","2,09%",5,"0,57%","0,75%",1,UG,MESMEUR,Marie,FEMININ,207,"23,71%","31,85%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,281,"32,19%","43,23%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,162,"18,56%","24,92%",,,,,,,,,,
35,Ille-et-Vilaine,35208,Orgères,0005,684,508,"74,27%",176,"25,73%",493,"72,08%","97,05%",11,"1,61%","2,17%",4,"0,58%","0,79%",1,UG,MESMEUR,Marie,FEMININ,213,"31,14%","43,20%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,176,"25,73%","35,70%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,104,"15,20%","21,10%",,,,,,,,,,
35,Ille-et-Vilaine,35210,Pacé,0001,660,470,"71,21%",190,"28,79%",459,"69,55%","97,66%",9,"1,36%","1,91%",2,"0,30%","0,43%",1,RN,D'ORSANNE,Virginie,FEMININ,110,"16,67%","23,97%",,2,ENS,FAILLÉ,Charlotte,FEMININ,196,"29,70%","42,70%",,4,UG,ROUAUX,Claudia,FEMININ,153,"23,18%","33,33%",élu,,,,,,,,,
35,Ille-et-Vilaine,35210,Pacé,0002,868,701,"80,76%",167,"19,24%",683,"78,69%","97,43%",10,"1,15%","1,43%",8,"0,92%","1,14%",1,RN,D'ORSANNE,Virginie,FEMININ,123,"14,17%","18,01%",,2,ENS,FAILLÉ,Charlotte,FEMININ,347,"39,98%","50,81%",,4,UG,ROUAUX,Claudia,FEMININ,213,"24,54%","31,19%",élu,,,,,,,,,
35,Ille-et-Vilaine,35210,Pacé,0003,910,732,"80,44%",178,"19,56%",719,"79,01%","98,22%",9,"0,99%","1,23%",4,"0,44%","0,55%",1,RN,D'ORSANNE,Virginie,FEMININ,114,"12,53%","15,86%",,2,ENS,FAILLÉ,Charlotte,FEMININ,309,"33,96%","42,98%",,4,UG,ROUAUX,Claudia,FEMININ,296,"32,53%","41,17%",élu,,,,,,,,,
35,Ille-et-Vilaine,35210,Pacé,0004,916,744,"81,22%",172,"18,78%",735,"80,24%","98,79%",8,"0,87%","1,08%",1,"0,11%","0,13%",1,RN,D'ORSANNE,Virginie,FEMININ,124,"13,54%","16,87%",,2,ENS,FAILLÉ,Charlotte,FEMININ,327,"35,70%","44,49%",,4,UG,ROUAUX,Claudia,FEMININ,284,"31,00%","38,64%",élu,,,,,,,,,
35,Ille-et-Vilaine,35210,Pacé,0005,811,646,"79,65%",165,"20,35%",637,"78,55%","98,61%",7,"0,86%","1,08%",2,"0,25%","0,31%",1,RN,D'ORSANNE,Virginie,FEMININ,82,"10,11%","12,87%",,2,ENS,FAILLÉ,Charlotte,FEMININ,296,"36,50%","46,47%",,4,UG,ROUAUX,Claudia,FEMININ,259,"31,94%","40,66%",élu,,,,,,,,,
35,Ille-et-Vilaine,35210,Pacé,0006,811,614,"75,71%",197,"24,29%",607,"74,85%","98,86%",7,"0,86%","1,14%",0,"0,00%","0,00%",1,RN,D'ORSANNE,Virginie,FEMININ,123,"15,17%","20,26%",,2,ENS,FAILLÉ,Charlotte,FEMININ,265,"32,68%","43,66%",,4,UG,ROUAUX,Claudia,FEMININ,219,"27,00%","36,08%",élu,,,,,,,,,
35,Ille-et-Vilaine,35210,Pacé,0007,817,630,"77,11%",187,"22,89%",620,"75,89%","98,41%",7,"0,86%","1,11%",3,"0,37%","0,48%",1,RN,D'ORSANNE,Virginie,FEMININ,92,"11,26%","14,84%",,2,ENS,FAILLÉ,Charlotte,FEMININ,293,"35,86%","47,26%",,4,UG,ROUAUX,Claudia,FEMININ,235,"28,76%","37,90%",élu,,,,,,,,,
35,Ille-et-Vilaine,35210,Pacé,0008,997,757,"75,93%",240,"24,07%",747,"74,92%","98,68%",7,"0,70%","0,92%",3,"0,30%","0,40%",1,RN,D'ORSANNE,Virginie,FEMININ,119,"11,94%","15,93%",,2,ENS,FAILLÉ,Charlotte,FEMININ,384,"38,52%","51,41%",,4,UG,ROUAUX,Claudia,FEMININ,244,"24,47%","32,66%",élu,,,,,,,,,
35,Ille-et-Vilaine,35210,Pacé,0009,481,385,"80,04%",96,"19,96%",382,"79,42%","99,22%",3,"0,62%","0,78%",0,"0,00%","0,00%",1,RN,D'ORSANNE,Virginie,FEMININ,60,"12,47%","15,71%",,2,ENS,FAILLÉ,Charlotte,FEMININ,162,"33,68%","42,41%",,4,UG,ROUAUX,Claudia,FEMININ,160,"33,26%","41,88%",élu,,,,,,,,,
35,Ille-et-Vilaine,35210,Pacé,0010,876,662,"75,57%",214,"24,43%",651,"74,32%","98,34%",9,"1,03%","1,36%",2,"0,23%","0,30%",1,RN,D'ORSANNE,Virginie,FEMININ,117,"13,36%","17,97%",,2,ENS,FAILLÉ,Charlotte,FEMININ,228,"26,03%","35,02%",,4,UG,ROUAUX,Claudia,FEMININ,306,"34,93%","47,00%",élu,,,,,,,,,
35,Ille-et-Vilaine,35210,Pacé,0011,748,584,"78,07%",164,"21,93%",572,"76,47%","97,95%",12,"1,60%","2,05%",0,"0,00%","0,00%",1,RN,D'ORSANNE,Virginie,FEMININ,91,"12,17%","15,91%",,2,ENS,FAILLÉ,Charlotte,FEMININ,265,"35,43%","46,33%",,4,UG,ROUAUX,Claudia,FEMININ,216,"28,88%","37,76%",élu,,,,,,,,,
35,Ille-et-Vilaine,35216,Parthenay-de-Bretagne,0001,1278,945,"73,94%",333,"26,06%",920,"71,99%","97,35%",20,"1,56%","2,12%",5,"0,39%","0,53%",1,RN,D'ORSANNE,Virginie,FEMININ,233,"18,23%","25,33%",,2,ENS,FAILLÉ,Charlotte,FEMININ,279,"21,83%","30,33%",,4,UG,ROUAUX,Claudia,FEMININ,408,"31,92%","44,35%",élu,,,,,,,,,
35,Ille-et-Vilaine,35230,Poilley,0001,304,233,"76,64%",71,"23,36%",226,"74,34%","97,00%",5,"1,64%","2,15%",2,"0,66%","0,86%",3,RN,MARION,Tangi,MASCULIN,70,"23,03%","30,97%",,5,ENS,BENOIT,Thierry,MASCULIN,156,"51,32%","69,03%",élu,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35235,Rannée,0001,877,637,"72,63%",240,"27,37%",603,"68,76%","94,66%",26,"2,96%","4,08%",8,"0,91%","1,26%",3,RN,GILOIS,Françoise,FEMININ,251,"28,62%","41,63%",,4,ENS,LE NABOUR,Christine,FEMININ,352,"40,14%","58,37%",élu,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0141,998,794,"79,56%",204,"20,44%",778,"77,96%","97,98%",11,"1,10%","1,39%",5,"0,50%","0,63%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,278,"27,86%","35,73%",,4,RN,VANHAECKE,Bérénice,FEMININ,86,"8,62%","11,05%",,5,UG,LAHAIS,Tristan,MASCULIN,414,"41,48%","53,21%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0142,993,752,"75,73%",241,"24,27%",743,"74,82%","98,80%",6,"0,60%","0,80%",3,"0,30%","0,40%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,230,"23,16%","30,96%",,4,RN,VANHAECKE,Bérénice,FEMININ,90,"9,06%","12,11%",,5,UG,LAHAIS,Tristan,MASCULIN,423,"42,60%","56,93%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0143,1023,622,"60,80%",401,"39,20%",612,"59,82%","98,39%",9,"0,88%","1,45%",1,"0,10%","0,16%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,115,"11,24%","18,79%",,4,RN,VANHAECKE,Bérénice,FEMININ,92,"8,99%","15,03%",,5,UG,LAHAIS,Tristan,MASCULIN,405,"39,59%","66,18%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0144,935,616,"65,88%",319,"34,12%",602,"64,39%","97,73%",8,"0,86%","1,30%",6,"0,64%","0,97%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,169,"18,07%","28,07%",,4,RN,VANHAECKE,Bérénice,FEMININ,91,"9,73%","15,12%",,5,UG,LAHAIS,Tristan,MASCULIN,342,"36,58%","56,81%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0151,1209,964,"79,74%",245,"20,26%",956,"79,07%","99,17%",8,"0,66%","0,83%",0,"0,00%","0,00%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,540,"44,67%","56,49%",,4,RN,VANHAECKE,Bérénice,FEMININ,87,"7,20%","9,10%",,5,UG,LAHAIS,Tristan,MASCULIN,329,"27,21%","34,41%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0152,1121,845,"75,38%",276,"24,62%",838,"74,75%","99,17%",7,"0,62%","0,83%",0,"0,00%","0,00%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,394,"35,15%","47,02%",,4,RN,VANHAECKE,Bérénice,FEMININ,107,"9,55%","12,77%",,5,UG,LAHAIS,Tristan,MASCULIN,337,"30,06%","40,21%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0153,1214,822,"67,71%",392,"32,29%",813,"66,97%","98,91%",5,"0,41%","0,61%",4,"0,33%","0,49%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,255,"21,00%","31,37%",,4,RN,VANHAECKE,Bérénice,FEMININ,111,"9,14%","13,65%",,5,UG,LAHAIS,Tristan,MASCULIN,447,"36,82%","54,98%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0154,1088,581,"53,40%",507,"46,60%",568,"52,21%","97,76%",7,"0,64%","1,20%",6,"0,55%","1,03%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,119,"10,94%","20,95%",,4,RN,VANHAECKE,Bérénice,FEMININ,89,"8,18%","15,67%",,5,UG,LAHAIS,Tristan,MASCULIN,360,"33,09%","63,38%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0221,1173,910,"77,58%",263,"22,42%",899,"76,64%","98,79%",8,"0,68%","0,88%",3,"0,26%","0,33%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,278,"23,70%","30,92%",,4,RN,VANHAECKE,Bérénice,FEMININ,79,"6,73%","8,79%",,5,UG,LAHAIS,Tristan,MASCULIN,542,"46,21%","60,29%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0222,1233,940,"76,24%",293,"23,76%",931,"75,51%","99,04%",8,"0,65%","0,85%",1,"0,08%","0,11%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,312,"25,30%","33,51%",,4,RN,VANHAECKE,Bérénice,FEMININ,100,"8,11%","10,74%",,5,UG,LAHAIS,Tristan,MASCULIN,519,"42,09%","55,75%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0231,1211,838,"69,20%",373,"30,80%",820,"67,71%","97,85%",14,"1,16%","1,67%",4,"0,33%","0,48%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,230,"18,99%","28,05%",,4,RN,VANHAECKE,Bérénice,FEMININ,112,"9,25%","13,66%",,5,UG,LAHAIS,Tristan,MASCULIN,478,"39,47%","58,29%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0232,1000,776,"77,60%",224,"22,40%",764,"76,40%","98,45%",7,"0,70%","0,90%",5,"0,50%","0,64%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,245,"24,50%","32,07%",,4,RN,VANHAECKE,Bérénice,FEMININ,82,"8,20%","10,73%",,5,UG,LAHAIS,Tristan,MASCULIN,437,"43,70%","57,20%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0233,1202,895,"74,46%",307,"25,54%",882,"73,38%","98,55%",8,"0,67%","0,89%",5,"0,42%","0,56%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,314,"26,12%","35,60%",,4,RN,VANHAECKE,Bérénice,FEMININ,105,"8,74%","11,90%",,5,UG,LAHAIS,Tristan,MASCULIN,463,"38,52%","52,49%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0234,1095,771,"70,41%",324,"29,59%",763,"69,68%","98,96%",5,"0,46%","0,65%",3,"0,27%","0,39%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,271,"24,75%","35,52%",,4,RN,VANHAECKE,Bérénice,FEMININ,96,"8,77%","12,58%",,5,UG,LAHAIS,Tristan,MASCULIN,396,"36,16%","51,90%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0241,845,626,"74,08%",219,"25,92%",621,"73,49%","99,20%",5,"0,59%","0,80%",0,"0,00%","0,00%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,199,"23,55%","32,05%",,4,RN,VANHAECKE,Bérénice,FEMININ,61,"7,22%","9,82%",,5,UG,LAHAIS,Tristan,MASCULIN,361,"42,72%","58,13%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0242,1209,853,"70,55%",356,"29,45%",840,"69,48%","98,48%",7,"0,58%","0,82%",6,"0,50%","0,70%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,213,"17,62%","25,36%",,4,RN,VANHAECKE,Bérénice,FEMININ,101,"8,35%","12,02%",,5,UG,LAHAIS,Tristan,MASCULIN,526,"43,51%","62,62%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0243,1268,884,"69,72%",384,"30,28%",876,"69,09%","99,10%",6,"0,47%","0,68%",2,"0,16%","0,23%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,175,"13,80%","19,98%",,4,RN,VANHAECKE,Bérénice,FEMININ,89,"7,02%","10,16%",,5,UG,LAHAIS,Tristan,MASCULIN,612,"48,26%","69,86%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0251,1054,774,"73,43%",280,"26,57%",758,"71,92%","97,93%",13,"1,23%","1,68%",3,"0,28%","0,39%",1,UG,MESMEUR,Marie,FEMININ,465,"44,12%","61,35%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,220,"20,87%","29,02%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,73,"6,93%","9,63%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0252,947,701,"74,02%",246,"25,98%",688,"72,65%","98,15%",10,"1,06%","1,43%",3,"0,32%","0,43%",1,UG,MESMEUR,Marie,FEMININ,399,"42,13%","57,99%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,207,"21,86%","30,09%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,82,"8,66%","11,92%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0253,843,659,"78,17%",184,"21,83%",646,"76,63%","98,03%",10,"1,19%","1,52%",3,"0,36%","0,46%",1,UG,MESMEUR,Marie,FEMININ,391,"46,38%","60,53%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,219,"25,98%","33,90%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,36,"4,27%","5,57%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0254,528,377,"71,40%",151,"28,60%",372,"70,45%","98,67%",4,"0,76%","1,06%",1,"0,19%","0,27%",1,UG,MESMEUR,Marie,FEMININ,257,"48,67%","69,09%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,95,"17,99%","25,54%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,20,"3,79%","5,38%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0255,779,571,"73,30%",208,"26,70%",556,"71,37%","97,37%",9,"1,16%","1,58%",6,"0,77%","1,05%",1,UG,MESMEUR,Marie,FEMININ,295,"37,87%","53,06%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,182,"23,36%","32,73%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,79,"10,14%","14,21%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0261,1172,898,"76,62%",274,"23,38%",885,"75,51%","98,55%",12,"1,02%","1,34%",1,"0,09%","0,11%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,243,"20,73%","27,46%",,4,RN,VANHAECKE,Bérénice,FEMININ,64,"5,46%","7,23%",,5,UG,LAHAIS,Tristan,MASCULIN,578,"49,32%","65,31%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0262,1247,940,"75,38%",307,"24,62%",923,"74,02%","98,19%",13,"1,04%","1,38%",4,"0,32%","0,43%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,216,"17,32%","23,40%",,4,RN,VANHAECKE,Bérénice,FEMININ,82,"6,58%","8,88%",,5,UG,LAHAIS,Tristan,MASCULIN,625,"50,12%","67,71%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0311,918,702,"76,47%",216,"23,53%",690,"75,16%","98,29%",11,"1,20%","1,57%",1,"0,11%","0,14%",1,UG,MESMEUR,Marie,FEMININ,406,"44,23%","58,84%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,220,"23,97%","31,88%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,64,"6,97%","9,28%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0312,1139,840,"73,75%",299,"26,25%",819,"71,91%","97,50%",16,"1,40%","1,90%",5,"0,44%","0,60%",1,UG,MESMEUR,Marie,FEMININ,468,"41,09%","57,14%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,265,"23,27%","32,36%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,86,"7,55%","10,50%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0313,1245,855,"68,67%",390,"31,33%",839,"67,39%","98,13%",14,"1,12%","1,64%",2,"0,16%","0,23%",1,UG,MESMEUR,Marie,FEMININ,496,"39,84%","59,12%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,230,"18,47%","27,41%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,113,"9,08%","13,47%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0314,1256,924,"73,57%",332,"26,43%",913,"72,69%","98,81%",7,"0,56%","0,76%",4,"0,32%","0,43%",1,UG,MESMEUR,Marie,FEMININ,538,"42,83%","58,93%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,301,"23,96%","32,97%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,74,"5,89%","8,11%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0321,1257,976,"77,65%",281,"22,35%",950,"75,58%","97,34%",22,"1,75%","2,25%",4,"0,32%","0,41%",1,UG,MESMEUR,Marie,FEMININ,528,"42,00%","55,58%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,328,"26,09%","34,53%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,94,"7,48%","9,89%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0322,982,687,"69,96%",295,"30,04%",682,"69,45%","99,27%",5,"0,51%","0,73%",0,"0,00%","0,00%",1,UG,MESMEUR,Marie,FEMININ,387,"39,41%","56,74%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,222,"22,61%","32,55%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,73,"7,43%","10,70%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0323,1103,786,"71,26%",317,"28,74%",769,"69,72%","97,84%",11,"1,00%","1,40%",6,"0,54%","0,76%",1,UG,MESMEUR,Marie,FEMININ,441,"39,98%","57,35%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,224,"20,31%","29,13%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,104,"9,43%","13,52%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0324,1251,911,"72,82%",340,"27,18%",885,"70,74%","97,15%",15,"1,20%","1,65%",11,"0,88%","1,21%",1,UG,MESMEUR,Marie,FEMININ,511,"40,85%","57,74%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,227,"18,15%","25,65%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,147,"11,75%","16,61%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0331,1236,661,"53,48%",575,"46,52%",639,"51,70%","96,67%",14,"1,13%","2,12%",8,"0,65%","1,21%",1,UG,MESMEUR,Marie,FEMININ,402,"32,52%","62,91%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,131,"10,60%","20,50%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,106,"8,58%","16,59%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0332,1199,707,"58,97%",492,"41,03%",693,"57,80%","98,02%",11,"0,92%","1,56%",3,"0,25%","0,42%",1,UG,MESMEUR,Marie,FEMININ,459,"38,28%","66,23%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,143,"11,93%","20,63%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,91,"7,59%","13,13%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0333,1110,784,"70,63%",326,"29,37%",769,"69,28%","98,09%",10,"0,90%","1,28%",5,"0,45%","0,64%",1,UG,MESMEUR,Marie,FEMININ,410,"36,94%","53,32%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,270,"24,32%","35,11%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,89,"8,02%","11,57%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0334,795,370,"46,54%",425,"53,46%",365,"45,91%","98,65%",2,"0,25%","0,54%",3,"0,38%","0,81%",1,UG,MESMEUR,Marie,FEMININ,257,"32,33%","70,41%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,53,"6,67%","14,52%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,55,"6,92%","15,07%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0341,1247,792,"63,51%",455,"36,49%",775,"62,15%","97,85%",16,"1,28%","2,02%",1,"0,08%","0,13%",1,UG,MESMEUR,Marie,FEMININ,423,"33,92%","54,58%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,203,"16,28%","26,19%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,149,"11,95%","19,23%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0342,1255,816,"65,02%",439,"34,98%",789,"62,87%","96,69%",14,"1,12%","1,72%",13,"1,04%","1,59%",1,UG,MESMEUR,Marie,FEMININ,424,"33,78%","53,74%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,228,"18,17%","28,90%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,137,"10,92%","17,36%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0343,1258,707,"56,20%",551,"43,80%",688,"54,69%","97,31%",11,"0,87%","1,56%",8,"0,64%","1,13%",1,UG,MESMEUR,Marie,FEMININ,418,"33,23%","60,76%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,146,"11,61%","21,22%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,124,"9,86%","18,02%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0351,1188,876,"73,74%",312,"26,26%",864,"72,73%","98,63%",8,"0,67%","0,91%",4,"0,34%","0,46%",1,UG,MESMEUR,Marie,FEMININ,481,"40,49%","55,67%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,265,"22,31%","30,67%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,118,"9,93%","13,66%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0352,1055,781,"74,03%",274,"25,97%",768,"72,80%","98,34%",9,"0,85%","1,15%",4,"0,38%","0,51%",1,UG,MESMEUR,Marie,FEMININ,523,"49,57%","68,10%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,190,"18,01%","24,74%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,55,"5,21%","7,16%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0441,1137,873,"76,78%",264,"23,22%",844,"74,23%","96,68%",22,"1,93%","2,52%",7,"0,62%","0,80%",1,UG,MESMEUR,Marie,FEMININ,558,"49,08%","66,11%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,230,"20,23%","27,25%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,56,"4,93%","6,64%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0442,969,703,"72,55%",266,"27,45%",695,"71,72%","98,86%",4,"0,41%","0,57%",4,"0,41%","0,57%",1,UG,MESMEUR,Marie,FEMININ,400,"41,28%","57,55%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,222,"22,91%","31,94%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,73,"7,53%","10,50%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0443,1127,785,"69,65%",342,"30,35%",770,"68,32%","98,09%",14,"1,24%","1,78%",1,"0,09%","0,13%",1,UG,MESMEUR,Marie,FEMININ,437,"38,78%","56,75%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,219,"19,43%","28,44%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,114,"10,12%","14,81%",,,,,,,,,,
