Code département,Libellé département,Code commune,Libellé commune,Code BV,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,Numéro de panneau 1,Nuance candidat 1,Nom candidat 1,Prénom candidat 1,Sexe candidat 1,Voix 1,% Voix/inscrits 1,% Voix/exprimés 1,Elu 1,Numéro de panneau 2,Nuance candidat 2,Nom candidat 2,Prénom candidat 2,Sexe candidat 2,Voix 2,% Voix/inscrits 2,% Voix/exprimés 2,Elu 2,Numéro de panneau 3,Nuance candidat 3,Nom candidat 3,Prénom candidat 3,Sexe candidat 3,Voix 3,% Voix/inscrits 3,% Voix/exprimés 3,Elu 3,Numéro de panneau 4,Nuance candidat 4,Nom candidat 4,Prénom candidat 4,Sexe candidat 4,Voix 4,% Voix/inscrits 4,% Voix/exprimés 4,Elu 4
35,Ille-et-Vilaine,35238,Rennes,0444,1155,893,"77,32%",262,"22,68%",871,"75,41%","97,54%",18,"1,56%","2,02%",4,"0,35%","0,45%",1,UG,MESMEUR,Marie,FEMININ,502,"43,46%","57,63%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,298,"25,80%","34,21%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,71,"6,15%","8,15%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0451,960,715,"74,48%",245,"25,52%",701,"73,02%","98,04%",12,"1,25%","1,68%",2,"0,21%","0,28%",1,UG,MESMEUR,Marie,FEMININ,415,"43,23%","59,20%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,203,"21,15%","28,96%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,83,"8,65%","11,84%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0452,1274,1016,"79,75%",258,"20,25%",1002,"78,65%","98,62%",10,"0,78%","0,98%",4,"0,31%","0,39%",1,UG,MESMEUR,Marie,FEMININ,562,"44,11%","56,09%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,353,"27,71%","35,23%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,87,"6,83%","8,68%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0453,1263,932,"73,79%",331,"26,21%",917,"72,60%","98,39%",10,"0,79%","1,07%",5,"0,40%","0,54%",1,UG,MESMEUR,Marie,FEMININ,525,"41,57%","57,25%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,296,"23,44%","32,28%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,96,"7,60%","10,47%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0454,1138,890,"78,21%",248,"21,79%",880,"77,33%","98,88%",4,"0,35%","0,45%",6,"0,53%","0,67%",1,UG,MESMEUR,Marie,FEMININ,526,"46,22%","59,77%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,292,"25,66%","33,18%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,62,"5,45%","7,05%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0455,1049,819,"78,07%",230,"21,93%",808,"77,03%","98,66%",10,"0,95%","1,22%",1,"0,10%","0,12%",1,UG,MESMEUR,Marie,FEMININ,437,"41,66%","54,08%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,306,"29,17%","37,87%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,65,"6,20%","8,04%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0521,1264,762,"60,28%",502,"39,72%",735,"58,15%","96,46%",18,"1,42%","2,36%",9,"0,71%","1,18%",1,UG,MESMEUR,Marie,FEMININ,426,"33,70%","57,96%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,167,"13,21%","22,72%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,142,"11,23%","19,32%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0522,1010,721,"71,39%",289,"28,61%",706,"69,90%","97,92%",9,"0,89%","1,25%",6,"0,59%","0,83%",1,UG,MESMEUR,Marie,FEMININ,389,"38,51%","55,10%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,222,"21,98%","31,44%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,95,"9,41%","13,46%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0523,1178,890,"75,55%",288,"24,45%",869,"73,77%","97,64%",13,"1,10%","1,46%",8,"0,68%","0,90%",1,UG,MESMEUR,Marie,FEMININ,464,"39,39%","53,39%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,313,"26,57%","36,02%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,92,"7,81%","10,59%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0524,1144,676,"59,09%",468,"40,91%",666,"58,22%","98,52%",8,"0,70%","1,18%",2,"0,17%","0,30%",1,UG,MESMEUR,Marie,FEMININ,291,"25,44%","43,69%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,174,"15,21%","26,13%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,201,"17,57%","30,18%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0525,1124,704,"62,63%",420,"37,37%",684,"60,85%","97,16%",17,"1,51%","2,41%",3,"0,27%","0,43%",1,UG,MESMEUR,Marie,FEMININ,343,"30,52%","50,15%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,204,"18,15%","29,82%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,137,"12,19%","20,03%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0531,1205,802,"66,56%",403,"33,44%",789,"65,48%","98,38%",11,"0,91%","1,37%",2,"0,17%","0,25%",1,UG,MESMEUR,Marie,FEMININ,394,"32,70%","49,94%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,250,"20,75%","31,69%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,145,"12,03%","18,38%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0532,1070,754,"70,47%",316,"29,53%",736,"68,79%","97,61%",16,"1,50%","2,12%",2,"0,19%","0,27%",1,UG,MESMEUR,Marie,FEMININ,368,"34,39%","50,00%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,237,"22,15%","32,20%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,131,"12,24%","17,80%",,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0621,1076,748,"69,52%",328,"30,48%",735,"68,31%","98,26%",9,"0,84%","1,20%",4,"0,37%","0,53%",1,RN,D'ORSANNE,Virginie,FEMININ,90,"8,36%","12,24%",,2,ENS,FAILLÉ,Charlotte,FEMININ,170,"15,80%","23,13%",,4,UG,ROUAUX,Claudia,FEMININ,475,"44,14%","64,63%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0622,1245,706,"56,71%",539,"43,29%",697,"55,98%","98,73%",7,"0,56%","0,99%",2,"0,16%","0,28%",1,RN,D'ORSANNE,Virginie,FEMININ,87,"6,99%","12,48%",,2,ENS,FAILLÉ,Charlotte,FEMININ,116,"9,32%","16,64%",,4,UG,ROUAUX,Claudia,FEMININ,494,"39,68%","70,88%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0623,1120,613,"54,73%",507,"45,27%",609,"54,37%","99,35%",4,"0,36%","0,65%",0,"0,00%","0,00%",1,RN,D'ORSANNE,Virginie,FEMININ,95,"8,48%","15,60%",,2,ENS,FAILLÉ,Charlotte,FEMININ,67,"5,98%","11,00%",,4,UG,ROUAUX,Claudia,FEMININ,447,"39,91%","73,40%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0624,1167,608,"52,10%",559,"47,90%",597,"51,16%","98,19%",9,"0,77%","1,48%",2,"0,17%","0,33%",1,RN,D'ORSANNE,Virginie,FEMININ,82,"7,03%","13,74%",,2,ENS,FAILLÉ,Charlotte,FEMININ,83,"7,11%","13,90%",,4,UG,ROUAUX,Claudia,FEMININ,432,"37,02%","72,36%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0625,1247,776,"62,23%",471,"37,77%",770,"61,75%","99,23%",2,"0,16%","0,26%",4,"0,32%","0,52%",1,RN,D'ORSANNE,Virginie,FEMININ,94,"7,54%","12,21%",,2,ENS,FAILLÉ,Charlotte,FEMININ,122,"9,78%","15,84%",,4,UG,ROUAUX,Claudia,FEMININ,554,"44,43%","71,95%",élu,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,0911,154,100,"64,94%",54,"35,06%",99,"64,29%","99,00%",1,"0,65%","1,00%",0,"0,00%","0,00%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,19,"12,34%","19,19%",,4,RN,VANHAECKE,Bérénice,FEMININ,48,"31,17%","48,48%",,5,UG,LAHAIS,Tristan,MASCULIN,32,"20,78%","32,32%",élu,,,,,,,,,
35,Ille-et-Vilaine,35245,Romillé,0001,921,691,"75,03%",230,"24,97%",676,"73,40%","97,83%",10,"1,09%","1,45%",5,"0,54%","0,72%",1,RN,D'ORSANNE,Virginie,FEMININ,148,"16,07%","21,89%",,2,ENS,FAILLÉ,Charlotte,FEMININ,265,"28,77%","39,20%",,4,UG,ROUAUX,Claudia,FEMININ,263,"28,56%","38,91%",élu,,,,,,,,,
35,Ille-et-Vilaine,35245,Romillé,0002,652,479,"73,47%",173,"26,53%",466,"71,47%","97,29%",13,"1,99%","2,71%",0,"0,00%","0,00%",1,RN,D'ORSANNE,Virginie,FEMININ,127,"19,48%","27,25%",,2,ENS,FAILLÉ,Charlotte,FEMININ,141,"21,63%","30,26%",,4,UG,ROUAUX,Claudia,FEMININ,198,"30,37%","42,49%",élu,,,,,,,,,
35,Ille-et-Vilaine,35245,Romillé,0003,975,751,"77,03%",224,"22,97%",730,"74,87%","97,20%",16,"1,64%","2,13%",5,"0,51%","0,67%",1,RN,D'ORSANNE,Virginie,FEMININ,175,"17,95%","23,97%",,2,ENS,FAILLÉ,Charlotte,FEMININ,255,"26,15%","34,93%",,4,UG,ROUAUX,Claudia,FEMININ,300,"30,77%","41,10%",élu,,,,,,,,,
35,Ille-et-Vilaine,35245,Romillé,0004,584,446,"76,37%",138,"23,63%",439,"75,17%","98,43%",7,"1,20%","1,57%",0,"0,00%","0,00%",1,RN,D'ORSANNE,Virginie,FEMININ,142,"24,32%","32,35%",,2,ENS,FAILLÉ,Charlotte,FEMININ,140,"23,97%","31,89%",,4,UG,ROUAUX,Claudia,FEMININ,157,"26,88%","35,76%",élu,,,,,,,,,
35,Ille-et-Vilaine,35250,Saint-Armel,0001,931,685,"73,58%",246,"26,42%",631,"67,78%","92,12%",46,"4,94%","6,72%",8,"0,86%","1,17%",3,RN,GILOIS,Françoise,FEMININ,178,"19,12%","28,21%",,4,ENS,LE NABOUR,Christine,FEMININ,453,"48,66%","71,79%",élu,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35250,Saint-Armel,0002,765,576,"75,29%",189,"24,71%",552,"72,16%","95,83%",20,"2,61%","3,47%",4,"0,52%","0,69%",3,RN,GILOIS,Françoise,FEMININ,138,"18,04%","25,00%",,4,ENS,LE NABOUR,Christine,FEMININ,414,"54,12%","75,00%",élu,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35266,Saint-Erblon,0001,867,658,"75,89%",209,"24,11%",641,"73,93%","97,42%",13,"1,50%","1,98%",4,"0,46%","0,61%",1,UG,MESMEUR,Marie,FEMININ,187,"21,57%","29,17%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,312,"35,99%","48,67%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,142,"16,38%","22,15%",,,,,,,,,,
35,Ille-et-Vilaine,35266,Saint-Erblon,0002,1061,794,"74,84%",267,"25,16%",767,"72,29%","96,60%",17,"1,60%","2,14%",10,"0,94%","1,26%",1,UG,MESMEUR,Marie,FEMININ,287,"27,05%","37,42%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,303,"28,56%","39,50%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,177,"16,68%","23,08%",,,,,,,,,,
35,Ille-et-Vilaine,35266,Saint-Erblon,0003,722,518,"71,75%",204,"28,25%",507,"70,22%","97,88%",5,"0,69%","0,97%",6,"0,83%","1,16%",1,UG,MESMEUR,Marie,FEMININ,168,"23,27%","33,14%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,241,"33,38%","47,53%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,98,"13,57%","19,33%",,,,,,,,,,
35,Ille-et-Vilaine,35278,Saint-Grégoire,0001,896,633,"70,65%",263,"29,35%",623,"69,53%","98,42%",8,"0,89%","1,26%",2,"0,22%","0,32%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,318,"35,49%","51,04%",,4,RN,VANHAECKE,Bérénice,FEMININ,110,"12,28%","17,66%",,5,UG,LAHAIS,Tristan,MASCULIN,195,"21,76%","31,30%",élu,,,,,,,,,
35,Ille-et-Vilaine,35278,Saint-Grégoire,0002,906,686,"75,72%",220,"24,28%",680,"75,06%","99,13%",5,"0,55%","0,73%",1,"0,11%","0,15%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,385,"42,49%","56,62%",,4,RN,VANHAECKE,Bérénice,FEMININ,78,"8,61%","11,47%",,5,UG,LAHAIS,Tristan,MASCULIN,217,"23,95%","31,91%",élu,,,,,,,,,
35,Ille-et-Vilaine,35278,Saint-Grégoire,0003,804,644,"80,10%",160,"19,90%",630,"78,36%","97,83%",9,"1,12%","1,40%",5,"0,62%","0,78%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,357,"44,40%","56,67%",,4,RN,VANHAECKE,Bérénice,FEMININ,59,"7,34%","9,37%",,5,UG,LAHAIS,Tristan,MASCULIN,214,"26,62%","33,97%",élu,,,,,,,,,
35,Ille-et-Vilaine,35278,Saint-Grégoire,0004,1058,782,"73,91%",276,"26,09%",771,"72,87%","98,59%",7,"0,66%","0,90%",4,"0,38%","0,51%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,451,"42,63%","58,50%",,4,RN,VANHAECKE,Bérénice,FEMININ,133,"12,57%","17,25%",,5,UG,LAHAIS,Tristan,MASCULIN,187,"17,67%","24,25%",élu,,,,,,,,,
35,Ille-et-Vilaine,35278,Saint-Grégoire,0005,620,476,"76,77%",144,"23,23%",461,"74,35%","96,85%",12,"1,94%","2,52%",3,"0,48%","0,63%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,194,"31,29%","42,08%",,4,RN,VANHAECKE,Bérénice,FEMININ,86,"13,87%","18,66%",,5,UG,LAHAIS,Tristan,MASCULIN,181,"29,19%","39,26%",élu,,,,,,,,,
35,Ille-et-Vilaine,35278,Saint-Grégoire,0006,844,667,"79,03%",177,"20,97%",658,"77,96%","98,65%",7,"0,83%","1,05%",2,"0,24%","0,30%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,405,"47,99%","61,55%",,4,RN,VANHAECKE,Bérénice,FEMININ,83,"9,83%","12,61%",,5,UG,LAHAIS,Tristan,MASCULIN,170,"20,14%","25,84%",élu,,,,,,,,,
35,Ille-et-Vilaine,35278,Saint-Grégoire,0007,863,727,"84,24%",136,"15,76%",708,"82,04%","97,39%",12,"1,39%","1,65%",7,"0,81%","0,96%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,433,"50,17%","61,16%",,4,RN,VANHAECKE,Bérénice,FEMININ,104,"12,05%","14,69%",,5,UG,LAHAIS,Tristan,MASCULIN,171,"19,81%","24,15%",élu,,,,,,,,,
35,Ille-et-Vilaine,35278,Saint-Grégoire,0008,671,518,"77,20%",153,"22,80%",510,"76,01%","98,46%",6,"0,89%","1,16%",2,"0,30%","0,39%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,192,"28,61%","37,65%",,4,RN,VANHAECKE,Bérénice,FEMININ,73,"10,88%","14,31%",,5,UG,LAHAIS,Tristan,MASCULIN,245,"36,51%","48,04%",élu,,,,,,,,,
35,Ille-et-Vilaine,35278,Saint-Grégoire,0009,634,503,"79,34%",131,"20,66%",499,"78,71%","99,20%",2,"0,32%","0,40%",2,"0,32%","0,40%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,286,"45,11%","57,31%",,4,RN,VANHAECKE,Bérénice,FEMININ,73,"11,51%","14,63%",,5,UG,LAHAIS,Tristan,MASCULIN,140,"22,08%","28,06%",élu,,,,,,,,,
35,Ille-et-Vilaine,35278,Saint-Grégoire,0010,785,610,"77,71%",175,"22,29%",598,"76,18%","98,03%",9,"1,15%","1,48%",3,"0,38%","0,49%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,307,"39,11%","51,34%",,4,RN,VANHAECKE,Bérénice,FEMININ,101,"12,87%","16,89%",,5,UG,LAHAIS,Tristan,MASCULIN,190,"24,20%","31,77%",élu,,,,,,,,,
35,Ille-et-Vilaine,35310,Saint-Sauveur-des-Landes,0001,1001,744,"74,33%",257,"25,67%",716,"71,53%","96,24%",20,"2,00%","2,69%",8,"0,80%","1,08%",3,RN,MARION,Tangi,MASCULIN,238,"23,78%","33,24%",,5,ENS,BENOIT,Thierry,MASCULIN,478,"47,75%","66,76%",élu,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35315,Saint-Sulpice-la-Forêt,0001,614,505,"82,25%",109,"17,75%",497,"80,94%","98,42%",5,"0,81%","0,99%",3,"0,49%","0,59%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,140,"22,80%","28,17%",,4,RN,VANHAECKE,Bérénice,FEMININ,85,"13,84%","17,10%",,5,UG,LAHAIS,Tristan,MASCULIN,272,"44,30%","54,73%",élu,,,,,,,,,
35,Ille-et-Vilaine,35315,Saint-Sulpice-la-Forêt,0002,619,502,"81,10%",117,"18,90%",488,"78,84%","97,21%",9,"1,45%","1,79%",5,"0,81%","1,00%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,155,"25,04%","31,76%",,4,RN,VANHAECKE,Bérénice,FEMININ,78,"12,60%","15,98%",,5,UG,LAHAIS,Tristan,MASCULIN,255,"41,20%","52,25%",élu,,,,,,,,,
35,Ille-et-Vilaine,35334,Thorigné-Fouillard,0001,825,656,"79,52%",169,"20,48%",639,"77,45%","97,41%",12,"1,45%","1,83%",5,"0,61%","0,76%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,293,"35,52%","45,85%",,4,RN,VANHAECKE,Bérénice,FEMININ,117,"14,18%","18,31%",,5,UG,LAHAIS,Tristan,MASCULIN,229,"27,76%","35,84%",élu,,,,,,,,,
35,Ille-et-Vilaine,35334,Thorigné-Fouillard,0002,889,674,"75,82%",215,"24,18%",661,"74,35%","98,07%",8,"0,90%","1,19%",5,"0,56%","0,74%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,261,"29,36%","39,49%",,4,RN,VANHAECKE,Bérénice,FEMININ,95,"10,69%","14,37%",,5,UG,LAHAIS,Tristan,MASCULIN,305,"34,31%","46,14%",élu,,,,,,,,,
35,Ille-et-Vilaine,35334,Thorigné-Fouillard,0003,911,717,"78,70%",194,"21,30%",707,"77,61%","98,61%",7,"0,77%","0,98%",3,"0,33%","0,42%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,278,"30,52%","39,32%",,4,RN,VANHAECKE,Bérénice,FEMININ,109,"11,96%","15,42%",,5,UG,LAHAIS,Tristan,MASCULIN,320,"35,13%","45,26%",élu,,,,,,,,,
35,Ille-et-Vilaine,35334,Thorigné-Fouillard,0004,831,640,"77,02%",191,"22,98%",632,"76,05%","98,75%",5,"0,60%","0,78%",3,"0,36%","0,47%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,273,"32,85%","43,20%",,4,RN,VANHAECKE,Bérénice,FEMININ,91,"10,95%","14,40%",,5,UG,LAHAIS,Tristan,MASCULIN,268,"32,25%","42,41%",élu,,,,,,,,,
35,Ille-et-Vilaine,35334,Thorigné-Fouillard,0005,875,688,"78,63%",187,"21,37%",673,"76,91%","97,82%",13,"1,49%","1,89%",2,"0,23%","0,29%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,275,"31,43%","40,86%",,4,RN,VANHAECKE,Bérénice,FEMININ,110,"12,57%","16,34%",,5,UG,LAHAIS,Tristan,MASCULIN,288,"32,91%","42,79%",élu,,,,,,,,,
35,Ille-et-Vilaine,35334,Thorigné-Fouillard,0006,732,576,"78,69%",156,"21,31%",564,"77,05%","97,92%",10,"1,37%","1,74%",2,"0,27%","0,35%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,230,"31,42%","40,78%",,4,RN,VANHAECKE,Bérénice,FEMININ,63,"8,61%","11,17%",,5,UG,LAHAIS,Tristan,MASCULIN,271,"37,02%","48,05%",élu,,,,,,,,,
35,Ille-et-Vilaine,35334,Thorigné-Fouillard,0007,862,646,"74,94%",216,"25,06%",634,"73,55%","98,14%",11,"1,28%","1,70%",1,"0,12%","0,15%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,190,"22,04%","29,97%",,4,RN,VANHAECKE,Bérénice,FEMININ,129,"14,97%","20,35%",,5,UG,LAHAIS,Tristan,MASCULIN,315,"36,54%","49,68%",élu,,,,,,,,,
35,Ille-et-Vilaine,35334,Thorigné-Fouillard,0008,583,478,"81,99%",105,"18,01%",473,"81,13%","98,95%",4,"0,69%","0,84%",1,"0,17%","0,21%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,257,"44,08%","54,33%",,4,RN,VANHAECKE,Bérénice,FEMININ,44,"7,55%","9,30%",,5,UG,LAHAIS,Tristan,MASCULIN,172,"29,50%","36,36%",élu,,,,,,,,,
35,Ille-et-Vilaine,35351,Le Verger,0001,1044,792,"75,86%",252,"24,14%",776,"74,33%","97,98%",13,"1,25%","1,64%",3,"0,29%","0,38%",1,RN,D'ORSANNE,Virginie,FEMININ,234,"22,41%","30,15%",,2,ENS,FAILLÉ,Charlotte,FEMININ,189,"18,10%","24,36%",,4,UG,ROUAUX,Claudia,FEMININ,353,"33,81%","45,49%",élu,,,,,,,,,
35,Ille-et-Vilaine,35352,Vern-sur-Seiche,0001,1089,808,"74,20%",281,"25,80%",793,"72,82%","98,14%",11,"1,01%","1,36%",4,"0,37%","0,50%",1,UG,MESMEUR,Marie,FEMININ,284,"26,08%","35,81%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,360,"33,06%","45,40%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,149,"13,68%","18,79%",,,,,,,,,,
35,Ille-et-Vilaine,35352,Vern-sur-Seiche,0002,1294,994,"76,82%",300,"23,18%",976,"75,43%","98,19%",15,"1,16%","1,51%",3,"0,23%","0,30%",1,UG,MESMEUR,Marie,FEMININ,370,"28,59%","37,91%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,407,"31,45%","41,70%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,199,"15,38%","20,39%",,,,,,,,,,
35,Ille-et-Vilaine,35352,Vern-sur-Seiche,0003,775,620,"80,00%",155,"20,00%",605,"78,06%","97,58%",11,"1,42%","1,77%",4,"0,52%","0,65%",1,UG,MESMEUR,Marie,FEMININ,202,"26,06%","33,39%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,278,"35,87%","45,95%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,125,"16,13%","20,66%",,,,,,,,,,
35,Ille-et-Vilaine,35352,Vern-sur-Seiche,0004,1061,735,"69,27%",326,"30,73%",718,"67,67%","97,69%",10,"0,94%","1,36%",7,"0,66%","0,95%",1,UG,MESMEUR,Marie,FEMININ,276,"26,01%","38,44%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,287,"27,05%","39,97%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,155,"14,61%","21,59%",,,,,,,,,,
35,Ille-et-Vilaine,35352,Vern-sur-Seiche,0005,1207,917,"75,97%",290,"24,03%",901,"74,65%","98,26%",11,"0,91%","1,20%",5,"0,41%","0,55%",1,UG,MESMEUR,Marie,FEMININ,326,"27,01%","36,18%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,405,"33,55%","44,95%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,170,"14,08%","18,87%",,,,,,,,,,
35,Ille-et-Vilaine,35352,Vern-sur-Seiche,0006,1188,925,"77,86%",263,"22,14%",903,"76,01%","97,62%",16,"1,35%","1,73%",6,"0,51%","0,65%",1,UG,MESMEUR,Marie,FEMININ,312,"26,26%","34,55%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,442,"37,21%","48,95%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,149,"12,54%","16,50%",,,,,,,,,,
35,Ille-et-Vilaine,35363,Pont-Péan,0001,857,610,"71,18%",247,"28,82%",598,"69,78%","98,03%",12,"1,40%","1,97%",0,"0,00%","0,00%",1,UG,MESMEUR,Marie,FEMININ,237,"27,65%","39,63%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,206,"24,04%","34,45%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,155,"18,09%","25,92%",,,,,,,,,,
35,Ille-et-Vilaine,35363,Pont-Péan,0002,749,534,"71,30%",215,"28,70%",522,"69,69%","97,75%",10,"1,34%","1,87%",2,"0,27%","0,37%",1,UG,MESMEUR,Marie,FEMININ,193,"25,77%","36,97%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,189,"25,23%","36,21%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,140,"18,69%","26,82%",,,,,,,,,,
35,Ille-et-Vilaine,35363,Pont-Péan,0003,1012,706,"69,76%",306,"30,24%",681,"67,29%","96,46%",21,"2,08%","2,97%",4,"0,40%","0,57%",1,UG,MESMEUR,Marie,FEMININ,297,"29,35%","43,61%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,213,"21,05%","31,28%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,171,"16,90%","25,11%",,,,,,,,,,
35,Ille-et-Vilaine,35363,Pont-Péan,0004,841,645,"76,69%",196,"23,31%",629,"74,79%","97,52%",15,"1,78%","2,33%",1,"0,12%","0,16%",1,UG,MESMEUR,Marie,FEMININ,219,"26,04%","34,82%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,279,"33,17%","44,36%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,131,"15,58%","20,83%",,,,,,,,,,
