Exercice,Outre-mer,Code Insee 2024 Région,Nom 2024 Région,Code Insee 2024 Département,Nom 2024 Département,Code Siren 2024 EPCI,Nom 2024 EPCI,Strate population 2024,Commune rurale,Commune de montagne,Commune touristique,Tranche revenu par habitant,Présence QPV,Code Insee 2024 Commune,Nom 2024 Commune,Catégorie,Code Siren Collectivité,Code Insee Collectivité,Libellé Budget,Agrégat,Montant BP,Montant BA,Montant flux BP-BA,Montant,Montant en millions,Population totale,Montant en € par habitant,Compte 2024 Disponible,Population totale du dernier exercice
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35144,Langan,Commune,213501448,35144,LANGAN,Achats et charges externes,"149519,7","8679,19",0,"158198,89","0,15819889",920,"171,955315217391",1,1094
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,RENNES,Achats et charges externes,"41353675,86","10903275,6","953757,34","51303194,12","51,30319412",213956,"239,783853315635",1,229178
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35266,Saint-Erblon,Commune,213502669,35266,SAINT-ERBLON,Achats et charges externes,"635756,16","193537,14","7489,97","821803,33","0,82180333",2600,"316,078203846154",1,3542
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35363,Pont-Péan,Commune,213503634,35363,PONT-PEAN,Achats et charges externes,"766949,1","252320,4",0,"1019269,5","1,0192695",3802,"268,087716991057",1,4442
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35001,Acigné,Commune,213500010,35001,ACIGNE,Dépenses d'équipement,"2089963,02","344391,12",0,"2434354,14","2,43435414",6367,"382,339271242343",1,7051
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35055,Chantepie,Commune,213500556,35055,CHANTEPIE,Dépenses d'équipement,1827369,"846962,23",0,"2674331,23","2,67433123",10346,"258,489390102455",1,10391
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35058,La Chapelle-Chaussée,Commune,213500580,35058,CHAPELLE-CHAUSSEE (LA ),Dépenses d'équipement,"156554,83",0,0,"156554,83","0,15655483",1204,"130,028928571429",1,1323
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35131,L'Hermitage,Commune,213501315,35131,HERMITAGE (L' ),Dépenses d'équipement,"1251297,27",0,0,"1251297,27","1,25129727",3955,"316,383633375474",1,4767
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,3,Non,35210,Pacé,Commune,213502107,35210,PACE,Dépenses d'équipement,"2903920,09","9677,98",0,"2913598,07","2,91359807",10783,"270,202918482797",1,12257
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35275,Saint-Gilles,Commune,213502750,35275,SAINT-GILLES,Dépenses d'équipement,"3256969,7","879106,03",0,"4136075,73","4,13607573",3916,"1056,19911389173",1,5473
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,1,Non,35281,Saint-Jacques-de-la-Lande,Commune,213502818,35281,SAINT-JACQUES-DE-LA-LANDE,Dépenses d'équipement,"5708872,49","38244,77",0,"5747117,26","5,74711726",10862,"529,103043638372",1,13782
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35022,Bécherel,Commune,213500226,35022,BECHEREL,Dépenses d'investissement hors remb,"95616,7",0,0,"95616,7","0,0956167",766,"124,825979112272",1,706
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,8,Non,Non,Non,2,Non,35047,Bruz,Commune,213500473,35047,BRUZ,Dépenses d'investissement hors remb,"4527844,94","126956,65",0,"4654801,59","4,65480159",17067,"272,736953770434",1,20118
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35076,Chavagne,Commune,213500762,35076,CHAVAGNE,Dépenses d'investissement hors remb,"526256,53",1164,0,"527420,53","0,52742053",3788,"139,234564413939",1,4476
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35080,Cintré,Commune,213500804,35080,CINTRE,Dépenses d'investissement hors remb,"221550,03",0,0,"221550,03","0,22155003",2202,"100,613092643052",1,2600
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Non,Non,Non,2,Non,35065,La Chapelle-Thouarault,Commune,213500655,35065,CHAPELLE-THOUARAULT (LA ),Autres impôts et taxes,54,0,0,54,"5,4e-05",1935,"0,027906976744186",1,2294
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Non,Non,Non,2,Non,35079,Chevaigné,Commune,213500796,35079,CHEVAIGNE,Autres impôts et taxes,"30393,65",0,0,"30393,65","0,03039365",1889,"16,0898094229751",1,2414
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35196,Mordelles,Commune,213501968,35196,MORDELLES,Autres impôts et taxes,"384636,08",0,0,"384636,08","0,38463608",7436,"51,7262076385153",1,7783
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,2,Non,35315,Saint-Sulpice-la-Forêt,Commune,213503154,35315,SAINT-SULPICE-LA-FORET,Autres impôts et taxes,17794,0,0,17794,"0,017794",1487,"11,9663752521856",1,1539
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35032,Bourgbarré,Commune,213500325,35032,BOURGBARRE,Dépenses d'intervention,"244469,87",0,0,"244469,87","0,24446987",3604,"67,8329273029967",1,4646
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35066,Chartres-de-Bretagne,Commune,213500663,35066,CHARTRES-DE-BRETAGNE,Dépenses d'intervention,"1192163,83",0,0,"1192163,83","1,19216383",7480,"159,380191176471",1,8377
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35080,Cintré,Commune,213500804,35080,CINTRE,Dépenses d'intervention,"259732,79",0,0,"259732,79","0,25973279",2202,"117,95312897366",1,2600
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35144,Langan,Commune,213501448,35144,LANGAN,Dépenses d'intervention,"45761,1",0,0,"45761,1","0,0457611",920,"49,7403260869565",1,1094
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35204,Nouvoitou,Commune,213502040,35204,NOUVOITOU,Dépenses d'intervention,"163648,36",0,0,"163648,36","0,16364836",2920,"56,0439589041096",1,3613
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,1,Non,35281,Saint-Jacques-de-la-Lande,Commune,213502818,35281,SAINT-JACQUES-DE-LA-LANDE,Dépenses d'intervention,"1196538,42",0,415300,"781238,42","0,78123842",10862,"71,9239937396428",1,13782
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35351,Le Verger,Commune,213503519,35351,VERGER (LE ),Dépenses d'intervention,"159609,59",0,"44080,95","115528,64","0,11552864",1540,"75,0185974025974",1,1445
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35206,Noyal-Châtillon-sur-Seiche,Commune,213503642,35206,NOYAL-CHATILLON-SUR-SEICHE,Dépenses d'intervention,"537774,42",0,0,"537774,42","0,53777442",6618,"81,2593563009973",1,7713
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35039,Brécé,Commune,213500390,35039,BRECE,Charges financières,"51133,4","18,63",0,"51152,03","0,05115203",1999,"25,5888094047023",1,2191
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35245,Romillé,Commune,213502453,35245,ROMILLE,Charges financières,181945,"54997,01",0,"236942,01","0,23694201",3748,"63,2182524012807",1,4196
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,1,Non,35281,Saint-Jacques-de-la-Lande,Commune,213502818,35281,SAINT-JACQUES-DE-LA-LANDE,Charges financières,"185373,97","63495,51",0,"248869,48","0,24886948",10862,"22,9119388694531",1,13782
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35180,Miniac-sous-Bécherel,Commune,213501802,35180,MINIAC-SOUS-BECHEREL,Autres dotations de fonctionnement,2799,0,0,2799,"0,002799",736,"3,80298913043478",1,812
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35001,Acigné,Commune,213500010,35001,ACIGNE,Autres dotations et subventions,"306726,5",0,0,"306726,5","0,3067265",6367,"48,1744149520967",1,7051
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35039,Brécé,Commune,213500390,35039,BRECE,Autres dotations et subventions,"103768,48",2530,0,"106298,48","0,10629848",1999,"53,175827913957",1,2191
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35059,La Chapelle-des-Fougeretz,Commune,213500598,35059,CHAPELLE-DES-FOUGERETZ (LA ),Autres dotations et subventions,"91630,54",0,0,"91630,54","0,09163054",4238,"21,6211750825861",1,4696
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Non,Non,Non,2,Non,35079,Chevaigné,Commune,213500796,35079,CHEVAIGNE,Autres dotations et subventions,"166396,55",0,0,"166396,55","0,16639655",1889,"88,0871095817893",1,2414
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35131,L'Hermitage,Commune,213501315,35131,HERMITAGE (L' ),Autres dotations et subventions,"109469,49",0,0,"109469,49","0,10946949",3955,"27,6787585335019",1,4767
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35139,Laillé,Commune,213501398,35139,LAILLE,Autres dotations et subventions,"133871,95","42768,97",0,"176640,92","0,17664092",4523,"39,0539288083131",1,5276
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35245,Romillé,Commune,213502453,35245,ROMILLE,Autres dotations et subventions,"100455,02",20000,0,"120455,02","0,12045502",3748,"32,1384791889007",1,4196
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35275,Saint-Gilles,Commune,213502750,35275,SAINT-GILLES,Autres dotations et subventions,"556541,21","71470,58",0,"628011,79","0,62801179",3916,"160,370732890705",1,5473
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35024,Betton,Commune,213500242,35024,BETTON,Autres dotations et subventions,"488608,23",0,0,"488608,23","0,48860823",10418,"46,9003868304857",1,12959
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35189,Montgermont,Commune,213501893,35189,MONTGERMONT,Autres dotations et subventions,"62218,47",0,0,"62218,47","0,06221847",3274,"19,0038087965791",1,3760
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35196,Mordelles,Commune,213501968,35196,MORDELLES,Autres dotations et subventions,"136518,72",0,0,"136518,72","0,13651872",7436,"18,3591608391608",1,7783
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,3,Non,35334,Thorigné-Fouillard,Commune,213503345,35334,THORIGNE-FOUILLARD,Autres dotations et subventions,"166344,98",0,0,"166344,98","0,16634498",7556,"22,0149523557438",1,8782
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35352,Vern-sur-Seiche,Commune,213503527,35352,VERN-SUR-SEICHE,Autres dotations et subventions,"139919,99",0,0,"139919,99","0,13991999",8309,"16,8395703454086",1,8384
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35206,Noyal-Châtillon-sur-Seiche,Commune,213503642,35206,NOYAL-CHATILLON-SUR-SEICHE,Autres dotations et subventions,"289287,71",0,0,"289287,71","0,28928771",6618,"43,7122559685706",1,7713
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,3,Non,35051,Cesson-Sévigné,Commune,213500515,35051,CESSON-SEVIGNE,Autres impôts et taxes,"1525892,52",0,0,"1525892,52","1,52589252",16194,"94,2257947387921",1,18212
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35240,Le Rheu,Commune,213502404,35240,RHEU (LE ),Autres impôts et taxes,"474659,84",0,0,"474659,84","0,47465984",7999,"59,3398974871859",1,9771
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,4,Non,35278,Saint-Grégoire,Commune,213502784,35278,SAINT-GREGOIRE,Autres impôts et taxes,"1022288,41",0,0,"1022288,41","1,02228841",9063,"112,798015006069",1,10206
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,RENNES,Autres dotations de fonctionnement,928684,0,0,928684,"0,928684",213956,"4,34053730673596",1,229178
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35001,Acigné,Commune,213500010,35001,ACIGNE,Achats et charges externes,"1129850,7","1354548,94",0,"2484399,64","2,48439964",6367,"390,199409455002",1,7051
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35059,La Chapelle-des-Fougeretz,Commune,213500598,35059,CHAPELLE-DES-FOUGERETZ (LA ),Achats et charges externes,"801501,68","3992,23",0,"805493,91","0,80549391",4238,"190,06463190184",1,4696
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35076,Chavagne,Commune,213500762,35076,CHAVAGNE,Achats et charges externes,"619373,12","51127,23",0,"670500,35","0,67050035",3788,"177,006428194298",1,4476
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35189,Montgermont,Commune,213501893,35189,MONTGERMONT,Concours de l'Etat,388614,0,0,388614,"0,388614",3274,"118,697006719609",1,3760
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35240,Le Rheu,Commune,213502404,35240,RHEU (LE ),Concours de l'Etat,1391070,0,0,1391070,"1,39107",7999,"173,905488186023",1,9771
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35022,Bécherel,Commune,213500226,35022,BECHEREL,Dépôts au Trésor,"201050,47",0,0,"201050,47","0,20105047",766,"262,467976501305",1,706
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35059,La Chapelle-des-Fougeretz,Commune,213500598,35059,CHAPELLE-DES-FOUGERETZ (LA ),Dépôts au Trésor,"626383,32",0,0,"626383,32","0,62638332",4238,"147,801632845682",1,4696
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35080,Cintré,Commune,213500804,35080,CINTRE,Dépôts au Trésor,"927261,63",0,0,"927261,63","0,92726163",2202,"421,099741144414",1,2600
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35144,Langan,Commune,213501448,35144,LANGAN,Dépôts au Trésor,"304004,97",0,0,"304004,97","0,30400497",920,"330,440184782609",1,1094
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35204,Nouvoitou,Commune,213502040,35204,NOUVOITOU,Dépôts au Trésor,"764619,23",0,0,"764619,23","0,76461923",2920,"261,855900684931",1,3613
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35245,Romillé,Commune,213502453,35245,ROMILLE,Dépôts au Trésor,"533633,95",0,0,"533633,95","0,53363395",3748,"142,378321771612",1,4196
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,3,Non,35334,Thorigné-Fouillard,Commune,213503345,35334,THORIGNE-FOUILLARD,Dépôts au Trésor,"149099,9",0,0,"149099,9","0,1490999",7556,"19,7326495500265",1,8782
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35352,Vern-sur-Seiche,Commune,213503527,35352,VERN-SUR-SEICHE,Dépôts au Trésor,"191539,18",0,0,"191539,18","0,19153918",8309,"23,0520134793597",1,8384
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35206,Noyal-Châtillon-sur-Seiche,Commune,213503642,35206,NOYAL-CHATILLON-SUR-SEICHE,Dépôts au Trésor,"1244975,56",0,0,"1244975,56","1,24497556",6618,"188,119607132064",1,7713
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35088,Corps-Nuds,Commune,213500887,35088,CORPS-NUDS,Dépenses d'intervention,"163876,48",0,0,"163876,48","0,16387648",3085,"53,120414910859",1,3621
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,3,Non,35210,Pacé,Commune,213502107,35210,PACE,Dépenses d'intervention,"1657595,17",0,0,"1657595,17","1,65759517",10783,"153,723005657053",1,12257
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35352,Vern-sur-Seiche,Commune,213503527,35352,VERN-SUR-SEICHE,Dépenses d'intervention,"998242,58",0,0,"998242,58","0,99824258",8309,"120,13991816103",1,8384
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35022,Bécherel,Commune,213500226,35022,BECHEREL,Charges financières,"54226,84",0,0,"54226,84","0,05422684",766,"70,7922193211488",1,706
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35024,Betton,Commune,213500242,35024,BETTON,Charges financières,"356757,24",0,0,"356757,24","0,35675724",10418,"34,2443117680937",1,12959
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,8,Non,Non,Non,2,Non,35047,Bruz,Commune,213500473,35047,BRUZ,Charges financières,"799637,36","2135,9",0,"801773,26","0,80177326",17067,"46,9779844143669",1,20118
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,8,Non,Non,Non,2,Non,35047,Bruz,Commune,213500473,35047,BRUZ,Dépenses de fonctionnement,"14352933,7","849468,81","111872,15","15090530,36","15,09053036",17067,"884,193493877073",1,20118
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35076,Chavagne,Commune,213500762,35076,CHAVAGNE,Dépenses de fonctionnement,"2911191,8","53129,81",0,"2964321,61","2,96432161",3788,"782,555863252376",1,4476
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35275,Saint-Gilles,Commune,213502750,35275,SAINT-GILLES,Dépenses de fonctionnement,"2919218,13","2920,69",0,"2922138,82","2,92213882",3916,"746,205010214505",1,5473
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35032,Bourgbarré,Commune,213500325,35032,BOURGBARRE,Dépenses d'investissement hors remb,"636601,22",0,0,"636601,22","0,63660122",3604,"176,637408435072",1,4646
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,3,Non,35051,Cesson-Sévigné,Commune,213500515,35051,CESSON-SEVIGNE,Dépenses d'investissement hors remb,"5596931,72","371480,47",0,"5968412,19","5,96841219",16194,"368,557008151167",1,18212
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35120,Gévezé,Commune,213501208,35120,GEVEZE,Dépenses d'investissement hors remb,"985485,39",0,0,"985485,39","0,98548539",4368,"225,614787087912",1,6000
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35204,Nouvoitou,Commune,213502040,35204,NOUVOITOU,Dépenses d'investissement hors remb,"251072,06","42134,58",0,"293206,64","0,29320664",2920,"100,413232876712",1,3613
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,3,Non,35210,Pacé,Commune,213502107,35210,PACE,Dépenses d'investissement hors remb,"2903920,09","19918,67",0,"2923838,76","2,92383876",10783,"271,152625428916",1,12257
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35351,Le Verger,Commune,213503519,35351,VERGER (LE ),Dépenses d'investissement hors remb,"103754,96",0,0,"103754,96","0,10375496",1540,"67,3733506493507",1,1445
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35024,Betton,Commune,213500242,35024,BETTON,Dépenses d'équipement,"2586859,06",0,0,"2586859,06","2,58685906",10418,"248,306686504127",1,12959
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35059,La Chapelle-des-Fougeretz,Commune,213500598,35059,CHAPELLE-DES-FOUGERETZ (LA ),Dépenses d'équipement,"399842,67",0,0,"399842,67","0,39984267",4238,"94,3470198206701",1,4696
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35088,Corps-Nuds,Commune,213500887,35088,CORPS-NUDS,Dépenses d'équipement,"605506,3",0,0,"605506,3","0,6055063",3085,"196,2743273906",1,3621
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35120,Gévezé,Commune,213501208,35120,GEVEZE,Dépenses d'équipement,"985485,39",0,0,"985485,39","0,98548539",4368,"225,614787087912",1,6000
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35245,Romillé,Commune,213502453,35245,ROMILLE,Dépenses d'équipement,"419660,05","11440,59",0,"431100,64","0,43110064",3748,"115,02151547492",1,4196
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35250,Saint-Armel,Commune,213502503,35250,SAINT-ARMEL,Dépenses d'équipement,"216040,95",0,0,"216040,95","0,21604095",1925,"112,229064935065",1,2312
2014,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35363,Pont-Péan,Commune,213503634,35363,PONT-PEAN,Dépenses d'équipement,"553667,24",0,0,"553667,24","0,55366724",3802,"145,625260389269",1,4442
