Exercice,Outre-mer,Code Insee 2024 Région,Nom 2024 Région,Code Insee 2024 Département,Nom 2024 Département,Code Siren 2024 EPCI,Nom 2024 EPCI,Strate population 2024,Commune rurale,Commune de montagne,Commune touristique,Tranche revenu par habitant,Présence QPV,Code Insee 2024 Commune,Nom 2024 Commune,Catégorie,Code Siren Collectivité,Code Insee Collectivité,Libellé Budget,Agrégat,Montant BP,Montant BA,Montant flux BP-BA,Montant,Montant en millions,Population totale,Montant en € par habitant,Compte 2024 Disponible,Population totale du dernier exercice
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35180,Miniac-sous-Bécherel,Commune,213501802,35180,MINIAC-SOUS-BECHEREL,Dépenses totales hors remb,"528511,22","1132,93",0,"529644,15","0,52964415",721,"734,596601941748",1,812
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35266,Saint-Erblon,Commune,213502669,35266,SAINT-ERBLON,Dépenses totales hors remb,"2980088,28","456778,42",0,"3436866,7","3,4368667",2539,"1353,63005120126",1,3542
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35055,Chantepie,Commune,213500556,35055,CHANTEPIE,Epargne brute,"1764953,43","-1870396,89",0,"-105443,459999999","-0,105443459999999",10145,"-10,393638245441",1,10391
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,RENNES,Epargne brute,"45592585,81","10379427,14",0,"55972012,95","55,97201295",212939,"262,854681152818",1,229178
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,4,Non,35278,Saint-Grégoire,Commune,213502784,35278,SAINT-GREGOIRE,Epargne brute,"2425877,43","3362449,4",0,"5788326,83","5,78832683",9031,"640,939744214373",1,10206
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35024,Betton,Commune,213500242,35024,BETTON,Impôts et taxes,"6286405,99",0,0,"6286405,99","6,28640599",10447,"601,742700296736",1,12959
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,3,Non,35051,Cesson-Sévigné,Commune,213500515,35051,CESSON-SEVIGNE,Impôts et taxes,"11584447,94",0,0,"11584447,94","11,58444794",15975,"725,161060406886",1,18212
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35131,L'Hermitage,Commune,213501315,35131,HERMITAGE (L' ),Impôts et taxes,"2230980,8",0,0,"2230980,8","2,2309808",3918,"569,418274629913",1,4767
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35266,Saint-Erblon,Commune,213502669,35266,SAINT-ERBLON,Impôts et taxes,"1322121,9",0,0,"1322121,9","1,3221219",2539,"520,72544308783",1,3542
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35351,Le Verger,Commune,213503519,35351,VERGER (LE ),Impôts et taxes,604885,0,0,604885,"0,604885",1561,"387,498398462524",1,1445
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35206,Noyal-Châtillon-sur-Seiche,Commune,213503642,35206,NOYAL-CHATILLON-SUR-SEICHE,Impôts et taxes,"4441258,82",0,0,"4441258,82","4,44125882",6395,"694,489260359656",1,7713
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35120,Gévezé,Commune,213501208,35120,GEVEZE,Impôts locaux,1911245,0,0,1911245,"1,911245",4063,"470,402412010829",1,6000
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35180,Miniac-sous-Bécherel,Commune,213501802,35180,MINIAC-SOUS-BECHEREL,Impôts locaux,"187355,26",0,0,"187355,26","0,18735526",721,"259,854729542302",1,812
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35066,Chartres-de-Bretagne,Commune,213500663,35066,CHARTRES-DE-BRETAGNE,Recettes de fonctionnement,"10506253,52","27783,7","35669,86","10498367,36","10,49836736",7416,"1415,63745415318",1,8377
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Non,Non,Non,2,Non,35079,Chevaigné,Commune,213500796,35079,CHEVAIGNE,Recettes de fonctionnement,"1644290,69","0,74",0,"1644291,43","1,64429143",1886,"871,840630965005",1,2414
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35080,Cintré,Commune,213500804,35080,CINTRE,Recettes de fonctionnement,"1695449,43","85545,64",16530,"1764465,07","1,76446507",2100,"840,221461904762",1,2600
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35139,Laillé,Commune,213501398,35139,LAILLE,Recettes de fonctionnement,"4161697,84","207923,94",0,"4369621,78","4,36962178",4444,"983,263226822682",1,5276
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,3,Non,35210,Pacé,Commune,213502107,35210,PACE,Recettes de fonctionnement,"10006767,31","376051,31",1500,"10381318,62","10,38131862",10240,"1013,80064648437",1,12257
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35250,Saint-Armel,Commune,213502503,35250,SAINT-ARMEL,Recettes de fonctionnement,"1358725,07",0,0,"1358725,07","1,35872507",1850,"734,445983783784",1,2312
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35266,Saint-Erblon,Commune,213502669,35266,SAINT-ERBLON,Recettes de fonctionnement,"2281223,2","101013,88",0,"2382237,08","2,38223708",2539,"938,258007089405",1,3542
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35275,Saint-Gilles,Commune,213502750,35275,SAINT-GILLES,Recettes de fonctionnement,"3657425,44","100714,24",0,"3758139,68","3,75813968",3883,"967,844367756889",1,5473
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35353,Vezin-le-Coquet,Commune,213503535,35353,VEZIN-LE-COQUET,Recettes de fonctionnement,"3648242,93","175344,77",0,"3823587,7","3,8235877",4477,"854,051306678579",1,6411
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35066,Chartres-de-Bretagne,Commune,213500663,35066,CHARTRES-DE-BRETAGNE,Péréquations et compensations fiscales,145827,0,0,145827,"0,145827",7416,"19,6638349514563",1,8377
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35131,L'Hermitage,Commune,213501315,35131,HERMITAGE (L' ),Péréquations et compensations fiscales,40471,0,0,40471,"0,040471",3918,"10,329504849413",1,4767
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35189,Montgermont,Commune,213501893,35189,MONTGERMONT,Péréquations et compensations fiscales,42274,0,0,42274,"0,042274",3132,"13,4974457215837",1,3760
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,1,Non,35281,Saint-Jacques-de-la-Lande,Commune,213502818,35281,SAINT-JACQUES-DE-LA-LANDE,Péréquations et compensations fiscales,224002,0,0,224002,"0,224002",10647,"21,0389781159012",1,13782
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35353,Vezin-le-Coquet,Commune,213503535,35353,VEZIN-LE-COQUET,Péréquations et compensations fiscales,47011,0,0,47011,"0,047011",4477,"10,5005584096493",1,6411
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35001,Acigné,Commune,213500010,35001,ACIGNE,FCTVA,335893,0,0,335893,"0,335893",6366,"52,7635878102419",1,7051
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Non,Non,Non,2,Non,35079,Chevaigné,Commune,213500796,35079,CHEVAIGNE,FCTVA,104901,0,0,104901,"0,104901",1886,"55,6208907741251",1,2414
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35088,Corps-Nuds,Commune,213500887,35088,CORPS-NUDS,FCTVA,95116,0,0,95116,"0,095116",3005,"31,6525790349418",1,3621
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35139,Laillé,Commune,213501398,35139,LAILLE,FCTVA,515370,4441,0,519811,"0,519811",4444,"116,969171917192",1,5276
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35189,Montgermont,Commune,213501893,35189,MONTGERMONT,FCTVA,136332,0,0,136332,"0,136332",3132,"43,5287356321839",1,3760
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35208,Orgères,Commune,213502081,35208,ORGERES,FCTVA,156859,0,0,156859,"0,156859",3981,"39,4019090680734",1,5535
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,3,Non,35334,Thorigné-Fouillard,Commune,213503345,35334,THORIGNE-FOUILLARD,FCTVA,62699,0,0,62699,"0,062699",7399,"8,47398297067171",1,8782
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35353,Vezin-le-Coquet,Commune,213503535,35353,VEZIN-LE-COQUET,FCTVA,227838,44512,0,272350,"0,27235",4477,"60,8331471967836",1,6411
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35001,Acigné,Commune,213500010,35001,ACIGNE,Autres dépenses de fonctionnement,"151000,709999999","61754,08",0,"212754,789999999","0,212754789999999",6366,"33,42048224945",1,7051
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35022,Bécherel,Commune,213500226,35022,BECHEREL,Autres dépenses de fonctionnement,"41919,4399999999",0,0,"41919,4399999999","0,0419194399999999",778,"53,8810282776348",1,706
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35032,Bourgbarré,Commune,213500325,35032,BOURGBARRE,Autres dépenses de fonctionnement,"92124,1800000002",0,0,"92124,1800000002","0,0921241800000002",3512,"26,2312585421413",1,4646
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35076,Chavagne,Commune,213500762,35076,CHAVAGNE,Autres dépenses de fonctionnement,"124190,589999999","-9,09494701772928e-13",15000,"109190,589999999","0,109190589999999",3795,"28,7722239789194",1,4476
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,RENNES,Autres dépenses de fonctionnement,"8006686,81","1917936,59",0,"9924623,4","9,9246234",212939,"46,6078238368735",1,229178
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35250,Saint-Armel,Commune,213502503,35250,SAINT-ARMEL,Autres dépenses de fonctionnement,"54156,8699999999",0,0,"54156,8699999999","0,0541568699999999",1850,"29,2739837837837",1,2312
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,8,Non,Non,Non,2,Non,35047,Bruz,Commune,213500473,35047,BRUZ,Crédits de trésorerie,1500000,0,0,1500000,"1,5",16875,"88,8888888888889",1,20118
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35080,Cintré,Commune,213500804,35080,CINTRE,Crédits de trésorerie,0,0,0,0,0,2100,0,1,2600
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35208,Orgères,Commune,213502081,35208,ORGERES,Crédits de trésorerie,0,0,0,0,0,3981,0,1,5535
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35245,Romillé,Commune,213502453,35245,ROMILLE,Crédits de trésorerie,0,0,0,0,0,3708,0,1,4196
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35059,La Chapelle-des-Fougeretz,Commune,213500598,35059,CHAPELLE-DES-FOUGERETZ (LA ),Autres dépenses d'investissement,0,0,0,0,0,4039,0,1,4696
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35080,Cintré,Commune,213500804,35080,CINTRE,Autres dépenses d'investissement,"63228,87",0,0,"63228,87","0,06322887",2100,"30,1089857142857",1,2600
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35204,Nouvoitou,Commune,213502040,35204,NOUVOITOU,Autres dépenses d'investissement,0,0,0,0,0,2947,0,1,3613
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,4,Non,35278,Saint-Grégoire,Commune,213502784,35278,SAINT-GREGOIRE,Autres dépenses d'investissement,"58898,75",0,0,"58898,75","0,05889875",9031,"6,52184143505703",1,10206
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35206,Noyal-Châtillon-sur-Seiche,Commune,213503642,35206,NOYAL-CHATILLON-SUR-SEICHE,Autres dépenses d'investissement,0,0,0,0,0,6395,0,1,7713
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35022,Bécherel,Commune,213500226,35022,BECHEREL,Autres recettes d'investissement,0,0,0,0,0,778,0,1,706
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Non,Non,Non,2,Non,35065,La Chapelle-Thouarault,Commune,213500655,35065,CHAPELLE-THOUARAULT (LA ),Autres recettes d'investissement,19760,0,0,19760,"0,01976",1960,"10,0816326530612",1,2294
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,2,Non,35081,Clayes,Commune,213500812,35081,CLAYES,Autres recettes d'investissement,150,"3091,28",0,"3241,28","0,00324128",689,"4,70432510885341",1,969
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35131,L'Hermitage,Commune,213501315,35131,HERMITAGE (L' ),Autres recettes d'investissement,"673290,87",0,"579778,41","93512,46","0,09351246",3918,"23,8673966309342",1,4767
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35208,Orgères,Commune,213502081,35208,ORGERES,Autres recettes d'investissement,130000,135120,0,265120,"0,26512",3981,"66,5963325797538",1,5535
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,RENNES,Autres recettes d'investissement,"4545413,8","3929810,66",0,"8475224,46","8,47522446",212939,"39,8011846585172",1,229178
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35250,Saint-Armel,Commune,213502503,35250,SAINT-ARMEL,Autres recettes d'investissement,0,0,0,0,0,1850,0,1,2312
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35351,Le Verger,Commune,213503519,35351,VERGER (LE ),Autres recettes d'investissement,0,0,0,0,0,1561,0,1,1445
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35032,Bourgbarré,Commune,213500325,35032,BOURGBARRE,Subventions d'équipement versées,"6813,14",0,0,"6813,14","0,00681314",3512,"1,93996013667426",1,4646
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35039,Brécé,Commune,213500390,35039,BRECE,Subventions d'équipement versées,0,0,0,0,0,1965,0,1,2191
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35055,Chantepie,Commune,213500556,35055,CHANTEPIE,Subventions d'équipement versées,"25578,85",0,0,"25578,85","0,02557885",10145,"2,52132577624446",1,10391
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35058,La Chapelle-Chaussée,Commune,213500580,35058,CHAPELLE-CHAUSSEE (LA ),Subventions d'équipement versées,0,0,0,0,0,1176,0,1,1323
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35076,Chavagne,Commune,213500762,35076,CHAVAGNE,Subventions d'équipement versées,0,0,0,0,0,3795,0,1,4476
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35131,L'Hermitage,Commune,213501315,35131,HERMITAGE (L' ),Subventions d'équipement versées,5885,0,0,5885,"0,005885",3918,"1,50204185809086",1,4767
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35139,Laillé,Commune,213501398,35139,LAILLE,Subventions d'équipement versées,"21360,11",0,0,"21360,11","0,02136011",4444,"4,80650540054005",1,5276
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35196,Mordelles,Commune,213501968,35196,MORDELLES,Subventions d'équipement versées,"6825,5",0,0,"6825,5","0,0068255",7389,"0,923737988902423",1,7783
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,2,Non,35216,Parthenay-de-Bretagne,Commune,213502164,35216,PARTHENAY-DE-BRETAGNE,Subventions d'équipement versées,0,0,0,0,0,1403,0,1,1819
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35240,Le Rheu,Commune,213502404,35240,RHEU (LE ),Subventions d'équipement versées,0,0,0,0,0,7973,0,1,9771
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35024,Betton,Commune,213500242,35024,BETTON,Recettes d'investissement hors emprunts,"1093144,62",0,0,"1093144,62","1,09314462",10447,"104,637180051689",1,12959
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35066,Chartres-de-Bretagne,Commune,213500663,35066,CHARTRES-DE-BRETAGNE,Recettes d'investissement hors emprunts,"1130985,5","59036,85",0,"1190022,35","1,19002235",7416,"160,466875674218",1,8377
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35204,Nouvoitou,Commune,213502040,35204,NOUVOITOU,Recettes d'investissement hors emprunts,"530389,82","397347,89",70000,"857737,71","0,85773771",2947,"291,054533423821",1,3613
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,3,Non,35210,Pacé,Commune,213502107,35210,PACE,Recettes d'investissement hors emprunts,"771127,95","12585,72","15103,28","768610,39","0,76861039",10240,"75,0596083984375",1,12257
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,2,Non,35216,Parthenay-de-Bretagne,Commune,213502164,35216,PARTHENAY-DE-BRETAGNE,Recettes d'investissement hors emprunts,"193016,13",0,0,"193016,13","0,19301613",1403,"137,573863150392",1,1819
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35363,Pont-Péan,Commune,213503634,35363,PONT-PEAN,Recettes d'investissement hors emprunts,"437871,87",0,0,"437871,87","0,43787187",3793,"115,442095966254",1,4442
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35206,Noyal-Châtillon-sur-Seiche,Commune,213503642,35206,NOYAL-CHATILLON-SUR-SEICHE,Recettes d'investissement hors emprunts,"828930,94",0,0,"828930,94","0,82893094",6395,"129,62172634871",1,7713
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Non,Non,Non,2,Non,35065,La Chapelle-Thouarault,Commune,213500655,35065,CHAPELLE-THOUARAULT (LA ),Capacité ou besoin de financement,"140934,01","-3207,36999999999",0,"137726,64","0,13772664",1960,"70,268693877551",1,2294
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35120,Gévezé,Commune,213501208,35120,GEVEZE,Capacité ou besoin de financement,"-51679,77","148554,7",0,"96874,93","0,09687493",4063,"23,8432020674379",1,6000
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35196,Mordelles,Commune,213501968,35196,MORDELLES,Capacité ou besoin de financement,"107961,29","783573,28",0,"891534,57","0,89153457",7389,"120,656999593991",1,7783
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35240,Le Rheu,Commune,213502404,35240,RHEU (LE ),Capacité ou besoin de financement,"-1098898,05","933995,88",0,"-164902,170000001","-0,164902170000001",7973,"-20,6825749404241",1,9771
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,2,Non,35315,Saint-Sulpice-la-Forêt,Commune,213503154,35315,SAINT-SULPICE-LA-FORET,Capacité ou besoin de financement,"40900,5000000001","19692,76",0,"60593,2600000001","0,0605932600000001",1475,"41,0801762711865",1,1539
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,8,Non,Non,Non,2,Non,35047,Bruz,Commune,213500473,35047,BRUZ,Recettes totales hors emprunts,"19584636,98","1433509,06","712590,33","20305555,71","20,30555571",16875,"1203,29219022222",1,20118
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35240,Le Rheu,Commune,213502404,35240,RHEU (LE ),Recettes totales hors emprunts,"10328128,82","5104228,51","1117077,87","14315279,46","14,31527946",7973,"1795,46964254358",1,9771
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35250,Saint-Armel,Commune,213502503,35250,SAINT-ARMEL,Recettes totales hors emprunts,"1629805,11",0,0,"1629805,11","1,62980511",1850,"880,975735135135",1,2312
2013,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,1,Non,35281,Saint-Jacques-de-la-Lande,Commune,213502818,35281,SAINT-JACQUES-DE-LA-LANDE,Recettes totales hors emprunts,"13815438,26","3663603,9","496568,71","16982473,45","16,98247345",10647,"1595,04775523622",1,13782
