,Code métier,Autre identifiant,Nom établissement,Nom instruction,Statut instruction,Date début,Date fin,Description,Code INSEE,Nom commune,Nom département,Nom région,Géolocalisation,Coordonnée X,Coordonnée y,Code ICPE,NAF,NAF Rev1,NAF Rev2,idbasol,geom_source,geom_source_wfs,geom_source_scrap,geom_source_basold,type_geom_source,surface,geometry
645,SSP000076601,,Ancienne déharge de La Drille,,Clôturée,,,Clôturée,35059,LA CHAPELLE DES FOUGERETZ,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.7471737,48.165424,,,,,SSP000076601,scrap,1,1,1,wfs,4926.085765502788,"POLYGON ((-1.74763 48.16548, -1.74763 48.16551, -1.74739 48.16552, -1.74723 48.16608, -1.74704 48.16605, -1.74702 48.16597, -1.74699 48.16583, -1.74695 48.16575, -1.74692 48.16568, -1.7469 48.16558, -1.74687 48.16547, -1.74681 48.16536, -1.74678 48.1653, -1.74673 48.16524, -1.74668 48.1652, -1.7466 48.16514, -1.74666 48.16508, -1.74707 48.16505, -1.74727 48.16503, -1.74759 48.16502, -1.74763 48.16548))"
646,SSP000076701,,PEUGEOT CITROEN AUTOMOBILES SA,,Clôturée,,,Clôturée,35139,LAILLE,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.6895282,47.98531,,,,,SSP000076701,scrap,1,1,1,wfs,18356.18424974737,"POLYGON ((-1.69066 47.98498, -1.69053 47.9853, -1.69052 47.98534, -1.69042 47.9859, -1.68934 47.98597, -1.68926 47.98597, -1.689 47.986, -1.68897 47.98592, -1.6889 47.98589, -1.68889 47.98587, -1.68891 47.9858, -1.68886 47.98575, -1.68885 47.9857, -1.68877 47.98565, -1.68868 47.98551, -1.68867 47.98547, -1.6886 47.98535, -1.68859 47.98529, -1.68852 47.98516, -1.68852 47.98511, -1.68847 47.98501, -1.68848 47.98494, -1.68856 47.98489, -1.68857 47.98482, -1.68866 47.98472, -1.68875 47.98467, -1.68887 47.98458, -1.69066 47.98498))"
647,SSP000076801,,Ancienne décharge de la Haute Porte,,Clôturée,,,Clôturée,35139,LAILLE,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.7286658,47.998764,,,,,SSP000076801,scrap,1,1,1,wfs,2834.784076885058,"POLYGON ((-1.72847 47.99855, -1.7285 47.99853, -1.72865 47.99849, -1.72879 47.99848, -1.72899 47.9985, -1.729 47.99863, -1.72899 47.99873, -1.72892 47.9991, -1.72864 47.99906, -1.7286 47.99898, -1.72839 47.99893, -1.72829 47.99893, -1.72827 47.99887, -1.72825 47.9988, -1.72827 47.9987, -1.72831 47.99863, -1.72843 47.99857, -1.72847 47.99855))"
648,SSP000076901,,Ancienne décharge de Coutance,,Clôturée,,,Clôturée,35240,LE RHEU,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.7553017,48.08483,,,,,SSP000076901,scrap,1,1,1,wfs,81461.66508306343,"POLYGON ((-1.75719 48.0854, -1.75674 48.08649, -1.75624 48.08656, -1.75619 48.08657, -1.75619 48.08623, -1.7559 48.08622, -1.75557 48.08622, -1.7555 48.08627, -1.75542 48.08641, -1.75542 48.08658, -1.75539 48.08674, -1.75515 48.08672, -1.7546 48.08672, -1.75423 48.08669, -1.75428 48.08622, -1.75434 48.08614, -1.75435 48.0861, -1.75429 48.08609, -1.75433 48.08576, -1.75435 48.0853, -1.75436 48.08501, -1.75435 48.08489, -1.75433 48.08483, -1.75383 48.0848, -1.75348 48.08478, -1.75314 48.08474, -1.75314 48.08458, -1.75314 48.08439, -1.75318 48.08424, -1.75328 48.08395, -1.75335 48.08375, -1.75342 48.08354, -1.75347 48.0834, -1.7535 48.08333, -1.75383 48.08334, -1.75418 48.08335, -1.75471 48.08328, -1.75521 48.08319, -1.75531 48.08332, -1.75607 48.08309, -1.75615 48.08324, -1.75628 48.08351, -1.75635 48.08364, -1.75638 48.08368, -1.75647 48.08375, -1.75658 48.08386, -1.75661 48.08392, -1.75663 48.08397, -1.75667 48.08402, -1.75672 48.08408, -1.75679 48.08417, -1.7569 48.08434, -1.757 48.08451, -1.75696 48.08453, -1.75697 48.08458, -1.75706 48.08479, -1.75713 48.08499, -1.75725 48.08531, -1.7572 48.08537, -1.75719 48.0854))"
649,SSP000077101,,Ancienne décharge controlée NETRA,,Clôturée,,,Clôturée,35240,LE RHEU,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.7596127,48.10717,,,,,SSP000077101,scrap,1,1,1,wfs,10207.16097009383,"POLYGON ((-1.76059 48.1073, -1.75927 48.10773, -1.75914 48.10764, -1.75908 48.1076, -1.759 48.10755, -1.75891 48.1075, -1.75888 48.10748, -1.75888 48.10748, -1.75901 48.10646, -1.75901 48.10645, -1.75904 48.10649, -1.75903 48.10652, -1.75902 48.10655, -1.75912 48.1066, -1.75928 48.10666, -1.75952 48.10675, -1.75965 48.10678, -1.75987 48.10684, -1.76011 48.10688, -1.76056 48.10698, -1.76057 48.10699, -1.76058 48.10707, -1.76059 48.10712, -1.7606 48.10718, -1.7606 48.10721, -1.7606 48.10723, -1.76059 48.10727, -1.76059 48.1073))"
650,SSP000077201,,Ancienne décharge de La Hardinais,,Clôturée,,,Clôturée,35351,LE VERGER,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.9425589,48.05379,,,,,SSP000077201,scrap,1,1,1,wfs,46165.87489092484,"POLYGON ((-1.94324 48.05425, -1.94326 48.05431, -1.94329 48.05439, -1.94333 48.05447, -1.94362 48.0547, -1.94367 48.05475, -1.94372 48.05482, -1.94379 48.05502, -1.94377 48.05502, -1.94365 48.05506, -1.94366 48.05535, -1.94352 48.05536, -1.94335 48.0554, -1.94329 48.0554, -1.94318 48.05528, -1.94305 48.05509, -1.94296 48.05487, -1.94296 48.05475, -1.94293 48.05462, -1.94293 48.05455, -1.94291 48.05453, -1.94289 48.05451, -1.94286 48.05449, -1.94282 48.05449, -1.94244 48.05451, -1.9424 48.05448, -1.94234 48.05445, -1.94216 48.0544, -1.94186 48.05444, -1.94184 48.05453, -1.94164 48.05453, -1.94144 48.05452, -1.94121 48.05447, -1.9411 48.05445, -1.94099 48.05443, -1.94075 48.05456, -1.94067 48.05455, -1.94035 48.05443, -1.94048 48.05402, -1.9405 48.05391, -1.94042 48.0535, -1.94035 48.05316, -1.9405 48.05316, -1.94055 48.05318, -1.94065 48.05326, -1.94066 48.05327, -1.94066 48.05327, -1.94068 48.05329, -1.94071 48.05331, -1.9408 48.05333, -1.94085 48.05334, -1.94089 48.0533, -1.94089 48.05328, -1.94089 48.0532, -1.94091 48.05319, -1.94094 48.05319, -1.94105 48.05324, -1.9411 48.05325, -1.94117 48.05324, -1.94122 48.05323, -1.94128 48.05321, -1.94137 48.05314, -1.94147 48.05304, -1.94154 48.05297, -1.94159 48.05295, -1.94165 48.05297, -1.94165 48.05297, -1.94169 48.053, -1.94172 48.05303, -1.94174 48.05304, -1.94174 48.05304, -1.94181 48.05306, -1.94195 48.05303, -1.94197 48.05303, -1.9421 48.05302, -1.94213 48.05303, -1.94231 48.05304, -1.94242 48.05304, -1.9426 48.05309, -1.94273 48.05308, -1.94275 48.05309, -1.94276 48.05309, -1.94276 48.05309, -1.94283 48.05319, -1.94284 48.0532, -1.94284 48.0532, -1.94284 48.0532, -1.94292 48.05318, -1.94318 48.05312, -1.94333 48.05311, -1.94338 48.05312, -1.94346 48.0532, -1.9435 48.05322, -1.94367 48.05325, -1.94371 48.05326, -1.94371 48.05326, -1.94372 48.05326, -1.94373 48.05326, -1.94374 48.05326, -1.94379 48.05324, -1.94382 48.05321, -1.94393 48.05308, -1.94395 48.05307, -1.94398 48.05306, -1.94409 48.05307, -1.94411 48.05306, -1.94416 48.05299, -1.94419 48.05298, -1.94422 48.05299, -1.94433 48.05302, -1.94449 48.05301, -1.94453 48.05299, -1.94456 48.05297, -1.94461 48.05288, -1.94464 48.05285, -1.94485 48.0528, -1.94491 48.05275, -1.94517 48.05266, -1.94519 48.05265, -1.94548 48.05345, -1.94523 48.05349, -1.94493 48.05354, -1.94476 48.05354, -1.94469 48.0535, -1.94452 48.05351, -1.94438 48.0535, -1.94421 48.0535, -1.94407 48.05353, -1.94393 48.05356, -1.94381 48.05361, -1.94377 48.05361, -1.94369 48.05362, -1.94352 48.05367, -1.94333 48.05371, -1.9431 48.05383, -1.94317 48.05403, -1.94324 48.05425))"
651,SSP000077401,,Ancienne décharge des Marcades,,Clôturée,,,Clôturée,35180,MINIAC SOUS BECHEREL,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.933309,48.29555,,,,,SSP000077401,scrap,1,1,1,wfs,20061.92110075834,"POLYGON ((-1.93327 48.29536, -1.93312 48.29517, -1.93335 48.2951, -1.93309 48.29477, -1.93335 48.2947, -1.93363 48.29463, -1.93399 48.29456, -1.93417 48.29455, -1.93435 48.29453, -1.93442 48.29453, -1.93451 48.29468, -1.93428 48.29478, -1.9347 48.29523, -1.93357 48.29566, -1.93357 48.29566, -1.9336 48.29569, -1.93364 48.29573, -1.93368 48.29576, -1.93352 48.2959, -1.93346 48.29602, -1.93333 48.2963, -1.93336 48.29633, -1.93323 48.29641, -1.93299 48.29649, -1.9328 48.29653, -1.93219 48.29663, -1.93223 48.29594, -1.93232 48.29552, -1.93232 48.2955, -1.93232 48.2955, -1.93264 48.29547, -1.93271 48.29546, -1.93292 48.29543, -1.93327 48.29536))"
652,SSP000077801,,Ancienne décharge de la Petite Saudrais,,Clôturée,,,Clôturée,35206,NOYAL CHATILLON SUR SEICHE,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.6551138,48.045727,,,,,SSP000077801,scrap,1,1,1,wfs,9525.098376716014,"POLYGON ((-1.6546 48.04517, -1.65463 48.04517, -1.65474 48.04516, -1.65488 48.04515, -1.65523 48.04513, -1.65533 48.04512, -1.65542 48.04514, -1.65554 48.04517, -1.65569 48.0452, -1.65584 48.04523, -1.65579 48.04534, -1.65575 48.04542, -1.65567 48.04557, -1.6556 48.04568, -1.65554 48.04579, -1.65547 48.04592, -1.65542 48.04602, -1.65535 48.04614, -1.65529 48.04626, -1.65522 48.04638, -1.6552 48.04643, -1.65517 48.04643, -1.65515 48.04644, -1.65512 48.04645, -1.6551 48.04645, -1.65508 48.04646, -1.65506 48.04648, -1.65505 48.04649, -1.65504 48.0465, -1.65503 48.04651, -1.655 48.04654, -1.65498 48.04657, -1.65496 48.04661, -1.65493 48.04666, -1.65484 48.04665, -1.65483 48.04662, -1.65481 48.04656, -1.65479 48.04653, -1.65477 48.04644, -1.65475 48.04633, -1.65473 48.04622, -1.65471 48.04611, -1.65469 48.046, -1.65468 48.04589, -1.65466 48.04578, -1.65465 48.04566, -1.65464 48.04559, -1.65463 48.04553, -1.65463 48.0455, -1.65463 48.04541, -1.65462 48.04534, -1.65462 48.04529, -1.65462 48.04526, -1.65461 48.04523, -1.6546 48.04517))"
653,SSP000077901,,Ancienne décharge du Pâtis du Coudray,,Clôturée,,,Clôturée,35206,NOYAL CHATILLON SUR SEICHE,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.6596756,48.031418,,,,,SSP000077901,wfs,1,,1,wfs,7996.547049012767,"POLYGON ((-1.65937 48.03174, -1.65923 48.03176, -1.65911 48.03177, -1.65895 48.0318, -1.65893 48.03174, -1.65891 48.03168, -1.65889 48.03162, -1.65887 48.03157, -1.65886 48.03152, -1.65884 48.03146, -1.65881 48.03135, -1.65878 48.03125, -1.65877 48.03122, -1.65876 48.03118, -1.65875 48.03113, -1.65874 48.03109, -1.65873 48.03103, -1.65872 48.03098, -1.65872 48.03094, -1.65871 48.03088, -1.6587 48.03083, -1.65869 48.03074, -1.65868 48.0307, -1.65871 48.0307, -1.65878 48.03072, -1.65884 48.03073, -1.65888 48.03074, -1.65891 48.03075, -1.65897 48.03078, -1.65901 48.03081, -1.65904 48.03083, -1.65906 48.03084, -1.6591 48.03087, -1.65926 48.031, -1.65938 48.0311, -1.65942 48.03113, -1.65943 48.03112, -1.65947 48.03114, -1.65951 48.03116, -1.65953 48.03117, -1.65957 48.03119, -1.6596 48.0312, -1.65974 48.03121, -1.65987 48.03122, -1.66005 48.03124, -1.6605 48.03127, -1.66059 48.03128, -1.66059 48.03129, -1.6606 48.0313, -1.66062 48.03132, -1.66063 48.03133, -1.66064 48.03134, -1.66066 48.03136, -1.66067 48.03138, -1.66068 48.03139, -1.66069 48.0314, -1.6607 48.03141, -1.66071 48.03142, -1.66072 48.03143, -1.66072 48.03145, -1.66079 48.03159, -1.66081 48.03163, -1.66046 48.03162, -1.65983 48.03169, -1.65945 48.03173, -1.65937 48.03174), (-1.66081 48.03163, -1.66083 48.03167, -1.66085 48.03171, -1.66087 48.03175, -1.66089 48.03179, -1.66092 48.03183, -1.66094 48.03187, -1.66097 48.0319, -1.661 48.03195, -1.66059 48.03197, -1.66047 48.03198, -1.66046 48.03189, -1.66047 48.03178, -1.66047 48.0317, -1.66046 48.03165, -1.66046 48.03162, -1.66081 48.03163))"
654,SSP000078001,,Ancienne décharge de la Guibertière,,Clôturée,,,Clôturée,35208,ORGERES,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.6648829,47.976784,,,,,SSP000078001,scrap,1,1,1,wfs,10844.15404283648,"POLYGON ((-1.66456 47.97646, -1.66448 47.97618, -1.66449 47.97599, -1.66464 47.97613, -1.66504 47.97632, -1.66538 47.97645, -1.66579 47.97662, -1.66587 47.97665, -1.66601 47.97676, -1.66605 47.97679, -1.6662 47.97683, -1.66627 47.97684, -1.66653 47.97684, -1.66653 47.97686, -1.66642 47.97687, -1.66554 47.97699, -1.66509 47.97706, -1.66438 47.97721, -1.66385 47.97732, -1.66383 47.97728, -1.66383 47.97728, -1.66372 47.97688, -1.66462 47.97672, -1.66456 47.97646), (-1.66565 47.97669, -1.66576 47.97677, -1.66576 47.97677, -1.66565 47.97669), (-1.66567 47.97681, -1.66559 47.97684, -1.6655 47.97686, -1.66559 47.97684, -1.66567 47.97681), (-1.66499 47.97696, -1.66463 47.97706, -1.66425 47.97717, -1.66463 47.97706, -1.66499 47.97696))"
655,SSP000078101,,Ancienne décharge du Bois de la Boulais,,Clôturée,,,Clôturée,35208,ORGERES,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.6839772,47.989437,,,,,SSP000078101,scrap,1,1,1,wfs,6748.097908991521,"POLYGON ((-1.68325 47.98901, -1.68336 47.98903, -1.68452 47.98917, -1.68453 47.98923, -1.68453 47.98926, -1.68456 47.9893, -1.68459 47.98935, -1.6846 47.98938, -1.6846 47.98943, -1.68459 47.98954, -1.68457 47.98964, -1.68454 47.98976, -1.6845 47.98979, -1.6844 47.98981, -1.68422 47.98984, -1.68412 47.98987, -1.68405 47.98991, -1.684 47.98995, -1.68399 47.98998, -1.68391 47.98998, -1.68383 47.98984, -1.68376 47.98973, -1.68372 47.98966, -1.68355 47.98954, -1.68339 47.9894, -1.68328 47.98931, -1.68325 47.98901))"
656,SSP000078601,,Ancienne décharge du Pont Hazard,,Clôturée,,,Clôturée,35275,SAINT GILLES,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.8364152,48.15772,,,,,SSP000078601,scrap,1,1,1,wfs,6166.321776545463,"POLYGON ((-1.83694 48.1573, -1.83699 48.15733, -1.83701 48.15735, -1.83703 48.1574, -1.83703 48.15744, -1.83701 48.15746, -1.83698 48.15749, -1.83694 48.15751, -1.83689 48.15754, -1.83684 48.15755, -1.83683 48.15757, -1.8368 48.15764, -1.83678 48.15772, -1.83674 48.15787, -1.83669 48.15806, -1.83665 48.15808, -1.83658 48.15812, -1.83654 48.15814, -1.83647 48.15817, -1.8364 48.15819, -1.8363 48.15821, -1.8362 48.15823, -1.8362 48.15827, -1.8362 48.1583, -1.83618 48.15832, -1.83616 48.15833, -1.83612 48.15834, -1.83603 48.15835, -1.83593 48.15835, -1.83595 48.15822, -1.836 48.158, -1.83602 48.1579, -1.83605 48.15773, -1.83606 48.15767, -1.83609 48.15754, -1.83611 48.15748, -1.83613 48.15742, -1.83614 48.1574, -1.83614 48.15737, -1.83613 48.15734, -1.8361 48.15731, -1.83616 48.15728, -1.83623 48.15724, -1.83634 48.15719, -1.83657 48.15724, -1.83688 48.1573, -1.83694 48.1573))"
657,SSP000078701,,Ancienne décharge de Mille Club,,Clôturée,,,Clôturée,35278,SAINT GREGOIRE,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.7115448,48.171272,,,,,SSP000078701,scrap,1,1,1,wfs,39288.78427377342,"POLYGON ((-1.70992 48.1724, -1.70994 48.17239, -1.71008 48.17082, -1.71017 48.17077, -1.71031 48.17069, -1.71034 48.17068, -1.7105 48.17066, -1.71064 48.17065, -1.71073 48.17064, -1.71141 48.17066, -1.71238 48.17038, -1.71322 48.17014, -1.71389 48.17098, -1.71375 48.17103, -1.71348 48.17111, -1.71277 48.17117, -1.71274 48.17118, -1.71272 48.17119, -1.71271 48.17121, -1.7127 48.17122, -1.71257 48.17163, -1.71254 48.17164, -1.71252 48.17165, -1.71187 48.17166, -1.71132 48.17167, -1.71129 48.17167, -1.71126 48.17168, -1.71124 48.17169, -1.71122 48.17171, -1.71121 48.17172, -1.71103 48.17226, -1.71085 48.17284, -1.71066 48.17275, -1.71026 48.17256, -1.70992 48.1724))"
658,SSP000079001,,Ancienne décharge du Poncel,,Clôturée,,,Clôturée,35352,VERN SUR SEICHE,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.6059256,48.037704,,,,,SSP000079001,scrap,1,1,1,wfs,26101.56260607374,"POLYGON ((-1.60443 48.03844, -1.60438 48.0382, -1.60431 48.03788, -1.60425 48.03767, -1.60425 48.03763, -1.60425 48.03763, -1.60431 48.03762, -1.60498 48.03754, -1.6056 48.03747, -1.60553 48.03718, -1.60549 48.03701, -1.60542 48.037, -1.60516 48.03704, -1.60513 48.03699, -1.60513 48.03699, -1.60551 48.03693, -1.60569 48.03709, -1.607 48.03683, -1.60703 48.03689, -1.60713 48.03706, -1.60717 48.03713, -1.60719 48.03718, -1.60724 48.03733, -1.60729 48.03751, -1.60733 48.03767, -1.60739 48.03796, -1.60708 48.03802, -1.60701 48.03808, -1.60697 48.0381, -1.60692 48.03812, -1.60665 48.03818, -1.60636 48.03825, -1.60595 48.03832, -1.60592 48.03825, -1.60581 48.03828, -1.60535 48.03832, -1.6048 48.03839, -1.60443 48.03844))"
659,SSP000079101,,Ancienne décharge du Lozeret,,Clôturée,,,Clôturée,35353,VEZIN LE COQUET,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.7543464,48.1117,,,,,SSP000079101,scrap,1,1,1,wfs,24633.49135724797,"POLYGON ((-1.75345 48.11232, -1.75343 48.11232, -1.75351 48.11219, -1.75364 48.11196, -1.75378 48.1117, -1.75385 48.11156, -1.75397 48.11142, -1.75406 48.1113, -1.7541 48.11117, -1.75419 48.11096, -1.75429 48.1107, -1.75442 48.11044, -1.75449 48.11028, -1.75461 48.11012, -1.7547 48.10999, -1.75482 48.11002, -1.75497 48.11005, -1.75501 48.11006, -1.75504 48.11012, -1.75505 48.11024, -1.75506 48.11037, -1.75508 48.11061, -1.75509 48.11073, -1.75509 48.1108, -1.75509 48.11092, -1.7551 48.11097, -1.75512 48.11103, -1.75512 48.1111, -1.75511 48.11117, -1.75509 48.11127, -1.75507 48.11137, -1.75503 48.11148, -1.755 48.11157, -1.75498 48.11163, -1.75497 48.11169, -1.7549 48.11191, -1.75483 48.11211, -1.75481 48.11219, -1.75477 48.11231, -1.75475 48.11238, -1.75472 48.11249, -1.7547 48.11256, -1.75468 48.11259, -1.75465 48.11262, -1.75458 48.11269, -1.75449 48.11277, -1.7542 48.11302, -1.75418 48.11301, -1.75401 48.11298, -1.75384 48.11297, -1.75378 48.11302, -1.75366 48.11301, -1.75325 48.11272, -1.75345 48.11232), (-1.75503 48.11051, -1.75505 48.11064, -1.75506 48.11081, -1.75505 48.11064, -1.75503 48.11051), (-1.75505 48.1109, -1.75505 48.1109, -1.75506 48.11094, -1.75505 48.1109), (-1.75501 48.11143, -1.75499 48.11149, -1.75496 48.11158, -1.75499 48.11149, -1.75501 48.11143), (-1.75468 48.11248, -1.75467 48.11255, -1.75465 48.11258, -1.75449 48.11274, -1.75426 48.11265, -1.75409 48.11258, -1.75426 48.11265, -1.75449 48.11274, -1.75465 48.11258, -1.75467 48.11255, -1.75468 48.11248))"
682,SSP000085501,,Ancienne décharge de la Boyère,,Clôturée,,,Clôturée,35310,SAINT SAUVEUR DES LANDES,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.332963,48.345795,,,,,SSP000085501,scrap,1,1,1,wfs,6759.955591713428,"POLYGON ((-1.33337 48.34535, -1.33353 48.34617, -1.33252 48.34625, -1.33251 48.3461, -1.33245 48.34538, -1.33337 48.34535))"
730,SSP000097301,,Ancienne décharge du Landier,,Clôturée,,,Clôturée,35160,LOUTEHEL,ILLE-ET-VILAINE,BRETAGNE,Polygone,-2.0754004,47.938343,K21 - Décharges d'ordures ménagères,,,,SSP000097301,scrap,1,1,,wfs,395.3409895043221,"POLYGON ((-2.07557 47.93819, -2.07566 47.93839, -2.07546 47.93843, -2.07543 47.93836, -2.07531 47.93837, -2.0753 47.93836, -2.07529 47.93836, -2.07529 47.93835, -2.07529 47.93834, -2.07538 47.93827, -2.07557 47.93819))"
1243,SSP000170601,,LG TRAITMAT,,Clôturée,,,Clôturée,35047,BRUZ,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.7313865,48.032543,,,,,SSP000170601,scrap,1,1,1,wfs,16756.37852727648,"POLYGON ((-1.73205 48.03255, -1.73204 48.03257, -1.73195 48.03281, -1.73195 48.03284, -1.73192 48.03342, -1.73192 48.03348, -1.73169 48.03346, -1.73129 48.03343, -1.73102 48.03343, -1.73099 48.03333, -1.73068 48.03232, -1.73068 48.03232, -1.73062 48.03213, -1.73062 48.03179, -1.73097 48.03179, -1.73206 48.03178, -1.73205 48.03212, -1.73205 48.03214, -1.73205 48.03228, -1.73206 48.03228, -1.73205 48.03254, -1.73205 48.03255))"
4246,SSP000567901,,Ancienne décharge de Mongison,,Clôturée,,,Clôturée,35278,SAINT GREGOIRE,ILLE-ET-VILAINE,BRETAGNE,Polygone,-1.6630796,48.157166,,,,,SSP000567901,scrap,1,1,,wfs,6637.402045183777,"POLYGON ((-1.66244 48.15756, -1.66265 48.15715, -1.66281 48.15686, -1.66282 48.15684, -1.66285 48.15682, -1.66289 48.1568, -1.66293 48.1568, -1.66297 48.1568, -1.6635 48.15691, -1.66357 48.15693, -1.66364 48.15697, -1.6637 48.15702, -1.66353 48.15735, -1.66326 48.15783, -1.66315 48.15779, -1.66291 48.15772, -1.66276 48.15767, -1.66244 48.15756))"
5052,SSP000837801,35.0004,TOTAL (ex ELF ANTAR FRANCE),,Clôturée,,,Clôturée,35352,VERN SUR SEICHE,ILLE-ET-VILAINE,BRETAGNE,Point,-1.6067357,48.05488,"D13 - Dépôts de pétrole, produits dérivés ou gaz naturel",,,,SSP000837801,scrap,1,1,1,wfs,1.655830278438409,"POLYGON ((-1.60673 48.05488, -1.60673 48.05488, -1.60673 48.05488, -1.60673 48.05488, -1.60673 48.05488, -1.60673 48.05488, -1.60673 48.05487, -1.60673 48.05487, -1.60674 48.05487, -1.60674 48.05487, -1.60674 48.05487, -1.60674 48.05488, -1.60674 48.05488, -1.60674 48.05488, -1.60674 48.05488, -1.60674 48.05488, -1.60674 48.05488, -1.60674 48.05488, -1.60674 48.05488, -1.60674 48.05488, -1.60674 48.05488, -1.60674 48.05489, -1.60674 48.05489, -1.60674 48.05489, -1.60674 48.05489, -1.60673 48.05489, -1.60673 48.05489, -1.60673 48.05489, -1.60673 48.05488, -1.60673 48.05488, -1.60673 48.05488, -1.60673 48.05488, -1.60673 48.05488))"
5417,SSP000989001,35.0014,QUARON (ex-SOLVADIS France),,En cours,,,En cours,35281,SAINT JACQUES DE LA LANDE,ILLE-ET-VILAINE,BRETAGNE,Point,-1.7291169,48.07845,"D - Chimie, parachimie, pétrole",,,,SSP000989001,scrap,1,1,,wfs,1.241338931548153,"POLYGON ((-1.72911 48.07845, -1.72911 48.07845, -1.72911 48.07845, -1.72911 48.07844, -1.72911 48.07844, -1.72911 48.07844, -1.72911 48.07844, -1.72912 48.07844, -1.72912 48.07844, -1.72912 48.07844, -1.72912 48.07844, -1.72912 48.07844, -1.72912 48.07844, -1.72912 48.07844, -1.72913 48.07845, -1.72913 48.07845, -1.72913 48.07845, -1.72913 48.07845, -1.72913 48.07845, -1.72912 48.07845, -1.72912 48.07845, -1.72912 48.07845, -1.72912 48.07845, -1.72912 48.07845, -1.72912 48.07845, -1.72912 48.07845, -1.72911 48.07845, -1.72911 48.07845, -1.72911 48.07845, -1.72911 48.07845, -1.72911 48.07845, -1.72911 48.07845, -1.72911 48.07845))"
5418,SSP000989101,35.0015,TRIADIS Services (ex SPEICHIM Processing),,En cours,,,En cours,35281,SAINT JACQUES DE LA LANDE,ILLE-ET-VILAINE,BRETAGNE,Point,-1.726905,48.077934,K42 - Régénération de solvants,,,,SSP000989101,scrap,1,1,,wfs,0.8275670127326357,"POLYGON ((-1.7269 48.07793, -1.7269 48.07793, -1.7269 48.07793, -1.7269 48.07793, -1.7269 48.07793, -1.7269 48.07793, -1.7269 48.07793, -1.7269 48.07793, -1.7269 48.07793, -1.72691 48.07793, -1.72691 48.07793, -1.72691 48.07793, -1.72691 48.07793, -1.72691 48.07793, -1.72691 48.07793, -1.72691 48.07793, -1.72691 48.07793, -1.72691 48.07793, -1.72691 48.07793, -1.72691 48.07794, -1.72691 48.07794, -1.72691 48.07794, -1.72691 48.07794, -1.72691 48.07794, -1.7269 48.07794, -1.7269 48.07794, -1.7269 48.07794, -1.7269 48.07794, -1.7269 48.07794, -1.7269 48.07794, -1.7269 48.07793, -1.7269 48.07793, -1.7269 48.07793))"
5745,SSP001107701,35.0021,STATION SERVICE TOTAL (ex Blanchet),,En cours,,,En cours,35238,RENNES,ILLE-ET-VILAINE,BRETAGNE,Point,-1.6758912,48.084126,L23 - Détail de carburants,,,,SSP001107701,scrap,1,1,1,wfs,1.654947128915174,"POLYGON ((-1.67588 48.08413, -1.67588 48.08412, -1.67588 48.08412, -1.67588 48.08412, -1.67588 48.08412, -1.67589 48.08412, -1.67589 48.08412, -1.67589 48.08412, -1.67589 48.08412, -1.67589 48.08412, -1.67589 48.08412, -1.6759 48.08412, -1.6759 48.08412, -1.6759 48.08412, -1.6759 48.08412, -1.6759 48.08412, -1.6759 48.08413, -1.6759 48.08413, -1.6759 48.08413, -1.6759 48.08413, -1.6759 48.08413, -1.6759 48.08413, -1.67589 48.08413, -1.67589 48.08413, -1.67589 48.08413, -1.67589 48.08413, -1.67589 48.08413, -1.67589 48.08413, -1.67588 48.08413, -1.67588 48.08413, -1.67588 48.08413, -1.67588 48.08413, -1.67588 48.08413))"
