date,adresse,commune,insee,cote_archives,longitude,latitude
1926,rue Claude-Bernard,Rennes,35238,747W,-1.69423,48.102195
1969,rue Claude-Bernard,Rennes,35238,747W,-1.69423,48.102195
1955,8 rue Claude-Bernard,Rennes,35238,747W,-1.693726,48.104424
1964,15 rue Claude-Bernard,Rennes,35238,747W,-1.694132,48.102912
1970,17 rue Claude-Bernard,Rennes,35238,747W,-1.694197,48.10274
1971,19 rue Claude-Bernard,Rennes,35238,747W,-1.694228,48.102645
1964,19 rue Claude-Bernard,Rennes,35238,747W,-1.694228,48.102645
1960,22 et 24 rue Claude-Bernard,Rennes,35238,747W,-1.69423,48.102195
1970,22 rue Claude-Bernard,Rennes,35238,747W,-1.69423,48.102195
1964,23 rue Claude-Bernard,Rennes,35238,747W,-1.694316,48.102336
1965,23 rue Claude-Bernard,Rennes,35238,747W,-1.694316,48.102336
1965,23 rue Claude-Bernard,Rennes,35238,747W,-1.694316,48.102336
1965,23 rue Claude-Bernard,Rennes,35238,747W,-1.694316,48.102336
1967,23 rue Claude-Bernard,Rennes,35238,747W,-1.694316,48.102336
1968,23 rue Claude-Bernard,Rennes,35238,747W,-1.694316,48.102336
1957,27 rue Claude-Bernard,Rennes,35238,747W,-1.694226,48.102077
1962,27 rue Claude-Bernard,Rennes,35238,747W,-1.694226,48.102077
1961,192 rue Claude-Bernard,Rennes,35238,747W,-1.69423,48.102195
1965,6 impasse Claude-Debussy,Rennes,35238,747W,-1.648556,48.100471
1966,6 impasse Claude-Debussy,Rennes,35238,747W,-1.648556,48.100471
1924,rue Clémence-Royer,Rennes,35238,747W,-1.697068,48.104276
1926,rue Clémence-Royer,Rennes,35238,747W,-1.697068,48.104276
1929,rue Clémence-Royer,Rennes,35238,747W,-1.697068,48.104276
1931,20 rue Clémence-Royer,Rennes,35238,747W,-1.697127,48.103949
1931,18 rue Clémence-Royer,Rennes,35238,747W,-1.697129,48.103929
1932,22 rue Clémence-Royer,Rennes,35238,747W,-1.69711,48.103829
1935,17 rue Clémence-Royer,Rennes,35238,747W,-1.696996,48.104078
1936,24 rue Clémence-Royer,Rennes,35238,747W,-1.697113,48.10373
1936,9 rue Clémence-Royer,Rennes,35238,747W,-1.696981,48.104439
1938,15 rue Clémence-Royer,Rennes,35238,747W,-1.69699,48.104163
1950,4 rue Clémence-Royer,Rennes,35238,747W,-1.697083,48.1047
1952,5 rue Clémence-Royer,Rennes,35238,747W,-1.696974,48.104669
1952,14bis rue Clémence-Royer,Rennes,35238,747W,-1.697125,48.104144
1953,8 rue Clémence-Royer,Rennes,35238,747W,-1.69709,48.104517
1959,13 rue Clémence-Royer,Rennes,35238,747W,-1.696988,48.104245
1959,12 rue Clémence-Royer,Rennes,35238,747W,-1.697125,48.104302
1960,21 rue Clémence-Royer,Rennes,35238,747W,-1.697002,48.10385
1960,15 rue Clémence-Royer,Rennes,35238,747W,-1.69699,48.104163
1962,11 rue Clémence-Royer,Rennes,35238,747W,-1.696983,48.104332
1963,3 rue Clémence-Royer,Rennes,35238,747W,-1.696963,48.104834
1964,14bis rue Clémence-Royer,Rennes,35238,747W,-1.697125,48.104144
1965,15 rue Clémence-Royer,Rennes,35238,747W,-1.69699,48.104163
1965,8 rue Clémence-Royer,Rennes,35238,747W,-1.69709,48.104517
1966,3 rue Clémence-Royer,Rennes,35238,747W,-1.696963,48.104834
1970,12 rue Clémence-Royer,Rennes,35238,747W,-1.697125,48.104302
1970,11 rue Clémence-Royer,Rennes,35238,747W,-1.696983,48.104332
sans date,rue Carnot,Rennes,35238,746W,-1.663355,48.117528
1953,20 Boulevard de Cleunay,Rennes,35238,747W,-1.69913,48.101909
1959,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1908,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1925,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
sans date,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1913,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1925,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
sans date,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
sans date,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1922,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
sans date,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1925,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1926,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1929,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1930,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1930,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1931,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1935,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1935,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1935,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1932,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1931,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
sans date,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1937,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1936,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1938,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1941,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
sans date,rue Carnot,Rennes,35238,746W,-1.663355,48.117528
1947,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1948,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1949,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1950,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1953,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
sans date,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1957,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1954,16 Boulevard de Cleunay,Rennes,35238,747W,-1.698931,48.102006
1957,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1957,12 Boulevard de Cleunay,Rennes,35238,747W,-1.698422,48.102248
1957,14 Boulevard de Cleunay,Rennes,35238,747W,-1.698513,48.102209
1955,18 Boulevard de Cleunay,Rennes,35238,747W,-1.699033,48.101959
1956,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1955,2 Boulevard de Cleunay,Rennes,35238,747W,-1.697364,48.102584
1953,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1958,16 Boulevard de Cleunay,Rennes,35238,747W,-1.698931,48.102006
1956,18 Boulevard de Cleunay,Rennes,35238,747W,-1.699033,48.101959
1955,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1954,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1958,77 Boulevard de Cleunay,Rennes,35238,747W,-1.701244,48.100594
1955,22 Boulevard de Cleunay,Rennes,35238,747W,-1.699297,48.101819
1958,12 Boulevard de Cleunay,Rennes,35238,747W,-1.698422,48.102248
1959,77 Boulevard de Cleunay,Rennes,35238,747W,-1.701244,48.100594
1959,38 Boulevard de Cleunay,Rennes,35238,747W,-1.700821,48.101031
1959,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1959,14 Boulevard de Cleunay,Rennes,35238,747W,-1.698513,48.102209
1962,38 Boulevard de Cleunay,Rennes,35238,747W,-1.700821,48.101031
1961,40 Boulevard de Cleunay,Rennes,35238,747W,-1.701048,48.100901
1961,40 Boulevard de Cleunay,Rennes,35238,747W,-1.701048,48.100901
1961,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1961,2 Boulevard de Cleunay,Rennes,35238,747W,-1.697364,48.102584
1961,77 Boulevard de Cleunay,Rennes,35238,747W,-1.701244,48.100594
1961,77 Boulevard de Cleunay,Rennes,35238,747W,-1.701244,48.100594
1963,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1964,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1964,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1968,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1967,17 Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1966,2 Boulevard de Cleunay,Rennes,35238,747W,-1.697364,48.102584
1966,6 Boulevard de Cleunay,Rennes,35238,747W,-1.697969,48.103017
1965,77 Boulevard de Cleunay,Rennes,35238,747W,-1.701244,48.100594
1965,38 Boulevard de Cleunay,Rennes,35238,747W,-1.700821,48.101031
1965,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1964,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1964,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1971,77 Boulevard de Cleunay,Rennes,35238,747W,-1.701244,48.100594
1970,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1968,2 Boulevard de Cleunay,Rennes,35238,747W,-1.697364,48.102584
1964,Boulevard de Cleunay,Rennes,35238,747W,-1.7005,48.101038
1964,22 Boulevard de Cleunay,Rennes,35238,747W,-1.699297,48.101819
1908,2 Rue de Clisson,Rennes,35238,747W,-1.681376,48.112088
1946,Rue de Clisson,Rennes,35238,747W,-1.681515,48.112149
1957,5 Rue de Clisson,Rennes,35238,747W,-1.68149,48.112275
1954,1 Rue de Clisson,Rennes,35238,747W,-1.681461,48.112008
1962,1 Rue de Clisson,Rennes,35238,747W,-1.681461,48.112008
1963,1 Rue de Clisson,Rennes,35238,747W,-1.681461,48.112008
1964,5 Rue de Clisson,Rennes,35238,747W,-1.68149,48.112275
1971,5 Rue de Clisson,Rennes,35238,747W,-1.68149,48.112275
1965,2 Rue de Clisson,Rennes,35238,747W,-1.681376,48.112088
1966,2 Rue de Clisson,Rennes,35238,747W,-1.681376,48.112088
1969,4 Rue de Clisson,Rennes,35238,747W,-1.681398,48.112306
1970,2 Rue de Clisson,Rennes,35238,747W,-1.681376,48.112088
1955,2bis Rue de la Cochardière,Rennes,35238,747W,-1.677668,48.117746
1959,8 Rue de la Cochardière,Rennes,35238,747W,-1.677424,48.118471
1956,8 Rue de la Cochardière,Rennes,35238,747W,-1.677424,48.118471
1954,Rue de la Cochardière,Rennes,35238,747W,-1.677591,48.118226
1941,Rue de la Cochardière,Rennes,35238,747W,-1.677591,48.118226
1940,Rue de la Cochardière,Rennes,35238,747W,-1.677591,48.118226
1954,Rue de Coëtlogon,Rennes,35238,747W,-1.687273,48.122731
1951,23 Rue de Coëtlogon,Rennes,35238,747W,-1.688232,48.122723
1911,Rue de Coëtlogon,Rennes,35238,747W,-1.687273,48.122731
1959,13 Rue de Coëtlogon,Rennes,35238,747W,-1.687342,48.122692
1951,Rue de Coëtlogon,Rennes,35238,747W,-1.687273,48.122731
1960,11 Rue de Coëtlogon,Rennes,35238,747W,-1.687017,48.122683
1952,Rue de Coëtlogon,Rennes,35238,747W,-1.687273,48.122731
1956,Rue de Coëtlogon,Rennes,35238,747W,-1.687273,48.122731
1957,Rue de Coëtlogon,Rennes,35238,747W,-1.687273,48.122731
1958,Rue de Coëtlogon,Rennes,35238,747W,-1.687273,48.122731
1957,Rue de Coëtlogon,Rennes,35238,747W,-1.687273,48.122731
1928,Rue de Coëtlogon,Rennes,35238,747W,-1.687273,48.122731
1955,1 Rue de Coëtlogon,Rennes,35238,747W,-1.685997,48.122627
1940,4 Rue de Coëtlogon,Rennes,35238,747W,-1.684636,48.122678
1947,17 Rue de Coëtlogon,Rennes,35238,747W,-1.687812,48.12271
1937,13 Rue de Coëtlogon,Rennes,35238,747W,-1.687342,48.122692
1935,19 Rue de Coëtlogon,Rennes,35238,747W,-1.687943,48.122715
1935,19 Rue de Coëtlogon,Rennes,35238,747W,-1.687943,48.122715
1932,Rue de Coëtlogon,Rennes,35238,747W,-1.687273,48.122731
1929,Rue de Coëtlogon,Rennes,35238,747W,-1.687273,48.122731
1952,Rue de Coëtlogon,Rennes,35238,747W,-1.687273,48.122731
1969,7 Rue de Coëtlogon,Rennes,35238,747W,-1.686806,48.122674
sans date,Rue de Coëtlogon,Rennes,35238,747W,-1.687273,48.122731
1968,1 Rue de Coëtlogon,Rennes,35238,747W,-1.685997,48.122627
1967,rue de Coëtlogon,Rennes,35238,747W,-1.687273,48.122731
1908,6 Rue de Coëtquen,Rennes,35238,747W,-1.678592,48.110945
1948,8 Rue de Coëtquen,Rennes,35238,747W,-1.678363,48.110949
1971,4 Rue de Coëtquen,Rennes,35238,747W,-1.678894,48.110946
1967,1 Rue de Coëtquen,Rennes,35238,747W,-1.678483,48.111007
1967,4 Rue de Coëtquen,Rennes,35238,747W,-1.678894,48.110946
1964,5 Rue de Coëtquen,Rennes,35238,747W,-1.678205,48.111008
1961,2 Rue de Coëtquen,Rennes,35238,747W,-1.679025,48.110936
1957,5 Rue de Coëtquen,Rennes,35238,747W,-1.678205,48.111008
1956,3 Rue de Coëtquen,Rennes,35238,747W,-1.67849,48.111036
1931,Rue de Coëtquen,Rennes,35238,747W,-1.678579,48.110975
1930,6 Boulevard du Colombier,Rennes,35238,747W,-1.680535,48.102448
1928,7 Boulevard du Colombier,Rennes,35238,747W,-1.682329,48.102124
1941,8 Boulevard du Colombier,Rennes,35238,747W,-1.680535,48.102448
1941,8 Boulevard du Colombier,Rennes,35238,747W,-1.680535,48.102448
1947,9 Boulevard du Colombier,Rennes,35238,747W,-1.680535,48.102448
1938,12 Boulevard du Colombier,Rennes,35238,747W,-1.680535,48.102448
1938,12 Boulevard du Colombier,Rennes,35238,747W,-1.680535,48.102448
1924,Boulevard du Colombier,Rennes,35238,747W,-1.680535,48.102448
1911,Boulevard du Colombier,Rennes,35238,747W,-1.680535,48.102448
sans date,6 Boulevard du Colombier,Rennes,35238,747W,-1.680535,48.102448
1918,Boulevard du Colombier,Rennes,35238,747W,-1.680535,48.102448
1955,5 Boulevard du Colombier,Rennes,35238,747W,-1.6827,48.102078
1963,Boulevard du Colombier,Rennes,35238,747W,-1.680535,48.102448
1956,7 Boulevard du Colombier,Rennes,35238,747W,-1.682329,48.102124
1968,Boulevard du Colombier,Rennes,35238,747W,-1.680535,48.102448
1969,Boulevard du Colombier,Rennes,35238,747W,-1.680535,48.102448
1970,avenue du Canada,Rennes,35238,746W,-1.682215,48.086464
1968,avenue du Canada,Rennes,35238,746W,-1.682215,48.086464
1969,avenue du Canada,Rennes,35238,746W,-1.682215,48.086464
sans date,3 impasse du Canal,Rennes,35238,746W,-1.690473,48.116043
1930,3 impasse du Canal,Rennes,35238,746W,-1.690473,48.116043
sans date,4 impasse du Canal,Rennes,35238,746W,-1.690528,48.116007
1948,5 impasse du Canal,Rennes,35238,746W,-1.690372,48.116002
1932,6 impasse du Canal,Rennes,35238,746W,-1.690451,48.115975
1951,6 impasse du Canal,Rennes,35238,746W,-1.690451,48.115975
1963,6 impasse du Canal,Rennes,35238,746W,-1.690451,48.115975
1970,7 impasse du Canal,Rennes,35238,746W,-1.69028,48.115967
1958,8 impasse du Canal,Rennes,35238,746W,-1.690331,48.115927
1949,9 impasse du Canal,Rennes,35238,746W,-1.69019,48.115933
1930,11 impasse du Canal,Rennes,35238,746W,-1.690166,48.115924
1947,11 impasse du Canal,Rennes,35238,746W,-1.690166,48.115924
1930,12 impasse du Canal,Rennes,35238,746W,-1.690175,48.115867
1959,13 impasse du Canal,Rennes,35238,746W,-1.690071,48.115885
1950,15 impasse du Canal,Rennes,35238,746W,-1.689978,48.115848
1956,15 impasse du Canal,Rennes,35238,746W,-1.689978,48.115848
1927,17 impasse du Canal,Rennes,35238,746W,-1.689856,48.115801
1935,17 impasse du Canal,Rennes,35238,746W,-1.689856,48.115801
1970,18 impasse du Canal,Rennes,35238,746W,-1.68977,48.115706
1933,19 impasse du Canal,Rennes,35238,746W,-1.689733,48.11575
1956,20 impasse du Canal,Rennes,35238,746W,-1.689547,48.115617
1957,21 impasse du Canal,Rennes,35238,746W,-1.689576,48.115688
1930,22 impasse du Canal,Rennes,35238,746W,-1.689431,48.115572
1930,23 impasse du Canal,Rennes,35238,746W,-1.689297,48.115601
1928,24 impasse du Canal,Rennes,35238,746W,-1.689337,48.115534
1922,26 impasse du Canal,Rennes,35238,746W,-1.689236,48.115495
1969,26 impasse du Canal,Rennes,35238,746W,-1.689236,48.115495
1931,27 impasse du Canal,Rennes,35238,746W,-1.689287,48.115572
1934,27 impasse du Canal,Rennes,35238,746W,-1.689287,48.115572
1966,28 impasse du Canal,Rennes,35238,746W,-1.689163,48.115466
1931,29 impasse du Canal,Rennes,35238,746W,-1.689178,48.11553
1935,29 impasse du Canal,Rennes,35238,746W,-1.689178,48.11553
1929,30 impasse du Canal,Rennes,35238,746W,-1.688423,48.115162
sans date,impasse du Canal,Rennes,35238,746W,-1.689818,48.115747
1928,impasse du Canal,Rennes,35238,746W,-1.689818,48.115747
1929,impasse du Canal,Rennes,35238,746W,-1.689818,48.115747
1933,impasse du Canal,Rennes,35238,746W,-1.689818,48.115747
1954,rue du Capitaine-Gaston-Ducke-de-Bricourt,Rennes,35238,746W,-1.687917,48.090456
1951,rue du Capitaine-Gaston-Ducke-de-Bricourt,Rennes,35238,746W,-1.687917,48.090456
1954,rue du Capitaine-Maignan,Rennes,35238,746W,-1.67957,48.104233
1960,2 rue Carle-Bahon,Rennes,35238,746W,-1.653568,48.095435
1953,3 rue Carle-Bahon,Rennes,35238,746W,-1.653482,48.095294
1962,6 rue Carle-Bahon,Rennes,35238,746W,-1.653625,48.095212
1954,6 rue Carle-Bahon,Rennes,35238,746W,-1.653625,48.095212
sans date,rue Carnot,Rennes,35238,746W,-1.663355,48.117528
1969,10 rue Carle-Bahon,Rennes,35238,746W,-1.653624,48.095023
1969,12 rue Carle-Bahon,Rennes,35238,746W,-1.653627,48.094937
1964,13 rue Carle-Bahon,Rennes,35238,746W,-1.653489,48.094829
1964,14 rue Carle-Bahon,Rennes,35238,746W,-1.653631,48.094848
1954,14 rue Carle-Bahon,Rennes,35238,746W,-1.653631,48.094848
1967,15 rue Carle-Bahon,Rennes,35238,746W,-1.653491,48.094739
1953,15 rue Carle-Bahon,Rennes,35238,746W,-1.653491,48.094739
1954,15 rue Carle-Bahon,Rennes,35238,746W,-1.653491,48.094739
1959,17 rue Carle-Bahon,Rennes,35238,746W,-1.65349,48.094641
1956,18 rue Carle-Bahon,Rennes,35238,746W,-1.653634,48.094663
1959,18 rue Carle-Bahon,Rennes,35238,746W,-1.653634,48.094663
1954,23 rue Carle-Bahon,Rennes,35238,746W,-1.653496,48.094373
1954,25 rue Carle-Bahon,Rennes,35238,746W,-1.653495,48.094281
1955,26 rue Carle-Bahon,Rennes,35238,746W,-1.653638,48.094259
1968,29 rue Carle-Bahon,Rennes,35238,746W,-1.653498,48.094102
1967,31 rue Carle-Bahon,Rennes,35238,746W,-1.653499,48.094007
1954,33 rue Carle-Bahon,Rennes,35238,746W,-1.653501,48.093924
1966,33 rue Carle-Bahon,Rennes,35238,746W,-1.653501,48.093924
1952,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1953,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1952,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1949,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1952,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1952,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1948,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1953,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1951,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1953,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1950,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1951,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1949,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1953,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1948,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1948,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1951,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1951,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1960,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1951,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1952,rue Carle-Bahon,Rennes,35238,746W,-1.653558,48.094671
1958,16 passage des Carmélites,Rennes,35238,746W,-1.678054,48.115509
1952,16bis passage des Carmélites,Rennes,35238,746W,-1.678054,48.115509
1946,18bis passage des Carmélites,Rennes,35238,746W,-1.678054,48.115509
1920,passage des Carmélites,Rennes,35238,746W,-1.678054,48.115509
sans date,passage des Carmélites,Rennes,35238,746W,-1.678054,48.115509
1926,passage des Carmélites,Rennes,35238,746W,-1.678054,48.115509
1953,3 rue des Carmes,Rennes,35238,746W,-1.676132,48.108239
1959,3 rue des Carmes,Rennes,35238,746W,-1.676132,48.108239
1970,4 rue des Carmes,Rennes,35238,746W,-1.676213,48.10814
1952,9 rue des Carmes,Rennes,35238,746W,-1.676068,48.107743
1952,9 rue des Carmes,Rennes,35238,746W,-1.676068,48.107743
1961,9 rue des Carmes,Rennes,35238,746W,-1.676068,48.107743
1923,rue des Carmes,Rennes,35238,746W,-1.676186,48.107973
1966,1 et 3 rue Carnot,Rennes,35238,746W,-1.663559,48.116575
1929,3 rue Carnot,Rennes,35238,746W,-1.663559,48.116575
1938,4 rue Carnot,Rennes,35238,746W,-1.663446,48.116592
1931,7 rue Carnot,Rennes,35238,746W,-1.663554,48.116758
1969,10 rue Carnot,Rennes,35238,746W,-1.663406,48.116927
1927,11 rue Carnot,Rennes,35238,746W,-1.663536,48.116966
1933,11 rue Carnot,Rennes,35238,746W,-1.663536,48.116966
1937,12 rue Carnot,Rennes,35238,746W,-1.663404,48.116983
1937,13 rue Carnot,Rennes,35238,746W,-1.663533,48.117107
1929,21 rue Carnot,Rennes,35238,746W,-1.663422,48.117661
1960,21 rue Carnot,Rennes,35238,746W,-1.663422,48.117661
1929,22 rue Carnot,Rennes,35238,746W,-1.663196,48.118017
1962,23 rue Carnot,Rennes,35238,746W,-1.663382,48.117786
1932,23bis rue Carnot,Rennes,35238,746W,-1.663373,48.117899
1934,24bis rue Carnot,Rennes,35238,746W,-1.663152,48.118172
1964,25 rue Carnot,Rennes,35238,746W,-1.663323,48.117968
1930,25 rue Carnot,Rennes,35238,746W,-1.663323,48.117968
1928,26 rue Carnot,Rennes,35238,746W,-1.663131,48.118264
1930,26 rue Carnot,Rennes,35238,746W,-1.663131,48.118264
1928,27 rue Carnot,Rennes,35238,746W,-1.663294,48.118058
1956,27 rue Carnot,Rennes,35238,746W,-1.663294,48.118058
1964,31 rue Carnot,Rennes,35238,746W,-1.663247,48.118205
1967,31 rue Carnot,Rennes,35238,746W,-1.663247,48.118205
1970,31 rue Carnot,Rennes,35238,746W,-1.663247,48.118205
1963,35 rue Carnot,Rennes,35238,746W,-1.663203,48.11834
1928,rue Carnot,Rennes,35238,746W,-1.663355,48.117528
sans date,rue Carnot,Rennes,35238,746W,-1.663355,48.117528
1930,rue Carnot,Rennes,35238,746W,-1.663355,48.117528
sans date,rue Carnot,Rennes,35238,746W,-1.663355,48.117528
sans date,rue Carnot,Rennes,35238,746W,-1.663355,48.117528
sans date,rue Carnot,Rennes,35238,746W,-1.663355,48.117528
1925,rue Carnot,Rennes,35238,746W,-1.663355,48.117528
1936,24 rue Anatole-Le-Braz,Rennes,35238,746W,-1.663283,48.11865
sans date,rue Carnot,Rennes,35238,746W,-1.663355,48.117528
1953,rue Carnot,Rennes,35238,746W,-1.663355,48.117528
sans date,rue Carnot,Rennes,35238,746W,-1.663355,48.117528
1926,rue Carnot,Rennes,35238,746W,-1.663355,48.117528
1926,rue Carnot,Rennes,35238,746W,-1.663355,48.117528
1922,rue Carnot,Rennes,35238,746W,-1.663355,48.117528
1914,rue de la Carriére,Rennes,35238,746W,-1.699544,48.108964
1927,rue de la Carriére,Rennes,35238,746W,-1.699544,48.108964
1928,rue de la Carriére,Rennes,35238,746W,-1.699544,48.108964
1936,rue de la Carriére,Rennes,35238,746W,-1.699544,48.108964
1952,rue de la Carriére,Rennes,35238,746W,-1.699544,48.108964
1946,1 rue la Carriére,Rennes,35238,746W,-1.699544,48.108964
1950,2 rue de la Carriére,Rennes,35238,746W,-1.699544,48.108964
1963,rue Cï¿½lesitn-Picoux,Rennes,35238,746W,-1.64653,48.095358
1963,rue Célestin-Picoux,Rennes,35238,746W,-1.64653,48.095358
1961,rue Célestin-Picoux,Rennes,35238,746W,-1.64653,48.095358
1931,3 rue du Cartage,Rennes,35238,746W,-1.681066,48.110805
1965,10 rue des Chalais,Rennes,35238,746W,-1.680789,48.088597
1968,10 rue des Chalais,Rennes,35238,746W,-1.680789,48.088597
1971,10 rue des Chalais,Rennes,35238,746W,-1.680789,48.088597
1966,rue des Chalais,Rennes,35238,746W,-1.680811,48.08856
sans date,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1911,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1929,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1911,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1929,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1932,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1932,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1934,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1935,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1938,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1939,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1939,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1946,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1947,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1947,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1949,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1951,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1952,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1952,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1952,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1953,impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708284,48.110617
1956,1 impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.707797,48.109629
1962,1bis impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.707841,48.109727
1956,3 impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.707891,48.10982
1963,5 impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.707939,48.10992
1962,5 impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.707939,48.10992
1969,6 impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.707851,48.109945
1954,10 impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.707945,48.11013
1968,15 impasse du Champ-de-la-Justice,Rennes,35238,746W,-1.708313,48.110687
