id,teleicare_id,numero_declaration_teleicare,article_procedure,decision,date_decision,date_retrait,nom_commercial,marque,gamme,responsable_mise_sur_marche,adresse_responsable_mise_sur_marche,siret_responsable_mise_sur_marche,vat_responsable_mise_sur_marche,forme_galenique,dose_journaliere,mode_emploi,mises_en_garde,objectif_effet,aromes,facteurs_risques,populations_cibles,plantes,ingredients_inactifs,micro_organismes,additifs,nutriments,autres_ingredients_actifs,substances
273626,535,2016-5-466,Article 15,Retiré du marché,,2026-10-01,CETONES DE FRAMBOISE,,,TERRE ET NATURE,"{'code_postal': '35740', 'pays': 'FR'}",51966486600018,,Gélule,3 gélules ,3 gélules par jour à prendre avec un verre d'eau ,,[],,"[""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)""]",[],"[{""nom"": ""Rubus idaeus L."", ""partie"": ""Fruit"", ""preparation"": ""Extrait sec hydroalcoolique"", ""quantité_par_djr"": 1.2, ""unite"": ""g""}]",[],[],[],[],[],[]
273615,509,2016-5-440,Article 15,Retiré du marché,,2026-10-01,OLIVIER BIO,,,TERRE ET NATURE,"{'code_postal': '35740', 'pays': 'FR'}",51966486600018,,Gélule,6 gélules,6 gélules par jour à avaler avec un verre d'eau,,[],,"[""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)""]",[],"[{""nom"": ""Olea europaea subsp. europaea"", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1500.0, ""unite"": ""mg""}]",[],[],"[""E464""]",[],[],[]
273492,368,2016-5-299,Article 16,Retiré du marché,,2026-10-01,VEINO'REGUL,,,TERRE ET NATURE,"{'code_postal': '35740', 'pays': 'FR'}",51966486600018,,Gélule,3 gélules,3 gélules par jour à avaler avec un verre d'eau,Déconseillé aux femmes enceintes.  ,"[""Circulation sanguine et lymphatique""]",,"[""Femmes enceintes""]",[],"[{""nom"": ""Hamamelis virginiana L."", ""partie"": ""Feuille"", ""preparation"": ""Extrait sec aqueux"", ""quantité_par_djr"": 300.0, ""unite"": ""mg""}, {""nom"": ""Aesculus hippocastanum L."", ""partie"": ""Graine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 750.0, ""unite"": ""mg""}, {""nom"": ""Vitis vinifera L."", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 90.0, ""unite"": ""mg""}]",[],[],"[""Hydroxypropyl Méthyl Cellulose""]",[],"[""Rutine""]",[]
273314,111,2016-12-732,Article 15,Retiré du marché,,2026-10-01,CAFE VERT EXTRAIT,,,TERRE ET NATURE,"{'code_postal': '35740', 'pays': 'FR'}",51966486600018,,Gélule,2 gélules,2 gélules par jour,Contient de la caféine.,[],,"[""Enfants (moins de 12 ans)"", ""Femmes enceintes""]",[],"[{""nom"": ""Coffea canephora Pierre ex A.Froehner"", ""partie"": ""Graine"", ""preparation"": ""Extrait sec aqueux"", ""quantité_par_djr"": 600.0, ""unite"": ""mg""}]",[],[],"[""E470b"", ""Hydroxypropyl Méthyl Cellulose""]",[],[],[]
274360,1285,2016-6-338,Article 15,Retiré du marché,,2026-10-01,PUISSANCE 5 RENFORCEE,,,TERRE ET NATURE,"{'code_postal': '35740', 'pays': 'FR'}",51966486600018,,Gélule,4 gélules,4 gélules par jour à prendre avec un verre d'eau,,"[""Autre : ""]",,[],[],"[{""nom"": ""Malpighia glabra L."", ""partie"": ""Fruit"", ""preparation"": ""Extrait sec aqueux"", ""quantité_par_djr"": 400.0, ""unite"": ""mg""}, {""nom"": ""Panax ginseng C.A.Mey."", ""partie"": ""Racine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 400.0, ""unite"": ""mg""}, {""nom"": ""Lepidium meyenii Walp."", ""partie"": ""Racine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 400.0, ""unite"": ""mg""}, {""nom"": ""Spirulina platensis (Gomont) Geitler"", ""partie"": ""Plante entière"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 600.0, ""unite"": ""mg""}]",[],[],"[""Hydroxypropyl Méthyl Cellulose""]",[],"[""Gelée royale"", ""Taurine""]",[]
273320,121.0,2016-5-52,Article 15,Retiré du marché,,2026-10-01,AIL NOIR,,,TERRE ET NATURE,"{'code_postal': '35740', 'pays': 'FR'}",51966486600018,,Gélule,2 gélules,2 gélules par jour à prendre avec un verre d'eau,,[],,"[""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)""]",[],"[{""nom"": ""Allium sativum L."", ""partie"": ""Bulbe"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1.0, ""unite"": ""g""}]",[],[],"[""Hydroxypropyl Méthyl Cellulose""]",[],[],[]
273314,111.0,2016-12-732,Article 15,Retiré du marché,,2026-10-01,CAFE VERT EXTRAIT,,,TERRE ET NATURE,"{'code_postal': '35740', 'pays': 'FR'}",51966486600018,,Gélule,2 gélules,2 gélules par jour,Contient de la caféine.,[],,"[""Enfants (moins de 12 ans)"", ""Femmes enceintes""]",[],"[{""nom"": ""Coffea canephora Pierre ex A.Froehner"", ""partie"": ""Graine"", ""preparation"": ""Extrait sec aqueux"", ""quantité_par_djr"": 600.0, ""unite"": ""mg""}]",[],[],"[""E470b"", ""Hydroxypropyl Méthyl Cellulose""]",[],[],[]
274360,1285.0,2016-6-338,Article 15,Retiré du marché,,2026-10-01,PUISSANCE 5 RENFORCEE,,,TERRE ET NATURE,"{'code_postal': '35740', 'pays': 'FR'}",51966486600018,,Gélule,4 gélules,4 gélules par jour à prendre avec un verre d'eau,,"[""Autre : ""]",,[],[],"[{""nom"": ""Malpighia glabra L."", ""partie"": ""Fruit"", ""preparation"": ""Extrait sec aqueux"", ""quantité_par_djr"": 400.0, ""unite"": ""mg""}, {""nom"": ""Panax ginseng C.A.Mey."", ""partie"": ""Racine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 400.0, ""unite"": ""mg""}, {""nom"": ""Lepidium meyenii Walp."", ""partie"": ""Racine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 400.0, ""unite"": ""mg""}, {""nom"": ""Spirulina platensis (Gomont) Geitler"", ""partie"": ""Plante entière"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 600.0, ""unite"": ""mg""}]",[],[],"[""Hydroxypropyl Méthyl Cellulose""]",[],"[""Gelée royale"", ""Taurine""]",[]
273626,535.0,2016-5-466,Article 15,Retiré du marché,,2026-10-01,CETONES DE FRAMBOISE,,,TERRE ET NATURE,"{'code_postal': '35740', 'pays': 'FR'}",51966486600018,,Gélule,3 gélules ,3 gélules par jour à prendre avec un verre d'eau ,,[],,"[""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)""]",[],"[{""nom"": ""Rubus idaeus L."", ""partie"": ""Fruit"", ""preparation"": ""Extrait sec hydroalcoolique"", ""quantité_par_djr"": 1.2, ""unite"": ""g""}]",[],[],[],[],[],[]
274413,1355.0,2016-6-408,Article 16,Retiré du marché,,2026-10-01,DEFENSES NATURELLES RENFORCEES,,,TERRE ET NATURE,"{'code_postal': '35740', 'pays': 'FR'}",51966486600018,,Gélule,4 gélules,4 gélules par jour à prendre avec un verre d'eau,,"[""Immunité""]",,[],[],"[{""nom"": ""Aphanizomenon flos-aquae Ralfs ex Bornet & Flahault"", ""partie"": ""Plante entière"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 440.0, ""unite"": ""mg""}, {""nom"": ""Grifola frondosa(Dicks.) Gray"", ""partie"": ""Carpophore"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 280.0, ""unite"": ""mg""}, {""nom"": ""Malpighia glabra L."", ""partie"": ""Fruit"", ""preparation"": ""Extrait sec aqueux"", ""quantité_par_djr"": 400.0, ""unite"": ""mg""}, {""nom"": ""Ganoderma lucidum(Curtis ex Fr.) P.Karst."", ""partie"": ""Carpophore"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 280.0, ""unite"": ""mg""}, {""nom"": ""Lentinula edodes(Berk.) Pegler"", ""partie"": ""Carpophore"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 480.0, ""unite"": ""mg""}, {""nom"": ""Spirulina platensis (Gomont) Geitler"", ""partie"": ""Plante entière"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 440.0, ""unite"": ""mg""}]",[],[],"[""Hydroxypropyl Méthyl Cellulose""]",[],[],[]
274211,1019.0,2016-6-72,Article 16,Retiré du marché,,2026-10-01,Sommeil ++,,,TERRE ET NATURE,"{'code_postal': '35740', 'pays': 'FR'}",51966486600018,,Gélule,2 gélules,2 gélules par jour à prendre avec un verre d'eau,Déconseillé aux enfants de moins de 12 ans.,"[""Sommeil""]",,"[""Enfants (moins de 12 ans)""]",[],"[{""nom"": ""Griffonia simplicifolia (DC.) Baill."", ""partie"": ""Graine"", ""preparation"": ""Extrait sec hydroalcoolique"", ""quantité_par_djr"": 200.0, ""unite"": ""mg""}, {""nom"": ""Passiflora incarnata L."", ""partie"": ""Parties aériennes"", ""preparation"": ""Extrait sec aqueux"", ""quantité_par_djr"": 200.0, ""unite"": ""mg""}, {""nom"": ""Eschscholzia californica Cham."", ""partie"": ""Parties aériennes"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 140.0, ""unite"": ""mg""}, {""nom"": ""Valeriana officinalis L."", ""partie"": ""Racine"", ""preparation"": ""Extrait sec aqueux"", ""quantité_par_djr"": 200.0, ""unite"": ""mg""}]",[],[],"[""Hydroxypropyl Méthyl Cellulose""]","[""Oxyde de magnésium""]","[""Mélatonine""]",[]
276856,5469.0,2016-10-885,Article 16,Retiré du marché,,2026-10-01,Total Vision +,,,TERRE ET NATURE,"{'code_postal': '35740', 'pays': 'FR'}",51966486600018,,Gélule,2 gélules,2 gélules par jour à prendre au moment du repas avec un verre d'eau,Consultez votre médecin en cas de prise simultanée d'anticoagulants. ,"[""Œil / Vision""]",,"[""Sous anticoagulants""]",[],"[{""nom"": ""Ginkgo biloba L."", ""partie"": ""Feuille"", ""preparation"": ""Extrait sec aqueux"", ""quantité_par_djr"": 63.6, ""unite"": ""mg""}, {""nom"": ""Ribes nigrum L."", ""partie"": ""Fruit"", ""preparation"": ""Extrait sec aqueux"", ""quantité_par_djr"": 340.0, ""unite"": ""mg""}, {""nom"": ""Tagetes erecta L."", ""partie"": ""Fleur"", ""preparation"": ""Extrait sec hydroalcoolique"", ""quantité_par_djr"": 10.0, ""unite"": ""mg""}, {""nom"": ""Vaccinium myrtillus L."", ""partie"": ""Fruit"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 140.0, ""unite"": ""mg""}]",[],[],"[""E464""]","[""Acide L-ascorbique"", ""Gluconate de zinc""]","[""Oligo-proanthocyanidines""]",[]
368418,,,Article 15,Autorisée,2026-06-25T07:00:11.134833+02:00,,Régénère,Eclo,,SUSTAINABLE BEAUTY,"{'code_postal': '35200', 'pays': 'FR'}",89913220300014,,Gélule,2 gélules par jour,2 gélules par jours avec un verre d'eau,"NE PAS DÉPASSER LA DOSE JOURNALIÈRE RECOMMANDÉE. CE COMPLÉMENT ALIMENTAIRE NE DOIT PAS SE SUBSTITUER À UNE ALIMENTATION VARIÉE, ÉQUILIBRÉE ET À UN MODE DE VIE SAIN. TENIR HORS DE PORTÉE DES ENFANTS. TENIR À L'ABRI DE LA CHALEUR ET DE L'HUMIDITÉ. DÉCONSEILLÉ AUX FEMMES ENCEINTES ET AUX PERSONNES SOUS TRAITEMENT ANTIDÉPRESSEUR. DÉCONSEILLÉ CHEZ LES ENFANTS DE MOINS DE 10 ANS.","[""Cheveux et ongles"", ""Peau""]",,"[""Femmes allaitantes"", ""Femmes enceintes"", ""Sous antidépresseurs"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Crocus sativus L."", ""partie"": ""Stigmates"", ""preparation"": ""Extrait sec hydroalcoolique"", ""quantité_par_djr"": 30.0, ""unite"": ""mg""}, {""nom"": ""Cucumis melo L."", ""partie"": ""Fruit"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 2.3, ""unite"": ""mg""}, {""nom"": ""Vitis vinifera L."", ""partie"": ""Pépin"", ""preparation"": ""Extrait sec hydroalcoolique"", ""quantité_par_djr"": 114.7, ""unite"": ""mg""}]","[""Farine de noix de coco"", ""Gélule végétale""]",[],[],"[""Acide ptéroylmonoglutamique"", ""Pyridoxal 5'-phosphate"", ""Méthylcobalamine"", ""Acétate de D-alpha-tocophéryle"", ""Citrate de zinc"", ""Acide L-ascorbique"", ""Bisglycinate de magnésium""]","[""Membrane d'oeuf"", ""Ubiquinone""]",[]
368426,,,Article 15,Autorisée,2026-06-20T07:00:31.471421+02:00,,Acide Hyaluronique,Eclo,,SUSTAINABLE BEAUTY,"{'code_postal': '35200', 'pays': 'FR'}",89913220300014,,Gélule,2 gélules par jour,2 gelules par jour avec un verre d'eau,"NE PAS DÉPASSER LA DOSE JOURNALIÈRE RECOMMANDÉE. CE COMPLÉMENT ALIMENTAIRE NE DOIT PAS SE SUBSTITUER À UNE ALIMENTATION VARIÉE, ÉQUILIBRÉE ET À UN MODE DE VIE SAIN. TENIR HORS DE PORTÉE DES ENFANTS. TENIR À L'ABRI DE LA CHALEUR ET DE L'HUMIDITÉ. IL EST CONSEILLÉ AUX FEMMES ENCEINTES ET ALLAITANTES DE PRENDRE L’ATTACHE D’UN PROFESSIONNEL DE SANTÉ AVANT TOUTE COMPLÉMENTATION.","[""Peau""]",,"[""Femmes allaitantes"", ""Femmes enceintes"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]",[],"[""Farine de noix de coco"", ""Gélule végétale""]",[],[],"[""Acide L-ascorbique""]","[""Fibres solubles d'acacia""]","[{""nom"": ""acide hyaluronique"", ""quantité_par_djr"": 200.0, ""unite"": ""mg""}]"
368423,,,Article 15,Autorisée,2026-06-20T07:00:30.382194+02:00,,Collagène,Eclo,,SUSTAINABLE BEAUTY,"{'code_postal': '35200', 'pays': 'FR'}",89913220300014,,Gélule,2 gélules par jour,2 gelules par jour avec un verre d'eau,"NE PAS DÉPASSER LA DOSE JOURNALIÈRE RECOMMANDÉE. CE COMPLÉMENT ALIMENTAIRE NE DOIT PAS SE SUBSTITUER À UNE ALIMENTATION VARIÉE, ÉQUILIBRÉE ET À UN MODE DE VIE SAIN. TENIR HORS DE PORTÉE DES ENFANTS. TENIR À L'ABRI DE LA CHALEUR ET DE L'HUMIDITÉ. IL EST CONSEILLÉ AUX FEMMES ENCEINTES ET ALLAITANTES DE PRENDRE L’ATTACHE D’UN PROFESSIONNEL DE SANTÉ AVANT TOUTE COMPLÉMENTATION.","[""Cheveux et ongles"", ""Peau""]",,"[""Femmes allaitantes"", ""Femmes enceintes"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]",[],"[""Farine de noix de coco"", ""Gélule végétale""]",[],[],"[""Acide L-ascorbique""]","[""Fibres solubles d'acacia"", ""Membrane d'oeuf""]",[]
368329,,,Article 15,Autorisée,2026-06-20T07:00:11.662276+02:00,,Ressource,Eclo,,SUSTAINABLE BEAUTY,"{'code_postal': '35200', 'pays': 'FR'}",89913220300014,,Gélule,2 gélules par jour,2 GÉLULES PAR JOUR AVEC UN VERRE D’EAU.,"NE PAS DÉPASSER LA DOSE JOURNALIÈRE RECOMMANDÉE. CE COMPLÉMENT ALIMENTAIRE NE DOIT PAS SE SUBSTITUER À UNE ALIMENTATION VARIÉE, ÉQUILIBRÉE ET À UN MODE DE VIE SAIN. TENIR HORS DE PORTÉE DES ENFANTS. TENIR À L'ABRI DE LA CHALEUR ET DE L'HUMIDITÉ. DÉCONSEILLÉ AUX FEMMES ENCEINTES ET AUX PERSONNES SOUS TRAITEMENT ANTIDÉPRESSEUR. DÉCONSEILLÉ CHEZ LES ENFANTS DE MOINS DE 10 ANS","[""Peau""]",,"[""Femmes allaitantes"", ""Femmes enceintes"", ""Sous antidépresseurs"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Crocus sativus L."", ""partie"": ""Stigmates"", ""preparation"": ""Extrait sec hydroalcoolique"", ""quantité_par_djr"": 30.0, ""unite"": ""mg""}, {""nom"": ""Triticum aestivum L."", ""partie"": ""Graine"", ""preparation"": ""Extrait sec hydroalcoolique"", ""quantité_par_djr"": 30.0, ""unite"": ""mg""}]","[""Farine de noix de coco"", ""Gélule végétale""]",[],[],"[""Acide ptéroylmonoglutamique"", ""Pyridoxal 5'-phosphate"", ""Méthylcobalamine"", ""Acétate de DL-alpha-tocophéryle"", ""Acide L-ascorbique"", ""Bisglycinate de magnésium""]",[],"[{""nom"": ""acide hyaluronique"", ""quantité_par_djr"": 200.0, ""unite"": ""mg""}]"
368084,,,Article 15,Autorisée,2026-06-17T07:00:43.429662+02:00,,CHARBON VEGETAL,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,10 PAR JOUR,Prendre 5 gelules 5 mn aavnt le repas et 5 gelules 5mn apres le repas,Produit destiné à l'adulte et à l'enfant de plus de 10 ans. Ne pas dépasser la dose journalière recommandée. Prendre à distance de tout médicament. Ne se substitue pas à un régime alimentaire varié et sera utilisé dans le cadre d'un mode de vie sain. Ne pas laisser à la portée des jeunes enfants,"[""Digestion""]",,"[""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]",[],"[""Gélule végétale""]",[],[],[],"[""Charbon végétal""]",[]
362616,,,Article 15,Autorisée,2026-04-22T07:00:21.859754+02:00,,SOLAIRE,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,1 PAR JOUR,prendre 1 gelule par jour,Ne pas dépasser la dose journalière recommandée. Ne se substitue pas à un régime alimentaire varié et sera utilisé dans le cadre d'un mode de vie sain. Produit destiné à l'adulte et à l'enfant de plus de 12 ans. Ne pas laisser à la portée des jeunes enfants. Le béta-carotène est déconseillé aux fumeurs,"[""Solaire""]",,"[""Autre : "", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]",[],"[""gélatine"", ""Huile de germe de maïs"", ""huile de soja""]",[],"[""E422""]","[""Acétate de D-alpha-tocophéryle"", ""Béta-carotène""]",[],[]
362683,,,Article 15,Autorisée,2026-04-17T07:00:26.142057+02:00,,BAMBOU,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,2 à 3 gelules,prendre 1 gelule 2 à 3 fois par jour,Ne pas dépasser la dose journalière recommandée. Ne se substitue pas à un régime alimentaire varié et sera utilisé dans le cadre d'un mode de vie sain. Ne pas laisser à la portée des jeunes enfants. Réservé à l'adulte. Déconseillé chez la femme enceinte et allaitante.,"[""Articulations""]",,"[""Adolescents (moins de 18 ans)"", ""Femmes allaitantes"", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Bambusa bambos (L.) Voss"", ""partie"": ""Résine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 645.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],[],[],[]
357416,,,Article 15,Autorisée,2026-04-01T14:13:53.666291+02:00,,MACA YAM,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,3 à 6 par jour,1 à 2 gelules 3 fois par jour,Déconseillé aux enfants de moins de 6 ans,"[""Ménopause""]",,"[""Enfants (de moins de 6 ans)""]","[""Population générale""]","[{""nom"": ""Dioscorea villosa L."", ""partie"": ""Racine"", ""preparation"": ""Extrait sec alcoolique"", ""quantité_par_djr"": 900.0, ""unite"": ""mg""}, {""nom"": ""Lepidium meyenii Walp."", ""partie"": ""Racine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 900.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],[],[],[]
360309,,,Article 15,Autorisée,2026-03-20T07:00:49.558280+01:00,,GUGGUL,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,2 à 6 par jour,prendre 1 à 2 gélules 3 fois par jour,,"[""Articulations""]",,"[""Femmes allaitantes"", ""Femmes enceintes""]","[""Population générale""]","[{""nom"": ""Commiphora mukul Engl."", ""partie"": ""Gomme résine"", ""preparation"": ""Extrait sec alcoolique"", ""quantité_par_djr"": 1920.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],[],[],[]
357900,,,Article 15,Autorisée,2026-03-20T07:00:07.014541+01:00,,MELISSE,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,2 à 6 par jour,prendre 1 à 2 gélules 3 fois par jour,,"[""Digestion""]",,"[""Femmes allaitantes"", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Melissa officinalis L."", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1500.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],[],[],[]
357400,,,Article 15,Autorisée,2026-03-19T11:37:44.805799+01:00,,NUIT PAISIBLE,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,3 à 6 par jour,prendre 1 à 2 gélules 3 fois par jour,Réservé aux adultes. Déconseillé aux femmes enceintes ou allaitantes.,"[""Sommeil""]",,"[""Adolescents (moins de 18 ans)"", ""Femmes allaitantes"", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Melissa officinalis L."", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 360.0, ""unite"": ""mg""}, {""nom"": ""Sedum roseum (L.) Scop."", ""partie"": ""Racine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 360.0, ""unite"": ""mg""}, {""nom"": ""Valeriana officinalis L."", ""partie"": ""Racine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 360.0, ""unite"": ""mg""}, {""nom"": ""Passiflora incarnata L."", ""partie"": ""Parties aériennes"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 360.0, ""unite"": ""mg""}, {""nom"": ""Lotus corniculatus L."", ""partie"": ""Parties aériennes fleurie"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 360.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],[],[],[]
359081,,,Article 15,Autorisée,2026-03-19T07:00:05.876821+01:00,,KUDZU,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,1 à 3 gelules par jour,prendre 1 à 3 gelules par jour,,"[""Système nerveux""]",,"[""Enfants (de moins de 6 ans)""]","[""Population générale""]","[{""nom"": ""Pueraria montana var. lobata (Willd.) Sanjappa & Pradeep"", ""partie"": ""Racine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 660.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],[],[],[]
357411,,,Article 15,Autorisée,2026-03-19T07:00:04.855555+01:00,,FOIE LEGER,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,3 à 6 par jour,prendre 1 à 2 gélules 3 fois par jour,"Réservé aux adultes. Déconseillé aux femmes enceintes ou allaitantes. Déconseillé en cas d'obstruction biliaire, d'autres troubles de la fonction biliaire ou d'insuffisance hépatique. Déconseillé en cas d'allergie croisée connue, en particulier avec les plantes de la famille des asteraceae.","[""Digestion""]",,"[""Adolescents (moins de 18 ans)"", ""Femmes allaitantes"", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Nourrissons (moins de 1 an)"", ""Problèmes de foie"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Schisandra chinensis (Turcz.) Baill."", ""partie"": ""Fruit"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 270.0, ""unite"": ""mg""}, {""nom"": ""Peumus boldus Molina"", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 180.0, ""unite"": ""mg""}, {""nom"": ""Silybum marianum (L.) Gaertn."", ""partie"": ""Graine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 360.0, ""unite"": ""mg""}, {""nom"": ""Cynara scolymus L."", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 270.0, ""unite"": ""mg""}, {""nom"": ""Rosmarinus officinalis L."", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 360.0, ""unite"": ""mg""}, {""nom"": ""Desmodium adscendens (Sw.) DC."", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 360.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],[],[],[]
