id,teleicare_id,numero_declaration_teleicare,article_procedure,decision,date_decision,date_retrait,nom_commercial,marque,gamme,responsable_mise_sur_marche,adresse_responsable_mise_sur_marche,siret_responsable_mise_sur_marche,vat_responsable_mise_sur_marche,forme_galenique,dose_journaliere,mode_emploi,mises_en_garde,objectif_effet,aromes,facteurs_risques,populations_cibles,plantes,ingredients_inactifs,micro_organismes,additifs,nutriments,autres_ingredients_actifs,substances
333421,,,Article 15,Autorisée,2025-07-22T13:41:23.194299+02:00,,PEAU NETTE,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,1 gelule 3 fois par jour,prendre une gélule 3 fois par jour,"Réservé aux adultes. Déconseillé en cas d’insuffisance rénale oedémateuse ou cardiaque, en cas d’allergie croisée, en particulier aux plantes de la famille des Asteraceae, ou d’allergie aux dérivés salicylés. Déconseillé aux femmes enceintes ou allaitantes.","[""Peau""]",,"[""Adolescents (moins de 18 ans)"", ""Femmes allaitantes"", ""Allergie aux dérivés salicylés"", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Insuffisance rénale"", ""Nourrissons (moins de 1 an)"", ""Problèmes cardiaques"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Urtica dioica L."", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 210.0, ""unite"": ""mg""}, {""nom"": ""Viola tricolor L."", ""partie"": ""Parties aériennes"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 270.0, ""unite"": ""mg""}, {""nom"": ""Arctium lappa L."", ""partie"": ""Racine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 270.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],[],[],[]
273947,,,Article 15,Autorisée,2025-06-30T22:15:26.169910+02:00,,FOIE VESICULE BILIAIRE,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,2 à 3 par jour,prendre 1 gélule 2 à 3 fois par jour,"Réservé aux adultes. Déconseillé aux femmes enceintes ou allaitantes. Déconseillé en cas d’ulcère gastro-duodénal ou de troubles de la fonction biliaire (obstruction biliaire ou autre), d’insuffisance cardiaque, hépatique ou rénale oedémateuse. Déconseillé en cas d’allergie croisée connue, en particulier aux plantes de la famille des Asteraceae. Déconseillé chez les personnes sous anticoagulants, anticancéreux et immunosuppresseurs.","[""Détoxifiant / Draineur""]",,"[""Adolescents (moins de 18 ans)"", ""Femmes allaitantes"", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Maladie rénale"", ""Nourrissons (moins de 1 an)"", ""Problèmes cardiaques"", ""Problèmes de foie"", ""Sous anticoagulants"", ""Ulcère (estomac ou duodenum)"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Piper nigrum L."", ""partie"": ""Graine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 30.0, ""unite"": ""mg""}, {""nom"": ""Chrysanthellum americanum (L.) Vatke"", ""partie"": ""Parties aériennes"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 60.0, ""unite"": ""mg""}, {""nom"": ""Curcuma longa L."", ""partie"": ""Racine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 60.0, ""unite"": ""mg""}, {""nom"": ""Fumaria officinalis L."", ""partie"": ""Parties aériennes"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 75.0, ""unite"": ""mg""}, {""nom"": ""Cichorium intybus L."", ""partie"": ""Racine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 75.0, ""unite"": ""mg""}, {""nom"": ""Rosmarinus officinalis L."", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 75.0, ""unite"": ""mg""}, {""nom"": ""Cynara scolymus L."", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 75.0, ""unite"": ""mg""}, {""nom"": ""Taraxacum campylodes G.E.Haglund"", ""partie"": ""Racine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 75.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],"[""Levure enrichie en sélénium"", ""L-pidolate de magnésium"", ""L-pidolate de calcium""]","[""Inositol"", ""Citrate de choline""]",[]
261218,,,Article 15,Autorisée,2025-05-23T07:00:03.614485+02:00,,BACOPA,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,1 à 2 gélules 3 fois par jour,prendre 1 à 2 gélules 3 fois par jour,Ne pas utiliser chez l'enfant de moins de 6 ans,"[""Concentration"", ""Mémoire""]",,"[""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)""]","[""Population générale""]","[{""nom"": ""Bacopa monnieri (L.) Wettst."", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1.5, ""unite"": ""g""}]","[""Gélule végétale""]",[],[],[],[],[]
261030,,,Article 15,Autorisée,2025-05-23T07:00:03.134246+02:00,,SAUGE,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,2 à 3 par jour,prendre & gélule 2 à 3 fois par jour,,"[""Immunité""]",,"[""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)""]","[""Population générale""]","[{""nom"": ""Salvia officinalis L."", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 600.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],[],[],[]
261029,,,Article 15,Autorisée,2025-05-23T07:00:02.544566+02:00,,BARDANE,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,1 à 2 gélules 3 fois par jour,prendre 1 à 2 gélules 3 fois par jour,"Réservé aux adultes. Déconseillé aux femmes enceintes ou allaitantes. Déconseillé en cas d'allergie croisée connue, en particulier aux plantes de la famille des asteraceae.","[""Détoxifiant / Draineur"", ""Digestion"", ""Peau""]",,"[""Adolescents (moins de 18 ans)"", ""Femmes allaitantes"", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Arctium lappa L."", ""partie"": ""Racine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1.32, ""unite"": ""g""}]","[""Gélule végétale""]",[],[],[],[],[]
260991,,,Article 15,Autorisée,2025-05-23T07:00:02.182910+02:00,,DESMODIUM,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,4 par jour,prendre 2 gélules matin et soir,Ne pas utiliser chez les enfants de moins de 6 ans.,"[""Digestion""]",,"[""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)""]","[""Population générale""]","[{""nom"": ""Desmodium adscendens (Sw.) DC."", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 720.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],[],[],[]
145063,,,Article 15,Autorisée,2025-05-23T07:00:01.675368+02:00,,Alchemille,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,1 à 2 gélules 3 fois par jour,prendre 1 à 2 gélules 3 fois par jour,Ne pas utiliser chez l'enfant de moins de 6 ans.,"[""Cycles féminins""]",,"[""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)""]","[""Population générale""]","[{""nom"": ""Alchemilla vulgaris L."", ""partie"": ""Parties aériennes"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1.38, ""unite"": ""g""}]","[""Gélule végétale""]",[],[],[],[],[]
261245,,,Article 15,Autorisée,2025-05-06T11:57:03.383000+02:00,,MILLEPERTUIS,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,1 par jour,prendre 1 gélules par jour,"Réservé aux adultes. Déconseillé aux femmes enceintes ou allaitantes. Éviter de s’exposer au soleil apres consommation. Utiliser une protection solaire cutanée. En cas de traitements médicamenteux, demander conseil à un professionnel de santé.","[""Système nerveux""]",,"[""Adolescents (moins de 18 ans)"", ""Femmes allaitantes"", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Hypericum perforatum L."", ""partie"": ""Sommités fleuries"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 250.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],[],[],[]
261255,,,Article 15,Autorisée,2025-04-30T07:00:18.788852+02:00,,PETIT HOUX ( Fragon),,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,3 à 6 par jour,prendre 1 à 2 gélules 3 fois par jour,Réservé aux adultes. Déconseillé aux femmes enceintes et allaitantes.,"[""Circulation sanguine et lymphatique""]",,"[""Adolescents (moins de 18 ans)"", ""Femmes allaitantes"", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Ruscus aculeatus L."", ""partie"": ""Racine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1.41, ""unite"": ""g""}]","[""Gélule végétale""]",[],[],[],[],[]
261244,,,Article 15,Autorisée,2025-04-30T07:00:16.517053+02:00,,MELILOT,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,3 à 6 par jour,prendre 1 à 2 gélules 3 fois par jour,Réservé aux adultes. Déconseillé aux femmes enceintes et allaitantes.,"[""Détoxifiant / Draineur""]",,"[""Adolescents (moins de 18 ans)"", ""Femmes allaitantes"", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Melilotus officinalis (L.) Pall."", ""partie"": ""Parties aériennes"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1.2, ""unite"": ""g""}]","[""Gélule végétale""]",[],[],[],[],[]
261182,,,Article 15,Autorisée,2025-04-23T07:00:27.621278+02:00,,PSYLLIUM,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,3 à 6 par jour,PRENDRE 1 à 2 GeLULES 3 FOIS PAR JOUR,"L’emploi est déconseillé en cas de prise concomitante de médicaments. Déconseillé en cas de saignement rectal non diagnostiqué et incapacité à déféquer liés à l’utilisation d’un laxatif. déconseillé en cas de rétrécissement anormal du tractus gastro duodénal, en cas de maladies de l’oesophage et du cardia, un blocage intestinal potentiel ou existant, une paralysie de l’intestin ou un mégacôlon. Déconseillé en cas de trouble de la déglutition. Déconseillé aux enfants de moins de 6 ans, femmes enceintes ou allaitantes. En cas de traitements médicamenteux, demander conseil au pharmacien.","[""Transit""]",,"[""Femmes allaitantes"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)""]","[""Population générale""]","[{""nom"": ""Plantago arenaria Waldst. & Kit."", ""partie"": ""Graine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1.5, ""unite"": ""g""}]","[""Gélule végétale""]",[],[],[],[],[]
87575,,,Article 15,Autorisée,2025-04-22T07:00:01.318708+02:00,,SPIRULINE,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,3 à 6 par jour,prendre 1 à 2 gélules 3 fois par jour,,"[""Antioxydant""]",,"[""Adolescents (moins de 18 ans)"", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Spirulina platensis (Gomont) Geitler"", ""partie"": ""Thalle"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1500.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],[],[],[]
258252,,,Article 15,Autorisée,2025-03-27T15:27:13.976935+01:00,,LION'S MANE FOCUS,,TEINTURE,CHAMPOUSS,"{'code_postal': '35530', 'pays': 'FR'}",93062796300018,,Flacon,2 ml,,Déconseillé aux enfants. Déconseillé aux femmes enceintes et allaitantes.,"[""Concentration"", ""Mémoire""]",,"[""Adolescents (moins de 18 ans)"", ""Femmes allaitantes"", ""Femmes enceintes""]","[""Population générale"", ""Homme"", ""Femme""]","[{""nom"": ""Hericium erinaceus"", ""partie"": ""Carpophore"", ""preparation"": ""Teinture"", ""quantité_par_djr"": 1500.0, ""unite"": ""mg""}]",[],[],[],[],[],[]
257860,,,Article 15,Autorisée,2025-03-24T07:02:59.175291+01:00,,TRIBULUS,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,3 à 6 par jour,prendre 1 à 2 gélules 3 fois par jour,"L'emploi chez les femmes enceintes et allaitantes, chez les enfants et adolescents, ou en cas de traitement antihypertenseur ou antidiabétique est déconseillé.","[""Tonus sexuel""]",,"[""Adolescents (moins de 18 ans)"", ""Femmes allaitantes"", ""Autre : "", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Hypertension"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Tribulus terrestris L."", ""partie"": ""Fruit"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1560.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],[],[],[]
257857,,,Article 15,Autorisée,2025-03-24T07:02:58.977318+01:00,,AUBEPINE-OLIVIER,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,2 gelules par jour,prendre 1 gélule 2 fois par jour,Déconseillé en cas d'insuffisance cardiaque ou rénale. Réservé aux adultes. Déconseillé aux femmes enceintes et allaitantes.,"[""Artères et cholestérol""]",,"[""Adolescents (moins de 18 ans)"", ""Femmes allaitantes"", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Insuffisance rénale"", ""Nourrissons (moins de 1 an)"", ""Problèmes cardiaques"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Crataegus monogyna Jacq."", ""partie"": ""Sommités fleuries"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 250.0, ""unite"": ""mg""}, {""nom"": ""Olea europaea subsp. europaea"", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 250.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],[],[],[]
257552,,,Article 15,Autorisée,2025-03-24T07:02:28.059556+01:00,,ORTHOSIPHON,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,3 à 6 par jour,prendre 1 à 2 gélules 3 fois par jour,Ne pas dépasser la dose journalière recommandée. Ne se substitue pas à un régime alimentaire varié et sera utilisé dans le cadre d’un mode de vie sain. Ne pas laisser à la portée des jeunes enfants. Réservé aux adultes. Déconseillé aux femmes enceintes et allaitantes et en cas d’insuffisance cardiaque ou rénale œdèmateuses.,"[""Antioxydant""]",,"[""Adolescents (moins de 18 ans)"", ""Femmes allaitantes"", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Insuffisance rénale"", ""Nourrissons (moins de 1 an)"", ""Problèmes cardiaques"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Orthosiphon aristatus (Blume) Miq."", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1620.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],[],[],[]
87493,,,Article 15,Autorisée,2025-03-24T07:00:08.338568+01:00,,ROMARIN,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,1 à 2 gélules 3 fois par jour,prendre 1 à 2 gélules 3 fois par  jour,Déconseillé en cas d’obstruction biliaire ou d’autres troubles de la fonction biliaire. Déconseillé aux femmes enceintes et allaitantes. Déconseillé aux enfants de moins de 12 ans.,"[""Détoxifiant / Draineur""]",,"[""Femmes allaitantes"", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Nourrissons (moins de 1 an)"", ""Problèmes de foie"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Rosmarinus officinalis L."", ""partie"": ""Parties aériennes"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1.5, ""unite"": ""g""}]","[""Gélule végétale""]",[],[],[],[],[]
87492,,,Article 15,Autorisée,2025-03-24T07:00:08.060504+01:00,,PSYLLIUM,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,1 à 2 gélules 3 fois par jour,prendre 1 à 2 gélules 3 fois par jour,Ne pas dépasser la dose journalière indiquée. Ne doit pas être utilisé comme substitut d’un régime alimentaire varié. À tenir hors de la portée des jeunes enfants.,"[""Digestion""]",,"[""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)""]","[""Population générale""]","[{""nom"": ""Plantago arenaria Waldst. & Kit."", ""partie"": ""Graine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1.5, ""unite"": ""g""}]","[""Gélule végétale""]",[],[],[],[],[]
87353,,,Article 15,Autorisée,2025-03-24T07:00:07.892440+01:00,,FRENE,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,1 à 2 gélules 3 fois par jour,prendre 1 à 2 gélules 3 fois par jour,Déconseillé en cas d’insuffisance cardiaque ou rénale oedémateuse. Déconseillé aux femmes enceintes ou allaitantes. Réservé aux adultes et aux enfants de plus de 6 ans.,"[""Détoxifiant / Draineur""]",,"[""Femmes allaitantes"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Insuffisance rénale"", ""Maladie rénale"", ""Nourrissons (moins de 1 an)"", ""Problèmes cardiaques"", ""Enfants (de moins de 6 ans)""]","[""Population générale""]","[{""nom"": ""Fraxinus excelsior L."", ""partie"": ""Feuille"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1.5, ""unite"": ""g""}]","[""Gélule végétale""]",[],[],[],[],[]
87496,,,Article 15,Autorisée,2025-03-20T07:00:01.762199+01:00,,SCHIZANDRA,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,1 à 2 gélules 3 fois par jour,,Déconseillé chez les personnes sous anticoagulants.,"[""Humeur""]",,"[""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)"", ""Sous anticoagulants"", ""Enfants (de moins de 6 ans)""]","[""Population générale""]","[{""nom"": ""Schisandra chinensis (Turcz.) Baill."", ""partie"": ""Baie"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1.5, ""unite"": ""g""}]","[""Gélule végétale""]",[],[],[],[],[]
258633,,,Article 15,Autorisée,2025-03-17T17:55:28.370188+01:00,,BOURRACHE ONAGRE,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Autre : capsule molle,6 par jour,prendre 2 capsules 3 fois par jour,Déconseillé aux enfants de moins de 12 ans et aux femmes enceintes ou allaitantes.,"[""Peau""]",,"[""Femmes allaitantes"", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Femmes enceintes"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Population générale""]","[{""nom"": ""Borago officinalis L."", ""partie"": ""Graine (huile)"", ""preparation"": ""Pression à froid"", ""quantité_par_djr"": 1500.0, ""unite"": ""mg""}, {""nom"": ""Oenothera biennis L."", ""partie"": ""Graine (huile)"", ""preparation"": ""Pression à froid"", ""quantité_par_djr"": 1500.0, ""unite"": ""mg""}]","[""gélatine""]",[],"[""E310"", ""E304"", ""E306"", ""E422""]","[""Acétate de D-alpha-tocophéryle""]",[],[]
87497,,,Article 15,Autorisée,2025-03-17T07:00:03.496227+01:00,,EPILOBE,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,1 à 2 gélules 3 fois par jour,prendre 1 à 2 gélules 3 fois par jour,Ne pas dépasser la dose journalière indiquée. Ne doit pas être utilisé comme substitut d’un régime alimentaire varié. À tenir hors de la portée des jeunes enfants.,"[""Système urinaire""]",,"[""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)""]","[""Population générale""]","[{""nom"": ""Epilobium parviflorum Schreb."", ""partie"": ""Parties aériennes"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1.2, ""unite"": ""g""}]","[""Gélule végétale""]",[],[],[],[],[]
6832,,,Article 15,Autorisée,2025-03-17T07:00:02.595944+01:00,,Bouillon blanc,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,1 à 2 gélules 3 fois par jour,prendre 1 à 2 gélules 3 fois par jour,Ne pas dépasser la dose journalière indiquée. Ne doit pas être utilisé comme substitut d’un régime alimentaire varié. À tenir hors de la portée des jeunes enfants.,"[""Voies respiratoires""]",,"[""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)""]","[""Population générale""]","[{""nom"": ""Verbascum thapsus L."", ""partie"": ""Fleur"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1.2, ""unite"": ""g""}]","[""Gélule végétale""]",[],[],[],[],[]
6833,,,Article 15,Autorisée,2025-03-13T07:00:02.873908+01:00,,CERISE,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,1 à 2 gélules 3 fois par jour,Prendre 1 à 2 gélules 3 fois par jour,Ne pas dépasser la dose journalière indiquée. Ne doit pas être utilisé comme substitut d’un régime alimentaire varié. À tenir hors de la portée des jeunes enfants.,"[""Détoxifiant / Draineur""]",,"[""Enfants (de moins de 6 ans)""]","[""Population générale""]","[{""nom"": ""Cerasus vulgaris Mill."", ""partie"": ""Pédoncule"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 1.5, ""unite"": ""g""}]","[""Gélule végétale""]",[],[],[],[],[]
87328,,,Article 15,Autorisée,2025-03-03T07:00:07.764078+01:00,,Ultra Pure Bleue,ALGA SPORTS,,ICH SPORTS,"{'code_postal': '35000', 'pays': 'FR'}",93253126200016,,Flacon,2 flacons de 30 ml,"Programme de préparation avant course : 1 flacon par jour pendant 2-3 semaines, de préférence le matin. Programme récupération après course : 2 flacons par  jour pendant 5 jours. Le 1er dans la fenêtre métabolique  des 30 minutes après l’effort, le 2ème 2h après. Puis  matin et midi.",Réservé aux adultes. Les femmes enceintes et allaitantes doivent prendre l'attache d'un professionnel de santé avant toute complémentation.,"[""Autre : Récupération"", ""Sport""]",Fraise basilic et citron gingembre,"[""Adolescents (moins de 18 ans)"", ""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Hommes et femmes de 18 ans et plus"", ""Personnes de plus de 60 ans""]","[{""nom"": ""Spirulina platensis (Gomont) Geitler"", ""partie"": ""Plante entière"", ""preparation"": ""Extrait fluide aqueux"", ""quantité_par_djr"": 9.0, ""unite"": ""g""}]","[""eau""]",[],"[""E330"", ""E955""]","[""Méthylcobalamine"", ""Chlorhydrate de pyridoxine"", ""L-ascorbate de sodium"", ""Eaux mères concentrées""]",[],[]
6427,,,Article 15,Autorisée,2025-02-07T07:00:04.031111+01:00,,YAM,,,PHARMACIE LIBERTE,"{'code_postal': '35000', 'pays': 'FR'}",95290523000019,,Gélule,3 par jour,prendre une gelule 3 fois par jour,Ne pas dépasser la dose journalière recommandée. Ne se substitue pas à un régime alimentaire varié et sera utilisé dans le cadre d’un mode de vie sain. Produit destiné à l’adulte et l’enfant de plus de 12 ans. Ne pas laisser à la portée des jeunes enfant,"[""Cycles féminins""]",,"[""Enfants (moins de 12 ans)"", ""Enfants en bas âge (1 à 3 ans)"", ""Nourrissons (moins de 1 an)"", ""Enfants (de moins de 6 ans)"", ""Enfants (de moins de 10 ans)""]","[""Femme""]","[{""nom"": ""Dioscorea oppositifolia L."", ""partie"": ""Racine"", ""preparation"": ""Poudre (de plantes séchées ou broyées)"", ""quantité_par_djr"": 750.0, ""unite"": ""mg""}]","[""Gélule végétale""]",[],[],[],[],[]
5425,,,Article 15,Autorisée,2025-01-24T07:01:32.990872+01:00,,VEGCOL® Peptides de végétaux Alternative vegan au collagène,Innovation ORIN NUTRITION,,Dauphin Thony,"{'code_postal': '35740', 'pays': 'FR'}",93257124300017,,Poudre,"2,5 g à 10 g",Au cours d’un repas avec un verre d’eau.,"Ne se substitue pas à une alimentation variée et équilibrée et à un mode de vie sain.  À conserver au sec, à l’abri de la chaleur et de la lumière et garder hors de portée des jeunes enfants. Ne pas dépasser la portion journalière recommandée.","[""Cheveux et ongles"", ""Os"", ""Peau""]",Sans,[],"[""Hommes et femmes de 18 ans et plus"", ""Personnes de plus de 60 ans""]",[],"[""Brassica oleracea var. italica"", ""Daucus carota L.""]",[],[],[],[],[]
