EPCI,Commune,Numéro d'immatriculation,Type de syndic : bénévole / professionnel / non connu,Identification du représentant légal  (raison sociale et le numéro SIRET du syndic professionnel ou Civilité/prénom/ nom du syndic bénévole ou coopératif),Siret représentant légal (si existe),Code APE,Commune du représentant légal,Mandat en cours dans la copropriété,Nom d’usage de la copropriété,Adresse de référence,Numéro et Voie (adresse de référence),Code postal (adresse de référence),Commune (adresse de référence),Adresse complémentaire 1,Adresse complémentaire 2,Adresse complémentaire 3,Nombre d'adresses complémentaires,long,lat,Date du règlement de copropriété,Résidence service,Syndicat coopératif,Syndicat principal ou syndicat secondaire,"Si secondaire, n° d’immatriculation du principal",Nombre d’ASL auxquelles est rattaché le syndicat de copropriétaires,Nombre d’AFUL auxquelles est rattaché le syndicat de copropriétaires,Nombre d’Unions de syndicats auxquelles est rattaché le syndicat de copropriétaires,Nombre total de lots,"Nombre total de lots à usage d’habitation, de bureaux ou de commerces",Nombre de lots à usage d’habitation,Nombre de lots de stationnement,Nombre d'arrêtés relevant du code de la santé publique en cours,Nombre d'arrêtés de péril sur les parties communes en cours,Nombre d'arrêtés sur les équipements communs en cours,Période de construction,Référence Cadastrale 1,Code INSEE commune 1,Préfixe 1,Section 1,Numéro parcelle 1,Référence Cadastrale 2,Code INSEE commune 2,Préfixe 2,Section 2,Numéro parcelle 2,Référence Cadastrale 3,Code INSEE commune 3,Préfixe 3,Section 3,Numéro parcelle 3,Nombre de parcelles cadastrales,nom_qp,code_qp,Copro dans ACV,Copro dans PVD,Copro aidée,Code Officiel Commune,Nom Officiel Commune,Code Officiel Arrondissement Commune,Nom Officiel Arrondissement Commune,Code Officiel EPCI,Nom Officiel EPCI,Code Officiel Département,Nom Officiel Département,Code Officiel Région,Nom Officiel Région
243500139,35238,AA0045641,professionnel,INOVA 83973400100028,83973400100028,6832A,RENNES,Mandat en cours,LA COMMANDERIE,1-3-5-7-9-11-13-8-10-12-14-16-18-20 Rue Cardinal Paul Gouyon 35000 RENNES,1-3-5-7-9-11-13-8-10-12-14-16-18-20 Rue Cardinal Paul Gouyon,35000,RENNES,,,,0,-1.688185,48.117791,2007-12-26,non,non,oui,,1,0,0,481,134,133,310,0,0,0,DE_2001_A_2010,35238000AO0957,35238,000,AO,0957,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0088625,professionnel,CABINET LECOMTE SYNDIC 39404141200039,39404141200039,6832A,RENNES,Mandat en cours,L'EPERON - MS110596,17 pl du marechal juin 35000 RENNES,17 pl du marechal juin,35000,RENNES,17 pl du marechal juin 35000 RENNES,18 pl du marechal juin 35000 RENNES,,2,-1.678863,48.105542,1975-10-06,non,non,oui,,0,0,0,703,264,264,236,0,0,0,DE_1975_A_1993,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0088708,professionnel,DLJ GESTION 39342930300034,39342930300034,6832A,CESSON SEVIGNE,Mandat en cours,LES RIVES DE L ILLE - MS7954,3 bd marechal de lattre de tassigny 35000 RENNES,3 bd marechal de lattre de tassigny,35000,RENNES,31 bd marechal de lattre de tassigny 35000 RENNES,VILLA DU BOURG L EVESQUE 35000 RENNES,19 bd marechal de lattre de tassigny 35000 RENNES,9,-1.687741,48.113106,1968-02-12,non,non,oui,,0,0,0,1286,431,405,510,0,0,0,DE_1961_A_1974,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0128314,non connu,non connu,,non connu,non connu,Pas de mandat en cours,SYNDIC PERCEROU,1 r andre percerou 35000 Rennes,1 r andre percerou,35000,Rennes,,,,0,-1.700689,48.103675,2016-11-06,non,oui,oui,,1,0,0,8,3,3,2,0,0,0,DE_1961_A_1974,35238000DM0492,35238,000,DM,0492,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0160556,non connu,non connu,,non connu,non connu,Pas de mandat en cours,WAGRAM KLEBER MARCEAU,2A pl general koenig 35000 Rennes,2A pl general koenig,35000,Rennes,2 à 15 Square du Gl Koënig 35000 RENNES,,,1,-1.682371,48.105714,1974-05-23,non,non,oui,,0,0,0,283,238,204,0,0,0,0,DE_1961_A_1974,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0224675,professionnel,CABINET HARDY 40380764700017,40380764700017,6832A,RENNES,Mandat en cours,CLOSERIE,50A r papu 35000 Rennes,50A r papu,35000,Rennes,,,,0,-1.697834,48.111349,1974-04-12,non,non,oui,,0,0,0,192,64,64,64,0,0,0,DE_1961_A_1974,35238000AM0302,35238,000,AM,0302,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35210,AA0226241,professionnel,CABINET HARDY 40380764700017,40380764700017,6832A,RENNES,Mandat en cours,PATRICIALES,2 bd nominoe 35740 Pacé,2 bd nominoe,35740,Pacé,,,,0,-1.777362,48.144953,1994-05-09,non,non,oui,,0,0,0,181,68,67,79,0,0,0,DE_1994_A_2000,35210000BH0122,35210,000,BH,0122,35210000BH0123,35210,000,BH,0123,35210000BH0120,35210,000,BH,0120,4,,,Non,Non,Non,35210,Pacé,35210,Pacé,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35024,AA0227231,professionnel,CABINET HARDY 40380764700017,40380764700017,6832A,RENNES,Mandat en cours,HAMEAU DU CANAL,2 all du pigeon blanc 35830 Betton,2 all du pigeon blanc,35830,Betton,,,,0,-1.640132,48.177288,1991-01-16,non,non,oui,,0,0,0,174,57,57,67,0,0,0,DE_1975_A_1993,35024000AS0433,35024,000,AS,0433,,,,,,,,,,,1,,,Non,Non,Non,35024,Betton,35024,Betton,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0227728,professionnel,CABINET HARDY 40380764700017,40380764700017,6832A,RENNES,Mandat en cours,VILLA PLAISANCE,11 all georges palante 35000 Rennes,11 all georges palante,35000,Rennes,13 all georges palante 35000 Rennes,,,1,-1.661023,48.107265,2006-01-10,non,non,oui,,0,0,0,111,45,45,66,0,0,0,DE_2001_A_2010,35238000BO0902,35238,000,BO,0902,35238000BO0900,35238,000,BO,0900,35238000BO0898,35238,000,BO,0898,3,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0228221,professionnel,CABINET HARDY 40380764700017,40380764700017,6832A,RENNES,Mandat en cours,REGNAULT,11 r de lorgeril 35000 Rennes,11 r de lorgeril,35000,Rennes,13 r de lorgeril 35000 Rennes,15 r de lorgeril 35000 Rennes,17 r de lorgeril 35000 Rennes,3,-1.694426,48.109582,1968-06-18,non,non,oui,,0,0,0,126,42,42,42,0,0,0,DE_1961_A_1974,35238000AE0458,35238,000,AE,0458,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0229138,professionnel,CABINET HARDY 40380764700017,40380764700017,6832A,RENNES,Mandat en cours,GROS MALHON 16 av,16 av gros malhon 35000 Rennes,16 av gros malhon,35000,Rennes,,,,0,-1.681649,48.123139,1965-12-31,non,non,oui,,0,0,0,164,41,41,41,0,0,0,DE_1961_A_1974,35238000AR0381,35238,000,AR,0381,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0251553,professionnel,LEFEUVRE SYNDIC DE COPROPRIETE 38891304800038,38891304800038,6832A,RENNES,Mandat en cours,BINQUENAIS,1 sq edouard herriot 35200 Rennes,1 sq edouard herriot,35200,Rennes,1 à 10 square Edouard Herriot 35200 RENNES,,,1,-1.66705,48.091706,1969-12-31,non,non,oui,,0,0,0,401,200,200,0,0,0,0,DE_1961_A_1974,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0252056,professionnel,TYCOP 41399616600018,41399616600018,6832A,RENNES,Mandat en cours,square docteur Guérin,1 sq docteur guerin 35000 Rennes,1 sq docteur guerin,35000,Rennes,2/18 sq docteur guerin 35000 Rennes,,,1,-1.656232,48.108084,1958-01-30,non,non,oui,,0,0,0,606,270,269,68,0,0,0,DE_1949_A_1960,35238000BO0937,35238,000,BO,0937,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0625624,professionnel,DLJ GESTION 39342930300034,39342930300034,6832A,CESSON SEVIGNE,Mandat en cours,SDC LES JARDINS DE BEAULIEU,3 r xavier grall 35700 Rennes,3 r xavier grall,35700,Rennes,,,,0,-1.641371,48.129097,1994-06-16,non,non,oui,,0,0,0,396,239,236,157,0,0,0,DE_1994_A_2000,35238000IX0167,35238,000,IX,0167,35238000IX0170,35238,000,IX,0170,,,,,,2,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0670901,professionnel,CABINET LECOMTE SYNDIC 39404141200039,39404141200039,6832A,RENNES,Mandat en cours,PLANTES,8 RUE DES PLANTES 35700 RENNES,8 RUE DES PLANTES,35700,RENNES,PLANTES - 12 B RUE DES PLANTES 35700 RENNES,,,1,-1.648346,48.120901,1971-06-18,non,non,oui,,0,0,0,675,225,225,225,0,0,0,DE_1961_A_1974,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0671818,professionnel,FONCIA ARMOR 41133158000133,41133158000133,6831Z,RENNES,Mandat en cours,COLOMBIER ISLY PLELO,1-10 PL MARECHAL JUIN 35000 RENNES,1-10 PL MARECHAL JUIN,35000,RENNES,,,,0,-1.679989,48.106077,1971-05-28,non,non,oui,,0,0,0,906,286,204,394,0,0,0,DE_1961_A_1974,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0681304,professionnel,LINCOLN FRANCOIS 1 39786082600031,39786082600031,6832A,PARIS 8,Mandat en cours,Les Estudines de Bretagne,23 r de chatillon 35000 Rennes,23 r de chatillon,35000,Rennes,,,,0,-1.676411,48.102031,1997-09-27,oui,non,oui,,0,0,0,216,216,216,0,0,0,0,DE_1994_A_2000,35238000BX0036,35238,000,BX,0036,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0713248,professionnel,FONCIA ARMOR 41133158000133,41133158000133,6831Z,RENNES,Mandat en cours,LE MAGELLAN,4 r monseigneur duchesne 35000 Rennes,4 r monseigneur duchesne,35000,Rennes,3 RUE ADOLPHE TOUFFAIT - 3 RUE ADOLPHE TOUFFAIT 35000 RENNES,9 BOULEVARD LAENNEC - 9 BOULEVARD LAENNEC 35000 RENNES,LE MAGELLAN - 5 RUE ADOLPHE TOUFFAIT 35000 RENNES,4,-1.664252,48.106892,1992-10-28,non,non,oui,,0,0,0,427,200,200,207,0,0,0,DE_1975_A_1993,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0713735,professionnel,FONCIA ARMOR 41133158000133,41133158000133,6831Z,RENNES,Mandat en cours,ST JEAN BAPT DE LA SALLE,1 RES ST JEAN BAPTISTE LA SALLE 35000 RENNES,1 RES ST JEAN BAPTISTE LA SALLE,35000,RENNES,,,,0,-1.704353,48.114169,1962-06-27,non,non,oui,,0,0,0,593,241,241,112,0,0,0,DE_1961_A_1974,35238000AL0284,35238,000,AL,0284,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0715060,professionnel,CABINET LECOMTE SYNDIC 39404141200039,39404141200039,6832A,RENNES,Mandat en cours,EMERAUDE,1 r de brest 35000 Rennes,1 r de brest,35000,Rennes,9 r yves mayeuc 35000 Rennes,7 r yves mayeuc 35000 Rennes,5 r yves mayeuc 35000 Rennes,10,-1.688615,48.111798,1965-02-01,non,non,oui,,0,0,0,655,216,216,217,0,0,0,DE_1961_A_1974,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0739813,professionnel,COME IMMOBILIER 88793886800023,88793886800023,6831Z,RENNES,Mandat en cours,HORIZONS,18 r de brest 35000 rennes,18 r de brest,35000,rennes,HORIZONS - 18 RUE DE BREST 35000 RENNES,,,1,-1.689357,48.111863,1968-11-18,non,non,oui,,0,0,0,1437,477,477,480,0,0,0,DE_1961_A_1974,,,,,,,,,,,,,,,,0,,,Non,Non,Oui,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0741462,professionnel,FONCIA ARMOR 41133158000133,41133158000133,6831Z,RENNES,Mandat en cours,JEAN BART,266 rue de fougéres 35000 RENNES,266 rue de fougéres,35000,RENNES,,,,0,-1.647059,48.128116,1967-11-10,non,non,oui,,0,0,0,400,201,201,196,0,0,0,DE_1961_A_1974,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0780890,professionnel,DLJ GESTION 39342930300034,39342930300034,6832A,CESSON SEVIGNE,Mandat en cours,RESIDENCE STE THERESE,24 bd oscar leroux 35200 Rennes,24 bd oscar leroux,35200,Rennes,22 bd oscar leroux 35200 Rennes,20 bd oscar leroux 35200 Rennes,18 bd oscar leroux 35200 Rennes,6,-1.666743,48.091273,1959-09-25,non,non,oui,,0,0,0,418,173,169,75,0,0,0,DE_1949_A_1960,35238000CT0219,35238,000,CT,0219,35238000CT0043,35238,000,CT,0043,,,,,,2,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA0999458,professionnel,INOVA 83973400100028,83973400100028,6832A,RENNES,Mandat en cours,SDC LE JARDIN DES ASTRONOMES,39-41-43-45 rue Aurélie Nemours 35000  RENNES,39-41-43-45 rue Aurélie Nemours,35000, RENNES,,,,0,-1.701725,48.132523,2008-12-18,non,non,oui,,0,0,0,237,93,93,120,0,0,0,DE_2001_A_2010,35238000MO0139,35238,000,MO,0139,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35047,AA1000082,professionnel,INOVA 83973400100028,83973400100028,6832A,RENNES,Mandat en cours,LA HAYE DE PAN,"r de la haye de pan, 35170 Bruz","r de la haye de pan,",35170,Bruz,,,,0,-1.729551,48.028691,2014-06-13,non,non,oui,,0,0,0,268,112,112,156,0,0,0,A_COMPTER_DE_2011,35047000BW0018,35047,000,BW,0018,,,,,,,,,,,1,,,Non,Non,Non,35047,Bruz,35047,Bruz,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1006022,professionnel,DLJ GESTION 39342930300034,39342930300034,6832A,CESSON SEVIGNE,Mandat en cours,RESIDENCE LE PIERRE CORNEILLE,9 r marie alizon 35000 Rennes,9 r marie alizon,35000,Rennes,11 r marie alizon 35000 Rennes,5 r marie alizon 35000 Rennes,25 r saint-helier 35000 Rennes,5,-1.670503,48.107087,1994-05-07,non,non,oui,,0,0,0,288,100,80,133,0,0,0,DE_1994_A_2000,35238000BR0641,35238,000,BR,0641,35238000BR0622,35238,000,BR,0622,,,,,,2,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1020791,professionnel,INOVA 83973400100028,83973400100028,6832A,RENNES,Mandat en cours,SDC LE PARC DE LA ROBIQUETTE,"r gina pane, 35000 Rennes","r gina pane,",35000,Rennes,2-4-6-8-10-12 rue Gina Pane,,,1,-1.697821,48.132815,2011-01-31,non,non,oui,,0,0,0,328,106,106,148,0,0,0,A_COMPTER_DE_2011,35238000HN0109,35238,000,HN,0109,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1022441,professionnel,INOVA 83973400100028,83973400100028,6832A,RENNES,Mandat en cours,SDC LES OPALINES - COTE PARC,rue Jean Marin 35000 RENNES,rue Jean Marin,35000,RENNES,,,,0,-1.662638,48.138679,2014-11-03,non,non,oui,,0,0,0,478,150,150,210,0,0,0,A_COMPTER_DE_2011,35238000HZ0395,35238,000,HZ,0395,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1027648,professionnel,LE BON SYNDIC 79351108000053,79351108000053,6832A,MARSEILLE 5,Mandat en cours,78 rue de vern,78 RUE DE VERN,,,,,,,0,-1.656119,48.09812,1976-04-23,non,oui,oui,,0,0,0,14,2,2,8,0,0,0,DE_1975_A_1993,35238000CE0533,35238,000,CE,0533,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1038124,professionnel,INOVA 83973400100028,83973400100028,6832A,RENNES,Mandat en cours,BATIMENT U,8 à 13 Square de Slovaquie et 10 à 24 Villa de Moravie 35200 RENNES,8 à 13 Square de Slovaquie et 10 à 24 Villa de Moravie,35200,RENNES,,,,0,-1.656534,48.09048,1969-03-25,non,non,oui,,0,0,0,435,202,202,31,0,0,0,DE_1961_A_1974,35238000LP0025,35238,000,LP,0025,,,,,,,,,,,1,Le Blosne,QP035005,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1041177,professionnel,TYCOP 41399616600018,41399616600018,6832A,RENNES,Mandat en cours,Résidence Le Haut Blosne,6 à 33 Square du Haut Blosne,,,,,,,0,-1.697394,48.084957,1976-01-23,non,non,oui,,0,0,0,854,260,260,378,0,0,0,DE_1975_A_1993,35238000DR0234,35238,000,DR,0234,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1044890,professionnel,FONCIA ARMOR 41133158000133,41133158000133,6831Z,RENNES,Mandat en cours,Les Estudiales,24 bd solferino 35000 Rennes,24 bd solferino,35000,Rennes,,,,0,-1.669264,48.104268,1994-06-07,oui,non,oui,,0,0,0,273,245,245,28,0,0,0,DE_1994_A_2000,35238000BY0095,35238,000,BY,0095,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1048446,non connu,non connu,,non connu,non connu,Pas de mandat en cours,LA BRIERE,5 à 9 Villa de Moravie et 1 à 7 Square de Slovaquie 35200 RENNES,5 à 9 Villa de Moravie et 1 à 7 Square de Slovaquie,35200,RENNES,,,,0,-1.654746,48.090139,1988-12-16,non,non,oui,,0,0,0,217,109,109,0,0,0,0,DE_1961_A_1974,35238000LP0028,35238,000,LP,0028,,,,,,,,,,,1,Le Blosne,QP035005,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1050079,professionnel,INOVA 83973400100028,83973400100028,6832A,RENNES,Mandat en cours,LE CARRE SOLFERINO,27 Boulevard Solférino et 16/18 Avenue des Français Libres 35000 RENNES,27 Boulevard Solférino et 16/18 Avenue des Français Libres,35000,RENNES,,,,0,-1.668365,48.10497,2002-12-20,non,non,oui,,1,0,0,266,81,81,185,0,0,0,DE_2001_A_2010,35238000BR0703,35238,000,BR,0703,35238000BR0702,35238,000,BR,0702,,,,,,2,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1052133,professionnel,INOVA 83973400100028,83973400100028,6832A,RENNES,Mandat en cours,LE PRESIDIAL,"11, 13, 15 Cours Raphaël Binet 35000 RENNES","11, 13, 15 Cours Raphaël Binet",35000,RENNES,,,,0,-1.68628,48.103872,1989-12-21,non,non,oui,,1,0,0,248,83,83,84,0,0,0,NON_CONNUE,35238000DH0305,35238,000,DH,0305,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1243054,professionnel,DLJ GESTION 39342930300034,39342930300034,6832A,CESSON SEVIGNE,Mandat en cours,RESIDENCE PARC DES TANNEURS,3 r des tanneurs 35700 Rennes,3 r des tanneurs,35700,Rennes,5 r des tanneurs 35700 Rennes,,,1,-1.672872,48.120315,2005-12-09,non,non,oui,,0,0,0,288,104,104,112,0,0,0,DE_2001_A_2010,35238000AS0282,35238,000,AS,0282,35238000AS0286,35238,000,AS,0286,35238000AS0294,35238,000,AS,0294,4,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1283225,professionnel,CABINET HARDY 40380764700017,40380764700017,6832A,RENNES,Mandat en cours,CAMILLE CLAUDEL,11 r de la quintaine 35000 Rennes,11 r de la quintaine,35000,Rennes,15 r de la quintaine 35000 Rennes,13 r de la quintaine 35000 Rennes,,2,-1.687046,48.114019,1991-02-21,non,non,oui,,0,0,0,96,36,36,34,0,0,0,DE_1975_A_1993,35238000AC1100,35238,000,AC,1100,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1283639,professionnel,CABINET HARDY 40380764700017,40380764700017,6832A,RENNES,Mandat en cours,LOUVEAU 1 rue,1 r isidore louveau 35700 Rennes,1 r isidore louveau,35700,Rennes,3 r isidore louveau 35700 Rennes,5 r isidore louveau 35700 Rennes,,2,-1.667892,48.12058,1955-12-14,non,non,oui,,0,0,0,62,39,39,23,0,0,0,DE_1949_A_1960,35238000BC0317,35238,000,BC,0317,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35055,AA1284132,professionnel,CABINET HARDY 40380764700017,40380764700017,6832A,RENNES,Mandat en cours,VANCELLES,1 sq du badier 35135 Chantepie,1 sq du badier,35135,Chantepie,6 sq du badier 35135 Chantepie,5 sq du badier 35135 Chantepie,4 sq du badier 35135 Chantepie,5,-1.61947,48.085122,1984-09-12,non,non,oui,,0,0,0,86,39,39,38,0,0,0,DE_1975_A_1993,35055000AO0104,35055,000,AO,0104,35055000AO0101,35055,000,AO,0101,35055000AO0100,35055,000,AO,0100,4,,,Non,Non,Non,35055,Chantepie,35055,Chantepie,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1284967,professionnel,CABINET HARDY 40380764700017,40380764700017,6832A,RENNES,Mandat en cours,CHESNAIE,4 r moreau de jonnes 35000 Rennes,4 r moreau de jonnes,35000,Rennes,,,,0,-1.654892,48.108884,1988-09-30,non,non,oui,,0,0,0,59,18,18,31,0,0,0,DE_1975_A_1993,35238000BO0174,35238,000,BO,0174,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1285790,professionnel,CABINET HARDY 40380764700017,40380764700017,6832A,RENNES,Mandat en cours,ILLE,109 r d'antrain 35700 Rennes,109 r d'antrain,35700,Rennes,,,,0,-1.670402,48.121742,1989-02-09,non,non,oui,,0,0,0,62,21,21,27,0,0,0,DE_1975_A_1993,35238000AS0231,35238,000,AS,0231,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1368208,professionnel,CABINET HARDY 40380764700017,40380764700017,6832A,RENNES,Mandat en cours,ALMA 12 rue,12 r de l'alma 35000 Rennes,12 r de l'alma,35000,Rennes,,,,0,-1.677282,48.103979,1980-06-30,non,non,oui,,0,0,0,24,14,12,0,0,0,0,AVANT_1949,35238000BT0096,35238,000,BT,0096,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1368539,professionnel,CABINET HARDY 40380764700017,40380764700017,6832A,RENNES,Mandat en cours,DOLIVET 11 bis rue,11B r dolivet 35200 Rennes,11B r dolivet,35200,Rennes,,,,0,-1.689655,48.093184,1989-02-03,non,non,oui,,0,0,0,24,8,8,8,0,0,0,DE_1975_A_1993,35238000CY0726,35238,000,CY,0726,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1368794,professionnel,CABINET HARDY 40380764700017,40380764700017,6832A,RENNES,Mandat en cours,GABRIEL FAURE 28 rue,28 r gabriel faure 35000 Rennes,28 r gabriel faure,35000,Rennes,,,,0,-1.668723,48.095102,1955-03-21,non,non,oui,,0,0,0,8,8,8,0,0,0,0,DE_1949_A_1960,35238000BW0326,35238,000,BW,0326,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1368877,professionnel,CABINET HARDY 40380764700017,40380764700017,6832A,RENNES,Mandat en cours,KERATRY 16 rue,16 r keratry 35200 Rennes,16 r keratry,35200,Rennes,,,,0,-1.650452,48.096751,1958-10-06,non,non,oui,,0,0,0,42,13,13,13,0,0,0,DE_1949_A_1960,35238000CR0504,35238,000,CR,0504,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AA1415801,professionnel,DLJ GESTION 39342930300034,39342930300034,6832A,CESSON SEVIGNE,Mandat en cours,LE CLUB SAINT MARTIN,35 r d'antrain 35700 Rennes,35 r d'antrain,35700,Rennes,35 r d'antrain 35700 Rennes,,,1,-1.676807,48.117943,2003-04-18,oui,non,oui,,0,0,0,240,180,180,60,0,0,0,DE_2001_A_2010,35238000AB0917,35238,000,AB,0917,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
