EPCI,Commune,Numéro d'immatriculation,Type de syndic : bénévole / professionnel / non connu,Identification du représentant légal  (raison sociale et le numéro SIRET du syndic professionnel ou Civilité/prénom/ nom du syndic bénévole ou coopératif),Siret représentant légal (si existe),Code APE,Commune du représentant légal,Mandat en cours dans la copropriété,Nom d’usage de la copropriété,Adresse de référence,Numéro et Voie (adresse de référence),Code postal (adresse de référence),Commune (adresse de référence),Adresse complémentaire 1,Adresse complémentaire 2,Adresse complémentaire 3,Nombre d'adresses complémentaires,long,lat,Date du règlement de copropriété,Résidence service,Syndicat coopératif,Syndicat principal ou syndicat secondaire,"Si secondaire, n° d’immatriculation du principal",Nombre d’ASL auxquelles est rattaché le syndicat de copropriétaires,Nombre d’AFUL auxquelles est rattaché le syndicat de copropriétaires,Nombre d’Unions de syndicats auxquelles est rattaché le syndicat de copropriétaires,Nombre total de lots,"Nombre total de lots à usage d’habitation, de bureaux ou de commerces",Nombre de lots à usage d’habitation,Nombre de lots de stationnement,Nombre d'arrêtés relevant du code de la santé publique en cours,Nombre d'arrêtés de péril sur les parties communes en cours,Nombre d'arrêtés sur les équipements communs en cours,Période de construction,Référence Cadastrale 1,Code INSEE commune 1,Préfixe 1,Section 1,Numéro parcelle 1,Référence Cadastrale 2,Code INSEE commune 2,Préfixe 2,Section 2,Numéro parcelle 2,Référence Cadastrale 3,Code INSEE commune 3,Préfixe 3,Section 3,Numéro parcelle 3,Nombre de parcelles cadastrales,nom_qp,code_qp,Copro dans ACV,Copro dans PVD,Copro aidée,Code Officiel Commune,Nom Officiel Commune,Code Officiel Arrondissement Commune,Nom Officiel Arrondissement Commune,Code Officiel EPCI,Nom Officiel EPCI,Code Officiel Département,Nom Officiel Département,Code Officiel Région,Nom Officiel Région
243500139,35131,AC9279217,professionnel,SEVIGNE IMMOBILIER 81746307800037,81746307800037,6832A,CESSON-SEVIGNE,Mandat en cours,LES AQUARELLES,32 r de rennes 35590 L HERMITAGE,32 r de rennes,35590,L HERMITAGE,,,,0,-1.810539,48.124303,2011-05-09,non,non,oui,,1,0,0,121,51,51,70,0,0,0,A_COMPTER_DE_2011,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35131,L'Hermitage,35131,L'Hermitage,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35210,AC9282757,non connu,non connu,,non connu,non connu,Pas de mandat en cours,LES JARDINS DE LA TEILLAIS,10 r pierre haudepin 35740 PACE,10 r pierre haudepin,35740,PACE,,,,0,-1.768834,48.144424,1997-02-18,non,non,oui,,0,0,0,9,9,9,0,0,0,0,DE_1994_A_2000,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35210,Pacé,35210,Pacé,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9287053,professionnel,SEVIGNE IMMOBILIER 81746307800037,81746307800037,6832A,CESSON-SEVIGNE,Mandat en cours,RESIDENCE DEGLAND,9 rle degland 35000 RENNES,9 rle degland,35000,RENNES,,,,0,-1.665273,48.11156,1987-11-06,non,non,oui,,0,0,0,17,8,8,8,0,0,0,AVANT_1949,,35238,,BN,0459,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35051,AC9322025,non connu,non connu,,non connu,non connu,Pas de mandat en cours,CHAMP DU MOULIN,4 r du champ du moulin 35510 CESSON SEVIGNE,4 r du champ du moulin,35510,CESSON SEVIGNE,,,,0,-1.613461,48.113405,1995-09-30,non,non,oui,,0,0,0,13,6,6,7,0,0,0,DE_1994_A_2000,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35051,Cesson-Sévigné,35051,Cesson-Sévigné,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9325333,professionnel,SEVIGNE IMMOBILIER 81746307800037,81746307800037,6832A,CESSON-SEVIGNE,Mandat en cours,3 RUE COULABIN,3 r coulabin 35000 RENNES,3 r coulabin,35000,RENNES,,,,0,-1.691809,48.109666,1941-08-29,non,non,oui,,0,0,0,17,9,7,1,0,0,0,AVANT_1949,35238000AE0234,35238,000,AE,0234,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9354374,professionnel,NEXITY LAMY 48753009902584,48753009902584,6832A,PARIS 8,Mandat en cours,VILLA ALEXANDRINE - MS88178,138 r de chateaugiron 35000 Rennes,138 r de chateaugiron,35000,Rennes,,,,0,-1.64637,48.099255,2010-10-28,non,non,oui,,0,0,0,35,16,16,19,0,0,0,A_COMPTER_DE_2011,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9386392,professionnel,SEVIGNE IMMOBILIER 81746307800037,81746307800037,6832A,CESSON-SEVIGNE,Mandat en cours,PARK AVENUE,11-15 r jean marin 35000 RENNES,11-15 r jean marin,35000,RENNES,,,,0,-1.66276,48.137519,2012-12-04,non,non,oui,,0,0,0,93,73,73,0,0,0,0,A_COMPTER_DE_2011,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35001,AC9463761,professionnel,SEVIGNE IMMOBILIER 81746307800037,81746307800037,6832A,CESSON-SEVIGNE,Mandat en cours,SQUARE ST GEORGES,2 r du calvaire 35690 ACIGNE,2 r du calvaire,35690,ACIGNE,,,,0,-1.537175,48.131964,1994-12-06,non,non,oui,,0,0,0,51,26,26,25,0,0,0,DE_1994_A_2000,35001000AB1206,35001,000,AB,1206,,,,,,,,,,,1,,,Non,Non,Non,35001,Acigné,35001,Acigné,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9467234,non connu,non connu,,non connu,non connu,Pas de mandat en cours,LES CAMÉLIAS,31 av monseigneur mouezy 35000 RENNES,31 av monseigneur mouezy,35000,RENNES,,,,0,-1.652541,48.103192,1995-05-11,non,non,oui,,0,0,0,12,10,10,2,0,0,0,DE_1994_A_2000,,35238,,CH,0534,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9475492,non connu,non connu,,non connu,non connu,Pas de mandat en cours,64 RUE DANTON,64 r danton 35700 Rennes,64 r danton,35700,Rennes,,,,0,-1.651569,48.118749,1994-01-11,non,non,oui,,0,0,0,37,18,18,19,0,0,0,DE_1994_A_2000,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35051,AC9488289,professionnel,SEVIGNE IMMOBILIER 81746307800037,81746307800037,6832A,CESSON-SEVIGNE,Mandat en cours,CARRE HUBLAIS,37-39 r de rennes 35510 CESSON SEVIGNE,37-39 r de rennes,35510,CESSON SEVIGNE,,,,0,-1.615411,48.114145,2015-07-08,non,non,oui,,0,0,0,107,51,51,56,0,0,0,AVANT_1949,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35051,Cesson-Sévigné,35051,Cesson-Sévigné,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35066,AC9502386,professionnel,SEVIGNE IMMOBILIER 81746307800037,81746307800037,6832A,CESSON-SEVIGNE,Mandat en cours,LES FLORIANES,2-4 pl rene cassin 35131 CHARTRES DE BRETAGNE,2-4 pl rene cassin,35131,CHARTRES DE BRETAGNE,8 av de la marionnais 35131 Chartres-de-Bretagne,10 av de la marionnais 35131 Chartres-de-Bretagne,12 av de la marionnais 35131 Chartres-de-Bretagne,3,-1.70606,48.040897,1999-03-16,non,non,oui,,0,0,0,87,43,38,44,0,0,0,DE_1994_A_2000,35066000AM0939,35066,000,AM,0939,,,,,,,,,,,1,,,Non,Non,Non,35066,Chartres-de-Bretagne,35066,Chartres-de-Bretagne,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9531336,professionnel,ILLIMO 49330405900030,49330405900030,6831Z,MONTGERMONT,Mandat en cours,SDC 21 RUE ANGE BLAISE - RENNES,21 r ange blaize 35000 Rennes,21 r ange blaize,35000,Rennes,,,,0,-1.683833,48.099753,1984-12-14,non,non,oui,,0,0,0,14,6,6,0,0,0,0,AVANT_1949,35238000BV0034,35238,000,BV,0034,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9555426,professionnel,NEXITY LAMY 48753009902584,48753009902584,6832A,PARIS 8,Mandat en cours,14 RUE JOSEPH SAUVEUR - MS7973,14 r joseph sauveur 35000 Rennes,14 r joseph sauveur,35000,Rennes,,,,0,-1.672889,48.108949,1982-04-16,non,non,oui,,0,0,0,8,8,8,0,0,0,0,DE_1975_A_1993,35238000BR0321,35238,000,BR,0321,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9556176,professionnel,NEXITY LAMY 48753009902584,48753009902584,6832A,PARIS 8,Mandat en cours,14 RUE LEON - MS8079,14 r de leon 35000 Rennes,14 r de leon,35000,Rennes,,,,0,-1.67035,48.108453,1965-03-24,non,non,oui,,0,0,0,33,8,8,1,0,0,0,AVANT_1949,352380000P0778,35238,000,0P,0778,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9560459,professionnel,INOVA 83973400100028,83973400100028,6832A,RENNES,Mandat en cours,LES RESIDENCES FRANKLIN,17-21 bd franklin roosevelt 35200 RENNES,17-21 bd franklin roosevelt,35200,RENNES,17A-17B-17C-19-21 bd Franklin 35200 RENNES,17A-17B-17C-19-21 bd Franklin 35200 RENNES,,2,-1.659924,48.096557,1999-06-30,non,non,oui,,0,0,0,123,48,47,70,0,0,0,DE_1994_A_2000,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9560780,professionnel,NEXITY LAMY 48753009902584,48753009902584,6832A,PARIS 8,Mandat en cours,86 RUE ANGE BLAISE - MS8132,86 r ange blaize 35000 Rennes,86 r ange blaize,35000,Rennes,,,,0,-1.677745,48.100082,1973-09-29,non,non,oui,,0,0,0,30,9,9,10,0,0,0,DE_1961_A_1974,35238000BV0454,35238,000,BV,0454,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9562760,professionnel,NEXITY LAMY 48753009902584,48753009902584,6832A,PARIS 8,Mandat en cours,13 BLD SOLFERINO - MS7969,13 bd solferino 35000 Rennes,13 bd solferino,35000,Rennes,,,,0,-1.670319,48.104607,2012-07-09,non,non,oui,,0,0,0,13,6,6,3,0,0,0,AVANT_1949,35238000BR0213,35238,000,BR,0213,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35047,AC9566803,professionnel,CABINET GENDROT 38903689800028,38903689800028,6832A,BRUZ,Mandat en cours,SDC JULES TRICAULT,13B av jules tricault 35170 Bruz,13B av jules tricault,35170,Bruz,,,,0,-1.748483,48.026159,1991-12-06,non,non,oui,,0,0,0,25,10,10,12,0,0,0,DE_1975_A_1993,35047000AT0675,35047,000,AT,0675,,,,,,,,,,,1,,,Non,Non,Non,35047,Bruz,35047,Bruz,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9567066,non connu,non connu,,non connu,non connu,Pas de mandat en cours,SDC LE FLORA,60 bd de la guerinais 35000 Rennes,60 bd de la guerinais,35000,Rennes,,,,0,-1.710871,48.098574,1989-11-15,non,non,oui,,0,0,0,34,15,14,19,0,0,0,DE_1994_A_2000,35238000DP0175,35238,000,DP,0175,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9567637,professionnel,CABINET GENDROT 38903689800028,38903689800028,6832A,BRUZ,Mandat en cours,SDC VILLA CAMPUS,3 r gustave charpentier 35700 Rennes,3 r gustave charpentier,35700,Rennes,,,,0,-1.657583,48.125586,1991-02-09,non,non,oui,,0,0,0,53,23,23,30,0,0,0,DE_1975_A_1993,35238000AX0149,35238,000,AX,0149,,,,,,,,,,,1,Maurepas,QP035004,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35066,AC9569534,professionnel,CABINET GENDROT 38903689800028,38903689800028,6832A,BRUZ,Mandat en cours,SDC VICTOR HUGO,68 av du general de gaulle 35131 Chartres-de-Bretagne,68 av du general de gaulle,35131,Chartres-de-Bretagne,6 all de taillebois 35131 Chartres-de-Bretagne,4 all de taillebois 35131 Chartres-de-Bretagne,2 all de taillebois 35131 Chartres-de-Bretagne,8,-1.712456,48.041402,1992-12-29,non,non,oui,,0,0,0,133,44,44,89,0,0,0,DE_1975_A_1993,35066000AN0483,35066,000,AN,0483,,,,,,,,,,,1,,,Non,Non,Non,35066,Chartres-de-Bretagne,35066,Chartres-de-Bretagne,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9570920,professionnel,CABINET GENDROT 38903689800028,38903689800028,6832A,BRUZ,Mandat en cours,SDC ILE DE FRANCE,228A r saint-malo 35000 Rennes,228A r saint-malo,35000,Rennes,,,,0,-1.685343,48.125273,1989-01-25,non,non,oui,,0,0,0,33,13,13,20,0,0,0,DE_1975_A_1993,35238000AP0734,35238,000,AP,0734,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35066,AC9571597,non connu,non connu,,non connu,non connu,Pas de mandat en cours,SDC CROIX AUX POTIERS,2 r etienne lenoir 35131 Chartres-de-Bretagne,2 r etienne lenoir,35131,Chartres-de-Bretagne,4 r etienne lenoir 35131 Chartres-de-Bretagne,6 r etienne lenoir 35131 Chartres-de-Bretagne,8 r etienne lenoir 35131 Chartres-de-Bretagne,10,-1.712612,48.0443,1989-10-20,non,non,oui,,0,0,0,72,36,36,36,0,0,0,DE_1975_A_1993,35066000AN0482,35066,000,AN,0482,,,,,,,,,,,1,,,Non,Non,Non,35066,Chartres-de-Bretagne,35066,Chartres-de-Bretagne,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35334,AC9573163,professionnel,DLJ GESTION 39342930300034,39342930300034,6832A,CESSON SEVIGNE,Mandat en cours,SDC DUGUESCLIN,9 r du guesclin 35235 Thorigné-Fouillard,9 r du guesclin,35235,Thorigné-Fouillard,,,,0,-1.584658,48.157703,1993-05-28,non,non,oui,,0,0,0,59,18,18,36,0,0,0,DE_1994_A_2000,35334000AL0245,35334,000,AL,0245,,,,,,,,,,,1,,,Non,Non,Non,35334,Thorigné-Fouillard,35334,Thorigné-Fouillard,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35066,AC9588278,professionnel,CABINET GENDROT 38903689800028,38903689800028,6832A,BRUZ,Mandat en cours,SDC EOLE,60 av de la chaussairie 35131 Chartres-de-Bretagne,60 av de la chaussairie,35131,Chartres-de-Bretagne,62 av de la chaussairie 35131 Chartres-de-Bretagne,,,1,-1.711889,48.033489,1994-04-25,non,non,oui,,0,0,0,36,16,16,16,0,0,0,DE_1994_A_2000,35066000AP0035,35066,000,AP,0035,,,,,,,,,,,1,,,Non,Non,Non,35066,Chartres-de-Bretagne,35066,Chartres-de-Bretagne,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35047,AC9589755,professionnel,CABINET GENDROT 38903689800028,38903689800028,6832A,BRUZ,Mandat en cours,SDC LE PARC AU CEDRE,17 av alphonse legault 35170 Bruz,17 av alphonse legault,35170,Bruz,17B av alphonse legault 35170 Bruz,,,1,-1.742838,48.025148,1994-03-03,non,non,oui,,0,0,0,85,42,42,42,0,0,0,DE_1994_A_2000,35047000AS0956,35047,000,AS,0956,,,,,,,,,,,1,,,Non,Non,Non,35047,Bruz,35047,Bruz,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35047,AC9601873,professionnel,CABINET GENDROT 38903689800028,38903689800028,6832A,BRUZ,Mandat en cours,SDC ANTARES,51 av des romains 35170 Bruz,51 av des romains,35170,Bruz,75 av des romains 35170 Bruz,73 av des romains 35170 Bruz,71 av des romains 35170 Bruz,12,-1.73752,48.029135,1990-03-09,non,non,oui,,0,0,0,26,13,13,13,0,0,0,DE_1975_A_1993,35047000BE0121,35047,000,BE,0121,,,,,,,,,,,1,,,Non,Non,Non,35047,Bruz,35047,Bruz,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35051,AC9602947,professionnel,SEVIGNE IMMOBILIER 81746307800037,81746307800037,6832A,CESSON-SEVIGNE,Mandat en cours,RESIDENCES SEVIGNE BAT B,2 r du calvaire 35510 CESSON SEVIGNE,2 r du calvaire,35510,CESSON SEVIGNE,1 rue St Martin 35510 CESSON SEVIGNE,,,1,-1.605871,48.11727,1999-08-02,non,non,oui,,0,0,0,84,23,17,61,0,0,0,DE_1994_A_2000,35051000ar0254,35051,000,ar,0254,,,,,,,,,,,1,,,Non,Non,Non,35051,Cesson-Sévigné,35051,Cesson-Sévigné,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35051,AC9603028,professionnel,SEVIGNE IMMOBILIER 81746307800037,81746307800037,6832A,CESSON-SEVIGNE,Mandat en cours,RESIDENCES SEVIGNE BAT C,4-6 r saint-martin 35510 CESSON SEVIGNE,4-6 r saint-martin,35510,CESSON SEVIGNE,4 et 6 Rue St Martin 35510 CESSON SEVIGNE,,,1,-1.605461,48.117811,1999-07-20,non,non,oui,,0,0,0,82,35,31,47,0,0,0,DE_1994_A_2000,35051000ar0256,35051,000,ar,0256,35051000ar0257,35051,000,ar,0257,35051000ar0258,35051,000,ar,0258,3,,,Non,Non,Non,35051,Cesson-Sévigné,35051,Cesson-Sévigné,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35363,AC9603937,professionnel,CABINET GENDROT 38903689800028,38903689800028,6832A,BRUZ,Mandat en cours,SDC PATIO DES CHENES,"allée du patio des chenes, 35131 Pont-Péan","allée du patio des chenes,",35131,Pont-Péan,,,,0,-1.702352,48.011322,1996-10-17,non,non,oui,,0,0,0,118,42,42,76,0,0,0,DE_1994_A_2000,35363000AJ0398,35363,000,AJ,0398,35363000AJ0397,35363,000,AJ,0397,,,,,,2,,,Non,Non,Non,35363,Pont-Péan,35363,Pont-Péan,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35047,AC9605593,professionnel,CABINET GENDROT 38903689800028,38903689800028,6832A,BRUZ,Mandat en cours,SDC VILLA FRAGONARD,37 r de la rabine 35170 Bruz,37 r de la rabine,35170,Bruz,,,,0,-1.762913,48.02211,1994-09-20,non,non,oui,,0,0,0,63,30,30,33,0,0,0,DE_1994_A_2000,35047000CE0330,35047,000,CE,0330,,,,,,,,,,,1,,,Non,Non,Non,35047,Bruz,35047,Bruz,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9607086,non connu,non connu,,non connu,non connu,Pas de mandat en cours,ST FRANCOIS 20 RUE DE LORIENT - MS8059,20E r de lorient 35000 Rennes,20E r de lorient,35000,Rennes,,,,0,-1.70014,48.108317,1986-08-28,non,non,oui,,0,0,0,22,12,12,10,0,0,0,DE_1975_A_1993,35238000AH0067,35238,000,AH,0067,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35066,AC9607169,professionnel,CABINET GENDROT 38903689800028,38903689800028,6832A,BRUZ,Mandat en cours,SDC PORTE NOTRE DAME,38 r antoine chatel 35131 Chartres-de-Bretagne,38 r antoine chatel,35131,Chartres-de-Bretagne,40 r antoine chatel 35131 Chartres-de-Bretagne,42 r antoine chatel 35131 Chartres-de-Bretagne,44 r antoine chatel 35131 Chartres-de-Bretagne,9,-1.696963,48.041161,1999-02-10,non,non,oui,,0,0,0,61,21,21,40,0,0,0,DE_1994_A_2000,35066000AI0429,35066,000,AI,0429,,,,,,,,,,,1,,,Non,Non,Non,35066,Chartres-de-Bretagne,35066,Chartres-de-Bretagne,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9608803,professionnel,NEXITY LAMY 48753009902584,48753009902584,6832A,PARIS 8,Mandat en cours,132 RUE DE VERN - MS8084,132 r de vern 35200 Rennes,132 r de vern,35200,Rennes,,,,0,-1.650939,48.095391,1955-11-05,non,non,oui,,0,0,0,11,11,11,0,0,0,0,DE_1949_A_1960,35238000CR0222,35238,000,CR,0222,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35281,AC9609066,professionnel,NEXITY LAMY 48753009902584,48753009902584,6832A,PARIS 8,Mandat en cours,LA CROIX BLANCHE - MS8089,236B r de nantes 35136 Saint-Jacques-de-la-Lande,236B r de nantes,35136,Saint-Jacques-de-la-Lande,,,,0,-1.689972,48.095383,2003-02-07,non,non,oui,,0,0,0,48,19,19,28,0,0,0,DE_2001_A_2010,35281000AB0157,35281,000,AB,0157,35281000AB0156,35281,000,AB,0156,,,,,,2,,,Non,Non,Non,35281,Saint-Jacques-de-la-Lande,35281,Saint-Jacques-de-la-Lande,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9609488,professionnel,NEXITY LAMY 48753009902584,48753009902584,6832A,PARIS 8,Mandat en cours,32 AVENUE GROS MALHON - MS8165,32 av gros malhon 35000 Rennes,32 av gros malhon,35000,Rennes,,,,0,-1.681514,48.124244,1982-07-29,non,non,oui,,0,0,0,31,14,12,8,0,0,0,DE_1975_A_1993,35238000AR0270,35238,000,AR,0270,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9609892,professionnel,NEXITY LAMY 48753009902584,48753009902584,6832A,PARIS 8,Mandat en cours,9 RUE DES FRANCS BOURGEOIS - MS8166,9 r des francs bourgeois 35000 Rennes,9 r des francs bourgeois,35000,Rennes,,,,0,-1.67475,48.110589,1958-04-02,non,non,oui,,0,0,0,16,4,4,4,0,0,0,DE_1949_A_1960,35238000BE0478,35238,000,BE,0478,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9610031,professionnel,NEXITY LAMY 48753009902584,48753009902584,6832A,PARIS 8,Mandat en cours,DOCTEUR ROUX - MS9067,8 r du docteur roux 35000 Rennes,8 r du docteur roux,35000,Rennes,,,,0,-1.683129,48.103437,1936-04-25,non,non,oui,,0,0,0,24,12,12,0,0,0,0,AVANT_1949,35238000DI0028,35238,000,DI,0028,35238000DI0028,35238,000,DI,0028,,,,,,2,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9611443,professionnel,FONCIA ARMOR 41133158000133,41133158000133,6831Z,RENNES,Mandat en cours,GROS CHENE 1ERE TRANCHE,27-33 crs de bilbao 35200 RENNES,27-33 crs de bilbao,35200,RENNES,,,,0,-1.670661,48.086149,1975-01-22,non,non,oui,,0,0,0,32,32,32,0,0,0,0,DE_1975_A_1993,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35001,AC9612763,non connu,non connu,,non connu,non connu,Pas de mandat en cours,RÉSIDENCE PLEIN SUD BÂT B,49-65 r de la timoniere 35690 ACIGNE,49-65 r de la timoniere,35690,ACIGNE,rue de la Timonière 35690 ACIGNE,,,1,-1.525001,48.135563,2002-03-24,non,non,oui,,0,0,0,21,9,9,12,0,0,0,DE_1994_A_2000,,35001,,AH,0580,,,,,,,,,,,1,,,Non,Non,Non,35001,Acigné,35001,Acigné,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9613001,professionnel,NEXITY LAMY 48753009902584,48753009902584,6832A,PARIS 8,Mandat en cours,1 TOULOUSE & 9 CHATEAURENAULT - MS8060,1 r de toulouse 35000 Rennes,1 r de toulouse,35000,Rennes,,,,0,-1.680492,48.112375,1973-11-23,non,non,oui,,0,0,0,36,11,7,0,0,0,0,DE_1975_A_1993,35238000AC0496,35238,000,AC,0496,,,,,,,,,,,1,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9615329,professionnel,FONCIA ARMOR 41133158000133,41133158000133,6831Z,RENNES,Mandat en cours,JACQUES MARIE GLEZEN,1 all jacques marie glezen 35000 Rennes,1 all jacques marie glezen,35000,Rennes,1 ALLEE JM GLEZEN 35000 RENNES,,,1,-1.672587,48.111555,1972-12-26,non,non,oui,,0,0,0,16,16,8,0,0,0,0,AVANT_1949,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9621426,professionnel,FONCIA ARMOR 41133158000133,41133158000133,6831Z,RENNES,Mandat en cours,LES JARDINS DE L'ORIENT,26-40 r du chp de la justice 35000 Rennes,26-40 r du chp de la justice,35000,Rennes,,,,0,-1.70803,48.110872,2006-06-15,non,non,oui,,0,0,0,26,18,18,8,0,0,0,DE_2001_A_2010,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35238,AC9623653,non connu,non connu,,non connu,non connu,Pas de mandat en cours,LES JARDINS DE BAGATELLE,154-156 r de vern 35000 RENNES,154-156 r de vern,35000,RENNES,31 r monsieur vincent 35000 RENNES,33 r monsieur vincent 35000 RENNES,,2,-1.648577,48.093625,2009-01-01,non,non,oui,,0,0,0,116,48,48,11,0,0,0,A_COMPTER_DE_2011,,,,,,,,,,,,,,,,0,,,Non,Non,Non,35238,Rennes,35238,Rennes,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
243500139,35001,AC9626136,non connu,non connu,,non connu,non connu,Pas de mandat en cours,LES HAUTS DE LA TIMONIERE,85 r de la timoniere 35690 ACIGNE,85 r de la timoniere,35690,ACIGNE,35690 ACIGNE,,,1,-1.526681,48.136945,2003-06-26,non,non,oui,,0,0,0,50,17,17,32,0,0,0,DE_1994_A_2000,,35001,,AH,0561,,,,,,,,,,,1,,,Non,Non,Non,35001,Acigné,35001,Acigné,243500139,Rennes Métropole,35,Ille-et-Vilaine,53,Bretagne
