nom,adresse,CP,commune,commune (COG),département,région,région (COG),longitude (X),latitude (Y),type(s) de handicap(s) indicatif(s),URL et ID Onisep,date création,date de modification
Réseau loisirs pluriel,43 square de la Mettrie,35700,Rennes,35238,35 - Ille-et-Vilaine,Bretagne,53,-1.6686457,48.1298209,Tous types de handicaps,https://www.onisep.fr/http/redirection/organisme_information/slug/INFO.3954,29/04/2024,29/04/2024
