declaration_creation,declaration_modification,declarant_ID_sibil,declarant_nom,declarant_nom_usuel,declarant_statut,demandeur_ID_sibil,demandeur_role,declarant_siret,declarant_code_postal,declarant_ville,declarant_departement,declarant_region,declarant_numero_dossier,declarant_numero_licence,declaration_ID_sibil,declaration_ID_externe,declaration_date_representation,declaration_statut,declaration_cause_erreur,declaration_gestionnaires_multiples,festival_ID_parent_sibil,festival_nom_parent,festival_ID_sibil,festival_nom,festival_ville,festival_code_postal,festival_date_creation,festival_statut,festival_contributeur_ID_sibil,festival_validateur_ID_sibil,festival_cause_erreur_adresse,lieu_ID_parent_sibil,lieu_nom_parent,lieu_ID_sibil,lieu_nom,lieu_nom_usuel,lieu_adresse,lieu_code_postal,lieu_ville,lieu_siret,lieu_departement_code,lieu_departement_nom,lieu_date_creation,lieu_statut,lieu_contributeur_ID_sibil,lieu_validateur_ID_sibil,lieu_cause_erreur_adresse
2023-12-16,2023-12-16,1584,ORCHESTRE NATIONAL DE BRETAGNE,ORCHESTRE NATIONAL DE BRETAGNE,Activé,5671,ROLE_DECLARANT2,35010209100021,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20183137,2-1054646,255385,,2023-10-19,CLOTURE,,false,,,,,,,,,,,,,,9345,OPÉRA DE RENNES,Opéra de Rennes,PLACE DE LA MAIRIE,35000,RENNES,,35,Ille-et-Vilaine,2021-06-01,VALIDE,2015,89,Adresse
2023-12-21,2023-12-21,572,CENTRE CULTUREL TRIANGLE,LE TRIANGLE,Activé,631,ROLE_DECLARANT1,32327735000035,35200,RENNES,Ille-et-Vilaine,Bretagne,,3-1014237,256918,,2023-10-18,CLOTURE,,false,,,,,,,,,,,,,,2390,CENTRE CULTUREL TRIANGLE,,BD  DE YOUGOSLAVIE,35200,RENNES,32327735000035,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2023-10-30,2023-10-30,3820,THEATRE L'AIRE LIBRE,,Activé,5626,ROLE_DECLARANT1,92262510800019,35136,SAINT-JACQUES-DE-LA-LANDE,Ille-et-Vilaine,Bretagne,,PLATESV-D-2023-000211,244668,,2023-10-18,CLOTURE,,true,,,,,,,,,,,,2807,L'AIRE LIBRE,18263,THÉÂTRE L'AIRE LIBRE,,2 PLACE JULES VALLÈS,35136,SAINT-JACQUES-DE-LA-LANDE,,35,Ille-et-Vilaine,2023-05-22,FUSIONNE,5047,,
2023-10-18,2023-10-19,610,COMMUNE DE CHARTRES DE BRETAGNE,MAIRIE,Activé,638,ROLE_DECLARANT1,21350066300017,35131,CHARTRES DE BRETAGNE,Ille-et-Vilaine,Bretagne,DOS20179174,1-1107987,241355,,2023-10-17,CLOTURE,,false,,,,,,,,,,,,,,7572,CENTRE CULTUREL PÔLE SUD,,RUE DE LA CONTERIE,35131,CHARTRES-DE-BRETAGNE,,35,Ille-et-Vilaine,2020-01-22,VALIDE,638,,
2023-10-18,2023-10-18,610,COMMUNE DE CHARTRES DE BRETAGNE,MAIRIE,Activé,638,ROLE_DECLARANT1,21350066300017,35131,CHARTRES DE BRETAGNE,Ille-et-Vilaine,Bretagne,DOS20179174,1-1107987,241333,,2023-12-10,CLOTURE,,false,,,,,,,,,,,,,,7572,CENTRE CULTUREL PÔLE SUD,,RUE DE LA CONTERIE,35131,CHARTRES-DE-BRETAGNE,,35,Ille-et-Vilaine,2020-01-22,VALIDE,638,,
2024-12-03,2024-12-03,58,THEATRE NATIONAL DE BRETAGNE - T.N.B. CENTRE EUROPEEN DE PRODUCTION THEATRALE ET CHOREGRAPHIQUE,THEATRE NATIONAL DE BRETAGNE - T.N.B.,Activé,53,ROLE_DECLARANT1,37921397800016,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1099111,279041,,2024-01-24,CLOTURE,,false,,,,,,,,,,,,,,20426,TNB,,1 RUE SAINT-HÉLIER,35000,RENNES,,35,Ille-et-Vilaine,2024-09-01,VALIDE,53,5238,
2024-03-25,2024-03-25,542,ASSOCIATION TRANS MUSICALES,ATM,Activé,597,ROLE_DECLARANT1,33886426700020,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1032090,282622,,2024-01-18,CLOTURE,,false,,,,,,,,,,,,2674,ANTIPODE MJC RENNES,8903,ANTIPODE MJC,,2 RUE ANDRÉ TRASBOT,35000,RENNES,,35,Ille-et-Vilaine,2020-10-11,FUSIONNE,597,,
2024-01-19,2024-01-19,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,265948,/event_dates/1247172,2024-01-13,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-02-04,2024-02-04,1416,COMMUNE DE BRUZ,LE GRAND LOGIS - VILLE DE BRUZ,Activé,1831,ROLE_SIB,21350047300151,35170,BRUZ,Ille-et-Vilaine,Bretagne,DOS20187008,1-1114454,285019,291,2024-11-01,CLOTURE,,false,,,,,,,,,,,,,,2089,COMMUNE DE BRUZ,,10  AV  DU GENERAL DE GAULLE,35170,BRUZ,21350047300151,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2024-02-29,2024-02-29,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,276667,,2024-10-01,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2024-12-03,2024-12-03,58,THEATRE NATIONAL DE BRETAGNE - T.N.B. CENTRE EUROPEEN DE PRODUCTION THEATRALE ET CHOREGRAPHIQUE,THEATRE NATIONAL DE BRETAGNE - T.N.B.,Activé,53,ROLE_DECLARANT1,37921397800016,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1099111,279040,,2024-10-01,CLOTURE,,false,,,,,,,,,,,,,,20426,TNB,,1 RUE SAINT-HÉLIER,35000,RENNES,,35,Ille-et-Vilaine,2024-09-01,VALIDE,53,5238,
2024-06-21,2024-06-21,3848,PARAPENTE,,Activé,5083,ROLE_DECLARANT1,79913195800024,35000,RENNES,Ille-et-Vilaine,Bretagne,65071,PLATESV-D-2021-001233,310487,,2024-10-01,CLOTURE,,false,,,,,,,,,,,,,,7644,THÉÂTRE BO SAINT MARTIN,Théâtre Bo Saint Martin,19 BOULEVARD SAINT-MARTIN,75003,PARIS,,75,Paris,2020-03-02,VALIDE,803,,
2024-01-13,2024-01-13,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,262919,/event_dates/822957,2024-07-01,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-10-01,2024-10-01,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,261188,/event_dates/1051051,2024-04-01,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-06-21,2024-06-21,3848,PARAPENTE,,Activé,5083,ROLE_DECLARANT1,79913195800024,35000,RENNES,Ille-et-Vilaine,Bretagne,65071,PLATESV-D-2021-001233,310470,,2024-02-01,CLOTURE,,false,,,,,,,,,,,,,,14482,THÉÂTRE LE MÉTROPOLE,Théâtre le Métropole,39 RUE DU SENTIER,75002,PARIS,,75,Paris,2022-06-17,VALIDE,4286,,
2024-11-01,2024-11-01,3780,LA PAILLETTE,,Activé,5001,ROLE_SIB,77774969800034,35000,RENNES,Ille-et-Vilaine,Bretagne,52745,PLATESV-R-2020-009633,261823,/event_dates/890023,2023-12-21,CLOTURE,,false,,,,,,,,,,,,2868,ASS MJC LA PAILLETTE,9054,LA PAILLETTE,,2 RUE DU PRÉ DE BRIS,35000,RENNES,,35,Ille-et-Vilaine,2020-11-30,FUSIONNE,1551,89,
2024-01-19,2024-01-19,1291,ASSOCIATION LILLICO,,Activé,1551,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,266088,2201,2023-12-20,CLOTURE,,false,,,,,,,,,,,,,,16849,SALLE GUY ROPARTZ,,14 RUE GUY ROPARTZ,35700,RENNES,,35,Ille-et-Vilaine,2023-01-16,VALIDE,1551,,
2024-03-01,2024-03-01,1416,COMMUNE DE BRUZ,LE GRAND LOGIS - VILLE DE BRUZ,Activé,1831,ROLE_SIB,21350047300151,35170,BRUZ,Ille-et-Vilaine,Bretagne,DOS20187008,1-1114454,259135,262,2023-12-20,CLOTURE,,false,,,,,,,,,,,,,,2089,COMMUNE DE BRUZ,,10  AV  DU GENERAL DE GAULLE,35170,BRUZ,21350047300151,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2024-05-15,2024-05-15,3027,L'HALLALI PRODUCTION,,Activé,3981,ROLE_DECLARANT1,52971853800034,35200,RENNES,Ille-et-Vilaine,Bretagne,80294,PLATESV-R-2021-010090,301356,,2023-12-20,CLOTURE,,false,,,,,,,,,,,,,,13580,SALLE DE LA CITÉ,,10 RUE SAINT-LOUIS,35000,RENNES,,35,Ille-et-Vilaine,2022-03-15,VALIDE,3078,,
2024-02-21,2024-02-21,2641,MAISON DES JEUNES ET CULTURE DE PACE,,Activé,3356,ROLE_SIB,30593736900026,35740,PACE,Ille-et-Vilaine,Bretagne,31372,PLATESV-R-2020-000949,274663,180,2023-12-15,CLOTURE,,false,,,,,,,,,,,,,,11393,ESCAPADE,,6 AVENUE CHARLES LE GOFFIC,35740,PACÉ,,35,Ille-et-Vilaine,2021-09-24,VALIDE,3356,5239,
2025-04-15,2025-04-15,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,393471,/event_dates/1890131,2025-09-04,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2025-10-04,2025-10-04,1429,COMMUNE DE BETTON,Salle Confluence - Betton,Activé,1780,ROLE_SIB,21350024200259,35830,Betton,Ille-et-Vilaine,Bretagne,,PLATESV-R-2020-005656,390485,330,2025-03-28,CLOTURE,,false,,,,,,,,,,,,,,8489,LA CONFLUENCE,,PLACE CHARLES DE GAULLE,35830,BETTON,,35,Ille-et-Vilaine,2020-09-22,VALIDE,1780,5238,
2025-02-04,2025-02-04,1584,ORCHESTRE NATIONAL DE BRETAGNE,ORCHESTRE NATIONAL DE BRETAGNE,Activé,5671,ROLE_DECLARANT2,35010209100021,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20183137,2-1054646,386116,,2025-03-28,CLOTURE,,false,,,,,,,,,,,,,,9345,OPÉRA DE RENNES,Opéra de Rennes,PLACE DE LA MAIRIE,35000,RENNES,,35,Ille-et-Vilaine,2021-06-01,VALIDE,2015,89,Adresse
2025-04-15,2025-04-15,3820,THEATRE L'AIRE LIBRE,,Activé,5626,ROLE_DECLARANT1,92262510800019,35136,SAINT-JACQUES-DE-LA-LANDE,Ille-et-Vilaine,Bretagne,,PLATESV-D-2023-000211,394203,,2025-03-28,CLOTURE,,false,,,3306,BAL,SAINT-JACQUES-DE-LA-LANDE,35136,2024-11-04,VALIDE,5626,,,2807,L'AIRE LIBRE,18263,THÉÂTRE L'AIRE LIBRE,,2 PLACE JULES VALLÈS,35136,SAINT-JACQUES-DE-LA-LANDE,,35,Ille-et-Vilaine,2023-05-22,FUSIONNE,5047,,
2025-08-04,2025-08-04,3063,LE GRAND CORDEL MAISON DES JEUNES ET DE LA CULTURE,Association,Activé,5994,ROLE_DECLARANT2,77774992000024,35700,RENNES,Ille-et-Vilaine,Bretagne,DOS20196625,1-1039842,389406,,2025-03-27,CLOTURE,,false,,,4283,FESTIVAL ECRIRE ET DIRE,RENNES,35700,2025-08-04,VALIDE,5994,,,,,3354,LE GRAND CORDEL MAISON DES JEUNES ET DE LA CULTURE,,18  RUE  DES PLANTES,35700,RENNES,77774992000024,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2025-07-18,2025-07-18,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,423316,,2025-03-27,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2025-07-22,2025-07-22,1125,CARTEL CONCERTS,,Activé,1278,ROLE_DECLARANT1,80023696000038,35200,RENNES,Ille-et-Vilaine,Bretagne,DOS20168997,3-1072466,424726,,2025-03-26,CLOTURE,,false,,,,,,,,,,,,,,6866,LE TRABENDO,,211 AVENUE JEAN JAURÈS,75019,PARIS,,75,Paris,2019-04-12,VALIDE,914,,
2025-03-22,2025-03-22,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,382174,/event_dates/1493166,2025-03-16,CLOTURE,,false,,,,,,,,,,,,,,16849,SALLE GUY ROPARTZ,,14 RUE GUY ROPARTZ,35700,RENNES,,35,Ille-et-Vilaine,2023-01-16,VALIDE,1551,,
2025-06-03,2025-06-03,58,THEATRE NATIONAL DE BRETAGNE - T.N.B. CENTRE EUROPEEN DE PRODUCTION THEATRALE ET CHOREGRAPHIQUE,THEATRE NATIONAL DE BRETAGNE - T.N.B.,Activé,53,ROLE_DECLARANT1,37921397800016,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1099111,376196,,2025-02-26,CLOTURE,,false,,,,,,,,,,,,,,20426,TNB,,1 RUE SAINT-HÉLIER,35000,RENNES,,35,Ille-et-Vilaine,2024-09-01,VALIDE,53,5238,
2025-07-18,2025-07-18,542,ASSOCIATION TRANS MUSICALES,ATM,Activé,597,ROLE_DECLARANT1,33886426700020,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1032090,423162,,2025-11-04,CLOTURE,,false,,,,,,,,,,,,,,7843,UBU,,1 RUE SAINT-HÉLIER,35000,RENNES,,35,Ille-et-Vilaine,2020-02-26,VALIDE,597,,
2024-10-16,2024-10-16,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,335737,,2024-07-10,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2024-02-12,2024-02-12,2761,LE GRAND SOUFFLET,Association,Activé,3559,ROLE_DECLARANT1,41896721200022,35131,CHARTRES-DE-BRETAGNE,Ille-et-Vilaine,Bretagne,DOS20197698,2-1123292,345165,,2024-06-10,CLOTURE,,true,,,705,LE GRAND SOUFFLET,RENNES,35000,2019-10-17,VALIDE,366,,,,,23850,EGLISE SAINT AUBIN,,PLACE SAINTE-ANNE,35000,RENNES,,35,Ille-et-Vilaine,2024-02-12,VALIDE,3559,,
2024-09-10,2024-09-10,3780,LA PAILLETTE,,Activé,5001,ROLE_SIB,77774969800034,35000,RENNES,Ille-et-Vilaine,Bretagne,52745,PLATESV-R-2020-009633,331245,/event_dates/1397224,2024-03-10,CLOTURE,,false,,,,,,,,,,,,2868,ASS MJC LA PAILLETTE,9054,LA PAILLETTE,,2 RUE DU PRÉ DE BRIS,35000,RENNES,,35,Ille-et-Vilaine,2020-11-30,FUSIONNE,1551,89,
2024-05-11,2024-05-11,3820,THEATRE L'AIRE LIBRE,,Activé,5626,ROLE_DECLARANT1,92262510800019,35136,SAINT-JACQUES-DE-LA-LANDE,Ille-et-Vilaine,Bretagne,,PLATESV-D-2023-000211,339092,,2024-09-28,CLOTURE,,false,,,2971,VIVANT.ES,SAINT-JACQUES-DE-LA-LANDE,35136,2023-10-19,VALIDE,5047,,,2807,L'AIRE LIBRE,18263,THÉÂTRE L'AIRE LIBRE,,2 PLACE JULES VALLÈS,35136,SAINT-JACQUES-DE-LA-LANDE,,35,Ille-et-Vilaine,2023-05-22,FUSIONNE,5047,,
2024-05-11,2024-05-11,3820,THEATRE L'AIRE LIBRE,,Activé,5626,ROLE_DECLARANT1,92262510800019,35136,SAINT-JACQUES-DE-LA-LANDE,Ille-et-Vilaine,Bretagne,,PLATESV-D-2023-000211,339089,,2024-09-28,CLOTURE,,false,,,2971,VIVANT.ES,SAINT-JACQUES-DE-LA-LANDE,35136,2023-10-19,VALIDE,5047,,,2807,L'AIRE LIBRE,18263,THÉÂTRE L'AIRE LIBRE,,2 PLACE JULES VALLÈS,35136,SAINT-JACQUES-DE-LA-LANDE,,35,Ille-et-Vilaine,2023-05-22,FUSIONNE,5047,,
2025-03-02,2025-03-02,1125,CARTEL CONCERTS,,Activé,1278,ROLE_DECLARANT1,80023696000038,35200,RENNES,Ille-et-Vilaine,Bretagne,DOS20168997,3-1072466,365345,,2024-09-26,CLOTURE,,false,,,,,,,,,,,,18106,LE 4 BIS,16451,LE 4BIS,,4BIS COURS DES ALLIÉS,35000,RENNES,,35,Ille-et-Vilaine,2022-12-14,FUSIONNE,967,,
2024-11-26,2024-11-26,3602,DANSE A TOUS LES ETAGES,DANSE A TOUS LES ETAGES CDCN RENNES,Activé,4750,ROLE_DECLARANT1,41281004600026,35000,RENNES,Ille-et-Vilaine,Bretagne,35367,PLATESV-D-2020-001650,343879,,2024-09-25,CLOTURE,,false,,,2290,Cap Danse,CONCARNEAU,29900,2022-11-18,VALIDE,4750,,,,,,,,,,,,,,,,,,
2024-08-10,2024-08-10,58,THEATRE NATIONAL DE BRETAGNE - T.N.B. CENTRE EUROPEEN DE PRODUCTION THEATRALE ET CHOREGRAPHIQUE,THEATRE NATIONAL DE BRETAGNE - T.N.B.,Activé,53,ROLE_DECLARANT1,37921397800016,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1099111,330909,,2024-09-24,CLOTURE,,false,,,,,,,,,,,,,,20426,TNB,,1 RUE SAINT-HÉLIER,35000,RENNES,,35,Ille-et-Vilaine,2024-09-01,VALIDE,53,5238,
2024-09-27,2024-09-27,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,328737,/event_dates/1632531,2024-09-21,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-10-15,2024-10-15,1584,ORCHESTRE NATIONAL DE BRETAGNE,ORCHESTRE NATIONAL DE BRETAGNE,Activé,5671,ROLE_DECLARANT2,35010209100021,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20183137,2-1054646,334299,,2024-09-19,CLOTURE,,false,,,,,,,,,,,,,,9526,COUVENT DES JACOBINS,Couvent des Jacobins - Centre des Congrès de Rennes Métropole,20 PLACE SAINTE-ANNE,35000,RENNES,,35,Ille-et-Vilaine,2021-01-22,VALIDE,2015,,
2024-08-29,2024-08-29,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,325306,/event_dates/1409901,2024-08-23,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-11-06,2024-11-06,610,COMMUNE DE CHARTRES DE BRETAGNE,MAIRIE,Activé,638,ROLE_DECLARANT1,21350066300017,35131,CHARTRES DE BRETAGNE,Ille-et-Vilaine,Bretagne,DOS20179174,1-1107987,308226,,2024-02-06,CLOTURE,,false,,,,,,,,,,,,,,7572,CENTRE CULTUREL PÔLE SUD,,RUE DE LA CONTERIE,35131,CHARTRES-DE-BRETAGNE,,35,Ille-et-Vilaine,2020-01-22,VALIDE,638,,
2024-07-06,2024-07-06,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,306886,/event_dates/1284111,2024-01-06,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-07-24,2024-07-24,176,ANTIPODE MJC RENNES,ANTIPODE,Activé,3639,ROLE_SIB,77774999500018,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1019092,320801,event_585,2024-01-06,CLOTURE,,false,,,,,,,,,,,,,,13768,ANTIPODE,Antipode - PARVIS AGNÈS VARDA,75 AVENUE JULES MANIEZ,35000,RENNES,,35,Ille-et-Vilaine,2022-05-04,VALIDE,3639,5238,
2024-09-07,2024-07-19,3780,LA PAILLETTE,,Activé,5000,ROLE_DECLARANT1,77774969800034,35000,RENNES,Ille-et-Vilaine,Bretagne,52745,PLATESV-R-2020-009633,314927,,2024-01-06,CLOTURE,,false,2662,Les Envolées,3332,Festival Les Envolées,RENNES,35000,2024-04-19,FUSIONNE,5001,,,2868,ASS MJC LA PAILLETTE,9054,LA PAILLETTE,,2 RUE DU PRÉ DE BRIS,35000,RENNES,,35,Ille-et-Vilaine,2020-11-30,FUSIONNE,1551,89,
2024-06-06,2024-06-06,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,306412,/event_dates/1284097,2024-05-31,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-05-31,2024-05-31,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,305116,/event_dates/1209043,2024-05-25,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-05-31,2024-05-31,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,305103,/event_dates/1209029,2024-05-25,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-05-31,2024-05-31,1584,ORCHESTRE NATIONAL DE BRETAGNE,ORCHESTRE NATIONAL DE BRETAGNE,Activé,5671,ROLE_DECLARANT2,35010209100021,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20183137,2-1054646,305238,,2024-05-23,CLOTURE,,false,,,,,,,,,,,,,,9345,OPÉRA DE RENNES,Opéra de Rennes,PLACE DE LA MAIRIE,35000,RENNES,,35,Ille-et-Vilaine,2021-06-01,VALIDE,2015,89,Adresse
2024-07-15,2024-07-15,4281,JOYISSIMA,,Activé,5741,ROLE_DECLARANT1,89539474000016,35700,RENNES,Ille-et-Vilaine,Bretagne,PLATESV-D-2021-006638,PLATESV-D-2021-006638,316997,,2024-05-18,CLOTURE,,false,,,3154,Joy Connection,PORNICHET,44380,2024-01-16,VALIDE,5741,,,,,20594,HIPPODROME DE PORNICHET,,3 AVENUE DE L'HIPPODROME,44380,PORNICHET,,44,Loire-Atlantique,2024-01-16,VALIDE,5741,,
2025-01-29,2025-01-29,2528,PATCHROCK,,Activé,3204,ROLE_DECLARANT1,41211000900047,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20196448,3-1010967,363590,,2024-05-17,CLOTURE,,false,,,1820,Les Embellies,RENNES,35000,2022-05-23,VALIDE,3204,,,,,8794,LA CITÉ,,10 RUE SAINT-LOUIS,35000,RENNES,,35,Ille-et-Vilaine,2020-10-27,VALIDE,945,,
2024-05-21,2024-05-21,572,CENTRE CULTUREL TRIANGLE,LE TRIANGLE,Activé,631,ROLE_DECLARANT1,32327735000035,35200,RENNES,Ille-et-Vilaine,Bretagne,,3-1014237,302629,,2024-05-16,CLOTURE,,false,,,,,,,,,,,,,,2390,CENTRE CULTUREL TRIANGLE,,BD  DE YOUGOSLAVIE,35200,RENNES,32327735000035,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2024-05-18,2024-05-18,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,302344,/event_dates/940143,2024-12-05,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-06-25,2024-06-25,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,311113,,2024-06-05,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2025-02-04,2025-02-04,1416,COMMUNE DE BRUZ,LE GRAND LOGIS - VILLE DE BRUZ,Activé,1831,ROLE_SIB,21350047300151,35170,BRUZ,Ille-et-Vilaine,Bretagne,DOS20187008,1-1114454,386754,311,2025-02-28,CLOTURE,,false,,,,,,,,,,,,,,2089,COMMUNE DE BRUZ,,10  AV  DU GENERAL DE GAULLE,35170,BRUZ,21350047300151,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2025-05-14,2025-05-14,176,ANTIPODE MJC RENNES,ANTIPODE,Activé,3639,ROLE_SIB,77774999500018,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1019092,405030,declaration_272_2025_1,2025-02-27,CLOTURE,,false,,,,,,,,,,,,,,13768,ANTIPODE,Antipode - PARVIS AGNÈS VARDA,75 AVENUE JULES MANIEZ,35000,RENNES,,35,Ille-et-Vilaine,2022-05-04,VALIDE,3639,5238,
2025-06-03,2025-06-03,58,THEATRE NATIONAL DE BRETAGNE - T.N.B. CENTRE EUROPEEN DE PRODUCTION THEATRALE ET CHOREGRAPHIQUE,THEATRE NATIONAL DE BRETAGNE - T.N.B.,Activé,53,ROLE_DECLARANT1,37921397800016,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1099111,376192,,2025-02-26,CLOTURE,,false,,,,,,,,,,,,,,20426,TNB,,1 RUE SAINT-HÉLIER,35000,RENNES,,35,Ille-et-Vilaine,2024-09-01,VALIDE,53,5238,
