declaration_creation,declaration_modification,declarant_ID_sibil,declarant_nom,declarant_nom_usuel,declarant_statut,demandeur_ID_sibil,demandeur_role,declarant_siret,declarant_code_postal,declarant_ville,declarant_departement,declarant_region,declarant_numero_dossier,declarant_numero_licence,declaration_ID_sibil,declaration_ID_externe,declaration_date_representation,declaration_statut,declaration_cause_erreur,declaration_gestionnaires_multiples,festival_ID_parent_sibil,festival_nom_parent,festival_ID_sibil,festival_nom,festival_ville,festival_code_postal,festival_date_creation,festival_statut,festival_contributeur_ID_sibil,festival_validateur_ID_sibil,festival_cause_erreur_adresse,lieu_ID_parent_sibil,lieu_nom_parent,lieu_ID_sibil,lieu_nom,lieu_nom_usuel,lieu_adresse,lieu_code_postal,lieu_ville,lieu_siret,lieu_departement_code,lieu_departement_nom,lieu_date_creation,lieu_statut,lieu_contributeur_ID_sibil,lieu_validateur_ID_sibil,lieu_cause_erreur_adresse
2023-10-24,2023-10-24,3820,THEATRE L'AIRE LIBRE,,Activé,5626,ROLE_DECLARANT1,92262510800019,35136,SAINT-JACQUES-DE-LA-LANDE,Ille-et-Vilaine,Bretagne,,PLATESV-D-2023-000211,243033,,2023-09-15,CLOTURE,,false,,,,,,,,,,,,2807,L'AIRE LIBRE,18263,THÉÂTRE L'AIRE LIBRE,,2 PLACE JULES VALLÈS,35136,SAINT-JACQUES-DE-LA-LANDE,,35,Ille-et-Vilaine,2023-05-22,FUSIONNE,5047,,
2025-06-20,2025-06-20,3780,LA PAILLETTE,,Activé,5001,ROLE_SIB,77774969800034,35000,RENNES,Ille-et-Vilaine,Bretagne,52745,PLATESV-R-2020-009633,414003,/event_dates/1953628,2025-06-14,CLOTURE,,false,,,,,,,,,,,,2868,ASS MJC LA PAILLETTE,9054,LA PAILLETTE,,2 RUE DU PRÉ DE BRIS,35000,RENNES,,35,Ille-et-Vilaine,2020-11-30,FUSIONNE,1551,89,
2025-07-16,2025-07-16,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,422626,,2025-06-14,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2025-07-16,2025-07-16,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,422624,,2025-06-14,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2024-11-04,2024-11-04,3820,THEATRE L'AIRE LIBRE,,Activé,5626,ROLE_DECLARANT1,92262510800019,35136,SAINT-JACQUES-DE-LA-LANDE,Ille-et-Vilaine,Bretagne,,PLATESV-D-2023-000211,289276,,2024-03-20,CLOTURE,,false,3306,BAL,3308,BAL#1,SAINT-JACQUES-DE-LA-LANDE,35136,2024-11-04,FUSIONNE,5626,,,2807,L'AIRE LIBRE,18263,THÉÂTRE L'AIRE LIBRE,,2 PLACE JULES VALLÈS,35136,SAINT-JACQUES-DE-LA-LANDE,,35,Ille-et-Vilaine,2023-05-22,FUSIONNE,5047,,
2025-06-19,2025-06-19,3780,LA PAILLETTE,,Activé,5001,ROLE_SIB,77774969800034,35000,RENNES,Ille-et-Vilaine,Bretagne,52745,PLATESV-R-2020-009633,413733,/event_dates/1953607,2025-06-13,CLOTURE,,false,,,,,,,,,,,,2868,ASS MJC LA PAILLETTE,9054,LA PAILLETTE,,2 RUE DU PRÉ DE BRIS,35000,RENNES,,35,Ille-et-Vilaine,2020-11-30,FUSIONNE,1551,89,
2025-04-07,2025-04-07,1584,ORCHESTRE NATIONAL DE BRETAGNE,ORCHESTRE NATIONAL DE BRETAGNE,Activé,5671,ROLE_DECLARANT2,35010209100021,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20183137,2-1054646,417732,,2025-06-13,CLOTURE,,false,,,,,,,,,,,,,,9526,COUVENT DES JACOBINS,Couvent des Jacobins - Centre des Congrès de Rennes Métropole,20 PLACE SAINTE-ANNE,35000,RENNES,,35,Ille-et-Vilaine,2021-01-22,VALIDE,2015,,
2025-06-17,2025-06-17,3780,LA PAILLETTE,,Activé,5001,ROLE_SIB,77774969800034,35000,RENNES,Ille-et-Vilaine,Bretagne,52745,PLATESV-R-2020-009633,412962,/event_dates/1953558,2025-11-06,CLOTURE,,false,,,,,,,,,,,,2868,ASS MJC LA PAILLETTE,9054,LA PAILLETTE,,2 RUE DU PRÉ DE BRIS,35000,RENNES,,35,Ille-et-Vilaine,2020-11-30,FUSIONNE,1551,89,
2024-03-23,2024-03-23,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,281965,/event_dates/965392,2024-03-17,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2023-10-16,2023-10-16,654,CENTRE CHOREGRAPHIQUE NATIONAL DE RENNES ET DE BRETAGNE,FAIRE CCN RENNES,Activé,689,ROLE_DECLARANT1,31464796700020,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20181231,1-1110488,239983,,2023-01-09,CLOTURE,,false,,,,,,,,,,,,,,5794,CCNRB,,38 RUE SAINT MELAINE CS 20831,35108,RENNES CEDEX,31464796700020,35,Ille-et-Vilaine,2019-02-26,VALIDE,,,
2024-03-22,2024-03-22,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,281598,/event_dates/1208091,2024-03-16,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-04-15,2024-04-15,3255,LE CARRE MAGIQUE,FESTIVAL INTERNATIONAL VIVE LA MAGIE,Activé,4271,ROLE_DECLARANT1,75367092600033,35000,RENNES,Ille-et-Vilaine,Bretagne,93877,PLATESV-R-2022-001102,291538,,2024-03-16,CLOTURE,,false,,,,,,,,,,,,,,12954,CENTRE DE CONGRÈS JEAN MONNIER - DESTINATION ANGERS,,33 BOULEVARD CARNOT,49100,ANGERS,,49,Maine-et-Loire,2022-10-01,VALIDE,1078,89,Adresse
2025-04-07,2025-04-07,1584,ORCHESTRE NATIONAL DE BRETAGNE,ORCHESTRE NATIONAL DE BRETAGNE,Activé,5671,ROLE_DECLARANT2,35010209100021,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20183137,2-1054646,417733,,2025-02-06,CLOTURE,,false,,,,,,,,,,,,,,9345,OPÉRA DE RENNES,Opéra de Rennes,PLACE DE LA MAIRIE,35000,RENNES,,35,Ille-et-Vilaine,2021-06-01,VALIDE,2015,89,Adresse
2024-03-26,2024-03-26,1584,ORCHESTRE NATIONAL DE BRETAGNE,ORCHESTRE NATIONAL DE BRETAGNE,Activé,5671,ROLE_DECLARANT2,35010209100021,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20183137,2-1054646,282942,,2024-03-14,CLOTURE,,false,,,,,,,,,,,,,,9686,CHAMBRE DES METIERS DE ET DE L'ARTISANAT,,2 COURS DES ALLIÉS,35000,RENNES,,35,Ille-et-Vilaine,2021-02-16,VALIDE,2468,89,
2024-03-25,2024-03-25,542,ASSOCIATION TRANS MUSICALES,ATM,Activé,597,ROLE_DECLARANT1,33886426700020,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1032090,282634,,2024-03-14,CLOTURE,,false,,,,,,,,,,,,,,5761,UBU,,10/12 RUE JEAN GUY CS 73912,35039,RENNES CEDEX,33886426700020,35,Ille-et-Vilaine,2019-02-21,VALIDE,,,
2024-05-04,2024-05-04,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,287020,,2024-03-13,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2025-07-17,2025-07-17,176,ANTIPODE MJC RENNES,ANTIPODE,Activé,3639,ROLE_SIB,77774999500018,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1019092,422929,declaration_428_2025_2,2025-05-28,CLOTURE,,false,,,,,,,,,,,,,,13768,ANTIPODE,Antipode - PARVIS AGNÈS VARDA,75 AVENUE JULES MANIEZ,35000,RENNES,,35,Ille-et-Vilaine,2022-05-04,VALIDE,3639,5238,
2025-07-18,2025-07-18,542,ASSOCIATION TRANS MUSICALES,ATM,Activé,597,ROLE_DECLARANT1,33886426700020,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1032090,423171,,2025-05-28,CLOTURE,,false,,,,,,,,,,,,,,25016,FERME DE QUINCÉ,Ferme de Quincé,LE HAUT QUINCÉ,35000,RENNES,,35,Ille-et-Vilaine,2025-03-03,VALIDE,6262,,
2024-02-04,2024-02-04,1416,COMMUNE DE BRUZ,LE GRAND LOGIS - VILLE DE BRUZ,Activé,1831,ROLE_SIB,21350047300151,35170,BRUZ,Ille-et-Vilaine,Bretagne,DOS20187008,1-1114454,285021,288,2024-12-03,CLOTURE,,false,,,,,,,,,,,,,,2089,COMMUNE DE BRUZ,,10  AV  DU GENERAL DE GAULLE,35170,BRUZ,21350047300151,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2025-05-28,2025-05-28,572,CENTRE CULTUREL TRIANGLE,LE TRIANGLE,Activé,631,ROLE_DECLARANT1,32327735000035,35200,RENNES,Ille-et-Vilaine,Bretagne,,3-1014237,408749,,2025-05-27,CLOTURE,,false,,,,,,,,,,,,,,2390,CENTRE CULTUREL TRIANGLE,,BD  DE YOUGOSLAVIE,35200,RENNES,32327735000035,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2025-05-24,2025-05-24,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,407665,/event_dates/1493327,2025-05-18,CLOTURE,,false,,,,,,,,,,,,,,16849,SALLE GUY ROPARTZ,,14 RUE GUY ROPARTZ,35700,RENNES,,35,Ille-et-Vilaine,2023-01-16,VALIDE,1551,,
2025-07-17,2025-07-17,1202,COMMUNE DE SAINT GREGOIRE,MAIRIE,Activé,1400,ROLE_DECLARANT1,21350278400019,35760,SAINT-GREGOIRE,Ille-et-Vilaine,Bretagne,DOS20192051,3-1119456,422948,,2025-05-17,CLOTURE,,false,,,,,,,,,,,,,,18340,MÉDIATHÈQUE PAUL RUAUDEL,,RUE DU CHAMP MARQUÉ,35760,SAINT-GRÉGOIRE,,35,Ille-et-Vilaine,2023-05-31,VALIDE,1400,,
2025-05-30,2025-05-30,3780,LA PAILLETTE,,Activé,5001,ROLE_SIB,77774969800034,35000,RENNES,Ille-et-Vilaine,Bretagne,52745,PLATESV-R-2020-009633,408879,/event_dates/1948532,2025-05-24,CLOTURE,,false,,,,,,,,,,,,2868,ASS MJC LA PAILLETTE,9054,LA PAILLETTE,,2 RUE DU PRÉ DE BRIS,35000,RENNES,,35,Ille-et-Vilaine,2020-11-30,FUSIONNE,1551,89,
2025-07-16,2025-07-16,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,422613,,2025-05-24,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2025-05-29,2025-05-29,3780,LA PAILLETTE,,Activé,5001,ROLE_SIB,77774969800034,35000,RENNES,Ille-et-Vilaine,Bretagne,52745,PLATESV-R-2020-009633,408819,/event_dates/1948525,2025-05-23,CLOTURE,,false,,,,,,,,,,,,2868,ASS MJC LA PAILLETTE,9054,LA PAILLETTE,,2 RUE DU PRÉ DE BRIS,35000,RENNES,,35,Ille-et-Vilaine,2020-11-30,FUSIONNE,1551,89,
2025-07-17,2025-07-17,176,ANTIPODE MJC RENNES,ANTIPODE,Activé,3639,ROLE_SIB,77774999500018,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1019092,422930,declaration_417_2025_2,2025-05-23,CLOTURE,,false,,,,,,,,,,,,,,13768,ANTIPODE,Antipode - PARVIS AGNÈS VARDA,75 AVENUE JULES MANIEZ,35000,RENNES,,35,Ille-et-Vilaine,2022-05-04,VALIDE,3639,5238,
2025-07-17,2025-07-17,176,ANTIPODE MJC RENNES,ANTIPODE,Activé,3639,ROLE_SIB,77774999500018,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1019092,422932,declaration_331_2025_2,2025-05-21,CLOTURE,,false,,,,,,,,,,,,,,13768,ANTIPODE,Antipode - PARVIS AGNÈS VARDA,75 AVENUE JULES MANIEZ,35000,RENNES,,35,Ille-et-Vilaine,2022-05-04,VALIDE,3639,5238,
2025-04-07,2025-04-07,1584,ORCHESTRE NATIONAL DE BRETAGNE,ORCHESTRE NATIONAL DE BRETAGNE,Activé,5671,ROLE_DECLARANT2,35010209100021,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20183137,2-1054646,417731,,2025-05-21,CLOTURE,,false,,,,,,,,,,,,,,9526,COUVENT DES JACOBINS,Couvent des Jacobins - Centre des Congrès de Rennes Métropole,20 PLACE SAINTE-ANNE,35000,RENNES,,35,Ille-et-Vilaine,2021-01-22,VALIDE,2015,,
2025-04-20,2025-04-20,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,397891,/event_dates/1888927,2025-04-14,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2025-03-06,2025-03-06,58,THEATRE NATIONAL DE BRETAGNE - T.N.B. CENTRE EUROPEEN DE PRODUCTION THEATRALE ET CHOREGRAPHIQUE,THEATRE NATIONAL DE BRETAGNE - T.N.B.,Activé,53,ROLE_DECLARANT1,37921397800016,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1099111,409899,,2025-05-21,CLOTURE,,false,2716,Transforme / New Settings,3440,FESTIVAL TRANSFORME,RENNES,35000,2024-06-27,FUSIONNE,53,,,,,20426,TNB,,1 RUE SAINT-HÉLIER,35000,RENNES,,35,Ille-et-Vilaine,2024-09-01,VALIDE,53,5238,
2024-10-03,2024-10-03,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,278354,/event_dates/1279260,2024-04-03,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2025-07-16,2025-07-16,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,422519,,2025-04-06,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2025-10-08,2025-10-08,4194,SOFIA LABEL,,Activé,5601,ROLE_DECLARANT1,50089006600037,35200,RENNES,Ille-et-Vilaine,Bretagne,PLATESV-R-2021-009946,PLATESV-R-2021-009946,428272,,2025-03-06,CLOTURE,,false,,,,,,,,,,,,,,5057,THEATRE MUNICIPAL DUCOURNEAU,,THÉÂTRE MUNICIPAL D'AGEN PLACE DU DR ESQUIROL,47916,AGEN CEDEX 9,21470001500016,47,Lot-et-Garonne,2018-08-10,VALIDE,,,
2025-05-14,2025-05-14,176,ANTIPODE MJC RENNES,ANTIPODE,Activé,3639,ROLE_SIB,77774999500018,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1019092,405034,declaration_276_2025_1,2025-01-29,CLOTURE,,false,,,,,,,,,,,,,,13768,ANTIPODE,Antipode - PARVIS AGNÈS VARDA,75 AVENUE JULES MANIEZ,35000,RENNES,,35,Ille-et-Vilaine,2022-05-04,VALIDE,3639,5238,
2025-04-02,2025-04-02,1125,CARTEL CONCERTS,,Activé,1278,ROLE_DECLARANT1,80023696000038,35200,RENNES,Ille-et-Vilaine,Bretagne,DOS20168997,3-1072466,365924,,2025-01-29,CLOTURE,,false,,,,,,,,,,,,18106,LE 4 BIS,16451,LE 4BIS,,4BIS COURS DES ALLIÉS,35000,RENNES,,35,Ille-et-Vilaine,2022-12-14,FUSIONNE,967,,
2025-04-02,2025-04-02,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,365704,/event_dates/1492998,2025-01-29,CLOTURE,,false,,,,,,,,,,,,,,16849,SALLE GUY ROPARTZ,,14 RUE GUY ROPARTZ,35700,RENNES,,35,Ille-et-Vilaine,2023-01-16,VALIDE,1551,,
2024-04-15,2024-04-15,3255,LE CARRE MAGIQUE,FESTIVAL INTERNATIONAL VIVE LA MAGIE,Activé,4271,ROLE_DECLARANT1,75367092600033,35000,RENNES,Ille-et-Vilaine,Bretagne,93877,PLATESV-R-2022-001102,291536,,2024-02-03,CLOTURE,,false,,,,,,,,,,,,,,6397,THEATRE SEBASTOPOL,,PLACE DU THÉÂTRE,59800,LILLE,,59,Nord,2019-01-07,VALIDE,118,89,
2025-07-15,2025-07-15,5466,COMMUNE DE SAINT GILLES,MAIRIE,Activé,7301,ROLE_SIB,21350275000085,35590,SAINT-GILLES,Ille-et-Vilaine,Bretagne,PLATESV-R-2020-005381,PLATESV-R-2020-005381,420218,131,2025-01-28,CLOTURE,,false,,,,,,,,,,,,,,25782,LE SABOT D'OR,,LE PONT HAZARD,35590,SAINT-GILLES,,35,Ille-et-Vilaine,2025-04-29,VALIDE,7301,,
2025-04-15,2025-04-15,3820,THEATRE L'AIRE LIBRE,,Activé,5626,ROLE_DECLARANT1,92262510800019,35136,SAINT-JACQUES-DE-LA-LANDE,Ille-et-Vilaine,Bretagne,,PLATESV-D-2023-000211,394185,,2025-01-28,CLOTURE,,false,1116,WATERPROOF plongez dans la danse,1703,Waterproof,RENNES,35000,2022-03-29,FUSIONNE,689,,,2807,L'AIRE LIBRE,18263,THÉÂTRE L'AIRE LIBRE,,2 PLACE JULES VALLÈS,35136,SAINT-JACQUES-DE-LA-LANDE,,35,Ille-et-Vilaine,2023-05-22,FUSIONNE,5047,,
2024-04-24,2024-04-24,176,ANTIPODE MJC RENNES,ANTIPODE,Activé,3639,ROLE_SIB,77774999500018,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1019092,295659,event_553,2024-02-29,CLOTURE,,false,,,,,,,,,,,,,,13768,ANTIPODE,Antipode - PARVIS AGNÈS VARDA,75 AVENUE JULES MANIEZ,35000,RENNES,,35,Ille-et-Vilaine,2022-05-04,VALIDE,3639,5238,
2024-02-03,2024-02-03,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,276882,/event_dates/1290656,2024-02-25,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2025-04-02,2025-04-02,1125,CARTEL CONCERTS,,Activé,1278,ROLE_DECLARANT1,80023696000038,35200,RENNES,Ille-et-Vilaine,Bretagne,DOS20168997,3-1072466,365922,,2025-01-24,CLOTURE,,false,,,,,,,,,,,,,,7835,L'ETAGE,,1 ESPLANADE GÉNÉRAL DE GAULLE,35000,RENNES,,35,Ille-et-Vilaine,2020-02-25,VALIDE,1086,,
2025-02-04,2025-02-04,1202,COMMUNE DE SAINT GREGOIRE,MAIRIE,Activé,4979,ROLE_SIB,21350278400019,35760,SAINT-GREGOIRE,Ille-et-Vilaine,Bretagne,DOS20192051,3-1119456,386340,11,2025-01-24,CLOTURE,,false,,,,,,,,,,,,,,17611,IMAGE ET SON,,PLACE DU CHAMP MARQUÉ,35760,SAINT-GRÉGOIRE,,35,Ille-et-Vilaine,2023-03-15,VALIDE,4979,5238,
2025-02-04,2025-02-04,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,386383,,2025-01-24,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2025-05-14,2025-05-14,176,ANTIPODE MJC RENNES,ANTIPODE,Activé,3639,ROLE_SIB,77774999500018,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1019092,405035,declaration_269_2025_1,2025-01-23,CLOTURE,,false,,,,,,,,,,,,,,13768,ANTIPODE,Antipode - PARVIS AGNÈS VARDA,75 AVENUE JULES MANIEZ,35000,RENNES,,35,Ille-et-Vilaine,2022-05-04,VALIDE,3639,5238,
2025-06-28,2025-06-28,3780,LA PAILLETTE,,Activé,5001,ROLE_SIB,77774969800034,35000,RENNES,Ille-et-Vilaine,Bretagne,52745,PLATESV-R-2020-009633,415995,/event_dates/1953698,2025-06-22,CLOTURE,,false,,,,,,,,,,,,2868,ASS MJC LA PAILLETTE,9054,LA PAILLETTE,,2 RUE DU PRÉ DE BRIS,35000,RENNES,,35,Ille-et-Vilaine,2020-11-30,FUSIONNE,1551,89,
2023-11-18,2023-11-18,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,248468,/event_dates/1163046,2023-12-11,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2025-01-28,2025-01-28,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,361314,/event_dates/1492949,2025-01-22,CLOTURE,,false,,,,,,,,,,,,,,16849,SALLE GUY ROPARTZ,,14 RUE GUY ROPARTZ,35700,RENNES,,35,Ille-et-Vilaine,2023-01-16,VALIDE,1551,,
2025-01-25,2025-01-25,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,360792,,2025-01-22,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2025-01-27,2025-01-27,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,360860,/event_dates/1492907,2025-01-21,CLOTURE,,false,,,,,,,,,,,,,,16849,SALLE GUY ROPARTZ,,14 RUE GUY ROPARTZ,35700,RENNES,,35,Ille-et-Vilaine,2023-01-16,VALIDE,1551,,
2025-01-27,2025-01-27,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,360859,/event_dates/1492837,2025-01-21,CLOTURE,,false,,,,,,,,,,,,,,16849,SALLE GUY ROPARTZ,,14 RUE GUY ROPARTZ,35700,RENNES,,35,Ille-et-Vilaine,2023-01-16,VALIDE,1551,,
2023-11-21,2023-11-21,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,248985,,2023-10-11,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2024-11-01,2024-11-01,3780,LA PAILLETTE,,Activé,5001,ROLE_SIB,77774969800034,35000,RENNES,Ille-et-Vilaine,Bretagne,52745,PLATESV-R-2020-009633,261815,/event_dates/1129494,2023-10-11,CLOTURE,,false,,,,,,,,,,,,2868,ASS MJC LA PAILLETTE,9054,LA PAILLETTE,,2 RUE DU PRÉ DE BRIS,35000,RENNES,,35,Ille-et-Vilaine,2020-11-30,FUSIONNE,1551,89,
2025-01-25,2025-01-25,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,360750,/event_dates/1492872,2025-01-19,CLOTURE,,false,,,,,,,,,,,,,,16849,SALLE GUY ROPARTZ,,14 RUE GUY ROPARTZ,35700,RENNES,,35,Ille-et-Vilaine,2023-01-16,VALIDE,1551,,
2025-01-25,2025-01-25,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,360749,/event_dates/1492865,2025-01-19,CLOTURE,,false,,,,,,,,,,,,,,16849,SALLE GUY ROPARTZ,,14 RUE GUY ROPARTZ,35700,RENNES,,35,Ille-et-Vilaine,2023-01-16,VALIDE,1551,,
2024-03-01,2024-03-01,1416,COMMUNE DE BRUZ,LE GRAND LOGIS - VILLE DE BRUZ,Activé,1831,ROLE_SIB,21350047300151,35170,BRUZ,Ille-et-Vilaine,Bretagne,DOS20187008,1-1114454,259131,258,2023-09-11,CLOTURE,,false,,,,,,,,,,,,,,2089,COMMUNE DE BRUZ,,10  AV  DU GENERAL DE GAULLE,35170,BRUZ,21350047300151,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2024-11-01,2024-11-01,3780,LA PAILLETTE,,Activé,5001,ROLE_SIB,77774969800034,35000,RENNES,Ille-et-Vilaine,Bretagne,52745,PLATESV-R-2020-009633,261814,/event_dates/889925,2023-09-11,CLOTURE,,false,,,,,,,,,,,,2868,ASS MJC LA PAILLETTE,9054,LA PAILLETTE,,2 RUE DU PRÉ DE BRIS,35000,RENNES,,35,Ille-et-Vilaine,2020-11-30,FUSIONNE,1551,89,
2025-01-23,2025-01-23,58,THEATRE NATIONAL DE BRETAGNE - T.N.B. CENTRE EUROPEEN DE PRODUCTION THEATRALE ET CHOREGRAPHIQUE,THEATRE NATIONAL DE BRETAGNE - T.N.B.,Activé,53,ROLE_DECLARANT1,37921397800016,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1099111,360412,,2025-01-18,CLOTURE,,false,,,,,,,,,,,,,,20426,TNB,,1 RUE SAINT-HÉLIER,35000,RENNES,,35,Ille-et-Vilaine,2024-09-01,VALIDE,53,5238,
