uai - identifiant,Libellé,type d'établissement,Site internet,Géolocalisation,Elément wikidata,localisation,Code région,Région,Code académie,Académie,Code département,Département,Code unité urbaine,Unité urbaine,Commune,Code commune,Adresse,complement_adresse,Boite postale,Code postal,Localité,Pays,E-mail,Numéro de téléphone,siret,identifiant_freebase,compte_dailymotion,compte_facebook,compte_twitter,compte_flickr,flux_rss,compte_linkedin,compte_pinterest,compte_france_culture,compte_scribd,compte_scoopit,compte_tumblr,compte_viadeo,compte_vimeo,compte_youtube,compte_googleplus,compte_instagram,compte_slideshare,compte_netvibes,autres,Recteurs des régions académiques,Région académique
0350063D,Rectorat de l'Académie de Rennes,Rectorat,http://www.ac-rennes.fr/,"48.11930704652896,-1.673668210312938",http://www.wikidata.org/entity/Q2822326,Bretagne>Rennes>Ille-et-Vilaine>Rennes,R53,Bretagne,A14,Rennes,D035,Ille-et-Vilaine,UU35701,Rennes,Rennes,35238,96 rue d’Antrain,,,35705,Rennes cedex 7,France,,0223217777,17350430900019,,,,https://twitter.com/acrennes,,http://www.ac-rennes.fr/jahia/Jahia/site/academie2/accueil/pid/19479/template/ent_bulletin_rss_2_0.rss,,,,,,,,,,,,,,http://www.ac-rennes.fr/jahia/Jahia/lang/fr/pid/18748,,Région académique Bretagne
