journey_id,trip_id,journey_start_datetime,journey_start_date,journey_start_time,journey_start_lon,journey_start_lat,journey_start_insee,journey_start_department,journey_start_town,journey_start_towngroup,journey_start_country,journey_end_datetime,journey_end_date,journey_end_time,journey_end_lon,journey_end_lat,journey_end_insee,journey_end_department,journey_end_town,journey_end_towngroup,journey_end_country,passenger_seats,operator_class,journey_distance,journey_duration,has_incentive
4421947,b971d2ec-e158-4cf2-9691-196d62faec6e,2021-07-01T06:10:00+02:00,2021-07-01,06:10:00,-1.674,48.087,35238,35,Rennes (35),Rennes Metropole,France,2021-07-01T07:20:00+02:00,2021-07-01,07:20:00,-1.584,47.261,44114,44,Orvault (44),Nantes Metropole,France,1,C,97476,68,OUI
4422128,1f4a30be-64f0-4410-9f23-f87002b4f5d9,2021-07-01T06:30:00+02:00,2021-07-01,06:30:00,-1.653,48.126,35238,35,Rennes (35),Rennes Metropole,France,2021-07-01T07:10:00+02:00,2021-07-01,07:10:00,-1.225,48.121,35360,35,Vitré (35),Vitre Communaute,France,1,B,41501,37,OUI
4422153,46d48811-a54a-4bcd-a089-d90369fe6dcd,2021-07-01T06:30:00+02:00,2021-07-01,06:30:00,-1.743,48.023,35047,35,Bruz (35),Rennes Metropole,France,2021-07-01T06:50:00+02:00,2021-07-01,06:50:00,-1.628,48.123,35238,35,Rennes (35),Rennes Metropole,France,1,B,19061,20,OUI
4422301,305f15a9-0988-4cad-a9f9-2261090054ca,2021-07-01T07:00:00+02:00,2021-07-01,07:00:00,-1.691,48.151,35278,35,Saint-Grégoire (35),Rennes Metropole,France,2021-07-01T07:50:00+02:00,2021-07-01,07:50:00,-1.989,48.639,35288,35,Saint-Malo (35),Saint-Malo Agglomeration,France,1,C,62426,47,OUI
4422348,305f15a9-0988-4cad-a9f9-2261090054ca,2021-07-01T07:00:00+02:00,2021-07-01,07:00:00,-1.686,48.127,35238,35,Rennes (35),Rennes Metropole,France,2021-07-01T07:50:00+02:00,2021-07-01,07:50:00,-1.986,48.626,35288,35,Saint-Malo (35),Saint-Malo Agglomeration,France,1,C,63306,46,OUI
4422449,30342adb-68e4-489f-961b-d4c1ac3d7484,2021-07-01T07:00:00+02:00,2021-07-01,07:00:00,-1.674,48.087,35238,35,Rennes (35),Rennes Metropole,France,2021-07-01T08:10:00+02:00,2021-07-01,08:10:00,-1.584,47.261,44114,44,Orvault (44),Nantes Metropole,France,1,C,97476,68,OUI
4422185,2cd39697-52db-47ca-aa05-abd4b751b69d,2021-07-01T07:20:00+02:00,2021-07-01,07:20:00,-1.735,48.024,35047,35,Bruz (35),Rennes Metropole,France,2021-07-01T07:30:00+02:00,2021-07-01,07:30:00,-1.709,48.124,35238,35,Rennes (35),Rennes Metropole,France,1,B,13731,13,OUI
4422326,a7127d9f-d15c-4ff8-94d3-16dfdde49a38,2021-07-01T07:20:00+02:00,2021-07-01,07:20:00,-1.675,48.097,35238,35,Rennes (35),Rennes Metropole,France,2021-07-01T08:40:00+02:00,2021-07-01,08:40:00,-1.574,47.263,44109,44,Nantes (44),Nantes Metropole,France,1,C,99534,72,OUI
4422385,448f7d87-d88e-4b04-942f-76657183875e,2021-07-01T07:20:00+02:00,2021-07-01,07:20:00,-1.666,48.110,35238,35,Rennes (35),Rennes Metropole,France,2021-07-01T08:20:00+02:00,2021-07-01,08:20:00,-2.398,47.932,56165,56,Ploërmel (56),,France,1,B,68093,55,OUI
4422331,a7127d9f-d15c-4ff8-94d3-16dfdde49a38,2021-07-01T07:30:00+02:00,2021-07-01,07:30:00,-1.697,47.974,35139,35,Laillé (35),Rennes Metropole,France,2021-07-01T08:30:00+02:00,2021-07-01,08:30:00,-1.584,47.261,44114,44,Orvault (44),Nantes Metropole,France,1,C,84992,59,OUI
4422761,0d3a43ed-3062-4f95-918b-243903390d97,2021-07-01T07:30:00+02:00,2021-07-01,07:30:00,-1.688,48.105,35238,35,Rennes (35),Rennes Metropole,France,2021-07-01T08:30:00+02:00,2021-07-01,08:30:00,-1.998,48.648,35288,35,Saint-Malo (35),Saint-Malo Agglomeration,France,1,C,69972,56,OUI
