journey_id,trip_id,journey_start_datetime,journey_start_date,journey_start_time,journey_start_lon,journey_start_lat,journey_start_insee,journey_start_department,journey_start_town,journey_start_towngroup,journey_start_country,journey_end_datetime,journey_end_date,journey_end_time,journey_end_lon,journey_end_lat,journey_end_insee,journey_end_department,journey_end_town,journey_end_towngroup,journey_end_country,passenger_seats,operator_class,journey_distance,journey_duration,has_incentive
14171013,8a0d7eae-75aa-4212-89e4-5a4fe34e6505,2023-04-01T00:00:00+02:00,2023-04-01,00:00:00,-1.672,48.102,35238,35,Rennes,Rennes Métropole,France,2023-04-01T01:10:00+02:00,2023-04-01,01:10:00,-1.978,48.599,35284,35,Saint-Jouan-des-Guérets,CA du Pays de Saint Malo Agglomération,France,1,C,67837,69,OUI
14183953,0801c6f8-828b-4a07-8e6c-da59353303bd,2023-04-01T06:40:00+02:00,2023-04-01,06:40:00,-1.700,48.101,35238,35,Rennes,Rennes Métropole,France,2023-04-01T07:10:00+02:00,2023-04-01,07:10:00,-1.397,48.064,35096,35,Domagné,CA Vitré Communauté,France,1,C,33286,25,OUI
14316211,81b23015-7a33-498d-90e7-2ed56c04df26,2023-04-01T07:00:00+02:00,2023-04-01,07:00:00,-1.676,48.083,35238,35,Rennes,Rennes Métropole,France,2023-04-01T07:20:00+02:00,2023-04-01,07:20:00,-1.690,47.852,35012,35,Bain-de-Bretagne,CC Bretagne porte de Loire Communauté,France,1,B,28336,20,OUI
14234238,16acffe0-e728-4bb7-a6c3-7f5f49cf08a2,2023-04-01T08:00:00+02:00,2023-04-01,08:00:00,-1.829,48.149,35275,35,Saint-Gilles,Rennes Métropole,France,2023-04-01T08:20:00+02:00,2023-04-01,08:20:00,-1.623,48.127,35051,35,Cesson-Sévigné,Rennes Métropole,France,1,C,19183,18,NON
14318768,27530c09-7898-4c0a-83c0-1b6eaf2a01b3,2023-04-01T08:10:00+02:00,2023-04-01,08:10:00,-1.785,48.048,35076,35,Chavagne,Rennes Métropole,France,2023-04-01T08:30:00+02:00,2023-04-01,08:30:00,-1.674,48.087,35238,35,Rennes,Rennes Métropole,France,1,C,14107,15,OUI
14190307,2eeb989a-27cd-4c15-b66a-62f2fcaabe71,2023-04-01T08:50:00+02:00,2023-04-01,08:50:00,-1.618,48.112,35051,35,Cesson-Sévigné,Rennes Métropole,France,2023-04-01T09:50:00+02:00,2023-04-01,09:50:00,-2.791,48.466,22215,22,Ploufragan,CA Saint-Brieuc Armor Agglomération,France,1,C,111809,61,OUI
14190351,cde9790d-ae35-44f7-8f18-30c22987ae60,2023-04-01T09:20:00+02:00,2023-04-01,09:20:00,-1.668,48.087,35238,35,Rennes,Rennes Métropole,France,2023-04-01T09:50:00+02:00,2023-04-01,09:50:00,-1.497,48.224,35152,35,Liffré,CC Liffré-Cormier Communauté,France,1,C,26889,30,OUI
14194131,cde9790d-ae35-44f7-8f18-30c22987ae60,2023-04-01T09:30:00+02:00,2023-04-01,09:30:00,-1.667,48.086,35238,35,Rennes,Rennes Métropole,France,2023-04-01T10:00:00+02:00,2023-04-01,10:00:00,-1.497,48.224,35152,35,Liffré,CC Liffré-Cormier Communauté,France,1,C,26923,33,OUI
14190419,6918be2f-594b-4b07-8932-d1134b36aa47,2023-04-01T09:40:00+02:00,2023-04-01,09:40:00,-1.674,48.087,35238,35,Rennes,Rennes Métropole,France,2023-04-01T10:00:00+02:00,2023-04-01,10:00:00,-1.497,48.226,35152,35,Liffré,CC Liffré-Cormier Communauté,France,1,C,28052,23,OUI
14191306,d8092fb7-c352-458a-b38e-7acf796c286b,2023-04-01T10:10:00+02:00,2023-04-01,10:10:00,-1.703,48.115,35238,35,Rennes,Rennes Métropole,France,2023-04-01T11:30:00+02:00,2023-04-01,11:30:00,-0.771,48.091,53054,53,Changé,CA Laval Agglomération,France,1,C,81423,74,OUI
14193964,d140f9e4-2404-4129-ad0c-e1ce35ffb763,2023-04-01T10:30:00+02:00,2023-04-01,10:30:00,-1.635,48.124,35238,35,Rennes,Rennes Métropole,France,2023-04-01T14:40:00+02:00,2023-04-01,14:40:00,-1.145,46.162,17300,17,La Rochelle,CA de La Rochelle,France,1,C,255053,251,OUI
14234909,3cd8f605-30e7-44ee-b85c-d84359376847,2023-04-01T11:00:00+02:00,2023-04-01,11:00:00,-1.653,48.104,35238,35,Rennes,Rennes Métropole,France,2023-04-01T11:10:00+02:00,2023-04-01,11:10:00,-1.452,48.121,35327,35,Servon-sur-Vilaine,CC Pays de Châteaugiron Communauté,France,1,C,19003,18,OUI
14191480,743e0687-6328-40f6-abcd-a1bdb3aa0d2f,2023-04-01T11:30:00+02:00,2023-04-01,11:30:00,-1.621,48.130,35051,35,Cesson-Sévigné,Rennes Métropole,France,2023-04-01T11:50:00+02:00,2023-04-01,11:50:00,-1.497,48.226,35152,35,Liffré,CC Liffré-Cormier Communauté,France,1,C,16010,21,OUI
14193056,9df601b5-5b83-480b-968e-1b85ec74ecec,2023-04-01T11:50:00+02:00,2023-04-01,11:50:00,-1.488,47.956,35136,35,Janzé,CC Roche aux Fées Communauté,France,2023-04-01T12:20:00+02:00,2023-04-01,12:20:00,-1.303,48.077,35087,35,Cornillé,CA Vitré Communauté,France,1,C,24709,37,OUI
14193993,e02e4613-3de6-4780-aecd-373aff869104,2023-04-01T11:50:00+02:00,2023-04-01,11:50:00,-1.677,48.115,35238,35,Rennes,Rennes Métropole,France,2023-04-01T14:50:00+02:00,2023-04-01,14:50:00,0.263,49.143,14366,14,Lisieux,CA Lisieux Normandie,France,1,C,248927,179,OUI
