journey_id,trip_id,journey_start_datetime,journey_start_date,journey_start_time,journey_start_lon,journey_start_lat,journey_start_insee,journey_start_department,journey_start_town,journey_start_towngroup,journey_start_country,journey_end_datetime,journey_end_date,journey_end_time,journey_end_lon,journey_end_lat,journey_end_insee,journey_end_department,journey_end_town,journey_end_towngroup,journey_end_country,passenger_seats,operator_class,journey_distance,journey_duration,has_incentive
45701186,23b439db28534fdf7b25f5c8524a1a23d30b19d17142591896bd1d136c4463f8,2024-10-01T05:00:00+0200,2024-10-01,05:00:00,-1.680,48.094,35238,35,Rennes,Rennes Métropole,France,2024-10-01T05:00:00+0200,2024-10-01,05:30:00,-1.496,48.226,35152,35,Liffré,CC Liffré-Cormier Communauté,France,1,C,28547,28,NON
45701453,880c552f0eeff96ce24785bfc08b30b0e703518fe6a2481b939dc2db333ddfb4,2024-10-01T05:10:00+0200,2024-10-01,05:10:00,-1.651,48.124,35238,35,Rennes,Rennes Métropole,France,2024-10-01T05:10:00+0200,2024-10-01,05:30:00,-1.497,48.226,35152,35,Liffré,CC Liffré-Cormier Communauté,France,1,C,17661,18,NON
45702843,f6f7dd5f5ad82cba161373ec5ab48fc2dacfd273c65124bb0ba6c2230286889e,2024-10-01T05:50:00+0200,2024-10-01,05:50:00,-1.671,48.094,35238,35,Rennes,Rennes Métropole,France,2024-10-01T05:50:00+0200,2024-10-01,06:10:00,-1.524,48.114,35207,35,Noyal-sur-Vilaine,CC Pays de Châteaugiron Communauté,France,1,C,12984,15,NON
45703192,e44dfcb6cfaf54efaf4a2c220a5ef8bfcc1ce1e945fd0d5e7b3e634ee534556e,2024-10-01T06:10:00+0200,2024-10-01,06:10:00,-1.634,48.096,35238,35,Rennes,Rennes Métropole,France,2024-10-01T06:10:00+0200,2024-10-01,06:50:00,-1.189,48.116,35360,35,Vitré,CA Vitré Communauté,France,1,C,37210,34,OUI
45749602,51e22deb6148917280db08fdbb4b03e3cde696eec626f325de1baa8ae2e01f17,2024-10-01T06:30:00+0200,2024-10-01,06:30:00,-1.218,48.365,35150,35,Lécousse,CA Fougères Agglomération,France,2024-10-01T06:30:00+0200,2024-10-01,06:40:00,-1.306,48.333,35310,35,Saint-Sauveur-des-Landes,CA Fougères Agglomération,France,1,C,9186,8,NON
45700662,916adf6f1b1f2fae4bb585861fcdc3ddbb6ad448dfdf5a9c2c93afcc2c11dd50,2024-10-01T07:00:00+0200,2024-10-01,07:00:00,-1.698,48.132,35238,35,Rennes,Rennes Métropole,France,2024-10-01T07:00:00+0200,2024-10-01,07:10:00,-1.713,48.115,35238,35,Rennes,Rennes Métropole,France,1,C,3772,10,NON
45705531,ae3f8b93ede3fa1dd607d346f2c4522e045a3c90d3685b9f23bc620895ab4cba,2024-10-01T07:00:00+0200,2024-10-01,07:00:00,-1.590,48.114,35051,35,Cesson-Sévigné,Rennes Métropole,France,2024-10-01T07:00:00+0200,2024-10-01,07:20:00,-1.696,48.124,35238,35,Rennes,Rennes Métropole,France,1,C,17204,18,NON
45750113,3e44b0be4d21e36e87c58b1d107b27243772dfd704863e30498557ca18b268b9,2024-10-01T07:10:00+0200,2024-10-01,07:10:00,-1.787,48.054,35076,35,Chavagne,Rennes Métropole,France,2024-10-01T07:10:00+0200,2024-10-01,07:20:00,-1.700,48.055,35206,35,Noyal-Châtillon-sur-Seiche,Rennes Métropole,France,1,C,8620,11,NON
45706211,cc1f978c5b9b2493dc0bee1f8409d2e8d7c1090ef6b777289d8a2b2e85ba0926,2024-10-01T07:10:00+0200,2024-10-01,07:10:00,-1.686,48.143,35278,35,Saint-Grégoire,Rennes Métropole,France,2024-10-01T07:10:00+0200,2024-10-01,07:20:00,-1.619,48.121,35051,35,Cesson-Sévigné,Rennes Métropole,France,1,C,9150,12,NON
45706229,73105092693b14a0696f5d27962a3be8896fcf48d377da54bb12d9dbe806332a,2024-10-01T07:10:00+0200,2024-10-01,07:10:00,-1.691,48.119,35238,35,Rennes,Rennes Métropole,France,2024-10-01T07:10:00+0200,2024-10-01,07:40:00,-2.066,48.166,35027,35,Boisgervilly,CC de Saint-Méen Montauban,France,1,C,33949,31,NON
45706426,f5ad49cdb9967872930422c7d237f4887a0f9152efdf7c89219329093ed65fa6,2024-10-01T07:10:00+0200,2024-10-01,07:10:00,-1.853,48.074,35196,35,Mordelles,Rennes Métropole,France,2024-10-01T07:10:00+0200,2024-10-01,07:30:00,-1.741,48.104,35353,35,Vezin-le-Coquet,Rennes Métropole,France,1,C,10802,11,NON
45723292,8e6ba1860b7f39aac05d9be407b812d31320572520fd86606f0860a90b205325,2024-10-01T07:20:00+0200,2024-10-01,07:20:00,-1.794,48.099,35240,35,Le Rheu,Rennes Métropole,France,2024-10-01T07:20:00+0200,2024-10-01,07:50:00,-1.622,48.135,35051,35,Cesson-Sévigné,Rennes Métropole,France,1,C,23716,31,NON
45712025,da40774c954559d88be09343ed64bddf281e0ca4e690a208a6058148d6b46148,2024-10-01T07:20:00+0200,2024-10-01,07:20:00,-1.674,48.087,35238,35,Rennes,Rennes Métropole,France,2024-10-01T07:20:00+0200,2024-10-01,08:40:00,-1.584,47.261,44114,44,Orvault,Nantes Métropole,France,1,B,97303,74,OUI
45708413,2a39b2aa5fbf994a954a8d1852cec99e950e017f974f4648231b626caa13976b,2024-10-01T07:20:00+0200,2024-10-01,07:20:00,-1.653,48.109,35238,35,Rennes,Rennes Métropole,France,2024-10-01T07:20:00+0200,2024-10-01,08:00:00,-1.226,48.121,35360,35,Vitré,CA Vitré Communauté,France,1,C,39449,37,OUI
45711899,b6a251c61cac97f0da5c9bc398607831f23a31f94398b7575128e22403a46aed,2024-10-01T07:20:00+0200,2024-10-01,07:20:00,-1.843,48.080,35196,35,Mordelles,Rennes Métropole,France,2024-10-01T07:20:00+0200,2024-10-01,07:50:00,-1.697,48.146,35278,35,Saint-Grégoire,Rennes Métropole,France,1,C,17704,21,NON
45712133,2a39b2aa5fbf994a954a8d1852cec99e950e017f974f4648231b626caa13976b,2024-10-01T07:20:00+0200,2024-10-01,07:20:00,-1.654,48.108,35238,35,Rennes,Rennes Métropole,France,2024-10-01T07:20:00+0200,2024-10-01,08:00:00,-1.223,48.122,35360,35,Vitré,CA Vitré Communauté,France,1,C,39602,37,OUI
45711877,ceb89d4ac23e09820eccbbf5eed766170e83da2d57da2662e97dcb02d0cacb63,2024-10-01T07:20:00+0200,2024-10-01,07:20:00,-1.714,47.978,35139,35,Laillé,Rennes Métropole,France,2024-10-01T07:20:00+0200,2024-10-01,07:50:00,-1.636,48.103,35238,35,Rennes,Rennes Métropole,France,1,C,18656,20,NON
45708460,2e91d0997c8bbc4aeac4eb8a164463166ab27f1b15e482eb8e40871fc298b4b7,2024-10-01T07:20:00+0200,2024-10-01,07:20:00,-1.220,48.370,35150,35,Lécousse,CA Fougères Agglomération,France,2024-10-01T07:20:00+0200,2024-10-01,08:00:00,-1.227,48.122,35360,35,Vitré,CA Vitré Communauté,France,1,C,34261,39,OUI
45711840,f77d5c3317c32e7e0de161c05d1a41dc122ed47435f7e95d4accca73c7ff1124,2024-10-01T07:20:00+0200,2024-10-01,07:20:00,-1.199,47.977,35200,35,Moutiers,CA Vitré Communauté,France,2024-10-01T07:20:00+0200,2024-10-01,08:00:00,-1.367,47.728,44036,44,Châteaubriant,CC Châteaubriant-Derval,France,1,C,35169,40,OUI
45712126,6a282549196f568ded355a8fef3cd13154206f9100a44e4e47d18fa886527721,2024-10-01T07:20:00+0200,2024-10-01,07:20:00,-1.602,48.121,35051,35,Cesson-Sévigné,Rennes Métropole,France,2024-10-01T07:20:00+0200,2024-10-01,07:30:00,-1.533,48.111,35207,35,Noyal-sur-Vilaine,CC Pays de Châteaugiron Communauté,France,1,C,6865,9,NON
45712095,626c2e99d87c28da669102417ec32248eb16b886af029e4286e5964a7072a23d,2024-10-01T07:20:00+0200,2024-10-01,07:20:00,-1.708,48.152,35189,35,Montgermont,Rennes Métropole,France,2024-10-01T07:20:00+0200,2024-10-01,07:40:00,-1.738,48.026,35047,35,Bruz,Rennes Métropole,France,1,C,17835,20,NON
45712151,2a5333218ae0471419ea22fd45894277080a7f15a9410e3e4e71160ca73f0d5d,2024-10-01T07:30:00+0200,2024-10-01,07:30:00,-1.643,48.087,35238,35,Rennes,Rennes Métropole,France,2024-10-01T07:30:00+0200,2024-10-01,08:00:00,-1.198,48.072,35109,35,Étrelles,CA Vitré Communauté,France,1,C,37382,31,OUI
45712274,81fcf90d0e22f1d0dca4f97b63e12761f86e2870c704699dc85e10ae0b31eb85,2024-10-01T07:30:00+0200,2024-10-01,07:30:00,-1.655,48.102,35238,35,Rennes,Rennes Métropole,France,2024-10-01T07:30:00+0200,2024-10-01,07:40:00,-1.520,48.109,35207,35,Noyal-sur-Vilaine,CC Pays de Châteaugiron Communauté,France,1,C,11676,13,NON
