journey_id,trip_id,journey_start_datetime,journey_start_date,journey_start_time,journey_start_lon,journey_start_lat,journey_start_insee,journey_start_postalcode,journey_start_department,journey_start_town,journey_start_towngroup,journey_start_country,journey_end_datetime,journey_end_date,journey_end_time,journey_end_lon,journey_end_lat,journey_end_insee,journey_end_postalcode,journey_end_department,journey_end_town,journey_end_towngroup,journey_end_country,passenger_seats,operator_class,journey_distance,journey_duration,has_incentive
989910,f022c565-3fed-49b7-bfb6-ed7fac79496a,2019-07-02T08:20:00+02:00,2019-07-02,08:20:00,-1.61,48.14,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,2019-07-02T08:50:00+02:00,2019-07-02,08:50:00,-1.71,48.09,35238,35000,35,Rennes (35),Rennes Metropole,France,1,B,12828,25,NON
990348,4b6f3c99-448c-4df5-b17e-656560157ed3,2019-07-02T18:20:00+02:00,2019-07-02,18:20:00,-1.71,48.09,35238,35000,35,Rennes (35),Rennes Metropole,France,2019-07-02T18:40:00+02:00,2019-07-02,18:40:00,-1.61,48.14,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,1,C,13813,23,NON
992888,b4c3ea82-e820-4070-9e39-1f3d2a3c7668,2019-07-03T08:30:00+02:00,2019-07-03,08:30:00,-1.61,48.14,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,2019-07-03T08:50:00+02:00,2019-07-03,08:50:00,-1.71,48.09,35238,35000,35,Rennes (35),Rennes Metropole,France,1,C,12828,23,NON
993437,3d5707c8-042b-48bc-98ef-9bf7583ece2f,2019-07-03T19:10:00+02:00,2019-07-03,19:10:00,-1.71,48.09,35238,35000,35,Rennes (35),Rennes Metropole,France,2019-07-03T19:30:00+02:00,2019-07-03,19:30:00,-1.61,48.14,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,1,C,13814,13,NON
995695,d5b0a0b9-81dd-4bcb-8cb0-117608bf84fa,2019-07-04T08:30:00+02:00,2019-07-04,08:30:00,-1.61,48.14,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,2019-07-04T08:50:00+02:00,2019-07-04,08:50:00,-1.71,48.09,35238,35000,35,Rennes (35),Rennes Metropole,France,1,C,12828,21,NON
996106,4bfb85fb-2117-41c9-af77-58ae670f3d3a,2019-07-04T18:00:00+02:00,2019-07-04,18:00:00,-1.71,48.09,35238,35000,35,Rennes (35),Rennes Metropole,France,2019-07-04T18:20:00+02:00,2019-07-04,18:20:00,-1.61,48.14,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,1,C,13811,24,NON
1003416,c3973816-ad2f-446c-8073-f17835097504,2019-07-08T08:30:00+02:00,2019-07-08,08:30:00,-1.61,48.14,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,2019-07-08T08:50:00+02:00,2019-07-08,08:50:00,-1.71,48.09,35238,35000,35,Rennes (35),Rennes Metropole,France,1,C,12838,21,NON
1003907,d81821b2-65b0-4816-a00e-bae376c7880f,2019-07-08T18:40:00+02:00,2019-07-08,18:40:00,-1.71,48.09,35238,35000,35,Rennes (35),Rennes Metropole,France,2019-07-08T19:00:00+02:00,2019-07-08,19:00:00,-1.61,48.14,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,1,B,13813,19,NON
1005175,5ee7b96e-95a2-49b9-ac19-6f12c0e2aae2,2019-07-09T18:10:00+02:00,2019-07-09,18:10:00,-1.71,48.09,35238,35000,35,Rennes (35),Rennes Metropole,France,2019-07-09T18:20:00+02:00,2019-07-09,18:20:00,-1.61,48.14,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,1,B,13127,17,NON
1006235,13ad3b73-4671-48c0-a19d-2ff1bc7b1347,2019-07-10T08:40:00+02:00,2019-07-10,08:40:00,-1.61,48.14,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,2019-07-10T08:50:00+02:00,2019-07-10,08:50:00,-1.71,48.09,35238,35000,35,Rennes (35),Rennes Metropole,France,1,C,12828,16,NON
