journey_id,trip_id,journey_start_datetime,journey_start_date,journey_start_time,journey_start_lon,journey_start_lat,journey_start_insee,journey_start_postalcode,journey_start_department,journey_start_town,journey_start_towngroup,journey_start_country,journey_end_datetime,journey_end_date,journey_end_time,journey_end_lon,journey_end_lat,journey_end_insee,journey_end_postalcode,journey_end_department,journey_end_town,journey_end_towngroup,journey_end_country,passenger_seats,operator_class,journey_distance,journey_duration,has_incentive
4078293,ae177226-916a-4019-8097-70d546db2558,2021-04-01T03:20:00+02:00,2021-04-01,03:20:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-04-01T04:20:00+02:00,2021-04-01,04:20:00,-2.51,48.46,22093,22400,22,Lamballe-Armor (22),Communaute D'Agglomeration Lamballe Terre-Mer,France,1,B,82360,62,OUI
4078354,6027108f-3722-43e7-91a2-4338f203b4cc,2021-04-01T06:00:00+02:00,2021-04-01,06:00:00,-1.674,48.087,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-04-01T07:10:00+02:00,2021-04-01,07:10:00,-1.584,47.261,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97476,68,OUI
4078690,b9d9e871-2ad6-4e82-b792-ffee5bcf72cf,2021-04-01T06:40:00+02:00,2021-04-01,06:40:00,-1.67,48.10,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-04-01T07:40:00+02:00,2021-04-01,07:40:00,-2.01,48.64,35288,35400,35,Saint-Malo (35),Saint-Malo Agglomeration,France,1,C,71132,58,OUI
4078533,f8f6cfa3-5ef9-49df-bdc3-6357571e2b3a,2021-04-01T07:00:00+02:00,2021-04-01,07:00:00,-1.674,48.087,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-04-01T08:00:00+02:00,2021-04-01,08:00:00,-0.796,48.053,53130,53000,53,Laval (53),Communaute D'Agglomeration De Laval,France,1,C,75905,56,OUI
4078431,bd4252bb-0ae9-40ec-8d27-cf717712257d,2021-04-01T07:20:00+02:00,2021-04-01,07:20:00,-1.673,48.093,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-04-01T08:30:00+02:00,2021-04-01,08:30:00,-1.574,47.263,44109,44000,44,Nantes (44),Nantes Metropole,France,1,C,98899,71,OUI
4078886,5bf4b3a7-9878-42a6-86ae-2d90e27cc6b2,2021-04-01T08:00:00+02:00,2021-04-01,08:00:00,-1.21,48.36,35150,35133,35,Lécousse (35),Fougeres Agglomeration,France,2021-04-01T08:40:00+02:00,2021-04-01,08:40:00,-1.63,48.10,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,1,C,50265,37,OUI
4079111,4f2b0c0c-bbd3-4ca9-bae7-af63797b5424,2021-04-01T08:00:00+02:00,2021-04-01,08:00:00,-1.66,48.09,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-04-01T08:50:00+02:00,2021-04-01,08:50:00,-2.04,48.45,22050,22100,22,Dinan (22),Communaute D'Agglomeration Dinan Agglomeration,France,1,B,56581,50,OUI
4079150,cb710006-b936-46c1-86c4-7d6c13299537,2021-04-01T08:00:00+02:00,2021-04-01,08:00:00,-1.69,48.13,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-04-01T08:40:00+02:00,2021-04-01,08:40:00,-1.19,48.34,35115,35300,35,Fougères (35),Fougeres Agglomeration,France,1,C,50117,38,OUI
4063862,f71359c8-76fb-49f7-94ee-caadc4cbf354,2021-04-01T08:20:00+02:00,2021-04-01,08:20:00,-1.79,48.09,35240,35650,35,Le Rheu (35),Rennes Metropole,France,2021-04-01T08:20:00+02:00,2021-04-01,08:20:00,-1.69,48.15,35278,35760,35,Saint-Grégoire (35),Rennes Metropole,France,1,B,12021,0,NON
4080074,ae675a8f-60eb-41b3-b67e-1fe7f86b59e9,2021-04-01T17:00:00+02:00,2021-04-01,17:00:00,-1.70,48.11,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-04-01T18:00:00+02:00,2021-04-01,18:00:00,-1.99,48.62,35288,35400,35,Saint-Malo (35),Saint-Malo Agglomeration,France,1,C,66793,50,OUI
4080317,59521e9f-db91-402a-9490-31dd147a4fcb,2021-04-01T17:30:00+02:00,2021-04-01,17:30:00,-1.69,48.11,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-04-01T18:30:00+02:00,2021-04-01,18:30:00,-2.51,48.46,22093,22400,22,Lamballe-Armor (22),Communaute D'Agglomeration Lamballe Terre-Mer,France,1,B,76599,55,OUI
4080503,2ad050e2-8af9-413f-a7fa-8466c955d3c4,2021-04-01T17:30:00+02:00,2021-04-01,17:30:00,-1.68,48.14,35278,35760,35,Saint-Grégoire (35),Rennes Metropole,France,2021-04-01T18:10:00+02:00,2021-04-01,18:10:00,-2.02,48.45,22118,22100,22,Lanvallay (22),Communaute D'Agglomeration Dinan Agglomeration,France,1,C,47759,38,OUI
4080564,6b53aac4-919e-48af-bb65-a7d80f555f59,2021-04-01T17:40:00+02:00,2021-04-01,17:40:00,-1.63,48.10,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,2021-04-01T18:20:00+02:00,2021-04-01,18:20:00,-1.21,48.36,35150,35133,35,Lécousse (35),Fougeres Agglomeration,France,1,C,50653,38,OUI
4080447,fc186d7d-de41-4002-b5f0-33c38b224bb3,2021-04-01T17:50:00+02:00,2021-04-01,17:50:00,-1.63,48.09,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-04-01T18:00:00+02:00,2021-04-01,18:00:00,-1.69,48.09,35281,35136,35,Saint-Jacques-de-la-Lande (35),Rennes Metropole,France,1,B,7019,8,NON
4080307,31a4b187-2613-4d47-b564-a95221293fa2,2021-04-01T18:10:00+02:00,2021-04-01,18:10:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-04-01T19:00:00+02:00,2021-04-01,19:00:00,-1.98,48.62,35288,35400,35,Saint-Malo (35),Saint-Malo Agglomeration,France,1,B,72107,54,OUI
4081521,2fb7e5c3-8481-433e-bd0f-c1918f668320,2021-04-02T06:00:00+02:00,2021-04-02,06:00:00,-1.674,48.087,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-04-02T07:10:00+02:00,2021-04-02,07:10:00,-1.584,47.261,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97476,68,OUI
4081696,91c2a7d0-b005-4b50-8c57-5296c57b7ab6,2021-04-02T07:00:00+02:00,2021-04-02,07:00:00,-1.674,48.087,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-04-02T08:00:00+02:00,2021-04-02,08:00:00,-0.796,48.053,53130,53000,53,Laval (53),Communaute D'Agglomeration De Laval,France,1,C,75905,56,OUI
4067054,785c9d6c-a87f-45e8-bd0e-6c9244180445,2021-04-02T07:40:00+02:00,2021-04-02,07:40:00,-1.79,48.09,35240,35650,35,Le Rheu (35),Rennes Metropole,France,2021-04-02T07:40:00+02:00,2021-04-02,07:40:00,-1.69,48.15,35278,35760,35,Saint-Grégoire (35),Rennes Metropole,France,1,B,12021,0,NON
4081976,a629a297-a5e3-4b13-84b0-dda441e1c6f3,2021-04-02T07:50:00+02:00,2021-04-02,07:50:00,-1.667,48.104,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-04-02T08:50:00+02:00,2021-04-02,08:50:00,-0.781,48.061,53130,53000,53,Laval (53),Communaute D'Agglomeration De Laval,France,1,C,73054,56,OUI
4082077,dac7b358-95b2-41da-85f3-cecb346c9e85,2021-04-02T07:50:00+02:00,2021-04-02,07:50:00,-1.66,48.09,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-04-02T08:50:00+02:00,2021-04-02,08:50:00,-2.04,48.45,22050,22100,22,Dinan (22),Communaute D'Agglomeration Dinan Agglomeration,France,1,B,56581,50,OUI
4082126,b8ff4278-6470-4da9-ba8f-420e77fa125e,2021-04-02T08:00:00+02:00,2021-04-02,08:00:00,-1.68,48.11,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-04-02T08:50:00+02:00,2021-04-02,08:50:00,-1.19,48.35,35115,35300,35,Fougères (35),Fougeres Agglomeration,France,1,B,52548,42,OUI
4082097,f2f43e93-b2ab-4250-a9dd-51b876ef302d,2021-04-02T08:10:00+02:00,2021-04-02,08:10:00,-1.60,48.11,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,2021-04-02T08:50:00+02:00,2021-04-02,08:50:00,-1.20,48.35,35115,35300,35,Fougères (35),Fougeres Agglomeration,France,1,B,45254,36,OUI
