journey_id,trip_id,journey_start_datetime,journey_start_date,journey_start_time,journey_start_lon,journey_start_lat,journey_start_insee,journey_start_postalcode,journey_start_department,journey_start_town,journey_start_towngroup,journey_start_country,journey_end_datetime,journey_end_date,journey_end_time,journey_end_lon,journey_end_lat,journey_end_insee,journey_end_postalcode,journey_end_department,journey_end_town,journey_end_towngroup,journey_end_country,passenger_seats,operator_class,journey_distance,journey_duration,has_incentive
3290744,348e3502-8bc6-4d47-8b37-0abefdce5360,2020-05-01T18:10:00+02:00,2020-05-01,18:10:00,-1.68,48.11,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-05-01T19:10:00+02:00,2020-05-01,19:10:00,-2.01,48.64,35288,35400,35,Saint-Malo (35),Saint-Malo Agglomeration,France,1,A,70115,56,NON
3297475,7c58e263-baf7-426d-859d-0645f054908c,2020-05-03T07:00:00+02:00,2020-05-03,07:00:00,-1.67,48.11,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-05-03T07:50:00+02:00,2020-05-03,07:50:00,-1.92,48.56,35070,35430,35,Châteauneuf-d'Ille-et-Vilaine (35),Saint-Malo Agglomeration,France,1,C,57793,46,NON
3298731,41b2f83c-56ab-4457-8e90-9cc1cb9a6dcd,2020-05-04T03:10:00+02:00,2020-05-04,03:10:00,-1.68,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-05-04T04:10:00+02:00,2020-05-04,04:10:00,-2.51,48.46,22093,22400,22,Lamballe-Armor (22),Communaute De Communes Lamballe Terre-Mer,France,1,C,80599,60,NON
3298861,f5486579-47b0-4bf1-ba52-a5e7bf5f081c,2020-05-04T07:20:00+02:00,2020-05-04,07:20:00,-1.69,48.10,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-05-04T08:00:00+02:00,2020-05-04,08:00:00,-2.17,48.18,35297,35290,35,Saint-Méen-le-Grand (35),,France,1,B,41392,31,NON
3298940,f5eeaa40-6c70-4221-82c5-9fb4dc2227da,2020-05-04T08:20:00+02:00,2020-05-04,08:20:00,-1.69,48.12,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-05-04T09:00:00+02:00,2020-05-04,09:00:00,-2.04,48.44,22050,22100,22,Dinan (22),Dinan Agglomeration,France,1,B,51872,43,NON
3300309,2dd2469a-0d02-4714-ab25-c4cc8cd786d5,2020-05-05T03:10:00+02:00,2020-05-05,03:10:00,-1.68,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-05-05T04:10:00+02:00,2020-05-05,04:10:00,-2.51,48.46,22093,22400,22,Lamballe-Armor (22),Communaute De Communes Lamballe Terre-Mer,France,1,B,80599,60,NON
3300459,e4cbc959-22c1-4e0c-8285-8e5e19cf5ef2,2020-05-05T07:20:00+02:00,2020-05-05,07:20:00,-1.69,48.10,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-05-05T08:00:00+02:00,2020-05-05,08:00:00,-2.17,48.18,35297,35290,35,Saint-Méen-le-Grand (35),,France,1,B,41392,31,NON
3300974,008146e6-b5fa-469f-98af-d90eed33eee7,2020-05-05T17:00:00+02:00,2020-05-05,17:00:00,-1.64,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-05-05T17:50:00+02:00,2020-05-05,17:50:00,-0.78,48.06,53130,53000,53,Laval (53),Communaute D'Agglomeration De Laval,France,1,B,72057,53,NON
3301035,008146e6-b5fa-469f-98af-d90eed33eee7,2020-05-05T17:00:00+02:00,2020-05-05,17:00:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-05-05T18:00:00+02:00,2020-05-05,18:00:00,-0.78,48.06,53130,53000,53,Laval (53),Communaute D'Agglomeration De Laval,France,1,C,74721,55,NON
3301570,bcdd6a42-7e04-47b9-80af-1c147b4a5ed0,2020-05-06T03:10:00+02:00,2020-05-06,03:10:00,-1.68,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-05-06T04:10:00+02:00,2020-05-06,04:10:00,-2.51,48.46,22093,22400,22,Lamballe-Armor (22),Communaute De Communes Lamballe Terre-Mer,France,1,B,80599,60,NON
3301691,09879cbe-ce0d-453a-a357-1e9c7f786e96,2020-05-06T07:00:00+02:00,2020-05-06,07:00:00,-1.67,48.11,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-05-06T07:50:00+02:00,2020-05-06,07:50:00,-1.92,48.56,35070,35430,35,Châteauneuf-d'Ille-et-Vilaine (35),Saint-Malo Agglomeration,France,1,C,57793,46,NON
3301702,280f5301-2d6a-4a62-8292-7f147687e1de,2020-05-06T07:20:00+02:00,2020-05-06,07:20:00,-1.69,48.10,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-05-06T08:00:00+02:00,2020-05-06,08:00:00,-2.17,48.18,35297,35290,35,Saint-Méen-le-Grand (35),,France,1,B,41392,31,NON
