journey_id,trip_id,journey_start_datetime,journey_start_date,journey_start_time,journey_start_lon,journey_start_lat,journey_start_insee,journey_start_postalcode,journey_start_department,journey_start_town,journey_start_towngroup,journey_start_country,journey_end_datetime,journey_end_date,journey_end_time,journey_end_lon,journey_end_lat,journey_end_insee,journey_end_postalcode,journey_end_department,journey_end_town,journey_end_towngroup,journey_end_country,passenger_seats,operator_class,journey_distance,journey_duration,has_incentive
3650159,ae35cc9f-5960-4fe0-b006-f66e39337485,2020-09-01T06:10:00+02:00,2020-09-01,06:10:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-09-01T07:20:00+02:00,2020-09-01,07:20:00,-1.58,47.26,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97476,68,NON
3650194,ae35cc9f-5960-4fe0-b006-f66e39337485,2020-09-01T06:10:00+02:00,2020-09-01,06:10:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-09-01T07:20:00+02:00,2020-09-01,07:20:00,-1.58,47.26,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97476,68,NON
3650625,7c128528-0b1c-4bbc-bffe-52aaf2bab040,2020-09-01T07:40:00+02:00,2020-09-01,07:40:00,-1.65,48.13,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-09-01T08:20:00+02:00,2020-09-01,08:20:00,-1.19,48.33,35227,35137,35,Pleumeleuc (35),,France,1,C,48746,37,NON
3650560,6f21200b-f98b-4c64-89ba-1b90b72db801,2020-09-01T07:50:00+02:00,2020-09-01,07:50:00,-1.62,48.14,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,2020-09-01T08:20:00+02:00,2020-09-01,08:20:00,-1.17,48.33,35227,35137,35,Pleumeleuc (35),,France,1,C,44768,32,NON
3650906,6f21200b-f98b-4c64-89ba-1b90b72db801,2020-09-01T07:50:00+02:00,2020-09-01,07:50:00,-1.62,48.14,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,2020-09-01T08:20:00+02:00,2020-09-01,08:20:00,-1.17,48.33,35227,35137,35,Pleumeleuc (35),,France,1,C,44768,32,NON
3650918,a56af256-b262-40bf-9300-1265e191ce95,2020-09-01T07:50:00+02:00,2020-09-01,07:50:00,-1.62,48.14,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,2020-09-01T08:20:00+02:00,2020-09-01,08:20:00,-1.18,48.34,35115,35300,35,Fougères (35),Fougeres Agglomeration,France,1,C,45705,33,NON
3650602,dddfe057-fe14-4bf4-aceb-286a4b1d9409,2020-09-01T08:00:00+02:00,2020-09-01,08:00:00,-1.67,48.11,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-09-01T08:50:00+02:00,2020-09-01,08:50:00,-1.20,48.35,35115,35300,35,Fougères (35),Fougeres Agglomeration,France,1,B,50521,43,NON
3650610,dddfe057-fe14-4bf4-aceb-286a4b1d9409,2020-09-01T08:00:00+02:00,2020-09-01,08:00:00,-1.67,48.11,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-09-01T08:40:00+02:00,2020-09-01,08:40:00,-1.20,48.35,35115,35300,35,Fougères (35),Fougeres Agglomeration,France,1,C,48987,39,NON
3650789,36bb98ac-c214-4a7f-9173-8d5df62ba86a,2020-09-01T08:10:00+02:00,2020-09-01,08:10:00,-1.59,48.11,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,2020-09-01T08:50:00+02:00,2020-09-01,08:50:00,-1.20,48.35,35115,35300,35,Fougères (35),Fougeres Agglomeration,France,1,C,47486,37,NON
3650794,ccfa76db-e803-46e0-a91a-122a81f81bb3,2020-09-01T08:10:00+02:00,2020-09-01,08:10:00,-1.67,48.10,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-09-01T08:30:00+02:00,2020-09-01,08:30:00,-1.69,48.15,35278,35760,35,Saint-Grégoire (35),Rennes Metropole,France,1,B,7042,11,NON
3651033,53957453-8acd-485c-a48e-0b945d40ecfb,2020-09-01T10:00:00+02:00,2020-09-01,10:00:00,-1.67,48.12,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-09-01T10:30:00+02:00,2020-09-01,10:30:00,-1.82,48.33,35337,35190,35,Tinténiac (35),,France,1,C,28611,25,NON
3651054,dc83df0a-bada-4080-b57f-af4980c751f1,2020-09-01T11:30:00+02:00,2020-09-01,11:30:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-09-01T12:40:00+02:00,2020-09-01,12:40:00,-2.51,48.46,22093,22400,22,Lamballe-Armor (22),Communaute De Communes Lamballe Terre-Mer,France,1,B,82360,62,NON
3651290,0d113b4c-8edb-43d1-8cc2-ade5ad9557f6,2020-09-01T17:00:00+02:00,2020-09-01,17:00:00,-1.69,48.12,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-09-01T17:40:00+02:00,2020-09-01,17:40:00,-1.19,48.34,35115,35300,35,Fougères (35),Fougeres Agglomeration,France,1,B,50031,38,NON
