journey_id,trip_id,journey_start_datetime,journey_start_date,journey_start_time,journey_start_lon,journey_start_lat,journey_start_insee,journey_start_department,journey_start_town,journey_start_towngroup,journey_start_country,journey_end_datetime,journey_end_date,journey_end_time,journey_end_lon,journey_end_lat,journey_end_insee,journey_end_department,journey_end_town,journey_end_towngroup,journey_end_country,passenger_seats,operator_class,journey_distance,journey_duration,has_incentive
18555381,6ae70b4e-1101-4906-9f70-2911f21aedc5,2023-10-01T00:10:00+02:00,2023-10-01,00:10:00,-1.621,48.092,35055,35,Chantepie,Rennes Métropole,France,2023-10-01T00:40:00+02:00,2023-10-01,00:40:00,-1.217,48.114,35360,35,Vitré,CA Vitré Communauté,France,1,C,36383,25,OUI
18557557,e57f0d3f-b966-4a53-88c0-49db6fcd9f25,2023-10-01T02:40:00+02:00,2023-10-01,02:40:00,-1.710,48.116,35238,35,Rennes,Rennes Métropole,France,2023-10-01T02:50:00+02:00,2023-10-01,02:50:00,-1.762,48.118,35353,35,Vezin-le-Coquet,Rennes Métropole,France,1,C,4362,6,NON
18559207,011d141b-3a4b-48a6-8fc3-333427a4a314,2023-10-01T08:10:00+02:00,2023-10-01,08:10:00,-1.675,48.115,35238,35,Rennes,Rennes Métropole,France,2023-10-01T08:30:00+02:00,2023-10-01,08:30:00,-1.531,48.110,35207,35,Noyal-sur-Vilaine,CC Pays de Châteaugiron Communauté,France,1,C,12944,13,NON
18559014,0b52e9c3-1856-44fc-a381-a8df54f1b56a,2023-10-01T09:50:00+02:00,2023-10-01,09:50:00,-1.617,48.045,35352,35,Vern-sur-Seiche,Rennes Métropole,France,2023-10-01T10:00:00+02:00,2023-10-01,10:00:00,-1.633,48.102,35238,35,Rennes,Rennes Métropole,France,1,C,9039,15,NON
18560741,01493e30-837f-4c07-91ab-6cfd7d5f7620,2023-10-01T11:50:00+02:00,2023-10-01,11:50:00,-1.541,48.038,35204,35,Nouvoitou,Rennes Métropole,France,2023-10-01T12:30:00+02:00,2023-10-01,12:30:00,-1.190,48.169,35015,35,Balazé,CA Vitré Communauté,France,1,C,41354,37,OUI
18561234,9434a750-82e2-4068-bfeb-72f5e8c613f0,2023-10-01T12:30:00+02:00,2023-10-01,12:30:00,-1.201,47.913,35235,35,Rannée,CA Vitré Communauté,France,2023-10-01T13:10:00+02:00,2023-10-01,13:10:00,-1.693,48.086,35238,35,Rennes,Rennes Métropole,France,1,C,52290,43,OUI
18560719,c6f917b8-8164-4eb0-9c62-3c9c92135bbc,2023-10-01T12:30:00+02:00,2023-10-01,12:30:00,-1.633,48.101,35238,35,Rennes,Rennes Métropole,France,2023-10-01T12:40:00+02:00,2023-10-01,12:40:00,-1.617,48.045,35352,35,Vern-sur-Seiche,Rennes Métropole,France,1,C,11127,14,NON
18561584,8d0e83e8-bf81-415c-b097-58cbb52f1071,2023-10-01T13:20:00+02:00,2023-10-01,13:20:00,-1.588,48.111,35051,35,Cesson-Sévigné,Rennes Métropole,France,2023-10-01T13:50:00+02:00,2023-10-01,13:50:00,-1.189,48.168,35015,35,Balazé,CA Vitré Communauté,France,1,C,40208,35,OUI
18561650,ec57a659-6001-4d66-9aeb-bd3b96fcfd60,2023-10-01T13:40:00+02:00,2023-10-01,13:40:00,-1.644,48.123,35238,35,Rennes,Rennes Métropole,France,2023-10-01T14:10:00+02:00,2023-10-01,14:10:00,-1.418,48.096,35068,35,Châteaubourg,CA Vitré Communauté,France,1,C,19881,28,OUI
18561651,ec57a659-6001-4d66-9aeb-bd3b96fcfd60,2023-10-01T13:40:00+02:00,2023-10-01,13:40:00,-1.644,48.123,35238,35,Rennes,Rennes Métropole,France,2023-10-01T14:10:00+02:00,2023-10-01,14:10:00,-1.418,48.096,35068,35,Châteaubourg,CA Vitré Communauté,France,1,C,19881,28,OUI
