journey_id,trip_id,journey_start_datetime,journey_start_date,journey_start_time,journey_start_lon,journey_start_lat,journey_start_insee,journey_start_postalcode,journey_start_department,journey_start_town,journey_start_towngroup,journey_start_country,journey_end_datetime,journey_end_date,journey_end_time,journey_end_lon,journey_end_lat,journey_end_insee,journey_end_postalcode,journey_end_department,journey_end_town,journey_end_towngroup,journey_end_country,passenger_seats,operator_class,journey_distance,journey_duration,has_incentive
5986499,e6024bfc-50b0-4829-95bf-37e8ce64c187,2022-03-01T05:20:00+01:00,2022-03-01,05:20:00,-1.65,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2022-03-01T06:00:00+01:00,2022-03-01,06:00:00,-1.19,48.06,35109,35370,35,Étrelles (35),Vitre Communaute,France,1,C,38025,40,OUI
6027119,134dffde-a6cc-4930-821b-ada6f374b8f6,2022-03-01T06:00:00+01:00,2022-03-01,06:00:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2022-03-01T07:10:00+01:00,2022-03-01,07:10:00,-1.58,47.26,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97475,68,OUI
6027423,32d4312d-c54b-40a9-999d-17b2d64db675,2022-03-01T06:50:00+01:00,2022-03-01,06:50:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2022-03-01T08:00:00+01:00,2022-03-01,08:00:00,-1.58,47.26,44114,44700,44,Orvault (44),Nantes Metropole,France,1,B,97475,68,OUI
6027457,2507e554-9d71-4e49-8037-3a0be727e0e1,2022-03-01T06:50:00+01:00,2022-03-01,06:50:00,-1.59,48.11,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,2022-03-01T08:10:00+01:00,2022-03-01,08:10:00,-1.59,47.26,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,105756,75,OUI
6027666,263bfcc7-87a7-43ea-9ddd-be5e1a158e59,2022-03-01T07:00:00+01:00,2022-03-01,07:00:00,-1.71,48.07,35281,35136,35,Saint-Jacques-de-la-Lande (35),Rennes Metropole,France,2022-03-01T07:20:00+01:00,2022-03-01,07:20:00,-1.65,48.12,35238,35000,35,Rennes (35),Rennes Metropole,France,1,C,8805,15,OUI
6027587,6ec6aa31-9f67-4a66-a370-ad7e01a15245,2022-03-01T07:00:00+01:00,2022-03-01,07:00:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2022-03-01T08:10:00+01:00,2022-03-01,08:10:00,-1.58,47.26,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97475,68,OUI
6027717,6a1ddde0-09ad-4230-997b-e8ecbd061b25,2022-03-01T07:00:00+01:00,2022-03-01,07:00:00,-1.73,48.05,35047,35170,35,Bruz (35),Rennes Metropole,France,2022-03-01T08:00:00+01:00,2022-03-01,08:00:00,-0.77,48.08,53130,53000,53,Laval (53),Communaute D'Agglomeration De Laval,France,1,C,80602,59,OUI
6027731,4ab7040b-93df-49f2-9107-12d44a1cac61,2022-03-01T07:00:00+01:00,2022-03-01,07:00:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2022-03-01T08:10:00+01:00,2022-03-01,08:10:00,-1.57,47.26,44109,44000,44,Nantes (44),Nantes Metropole,France,1,C,98109,69,OUI
6027605,6ec6aa31-9f67-4a66-a370-ad7e01a15245,2022-03-01T07:00:00+01:00,2022-03-01,07:00:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2022-03-01T08:10:00+01:00,2022-03-01,08:10:00,-1.58,47.26,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97475,68,OUI
6027965,c8283fd5-e40e-4557-ae85-fbec7486914f,2022-03-01T07:20:00+01:00,2022-03-01,07:20:00,-1.84,48.07,35196,35310,35,Mordelles (35),Rennes Metropole,France,2022-03-01T07:30:00+01:00,2022-03-01,07:30:00,-1.73,48.10,35353,35132,35,Vezin-le-Coquet (35),Rennes Metropole,France,1,B,10700,11,NON
6027990,16b58485-56cc-4b50-991c-2c56cfab8c3f,2022-03-01T07:20:00+01:00,2022-03-01,07:20:00,-1.49,47.95,35136,35150,35,Janzé (35),,France,2022-03-01T07:40:00+01:00,2022-03-01,07:40:00,-1.64,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,1,B,20995,18,OUI
