journey_id,trip_id,journey_start_datetime,journey_start_date,journey_start_time,journey_start_lon,journey_start_lat,journey_start_insee,journey_start_postalcode,journey_start_department,journey_start_town,journey_start_towngroup,journey_start_country,journey_end_datetime,journey_end_date,journey_end_time,journey_end_lon,journey_end_lat,journey_end_insee,journey_end_postalcode,journey_end_department,journey_end_town,journey_end_towngroup,journey_end_country,passenger_seats,operator_class,journey_distance,journey_duration,has_incentive
3615629,a362d719-56a0-4cc5-ba08-222f6e16efcf,2020-08-01T07:50:00+02:00,2020-08-01,07:50:00,-1.70,48.11,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-08-01T08:40:00+02:00,2020-08-01,08:40:00,-2.04,48.45,22050,22100,22,Dinan (22),Dinan Agglomeration,France,1,C,54238,44,NON
3615644,a362d719-56a0-4cc5-ba08-222f6e16efcf,2020-08-01T07:50:00+02:00,2020-08-01,07:50:00,-1.70,48.12,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-08-01T08:40:00+02:00,2020-08-01,08:40:00,-2.04,48.45,22050,22100,22,Dinan (22),Dinan Agglomeration,France,1,B,53406,43,NON
3616313,8b1c3d2d-92c4-4b68-ab4e-318b8b6fd7dc,2020-08-02T12:30:00+02:00,2020-08-02,12:30:00,-1.64,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-08-02T13:30:00+02:00,2020-08-02,13:30:00,-2.38,47.92,56165,56800,56,Ploërmel (56),,France,1,C,70120,53,NON
3616806,038aa81c-3051-42ad-b51d-b240de3ee1c9,2020-08-03T03:10:00+02:00,2020-08-03,03:10:00,-1.68,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-08-03T04:10:00+02:00,2020-08-03,04:10:00,-2.51,48.46,22093,22400,22,Lamballe-Armor (22),Communaute De Communes Lamballe Terre-Mer,France,1,C,81559,59,NON
3616831,fa7ff1de-cd13-4b20-b0ed-8b948f23309a,2020-08-03T06:10:00+02:00,2020-08-03,06:10:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-08-03T07:20:00+02:00,2020-08-03,07:20:00,-1.58,47.26,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97476,68,NON
3616886,bd62ff47-c431-4036-a6e1-0a664302d344,2020-08-03T07:10:00+02:00,2020-08-03,07:10:00,-1.76,48.14,35210,35740,35,Pacé (35),Rennes Metropole,France,2020-08-03T08:10:00+02:00,2020-08-03,08:10:00,-2.54,48.46,22093,22400,22,Lamballe-Armor (22),Communaute De Communes Lamballe Terre-Mer,France,1,B,73307,52,NON
3616945,bd62ff47-c431-4036-a6e1-0a664302d344,2020-08-03T07:10:00+02:00,2020-08-03,07:10:00,-1.71,48.11,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-08-03T08:10:00+02:00,2020-08-03,08:10:00,-2.54,48.46,22093,22400,22,Lamballe-Armor (22),Communaute De Communes Lamballe Terre-Mer,France,1,C,77479,54,NON
3617252,0819f834-f57e-4388-a3ba-3832865cf33c,2020-08-03T07:40:00+02:00,2020-08-03,07:40:00,-1.65,48.13,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-08-03T08:20:00+02:00,2020-08-03,08:20:00,-1.19,48.33,35227,35137,35,Pleumeleuc (35),,France,1,C,48746,37,NON
3617112,f306bee2-9652-410d-820d-f29831093d0f,2020-08-03T07:50:00+02:00,2020-08-03,07:50:00,-1.77,48.14,35210,35740,35,Pacé (35),Rennes Metropole,France,2020-08-03T09:00:00+02:00,2020-08-03,09:00:00,-2.75,48.19,22136,22600,22,Loudéac (22),,France,1,C,83168,62,NON
3617028,e985b42d-6717-4060-a90f-bebf9f0812b3,2020-08-03T08:00:00+02:00,2020-08-03,08:00:00,-1.62,48.14,35051,35510,35,Cesson-Sévigné (35),Rennes Metropole,France,2020-08-03T08:30:00+02:00,2020-08-03,08:30:00,-1.17,48.33,35227,35137,35,Pleumeleuc (35),,France,1,B,44768,32,NON
