journey_id,trip_id,journey_start_datetime,journey_start_date,journey_start_time,journey_start_lon,journey_start_lat,journey_start_insee,journey_start_postalcode,journey_start_department,journey_start_town,journey_start_towngroup,journey_start_country,journey_end_datetime,journey_end_date,journey_end_time,journey_end_lon,journey_end_lat,journey_end_insee,journey_end_postalcode,journey_end_department,journey_end_town,journey_end_towngroup,journey_end_country,passenger_seats,operator_class,journey_distance,journey_duration,has_incentive
4177049,979b26e3-1437-46f7-a899-9a501b3269e8,2021-05-02T06:20:00+02:00,2021-05-02,06:20:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-05-02T07:30:00+02:00,2021-05-02,07:30:00,-2.51,48.46,22093,22400,22,Lamballe-Armor (22),Communaute D'Agglomeration Lamballe Terre-Mer,France,1,B,82360,62,OUI
4179748,beb845c9-da63-4174-9f67-cc6cf42782f6,2021-05-03T06:00:00+02:00,2021-05-03,06:00:00,-1.674,48.087,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-05-03T07:10:00+02:00,2021-05-03,07:10:00,-1.584,47.261,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97476,68,OUI
4179768,3728dd7a-ad54-4e75-af1f-1fbcbac8e201,2021-05-03T06:10:00+02:00,2021-05-03,06:10:00,-1.674,48.087,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-05-03T07:20:00+02:00,2021-05-03,07:20:00,-1.584,47.261,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97476,68,OUI
4179787,3728dd7a-ad54-4e75-af1f-1fbcbac8e201,2021-05-03T06:10:00+02:00,2021-05-03,06:10:00,-1.674,48.087,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-05-03T07:20:00+02:00,2021-05-03,07:20:00,-1.584,47.261,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97476,68,OUI
4180188,9a586490-75e5-4283-92a2-ec43f579a6c8,2021-05-03T06:50:00+02:00,2021-05-03,06:50:00,-1.66,47.99,35208,35230,35,Orgères (35),Rennes Metropole,France,2021-05-03T07:20:00+02:00,2021-05-03,07:20:00,-1.59,48.15,35334,35235,35,Thorigné-Fouillard (35),Rennes Metropole,France,1,B,26480,26,OUI
4180216,23bd525e-b992-4328-81b6-fb5c1cdc3fb3,2021-05-03T06:50:00+02:00,2021-05-03,06:50:00,-1.70,48.12,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-05-03T08:10:00+02:00,2021-05-03,08:10:00,-2.76,48.50,22278,22000,22,Saint-Brieuc (22),Saint-Brieuc Armor Agglomeration,France,1,C,97556,72,OUI
4179945,4cbc256d-d1f0-4bcf-8d63-022cc3f67b13,2021-05-03T07:00:00+02:00,2021-05-03,07:00:00,-1.674,48.087,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-05-03T08:10:00+02:00,2021-05-03,08:10:00,-1.592,47.262,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,98162,69,OUI
4180184,4cbc256d-d1f0-4bcf-8d63-022cc3f67b13,2021-05-03T07:10:00+02:00,2021-05-03,07:10:00,-1.673,48.102,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-05-03T08:20:00+02:00,2021-05-03,08:20:00,-1.584,47.261,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,99350,72,OUI
4180003,1647b241-1ac5-4907-bd3a-d7d64a315473,2021-05-03T07:20:00+02:00,2021-05-03,07:20:00,-1.69,48.10,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-05-03T08:10:00+02:00,2021-05-03,08:10:00,-2.38,47.91,56165,56800,56,Ploërmel (56),,France,1,C,63321,47,OUI
4180005,52ebb433-f761-457c-b175-5d66becf5afe,2021-05-03T07:20:00+02:00,2021-05-03,07:20:00,-1.675,48.097,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-05-03T08:40:00+02:00,2021-05-03,08:40:00,-1.574,47.263,44109,44000,44,Nantes (44),Nantes Metropole,France,1,C,99534,72,OUI
