journey_id,trip_id,journey_start_datetime,journey_start_date,journey_start_time,journey_start_lon,journey_start_lat,journey_start_insee,journey_start_postalcode,journey_start_department,journey_start_town,journey_start_towngroup,journey_start_country,journey_end_datetime,journey_end_date,journey_end_time,journey_end_lon,journey_end_lat,journey_end_insee,journey_end_postalcode,journey_end_department,journey_end_town,journey_end_towngroup,journey_end_country,passenger_seats,operator_class,journey_distance,journey_duration,has_incentive
5294379,5d9e721f-79eb-4876-9a7c-84c232428cd9,2021-12-01T06:10:00+01:00,2021-12-01,06:10:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-12-01T07:20:00+01:00,2021-12-01,07:20:00,-1.58,47.26,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97476,68,OUI
5294431,5d9e721f-79eb-4876-9a7c-84c232428cd9,2021-12-01T06:10:00+01:00,2021-12-01,06:10:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-12-01T07:20:00+01:00,2021-12-01,07:20:00,-1.58,47.26,44114,44700,44,Orvault (44),Nantes Metropole,France,1,B,97476,68,OUI
5295176,bc0e40e5-70ea-40dd-92ab-c286b2139274,2021-12-01T06:30:00+01:00,2021-12-01,06:30:00,-1.68,48.03,35206,35230,35,Noyal-Châtillon-sur-Seiche (35),Rennes Metropole,France,2021-12-01T06:40:00+01:00,2021-12-01,06:40:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,1,C,5339,5,OUI
5295256,a1710e95-8984-4cd6-9ad8-f144c4c2b45c,2021-12-01T06:30:00+01:00,2021-12-01,06:30:00,-1.81,48.15,35275,35590,35,Saint-Gilles (35),Rennes Metropole,France,2021-12-01T06:50:00+01:00,2021-12-01,06:50:00,-1.78,48.09,35240,35650,35,Le Rheu (35),Rennes Metropole,France,1,B,10556,10,NON
5294992,77fc2423-f88b-4a62-b189-94b2941ab0bf,2021-12-01T06:50:00+01:00,2021-12-01,06:50:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-12-01T08:00:00+01:00,2021-12-01,08:00:00,-1.58,47.26,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97476,68,OUI
5295270,d3926802-65d4-45e5-8ce2-00ba919579e8,2021-12-01T06:50:00+01:00,2021-12-01,06:50:00,-1.67,48.10,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-12-01T07:20:00+01:00,2021-12-01,07:20:00,-1.69,47.85,35012,35470,35,Bain-de-Bretagne (35),,France,1,A,30725,26,OUI
5294638,4abe93df-2d81-4458-bd84-878350eb7916,2021-12-01T07:00:00+01:00,2021-12-01,07:00:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-12-01T08:10:00+01:00,2021-12-01,08:10:00,-1.58,47.26,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97476,68,OUI
5295068,70bb5faa-002a-43bc-a85b-cc84c08f7068,2021-12-01T07:00:00+01:00,2021-12-01,07:00:00,-1.63,48.09,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-12-01T07:50:00+01:00,2021-12-01,07:50:00,-0.79,48.06,53130,53000,53,Laval (53),Communaute D'Agglomeration De Laval,France,1,B,68811,49,OUI
5294644,4abe93df-2d81-4458-bd84-878350eb7916,2021-12-01T07:00:00+01:00,2021-12-01,07:00:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-12-01T08:10:00+01:00,2021-12-01,08:10:00,-1.58,47.26,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97476,68,OUI
5294718,04de40bd-db7c-4df9-9063-a075855152e0,2021-12-01T07:10:00+01:00,2021-12-01,07:10:00,-1.63,48.09,35238,35000,35,Rennes (35),Rennes Metropole,France,2021-12-01T07:50:00+01:00,2021-12-01,07:50:00,-1.22,48.12,35360,35500,35,Vitré (35),Vitre Communaute,France,1,C,38300,32,OUI
