journey_id,trip_id,journey_start_datetime,journey_start_date,journey_start_time,journey_start_lon,journey_start_lat,journey_start_insee,journey_start_department,journey_start_town,journey_start_towngroup,journey_start_country,journey_end_datetime,journey_end_date,journey_end_time,journey_end_lon,journey_end_lat,journey_end_insee,journey_end_department,journey_end_town,journey_end_towngroup,journey_end_country,passenger_seats,operator_class,journey_distance,journey_duration,has_incentive
15907054,8e4c3f4c-90d7-4a97-a508-129f6528fc23,2023-06-01T05:40:00+02:00,2023-06-01,05:40:00,-1.598,48.014,35250,35,Saint-Armel,Rennes Métropole,France,2023-06-01T05:50:00+02:00,2023-06-01,05:50:00,-1.676,48.083,35238,35,Rennes,Rennes Métropole,France,1,C,12033,10,OUI
15907265,4e337652-74d7-4a1e-9041-e0e552a1e232,2023-06-01T06:10:00+02:00,2023-06-01,06:10:00,-1.675,48.086,35238,35,Rennes,Rennes Métropole,France,2023-06-01T07:10:00+02:00,2023-06-01,07:10:00,-1.584,47.261,44114,44,Orvault,Nantes Métropole,France,1,C,97177,59,OUI
15809036,793c4d5c-b813-4803-bc2c-822bedf41a08,2023-06-01T06:20:00+02:00,2023-06-01,06:20:00,-1.847,48.070,35196,35,Mordelles,Rennes Métropole,France,2023-06-01T06:50:00+02:00,2023-06-01,06:50:00,-1.415,48.095,35068,35,Châteaubourg,CA Vitré Communauté,France,1,C,40574,31,OUI
15809214,8bc3e769-dfeb-4656-aa38-fb806ed11007,2023-06-01T06:40:00+02:00,2023-06-01,06:40:00,-1.491,47.956,35136,35,Janzé,CC Roche aux Fées Communauté,France,2023-06-01T07:10:00+02:00,2023-06-01,07:10:00,-1.415,48.095,35068,35,Châteaubourg,CA Vitré Communauté,France,1,C,24629,26,OUI
15809166,83d47f6d-78bd-4f13-80b6-f8446b0fa1f3,2023-06-01T06:40:00+02:00,2023-06-01,06:40:00,-1.550,48.037,35204,35,Nouvoitou,Rennes Métropole,France,2023-06-01T07:00:00+02:00,2023-06-01,07:00:00,-1.414,48.095,35068,35,Châteaubourg,CA Vitré Communauté,France,1,C,16945,24,OUI
15809572,9f70fb2e-b934-4932-9248-129611ec2887,2023-06-01T06:40:00+02:00,2023-06-01,06:40:00,-1.697,48.098,35238,35,Rennes,Rennes Métropole,France,2023-06-01T07:30:00+02:00,2023-06-01,07:30:00,-1.218,48.126,35360,35,Vitré,CA Vitré Communauté,France,1,C,46001,41,OUI
15809525,9f70fb2e-b934-4932-9248-129611ec2887,2023-06-01T06:40:00+02:00,2023-06-01,06:40:00,-1.697,48.098,35238,35,Rennes,Rennes Métropole,France,2023-06-01T07:20:00+02:00,2023-06-01,07:20:00,-1.218,48.126,35360,35,Vitré,CA Vitré Communauté,France,1,C,46001,40,OUI
15908431,839f71fd-f25f-4259-b112-db235aaa07fe,2023-06-01T06:50:00+02:00,2023-06-01,06:50:00,-1.674,48.088,35238,35,Rennes,Rennes Métropole,France,2023-06-01T07:50:00+02:00,2023-06-01,07:50:00,-1.584,47.261,44114,44,Orvault,Nantes Métropole,France,1,C,97567,60,OUI
15908501,8896a4fd-be53-4a17-927d-20e3810b8968,2023-06-01T06:50:00+02:00,2023-06-01,06:50:00,-1.673,48.093,35238,35,Rennes,Rennes Métropole,France,2023-06-01T08:00:00+02:00,2023-06-01,08:00:00,-1.581,47.260,44109,44,Nantes,Nantes Métropole,France,1,C,98555,61,OUI
15839917,cc46fa9b-810b-4b3b-8777-77caf35072cb,2023-06-01T06:50:00+02:00,2023-06-01,06:50:00,-1.770,48.142,35210,35,Pacé,Rennes Métropole,France,2023-06-01T07:00:00+02:00,2023-06-01,07:00:00,-1.944,48.182,35023,35,Bédée,CC Montfort Communauté,France,1,C,15049,10,OUI
15849569,c89f7778-24fb-4cda-9725-7c2d3c4c5649,2023-06-01T06:50:00+02:00,2023-06-01,06:50:00,-1.950,48.249,35135,35,Irodouër,CC de Saint-Méen Montauban,France,2023-06-01T07:20:00+02:00,2023-06-01,07:20:00,-1.767,48.147,35210,35,Pacé,Rennes Métropole,France,1,C,24217,21,OUI
15908400,2d230f19-b99b-4419-94eb-a67d545ba209,2023-06-01T06:50:00+02:00,2023-06-01,06:50:00,-1.498,47.959,35136,35,Janzé,CC Roche aux Fées Communauté,France,2023-06-01T07:10:00+02:00,2023-06-01,07:10:00,-1.619,48.107,35051,35,Cesson-Sévigné,Rennes Métropole,France,1,C,23405,19,OUI
15908637,839f71fd-f25f-4259-b112-db235aaa07fe,2023-06-01T07:00:00+02:00,2023-06-01,07:00:00,-1.674,48.087,35238,35,Rennes,Rennes Métropole,France,2023-06-01T08:00:00+02:00,2023-06-01,08:00:00,-1.584,47.261,44114,44,Orvault,Nantes Métropole,France,1,C,97303,60,OUI
15908991,8b5a9126-8f73-4b3b-b2e5-c2086eb918bf,2023-06-01T07:00:00+02:00,2023-06-01,07:00:00,-1.655,48.114,35238,35,Rennes,Rennes Métropole,France,2023-06-01T07:30:00+02:00,2023-06-01,07:30:00,-1.199,48.072,35109,35,Étrelles,CA Vitré Communauté,France,1,C,37098,26,OUI
15909021,13debffd-4e9e-42a8-9e1c-516a964f8c80,2023-06-01T07:00:00+02:00,2023-06-01,07:00:00,-1.674,48.087,35238,35,Rennes,Rennes Métropole,France,2023-06-01T08:00:00+02:00,2023-06-01,08:00:00,-1.584,47.261,44114,44,Orvault,Nantes Métropole,France,1,C,97303,60,OUI
15908581,839f71fd-f25f-4259-b112-db235aaa07fe,2023-06-01T07:00:00+02:00,2023-06-01,07:00:00,-1.674,48.088,35238,35,Rennes,Rennes Métropole,France,2023-06-01T08:00:00+02:00,2023-06-01,08:00:00,-1.584,47.261,44114,44,Orvault,Nantes Métropole,France,1,C,97567,60,OUI
15908660,ec8522c0-cac6-456e-b4da-feee93067b19,2023-06-01T07:00:00+02:00,2023-06-01,07:00:00,-1.675,48.082,35238,35,Rennes,Rennes Métropole,France,2023-06-01T08:00:00+02:00,2023-06-01,08:00:00,-1.584,47.261,44114,44,Orvault,Nantes Métropole,France,1,C,97454,60,OUI
15908741,ec8522c0-cac6-456e-b4da-feee93067b19,2023-06-01T07:00:00+02:00,2023-06-01,07:00:00,-1.675,48.086,35238,35,Rennes,Rennes Métropole,France,2023-06-01T08:00:00+02:00,2023-06-01,08:00:00,-1.584,47.261,44114,44,Orvault,Nantes Métropole,France,1,C,97236,60,OUI
15849320,c89f7778-24fb-4cda-9725-7c2d3c4c5649,2023-06-01T07:00:00+02:00,2023-06-01,07:00:00,-1.962,48.241,35135,35,Irodouër,CC de Saint-Méen Montauban,France,2023-06-01T07:20:00+02:00,2023-06-01,07:20:00,-1.767,48.147,35210,35,Pacé,Rennes Métropole,France,1,C,24553,22,OUI
