journey_id,trip_id,journey_start_datetime,journey_start_date,journey_start_time,journey_start_lon,journey_start_lat,journey_start_insee,journey_start_postalcode,journey_start_department,journey_start_town,journey_start_towngroup,journey_start_country,journey_end_datetime,journey_end_date,journey_end_time,journey_end_lon,journey_end_lat,journey_end_insee,journey_end_postalcode,journey_end_department,journey_end_town,journey_end_towngroup,journey_end_country,passenger_seats,operator_class,journey_distance,journey_duration,has_incentive
2022970,84534684-aa99-4c82-b111-a3b8a64399f9,2020-01-01T15:10:00+01:00,2020-01-01,15:10:00,-1.69,48.10,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-01-01T16:00:00+01:00,2020-01-01,16:00:00,-2.39,47.93,56165,56800,56,Ploërmel (56),,France,1,C,65675,50,NON
2022972,a8d5547f-c7c1-4e1a-be0a-05c8b167efdb,2020-01-01T15:10:00+01:00,2020-01-01,15:10:00,-1.69,48.10,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-01-01T16:00:00+01:00,2020-01-01,16:00:00,-2.39,47.93,56165,56800,56,Ploërmel (56),,France,1,C,65675,50,NON
2022974,a8d5547f-c7c1-4e1a-be0a-05c8b167efdb,2020-01-01T15:10:00+01:00,2020-01-01,15:10:00,-1.69,48.10,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-01-01T16:00:00+01:00,2020-01-01,16:00:00,-2.39,47.93,56165,56800,56,Ploërmel (56),,France,1,C,65675,50,NON
2023284,a30cca1b-e4de-46b0-9853-fc39017b61cd,2020-01-01T17:00:00+01:00,2020-01-01,17:00:00,-1.68,48.09,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-01-01T18:30:00+01:00,2020-01-01,18:30:00,-0.67,47.81,53062,53200,53,Château-Gontier-sur-Mayenne (53),,France,1,C,114288,89,NON
2024455,a47d280f-98a4-42f8-97da-5684f02298a1,2020-01-02T06:10:00+01:00,2020-01-02,06:10:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-01-02T07:20:00+01:00,2020-01-02,07:20:00,-1.58,47.26,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97476,68,NON
2024532,9b63d0e7-1194-44ec-b178-0dd2db82606c,2020-01-02T06:20:00+01:00,2020-01-02,06:20:00,-1.67,48.08,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-01-02T07:30:00+01:00,2020-01-02,07:30:00,-1.58,47.26,44114,44700,44,Orvault (44),Nantes Metropole,France,1,C,97790,69,NON
2027189,93ed03f5-dadc-4815-8622-3d20ebb1d0eb,2020-01-02T06:50:00+01:00,2020-01-02,06:50:00,-1.63,48.18,35024,35830,35,Betton (35),Rennes Metropole,France,2020-01-02T07:10:00+01:00,2020-01-02,07:10:00,-1.68,48.13,35278,35760,35,Saint-Grégoire (35),Rennes Metropole,France,1,B,8838,12,NON
2027528,9641bdb9-b54e-429a-9c1e-f28c643447b4,2020-01-02T07:10:00+01:00,2020-01-02,07:10:00,-1.21,48.36,35150,35133,35,Lécousse (35),Fougeres Agglomeration,France,2020-01-02T07:50:00+01:00,2020-01-02,07:50:00,-1.69,48.12,35238,35000,35,Rennes (35),Rennes Metropole,France,1,B,49842,37,NON
2027532,c80c297a-fb53-4227-896b-ea8daafb1b48,2020-01-02T07:20:00+01:00,2020-01-02,07:20:00,-1.69,48.10,35238,35000,35,Rennes (35),Rennes Metropole,France,2020-01-02T08:00:00+01:00,2020-01-02,08:00:00,-2.17,48.18,35297,35290,35,Saint-Méen-le-Grand (35),,France,1,B,41392,31,NON
2028539,03c06073-afa6-410c-889d-5eaefc35a3fd,2020-01-02T07:30:00+01:00,2020-01-02,07:30:00,-1.77,48.13,35210,35740,35,Pacé (35),Rennes Metropole,France,2020-01-02T08:40:00+01:00,2020-01-02,08:40:00,-2.75,48.51,22278,22000,22,Saint-Brieuc (22),Saint-Brieuc Armor Agglomeration,France,1,C,91824,66,NON
