date_mesure,geocode_commune,libelle_commune,type_accroche,valeur
2024-01-01T00:00:00.000,35160,Loutehel,cadre,0.0
2025-01-01T00:00:00.000,35250,Saint-Armel,roue,42.0
2022-01-01T00:00:00.000,35240,Le Rheu,cadre,8.0
2025-01-01T00:00:00.000,35051,Cesson-Sévigné,cadre,22.0
2024-01-01T00:00:00.000,35230,Poilley,roue,0.0
2025-01-01T00:00:00.000,35131,L'Hermitage,cadre,0.0
2022-01-01T00:00:00.000,35022,Bécherel,cadre,0.0
2023-01-01T00:00:00.000,35022,Bécherel,cadre,0.0
2023-01-01T00:00:00.000,35170,Mecé,sans accroche,0.0
2022-01-01T00:00:00.000,35189,Montgermont,cadre et roue,20.0
2025-01-01T00:00:00.000,35135,Irodouër,cadre,0.0
2025-01-01T00:00:00.000,35206,Noyal-Châtillon-sur-Seiche,sans accroche,20.0
2024-01-01T00:00:00.000,35180,Miniac-sous-Bécherel,cadre et roue,0.0
2023-01-01T00:00:00.000,35144,Langan,cadre,0.0
2022-01-01T00:00:00.000,35088,Corps-Nuds,roue,0.0
2024-01-01T00:00:00.000,35081,Clayes,cadre et roue,4.0
2025-01-01T00:00:00.000,35076,Chavagne,sans accroche,16.0
2022-01-01T00:00:00.000,35216,Parthenay-de-Bretagne,roue,0.0
2024-01-01T00:00:00.000,35200,Moutiers,cadre,0.0
2024-01-01T00:00:00.000,35135,Irodouër,cadre,0.0
2023-01-01T00:00:00.000,35032,Bourgbarré,cadre,0.0
2025-01-01T00:00:00.000,35170,Mecé,roue,0.0
2025-01-01T00:00:00.000,35131,L'Hermitage,cadre et roue,2.0
2024-01-01T00:00:00.000,35079,Chevaigné,sans accroche,10.0
2023-01-01T00:00:00.000,35334,Thorigné-Fouillard,roue,0.0
2025-01-01T00:00:00.000,35266,Saint-Erblon,cadre,0.0
2025-01-01T00:00:00.000,35132,Hirel,cadre,0.0
2024-01-01T00:00:00.000,35055,Chantepie,sans accroche,32.0
2024-01-01T00:00:00.000,35135,Irodouër,roue,7.0
2024-01-01T00:00:00.000,35059,La Chapelle-des-Fougeretz,cadre et roue,4.0
2025-01-01T00:00:00.000,35144,Langan,cadre et roue,0.0
2023-01-01T00:00:00.000,35088,Corps-Nuds,sans accroche,0.0
2025-01-01T00:00:00.000,35139,Laillé,cadre et roue,66.0
2022-01-01T00:00:00.000,35066,Chartres-de-Bretagne,sans accroche,16.0
2024-01-01T00:00:00.000,35066,Chartres-de-Bretagne,sans accroche,8.0
2024-01-01T00:00:00.000,35001,Acigné,cadre et roue,120.0
2024-01-01T00:00:00.000,35208,Orgères,sans accroche,0.0
2023-01-01T00:00:00.000,35281,Saint-Jacques-de-la-Lande,cadre et roue,332.0
2025-01-01T00:00:00.000,35190,Monthault,cadre,0.0
2025-01-01T00:00:00.000,35135,Irodouër,sans accroche,0.0
2025-01-01T00:00:00.000,35076,Chavagne,roue,33.0
2024-01-01T00:00:00.000,35196,Mordelles,roue,28.0
2025-01-01T00:00:00.000,35351,Le Verger,cadre et roue,0.0
2025-01-01T00:00:00.000,35024,Betton,roue,24.0
2025-01-01T00:00:00.000,35139,Laillé,sans accroche,0.0
2024-01-01T00:00:00.000,35216,Parthenay-de-Bretagne,cadre et roue,6.0
2022-01-01T00:00:00.000,35079,Chevaigné,cadre et roue,0.0
2022-01-01T00:00:00.000,35132,Hirel,sans accroche,0.0
2023-01-01T00:00:00.000,35363,Pont-Péan,sans accroche,14.0
2025-01-01T00:00:00.000,35266,Saint-Erblon,roue,0.0
2023-01-01T00:00:00.000,35208,Orgères,cadre et roue,20.0
2024-01-01T00:00:00.000,35131,L'Hermitage,cadre et roue,2.0
2023-01-01T00:00:00.000,35139,Laillé,roue,15.0
2025-01-01T00:00:00.000,35281,Saint-Jacques-de-la-Lande,roue,167.0
2023-01-01T00:00:00.000,35250,Saint-Armel,roue,42.0
2022-01-01T00:00:00.000,35039,Brécé,sans accroche,0.0
2024-01-01T00:00:00.000,35139,Laillé,cadre et roue,66.0
2025-01-01T00:00:00.000,35065,La Chapelle-Thouarault,roue,0.0
2025-01-01T00:00:00.000,35022,Bécherel,cadre,0.0
2025-01-01T00:00:00.000,35238,Rennes,cadre et roue,12786.0
2025-01-01T00:00:00.000,35200,Moutiers,cadre et roue,0.0
2022-01-01T00:00:00.000,35055,Chantepie,roue,28.0
2022-01-01T00:00:00.000,35238,Rennes,cadre et roue,7513.0
2024-01-01T00:00:00.000,35196,Mordelles,sans accroche,12.0
2023-01-01T00:00:00.000,35190,Monthault,cadre et roue,0.0
2022-01-01T00:00:00.000,35051,Cesson-Sévigné,cadre et roue,250.0
2024-01-01T00:00:00.000,35266,Saint-Erblon,cadre,0.0
2023-01-01T00:00:00.000,35315,Saint-Sulpice-la-Forêt,sans accroche,5.0
2025-01-01T00:00:00.000,35200,Moutiers,roue,0.0
2022-01-01T00:00:00.000,35080,Cintré,cadre,0.0
2022-01-01T00:00:00.000,35189,Montgermont,roue,0.0
2022-01-01T00:00:00.000,35135,Irodouër,sans accroche,0.0
2022-01-01T00:00:00.000,35363,Pont-Péan,sans accroche,14.0
