type d'organisme,n° SIRET,nom,sigle,boîte postale,adresse,CP,commune,commune (COG),cedex,téléphone,arrondissement,département,académie,région,région (COG),longitude (X),latitude (Y),lien site onisep.fr,date création,date de modification
centre d'information et d'orientation (CIO),17350431700574,Centre d'information et d'orientation de Rennes,,,1 quai Dujardin,35000,Rennes,35238,,02 99 25 18 30,,35 - Ille-et-Vilaine,Rennes,Bretagne,53,-1.6717351,48.1103181,https://www.onisep.fr/http/redirection/organisme_information/slug/INFO.2549,06/06/2020,17/09/2024
