Année,Code Insee commune,Nom commune,Type,Indice,Longueur (m),Montant RODP (€),geom,centroid
2026,35189,Montgermont,Commune,1.45,36.0,147.0,"{""coordinates"": [[[[-1.725103151, 48.144206383], [-1.724510204, 48.144835022], [-1.724053118, 48.145657429], [-1.72392115, 48.148156094], [-1.723820543, 48.148642394], [-1.723478943, 48.149024773], [-1.724649114, 48.149411459], [-1.725847668, 48.150099878], [-1.725699388, 48.151121742], [-1.725680249, 48.152216852], [-1.72665164, 48.152248212], [-1.726602821, 48.153147098], [-1.727463735, 48.153117979], [-1.728791786, 48.153355868], [-1.729729038, 48.153081183], [-1.73044678, 48.152957728], [-1.732234021, 48.152922943], [-1.732992835, 48.153077269], [-1.734564905, 48.153617193], [-1.735444515, 48.153706255], [-1.735322148, 48.155900769], [-1.735128765, 48.156388104], [-1.734422627, 48.157452221], [-1.734437655, 48.15790504], [-1.734609378, 48.158407455], [-1.734456532, 48.159136546], [-1.733133851, 48.159396092], [-1.731859274, 48.159305737], [-1.730966115, 48.159697654], [-1.731273673, 48.160122505], [-1.73185363, 48.160549943], [-1.73192591, 48.160830092], [-1.732747462, 48.161787787], [-1.733882882, 48.162729268], [-1.73397454, 48.163150163], [-1.734575281, 48.163553317], [-1.735036699, 48.164475882], [-1.735242565, 48.165193268], [-1.733018086, 48.165961373], [-1.733119431, 48.166099731], [-1.730387705, 48.166816933], [-1.729395353, 48.165998586], [-1.728926129, 48.165920054], [-1.728257706, 48.165182452], [-1.725905072, 48.165649074], [-1.725792791, 48.16596006], [-1.724479477, 48.165890103], [-1.724479893, 48.164675865], [-1.723641085, 48.16481855], [-1.721919629, 48.165261603], [-1.720834637, 48.164189092], [-1.719058042, 48.165100347], [-1.718804648, 48.164406479], [-1.717039854, 48.165314525], [-1.716510971, 48.164930046], [-1.716850938, 48.164783936], [-1.715855902, 48.163631163], [-1.715534938, 48.162874188], [-1.714108435, 48.162787914], [-1.713971127, 48.161190679], [-1.713261322, 48.160997311], [-1.71239618, 48.160407214], [-1.711588469, 48.16097314], [-1.710769485, 48.159692502], [-1.710450198, 48.159994617], [-1.710406275, 48.161162809], [-1.707538211, 48.160064969], [-1.706028519, 48.16001167], [-1.702064309, 48.154729818], [-1.700570759, 48.152451114], [-1.699470999, 48.149858322], [-1.698497221, 48.14480593], [-1.697902278, 48.143206189], [-1.698871076, 48.143059393], [-1.699998498, 48.143756303], [-1.700409289, 48.144104094], [-1.701168192, 48.14391427], [-1.702463226, 48.143770654], [-1.702621118, 48.144091571], [-1.703814655, 48.143912328], [-1.706014643, 48.144159825], [-1.707364434, 48.144116732], [-1.708765042, 48.143933674], [-1.708760294, 48.143865355], [-1.710736633, 48.143176101], [-1.71163501, 48.142768795], [-1.712943028, 48.14263536], [-1.713070126, 48.143364944], [-1.713774629, 48.143380936], [-1.716377391, 48.14266382], [-1.716523142, 48.142832864], [-1.717429735, 48.1426235], [-1.718679189, 48.142724014], [-1.719350704, 48.142597064], [-1.723529741, 48.143827756], [-1.723727613, 48.143690919], [-1.725103151, 48.144206383]]]], ""type"": ""MultiPolygon""}","48.154003362, -1.717025903"
2026,35055,Chantepie,Commune,1.45,3.0,145.0,"{""coordinates"": [[[[-1.56872203, 48.092689656], [-1.56823927, 48.092194611], [-1.56815682, 48.091863404], [-1.568463592, 48.091194405], [-1.568690726, 48.090973769], [-1.568854016, 48.090248142], [-1.569233469, 48.089890896], [-1.568915407, 48.089635534], [-1.568592458, 48.088732278], [-1.567579477, 48.088312789], [-1.566762289, 48.088103827], [-1.565599721, 48.08802363], [-1.564402862, 48.088044803], [-1.56397397, 48.085617829], [-1.563126108, 48.08435183], [-1.563158727, 48.083716904], [-1.563710238, 48.082485888], [-1.563773109, 48.081920997], [-1.563703427, 48.081129593], [-1.563495195, 48.080229087], [-1.565699555, 48.080287821], [-1.566421009, 48.080121925], [-1.567186756, 48.078989837], [-1.567262759, 48.078421727], [-1.56700853, 48.078079155], [-1.56698623, 48.077665389], [-1.567121199, 48.077281575], [-1.568154495, 48.076335594], [-1.568511715, 48.075846704], [-1.569245211, 48.075883129], [-1.569415316, 48.074256752], [-1.569358052, 48.073796569], [-1.568965354, 48.07287889], [-1.568868745, 48.072305759], [-1.569025117, 48.071874238], [-1.568302109, 48.071585021], [-1.568492751, 48.07011829], [-1.56863865, 48.069674556], [-1.569793287, 48.068889692], [-1.57024335, 48.06891548], [-1.570677899, 48.068746269], [-1.571231662, 48.068384939], [-1.571993941, 48.068522081], [-1.57282602, 48.068890866], [-1.573763965, 48.069472763], [-1.574422818, 48.06942462], [-1.574766386, 48.069183215], [-1.575181594, 48.068635256], [-1.574935953, 48.06803457], [-1.575663578, 48.066512685], [-1.576707732, 48.066938997], [-1.578001484, 48.067653949], [-1.579903458, 48.068419131], [-1.585077713, 48.069837438], [-1.589565211, 48.071583376], [-1.594499227, 48.073294596], [-1.596334856, 48.074157665], [-1.598359116, 48.075271138], [-1.60088605, 48.076394674], [-1.601324097, 48.07679129], [-1.606014854, 48.077491182], [-1.606372292, 48.077116633], [-1.605862823, 48.076132413], [-1.606780672, 48.075706184], [-1.606909545, 48.076166262], [-1.609160334, 48.076449515], [-1.610757146, 48.076744826], [-1.610963596, 48.07686023], [-1.610902195, 48.077544096], [-1.611649195, 48.077641927], [-1.61145311, 48.078046227], [-1.611413393, 48.078593131], [-1.612954831, 48.078761685], [-1.61364118, 48.079089034], [-1.614508276, 48.078574594], [-1.615628554, 48.078587456], [-1.615722153, 48.078765869], [-1.616251764, 48.079069604], [-1.61854394, 48.079624187], [-1.618969601, 48.07963092], [-1.619510769, 48.079266246], [-1.619987975, 48.079124022], [-1.620152802, 48.078639806], [-1.620613176, 48.078135875], [-1.621315472, 48.078291288], [-1.621870709, 48.078210894], [-1.622685797, 48.078533138], [-1.622920712, 48.078758277], [-1.623504602, 48.078851624], [-1.623697036, 48.079021642], [-1.624388995, 48.078720429], [-1.625229308, 48.078577438], [-1.626374685, 48.078185378], [-1.627620525, 48.078049865], [-1.629071782, 48.07706524], [-1.629410385, 48.07699964], [-1.630844943, 48.076976556], [-1.631710652, 48.077016407], [-1.631921831, 48.076924264], [-1.631549307, 48.076587372], [-1.6311743, 48.076022518], [-1.631070089, 48.074848467], [-1.630753489, 48.074028917], [-1.630442738, 48.07364452], [-1.6295712, 48.073030689], [-1.629828274, 48.072403104], [-1.629502543, 48.070849254], [-1.629726616, 48.070843143], [-1.629853216, 48.069662712], [-1.63015975, 48.069661468], [-1.630587076, 48.068214099], [-1.631356199, 48.067889968], [-1.631855862, 48.06799019], [-1.631943666, 48.067595517], [-1.634526468, 48.067679515], [-1.635270547, 48.067606939], [-1.635584864, 48.067740588], [-1.636250255, 48.067798206], [-1.637294205, 48.066544653], [-1.638665246, 48.06665918], [-1.639185805, 48.066553022], [-1.639763359, 48.066238188], [-1.639695325, 48.066673556], [-1.643038206, 48.067464763], [-1.642915317, 48.067749957], [-1.642838545, 48.069264682], [-1.642142653, 48.071509647], [-1.643001348, 48.071623606], [-1.643293497, 48.07096846], [-1.644603561, 48.07106099], [-1.647661474, 48.070947471], [-1.647481683, 48.072329253], [-1.647730676, 48.072331138], [-1.647701794, 48.074205449], [-1.648076318, 48.075160595], [-1.647986461, 48.077320359], [-1.648833866, 48.078986982], [-1.649300262, 48.079670771], [-1.649653577, 48.079879467], [-1.648991603, 48.080015589], [-1.648273361, 48.079909644], [-1.647771215, 48.079981757], [-1.647244022, 48.079723132], [-1.646291954, 48.08003295], [-1.645351898, 48.07995918], [-1.644560841, 48.080279755], [-1.64419584, 48.08058081], [-1.644593928, 48.080748091], [-1.643968222, 48.081098193], [-1.643621994, 48.081582395], [-1.642791068, 48.081725147], [-1.642359071, 48.081585339], [-1.641674501, 48.081663718], [-1.64092384, 48.081540978], [-1.640891752, 48.081849627], [-1.641253336, 48.082275263], [-1.640589732, 48.082378048], [-1.640179271, 48.082743981], [-1.639208656, 48.082736267], [-1.638719404, 48.082833071], [-1.638155235, 48.082796711], [-1.63789868, 48.08350632], [-1.638136757, 48.083766462], [-1.637919395, 48.084386187], [-1.636897252, 48.084374174], [-1.635984751, 48.084047747], [-1.635720075, 48.08423575], [-1.635383176, 48.084198538], [-1.635264365, 48.084745868], [-1.635265715, 48.085620186], [-1.635037873, 48.085630059], [-1.635492709, 48.086382858], [-1.634135207, 48.08698076], [-1.63309279, 48.087259764], [-1.63133575, 48.086983664], [-1.630939042, 48.087031721], [-1.629504247, 48.087700213], [-1.629022831, 48.088132891], [-1.62836728, 48.088482272], [-1.628403319, 48.088878376], [-1.62779569, 48.089314207], [-1.627357746, 48.089214239], [-1.627223934, 48.089422315], [-1.627612341, 48.08955578], [-1.626818284, 48.091473632], [-1.626939628, 48.091983565], [-1.626845324, 48.092520001], [-1.626170721, 48.094650386], [-1.625926334, 48.09504038], [-1.626107905, 48.097252496], [-1.625974737, 48.097929271], [-1.625263782, 48.099322822], [-1.625009303, 48.099305776], [-1.624534, 48.099932888], [-1.624442068, 48.099758923], [-1.623365632, 48.099883222], [-1.622183769, 48.099617739], [-1.622159083, 48.099843155], [-1.621649871, 48.099852327], [-1.621610747, 48.099374319], [-1.620756884, 48.099397014], [-1.620731245, 48.099180784], [-1.615823594, 48.099303866], [-1.615805587, 48.099174771], [-1.613879562, 48.099108739], [-1.614096637, 48.098158278], [-1.613884735, 48.09755003], [-1.612512711, 48.097432522], [-1.61276526, 48.096872779], [-1.613249579, 48.096424741], [-1.613826626, 48.095544004], [-1.61286817, 48.09552387], [-1.609776305, 48.095141088], [-1.609356129, 48.094843854], [-1.607072921, 48.093796566], [-1.606008839, 48.09023354], [-1.605989409, 48.087911413], [-1.59672014, 48.086599843], [-1.596831109, 48.090504822], [-1.595425867, 48.090667849], [-1.593924803, 48.090719221], [-1.592629118, 48.090594905], [-1.591613855, 48.090616479], [-1.591489169, 48.089909251], [-1.59090061, 48.089933105], [-1.590830187, 48.089323813], [-1.589477143, 48.08951448], [-1.589010444, 48.089454253], [-1.588768291, 48.089640363], [-1.587495515, 48.089918917], [-1.587395406, 48.090021068], [-1.586648339, 48.089939307], [-1.584971414, 48.090134426], [-1.583732497, 48.0901367], [-1.582933928, 48.090205648], [-1.582522638, 48.090474043], [-1.582329247, 48.091346891], [-1.582619173, 48.092238783], [-1.576989246, 48.092045861], [-1.576612636, 48.092497666], [-1.57597564, 48.092366489], [-1.575903813, 48.09267124], [-1.574929363, 48.092884877], [-1.572812445, 48.092739071], [-1.57287576, 48.092568957], [-1.570833277, 48.092272401], [-1.570469674, 48.092144101], [-1.569961474, 48.092272894], [-1.569825096, 48.092096112], [-1.569268694, 48.092289868], [-1.56872203, 48.092689656]]]], ""type"": ""MultiPolygon""}","48.082025954, -1.603860104"
2025,35204,Nouvoitou,Commune,1.43,53.0,146.0,"{""coordinates"": [[[[-1.552202619, 48.007367707], [-1.552052856, 48.007500605], [-1.551990746, 48.008059176], [-1.550985512, 48.010084792], [-1.552526762, 48.010620937], [-1.553422766, 48.010652034], [-1.553563998, 48.010732196], [-1.553361474, 48.011391755], [-1.553640437, 48.011917284], [-1.553707966, 48.013451558], [-1.553946294, 48.013738887], [-1.553932499, 48.014624597], [-1.553762819, 48.015228799], [-1.554019305, 48.015836323], [-1.554120566, 48.016731997], [-1.554948166, 48.016950524], [-1.555794096, 48.017038532], [-1.557230108, 48.017488561], [-1.55768839, 48.017770962], [-1.558543689, 48.018903313], [-1.561044402, 48.019125419], [-1.562719742, 48.019186607], [-1.564583672, 48.019455886], [-1.565065412, 48.019620166], [-1.565731169, 48.020453353], [-1.566290168, 48.020749839], [-1.566329989, 48.021289136], [-1.567238264, 48.022394134], [-1.568051762, 48.022369741], [-1.568283933, 48.021992947], [-1.568134029, 48.021704011], [-1.568114623, 48.021199076], [-1.568687978, 48.020790094], [-1.570924557, 48.020643667], [-1.571919994, 48.020423778], [-1.572519124, 48.020593379], [-1.57331068, 48.02051752], [-1.574530217, 48.020667484], [-1.574967193, 48.020562142], [-1.575701632, 48.020229785], [-1.576213845, 48.019844776], [-1.57653126, 48.019460137], [-1.577479693, 48.019722482], [-1.578482241, 48.020128742], [-1.579552634, 48.019968065], [-1.57999503, 48.020003114], [-1.580242828, 48.020428844], [-1.580105341, 48.020672173], [-1.579599931, 48.021120034], [-1.579581856, 48.021361415], [-1.57989842, 48.021650156], [-1.58142001, 48.022370597], [-1.581940759, 48.022518869], [-1.582411148, 48.022985498], [-1.582800401, 48.023166834], [-1.583165209, 48.023670928], [-1.582997533, 48.024232736], [-1.583058093, 48.024544067], [-1.583966273, 48.025224387], [-1.584033634, 48.025365987], [-1.583649446, 48.026189534], [-1.582546423, 48.026626445], [-1.582462207, 48.026848771], [-1.582514911, 48.027798609], [-1.582448522, 48.02807162], [-1.581920504, 48.028615916], [-1.582010811, 48.028882821], [-1.583597849, 48.029099504], [-1.584239453, 48.029463001], [-1.58512156, 48.029469172], [-1.585402774, 48.029349135], [-1.586424168, 48.029272343], [-1.586819079, 48.029053219], [-1.587131459, 48.028719228], [-1.587605324, 48.02863584], [-1.58942921, 48.029165911], [-1.590739889, 48.029418525], [-1.591068116, 48.029391288], [-1.591727057, 48.029024823], [-1.592258426, 48.029031114], [-1.593137787, 48.029377167], [-1.593859467, 48.029872699], [-1.594533256, 48.029909473], [-1.594398489, 48.030524098], [-1.593654994, 48.030458496], [-1.593533902, 48.030642609], [-1.593594731, 48.031451508], [-1.593129615, 48.031512043], [-1.593587731, 48.033073431], [-1.593654805, 48.033861353], [-1.593037357, 48.034566941], [-1.592852148, 48.034987924], [-1.593557212, 48.03574011], [-1.593160133, 48.035980973], [-1.592114991, 48.036312044], [-1.591091213, 48.03747788], [-1.590245713, 48.037445982], [-1.590274852, 48.038478763], [-1.590561213, 48.038541502], [-1.59011131, 48.03970746], [-1.589376559, 48.040596078], [-1.589095817, 48.041326357], [-1.588013366, 48.042127572], [-1.587992615, 48.042802635], [-1.587497805, 48.043141934], [-1.587441652, 48.04374987], [-1.587624494, 48.044292596], [-1.587056716, 48.045247695], [-1.586128378, 48.045657076], [-1.585753437, 48.046030452], [-1.58437693, 48.045581126], [-1.583322783, 48.046741748], [-1.583155227, 48.047197174], [-1.582380635, 48.047628475], [-1.581955364, 48.048228247], [-1.581561009, 48.049231542], [-1.581134376, 48.049831362], [-1.580391966, 48.049765625], [-1.580241209, 48.049546146], [-1.578959692, 48.049588825], [-1.579338431, 48.051276821], [-1.578693148, 48.051308248], [-1.578282055, 48.050286741], [-1.577401767, 48.050181281], [-1.576949339, 48.05042153], [-1.575468345, 48.05038089], [-1.574018222, 48.050743758], [-1.573406067, 48.050629645], [-1.572150635, 48.050896583], [-1.571520129, 48.050958945], [-1.570473141, 48.050682338], [-1.570043184, 48.050467384], [-1.56938327, 48.050718367], [-1.568768599, 48.051197442], [-1.5688256, 48.051950593], [-1.568288758, 48.052972884], [-1.568154734, 48.053584723], [-1.567517351, 48.053692398], [-1.567348513, 48.053932412], [-1.567373707, 48.054473168], [-1.567138065, 48.054858194], [-1.56707859, 48.05535266], [-1.566481892, 48.055947301], [-1.566364527, 48.056176301], [-1.565551362, 48.056210564], [-1.564997072, 48.05639342], [-1.564273685, 48.05642419], [-1.563730799, 48.056069373], [-1.563553123, 48.05558411], [-1.562848652, 48.055350934], [-1.562443867, 48.054461644], [-1.562209129, 48.054203036], [-1.56208825, 48.053752525], [-1.561717888, 48.053698381], [-1.560970558, 48.053794059], [-1.56036435, 48.053546243], [-1.558316787, 48.053375013], [-1.557446808, 48.052967943], [-1.556845468, 48.052495477], [-1.556740925, 48.052265168], [-1.555861504, 48.051966618], [-1.554356562, 48.051804052], [-1.553574775, 48.052014592], [-1.552930822, 48.052373927], [-1.55248216, 48.052065892], [-1.55241605, 48.051672745], [-1.552164464, 48.051202046], [-1.551860944, 48.051111935], [-1.551448914, 48.05077634], [-1.54937579, 48.050931345], [-1.548328888, 48.050763608], [-1.548311323, 48.049934119], [-1.548516419, 48.049505246], [-1.548298035, 48.049138717], [-1.546801456, 48.048399755], [-1.546063113, 48.047895578], [-1.543847203, 48.046700339], [-1.543125883, 48.046440661], [-1.541409906, 48.045571297], [-1.538257646, 48.043784751], [-1.536138807, 48.042369303], [-1.534926915, 48.041701246], [-1.535139944, 48.041364031], [-1.533083557, 48.040722205], [-1.531975932, 48.040470141], [-1.529905948, 48.04026505], [-1.530498624, 48.039479662], [-1.526950801, 48.037600808], [-1.526089005, 48.036733508], [-1.525243141, 48.036492042], [-1.522868962, 48.036074999], [-1.516683355, 48.035579008], [-1.51615473, 48.035384784], [-1.5156502, 48.035063442], [-1.515714817, 48.034183032], [-1.514156063, 48.033885934], [-1.513548104, 48.033501853], [-1.513151479, 48.033373758], [-1.510742497, 48.033239039], [-1.510829666, 48.033031988], [-1.512478668, 48.031488686], [-1.512543248, 48.03090663], [-1.512284767, 48.03083813], [-1.512059181, 48.03016265], [-1.510272685, 48.030077051], [-1.509193377, 48.030105824], [-1.509224977, 48.029814373], [-1.507217532, 48.029564139], [-1.507172912, 48.027904639], [-1.506203971, 48.02607325], [-1.50695673, 48.022117153], [-1.507588347, 48.022134402], [-1.508641065, 48.02253661], [-1.509858757, 48.023739204], [-1.510267479, 48.024687989], [-1.510733724, 48.024987385], [-1.511369827, 48.025151366], [-1.512698038, 48.025222083], [-1.513375682, 48.025510651], [-1.51411756, 48.025622786], [-1.515014716, 48.025932663], [-1.516438533, 48.025517434], [-1.517060159, 48.025070812], [-1.517731607, 48.024877361], [-1.518329268, 48.024291939], [-1.518813847, 48.024066002], [-1.519631047, 48.023958877], [-1.520311291, 48.02415176], [-1.520693442, 48.024142476], [-1.521287359, 48.023733852], [-1.521855594, 48.023606539], [-1.522414557, 48.023716642], [-1.523811921, 48.023637648], [-1.5248317, 48.023715586], [-1.525436448, 48.023638229], [-1.526222856, 48.023406952], [-1.527361677, 48.023588451], [-1.527779164, 48.023442576], [-1.528697259, 48.022913262], [-1.526835151, 48.019852677], [-1.525802093, 48.018581842], [-1.525585673, 48.017763608], [-1.525617539, 48.016203893], [-1.526489986, 48.006785987], [-1.526837362, 48.00659143], [-1.528201516, 48.006396464], [-1.528909922, 48.005680509], [-1.530184593, 48.006056842], [-1.531412425, 48.005430819], [-1.531470562, 48.003411262], [-1.53180557, 48.003276657], [-1.532606758, 48.003206101], [-1.532847637, 48.002850676], [-1.532806465, 48.002024784], [-1.533858308, 48.002089675], [-1.536272535, 48.001987503], [-1.536595046, 48.003290192], [-1.537922523, 48.003640066], [-1.540096655, 48.004919015], [-1.542621548, 48.005510126], [-1.54498709, 48.006512976], [-1.546059902, 48.006445346], [-1.548164807, 48.006492815], [-1.548237902, 48.006436804], [-1.549679951, 48.006695583], [-1.550559564, 48.006646207], [-1.552140257, 48.007220489], [-1.552202619, 48.007367707]]]], ""type"": ""MultiPolygon""}","48.030580726, -1.552345417"
2025,35055,Chantepie,Commune,1.43,3.0,143.0,"{""coordinates"": [[[[-1.56872203, 48.092689656], [-1.56823927, 48.092194611], [-1.56815682, 48.091863404], [-1.568463592, 48.091194405], [-1.568690726, 48.090973769], [-1.568854016, 48.090248142], [-1.569233469, 48.089890896], [-1.568915407, 48.089635534], [-1.568592458, 48.088732278], [-1.567579477, 48.088312789], [-1.566762289, 48.088103827], [-1.565599721, 48.08802363], [-1.564402862, 48.088044803], [-1.56397397, 48.085617829], [-1.563126108, 48.08435183], [-1.563158727, 48.083716904], [-1.563710238, 48.082485888], [-1.563773109, 48.081920997], [-1.563703427, 48.081129593], [-1.563495195, 48.080229087], [-1.565699555, 48.080287821], [-1.566421009, 48.080121925], [-1.567186756, 48.078989837], [-1.567262759, 48.078421727], [-1.56700853, 48.078079155], [-1.56698623, 48.077665389], [-1.567121199, 48.077281575], [-1.568154495, 48.076335594], [-1.568511715, 48.075846704], [-1.569245211, 48.075883129], [-1.569415316, 48.074256752], [-1.569358052, 48.073796569], [-1.568965354, 48.07287889], [-1.568868745, 48.072305759], [-1.569025117, 48.071874238], [-1.568302109, 48.071585021], [-1.568492751, 48.07011829], [-1.56863865, 48.069674556], [-1.569793287, 48.068889692], [-1.57024335, 48.06891548], [-1.570677899, 48.068746269], [-1.571231662, 48.068384939], [-1.571993941, 48.068522081], [-1.57282602, 48.068890866], [-1.573763965, 48.069472763], [-1.574422818, 48.06942462], [-1.574766386, 48.069183215], [-1.575181594, 48.068635256], [-1.574935953, 48.06803457], [-1.575663578, 48.066512685], [-1.576707732, 48.066938997], [-1.578001484, 48.067653949], [-1.579903458, 48.068419131], [-1.585077713, 48.069837438], [-1.589565211, 48.071583376], [-1.594499227, 48.073294596], [-1.596334856, 48.074157665], [-1.598359116, 48.075271138], [-1.60088605, 48.076394674], [-1.601324097, 48.07679129], [-1.606014854, 48.077491182], [-1.606372292, 48.077116633], [-1.605862823, 48.076132413], [-1.606780672, 48.075706184], [-1.606909545, 48.076166262], [-1.609160334, 48.076449515], [-1.610757146, 48.076744826], [-1.610963596, 48.07686023], [-1.610902195, 48.077544096], [-1.611649195, 48.077641927], [-1.61145311, 48.078046227], [-1.611413393, 48.078593131], [-1.612954831, 48.078761685], [-1.61364118, 48.079089034], [-1.614508276, 48.078574594], [-1.615628554, 48.078587456], [-1.615722153, 48.078765869], [-1.616251764, 48.079069604], [-1.61854394, 48.079624187], [-1.618969601, 48.07963092], [-1.619510769, 48.079266246], [-1.619987975, 48.079124022], [-1.620152802, 48.078639806], [-1.620613176, 48.078135875], [-1.621315472, 48.078291288], [-1.621870709, 48.078210894], [-1.622685797, 48.078533138], [-1.622920712, 48.078758277], [-1.623504602, 48.078851624], [-1.623697036, 48.079021642], [-1.624388995, 48.078720429], [-1.625229308, 48.078577438], [-1.626374685, 48.078185378], [-1.627620525, 48.078049865], [-1.629071782, 48.07706524], [-1.629410385, 48.07699964], [-1.630844943, 48.076976556], [-1.631710652, 48.077016407], [-1.631921831, 48.076924264], [-1.631549307, 48.076587372], [-1.6311743, 48.076022518], [-1.631070089, 48.074848467], [-1.630753489, 48.074028917], [-1.630442738, 48.07364452], [-1.6295712, 48.073030689], [-1.629828274, 48.072403104], [-1.629502543, 48.070849254], [-1.629726616, 48.070843143], [-1.629853216, 48.069662712], [-1.63015975, 48.069661468], [-1.630587076, 48.068214099], [-1.631356199, 48.067889968], [-1.631855862, 48.06799019], [-1.631943666, 48.067595517], [-1.634526468, 48.067679515], [-1.635270547, 48.067606939], [-1.635584864, 48.067740588], [-1.636250255, 48.067798206], [-1.637294205, 48.066544653], [-1.638665246, 48.06665918], [-1.639185805, 48.066553022], [-1.639763359, 48.066238188], [-1.639695325, 48.066673556], [-1.643038206, 48.067464763], [-1.642915317, 48.067749957], [-1.642838545, 48.069264682], [-1.642142653, 48.071509647], [-1.643001348, 48.071623606], [-1.643293497, 48.07096846], [-1.644603561, 48.07106099], [-1.647661474, 48.070947471], [-1.647481683, 48.072329253], [-1.647730676, 48.072331138], [-1.647701794, 48.074205449], [-1.648076318, 48.075160595], [-1.647986461, 48.077320359], [-1.648833866, 48.078986982], [-1.649300262, 48.079670771], [-1.649653577, 48.079879467], [-1.648991603, 48.080015589], [-1.648273361, 48.079909644], [-1.647771215, 48.079981757], [-1.647244022, 48.079723132], [-1.646291954, 48.08003295], [-1.645351898, 48.07995918], [-1.644560841, 48.080279755], [-1.64419584, 48.08058081], [-1.644593928, 48.080748091], [-1.643968222, 48.081098193], [-1.643621994, 48.081582395], [-1.642791068, 48.081725147], [-1.642359071, 48.081585339], [-1.641674501, 48.081663718], [-1.64092384, 48.081540978], [-1.640891752, 48.081849627], [-1.641253336, 48.082275263], [-1.640589732, 48.082378048], [-1.640179271, 48.082743981], [-1.639208656, 48.082736267], [-1.638719404, 48.082833071], [-1.638155235, 48.082796711], [-1.63789868, 48.08350632], [-1.638136757, 48.083766462], [-1.637919395, 48.084386187], [-1.636897252, 48.084374174], [-1.635984751, 48.084047747], [-1.635720075, 48.08423575], [-1.635383176, 48.084198538], [-1.635264365, 48.084745868], [-1.635265715, 48.085620186], [-1.635037873, 48.085630059], [-1.635492709, 48.086382858], [-1.634135207, 48.08698076], [-1.63309279, 48.087259764], [-1.63133575, 48.086983664], [-1.630939042, 48.087031721], [-1.629504247, 48.087700213], [-1.629022831, 48.088132891], [-1.62836728, 48.088482272], [-1.628403319, 48.088878376], [-1.62779569, 48.089314207], [-1.627357746, 48.089214239], [-1.627223934, 48.089422315], [-1.627612341, 48.08955578], [-1.626818284, 48.091473632], [-1.626939628, 48.091983565], [-1.626845324, 48.092520001], [-1.626170721, 48.094650386], [-1.625926334, 48.09504038], [-1.626107905, 48.097252496], [-1.625974737, 48.097929271], [-1.625263782, 48.099322822], [-1.625009303, 48.099305776], [-1.624534, 48.099932888], [-1.624442068, 48.099758923], [-1.623365632, 48.099883222], [-1.622183769, 48.099617739], [-1.622159083, 48.099843155], [-1.621649871, 48.099852327], [-1.621610747, 48.099374319], [-1.620756884, 48.099397014], [-1.620731245, 48.099180784], [-1.615823594, 48.099303866], [-1.615805587, 48.099174771], [-1.613879562, 48.099108739], [-1.614096637, 48.098158278], [-1.613884735, 48.09755003], [-1.612512711, 48.097432522], [-1.61276526, 48.096872779], [-1.613249579, 48.096424741], [-1.613826626, 48.095544004], [-1.61286817, 48.09552387], [-1.609776305, 48.095141088], [-1.609356129, 48.094843854], [-1.607072921, 48.093796566], [-1.606008839, 48.09023354], [-1.605989409, 48.087911413], [-1.59672014, 48.086599843], [-1.596831109, 48.090504822], [-1.595425867, 48.090667849], [-1.593924803, 48.090719221], [-1.592629118, 48.090594905], [-1.591613855, 48.090616479], [-1.591489169, 48.089909251], [-1.59090061, 48.089933105], [-1.590830187, 48.089323813], [-1.589477143, 48.08951448], [-1.589010444, 48.089454253], [-1.588768291, 48.089640363], [-1.587495515, 48.089918917], [-1.587395406, 48.090021068], [-1.586648339, 48.089939307], [-1.584971414, 48.090134426], [-1.583732497, 48.0901367], [-1.582933928, 48.090205648], [-1.582522638, 48.090474043], [-1.582329247, 48.091346891], [-1.582619173, 48.092238783], [-1.576989246, 48.092045861], [-1.576612636, 48.092497666], [-1.57597564, 48.092366489], [-1.575903813, 48.09267124], [-1.574929363, 48.092884877], [-1.572812445, 48.092739071], [-1.57287576, 48.092568957], [-1.570833277, 48.092272401], [-1.570469674, 48.092144101], [-1.569961474, 48.092272894], [-1.569825096, 48.092096112], [-1.569268694, 48.092289868], [-1.56872203, 48.092689656]]]], ""type"": ""MultiPolygon""}","48.082025954, -1.603860104"
