code_insee,commune,code_postal,code_departement,region,departement,lat,lon,irradiation,irradiation_q1_kwhm2,irradiation_q2_kwhm2,irradiation_q3_kwhm2,irradiation_q4_kwhm2,sun_hours_q1_h,sun_hours_q2_h,sun_hours_q3_h,sun_hours_q4_h,avg_temperature_q1_c,avg_temperature_q2_c,avg_temperature_q3_c,avg_temperature_q4_c,surface_exploitable,potentiel_kwh,economie,co2_evite_kg_an,roi_annees,population,climat,ensoleillement_annuel,temperature_moyenne,fiche_url
35024,Betton,35830,35,Bretagne,Ille-et-Vilaine,48.1812360423,-1.64589552684,1224,178,469,440,137,270.43,536.2,500.38,229.97,6.56,13.95,17.87,9.56,36,5875,1147,323.136,7.0,12695,Océanique,1537,12.01,https://www.solairesimple.fr/region/bretagne/ille-et-vilaine/betton
35001,Acigné,35690,35,Bretagne,Ille-et-Vilaine,48.1464008617,-1.51879762112,1238,180,474,444,140,270.77,536.48,500.69,230.23,6.52,13.96,17.88,9.52,36,5942,1160,326.83200000000005,6.9,6888,Océanique,1538,11.99,https://www.solairesimple.fr/region/bretagne/ille-et-vilaine/acigne
35022,Bécherel,35190,35,Bretagne,Ille-et-Vilaine,48.2965087434,-1.9428236566,1223,177,472,439,136,269.34,535.22,499.35,229.03,6.41,13.54,17.44,9.41,36,5870,1146,322.872,7.0,690,Océanique,1533,11.72,https://www.solairesimple.fr/region/bretagne/ille-et-vilaine/becherel
