Code_zone_emploi,Libelle_zone_emploi,Libelle_region,Evolution_journees_anormalement_chaudes,Top30_evolution_journees_anormalement_chaudes,Top100_nombre_journees_anormalement_chaudes
5315,Rennes,Bretagne,4.6952914748649,0,0
