Code_zone_emploi,Libelle_zone_emploi,Libelle_region,Ecart_taux_attendu_inconvenient_temperature,Top100_evolution_journees_anormalement_chaudes,Top30_taux_attendu_inconvenient_temperature
5315,Rennes,Bretagne,-1.28512273499857,0,0
