site_id,site_nom,site_type,site_adresse,site_identif_date,site_actu_date,site_url,site_ademe_url,site_securite,site_occupation,site_statut,site_projet_url,site_reconv_annee,site_reconv_type,activite_libelle,activite_code,activite_fin_annee,comm_nom,comm_insee,bati_type,bati_nombre,bati_surface,bati_pollution,bati_vacance,bati_patrimoine,bati_etat,local_ancien_annee,local_recent_annee,proprio_type,proprio_personne,proprio_nom,sol_pollution_annee,sol_pollution_existe,sol_pollution_origine,sol_pollution_commentaire,sol_depollution_fiche,unite_fonciere_surface,unite_fonciere_refcad,urba_zone_type,urba_zone_lib,urba_zone_formdomi,urba_doc_type,desserte_distance,desserte_commentaire,source_nom,source_url,source_producteur,source_contact,geompoint,geomsurf
35238_25491,CRAC BLOSNE-EST,inconnu,NA,2019-12-31,2023-09-14,NA,NA,inconnu,inconnu,friche avec projet,NA,NA,NA,NA,NA,NA,RENNES,35238,inconnu,12,NA,amiante,inconnu,inconnu,inconnu,NA,2024,F6a|G2a|G2c|P5a,personne morale,15 PCE DU LANDREL(LES COPS)|COMMUNE DE RENNES|LES COPROPRIETAIRES|TERRITOIRES PUBLICS,NA,pollution avérée,inconnu,NA,NA,277935,"{35238000LO0065,35238000KZ0462,35238000KZ0604,35238000KZ0605,35238000KZ0606,35238000KZ0608,35238000KZ0612,35238000KZ0613,35238000KZ0616,35238000LP0118,35238000LP0128,35238000LP0129,35238000LP0048,35238000LO0044,35238000LO0045,35238000LO0176,35238000LO0177,35238000LO0181,35238000LO0183}",U,UO1 - ,NA,PLUI,NA,NA,Appel à projet Fonds Friches,https://www.economie.gouv.fr/plan-de-relance/profils/collectivites/fonds-pour-le-recyclage-des-friches,Appel à projet Fonds Friches,NA,POINT (-1.65394 48.08755),NA
35238_7895,"GUERIN Ets SA, peinture sur bois et serrurerie",friche industrielle,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3500766,NA,inconnu,inconnu,friche sans projet,NA,NA,NA,Fabrication de coutellerie,NA,NA,RENNES,35238,inconnu,7,NA,inconnu,inconnu,inconnu,inconnu,1920,2003,P5a,personne morale,COMMUNE DE RENNES,NA,inconnu,inconnu,NA,NA,731000,"{35238000DX0031,35238000DX0033,35238000DX0035,35238000DX0037,35238000DX0038,35238000DX0039,35238000DX0040,35238000DX0041,35238000DX0042,35238000DX0043,35238000DX0047,35238000DX0048,35238000DX0063,35238000DX0064,35238000DX0065,35238000DX0066,35238000DX0067,35238000DX0068,35238000DX0069,35238000DX0070,35238000DX0071,35238000DX0072,35238000DX0073,35238000DX0074,35238000DX0076,35238000DX0081,35238000DX0082,35238000EI0001,35238000EI0009,35238000EI0010,35238000EI0011,35238000EI0023,35238000EI0024,35238000EI0025,35238000EI0027,35238000EI0042,35238000EI0043,35238000EI0059,35238000EI0060,35238000EI0061,35238000EI0063,35238000EI0065,35238000EI0070,35238000EI0079,35238000EI0081,35238000EI0084,35238000EI0089,35238000EI0090,35238000EI0099,35238000EI0100,35238000EI0101,35238000EI0102,35238000EI0103,35238000EI0104,35238000EI0105,35238000EI0106,35238000EI0107,35238000EI0108,35238000EI0109,35238000EI0110,35238000EI0111,35238000EI0112,35238000EI0113,35238000EI0114,35238000EI0115,35238000EI0116,35238000EI0117,35238000EI0118,35238000EI0119,35238000EI0120,35238000EI0121,35238000EI0122,35238000EI0123,35238000EI0124,35238000EI0125,35238000EI0126,35238000EI0127,35238000EI0128,35238000EI0129,35238000EI0130,35238000EI0131,35238000EI0132,35238000EI0133,35238000EI0134,35238000EI0135,35238000EI0136,35238000EI0137,35238000EI0139}",N,NP - ,NA,PLUI,NA,NA,Site Basias ou Basol vérifié par le Cerema en 2020,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,Cerema,NA,POINT (-1.737302 48.09702),NA
35238_19560,"RAVEAUD et LAURENT / VERRIER, poudrette",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3500078,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Fabrication de produits azotés et d'engrais,NA,NA,RENNES,35238,inconnu,3,NA,inconnu,inconnu,inconnu,inconnu,1946,1970,P5a,personne morale,COMMUNE DE RENNES,NA,inconnu,inconnu,NA,NA,118579,"{35238000AT0302,35238000AT0303,35238000AT0329,35238000AT0336,35238000AT0417,35238000AT0418,35238000AT0423,35238000AT0425,35238000AT0426,35238000AT0853,35238000AT0854,35238000AT0855,35238000AT0856,35238000AT0925,35238000AT0928,35238000AT0929,35238000AV0151,35238000AV0363}",U,UG2a - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.667903 48.12734),NA
35238_2085,"BERTHELOT Yves, garage station-service",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3501206,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Commerce de gros, de détail, de désserte de carburants en magasin spécialisé (station service  de toute capacité de stockage)",NA,NA,RENNES,35238,inconnu,15,NA,inconnu,inconnu,inconnu,inconnu,1830,2019,P5a|P5a L4a,personne morale,COMMUNE DE RENNES|STADE RENNAIS FOOTBALL CLUB,NA,inconnu,inconnu,NA,NA,3727554,"{35238000DT0054,35238000DT0055,35238000DT0276,35238000DT0299,35238000DT0306,35238000DT0307,35238000DT0308,35238000DT0309,35238000DT0311,35238000DT0313,35238000DT0314,35238000DT0333,35238000DT0335,35238000DT0337,35238000DT0339,35238000DT0341,35238000DT0343,35238000DT0345,35238000DT0347,35238000DT0349,35238000DT0351,35238000DT0354,35238000DT0356,35238000DT0359,35238000DT0362,35238000DT0363,35238000DT0366,35238000DT0368,35238000DT0370,35238000DX0012,35238000DX0086,35238000DX0091,35238000DX0095,35238000DX0099,35238000DX0100,35238000DX0103,35238000DX0105,35238000DX0106,35238000DT0006,35238000DT0007,35238000DT0058,35238000DT0059,35238000DT0060,35238000DT0061,35238000DT0062,35238000DT0292,35238000DT0291,35238000DT0050,35238000DT0296,35238000DT0310,35238000DT0312,35238000DT0293,35238000DT0301,35238000DT0305,35238000DW0044,35238000DW0086,35238000DT0348,35238000DT0350,35238000DT0352,35238000DS0001,35238000DS0002,35238000DS0009,35238000DS0010,35238000DS0011,35238000DS0012,35238000DS0013,35238000DS0014,35238000DS0015,35238000DS0025,35238000DS0032,35238000DS0042,35238000DS0046,35238000DS0047,35238000DT0025,35238000DT0027,35238000DT0028,35238000DT0029,35238000DT0030,35238000DT0087,35238000DT0088,35238000DT0091,35238000DT0295,35238000DT0302,35238000DT0303,35238000DT0316,35238000DT0319,35238000DT0320,35238000DT0321,35238000DT0322,35238000DT0323,35238000DT0353,35238000DT0360,35238000DT0361,35238000DT0364,35238000DT0365,35238000DT0367,35238000DW0004,35238000DW0005,35238000DW0007,35238000DW0009,35238000DW0029,35238000DW0030,35238000DW0031,35238000DW0046,35238000DW0092,35238000DW0093,35238000DW0094,35238000DW0095,35238000DW0096,35238000DW0097,35238000DW0098,35238000DW0099,35238000DW0100,35238000DX0015,35238000DX0016,35238000DX0017,35238000DX0018,35238000DX0020,35238000DX0021,35238000DX0022,35238000DX0023,35238000DX0024,35238000DX0025,35238000DX0027,35238000DX0028,35238000DX0092,35238000DY0001,35238000DY0002,35238000DY0003,35238000DY0004,35238000DY0005,35238000DY0006,35238000DY0007,35238000DY0008,35238000DY0009,35238000DY0010,35238000DZ0031,35238000DZ0032,35238000DZ0033,35238000DZ0034,35238000DZ0035,35238000DZ0036,35238000DZ0037,35238000DZ0038,35238000DZ0039,35238000DZ0040,35238000DZ0041,35238000DZ0043,35238000DZ0044,35238000DZ0136,35238000DZ0137,35238000DX0096,35238000DX0097,35238000DX0098,35238000DX0102,35238000DX0104,35238000DT0001,35238000DT0002}",N,Ne - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.721603 48.09588),NA
35238_25456,Appel à projet Fonds Vert 2023 -Bois Perrin,friche hospitalière,NA,2020-12-31,2024-02-13,NA,NA,inconnu,inconnu,friche avec projet,NA,NA,NA,NA,NA,NA,RENNES,35238,inconnu,1,NA,amiante,inconnu,inconnu,inconnu,NA,1890,P5a,personne morale,COMMUNE DE RENNES,NA,pollution peu probable,inconnu,NA,NA,101318,"{35238000BL0444,35238000BL0447,35238000BL0449,35238000BL0445,35238000BL0448}",U,UO1 - ,NA,PLUI,NA,NA,Appel à projet Fonds Friches,https://www.economie.gouv.fr/plan-de-relance/profils/collectivites/fonds-pour-le-recyclage-des-friches,Appel à projet Fonds Friches,NA,POINT (-1.6469 48.11517),NA
35238_25611,"Appel à projet Fonds Vert 2023 -11, place des Lices 35000 RENNES",friche d'habitat,NA,2009-12-31,2024-02-13,NA,NA,inconnu,inconnu,friche avec projet,NA,NA,NA,NA,NA,NA,RENNES,35238,inconnu,2,NA,amiante,inconnu,inconnu,inconnu,0,0,G2a,personne morale,7 ET 9 PCE DES LICES LES COPS,NA,pollution peu probable,inconnu,NA,NA,151,{35238000AC0961},U,psmv - ,NA,PSMV,NA,NA,Appel à projet Fonds Friches,https://www.economie.gouv.fr/plan-de-relance/profils/collectivites/fonds-pour-le-recyclage-des-friches,Appel à projet Fonds Friches,NA,POINT (-1.682355 48.11324),NA
35238_37925,ZAC Bernard Duval ,inconnu,NA,2025-11-14,NA,NA,NA,NA,NA,friche avec projet,NA,NA,NA,NA,NA,NA,Rennes,35238,NA,12,NA,NA,NA,NA,NA,NA,2021,A3h|F6a|F7b G2c|G2a|P5a|R2a,personne morale,COMMUNE DE RENNES|COPRO DL 667 668 ET 670 A RENNES|LEFEUVRE SYNDIC DE COPROPRIETE|LES COPROPRIETAIRES PARCELLE DL 634|SOCIETE NATIONALE SNCF|TERRITOIRES ET DEVELOPPEMNT SOCIETE D AMENAGEMENT DU BASSIN|TERRITOIRES PUBLICS,NA,inconnu,NA,NA,NA,171969,"{35238000AH0132,35238000AL0151,35238000BV0001,35238000BV0003,35238000DH0109,35238000DL0037,35238000DL0284,35238000DL0296,35238000DL0297,35238000DL0298,35238000DL0331,35238000DL0332,35238000DL0348,35238000DL0365,35238000DL0422,35238000DL0452,35238000DL0606,35238000DL0634,35238000DL0636,35238000DL0637,35238000DL0647,35238000DL0648,35238000DL0653,35238000DL0655,35238000DL0657,35238000DL0662,35238000DL0663,35238000DL0666,35238000DL0667,35238000DL0668,35238000DL0669,35238000DL0670,35238000DL0671,35238000DL0672,35238000DL0718,35238000DL0719,35238000DO0037,35238000DO0246,35238000EN0008,35238000EP0001,35238000EP0013,35238000EP0014,35238000ER0077,35238000ER0086}",U,UO1 - ,NA,PLUI,NA,NA,NA,https://www.economie.gouv.fr/plan-de-relance/profils/collectivites/fonds-pour-le-recyclage-des-friches,Appel à projet Fonds Friches,NA,POINT (-1.696712 48.10344),NA
35238_3794,Trubler,inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3501450,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Dépôt de liquides inflammables (D.L.I.),NA,NA,RENNES,35238,inconnu,0,NA,inconnu,inconnu,inconnu,inconnu,NA,NA,P5a,personne morale,COMMUNE DE RENNES,NA,inconnu,inconnu,NA,NA,3596,"{35238000AR0124,35238000AR0125}",N,Ne - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.676364 48.12642),NA
35238_6146,"GAUDIN Jean-Luc, garage",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3503130,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Garages, ateliers, mécanique et soudure",NA,NA,RENNES,35238,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,2005,2005,G2a,personne morale,15 ALLEE BERTRAND ROBIDOU -LES COPS-,NA,inconnu,inconnu,NA,NA,513,"{35238000BO0908,35238000BO0910}",U,UE1a - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.66035 48.1068),NA
35238_881,"LESEUR SOCIETE / COMPAGNIE INDUSTRIELLE DES PETROLES, stockage de produits phytosanitaires, station service et DLI",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3504798,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Activités de soutien à l'agriculture et traitement primaire des récoltes (coopérative agricole, entrepôt de produits agricoles stockage de phytosanitaires, pesticides, ...)",NA,NA,RENNES,35238,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,2019,2019,F1a G2a,personne morale,COPRO 12 AV JORGE SEMPRUN|SA D'HLM LES FOYERS,NA,inconnu,inconnu,NA,NA,1319,"{35238000CK0338,35238000CK0340}",U,UO1 - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.646048 48.10904),NA
35353_19529,STATION SERVICE SHELL,inconnu,NA,2022-10-10,2022-10-10,https://basol.developpement-durable.gouv.fr/fiche.php?page=1&index_sp=35.0023,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Détail de carburants,NA,NA,VEZIN-LE-COQUET,35353,inconnu,0,NA,inconnu,inconnu,inconnu,inconnu,NA,NA,P1b,personne morale,DIRECTION DEP EQUIPEMENT D ILLE ET VILAINE|ETAT PAR DIRECTION DE L IMMOBILIER DE L ETAT,NA,inconnu,inconnu,NA,NA,14183,"{35353000AL0307,35353000AL0314}",N,N - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.734484 48.12416),NA
