Code département,Libellé département,Code commune,Libellé commune,Code BV,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,Numéro de panneau 1,Nuance candidat 1,Nom candidat 1,Prénom candidat 1,Sexe candidat 1,Voix 1,% Voix/inscrits 1,% Voix/exprimés 1,Elu 1,Numéro de panneau 2,Nuance candidat 2,Nom candidat 2,Prénom candidat 2,Sexe candidat 2,Voix 2,% Voix/inscrits 2,% Voix/exprimés 2,Elu 2,Numéro de panneau 3,Nuance candidat 3,Nom candidat 3,Prénom candidat 3,Sexe candidat 3,Voix 3,% Voix/inscrits 3,% Voix/exprimés 3,Elu 3,Numéro de panneau 4,Nuance candidat 4,Nom candidat 4,Prénom candidat 4,Sexe candidat 4,Voix 4,% Voix/inscrits 4,% Voix/exprimés 4,Elu 4,Numéro de panneau 5,Nuance candidat 5,Nom candidat 5,Prénom candidat 5,Sexe candidat 5,Voix 5,% Voix/inscrits 5,% Voix/exprimés 5,Elu 5,Numéro de panneau 6,Nuance candidat 6,Nom candidat 6,Prénom candidat 6,Sexe candidat 6,Voix 6,% Voix/inscrits 6,% Voix/exprimés 6,Elu 6,Numéro de panneau 7,Nuance candidat 7,Nom candidat 7,Prénom candidat 7,Sexe candidat 7,Voix 7,% Voix/inscrits 7,% Voix/exprimés 7,Elu 7,Numéro de panneau 8,Nuance candidat 8,Nom candidat 8,Prénom candidat 8,Sexe candidat 8,Voix 8,% Voix/inscrits 8,% Voix/exprimés 8,Elu 8,Numéro de panneau 9,Nuance candidat 9,Nom candidat 9,Prénom candidat 9,Sexe candidat 9,Voix 9,% Voix/inscrits 9,% Voix/exprimés 9,Elu 9,Numéro de panneau 10,Nuance candidat 10,Nom candidat 10,Prénom candidat 10,Sexe candidat 10,Voix 10,% Voix/inscrits 10,% Voix/exprimés 10,Elu 10,Numéro de panneau 11,Nuance candidat 11,Nom candidat 11,Prénom candidat 11,Sexe candidat 11,Voix 11,% Voix/inscrits 11,% Voix/exprimés 11,Elu 11,Numéro de panneau 12,Nuance candidat 12,Nom candidat 12,Prénom candidat 12,Sexe candidat 12,Voix 12,% Voix/inscrits 12,% Voix/exprimés 12,Elu 12,Numéro de panneau 13,Nuance candidat 13,Nom candidat 13,Prénom candidat 13,Sexe candidat 13,Voix 13,% Voix/inscrits 13,% Voix/exprimés 13,Elu 13,Numéro de panneau 14,Nuance candidat 14,Nom candidat 14,Prénom candidat 14,Sexe candidat 14,Voix 14,% Voix/inscrits 14,% Voix/exprimés 14,Elu 14,Numéro de panneau 15,Nuance candidat 15,Nom candidat 15,Prénom candidat 15,Sexe candidat 15,Voix 15,% Voix/inscrits 15,% Voix/exprimés 15,Elu 15,Numéro de panneau 16,Nuance candidat 16,Nom candidat 16,Prénom candidat 16,Sexe candidat 16,Voix 16,% Voix/inscrits 16,% Voix/exprimés 16,Elu 16,Numéro de panneau 17,Nuance candidat 17,Nom candidat 17,Prénom candidat 17,Sexe candidat 17,Voix 17,% Voix/inscrits 17,% Voix/exprimés 17,Elu 17,Numéro de panneau 18,Nuance candidat 18,Nom candidat 18,Prénom candidat 18,Sexe candidat 18,Voix 18,% Voix/inscrits 18,% Voix/exprimés 18,Elu 18,Numéro de panneau 19,Nuance candidat 19,Nom candidat 19,Prénom candidat 19,Sexe candidat 19,Voix 19,% Voix/inscrits 19,% Voix/exprimés 19,Elu 19
35,Ille-et-Vilaine,35001,Acigné,1,928,706,"76,08%",222,"23,92%",695,"74,89%","98,44%",8,"0,86%","1,13%",3,"0,32%","0,42%",1,EXG,DEFRANCE,Florence,FEMININ,6,"0,65%","0,86%",,2,LR,DECOURCELLE,Christophe,MASCULIN,55,"5,93%","7,91%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,231,"24,89%","33,24%",,4,RN,VANHAECKE,Bérénice,FEMININ,122,"13,15%","17,55%",,5,UG,LAHAIS,Tristan,MASCULIN,281,"30,28%","40,43%",,6,ECO,HANNE,Olivier,MASCULIN,0,"0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35001,Acigné,2,912,707,"77,52%",205,"22,48%",696,"76,32%","98,44%",9,"0,99%","1,27%",2,"0,22%","0,28%",1,EXG,DEFRANCE,Florence,FEMININ,5,"0,55%","0,72%",,2,LR,DECOURCELLE,Christophe,MASCULIN,44,"4,82%","6,32%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,223,"24,45%","32,04%",,4,RN,VANHAECKE,Bérénice,FEMININ,103,"11,29%","14,80%",,5,UG,LAHAIS,Tristan,MASCULIN,321,"35,20%","46,12%",,6,ECO,HANNE,Olivier,MASCULIN,0,"0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35001,Acigné,3,956,727,"76,05%",229,"23,95%",712,"74,48%","97,94%",10,"1,05%","1,38%",5,"0,52%","0,69%",1,EXG,DEFRANCE,Florence,FEMININ,16,"1,67%","2,25%",,2,LR,DECOURCELLE,Christophe,MASCULIN,30,"3,14%","4,21%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,265,"27,72%","37,22%",,4,RN,VANHAECKE,Bérénice,FEMININ,113,"11,82%","15,87%",,5,UG,LAHAIS,Tristan,MASCULIN,287,"30,02%","40,31%",,6,ECO,HANNE,Olivier,MASCULIN,1,"0,10%","0,14%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35001,Acigné,4,914,730,"79,87%",184,"20,13%",717,"78,45%","98,22%",10,"1,09%","1,37%",3,"0,33%","0,41%",1,EXG,DEFRANCE,Florence,FEMININ,12,"1,31%","1,67%",,2,LR,DECOURCELLE,Christophe,MASCULIN,38,"4,16%","5,30%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,208,"22,76%","29,01%",,4,RN,VANHAECKE,Bérénice,FEMININ,130,"14,22%","18,13%",,5,UG,LAHAIS,Tristan,MASCULIN,329,"36,00%","45,89%",,6,ECO,HANNE,Olivier,MASCULIN,0,"0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35001,Acigné,5,914,743,"81,29%",171,"18,71%",728,"79,65%","97,98%",12,"1,31%","1,62%",3,"0,33%","0,40%",1,EXG,DEFRANCE,Florence,FEMININ,11,"1,20%","1,51%",,2,LR,DECOURCELLE,Christophe,MASCULIN,41,"4,49%","5,63%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,202,"22,10%","27,75%",,4,RN,VANHAECKE,Bérénice,FEMININ,101,"11,05%","13,87%",,5,UG,LAHAIS,Tristan,MASCULIN,373,"40,81%","51,24%",,6,ECO,HANNE,Olivier,MASCULIN,0,"0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35001,Acigné,6,871,655,"75,20%",216,"24,80%",640,"73,48%","97,71%",12,"1,38%","1,83%",3,"0,34%","0,46%",1,EXG,DEFRANCE,Florence,FEMININ,9,"1,03%","1,41%",,2,LR,DECOURCELLE,Christophe,MASCULIN,38,"4,36%","5,94%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,224,"25,72%","35,00%",,4,RN,VANHAECKE,Bérénice,FEMININ,96,"11,02%","15,00%",,5,UG,LAHAIS,Tristan,MASCULIN,272,"31,23%","42,50%",,6,ECO,HANNE,Olivier,MASCULIN,1,"0,11%","0,16%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35022,Bécherel,1,494,383,"77,53%",111,"22,47%",377,"76,32%","98,43%",4,"0,81%","1,04%",2,"0,40%","0,52%",1,RN,D'ORSANNE,Virginie,FEMININ,101,"20,45%","26,79%",,2,ENS,FAILLÉ,Charlotte,FEMININ,89,"18,02%","23,61%",,3,EXG,AMISSE,Jean-Louis,MASCULIN,8,"1,62%","2,12%",,4,UG,ROUAUX,Claudia,FEMININ,164,"33,20%","43,50%",,5,REG,GUIHARD,Mathieu,MASCULIN,4,"0,81%","1,06%",,6,DVD,ROULET,Victor,MASCULIN,11,"2,23%","2,92%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,1,825,639,"77,45%",186,"22,55%",629,"76,24%","98,44%",4,"0,48%","0,63%",6,"0,73%","0,94%",1,EXG,DEFRANCE,Florence,FEMININ,9,"1,09%","1,43%",,2,LR,DECOURCELLE,Christophe,MASCULIN,38,"4,61%","6,04%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,202,"24,48%","32,11%",,4,RN,VANHAECKE,Bérénice,FEMININ,87,"10,55%","13,83%",,5,UG,LAHAIS,Tristan,MASCULIN,291,"35,27%","46,26%",,6,ECO,HANNE,Olivier,MASCULIN,2,"0,24%","0,32%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,2,949,722,"76,08%",227,"23,92%",711,"74,92%","98,48%",7,"0,74%","0,97%",4,"0,42%","0,55%",1,EXG,DEFRANCE,Florence,FEMININ,4,"0,42%","0,56%",,2,LR,DECOURCELLE,Christophe,MASCULIN,45,"4,74%","6,33%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,252,"26,55%","35,44%",,4,RN,VANHAECKE,Bérénice,FEMININ,145,"15,28%","20,39%",,5,UG,LAHAIS,Tristan,MASCULIN,265,"27,92%","37,27%",,6,ECO,HANNE,Olivier,MASCULIN,0,"0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,3,829,629,"75,87%",200,"24,13%",617,"74,43%","98,09%",7,"0,84%","1,11%",5,"0,60%","0,79%",1,EXG,DEFRANCE,Florence,FEMININ,5,"0,60%","0,81%",,2,LR,DECOURCELLE,Christophe,MASCULIN,38,"4,58%","6,16%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,201,"24,25%","32,58%",,4,RN,VANHAECKE,Bérénice,FEMININ,108,"13,03%","17,50%",,5,UG,LAHAIS,Tristan,MASCULIN,265,"31,97%","42,95%",,6,ECO,HANNE,Olivier,MASCULIN,0,"0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,4,967,730,"75,49%",237,"24,51%",709,"73,32%","97,12%",15,"1,55%","2,05%",6,"0,62%","0,82%",1,EXG,DEFRANCE,Florence,FEMININ,8,"0,83%","1,13%",,2,LR,DECOURCELLE,Christophe,MASCULIN,48,"4,96%","6,77%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,222,"22,96%","31,31%",,4,RN,VANHAECKE,Bérénice,FEMININ,130,"13,44%","18,34%",,5,UG,LAHAIS,Tristan,MASCULIN,300,"31,02%","42,31%",,6,ECO,HANNE,Olivier,MASCULIN,1,"0,10%","0,14%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,5,685,556,"81,17%",129,"18,83%",547,"79,85%","98,38%",6,"0,88%","1,08%",3,"0,44%","0,54%",1,EXG,DEFRANCE,Florence,FEMININ,4,"0,58%","0,73%",,2,LR,DECOURCELLE,Christophe,MASCULIN,32,"4,67%","5,85%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,199,"29,05%","36,38%",,4,RN,VANHAECKE,Bérénice,FEMININ,95,"13,87%","17,37%",,5,UG,LAHAIS,Tristan,MASCULIN,217,"31,68%","39,67%",,6,ECO,HANNE,Olivier,MASCULIN,0,"0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,6,930,733,"78,82%",197,"21,18%",714,"76,77%","97,41%",13,"1,40%","1,77%",6,"0,65%","0,82%",1,EXG,DEFRANCE,Florence,FEMININ,6,"0,65%","0,84%",,2,LR,DECOURCELLE,Christophe,MASCULIN,31,"3,33%","4,34%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,233,"25,05%","32,63%",,4,RN,VANHAECKE,Bérénice,FEMININ,117,"12,58%","16,39%",,5,UG,LAHAIS,Tristan,MASCULIN,326,"35,05%","45,66%",,6,ECO,HANNE,Olivier,MASCULIN,1,"0,11%","0,14%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,7,713,575,"80,65%",138,"19,35%",564,"79,10%","98,09%",6,"0,84%","1,04%",5,"0,70%","0,87%",1,EXG,DEFRANCE,Florence,FEMININ,7,"0,98%","1,24%",,2,LR,DECOURCELLE,Christophe,MASCULIN,37,"5,19%","6,56%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,199,"27,91%","35,28%",,4,RN,VANHAECKE,Bérénice,FEMININ,77,"10,80%","13,65%",,5,UG,LAHAIS,Tristan,MASCULIN,240,"33,66%","42,55%",,6,ECO,HANNE,Olivier,MASCULIN,4,"0,56%","0,71%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,8,980,818,"83,47%",162,"16,53%",808,"82,45%","98,78%",8,"0,82%","0,98%",2,"0,20%","0,24%",1,EXG,DEFRANCE,Florence,FEMININ,1,"0,10%","0,12%",,2,LR,DECOURCELLE,Christophe,MASCULIN,50,"5,10%","6,19%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,340,"34,69%","42,08%",,4,RN,VANHAECKE,Bérénice,FEMININ,88,"8,98%","10,89%",,5,UG,LAHAIS,Tristan,MASCULIN,326,"33,27%","40,35%",,6,ECO,HANNE,Olivier,MASCULIN,3,"0,31%","0,37%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,9,932,724,"77,68%",208,"22,32%",698,"74,89%","96,41%",19,"2,04%","2,62%",7,"0,75%","0,97%",1,EXG,DEFRANCE,Florence,FEMININ,9,"0,97%","1,29%",,2,LR,DECOURCELLE,Christophe,MASCULIN,46,"4,94%","6,59%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,247,"26,50%","35,39%",,4,RN,VANHAECKE,Bérénice,FEMININ,109,"11,70%","15,62%",,5,UG,LAHAIS,Tristan,MASCULIN,287,"30,79%","41,12%",,6,ECO,HANNE,Olivier,MASCULIN,0,"0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,10,936,721,"77,03%",215,"22,97%",699,"74,68%","96,95%",17,"1,82%","2,36%",5,"0,53%","0,69%",1,EXG,DEFRANCE,Florence,FEMININ,11,"1,18%","1,57%",,2,LR,DECOURCELLE,Christophe,MASCULIN,42,"4,49%","6,01%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,241,"25,75%","34,48%",,4,RN,VANHAECKE,Bérénice,FEMININ,109,"11,65%","15,59%",,5,UG,LAHAIS,Tristan,MASCULIN,295,"31,52%","42,20%",,6,ECO,HANNE,Olivier,MASCULIN,1,"0,11%","0,14%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,11,975,800,"82,05%",175,"17,95%",783,"80,31%","97,88%",10,"1,03%","1,25%",7,"0,72%","0,88%",1,EXG,DEFRANCE,Florence,FEMININ,9,"0,92%","1,15%",,2,LR,DECOURCELLE,Christophe,MASCULIN,52,"5,33%","6,64%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,275,"28,21%","35,12%",,4,RN,VANHAECKE,Bérénice,FEMININ,115,"11,79%","14,69%",,5,UG,LAHAIS,Tristan,MASCULIN,331,"33,95%","42,27%",,6,ECO,HANNE,Olivier,MASCULIN,1,"0,10%","0,13%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35032,Bourgbarré,1,811,596,"73,49%",215,"26,51%",580,"71,52%","97,32%",13,"1,60%","2,18%",3,"0,37%","0,50%",1,UG,MESMEUR,Marie,FEMININ,194,"23,92%","33,45%",,2,DVG,VASQUEZ,Rosa,FEMININ,1,"0,12%","0,17%",,3,LR,LE GALL,Joëlle,FEMININ,39,"4,81%","6,72%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,178,"21,95%","30,69%",,6,EXG,HAMON,Valérie,FEMININ,9,"1,11%","1,55%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,151,"18,62%","26,03%",,8,REG,GIRARD,Sébastien,MASCULIN,8,"0,99%","1,38%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35032,Bourgbarré,2,770,573,"74,42%",197,"25,58%",562,"72,99%","98,08%",8,"1,04%","1,40%",3,"0,39%","0,52%",1,UG,MESMEUR,Marie,FEMININ,184,"23,90%","32,74%",,2,DVG,VASQUEZ,Rosa,FEMININ,1,"0,13%","0,18%",,3,LR,LE GALL,Joëlle,FEMININ,35,"4,55%","6,23%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,171,"22,21%","30,43%",,6,EXG,HAMON,Valérie,FEMININ,8,"1,04%","1,42%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,156,"20,26%","27,76%",,8,REG,GIRARD,Sébastien,MASCULIN,7,"0,91%","1,25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35032,Bourgbarré,3,849,621,"73,14%",228,"26,86%",601,"70,79%","96,78%",16,"1,88%","2,58%",4,"0,47%","0,64%",1,UG,MESMEUR,Marie,FEMININ,143,"16,84%","23,79%",,2,DVG,VASQUEZ,Rosa,FEMININ,4,"0,47%","0,67%",,3,LR,LE GALL,Joëlle,FEMININ,40,"4,71%","6,66%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,205,"24,15%","34,11%",,6,EXG,HAMON,Valérie,FEMININ,5,"0,59%","0,83%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,187,"22,03%","31,11%",,8,REG,GIRARD,Sébastien,MASCULIN,17,"2,00%","2,83%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35032,Bourgbarré,4,859,629,"73,22%",230,"26,78%",598,"69,62%","95,07%",22,"2,56%","3,50%",9,"1,05%","1,43%",1,UG,MESMEUR,Marie,FEMININ,208,"24,21%","34,78%",,2,DVG,VASQUEZ,Rosa,FEMININ,1,"0,12%","0,17%",,3,LR,LE GALL,Joëlle,FEMININ,47,"5,47%","7,86%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,152,"17,69%","25,42%",,6,EXG,HAMON,Valérie,FEMININ,4,"0,47%","0,67%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,172,"20,02%","28,76%",,8,REG,GIRARD,Sébastien,MASCULIN,14,"1,63%","2,34%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35039,Brécé,1,753,550,"73,04%",203,"26,96%",536,"71,18%","97,45%",10,"1,33%","1,82%",4,"0,53%","0,73%",1,UG,RENAULT,Gilles,MASCULIN,197,"26,16%","36,75%",,2,EXG,JARNY,Christelle,FEMININ,16,"2,12%","2,99%",,3,RN,GILOIS,Françoise,FEMININ,133,"17,66%","24,81%",,4,ENS,LE NABOUR,Christine,FEMININ,190,"25,23%","35,45%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35039,Brécé,2,897,703,"78,37%",194,"21,63%",680,"75,81%","96,73%",14,"1,56%","1,99%",9,"1,00%","1,28%",1,UG,RENAULT,Gilles,MASCULIN,256,"28,54%","37,65%",,2,EXG,JARNY,Christelle,FEMININ,14,"1,56%","2,06%",,3,RN,GILOIS,Françoise,FEMININ,142,"15,83%","20,88%",,4,ENS,LE NABOUR,Christine,FEMININ,268,"29,88%","39,41%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,1,820,576,"70,24%",244,"29,76%",568,"69,27%","98,61%",8,"0,98%","1,39%",0,"0,00%","0,00%",1,UG,MESMEUR,Marie,FEMININ,193,"23,54%","33,98%",,2,DVG,VASQUEZ,Rosa,FEMININ,3,"0,37%","0,53%",,3,LR,LE GALL,Joëlle,FEMININ,38,"4,63%","6,69%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,183,"22,32%","32,22%",,6,EXG,HAMON,Valérie,FEMININ,9,"1,10%","1,58%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,131,"15,98%","23,06%",,8,REG,GIRARD,Sébastien,MASCULIN,11,"1,34%","1,94%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,2,784,539,"68,75%",245,"31,25%",527,"67,22%","97,77%",7,"0,89%","1,30%",5,"0,64%","0,93%",1,UG,MESMEUR,Marie,FEMININ,179,"22,83%","33,97%",,2,DVG,VASQUEZ,Rosa,FEMININ,3,"0,38%","0,57%",,3,LR,LE GALL,Joëlle,FEMININ,26,"3,32%","4,93%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,156,"19,90%","29,60%",,6,EXG,HAMON,Valérie,FEMININ,13,"1,66%","2,47%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,143,"18,24%","27,13%",,8,REG,GIRARD,Sébastien,MASCULIN,7,"0,89%","1,33%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,3,626,422,"67,41%",204,"32,59%",413,"65,97%","97,87%",7,"1,12%","1,66%",2,"0,32%","0,47%",1,UG,MESMEUR,Marie,FEMININ,139,"22,20%","33,66%",,2,DVG,VASQUEZ,Rosa,FEMININ,2,"0,32%","0,48%",,3,LR,LE GALL,Joëlle,FEMININ,24,"3,83%","5,81%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,147,"23,48%","35,59%",,6,EXG,HAMON,Valérie,FEMININ,4,"0,64%","0,97%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,92,"14,70%","22,28%",,8,REG,GIRARD,Sébastien,MASCULIN,5,"0,80%","1,21%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
