Code département,Libellé département,Code commune,Libellé commune,Code BV,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,Numéro de panneau 1,Nuance candidat 1,Nom candidat 1,Prénom candidat 1,Sexe candidat 1,Voix 1,% Voix/inscrits 1,% Voix/exprimés 1,Elu 1,Numéro de panneau 2,Nuance candidat 2,Nom candidat 2,Prénom candidat 2,Sexe candidat 2,Voix 2,% Voix/inscrits 2,% Voix/exprimés 2,Elu 2,Numéro de panneau 3,Nuance candidat 3,Nom candidat 3,Prénom candidat 3,Sexe candidat 3,Voix 3,% Voix/inscrits 3,% Voix/exprimés 3,Elu 3,Numéro de panneau 4,Nuance candidat 4,Nom candidat 4,Prénom candidat 4,Sexe candidat 4,Voix 4,% Voix/inscrits 4,% Voix/exprimés 4,Elu 4,Numéro de panneau 5,Nuance candidat 5,Nom candidat 5,Prénom candidat 5,Sexe candidat 5,Voix 5,% Voix/inscrits 5,% Voix/exprimés 5,Elu 5,Numéro de panneau 6,Nuance candidat 6,Nom candidat 6,Prénom candidat 6,Sexe candidat 6,Voix 6,% Voix/inscrits 6,% Voix/exprimés 6,Elu 6,Numéro de panneau 7,Nuance candidat 7,Nom candidat 7,Prénom candidat 7,Sexe candidat 7,Voix 7,% Voix/inscrits 7,% Voix/exprimés 7,Elu 7,Numéro de panneau 8,Nuance candidat 8,Nom candidat 8,Prénom candidat 8,Sexe candidat 8,Voix 8,% Voix/inscrits 8,% Voix/exprimés 8,Elu 8,Numéro de panneau 9,Nuance candidat 9,Nom candidat 9,Prénom candidat 9,Sexe candidat 9,Voix 9,% Voix/inscrits 9,% Voix/exprimés 9,Elu 9,Numéro de panneau 10,Nuance candidat 10,Nom candidat 10,Prénom candidat 10,Sexe candidat 10,Voix 10,% Voix/inscrits 10,% Voix/exprimés 10,Elu 10,Numéro de panneau 11,Nuance candidat 11,Nom candidat 11,Prénom candidat 11,Sexe candidat 11,Voix 11,% Voix/inscrits 11,% Voix/exprimés 11,Elu 11,Numéro de panneau 12,Nuance candidat 12,Nom candidat 12,Prénom candidat 12,Sexe candidat 12,Voix 12,% Voix/inscrits 12,% Voix/exprimés 12,Elu 12,Numéro de panneau 13,Nuance candidat 13,Nom candidat 13,Prénom candidat 13,Sexe candidat 13,Voix 13,% Voix/inscrits 13,% Voix/exprimés 13,Elu 13,Numéro de panneau 14,Nuance candidat 14,Nom candidat 14,Prénom candidat 14,Sexe candidat 14,Voix 14,% Voix/inscrits 14,% Voix/exprimés 14,Elu 14,Numéro de panneau 15,Nuance candidat 15,Nom candidat 15,Prénom candidat 15,Sexe candidat 15,Voix 15,% Voix/inscrits 15,% Voix/exprimés 15,Elu 15,Numéro de panneau 16,Nuance candidat 16,Nom candidat 16,Prénom candidat 16,Sexe candidat 16,Voix 16,% Voix/inscrits 16,% Voix/exprimés 16,Elu 16,Numéro de panneau 17,Nuance candidat 17,Nom candidat 17,Prénom candidat 17,Sexe candidat 17,Voix 17,% Voix/inscrits 17,% Voix/exprimés 17,Elu 17,Numéro de panneau 18,Nuance candidat 18,Nom candidat 18,Prénom candidat 18,Sexe candidat 18,Voix 18,% Voix/inscrits 18,% Voix/exprimés 18,Elu 18,Numéro de panneau 19,Nuance candidat 19,Nom candidat 19,Prénom candidat 19,Sexe candidat 19,Voix 19,% Voix/inscrits 19,% Voix/exprimés 19,Elu 19
35,Ille-et-Vilaine,35238,Rennes,542,1112,888,"79,86%",224,"20,14%",873,"78,51%","98,31%",9,"0,81%","1,01%",6,"0,54%","0,68%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,477,"42,90%","54,64%",élu,3,LR,GARGAM,Mahé,MASCULIN,32,"2,88%","3,67%",,4,RN,LUCCO,Kellie,FEMININ,83,"7,46%","9,51%",,5,ENS,MAUZE,Hermine,FEMININ,271,"24,37%","31,04%",,6,REG,EGRON,Maël,MASCULIN,6,"0,54%","0,69%",,7,EXG,LUCAS,Fabrice,MASCULIN,4,"0,36%","0,46%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,543,1161,820,"70,63%",341,"29,37%",811,"69,85%","98,90%",5,"0,43%","0,61%",4,"0,34%","0,49%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,467,"40,22%","57,58%",élu,3,LR,GARGAM,Mahé,MASCULIN,26,"2,24%","3,21%",,4,RN,LUCCO,Kellie,FEMININ,111,"9,56%","13,69%",,5,ENS,MAUZE,Hermine,FEMININ,190,"16,37%","23,43%",,6,REG,EGRON,Maël,MASCULIN,9,"0,78%","1,11%",,7,EXG,LUCAS,Fabrice,MASCULIN,8,"0,69%","0,99%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,544,1223,843,"68,93%",380,"31,07%",828,"67,70%","98,22%",8,"0,65%","0,95%",7,"0,57%","0,83%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,493,"40,31%","59,54%",élu,3,LR,GARGAM,Mahé,MASCULIN,25,"2,04%","3,02%",,4,RN,LUCCO,Kellie,FEMININ,133,"10,87%","16,06%",,5,ENS,MAUZE,Hermine,FEMININ,148,"12,10%","17,87%",,6,REG,EGRON,Maël,MASCULIN,14,"1,14%","1,69%",,7,EXG,LUCAS,Fabrice,MASCULIN,15,"1,23%","1,81%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,545,968,710,"73,35%",258,"26,65%",696,"71,90%","98,03%",11,"1,14%","1,55%",3,"0,31%","0,42%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,412,"42,56%","59,20%",élu,3,LR,GARGAM,Mahé,MASCULIN,30,"3,10%","4,31%",,4,RN,LUCCO,Kellie,FEMININ,99,"10,23%","14,22%",,5,ENS,MAUZE,Hermine,FEMININ,139,"14,36%","19,97%",,6,REG,EGRON,Maël,MASCULIN,12,"1,24%","1,72%",,7,EXG,LUCAS,Fabrice,MASCULIN,4,"0,41%","0,57%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,546,840,649,"77,26%",191,"22,74%",642,"76,43%","98,92%",4,"0,48%","0,62%",3,"0,36%","0,46%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,419,"49,88%","65,26%",élu,3,LR,GARGAM,Mahé,MASCULIN,19,"2,26%","2,96%",,4,RN,LUCCO,Kellie,FEMININ,80,"9,52%","12,46%",,5,ENS,MAUZE,Hermine,FEMININ,105,"12,50%","16,36%",,6,REG,EGRON,Maël,MASCULIN,6,"0,71%","0,93%",,7,EXG,LUCAS,Fabrice,MASCULIN,13,"1,55%","2,02%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,547,1128,898,"79,61%",230,"20,39%",893,"79,17%","99,44%",4,"0,35%","0,45%",1,"0,09%","0,11%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,528,"46,81%","59,13%",élu,3,LR,GARGAM,Mahé,MASCULIN,32,"2,84%","3,58%",,4,RN,LUCCO,Kellie,FEMININ,71,"6,29%","7,95%",,5,ENS,MAUZE,Hermine,FEMININ,255,"22,61%","28,56%",,6,REG,EGRON,Maël,MASCULIN,3,"0,27%","0,34%",,7,EXG,LUCAS,Fabrice,MASCULIN,4,"0,35%","0,45%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,611,1090,799,"73,30%",291,"26,70%",784,"71,93%","98,12%",12,"1,10%","1,50%",3,"0,28%","0,38%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,450,"41,28%","57,40%",élu,3,LR,GARGAM,Mahé,MASCULIN,40,"3,67%","5,10%",,4,RN,LUCCO,Kellie,FEMININ,99,"9,08%","12,63%",,5,ENS,MAUZE,Hermine,FEMININ,167,"15,32%","21,30%",,6,REG,EGRON,Maël,MASCULIN,11,"1,01%","1,40%",,7,EXG,LUCAS,Fabrice,MASCULIN,17,"1,56%","2,17%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,612,1213,956,"78,81%",257,"21,19%",951,"78,40%","99,48%",2,"0,16%","0,21%",3,"0,25%","0,31%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,544,"44,85%","57,20%",élu,3,LR,GARGAM,Mahé,MASCULIN,57,"4,70%","5,99%",,4,RN,LUCCO,Kellie,FEMININ,69,"5,69%","7,26%",,5,ENS,MAUZE,Hermine,FEMININ,266,"21,93%","27,97%",,6,REG,EGRON,Maël,MASCULIN,9,"0,74%","0,95%",,7,EXG,LUCAS,Fabrice,MASCULIN,6,"0,49%","0,63%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,613,1121,853,"76,09%",268,"23,91%",845,"75,38%","99,06%",6,"0,54%","0,70%",2,"0,18%","0,23%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,524,"46,74%","62,01%",élu,3,LR,GARGAM,Mahé,MASCULIN,44,"3,93%","5,21%",,4,RN,LUCCO,Kellie,FEMININ,75,"6,69%","8,88%",,5,ENS,MAUZE,Hermine,FEMININ,189,"16,86%","22,37%",,6,REG,EGRON,Maël,MASCULIN,8,"0,71%","0,95%",,7,EXG,LUCAS,Fabrice,MASCULIN,5,"0,45%","0,59%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,614,1081,820,"75,86%",261,"24,14%",811,"75,02%","98,90%",7,"0,65%","0,85%",2,"0,19%","0,24%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,573,"53,01%","70,65%",élu,3,LR,GARGAM,Mahé,MASCULIN,25,"2,31%","3,08%",,4,RN,LUCCO,Kellie,FEMININ,56,"5,18%","6,91%",,5,ENS,MAUZE,Hermine,FEMININ,140,"12,95%","17,26%",,6,REG,EGRON,Maël,MASCULIN,7,"0,65%","0,86%",,7,EXG,LUCAS,Fabrice,MASCULIN,10,"0,93%","1,23%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,615,1004,779,"77,59%",225,"22,41%",769,"76,59%","98,72%",8,"0,80%","1,03%",2,"0,20%","0,26%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,475,"47,31%","61,77%",élu,3,LR,GARGAM,Mahé,MASCULIN,25,"2,49%","3,25%",,4,RN,LUCCO,Kellie,FEMININ,61,"6,08%","7,93%",,5,ENS,MAUZE,Hermine,FEMININ,201,"20,02%","26,14%",,6,REG,EGRON,Maël,MASCULIN,3,"0,30%","0,39%",,7,EXG,LUCAS,Fabrice,MASCULIN,4,"0,40%","0,52%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,616,1030,828,"80,39%",202,"19,61%",812,"78,83%","98,07%",11,"1,07%","1,33%",5,"0,49%","0,60%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,426,"41,36%","52,46%",élu,3,LR,GARGAM,Mahé,MASCULIN,34,"3,30%","4,19%",,4,RN,LUCCO,Kellie,FEMININ,104,"10,10%","12,81%",,5,ENS,MAUZE,Hermine,FEMININ,241,"23,40%","29,68%",,6,REG,EGRON,Maël,MASCULIN,4,"0,39%","0,49%",,7,EXG,LUCAS,Fabrice,MASCULIN,3,"0,29%","0,37%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,617,903,718,"79,51%",185,"20,49%",709,"78,52%","98,75%",8,"0,89%","1,11%",1,"0,11%","0,14%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,420,"46,51%","59,24%",élu,3,LR,GARGAM,Mahé,MASCULIN,30,"3,32%","4,23%",,4,RN,LUCCO,Kellie,FEMININ,76,"8,42%","10,72%",,5,ENS,MAUZE,Hermine,FEMININ,165,"18,27%","23,27%",,6,REG,EGRON,Maël,MASCULIN,8,"0,89%","1,13%",,7,EXG,LUCAS,Fabrice,MASCULIN,10,"1,11%","1,41%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,621,1078,762,"70,69%",316,"29,31%",747,"69,29%","98,03%",9,"0,83%","1,18%",6,"0,56%","0,79%",1,RN,D'ORSANNE,Virginie,FEMININ,95,"8,81%","12,72%",,2,ENS,FAILLÉ,Charlotte,FEMININ,169,"15,68%","22,62%",,3,EXG,AMISSE,Jean-Louis,MASCULIN,8,"0,74%","1,07%",,4,UG,ROUAUX,Claudia,FEMININ,454,"42,12%","60,78%",,5,REG,GUIHARD,Mathieu,MASCULIN,6,"0,56%","0,80%",,6,DVD,ROULET,Victor,MASCULIN,15,"1,39%","2,01%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,622,1244,731,"58,76%",513,"41,24%",723,"58,12%","98,91%",5,"0,40%","0,68%",3,"0,24%","0,41%",1,RN,D'ORSANNE,Virginie,FEMININ,94,"7,56%","13,00%",,2,ENS,FAILLÉ,Charlotte,FEMININ,111,"8,92%","15,35%",,3,EXG,AMISSE,Jean-Louis,MASCULIN,13,"1,05%","1,80%",,4,UG,ROUAUX,Claudia,FEMININ,477,"38,34%","65,98%",,5,REG,GUIHARD,Mathieu,MASCULIN,9,"0,72%","1,24%",,6,DVD,ROULET,Victor,MASCULIN,19,"1,53%","2,63%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,623,1119,616,"55,05%",503,"44,95%",606,"54,16%","98,38%",6,"0,54%","0,97%",4,"0,36%","0,65%",1,RN,D'ORSANNE,Virginie,FEMININ,90,"8,04%","14,85%",,2,ENS,FAILLÉ,Charlotte,FEMININ,77,"6,88%","12,71%",,3,EXG,AMISSE,Jean-Louis,MASCULIN,18,"1,61%","2,97%",,4,UG,ROUAUX,Claudia,FEMININ,401,"35,84%","66,17%",,5,REG,GUIHARD,Mathieu,MASCULIN,8,"0,71%","1,32%",,6,DVD,ROULET,Victor,MASCULIN,12,"1,07%","1,98%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,624,1167,595,"50,99%",572,"49,01%",581,"49,79%","97,65%",10,"0,86%","1,68%",4,"0,34%","0,67%",1,RN,D'ORSANNE,Virginie,FEMININ,80,"6,86%","13,77%",,2,ENS,FAILLÉ,Charlotte,FEMININ,70,"6,00%","12,05%",,3,EXG,AMISSE,Jean-Louis,MASCULIN,9,"0,77%","1,55%",,4,UG,ROUAUX,Claudia,FEMININ,395,"33,85%","67,99%",,5,REG,GUIHARD,Mathieu,MASCULIN,14,"1,20%","2,41%",,6,DVD,ROULET,Victor,MASCULIN,13,"1,11%","2,24%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,625,1248,788,"63,14%",460,"36,86%",777,"62,26%","98,60%",6,"0,48%","0,76%",5,"0,40%","0,63%",1,RN,D'ORSANNE,Virginie,FEMININ,87,"6,97%","11,20%",,2,ENS,FAILLÉ,Charlotte,FEMININ,114,"9,13%","14,67%",,3,EXG,AMISSE,Jean-Louis,MASCULIN,16,"1,28%","2,06%",,4,UG,ROUAUX,Claudia,FEMININ,535,"42,87%","68,85%",,5,REG,GUIHARD,Mathieu,MASCULIN,6,"0,48%","0,77%",,6,DVD,ROULET,Victor,MASCULIN,19,"1,52%","2,45%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,631,1144,828,"72,38%",316,"27,62%",822,"71,85%","99,28%",3,"0,26%","0,36%",3,"0,26%","0,36%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,509,"44,49%","61,92%",élu,3,LR,GARGAM,Mahé,MASCULIN,31,"2,71%","3,77%",,4,RN,LUCCO,Kellie,FEMININ,102,"8,92%","12,41%",,5,ENS,MAUZE,Hermine,FEMININ,159,"13,90%","19,34%",,6,REG,EGRON,Maël,MASCULIN,14,"1,22%","1,70%",,7,EXG,LUCAS,Fabrice,MASCULIN,7,"0,61%","0,85%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,632,1140,838,"73,51%",302,"26,49%",829,"72,72%","98,93%",7,"0,61%","0,84%",2,"0,18%","0,24%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,546,"47,89%","65,86%",élu,3,LR,GARGAM,Mahé,MASCULIN,23,"2,02%","2,77%",,4,RN,LUCCO,Kellie,FEMININ,103,"9,04%","12,42%",,5,ENS,MAUZE,Hermine,FEMININ,134,"11,75%","16,16%",,6,REG,EGRON,Maël,MASCULIN,8,"0,70%","0,97%",,7,EXG,LUCAS,Fabrice,MASCULIN,15,"1,32%","1,81%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,633,914,680,"74,40%",234,"25,60%",665,"72,76%","97,79%",10,"1,09%","1,47%",5,"0,55%","0,74%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,393,"43,00%","59,10%",élu,3,LR,GARGAM,Mahé,MASCULIN,22,"2,41%","3,31%",,4,RN,LUCCO,Kellie,FEMININ,94,"10,28%","14,14%",,5,ENS,MAUZE,Hermine,FEMININ,133,"14,55%","20,00%",,6,REG,EGRON,Maël,MASCULIN,13,"1,42%","1,95%",,7,EXG,LUCAS,Fabrice,MASCULIN,10,"1,09%","1,50%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35238,Rennes,911,153,103,"67,32%",50,"32,68%",98,"64,05%","95,15%",4,"2,61%","3,88%",1,"0,65%","0,97%",1,EXG,DEFRANCE,Florence,FEMININ,8,"5,23%","8,16%",,2,LR,DECOURCELLE,Christophe,MASCULIN,9,"5,88%","9,18%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,12,"7,84%","12,24%",,4,RN,VANHAECKE,Bérénice,FEMININ,44,"28,76%","44,90%",,5,UG,LAHAIS,Tristan,MASCULIN,25,"16,34%","25,51%",,6,ECO,HANNE,Olivier,MASCULIN,0,"0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35240,Le Rheu,1,691,497,"71,92%",194,"28,08%",488,"70,62%","98,19%",6,"0,87%","1,21%",3,"0,43%","0,60%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,210,"30,39%","43,03%",élu,3,LR,GARGAM,Mahé,MASCULIN,17,"2,46%","3,48%",,4,RN,LUCCO,Kellie,FEMININ,100,"14,47%","20,49%",,5,ENS,MAUZE,Hermine,FEMININ,147,"21,27%","30,12%",,6,REG,EGRON,Maël,MASCULIN,9,"1,30%","1,84%",,7,EXG,LUCAS,Fabrice,MASCULIN,5,"0,72%","1,02%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35240,Le Rheu,2,967,769,"79,52%",198,"20,48%",755,"78,08%","98,18%",10,"1,03%","1,30%",4,"0,41%","0,52%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,1,"0,10%","0,13%",,2,UG,BOULOUX,Mickaël,MASCULIN,384,"39,71%","50,86%",élu,3,LR,GARGAM,Mahé,MASCULIN,28,"2,90%","3,71%",,4,RN,LUCCO,Kellie,FEMININ,112,"11,58%","14,83%",,5,ENS,MAUZE,Hermine,FEMININ,224,"23,16%","29,67%",,6,REG,EGRON,Maël,MASCULIN,5,"0,52%","0,66%",,7,EXG,LUCAS,Fabrice,MASCULIN,1,"0,10%","0,13%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35240,Le Rheu,3,1015,754,"74,29%",261,"25,71%",742,"73,10%","98,41%",7,"0,69%","0,93%",5,"0,49%","0,66%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,374,"36,85%","50,40%",élu,3,LR,GARGAM,Mahé,MASCULIN,29,"2,86%","3,91%",,4,RN,LUCCO,Kellie,FEMININ,150,"14,78%","20,22%",,5,ENS,MAUZE,Hermine,FEMININ,167,"16,45%","22,51%",,6,REG,EGRON,Maël,MASCULIN,10,"0,99%","1,35%",,7,EXG,LUCAS,Fabrice,MASCULIN,12,"1,18%","1,62%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35240,Le Rheu,4,870,719,"82,64%",151,"17,36%",708,"81,38%","98,47%",6,"0,69%","0,83%",5,"0,57%","0,70%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,352,"40,46%","49,72%",élu,3,LR,GARGAM,Mahé,MASCULIN,43,"4,94%","6,07%",,4,RN,LUCCO,Kellie,FEMININ,75,"8,62%","10,59%",,5,ENS,MAUZE,Hermine,FEMININ,219,"25,17%","30,93%",,6,REG,EGRON,Maël,MASCULIN,12,"1,38%","1,69%",,7,EXG,LUCAS,Fabrice,MASCULIN,7,"0,80%","0,99%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35240,Le Rheu,5,989,701,"70,88%",288,"29,12%",692,"69,97%","98,72%",6,"0,61%","0,86%",3,"0,30%","0,43%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,322,"32,56%","46,53%",élu,3,LR,GARGAM,Mahé,MASCULIN,34,"3,44%","4,91%",,4,RN,LUCCO,Kellie,FEMININ,133,"13,45%","19,22%",,5,ENS,MAUZE,Hermine,FEMININ,188,"19,01%","27,17%",,6,REG,EGRON,Maël,MASCULIN,7,"0,71%","1,01%",,7,EXG,LUCAS,Fabrice,MASCULIN,8,"0,81%","1,16%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
