date_mesure,geocode_commune,libelle_commune,type_eau,usage,valeur
2011-01-01,35266,Saint-Erblon,eaux douces superficielles,industrie et autres usages économiques,0.0
2011-01-01,35266,Saint-Erblon,eaux douces superficielles,refroidissement des centrales électriques,0.0
2011-01-01,35266,Saint-Erblon,eaux saumâtres,refroidissement des centrales électriques,0.0
2011-01-01,35275,Saint-Gilles,eaux douces souterraines,agriculture,0.0
2011-01-01,35275,Saint-Gilles,eaux douces souterraines,eau potable,0.0
2011-01-01,35275,Saint-Gilles,eaux douces souterraines,industrie et autres usages économiques,4821.0
2011-01-01,35275,Saint-Gilles,eaux douces souterraines,refroidissement des centrales électriques,0.0
2011-01-01,35275,Saint-Gilles,eaux douces superficielles,agriculture,0.0
2011-01-01,35275,Saint-Gilles,eaux douces superficielles,eau potable,0.0
2011-01-01,35275,Saint-Gilles,eaux douces superficielles,industrie et autres usages économiques,0.0
2011-01-01,35275,Saint-Gilles,eaux douces superficielles,refroidissement des centrales électriques,0.0
2011-01-01,35275,Saint-Gilles,eaux saumâtres,refroidissement des centrales électriques,0.0
2011-01-01,35278,Saint-Grégoire,eaux douces souterraines,agriculture,360.0
2011-01-01,35278,Saint-Grégoire,eaux douces souterraines,eau potable,317148.0
2011-01-01,35278,Saint-Grégoire,eaux douces souterraines,industrie et autres usages économiques,0.0
2011-01-01,35278,Saint-Grégoire,eaux douces souterraines,refroidissement des centrales électriques,0.0
2011-01-01,35278,Saint-Grégoire,eaux douces superficielles,agriculture,420.0
2011-01-01,35278,Saint-Grégoire,eaux douces superficielles,eau potable,0.0
2011-01-01,35278,Saint-Grégoire,eaux douces superficielles,industrie et autres usages économiques,5650.0
2011-01-01,35278,Saint-Grégoire,eaux douces superficielles,refroidissement des centrales électriques,0.0
2011-01-01,35278,Saint-Grégoire,eaux saumâtres,refroidissement des centrales électriques,0.0
2011-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces souterraines,agriculture,0.0
2011-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces souterraines,eau potable,0.0
2011-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces souterraines,industrie et autres usages économiques,0.0
2011-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces souterraines,refroidissement des centrales électriques,0.0
2011-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces superficielles,agriculture,0.0
2011-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces superficielles,eau potable,0.0
2011-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces superficielles,industrie et autres usages économiques,98000.0
2011-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces superficielles,refroidissement des centrales électriques,0.0
2011-01-01,35281,Saint-Jacques-de-la-Lande,eaux saumâtres,refroidissement des centrales électriques,0.0
2011-01-01,35310,Saint-Sauveur-des-Landes,eaux douces souterraines,agriculture,0.0
2011-01-01,35310,Saint-Sauveur-des-Landes,eaux douces souterraines,eau potable,0.0
2011-01-01,35310,Saint-Sauveur-des-Landes,eaux douces souterraines,industrie et autres usages économiques,0.0
2011-01-01,35310,Saint-Sauveur-des-Landes,eaux douces souterraines,refroidissement des centrales électriques,0.0
2011-01-01,35310,Saint-Sauveur-des-Landes,eaux douces superficielles,agriculture,0.0
2011-01-01,35310,Saint-Sauveur-des-Landes,eaux douces superficielles,eau potable,0.0
2011-01-01,35310,Saint-Sauveur-des-Landes,eaux douces superficielles,industrie et autres usages économiques,0.0
2011-01-01,35310,Saint-Sauveur-des-Landes,eaux douces superficielles,refroidissement des centrales électriques,0.0
2011-01-01,35310,Saint-Sauveur-des-Landes,eaux saumâtres,refroidissement des centrales électriques,0.0
2011-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces souterraines,agriculture,0.0
2011-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces souterraines,eau potable,0.0
2011-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces souterraines,industrie et autres usages économiques,0.0
2011-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces souterraines,refroidissement des centrales électriques,0.0
2011-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces superficielles,agriculture,0.0
2011-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces superficielles,eau potable,0.0
2011-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces superficielles,industrie et autres usages économiques,0.0
2011-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces superficielles,refroidissement des centrales électriques,0.0
2011-01-01,35315,Saint-Sulpice-la-Forêt,eaux saumâtres,refroidissement des centrales électriques,0.0
2011-01-01,35334,Thorigné-Fouillard,eaux douces souterraines,agriculture,0.0
2011-01-01,35334,Thorigné-Fouillard,eaux douces souterraines,eau potable,0.0
2011-01-01,35334,Thorigné-Fouillard,eaux douces souterraines,industrie et autres usages économiques,0.0
2011-01-01,35334,Thorigné-Fouillard,eaux douces souterraines,refroidissement des centrales électriques,0.0
2011-01-01,35334,Thorigné-Fouillard,eaux douces superficielles,agriculture,36703.0
2011-01-01,35334,Thorigné-Fouillard,eaux douces superficielles,eau potable,0.0
2011-01-01,35334,Thorigné-Fouillard,eaux douces superficielles,industrie et autres usages économiques,0.0
2011-01-01,35334,Thorigné-Fouillard,eaux douces superficielles,refroidissement des centrales électriques,0.0
2011-01-01,35334,Thorigné-Fouillard,eaux saumâtres,refroidissement des centrales électriques,0.0
2011-01-01,35351,Le Verger,eaux douces souterraines,agriculture,0.0
2011-01-01,35351,Le Verger,eaux douces souterraines,eau potable,0.0
2011-01-01,35351,Le Verger,eaux douces souterraines,industrie et autres usages économiques,0.0
2011-01-01,35351,Le Verger,eaux douces souterraines,refroidissement des centrales électriques,0.0
2011-01-01,35351,Le Verger,eaux douces superficielles,agriculture,0.0
2011-01-01,35351,Le Verger,eaux douces superficielles,eau potable,0.0
2011-01-01,35351,Le Verger,eaux douces superficielles,industrie et autres usages économiques,0.0
2011-01-01,35351,Le Verger,eaux douces superficielles,refroidissement des centrales électriques,0.0
2011-01-01,35351,Le Verger,eaux saumâtres,refroidissement des centrales électriques,0.0
2011-01-01,35352,Vern-sur-Seiche,eaux douces souterraines,agriculture,0.0
2011-01-01,35352,Vern-sur-Seiche,eaux douces souterraines,eau potable,0.0
2011-01-01,35352,Vern-sur-Seiche,eaux douces souterraines,industrie et autres usages économiques,0.0
2011-01-01,35352,Vern-sur-Seiche,eaux douces souterraines,refroidissement des centrales électriques,0.0
2011-01-01,35352,Vern-sur-Seiche,eaux douces superficielles,agriculture,9000.0
2011-01-01,35352,Vern-sur-Seiche,eaux douces superficielles,eau potable,0.0
2011-01-01,35352,Vern-sur-Seiche,eaux douces superficielles,industrie et autres usages économiques,0.0
2011-01-01,35352,Vern-sur-Seiche,eaux douces superficielles,refroidissement des centrales électriques,0.0
2011-01-01,35352,Vern-sur-Seiche,eaux saumâtres,refroidissement des centrales électriques,0.0
2011-01-01,35353,Vezin-le-Coquet,eaux douces souterraines,agriculture,0.0
2011-01-01,35353,Vezin-le-Coquet,eaux douces souterraines,eau potable,0.0
2011-01-01,35353,Vezin-le-Coquet,eaux douces souterraines,industrie et autres usages économiques,0.0
2011-01-01,35353,Vezin-le-Coquet,eaux douces souterraines,refroidissement des centrales électriques,0.0
2011-01-01,35353,Vezin-le-Coquet,eaux douces superficielles,agriculture,23840.0
2011-01-01,35353,Vezin-le-Coquet,eaux douces superficielles,eau potable,0.0
2011-01-01,35353,Vezin-le-Coquet,eaux douces superficielles,industrie et autres usages économiques,0.0
2011-01-01,35353,Vezin-le-Coquet,eaux douces superficielles,refroidissement des centrales électriques,0.0
2011-01-01,35353,Vezin-le-Coquet,eaux saumâtres,refroidissement des centrales électriques,0.0
2011-01-01,35363,Pont-Péan,eaux douces souterraines,agriculture,0.0
2011-01-01,35363,Pont-Péan,eaux douces souterraines,eau potable,0.0
2011-01-01,35363,Pont-Péan,eaux douces souterraines,industrie et autres usages économiques,0.0
2011-01-01,35363,Pont-Péan,eaux douces souterraines,refroidissement des centrales électriques,0.0
2011-01-01,35363,Pont-Péan,eaux douces superficielles,agriculture,0.0
2011-01-01,35363,Pont-Péan,eaux douces superficielles,eau potable,0.0
2011-01-01,35363,Pont-Péan,eaux douces superficielles,industrie et autres usages économiques,0.0
2011-01-01,35363,Pont-Péan,eaux douces superficielles,refroidissement des centrales électriques,0.0
2011-01-01,35363,Pont-Péan,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35001,Acigné,eaux douces souterraines,agriculture,0.0
2012-01-01,35001,Acigné,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35001,Acigné,eaux douces souterraines,eau potable,0.0
2012-01-01,35001,Acigné,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35001,Acigné,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35001,Acigné,eaux douces superficielles,agriculture,3990.0
2012-01-01,35001,Acigné,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35001,Acigné,eaux douces superficielles,eau potable,0.0
2012-01-01,35001,Acigné,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35001,Acigné,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35001,Acigné,eaux saumâtres,agriculture,0.0
2012-01-01,35001,Acigné,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35001,Acigné,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35022,Bécherel,eaux douces souterraines,agriculture,0.0
2012-01-01,35022,Bécherel,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35022,Bécherel,eaux douces souterraines,eau potable,0.0
2012-01-01,35022,Bécherel,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35022,Bécherel,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35022,Bécherel,eaux douces superficielles,agriculture,0.0
2012-01-01,35022,Bécherel,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35022,Bécherel,eaux douces superficielles,eau potable,0.0
2012-01-01,35022,Bécherel,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35022,Bécherel,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35022,Bécherel,eaux saumâtres,agriculture,0.0
2012-01-01,35022,Bécherel,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35022,Bécherel,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35024,Betton,eaux douces souterraines,agriculture,0.0
2012-01-01,35024,Betton,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35024,Betton,eaux douces souterraines,eau potable,32592.0
2012-01-01,35024,Betton,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35024,Betton,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35024,Betton,eaux douces superficielles,agriculture,0.0
2012-01-01,35024,Betton,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35024,Betton,eaux douces superficielles,eau potable,0.0
2012-01-01,35024,Betton,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35024,Betton,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35024,Betton,eaux saumâtres,agriculture,0.0
2012-01-01,35024,Betton,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35024,Betton,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35032,Bourgbarré,eaux douces souterraines,agriculture,0.0
2012-01-01,35032,Bourgbarré,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35032,Bourgbarré,eaux douces souterraines,eau potable,0.0
2012-01-01,35032,Bourgbarré,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35032,Bourgbarré,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35032,Bourgbarré,eaux douces superficielles,agriculture,0.0
2012-01-01,35032,Bourgbarré,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35032,Bourgbarré,eaux douces superficielles,eau potable,0.0
2012-01-01,35032,Bourgbarré,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35032,Bourgbarré,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35032,Bourgbarré,eaux saumâtres,agriculture,0.0
2012-01-01,35032,Bourgbarré,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35032,Bourgbarré,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35039,Brécé,eaux douces souterraines,agriculture,0.0
2012-01-01,35039,Brécé,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35039,Brécé,eaux douces souterraines,eau potable,0.0
2012-01-01,35039,Brécé,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35039,Brécé,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35039,Brécé,eaux douces superficielles,agriculture,0.0
2012-01-01,35039,Brécé,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35039,Brécé,eaux douces superficielles,eau potable,0.0
2012-01-01,35039,Brécé,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35039,Brécé,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35039,Brécé,eaux saumâtres,agriculture,0.0
2012-01-01,35039,Brécé,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35039,Brécé,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35047,Bruz,eaux douces souterraines,agriculture,0.0
2012-01-01,35047,Bruz,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35047,Bruz,eaux douces souterraines,eau potable,744701.0
2012-01-01,35047,Bruz,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35047,Bruz,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35047,Bruz,eaux douces superficielles,agriculture,0.0
2012-01-01,35047,Bruz,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35047,Bruz,eaux douces superficielles,eau potable,0.0
2012-01-01,35047,Bruz,eaux douces superficielles,industrie et autres usages économiques,42320.0
2012-01-01,35047,Bruz,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35047,Bruz,eaux saumâtres,agriculture,0.0
2012-01-01,35047,Bruz,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35047,Bruz,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35051,Cesson-Sévigné,eaux douces souterraines,agriculture,0.0
2012-01-01,35051,Cesson-Sévigné,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35051,Cesson-Sévigné,eaux douces souterraines,eau potable,0.0
2012-01-01,35051,Cesson-Sévigné,eaux douces souterraines,industrie et autres usages économiques,113907.0
2012-01-01,35051,Cesson-Sévigné,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35051,Cesson-Sévigné,eaux douces superficielles,agriculture,0.0
2012-01-01,35051,Cesson-Sévigné,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35051,Cesson-Sévigné,eaux douces superficielles,eau potable,0.0
2012-01-01,35051,Cesson-Sévigné,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35051,Cesson-Sévigné,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35051,Cesson-Sévigné,eaux saumâtres,agriculture,0.0
2012-01-01,35051,Cesson-Sévigné,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35051,Cesson-Sévigné,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35055,Chantepie,eaux douces souterraines,agriculture,0.0
2012-01-01,35055,Chantepie,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35055,Chantepie,eaux douces souterraines,eau potable,0.0
2012-01-01,35055,Chantepie,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35055,Chantepie,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35055,Chantepie,eaux douces superficielles,agriculture,0.0
2012-01-01,35055,Chantepie,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35055,Chantepie,eaux douces superficielles,eau potable,0.0
2012-01-01,35055,Chantepie,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35055,Chantepie,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35055,Chantepie,eaux saumâtres,agriculture,0.0
2012-01-01,35055,Chantepie,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35055,Chantepie,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35058,La Chapelle-Chaussée,eaux douces souterraines,agriculture,0.0
2012-01-01,35058,La Chapelle-Chaussée,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35058,La Chapelle-Chaussée,eaux douces souterraines,eau potable,117470.0
2012-01-01,35058,La Chapelle-Chaussée,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35058,La Chapelle-Chaussée,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35058,La Chapelle-Chaussée,eaux douces superficielles,agriculture,0.0
2012-01-01,35058,La Chapelle-Chaussée,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35058,La Chapelle-Chaussée,eaux douces superficielles,eau potable,0.0
2012-01-01,35058,La Chapelle-Chaussée,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35058,La Chapelle-Chaussée,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35058,La Chapelle-Chaussée,eaux saumâtres,agriculture,0.0
2012-01-01,35058,La Chapelle-Chaussée,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35058,La Chapelle-Chaussée,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35059,La Chapelle-des-Fougeretz,eaux douces souterraines,agriculture,0.0
2012-01-01,35059,La Chapelle-des-Fougeretz,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35059,La Chapelle-des-Fougeretz,eaux douces souterraines,eau potable,0.0
2012-01-01,35059,La Chapelle-des-Fougeretz,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35059,La Chapelle-des-Fougeretz,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35059,La Chapelle-des-Fougeretz,eaux douces superficielles,agriculture,0.0
2012-01-01,35059,La Chapelle-des-Fougeretz,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35059,La Chapelle-des-Fougeretz,eaux douces superficielles,eau potable,0.0
2012-01-01,35059,La Chapelle-des-Fougeretz,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35059,La Chapelle-des-Fougeretz,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35059,La Chapelle-des-Fougeretz,eaux saumâtres,agriculture,0.0
2012-01-01,35059,La Chapelle-des-Fougeretz,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35059,La Chapelle-des-Fougeretz,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35065,La Chapelle-Thouarault,eaux douces souterraines,agriculture,0.0
2012-01-01,35065,La Chapelle-Thouarault,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35065,La Chapelle-Thouarault,eaux douces souterraines,eau potable,0.0
2012-01-01,35065,La Chapelle-Thouarault,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35065,La Chapelle-Thouarault,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35065,La Chapelle-Thouarault,eaux douces superficielles,agriculture,0.0
2012-01-01,35065,La Chapelle-Thouarault,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35065,La Chapelle-Thouarault,eaux douces superficielles,eau potable,0.0
2012-01-01,35065,La Chapelle-Thouarault,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35065,La Chapelle-Thouarault,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35065,La Chapelle-Thouarault,eaux saumâtres,agriculture,0.0
2012-01-01,35065,La Chapelle-Thouarault,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35065,La Chapelle-Thouarault,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35066,Chartres-de-Bretagne,eaux douces souterraines,agriculture,0.0
2012-01-01,35066,Chartres-de-Bretagne,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35066,Chartres-de-Bretagne,eaux douces souterraines,eau potable,343974.0
2012-01-01,35066,Chartres-de-Bretagne,eaux douces souterraines,industrie et autres usages économiques,162658.0
2012-01-01,35066,Chartres-de-Bretagne,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35066,Chartres-de-Bretagne,eaux douces superficielles,agriculture,0.0
2012-01-01,35066,Chartres-de-Bretagne,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35066,Chartres-de-Bretagne,eaux douces superficielles,eau potable,0.0
2012-01-01,35066,Chartres-de-Bretagne,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35066,Chartres-de-Bretagne,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35066,Chartres-de-Bretagne,eaux saumâtres,agriculture,0.0
2012-01-01,35066,Chartres-de-Bretagne,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35066,Chartres-de-Bretagne,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35076,Chavagne,eaux douces souterraines,agriculture,0.0
2012-01-01,35076,Chavagne,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35076,Chavagne,eaux douces souterraines,eau potable,0.0
2012-01-01,35076,Chavagne,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35076,Chavagne,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35076,Chavagne,eaux douces superficielles,agriculture,4790.0
2012-01-01,35076,Chavagne,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35076,Chavagne,eaux douces superficielles,eau potable,0.0
2012-01-01,35076,Chavagne,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35076,Chavagne,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35076,Chavagne,eaux saumâtres,agriculture,0.0
2012-01-01,35076,Chavagne,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35076,Chavagne,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35079,Chevaigné,eaux douces souterraines,agriculture,0.0
2012-01-01,35079,Chevaigné,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35079,Chevaigné,eaux douces souterraines,eau potable,0.0
2012-01-01,35079,Chevaigné,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35079,Chevaigné,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35079,Chevaigné,eaux douces superficielles,agriculture,0.0
2012-01-01,35079,Chevaigné,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35079,Chevaigné,eaux douces superficielles,eau potable,0.0
2012-01-01,35079,Chevaigné,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35079,Chevaigné,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35079,Chevaigné,eaux saumâtres,agriculture,0.0
2012-01-01,35079,Chevaigné,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35079,Chevaigné,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35080,Cintré,eaux douces souterraines,agriculture,0.0
2012-01-01,35080,Cintré,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35080,Cintré,eaux douces souterraines,eau potable,0.0
2012-01-01,35080,Cintré,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35080,Cintré,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35080,Cintré,eaux douces superficielles,agriculture,0.0
2012-01-01,35080,Cintré,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35080,Cintré,eaux douces superficielles,eau potable,0.0
2012-01-01,35080,Cintré,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35080,Cintré,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35080,Cintré,eaux saumâtres,agriculture,0.0
2012-01-01,35080,Cintré,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35080,Cintré,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35081,Clayes,eaux douces souterraines,agriculture,0.0
2012-01-01,35081,Clayes,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35081,Clayes,eaux douces souterraines,eau potable,0.0
2012-01-01,35081,Clayes,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35081,Clayes,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35081,Clayes,eaux douces superficielles,agriculture,0.0
2012-01-01,35081,Clayes,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35081,Clayes,eaux douces superficielles,eau potable,0.0
2012-01-01,35081,Clayes,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35081,Clayes,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35081,Clayes,eaux saumâtres,agriculture,0.0
2012-01-01,35081,Clayes,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35081,Clayes,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35088,Corps-Nuds,eaux douces souterraines,agriculture,0.0
2012-01-01,35088,Corps-Nuds,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35088,Corps-Nuds,eaux douces souterraines,eau potable,0.0
2012-01-01,35088,Corps-Nuds,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35088,Corps-Nuds,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35088,Corps-Nuds,eaux douces superficielles,agriculture,0.0
2012-01-01,35088,Corps-Nuds,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35088,Corps-Nuds,eaux douces superficielles,eau potable,0.0
2012-01-01,35088,Corps-Nuds,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35088,Corps-Nuds,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35088,Corps-Nuds,eaux saumâtres,agriculture,0.0
2012-01-01,35088,Corps-Nuds,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35088,Corps-Nuds,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35120,Gévezé,eaux douces souterraines,agriculture,3992.0
2012-01-01,35120,Gévezé,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35120,Gévezé,eaux douces souterraines,eau potable,0.0
2012-01-01,35120,Gévezé,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35120,Gévezé,eaux douces souterraines,refroidissement des centrales électriques,0.0
2012-01-01,35120,Gévezé,eaux douces superficielles,agriculture,0.0
2012-01-01,35120,Gévezé,eaux douces superficielles,alimentation des canaux,0.0
2012-01-01,35120,Gévezé,eaux douces superficielles,eau potable,0.0
2012-01-01,35120,Gévezé,eaux douces superficielles,industrie et autres usages économiques,0.0
2012-01-01,35120,Gévezé,eaux douces superficielles,refroidissement des centrales électriques,0.0
2012-01-01,35120,Gévezé,eaux saumâtres,agriculture,0.0
2012-01-01,35120,Gévezé,eaux saumâtres,industrie et autres usages économiques,0.0
2012-01-01,35120,Gévezé,eaux saumâtres,refroidissement des centrales électriques,0.0
2012-01-01,35131,L'Hermitage,eaux douces souterraines,agriculture,4000.0
2012-01-01,35131,L'Hermitage,eaux douces souterraines,alimentation des canaux,0.0
2012-01-01,35131,L'Hermitage,eaux douces souterraines,eau potable,0.0
2012-01-01,35131,L'Hermitage,eaux douces souterraines,industrie et autres usages économiques,0.0
2012-01-01,35131,L'Hermitage,eaux douces souterraines,refroidissement des centrales électriques,0.0
