Exercice,Outre-mer,Code Insee 2024 Région,Nom 2024 Région,Code Insee 2024 Département,Nom 2024 Département,Code Siren 2024 EPCI,Nom 2024 EPCI,Strate population 2024,Commune rurale,Commune de montagne,Commune touristique,Tranche revenu par habitant,Présence QPV,Code Insee 2024 Commune,Nom 2024 Commune,Catégorie,Code Siren Collectivité,Code Insee Collectivité,Siret Budget,Libellé Budget,Type de budget,Nomenclature,Agrégat,Montant,Montant en millions,Population totale,Montant en € par habitant,Compte 2024 Disponible,code_type_budget,ordre_analyse1_section1,ordre_analyse1_section2,ordre_analyse1_section3,ordre_analyse2_section1,ordre_analyse2_section2,ordre_analyse2_section3,ordre_analyse3_section1,ordre_analyse3_section2,ordre_analyse3_section3,ordre_analyse4_section1,annee_join,Population totale du dernier exercice
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200072452,Communauté d'agglomération Fougères Agglomération,4,Non,Non,Non,3,Non,35150,Lécousse,Commune,213501505,35150,21350150500084,ASST - LECOUSSE,Budget annexe,M49A,Impôts et taxes,0.0,0.0,3222,0.0,1,3,,,,2,,,,,,,2017,3423
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200072452,Communauté d'agglomération Fougères Agglomération,4,Non,Non,Non,3,Non,35150,Lécousse,Commune,213501505,35150,21350150500118,LECOUSSE,Budget principal,M14,Impôts et taxes,1963133.84,1.96313384,3222,609.290453134699,1,1,,,,2,,,,,,,2017,3423
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200043990,Communauté de communes Vallons de Haute-Bretagne Communauté,2,Oui,Non,Non,1,Non,35160,Loutehel,Commune,213501604,35160,21350160400010,LOUTEHEL,Budget principal,M14,Impôts et taxes,111174.0,0.111174,260,427.5923076923077,1,1,,,,2,,,,,,,2017,245
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200043990,Communauté de communes Vallons de Haute-Bretagne Communauté,2,Oui,Non,Non,1,Non,35160,Loutehel,Commune,213501604,35160,21350160400028,ASST - LOUTEHEL,Budget annexe,M49A,Impôts et taxes,0.0,0.0,260,0.0,1,3,,,,2,,,,,,,2017,245
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200043990,Communauté de communes Vallons de Haute-Bretagne Communauté,2,Oui,Non,Non,1,Non,35160,Loutehel,Commune,213501604,35160,21350160400036,LOT DOMAINE THIDORET - LOUTEHEL,Budget annexe,M14,Impôts et taxes,0.0,0.0,260,0.0,1,3,,,,2,,,,,,,2017,245
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200039022,Communauté d'agglomération Vitré Communauté,3,Oui,Non,Non,1,Non,35170,Mecé,Commune,213501703,35170,21350170300010,MECE,Budget principal,M14,Impôts et taxes,165564.0,0.165564,605,273.6595041322314,1,1,,,,2,,,,,,,2017,621
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200039022,Communauté d'agglomération Vitré Communauté,3,Oui,Non,Non,1,Non,35170,Mecé,Commune,213501703,35170,21350170300051,ASST COLLECTIF - MECE,Budget annexe,M49A,Impôts et taxes,0.0,0.0,605,0.0,1,3,,,,2,,,,,,,2017,621
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35180,Miniac-sous-Bécherel,Commune,213501802,35180,21350180200010,MINIAC-SOUS-BECHEREL,Budget principal,M14,Impôts et taxes,276474.0,0.276474,765,361.4039215686274,1,1,,,,2,,,,,,,2017,812
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35180,Miniac-sous-Bécherel,Commune,213501802,35180,21350180200069,LOT RES FORGE - MINIAC-SOUS-BECHEREL,Budget annexe,M14,Impôts et taxes,0.0,0.0,765,0.0,1,3,,,,2,,,,,,,2017,812
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35180,Miniac-sous-Bécherel,Commune,213501802,35180,21350180200077,LOT CLOS VIGNE - MINIAC-SOUS-BECHEREL,Budget annexe,M14,Impôts et taxes,0.0,0.0,765,0.0,1,3,,,,2,,,,,,,2017,812
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35189,Montgermont,Commune,213501893,35189,21350189300019,MONTGERMONT,Budget principal,M14,Impôts et taxes,1960055.36,1.9600553600000001,3343,586.3162907568053,1,1,,,,2,,,,,,,2017,3760
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200072452,Communauté d'agglomération Fougères Agglomération,2,Oui,Non,Non,1,Non,35190,Monthault,Commune,213501901,35190,21350190100010,MONTHAULT,Budget principal,M14,Impôts et taxes,100541.1,0.10054110000000001,278,361.6586330935252,1,1,,,,2,,,,,,,2017,254
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200072452,Communauté d'agglomération Fougères Agglomération,2,Oui,Non,Non,1,Non,35190,Monthault,Commune,213501901,35190,21350190100036,ASST - MONTHAULT,Budget annexe,M49,Impôts et taxes,0.0,0.0,278,0.0,1,3,,,,2,,,,,,,2017,254
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200072452,Communauté d'agglomération Fougères Agglomération,2,Oui,Non,Non,1,Non,35190,Monthault,Commune,213501901,35190,21350190100051,LOT RTE DE MELLE - MONTHAULT,Budget annexe,M14,Impôts et taxes,0.0,0.0,278,0.0,1,3,,,,2,,,,,,,2017,254
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35196,Mordelles,Commune,213501968,35196,21350196800019,MORDELLES,Budget principal,M14,Impôts et taxes,4121904.96,4.12190496,7405,556.6380769750169,1,1,,,,2,,,,,,,2017,7783
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35196,Mordelles,Commune,213501968,35196,21350196800100,LOT PERRIERES - MORDELLES,Budget annexe,M14,Impôts et taxes,0.0,0.0,7405,0.0,1,3,,,,2,,,,,,,2017,7783
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35196,Mordelles,Commune,213501968,35196,21350196800126,ZAC PLAISANCE - MORDELLES,Budget annexe,M14,Impôts et taxes,0.0,0.0,7405,0.0,1,3,,,,2,,,,,,,2017,7783
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35196,Mordelles,Commune,213501968,35196,21350196800134,ZAC VAL SERMON - MORDELLES,Budget annexe,M14,Impôts et taxes,0.0,0.0,7405,0.0,1,3,,,,2,,,,,,,2017,7783
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35196,Mordelles,Commune,213501968,35196,21350196800142,LOCAUX COMMERCIAUX - MORDELLES,Budget annexe,M14A,Impôts et taxes,0.0,0.0,7405,0.0,1,3,,,,2,,,,,,,2017,7783
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35196,Mordelles,Commune,213501968,35196,21350196800167,ZA FONTENELLE II - MORDELLES,Budget annexe,M14A,Impôts et taxes,0.0,0.0,7405,0.0,1,3,,,,2,,,,,,,2017,7783
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200039022,Communauté d'agglomération Vitré Communauté,3,Oui,Non,Non,1,Non,35200,Moutiers,Commune,213502008,35200,21350200800013,MOUTIERS,Budget principal,M14,Impôts et taxes,322733.0,0.322733,959,336.5307612095933,1,1,,,,2,,,,,,,2017,936
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200039022,Communauté d'agglomération Vitré Communauté,3,Oui,Non,Non,1,Non,35200,Moutiers,Commune,213502008,35200,21350200800039,ASST - MOUTIERS,Budget annexe,M49A,Impôts et taxes,0.0,0.0,959,0.0,1,3,,,,2,,,,,,,2017,936
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35204,Nouvoitou,Commune,213502040,35204,21350204000016,NOUVOITOU,Budget principal,M14,Impôts et taxes,1434679.0,1.434679,2899,494.88754743014835,1,1,,,,2,,,,,,,2017,3613
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35204,Nouvoitou,Commune,213502040,35204,21350204000099,LOCAUX COMMERCIAUX - NOUVOITOU,Budget annexe,M14,Impôts et taxes,0.0,0.0,2899,0.0,1,3,,,,2,,,,,,,2017,3613
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35204,Nouvoitou,Commune,213502040,35204,21350204000107,LOT GREE - NOUVOITOU,Budget annexe,M14,Impôts et taxes,0.0,0.0,2899,0.0,1,3,,,,2,,,,,,,2017,3613
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35204,Nouvoitou,Commune,213502040,35204,21350204000115,LOT LA GRANDE PREE - NOUVOITOU,Budget annexe,M14,Impôts et taxes,0.0,0.0,2899,0.0,1,3,,,,2,,,,,,,2017,3613
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35204,Nouvoitou,Commune,213502040,35204,21350204000123,LOT JEAN LANGLOIS - NOUVOITOU,Budget annexe,M14,Impôts et taxes,0.0,0.0,2899,0.0,1,3,,,,2,,,,,,,2017,3613
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35208,Orgères,Commune,213502081,35208,21350208100010,ORGERES,Budget principal,M14,Impôts et taxes,1935455.0,1.935455,4151,466.2623464225488,1,1,,,,2,,,,,,,2017,5535
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35208,Orgères,Commune,213502081,35208,21350208100085,ZAM ORMES BLANCHES - ORGERES,Budget annexe,M14,Impôts et taxes,0.0,0.0,4151,0.0,1,3,,,,2,,,,,,,2017,5535
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35208,Orgères,Commune,213502081,35208,21350208100093,CABINET MEDICAL - ORGERES,Budget annexe,M14,Impôts et taxes,0.0,0.0,4151,0.0,1,3,,,,2,,,,,,,2017,5535
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,3,Non,35210,Pacé,Commune,213502107,35210,21350210700013,PACE,Budget principal,M14,Impôts et taxes,7338606.91,7.33860691,11596,632.8567531907554,1,1,,,,2,,,,,,,2017,12257
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,3,Non,35210,Pacé,Commune,213502107,35210,21350210700120,LOCATION BUREAU DE POSTE - PACE,Budget annexe,M14,Impôts et taxes,0.0,0.0,11596,0.0,1,3,,,,2,,,,,,,2017,12257
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,2,Non,35216,Parthenay-de-Bretagne,Commune,213502164,35216,21350216400014,PARTHENAY-DE-BRETAGNE,Budget principal,M14,Impôts et taxes,617335.0,0.617335,1590,388.26100628930817,1,1,,,,2,,,,,,,2017,1819
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,2,Non,35216,Parthenay-de-Bretagne,Commune,213502164,35216,21350216400071,ZA PLACIS DE LA TOUCHE - PARTHENAY,Budget annexe,M14,Impôts et taxes,0.0,0.0,1590,0.0,1,3,,,,2,,,,,,,2017,1819
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,2,Non,35216,Parthenay-de-Bretagne,Commune,213502164,35216,21350216400089,LOT PRE VERT - PARTHENAY-DE-BRETAGNE,Budget annexe,M14,Impôts et taxes,0.0,0.0,1590,0.0,1,3,,,,2,,,,,,,2017,1819
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200072452,Communauté d'agglomération Fougères Agglomération,2,Oui,Non,Non,1,Non,35230,Poilley,Commune,213502305,35230,21350230500013,POILLEY,Budget principal,M14,Impôts et taxes,136846.78,0.13684678,394,347.3268527918782,1,1,,,,2,,,,,,,2017,371
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200039022,Communauté d'agglomération Vitré Communauté,3,Non,Non,Non,1,Non,35235,Rannée,Commune,213502354,35235,21350235400011,RANNEE,Budget principal,M14,Impôts et taxes,379853.0,0.379853,1150,330.30695652173915,1,1,,,,2,,,,,,,2017,1104
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200039022,Communauté d'agglomération Vitré Communauté,3,Non,Non,Non,1,Non,35235,Rannée,Commune,213502354,35235,21350235400052,ASST - RANNEE,Budget annexe,M49A,Impôts et taxes,0.0,0.0,1150,0.0,1,3,,,,2,,,,,,,2017,1104
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200039022,Communauté d'agglomération Vitré Communauté,3,Non,Non,Non,1,Non,35235,Rannée,Commune,213502354,35235,21350235400086,LOT ARDENNE 3 - RANNEE,Budget annexe,M14,Impôts et taxes,0.0,0.0,1150,0.0,1,3,,,,2,,,,,,,2017,1104
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238800019,RENNES,Budget principal,M14,Impôts et taxes,180801612.01,180.80161200999999,219370,824.1856772120162,1,1,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238801728,POMPES FUNEBRES - RENNES,Budget annexe,M4,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238801892,ZAC ATALANTE CHAMPEAUX - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238801934,ZAC CLEMENCEAU - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238801942,ZAC MAC MAHON - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238801967,ZAC ATALANTE VILLEJEAN - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238801983,ZAC LORIENT - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238802015,ZAC MADELEINE - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238802171,ZAC GENERAL DE GAULLE - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238802197,ZAC PLAISANCE - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238802205,ZAC BRASSERIE ST HELIER - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238802213,ZAC PORTE ST MALO - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238802221,SECTEUR TOUVRAIE - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238802247,ZAC ARMORIQUE - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238802304,ZAC NORMANDIE SAUMUROIS - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238802312,ZAC BLOSNE EST - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238802338,LOT VICTOR RAULT - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238802361,PRODUCTION ET REVENTE D ENERGIE - RENNES,Budget annexe,M4,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238802379,ZAC ILOT DE L OCTROI - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,21350238802387,ZAC LANFRY CHATEAUGIRON - RENNES,Budget annexe,M14,Impôts et taxes,0.0,0.0,219370,0.0,1,3,,,,2,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35240,Le Rheu,Commune,213502404,35240,21350240400014,RHEU (LE ),Budget principal,M14,Impôts et taxes,6812247.08,6.81224708,8435,807.6167255483106,1,1,,,,2,,,,,,,2017,9771
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35240,Le Rheu,Commune,213502404,35240,21350240400105,OPERATION AMENAGEMENT - LE RHEU,Budget annexe,M14,Impôts et taxes,0.0,0.0,8435,0.0,1,3,,,,2,,,,,,,2017,9771
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35240,Le Rheu,Commune,213502404,35240,21350240400154,ZAC ACQUETS - LE RHEU,Budget annexe,M14,Impôts et taxes,0.0,0.0,8435,0.0,1,3,,,,2,,,,,,,2017,9771
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35245,Romillé,Commune,213502453,35245,21350245300011,ROMILLE,Budget principal,M14,Impôts et taxes,1841283.55,1.84128355,3953,465.7939666076398,1,1,,,,2,,,,,,,2017,4196
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35245,Romillé,Commune,213502453,35245,21350245300128,CENTRE 1ERE INTERVENTION - ROMILLE,Budget annexe,M14,Impôts et taxes,0.0,0.0,3953,0.0,1,3,,,,2,,,,,,,2017,4196
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35245,Romillé,Commune,213502453,35245,21350245300136,LOT COUR CHEVE - ROMILLE,Budget annexe,M14,Impôts et taxes,0.0,0.0,3953,0.0,1,3,,,,2,,,,,,,2017,4196
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35245,Romillé,Commune,213502453,35245,21350245300144,SALLE LE PRE VERT - ROMILLE,Budget annexe,M14,Impôts et taxes,0.0,0.0,3953,0.0,1,3,,,,2,,,,,,,2017,4196
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35245,Romillé,Commune,213502453,35245,21350245300151,PHOTOVOLTAIQUES - ROMILLE,Budget annexe,M4,Impôts et taxes,0.0,0.0,3953,0.0,1,3,,,,2,,,,,,,2017,4196
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35245,Romillé,Commune,213502453,35245,21350245300169,ZAC - ROMILLE,Budget annexe,M14,Impôts et taxes,0.0,0.0,3953,0.0,1,3,,,,2,,,,,,,2017,4196
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35245,Romillé,Commune,213502453,35245,21350245300177,COMMERCES - ROMILLE,Budget annexe,M14,Impôts et taxes,0.0,0.0,3953,0.0,1,3,,,,2,,,,,,,2017,4196
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35245,Romillé,Commune,213502453,35245,21350245300185,LOT CHAMP ROUATARD - ROMILLE,Budget annexe,M14,Impôts et taxes,0.0,0.0,3953,0.0,1,3,,,,2,,,,,,,2017,4196
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35245,Romillé,Commune,213502453,35245,21350245300193,PARC ACTIVITES GRANDS CARRES - ROMILLE,Budget annexe,M14,Impôts et taxes,0.0,0.0,3953,0.0,1,3,,,,2,,,,,,,2017,4196
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35250,Saint-Armel,Commune,213502503,35250,21350250300013,SAINT-ARMEL,Budget principal,M14,Impôts et taxes,926944.0,0.926944,1850,501.0508108108108,1,1,,,,2,,,,,,,2017,2312
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35250,Saint-Armel,Commune,213502503,35250,21350250300096,ZA - SAINT-ARMEL,Budget annexe,M14,Impôts et taxes,0.0,0.0,1850,0.0,1,3,,,,2,,,,,,,2017,2312
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35250,Saint-Armel,Commune,213502503,35250,21350250300120,ZAC BOSCHAUX - SAINT-ARMEL,Budget annexe,M14,Impôts et taxes,0.0,0.0,1850,0.0,1,3,,,,2,,,,,,,2017,2312
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35266,Saint-Erblon,Commune,213502669,35266,21350266900012,SAINT-ERBLON,Budget principal,M14,Impôts et taxes,1483182.73,1.48318273,2829,524.2780947331213,1,1,,,,2,,,,,,,2017,3542
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35266,Saint-Erblon,Commune,213502669,35266,21350266900137,LOT COMMUNS - SAINT-ERBLON,Budget annexe,M14,Impôts et taxes,0.0,0.0,2829,0.0,1,3,,,,2,,,,,,,2017,3542
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35266,Saint-Erblon,Commune,213502669,35266,21350266900145,LOCAT A VOC COMMERCIALE - SAINT-ERBLON,Budget annexe,M14,Impôts et taxes,0.0,0.0,2829,0.0,1,3,,,,2,,,,,,,2017,3542
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35275,Saint-Gilles,Commune,213502750,35275,21350275000085,SAINT-GILLES,Budget principal,M14,Impôts et taxes,2558575.43,2.5585754300000003,4302,594.7409181775919,1,1,,,,2,,,,,,,2017,5473
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,4,Non,35278,Saint-Grégoire,Commune,213502784,35278,21350278400019,SAINT-GREGOIRE,Budget principal,M14,Impôts et taxes,8742707.21,8.74270721,9635,907.3904732745201,1,1,,,,2,,,,,,,2017,10206
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,4,Non,35278,Saint-Grégoire,Commune,213502784,35278,21350278400084,ZAC CHAMP DAGUET - SAINT-GREGOIRE,Budget annexe,M14,Impôts et taxes,0.0,0.0,9635,0.0,1,3,,,,2,,,,,,,2017,10206
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,4,Non,35278,Saint-Grégoire,Commune,213502784,35278,21350278400100,LOT ONZE JOURNAUX - SAINT-GREGOIRE,Budget annexe,M14,Impôts et taxes,0.0,0.0,9635,0.0,1,3,,,,2,,,,,,,2017,10206
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,4,Non,35278,Saint-Grégoire,Commune,213502784,35278,21350278400126,CENTRE VILLE  - SAINT GREGOIRE,Budget annexe,M14,Impôts et taxes,0.0,0.0,9635,0.0,1,3,,,,2,,,,,,,2017,10206
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,4,Non,35278,Saint-Grégoire,Commune,213502784,35278,21350278400134,LOT BOUT DU MONDE - ST GREGOIRE,Budget annexe,M14,Impôts et taxes,0.0,0.0,9635,0.0,1,3,,,,2,,,,,,,2017,10206
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,4,Non,35278,Saint-Grégoire,Commune,213502784,35278,21350278400142,GEST PATR COMMERC COMMUNAL ST GREGOIRE,Budget annexe,M4,Impôts et taxes,0.0,0.0,9635,0.0,1,3,,,,2,,,,,,,2017,10206
