codeDepartement,nomDepartement,codeCirconscription,nomCirconscription,codeCommune,nomCommune,numeroBureauVote,codeBureauVote
35,Ille-et-Vilaine,3502,2ème circonscription,35334,Thorigné-Fouillard,0002,35334_0002
35,Ille-et-Vilaine,3502,2ème circonscription,35334,Thorigné-Fouillard,0003,35334_0003
35,Ille-et-Vilaine,3502,2ème circonscription,35334,Thorigné-Fouillard,0004,35334_0004
35,Ille-et-Vilaine,3502,2ème circonscription,35334,Thorigné-Fouillard,0005,35334_0005
35,Ille-et-Vilaine,3502,2ème circonscription,35334,Thorigné-Fouillard,0006,35334_0006
35,Ille-et-Vilaine,3502,2ème circonscription,35334,Thorigné-Fouillard,0007,35334_0007
35,Ille-et-Vilaine,3502,2ème circonscription,35334,Thorigné-Fouillard,0008,35334_0008
35,Ille-et-Vilaine,3503,3ème circonscription,35351,Le Verger,0001,35351_0001
35,Ille-et-Vilaine,3501,1ère circonscription,35352,Vern-sur-Seiche,0001,35352_0001
35,Ille-et-Vilaine,3501,1ère circonscription,35352,Vern-sur-Seiche,0002,35352_0002
35,Ille-et-Vilaine,3501,1ère circonscription,35352,Vern-sur-Seiche,0003,35352_0003
35,Ille-et-Vilaine,3501,1ère circonscription,35352,Vern-sur-Seiche,0004,35352_0004
35,Ille-et-Vilaine,3501,1ère circonscription,35352,Vern-sur-Seiche,0005,35352_0005
35,Ille-et-Vilaine,3501,1ère circonscription,35352,Vern-sur-Seiche,0006,35352_0006
35,Ille-et-Vilaine,3508,8ème circonscription,35353,Vezin-le-Coquet,0001,35353_0001
35,Ille-et-Vilaine,3508,8ème circonscription,35353,Vezin-le-Coquet,0002,35353_0002
35,Ille-et-Vilaine,3508,8ème circonscription,35353,Vezin-le-Coquet,0003,35353_0003
35,Ille-et-Vilaine,3508,8ème circonscription,35353,Vezin-le-Coquet,0004,35353_0004
35,Ille-et-Vilaine,3501,1ère circonscription,35363,Pont-Péan,0001,35363_0001
35,Ille-et-Vilaine,3501,1ère circonscription,35363,Pont-Péan,0002,35363_0002
35,Ille-et-Vilaine,3501,1ère circonscription,35363,Pont-Péan,0003,35363_0003
35,Ille-et-Vilaine,3501,1ère circonscription,35363,Pont-Péan,0004,35363_0004
