siren,nom,type,regcode,url-ptf,nb-ptf,url-datagouv,nb-datagouv,id-datagouv,id-ods,pop-insee,lat,long,merge,depcode,ptf,Techno (from Plateformes),Thématiques
221600018,CHARENTE,DEP,NAQ-75,https://data16.lacharente.fr/search?collection=Dataset,71,,,,,350240,,,ptf,16,Charente,ArcGIS,"Administratif, Citoyenneté, Transport, Culture, Education, Social"
