Année,Code IRIS,Consommation gaz (MWh) - GRTgaz,PDL gaz - GRTgaz,Consommation gaz (MWh) - Teréga,PDL gaz - Teréga,Consommation électricité (MWh) - RTE,PDL électricité - RTE,Consommation totale (MWh),PDL total,Code INSEE commune,Commune,Code INSEE département,Departement,Code INSEE région,Region,Géo-shape IRIS,Géo-point IRIS
2017,350660103,226579.972,2,0.0,0,72339.04,1,298919.012,3,35066,Chartres-de-Bretagne,35,Ille-et-Vilaine,53,Bretagne,"{""coordinates"": [[[[-1.7290481468, 48.0530078277], [-1.7290773734, 48.0531391727], [-1.7281690525, 48.0558559436], [-1.7266483102, 48.0576288759], [-1.7265906139, 48.0576302925], [-1.7265393716, 48.0576738198], [-1.7265888884, 48.0577313289], [-1.7266723596, 48.0577775573], [-1.72703733, 48.0579792513], [-1.7280809426, 48.0585368064], [-1.728097825, 48.0585451429], [-1.7280557437, 48.0586459982], [-1.7276939839, 48.0590517839], [-1.7276620371, 48.0590855214], [-1.7234080504, 48.0605396593], [-1.7206888415, 48.0614804183], [-1.7165260242, 48.0634969881], [-1.7137293165, 48.0655285399], [-1.7097592946, 48.0665867383], [-1.7064877168, 48.0648565503], [-1.7037733258, 48.0639297534], [-1.7000771358, 48.0628194577], [-1.6996846147, 48.0627305665], [-1.6995103719, 48.0627068763], [-1.6995127327, 48.0627031761], [-1.7001090818, 48.0616661012], [-1.7004746089, 48.0610128055], [-1.7008548936, 48.0603138447], [-1.7021725341, 48.0587539251], [-1.7034490887, 48.0573074117], [-1.7035170123, 48.0572244647], [-1.7036361593, 48.0570673515], [-1.7038418697, 48.0567949939], [-1.7038946722, 48.0567234689], [-1.7040097173, 48.0565656177], [-1.7040637607, 48.0564778164], [-1.704279133, 48.056117628], [-1.7043136553, 48.0560522426], [-1.7044074617, 48.0558672944], [-1.7044392241, 48.0558011178], [-1.7044982493, 48.0556635356], [-1.7045522344, 48.0555297609], [-1.7047341306, 48.055065437], [-1.7048410066, 48.0546798371], [-1.7054042612, 48.0530463645], [-1.7055275343, 48.0528602359], [-1.706456855, 48.0514275648], [-1.7066658721, 48.0510568059], [-1.7067279071, 48.0508776332], [-1.7077554953, 48.0490921407], [-1.709455972, 48.046544983], [-1.7094641294, 48.0465158088], [-1.7094672684, 48.0465057668], [-1.7094882622, 48.0464697682], [-1.7095187934, 48.0464351907], [-1.7103740572, 48.0456527077], [-1.7113541096, 48.0458487428], [-1.7125676674, 48.0458136481], [-1.714595408, 48.0453654788], [-1.7183360395, 48.0438569264], [-1.7202447602, 48.0418430221], [-1.7209916699, 48.0407979558], [-1.7215486705, 48.0400201392], [-1.7216420796, 48.0400425324], [-1.7253965208, 48.0398895952], [-1.7287278467, 48.0409009406], [-1.7288035418, 48.0432661446], [-1.7296638205, 48.0454296392], [-1.7294076061, 48.0483073891], [-1.729161803, 48.0493098226], [-1.7289941453, 48.050156309], [-1.7289542696, 48.0504847051], [-1.7289465705, 48.0509531211], [-1.7290316728, 48.0529138328], [-1.7290481468, 48.0530078277]]]], ""type"": ""MultiPolygon""}","48.0537472949, -1.7165332615"
2014,350510104,0.0,0,0.0,0,49637.86,1,49637.86,1,35051,Cesson-Sévigné,35,Ille-et-Vilaine,53,Bretagne,"{""coordinates"": [[[[-1.6245340001, 48.0999328872], [-1.6245696545, 48.0999405009], [-1.6249421304, 48.100029532], [-1.6252619908, 48.1001170232], [-1.626718291, 48.1005348466], [-1.630082803, 48.1015356573], [-1.6314157805, 48.1020655412], [-1.6321348719, 48.102523562], [-1.6328740035, 48.1030641699], [-1.6347669046, 48.105764648], [-1.6349100583, 48.1062304466], [-1.6349590387, 48.1063898696], [-1.6340422206, 48.1076293201], [-1.634041962, 48.1078411592], [-1.6340395836, 48.1079521249], [-1.6339681282, 48.1092087829], [-1.6346925994, 48.1116825565], [-1.6348091271, 48.1118294056], [-1.6348433668, 48.111882142], [-1.634490742, 48.1119131451], [-1.6329799864, 48.1117535449], [-1.6322937703, 48.1116795808], [-1.6279490398, 48.111220313], [-1.6259408522, 48.111020678], [-1.6253201419, 48.1109567205], [-1.6221486069, 48.1106134125], [-1.6217126195, 48.1105376795], [-1.6207000752, 48.1103024865], [-1.6201836117, 48.1102299054], [-1.6195931055, 48.1102494639], [-1.6188730985, 48.1103272803], [-1.6181294825, 48.1104429749], [-1.6176569806, 48.1105345142], [-1.6176067158, 48.1105445975], [-1.6175559205, 48.1105024211], [-1.6172962718, 48.110272832], [-1.6171640861, 48.1101464118], [-1.6170646495, 48.1100096938], [-1.6168833722, 48.1097373704], [-1.616787261, 48.1095770857], [-1.6167249257, 48.1094028575], [-1.6166334687, 48.1090648169], [-1.616584393, 48.1085186972], [-1.6165789342, 48.1078248426], [-1.6163949344, 48.1073056448], [-1.6158744395, 48.106092948], [-1.6157614003, 48.1058774399], [-1.6156241414, 48.1056619796], [-1.615462663, 48.105446567], [-1.6152731772, 48.1052340546], [-1.6150584452, 48.1050252356], [-1.6148201223, 48.1048236504], [-1.6145600209, 48.1046346362], [-1.614282243, 48.1044589336], [-1.6139882866, 48.1042982865], [-1.6103184837, 48.1019253473], [-1.6103072481, 48.1018428596], [-1.6102914235, 48.101784889], [-1.6102625879, 48.1017166111], [-1.610223894, 48.1016433109], [-1.6101709182, 48.1015759782], [-1.610130788, 48.10153248], [-1.6103148093, 48.1014360378], [-1.6107793576, 48.1011925015], [-1.6119899191, 48.1005384585], [-1.6122263309, 48.1004102152], [-1.6122685483, 48.1003851254], [-1.6131929762, 48.0998450345], [-1.6142813538, 48.0992101743], [-1.6144382955, 48.0991274056], [-1.6147366333, 48.0991382483], [-1.6193402454, 48.0992317562], [-1.6214110432, 48.0993911707], [-1.6244548065, 48.0999044486], [-1.6245340001, 48.0999328872]]]], ""type"": ""MultiPolygon""}","48.1052634522, -1.6237145276"
2018,350510104,0.0,0,0.0,0,40490.967,1,40490.967,1,35051,Cesson-Sévigné,35,Ille-et-Vilaine,53,Bretagne,"{""coordinates"": [[[[-1.6245340001, 48.0999328872], [-1.6245696545, 48.0999405009], [-1.6249421304, 48.100029532], [-1.6252619908, 48.1001170232], [-1.626718291, 48.1005348466], [-1.630082803, 48.1015356573], [-1.6314157805, 48.1020655412], [-1.6321348719, 48.102523562], [-1.6328740035, 48.1030641699], [-1.6347669046, 48.105764648], [-1.6349100583, 48.1062304466], [-1.6349590387, 48.1063898696], [-1.6340422206, 48.1076293201], [-1.634041962, 48.1078411592], [-1.6340395836, 48.1079521249], [-1.6339681282, 48.1092087829], [-1.6346925994, 48.1116825565], [-1.6348091271, 48.1118294056], [-1.6348433668, 48.111882142], [-1.634490742, 48.1119131451], [-1.6329799864, 48.1117535449], [-1.6322937703, 48.1116795808], [-1.6279490398, 48.111220313], [-1.6259408522, 48.111020678], [-1.6253201419, 48.1109567205], [-1.6221486069, 48.1106134125], [-1.6217126195, 48.1105376795], [-1.6207000752, 48.1103024865], [-1.6201836117, 48.1102299054], [-1.6195931055, 48.1102494639], [-1.6188730985, 48.1103272803], [-1.6181294825, 48.1104429749], [-1.6176569806, 48.1105345142], [-1.6176067158, 48.1105445975], [-1.6175559205, 48.1105024211], [-1.6172962718, 48.110272832], [-1.6171640861, 48.1101464118], [-1.6170646495, 48.1100096938], [-1.6168833722, 48.1097373704], [-1.616787261, 48.1095770857], [-1.6167249257, 48.1094028575], [-1.6166334687, 48.1090648169], [-1.616584393, 48.1085186972], [-1.6165789342, 48.1078248426], [-1.6163949344, 48.1073056448], [-1.6158744395, 48.106092948], [-1.6157614003, 48.1058774399], [-1.6156241414, 48.1056619796], [-1.615462663, 48.105446567], [-1.6152731772, 48.1052340546], [-1.6150584452, 48.1050252356], [-1.6148201223, 48.1048236504], [-1.6145600209, 48.1046346362], [-1.614282243, 48.1044589336], [-1.6139882866, 48.1042982865], [-1.6103184837, 48.1019253473], [-1.6103072481, 48.1018428596], [-1.6102914235, 48.101784889], [-1.6102625879, 48.1017166111], [-1.610223894, 48.1016433109], [-1.6101709182, 48.1015759782], [-1.610130788, 48.10153248], [-1.6103148093, 48.1014360378], [-1.6107793576, 48.1011925015], [-1.6119899191, 48.1005384585], [-1.6122263309, 48.1004102152], [-1.6122685483, 48.1003851254], [-1.6131929762, 48.0998450345], [-1.6142813538, 48.0992101743], [-1.6144382955, 48.0991274056], [-1.6147366333, 48.0991382483], [-1.6193402454, 48.0992317562], [-1.6214110432, 48.0993911707], [-1.6244548065, 48.0999044486], [-1.6245340001, 48.0999328872]]]], ""type"": ""MultiPolygon""}","48.1052634522, -1.6237145276"
2023,350510104,,,,,39420.07758,1,,,35051,Cesson-Sévigné,35,Ille-et-Vilaine,53,Bretagne,"{""coordinates"": [[[[-1.624534, 48.099932887], [-1.624569654, 48.099940501], [-1.62494213, 48.100029532], [-1.625261991, 48.100117023], [-1.626718291, 48.100534847], [-1.630082803, 48.101535657], [-1.631415781, 48.102065541], [-1.632134872, 48.102523562], [-1.632874004, 48.10306417], [-1.634766905, 48.105764648], [-1.634910058, 48.106230447], [-1.634959039, 48.10638987], [-1.634042221, 48.10762932], [-1.634041962, 48.107841159], [-1.634039584, 48.107952125], [-1.633968128, 48.109208783], [-1.634692599, 48.111682556], [-1.634809127, 48.111829406], [-1.634843367, 48.111882142], [-1.634490742, 48.111913145], [-1.632979986, 48.111753545], [-1.63229377, 48.111679581], [-1.62794904, 48.111220313], [-1.625940852, 48.111020678], [-1.625320142, 48.11095672], [-1.622148607, 48.110613412], [-1.621712619, 48.110537679], [-1.620700075, 48.110302486], [-1.620183612, 48.110229905], [-1.619593105, 48.110249464], [-1.618873099, 48.11032728], [-1.618129483, 48.110442975], [-1.617656981, 48.110534514], [-1.617606716, 48.110544597], [-1.61755592, 48.110502421], [-1.617296272, 48.110272832], [-1.617164086, 48.110146412], [-1.617064649, 48.110009694], [-1.616883372, 48.10973737], [-1.616787261, 48.109577086], [-1.616724926, 48.109402857], [-1.616633469, 48.109064817], [-1.616584393, 48.108518697], [-1.616578934, 48.107824843], [-1.616394934, 48.107305645], [-1.615874439, 48.106092948], [-1.6157614, 48.10587744], [-1.615624141, 48.10566198], [-1.615462663, 48.105446567], [-1.615273177, 48.105234055], [-1.615058445, 48.105025236], [-1.614820122, 48.10482365], [-1.614560021, 48.104634636], [-1.614282243, 48.104458934], [-1.613988287, 48.104298287], [-1.610318484, 48.101925347], [-1.610307248, 48.10184286], [-1.610291423, 48.101784889], [-1.610262588, 48.101716611], [-1.610223894, 48.101643311], [-1.610170918, 48.101575978], [-1.610130788, 48.10153248], [-1.610314809, 48.101436038], [-1.610779358, 48.101192502], [-1.611989919, 48.100538459], [-1.612226331, 48.100410215], [-1.612268548, 48.100385125], [-1.613192976, 48.099845034], [-1.614281354, 48.099210174], [-1.614438295, 48.099127406], [-1.614736633, 48.099138248], [-1.619340245, 48.099231756], [-1.621411043, 48.099391171], [-1.624454806, 48.099904449], [-1.624534, 48.099932887]]]], ""type"": ""MultiPolygon""}","48.105263452, -1.623714528"
2022,350510104,,,,,40200.15416,1,,,35051,Cesson-Sévigné,35,Ille-et-Vilaine,53,Bretagne,"{""coordinates"": [[[[-1.624534, 48.099932887], [-1.624569654, 48.099940501], [-1.62494213, 48.100029532], [-1.625261991, 48.100117023], [-1.626718291, 48.100534847], [-1.630082803, 48.101535657], [-1.631415781, 48.102065541], [-1.632134872, 48.102523562], [-1.632874004, 48.10306417], [-1.634766905, 48.105764648], [-1.634910058, 48.106230447], [-1.634959039, 48.10638987], [-1.634042221, 48.10762932], [-1.634041962, 48.107841159], [-1.634039584, 48.107952125], [-1.633968128, 48.109208783], [-1.634692599, 48.111682556], [-1.634809127, 48.111829406], [-1.634843367, 48.111882142], [-1.634490742, 48.111913145], [-1.632979986, 48.111753545], [-1.63229377, 48.111679581], [-1.62794904, 48.111220313], [-1.625940852, 48.111020678], [-1.625320142, 48.11095672], [-1.622148607, 48.110613412], [-1.621712619, 48.110537679], [-1.620700075, 48.110302486], [-1.620183612, 48.110229905], [-1.619593105, 48.110249464], [-1.618873099, 48.11032728], [-1.618129483, 48.110442975], [-1.617656981, 48.110534514], [-1.617606716, 48.110544597], [-1.61755592, 48.110502421], [-1.617296272, 48.110272832], [-1.617164086, 48.110146412], [-1.617064649, 48.110009694], [-1.616883372, 48.10973737], [-1.616787261, 48.109577086], [-1.616724926, 48.109402857], [-1.616633469, 48.109064817], [-1.616584393, 48.108518697], [-1.616578934, 48.107824843], [-1.616394934, 48.107305645], [-1.615874439, 48.106092948], [-1.6157614, 48.10587744], [-1.615624141, 48.10566198], [-1.615462663, 48.105446567], [-1.615273177, 48.105234055], [-1.615058445, 48.105025236], [-1.614820122, 48.10482365], [-1.614560021, 48.104634636], [-1.614282243, 48.104458934], [-1.613988287, 48.104298287], [-1.610318484, 48.101925347], [-1.610307248, 48.10184286], [-1.610291423, 48.101784889], [-1.610262588, 48.101716611], [-1.610223894, 48.101643311], [-1.610170918, 48.101575978], [-1.610130788, 48.10153248], [-1.610314809, 48.101436038], [-1.610779358, 48.101192502], [-1.611989919, 48.100538459], [-1.612226331, 48.100410215], [-1.612268548, 48.100385125], [-1.613192976, 48.099845034], [-1.614281354, 48.099210174], [-1.614438295, 48.099127406], [-1.614736633, 48.099138248], [-1.619340245, 48.099231756], [-1.621411043, 48.099391171], [-1.624454806, 48.099904449], [-1.624534, 48.099932887]]]], ""type"": ""MultiPolygon""}","48.105263452, -1.623714528"
2020,350510104,0.0,0,0.0,0,33829.088,1,33829.088,1,35051,Cesson-Sévigné,35,Ille-et-Vilaine,53,Bretagne,"{""coordinates"": [[[[-1.6245340001, 48.0999328872], [-1.6245696545, 48.0999405009], [-1.6249421304, 48.100029532], [-1.6252619908, 48.1001170232], [-1.626718291, 48.1005348466], [-1.630082803, 48.1015356573], [-1.6314157805, 48.1020655412], [-1.6321348719, 48.102523562], [-1.6328740035, 48.1030641699], [-1.6347669046, 48.105764648], [-1.6349100583, 48.1062304466], [-1.6349590387, 48.1063898696], [-1.6340422206, 48.1076293201], [-1.634041962, 48.1078411592], [-1.6340395836, 48.1079521249], [-1.6339681282, 48.1092087829], [-1.6346925994, 48.1116825565], [-1.6348091271, 48.1118294056], [-1.6348433668, 48.111882142], [-1.634490742, 48.1119131451], [-1.6329799864, 48.1117535449], [-1.6322937703, 48.1116795808], [-1.6279490398, 48.111220313], [-1.6259408522, 48.111020678], [-1.6253201419, 48.1109567205], [-1.6221486069, 48.1106134125], [-1.6217126195, 48.1105376795], [-1.6207000752, 48.1103024865], [-1.6201836117, 48.1102299054], [-1.6195931055, 48.1102494639], [-1.6188730985, 48.1103272803], [-1.6181294825, 48.1104429749], [-1.6176569806, 48.1105345142], [-1.6176067158, 48.1105445975], [-1.6175559205, 48.1105024211], [-1.6172962718, 48.110272832], [-1.6171640861, 48.1101464118], [-1.6170646495, 48.1100096938], [-1.6168833722, 48.1097373704], [-1.616787261, 48.1095770857], [-1.6167249257, 48.1094028575], [-1.6166334687, 48.1090648169], [-1.616584393, 48.1085186972], [-1.6165789342, 48.1078248426], [-1.6163949344, 48.1073056448], [-1.6158744395, 48.106092948], [-1.6157614003, 48.1058774399], [-1.6156241414, 48.1056619796], [-1.615462663, 48.105446567], [-1.6152731772, 48.1052340546], [-1.6150584452, 48.1050252356], [-1.6148201223, 48.1048236504], [-1.6145600209, 48.1046346362], [-1.614282243, 48.1044589336], [-1.6139882866, 48.1042982865], [-1.6103184837, 48.1019253473], [-1.6103072481, 48.1018428596], [-1.6102914235, 48.101784889], [-1.6102625879, 48.1017166111], [-1.610223894, 48.1016433109], [-1.6101709182, 48.1015759782], [-1.610130788, 48.10153248], [-1.6103148093, 48.1014360378], [-1.6107793576, 48.1011925015], [-1.6119899191, 48.1005384585], [-1.6122263309, 48.1004102152], [-1.6122685483, 48.1003851254], [-1.6131929762, 48.0998450345], [-1.6142813538, 48.0992101743], [-1.6144382955, 48.0991274056], [-1.6147366333, 48.0991382483], [-1.6193402454, 48.0992317562], [-1.6214110432, 48.0993911707], [-1.6244548065, 48.0999044486], [-1.6245340001, 48.0999328872]]]], ""type"": ""MultiPolygon""}","48.1052634522, -1.6237145276"
2017,352380308,0.0,0,0.0,0,6275.828,1,6275.828,1,35238,Rennes,35,Ille-et-Vilaine,53,Bretagne,"{""coordinates"": [[[[-1.7185804638, 48.1118318343], [-1.7185078401, 48.1115462786], [-1.7183785525, 48.1109880493], [-1.7175936115, 48.1076101914], [-1.7175220892, 48.1072614886], [-1.7174957041, 48.1071318344], [-1.7174593017, 48.106950297], [-1.7174267852, 48.1067821258], [-1.7173766634, 48.1065524593], [-1.7172012229, 48.1057635008], [-1.7171820939, 48.1056849389], [-1.7171195607, 48.1054368388], [-1.717102896, 48.1053707985], [-1.7180653933, 48.1047246553], [-1.7200353227, 48.1036121847], [-1.7228506042, 48.101930304], [-1.7231812342, 48.1016844642], [-1.7234665172, 48.1015486182], [-1.7245439569, 48.1012412616], [-1.726457391, 48.1009066494], [-1.7271173326, 48.1007918125], [-1.732825001, 48.0999931557], [-1.7394884934, 48.101305942], [-1.7395376912, 48.1013742767], [-1.7394199828, 48.1014123694], [-1.7374377365, 48.1019996711], [-1.7367953765, 48.1021904839], [-1.7365950641, 48.1023130291], [-1.7344531205, 48.1036269766], [-1.7353337175, 48.1053728719], [-1.7363129607, 48.1076178132], [-1.7365849254, 48.1098551372], [-1.7365836443, 48.109930912], [-1.7358475589, 48.1100082936], [-1.7316534325, 48.1104310966], [-1.7286104668, 48.1107372175], [-1.7285091722, 48.1107935694], [-1.7284217981, 48.110870096], [-1.7284122001, 48.1107929557], [-1.7282884642, 48.1106888468], [-1.7279639078, 48.1107172021], [-1.7272799977, 48.1108212812], [-1.7270537787, 48.1108655186], [-1.7228583661, 48.1114106529], [-1.7186725311, 48.1118227367], [-1.7185804638, 48.1118318343]]]], ""type"": ""MultiPolygon""}","48.1060161281, -1.7273786946"
2017,350510104,0.0,0,0.0,0,44044.646,1,44044.646,1,35051,Cesson-Sévigné,35,Ille-et-Vilaine,53,Bretagne,"{""coordinates"": [[[[-1.6245340001, 48.0999328872], [-1.6245696545, 48.0999405009], [-1.6249421304, 48.100029532], [-1.6252619908, 48.1001170232], [-1.626718291, 48.1005348466], [-1.630082803, 48.1015356573], [-1.6314157805, 48.1020655412], [-1.6321348719, 48.102523562], [-1.6328740035, 48.1030641699], [-1.6347669046, 48.105764648], [-1.6349100583, 48.1062304466], [-1.6349590387, 48.1063898696], [-1.6340422206, 48.1076293201], [-1.634041962, 48.1078411592], [-1.6340395836, 48.1079521249], [-1.6339681282, 48.1092087829], [-1.6346925994, 48.1116825565], [-1.6348091271, 48.1118294056], [-1.6348433668, 48.111882142], [-1.634490742, 48.1119131451], [-1.6329799864, 48.1117535449], [-1.6322937703, 48.1116795808], [-1.6279490398, 48.111220313], [-1.6259408522, 48.111020678], [-1.6253201419, 48.1109567205], [-1.6221486069, 48.1106134125], [-1.6217126195, 48.1105376795], [-1.6207000752, 48.1103024865], [-1.6201836117, 48.1102299054], [-1.6195931055, 48.1102494639], [-1.6188730985, 48.1103272803], [-1.6181294825, 48.1104429749], [-1.6176569806, 48.1105345142], [-1.6176067158, 48.1105445975], [-1.6175559205, 48.1105024211], [-1.6172962718, 48.110272832], [-1.6171640861, 48.1101464118], [-1.6170646495, 48.1100096938], [-1.6168833722, 48.1097373704], [-1.616787261, 48.1095770857], [-1.6167249257, 48.1094028575], [-1.6166334687, 48.1090648169], [-1.616584393, 48.1085186972], [-1.6165789342, 48.1078248426], [-1.6163949344, 48.1073056448], [-1.6158744395, 48.106092948], [-1.6157614003, 48.1058774399], [-1.6156241414, 48.1056619796], [-1.615462663, 48.105446567], [-1.6152731772, 48.1052340546], [-1.6150584452, 48.1050252356], [-1.6148201223, 48.1048236504], [-1.6145600209, 48.1046346362], [-1.614282243, 48.1044589336], [-1.6139882866, 48.1042982865], [-1.6103184837, 48.1019253473], [-1.6103072481, 48.1018428596], [-1.6102914235, 48.101784889], [-1.6102625879, 48.1017166111], [-1.610223894, 48.1016433109], [-1.6101709182, 48.1015759782], [-1.610130788, 48.10153248], [-1.6103148093, 48.1014360378], [-1.6107793576, 48.1011925015], [-1.6119899191, 48.1005384585], [-1.6122263309, 48.1004102152], [-1.6122685483, 48.1003851254], [-1.6131929762, 48.0998450345], [-1.6142813538, 48.0992101743], [-1.6144382955, 48.0991274056], [-1.6147366333, 48.0991382483], [-1.6193402454, 48.0992317562], [-1.6214110432, 48.0993911707], [-1.6244548065, 48.0999044486], [-1.6245340001, 48.0999328872]]]], ""type"": ""MultiPolygon""}","48.1052634522, -1.6237145276"
2019,350510104,0.0,0,0.0,0,41011.058,1,41011.058,1,35051,Cesson-Sévigné,35,Ille-et-Vilaine,53,Bretagne,"{""coordinates"": [[[[-1.6245340001, 48.0999328872], [-1.6245696545, 48.0999405009], [-1.6249421304, 48.100029532], [-1.6252619908, 48.1001170232], [-1.626718291, 48.1005348466], [-1.630082803, 48.1015356573], [-1.6314157805, 48.1020655412], [-1.6321348719, 48.102523562], [-1.6328740035, 48.1030641699], [-1.6347669046, 48.105764648], [-1.6349100583, 48.1062304466], [-1.6349590387, 48.1063898696], [-1.6340422206, 48.1076293201], [-1.634041962, 48.1078411592], [-1.6340395836, 48.1079521249], [-1.6339681282, 48.1092087829], [-1.6346925994, 48.1116825565], [-1.6348091271, 48.1118294056], [-1.6348433668, 48.111882142], [-1.634490742, 48.1119131451], [-1.6329799864, 48.1117535449], [-1.6322937703, 48.1116795808], [-1.6279490398, 48.111220313], [-1.6259408522, 48.111020678], [-1.6253201419, 48.1109567205], [-1.6221486069, 48.1106134125], [-1.6217126195, 48.1105376795], [-1.6207000752, 48.1103024865], [-1.6201836117, 48.1102299054], [-1.6195931055, 48.1102494639], [-1.6188730985, 48.1103272803], [-1.6181294825, 48.1104429749], [-1.6176569806, 48.1105345142], [-1.6176067158, 48.1105445975], [-1.6175559205, 48.1105024211], [-1.6172962718, 48.110272832], [-1.6171640861, 48.1101464118], [-1.6170646495, 48.1100096938], [-1.6168833722, 48.1097373704], [-1.616787261, 48.1095770857], [-1.6167249257, 48.1094028575], [-1.6166334687, 48.1090648169], [-1.616584393, 48.1085186972], [-1.6165789342, 48.1078248426], [-1.6163949344, 48.1073056448], [-1.6158744395, 48.106092948], [-1.6157614003, 48.1058774399], [-1.6156241414, 48.1056619796], [-1.615462663, 48.105446567], [-1.6152731772, 48.1052340546], [-1.6150584452, 48.1050252356], [-1.6148201223, 48.1048236504], [-1.6145600209, 48.1046346362], [-1.614282243, 48.1044589336], [-1.6139882866, 48.1042982865], [-1.6103184837, 48.1019253473], [-1.6103072481, 48.1018428596], [-1.6102914235, 48.101784889], [-1.6102625879, 48.1017166111], [-1.610223894, 48.1016433109], [-1.6101709182, 48.1015759782], [-1.610130788, 48.10153248], [-1.6103148093, 48.1014360378], [-1.6107793576, 48.1011925015], [-1.6119899191, 48.1005384585], [-1.6122263309, 48.1004102152], [-1.6122685483, 48.1003851254], [-1.6131929762, 48.0998450345], [-1.6142813538, 48.0992101743], [-1.6144382955, 48.0991274056], [-1.6147366333, 48.0991382483], [-1.6193402454, 48.0992317562], [-1.6214110432, 48.0993911707], [-1.6244548065, 48.0999044486], [-1.6245340001, 48.0999328872]]]], ""type"": ""MultiPolygon""}","48.1052634522, -1.6237145276"
2022,350510202,2360.713505,1,,,,,,,35051,Cesson-Sévigné,35,Ille-et-Vilaine,53,Bretagne,"{""coordinates"": [[[[-1.59664894, 48.131948936], [-1.596893128, 48.131892538], [-1.600233859, 48.130812114], [-1.601013573, 48.130458079], [-1.601923839, 48.130088121], [-1.602755205, 48.129770814], [-1.603829957, 48.129372783], [-1.604211818, 48.12925871], [-1.605441858, 48.128896958], [-1.605456305, 48.128892788], [-1.605636375, 48.128842483], [-1.606773929, 48.128547428], [-1.609349441, 48.128021245], [-1.613350472, 48.127045291], [-1.613446781, 48.127007267], [-1.613559255, 48.127000158], [-1.615213528, 48.126887591], [-1.619020018, 48.126814126], [-1.62080346, 48.126746893], [-1.620884605, 48.126720274], [-1.620975693, 48.126699575], [-1.621065748, 48.126697845], [-1.621155248, 48.126705151], [-1.621231089, 48.126725612], [-1.621329735, 48.126760502], [-1.621424271, 48.126809975], [-1.623648599, 48.127241894], [-1.625481473, 48.127416023], [-1.62621359, 48.127458486], [-1.626788342, 48.127441323], [-1.62747439, 48.127388238], [-1.628877108, 48.127262824], [-1.628910179, 48.127256116], [-1.629111285, 48.127661049], [-1.629626679, 48.128517844], [-1.629801616, 48.128777779], [-1.630096512, 48.12913125], [-1.630352514, 48.129394309], [-1.630720117, 48.129716978], [-1.631714508, 48.130630654], [-1.634784824, 48.132168462], [-1.634798715, 48.132188647], [-1.635198313, 48.132752518], [-1.63560979, 48.133443918], [-1.636379375, 48.134839629], [-1.636596586, 48.135334956], [-1.6366823, 48.13559028], [-1.634675054, 48.137920453], [-1.632276772, 48.140216378], [-1.630702224, 48.142846736], [-1.630123549, 48.144011066], [-1.629450941, 48.145340877], [-1.62935601, 48.145487023], [-1.629317631, 48.145525487], [-1.629201945, 48.145619267], [-1.628983543, 48.145693646], [-1.62853349, 48.145752785], [-1.627830229, 48.145811951], [-1.627395028, 48.145825434], [-1.626557967, 48.145756442], [-1.625907083, 48.145690953], [-1.625417256, 48.14566511], [-1.625193972, 48.145668465], [-1.624999335, 48.145722074], [-1.624967506, 48.145758476], [-1.624882985, 48.145900604], [-1.624474476, 48.147556226], [-1.624418717, 48.147888315], [-1.624380494, 48.14818997], [-1.624359117, 48.148668534], [-1.624454527, 48.150787512], [-1.624533166, 48.152207685], [-1.624571611, 48.152523458], [-1.624617745, 48.153019202], [-1.624705001, 48.154430021], [-1.624732405, 48.154988694], [-1.624610318, 48.154994385], [-1.620243045, 48.155663648], [-1.619192918, 48.155847669], [-1.618507423, 48.156342336], [-1.618192247, 48.156943272], [-1.617908143, 48.15743753], [-1.617788437, 48.157593648], [-1.617660385, 48.157685194], [-1.616294388, 48.158609406], [-1.615762819, 48.15895471], [-1.614345112, 48.1595348], [-1.614130423, 48.159606298], [-1.612851172, 48.159782552], [-1.612693121, 48.159823889], [-1.612386, 48.160410068], [-1.611390301, 48.160193036], [-1.608048157, 48.157727831], [-1.605438515, 48.158180755], [-1.602613817, 48.158191612], [-1.600693713, 48.158125053], [-1.599482003, 48.158056063], [-1.599036583, 48.157968885], [-1.598793244, 48.157897257], [-1.59857518, 48.157821939], [-1.596007968, 48.156923171], [-1.593794673, 48.156156068], [-1.593615583, 48.156048576], [-1.591987991, 48.154667138], [-1.591336368, 48.153498241], [-1.588987755, 48.150464744], [-1.588840331, 48.150302834], [-1.587956758, 48.149326824], [-1.588096898, 48.149219066], [-1.589338748, 48.148460008], [-1.589586636, 48.148336785], [-1.589949539, 48.148157707], [-1.591551509, 48.147474732], [-1.59277862, 48.146895575], [-1.592907527, 48.145854], [-1.590924225, 48.14396363], [-1.586981134, 48.14296705], [-1.586823174, 48.142947059], [-1.586658706, 48.142883155], [-1.586521019, 48.142801984], [-1.586263187, 48.142469507], [-1.586043377, 48.142171603], [-1.585876647, 48.141849099], [-1.588307012, 48.140945088], [-1.590059269, 48.140394651], [-1.591149274, 48.139048811], [-1.590514941, 48.138041476], [-1.590230942, 48.137408072], [-1.590209214, 48.137344021], [-1.590079415, 48.136772662], [-1.590177443, 48.136452018], [-1.591892174, 48.135420759], [-1.5925646, 48.135039418], [-1.593705077, 48.13434238], [-1.595498245, 48.133177307], [-1.595868838, 48.132902359], [-1.596337058, 48.13244964], [-1.596602774, 48.132130107], [-1.59669389, 48.132001263], [-1.59664894, 48.131948936]]]], ""type"": ""MultiPolygon""}","48.142382713, -1.611094718"
