seqe_id,account_holder_name,installation_name,parent_company,latitude,longitude,address1,address2,city,zip_code,country,main_activity_type_code,year,emissions,main_activity
191,ESEO BARRE THOMAS,ESEO BARRE THOMAS - CF GOMMA,ESEO BARRE THOMAS,0,0,194 route de Lorient,NA,Rennes,35000,FR,1,2007,5143,Combustion installations with a rated thermal input exceeding 20 MW
191,ESEO BARRE THOMAS,ESEO BARRE THOMAS - CF GOMMA,ESEO BARRE THOMAS,0,0,194 route de Lorient,NA,Rennes,35000,FR,1,2008,4720,Combustion installations with a rated thermal input exceeding 20 MW
191,ESEO BARRE THOMAS,ESEO BARRE THOMAS - CF GOMMA,ESEO BARRE THOMAS,0,0,194 route de Lorient,NA,Rennes,35000,FR,1,2009,4904,Combustion installations with a rated thermal input exceeding 20 MW
191,ESEO BARRE THOMAS,ESEO BARRE THOMAS - CF GOMMA,ESEO BARRE THOMAS,0,0,194 route de Lorient,NA,Rennes,35000,FR,1,2010,5381,Combustion installations with a rated thermal input exceeding 20 MW
191,ESEO BARRE THOMAS,ESEO BARRE THOMAS - CF GOMMA,ESEO BARRE THOMAS,0,0,194 route de Lorient,NA,Rennes,35000,FR,1,2011,3427,Combustion installations with a rated thermal input exceeding 20 MW
191,ESEO BARRE THOMAS,ESEO BARRE THOMAS - CF GOMMA,ESEO BARRE THOMAS,0,0,194 route de Lorient,NA,Rennes,35000,FR,1,2012,3356,Combustion installations with a rated thermal input exceeding 20 MW
190,SNC COGELYO OUEST,COGELYO OUEST - CITROEN LA JANAIS,SNC COGELYO OUEST,0,0,La Janais,NA,CHARTRES DE BRETAGNE,35131,FR,1,2005,25488,Combustion installations with a rated thermal input exceeding 20 MW
190,SNC COGELYO OUEST,COGELYO OUEST - CITROEN LA JANAIS,SNC COGELYO OUEST,0,0,La Janais,NA,CHARTRES DE BRETAGNE,35131,FR,1,2006,25948,Combustion installations with a rated thermal input exceeding 20 MW
190,SNC COGELYO OUEST,COGELYO OUEST - CITROEN LA JANAIS,SNC COGELYO OUEST,0,0,La Janais,NA,CHARTRES DE BRETAGNE,35131,FR,1,2007,25982,Combustion installations with a rated thermal input exceeding 20 MW
190,SNC COGELYO OUEST,COGELYO OUEST - CITROEN LA JANAIS,SNC COGELYO OUEST,0,0,La Janais,NA,CHARTRES DE BRETAGNE,35131,FR,1,2008,25183,Combustion installations with a rated thermal input exceeding 20 MW
190,SNC COGELYO OUEST,COGELYO OUEST - CITROEN LA JANAIS,SNC COGELYO OUEST,0,0,La Janais,NA,CHARTRES DE BRETAGNE,35131,FR,1,2009,25412,Combustion installations with a rated thermal input exceeding 20 MW
190,SNC COGELYO OUEST,COGELYO OUEST - CITROEN LA JANAIS,SNC COGELYO OUEST,0,0,La Janais,NA,CHARTRES DE BRETAGNE,35131,FR,1,2010,24898,Combustion installations with a rated thermal input exceeding 20 MW
190,SNC COGELYO OUEST,COGELYO OUEST - CITROEN LA JANAIS,SNC COGELYO OUEST,0,0,La Janais,NA,CHARTRES DE BRETAGNE,35131,FR,1,2011,12371,Combustion installations with a rated thermal input exceeding 20 MW
190,SNC COGELYO OUEST,COGELYO OUEST - CITROEN LA JANAIS,SNC COGELYO OUEST,0,0,La Janais,NA,CHARTRES DE BRETAGNE,35131,FR,1,2012,12420,Combustion installations with a rated thermal input exceeding 20 MW
204059,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,NA,NA,SOCIETE LAITIERE DE L'HERMITAGE,Place de la Gare,L'HERMITAGE,35590,FR,20,2013,9556,Combustion of fuels
204059,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,NA,NA,SOCIETE LAITIERE DE L'HERMITAGE,Place de la Gare,L'HERMITAGE,35590,FR,20,2014,10182,Combustion of fuels
204059,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,NA,NA,SOCIETE LAITIERE DE L'HERMITAGE,Place de la Gare,L'HERMITAGE,35590,FR,20,2015,10886,Combustion of fuels
204059,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,NA,NA,SOCIETE LAITIERE DE L'HERMITAGE,Place de la Gare,L'HERMITAGE,35590,FR,20,2016,11683,Combustion of fuels
