Nom du projet,Année de mise en service,Horizon de saturation,Etat de validation CRE,Gamme de débit rebours,Code Région,Nom de la région,Code Département,Nom du département,Projet Initial ou Extension,Opérateur de transport,Capacité du rebours (GWh/an),Nom Commune,Code Commune,Barycentre Commune
Rennes Sud,2028,,En études,,53,Bretagne,35,Ille-et-Vilaine,Projet Initial,NaTran,,Rennes,35238,"48.111680994, -1.681866956"
