Rentrée scolaire,Code région,Région,Code de l'académie,Académie,Code du département,Département,Code INSEE de la commune,Nom de la commune,UAI,Nom de l'établissement,Secteur,IPS,IPS national privé,IPS national public,IPS national,IPS académique privé,IPS académique public,IPS académique,IPS départemental privé,IPS départemental public,IPS départemental,num_ligne
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35088,CORPS NUDS,0351267M,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,122.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9668.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35310,SAINT SAUVEUR DES LANDES,0351421E,ECOLE PRIMAIRE PRIVEE FREDERIC OZANAM,privé sous contrat,106.5,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9710.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35334,THORIGNE FOUILLARD,0351443D,ECOLE PRIMAIRE PRIVEE STE ANNE,privé sous contrat,137.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9716.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351504V,ECOLE PRIMAIRE PRIVEE ADORATION,privé sous contrat,135.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9733.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351522P,ECOLE PRIMAIRE PRIVEE ST JEAN STE THERESE,privé sous contrat,133.4,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9737.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35351,LE VERGER,0351558D,ECOLE PRIMAIRE PRIVEE STE BERNADETTE,privé sous contrat,106.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9752.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351572U,ECOLE PRIMAIRE PRIVEE MONTESSORI,privé sous contrat,141.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9758.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35352,VERN SUR SEICHE,0351749L,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,126.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9834.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35208,ORGERES,0351862J,ECOLE ELEMENTAIRE PUBLIQUE LES GRAINS D ORGE,public,115.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9864.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35204,NOUVOITOU,0352056V,ECOLE PRIMAIRE PUBLIQUE LE CHENE CENTENAIRE,public,120.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9872.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35210,PACE,0352134E,ECOLE ELEMENTAIRE PUBLIQUE GUY GERARD,public,128.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9881.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352187M,ECOLE ELEMENTAIRE PUBLIQUE CLEMENCEAU,public,82.9,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9895.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352207J,ECOLE ELEMENTAIRE PUBLIQUE JEAN MOULIN,public,90.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9902.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35240,LE RHEU,0352324L,ECOLE ELEMENTAIRE PUBLIQUE LE CLOS JOURY,public,118,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9925.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352335Y,ECOLE PRIMAIRE PRIVEE STE BERNADETTE,privé sous contrat,128.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9928.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35066,CHARTRES DE BRETAGNE,0352344H,ECOLE PRIMAIRE PRIVEE STE MARIE,privé sous contrat,125.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9931.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35051,CESSON SEVIGNE,0352362C,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,140.1,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9938.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35076,CHAVAGNE,0352407B,ECOLE PRIMAIRE PRIVEE STE ANNE,privé sous contrat,117.9,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9959.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35240,LE RHEU,0352487N,ECOLE PRIMAIRE PRIVEE STE MARIE,privé sous contrat,121.1,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9973.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35055,CHANTEPIE,0352520Z,ECOLE PRIMAIRE PUBLIQUE LES LANDES,public,114.7,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9981.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352668K,ECOLE ELEMENTAIRE PUBLIQUE GANTELLES,public,97.5,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9989.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35001,ACIGNE,0350103X,ECOLE ELEMENTAIRE PUBLIQUE LE CHEVRE,public,131.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74209.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35058,LA CHAPELLE CHAUSSEE,0350173Y,ECOLE PRIMAIRE PUBLIQUE LE CHEMIN NEUF,public,114.8,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74222.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35059,LA CHAPELLE DES FOUGERETZ,0350174Z,ECOLE ELEMENTAIRE PUBLIQUE GEORGES MARTINAIS,public,123.8,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74223.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35088,CORPS NUDS,0350208L,ECOLE PRIMAIRE PUBLIQUE JACQUES YVES COUSTEAU,public,114.8,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74233.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35132,HIREL,0350288Y,ECOLE PRIMAIRE PUBLIQUE LE LONG SILLON,public,91,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74246.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35278,SAINT GREGOIRE,0350483K,ECOLE ELEMENTAIRE PUBLIQUE PAUL EMILE VICTOR,public,127.8,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74283.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350593E,ECOLE ELEMENTAIRE PUBLIQUE ALBERT DE MUN,public,138.4,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74307.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350627S,ECOLE ELEMENTAIRE PUBLIQUE DUCHESSE ANNE,public,134.9,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74318.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350632X,ECOLE ELEMENTAIRE PUBLIQUE COLOMBIER,public,93.2,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74320.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35351,LE VERGER,0350671P,ECOLE PRIMAIRE PUBLIQUE DE LA VALLEE DU ROHUEL,public,110.9,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74324.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35139,LAILLE,0351064S,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,127.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74351.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35170,MECE,0351099E,ECOLE PRIMAIRE PRIVEE NOTRE DAME DES VERTUS,privé sous contrat,NS,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74364.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351494J,ECOLE PRIMAIRE PRIVEE NOTRE DAME DU VIEUX COURS,privé sous contrat,128.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74475.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351512D,ECOLE PRIMAIRE PRIVEE STE JEANNE D ARC,privé sous contrat,140.8,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74479.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351516H,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,125.7,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74481.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351774N,ECOLE ELEMENTAIRE PUBLIQUE LIBERTE,public,122.9,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74588.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35266,SAINT ERBLON,0351786B,ECOLE PRIMAIRE PUBLIQUE LOUISE MICHEL,public,116.9,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74592.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35024,BETTON,0351806Y,ECOLE ELEMENTAIRE PUBLIQUE LES OMBLAIS,public,133.3,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74595.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351829Y,ECOLE ELEMENTAIRE PUBLIQUE LEON GRIMAULT,public,102.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74603.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35051,CESSON SEVIGNE,0351859F,ECOLE ELEMENTAIRE PUBLIQUE BEAUSOLEIL,public,135.3,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74606.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35208,ORGERES,0351862J,ECOLE ELEMENTAIRE PUBLIQUE LES GRAINS D ORGE,public,113.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74609.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351989X,ECOLE ELEMENTAIRE PUBLIQUE JULES ISAAC,public,119.4,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74614.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352199A,ECOLE ELEMENTAIRE PUBLIQUE GUILLEVIC,public,73.1,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74647.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352207J,ECOLE ELEMENTAIRE PUBLIQUE JEAN MOULIN,public,83.8,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74648.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352271D,ECOLE ELEMENTAIRE PUBLIQUE GUYENNE,public,71.4,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74659.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35024,BETTON,0352360A,ECOLE PRIMAIRE PRIVEE RAOUL FOLLEREAU,privé sous contrat,133.1,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74681.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35076,CHAVAGNE,0352407B,ECOLE PRIMAIRE PRIVEE STE ANNE,privé sous contrat,116.1,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74704.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35240,LE RHEU,0352487N,ECOLE PRIMAIRE PRIVEE STE MARIE,privé sous contrat,120.4,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74718.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352668K,ECOLE ELEMENTAIRE PUBLIQUE GANTELLES,public,95.1,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74734.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352877M,ECOLE PRIMAIRE PUBLIQUE NELSON MANDELA,public,93.9,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74753.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0353062N,ECOLE PRIMAIRE PUBLIQUE SIMONE VEIL,public,89.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74756.0
