Rentrée scolaire,Code région,Région,Code de l'académie,Académie,Code du département,Département,Code INSEE de la commune,Nom de la commune,UAI,Nom de l'établissement,Secteur,IPS,IPS national privé,IPS national public,IPS national,IPS académique privé,IPS académique public,IPS académique,IPS départemental privé,IPS départemental public,IPS départemental,num_ligne
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35208,ORGERES,0351151L,ECOLE PRIMAIRE PRIVEE LE SACRE COEUR,privé sous contrat,120.4,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41820.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35022,BECHEREL,0351182V,ECOLE ELEMENTAIRE PRIVEE NOTRE DAME,privé sous contrat,106.4,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41829.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35032,BOURGBARRE,0351197L,ECOLE PRIMAIRE PRIVEE L ARCHE DE NOE,privé sous contrat,126.8,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41835.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35047,BRUZ,0351214E,ECOLE PRIMAIRE PRIVEE LA PROVIDENCE CENTRE,privé sous contrat,135.3,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41841.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35059,LA CHAPELLE DES FOUGERETZ,0351230X,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,131.1,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41843.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35310,SAINT SAUVEUR DES LANDES,0351421E,ECOLE PRIMAIRE PRIVEE FREDERIC OZANAM,privé sous contrat,106.3,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41895.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351492G,ECOLE PRIMAIRE PRIVEE ST CLEMENT,privé sous contrat,123.5,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41916.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351515G,ECOLE PRIMAIRE PRIVEE ST LAURENT,privé sous contrat,105.1,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41922.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35351,LE VERGER,0351558D,ECOLE PRIMAIRE PRIVEE STE BERNADETTE,privé sous contrat,107.4,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41939.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35204,NOUVOITOU,0351707R,ECOLE PRIMAIRE PRIVEE ST MARTIN,privé sous contrat,116.3,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42002.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352187M,ECOLE ELEMENTAIRE PUBLIQUE CLEMENCEAU,public,82,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42081.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35024,BETTON,0352360A,ECOLE PRIMAIRE PRIVEE RAOUL FOLLEREAU,privé sous contrat,131,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42122.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35210,PACE,0352377U,ECOLE PRIMAIRE PRIVEE STE ANNE ST JOSEPH,privé sous contrat,136.3,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42133.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35352,VERN SUR SEICHE,0352387E,ECOLE ELEMENTAIRE PUBLIQUE LA CHALOTAIS,public,111.1,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42137.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35240,LE RHEU,0352487N,ECOLE PRIMAIRE PRIVEE STE MARIE,privé sous contrat,120.1,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42159.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352668K,ECOLE ELEMENTAIRE PUBLIQUE GANTELLES,public,94.5,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42175.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352670M,ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT,public,72.5,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42177.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352877M,ECOLE PRIMAIRE PUBLIQUE NELSON MANDELA,public,95.1,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42195.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35206,NOYAL CHATILLON SUR SEICHE,0352975U,ECOLE PRIMAIRE PUBLIQUE LE PETIT PRINCE,public,106.2,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42197.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35120,GEVEZE,0350266Z,ECOLE ELEMENTAIRE PUBLIQUE LEONARD DE VINCI,public,122.4,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9510.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35136,JANZE,0350296G,ECOLE ELEMENTAIRE PUBLIQUE LE CHAT PERCHE,public,109.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9515.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35250,SAINT ARMEL,0350445U,ECOLE PRIMAIRE PUBLIQUE LES BOSCHAUX,public,110.9,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9545.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350593E,ECOLE ELEMENTAIRE PUBLIQUE ALBERT DE MUN,public,137.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9572.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350596H,ECOLE ELEMENTAIRE PUBLIQUE OSCAR LEROUX,public,105.7,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9574.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350607V,ECOLE PRIMAIRE PUBLIQUE MAUCONSEIL,public,128,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9577.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350624N,ECOLE ELEMENTAIRE PUBLIQUE CONTOUR SAINT AUBIN,public,132.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9581.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350631W,ECOLE ELEMENTAIRE PUBLIQUE MOULIN DU COMTE,public,100.1,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9584.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35196,MORDELLES,0351022W,ECOLE ELEMENTAIRE PUBLIQUE LA CHESNAYE,public,107.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9603.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35245,ROMILLE,0351025Z,ECOLE ELEMENTAIRE PUBLIQUE JEAN DE LA FONTAINE,public,117.4,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9605.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35208,ORGERES,0351151L,ECOLE PRIMAIRE PRIVEE LE SACRE COEUR,privé sous contrat,119.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9637.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35032,BOURGBARRE,0351197L,ECOLE PRIMAIRE PRIVEE L ARCHE DE NOE,privé sous contrat,127.7,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9651.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35080,CINTRE,0351254Y,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,116,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9666.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35266,SAINT ERBLON,0351360N,ECOLE PRIMAIRE PRIVEE ST JEAN,privé sous contrat,122,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9689.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35275,SAINT GILLES,0351369Y,ECOLE PRIMAIRE PRIVEE LE SACRE COEUR,privé sous contrat,127.5,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9693.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351494J,ECOLE PRIMAIRE PRIVEE NOTRE DAME DU VIEUX COURS,privé sous contrat,128.1,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9730.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351502T,ECOLE PRIMAIRE PRIVEE ST VINCENT PROVIDENCE,privé sous contrat,142.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9732.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35245,ROMILLE,0351536E,ECOLE PRIMAIRE PRIVEE ST MARTIN,privé sous contrat,114.1,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9740.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35353,VEZIN LE COQUET,0351619V,ECOLE ELEMENTAIRE PUBLIQUE ERIC TABARLY,public,105.9,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9769.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35139,LAILLE,0351657L,ECOLE ELEMENTAIRE PUBLIQUE LEONARD DE VINCI,public,127.5,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9783.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35266,SAINT ERBLON,0351786B,ECOLE PRIMAIRE PUBLIQUE LOUISE MICHEL,public,119.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9847.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35131,L HERMITAGE,0351823S,ECOLE ELEMENTAIRE PUBLIQUE EUGENE ALLANIC,public,109.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9855.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35051,CESSON SEVIGNE,0351859F,ECOLE ELEMENTAIRE PUBLIQUE BEAUSOLEIL,public,134.9,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9861.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352055U,ECOLE ELEMENTAIRE PUBLIQUE LOUISE MICHEL,public,120.7,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9871.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35281,SAINT JACQUES DE LA LANDE,0352137H,ECOLE ELEMENTAIRE PUBLIQUE OLYMPE DE GOUGES,public,106.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9884.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352150X,ECOLE ELEMENTAIRE PUBLIQUE TORIGNE,public,69.4,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9886.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35235,RANNEE,0352245A,ECOLE PRIMAIRE PRIVEE STE ANNE,privé sous contrat,91.4,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9909.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352271D,ECOLE ELEMENTAIRE PUBLIQUE GUYENNE,public,73.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9914.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35352,VERN SUR SEICHE,0352386D,ECOLE ELEMENTAIRE PUBLIQUE NOËL DU FAIL,public,123.5,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9950.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352500C,ECOLE PRIMAIRE PRIVEE DIWAN,privé sous contrat,137.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9975.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35055,CHANTEPIE,0352521A,ECOLE ELEMENTAIRE PUBLIQUE LES DEUX RUISSEAUX,public,109.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9982.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352559S,ECOLE PRIMAIRE PUBLIQUE SONIA DELAUNAY,public,91.6,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9985.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35047,BRUZ,0352674S,ECOLE ELEMENTAIRE PUBLIQUE LE VERT BUISSON,public,119.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9993.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35230,POILLEY,0351479T,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,NS,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74471.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351502T,ECOLE PRIMAIRE PRIVEE ST VINCENT PROVIDENCE,privé sous contrat,145.2,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74477.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35351,LE VERGER,0351558D,ECOLE PRIMAIRE PRIVEE STE BERNADETTE,privé sous contrat,105.1,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74497.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351572U,ECOLE PRIMAIRE PRIVEE MONTESSORI,privé sous contrat,144.2,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74503.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35334,THORIGNE FOUILLARD,0351765D,ECOLE ELEMENTAIRE PUBLIQUE LES GRANDS PRES VERTS,public,124.9,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74587.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35024,BETTON,0351809B,ECOLE ELEMENTAIRE PUBLIQUE LA HAYE RENAUD,public,130.2,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74596.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35196,MORDELLES,0352038A,ECOLE ELEMENTAIRE PUBLIQUE LE GRETAY,public,116.7,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74616.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352136G,ECOLE ELEMENTAIRE PUBLIQUE CLOTEAUX,public,102.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74629.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35281,SAINT JACQUES DE LA LANDE,0352137H,ECOLE ELEMENTAIRE PUBLIQUE OLYMPE DE GOUGES,public,111,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74630.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352187M,ECOLE ELEMENTAIRE PUBLIQUE CLEMENCEAU,public,82,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74641.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35066,CHARTRES DE BRETAGNE,0352306S,ECOLE ELEMENTAIRE PUBLIQUE L AUDITOIRE,public,108.9,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74664.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35066,CHARTRES DE BRETAGNE,0352344H,ECOLE PRIMAIRE PRIVEE STE MARIE,privé sous contrat,130.7,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74676.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35210,PACE,0352353T,ECOLE PRIMAIRE PUBLIQUE LE HAUT CHEMIN,public,125.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74678.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35001,ACIGNE,0352358Y,ECOLE PRIMAIRE PRIVEE STE JEANNE D ARC,privé sous contrat,126.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74679.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35281,SAINT JACQUES DE LA LANDE,0352437J,ECOLE ELEMENTAIRE PUBLIQUE SUZANNE LACORE,public,94.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74711.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35055,CHANTEPIE,0352521A,ECOLE ELEMENTAIRE PUBLIQUE LES DEUX RUISSEAUX,public,107.3,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74727.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352559S,ECOLE PRIMAIRE PUBLIQUE SONIA DELAUNAY,public,90,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74730.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35047,BRUZ,0352674S,ECOLE PRIMAIRE PUBLIQUE LE VERT BUISSON,public,114.8,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74738.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0353082K,ECOLE PRIMAIRE PUBLIQUE TONI MORRISON,public,NS,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74757.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35079,CHEVAIGNE,0350195X,ECOLE PRIMAIRE PUBLIQUE JULES VERNE,public,125.3,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74229.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35080,CINTRE,0350196Y,ECOLE PRIMAIRE PUBLIQUE ARC EN CIEL,public,114.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74230.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35136,JANZE,0350296G,ECOLE ELEMENTAIRE PUBLIQUE LE CHAT PERCHE,public,111.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74248.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35189,MONTGERMONT,0350362D,ECOLE ELEMENTAIRE PUBLIQUE GERARD PHILIPE,public,124.3,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74262.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35240,LE RHEU,0350430C,ECOLE PRIMAIRE PUBLIQUE MOIGNE,public,127.4,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74275.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350592D,ECOLE ELEMENTAIRE PUBLIQUE JOSEPH LOTTE,public,119.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74306.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350602P,ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL,public,113.9,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74310.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350635A,ECOLE ELEMENTAIRE PUBLIQUE POTERIE,public,122,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74321.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350639E,ECOLE ELEMENTAIRE PUBLIQUE VILLENEUVE,public,142.7,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74323.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35150,LECOUSSE,0351072A,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,109.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74355.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35189,MONTGERMONT,0351126J,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,130.4,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74371.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35047,BRUZ,0351213D,ECOLE PRIMAIRE PRIVEE LA PROVIDENCE VERT BUISSON,privé sous contrat,128.7,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74396.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35206,NOYAL CHATILLON SUR SEICHE,0351245N,ECOLE PRIMAIRE PRIVEE ST AMAND,privé sous contrat,128.2,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74405.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35079,CHEVAIGNE,0351253X,ECOLE PRIMAIRE PRIVEE STE THERESE,privé sous contrat,136.2,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74406.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35088,CORPS NUDS,0351267M,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,120.2,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74410.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351504V,ECOLE PRIMAIRE PRIVEE ADORATION,privé sous contrat,142,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74478.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35206,NOYAL CHATILLON SUR SEICHE,0352975U,ECOLE PRIMAIRE PUBLIQUE LE PETIT PRINCE,public,99.9,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,10009.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35250,SAINT ARMEL,0350445U,ECOLE PRIMAIRE PUBLIQUE LES BOSCHAUX,public,111.7,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74278.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35315,SAINT SULPICE LA FORET,0350552K,ECOLE PRIMAIRE PUBLIQUE NIKI DE SAINT PHALLE,public,134.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74300.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350594F,ECOLE ELEMENTAIRE PUBLIQUE CHAMPION DE CICE,public,97.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74308.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350603R,ECOLE ELEMENTAIRE PUBLIQUE PABLO PICASSO,public,126.8,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74311.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350624N,ECOLE ELEMENTAIRE PUBLIQUE CONTOUR SAINT AUBIN,public,132.8,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74316.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350631W,ECOLE ELEMENTAIRE PUBLIQUE MOULIN DU COMTE,public,98.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74319.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35245,ROMILLE,0351025Z,ECOLE ELEMENTAIRE PUBLIQUE JEAN DE LA FONTAINE,public,117.9,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74340.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35208,ORGERES,0351151L,ECOLE PRIMAIRE PRIVEE LE SACRE COEUR,privé sous contrat,120.1,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74376.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35266,SAINT ERBLON,0351360N,ECOLE PRIMAIRE PRIVEE ST JEAN,privé sous contrat,129.2,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74431.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351492G,ECOLE PRIMAIRE PRIVEE ST CLEMENT,privé sous contrat,126.1,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74474.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351522P,ECOLE PRIMAIRE PRIVEE ST JEAN STE THERESE,privé sous contrat,135.1,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74482.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352810P,ECOLE PRIMAIRE PUBLIQUE ANDREE CHEDID,public,75.4,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,10004.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35206,NOYAL CHATILLON SUR SEICHE,0350188P,ECOLE PRIMAIRE PUBLIQUE LE CHAT PERCHE,public,117.5,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9494.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35076,CHAVAGNE,0350192U,ECOLE ELEMENTAIRE PUBLIQUE DE CHAVAGNE,public,110.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9495.0
