annee,coderegion,region,codedepartement,departement,codeepci,epci,codeinseecommune,codepostalcommune,commune,code_groupe,groupe_production,sous_groupe_production,production,nb_exp,surfab,surfc1,surfc2,surfc3,surfc123,surfbio
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35001,35690,ACIGNÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Seigle,2,11.25,0,0,0,0,11.25
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35001,35690,ACIGNÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Triticale,1,5.72,0,0,0,0,5.72
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35001,35690,ACIGNÉ,LE,Légumes frais,Légumes frais,Légumes frais plein champ,1,1.1,0,0,0,0,1.1
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35001,35690,ACIGNÉ,LE,Légumes frais,Légumes frais,Légumes frais sous abris,1,0.1,0,0,0,0,0.1
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35001,35690,ACIGNÉ,SF,Surfaces et cultures fourragères,Cultures fourragères,Maïs fourrager,1,5.98,0,0,0,0,5.98
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35001,35690,ACIGNÉ,SF,Surfaces et cultures fourragères,Cultures fourragères,Prairie temporaire,3,117.29,0,0,0,0,117.29
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35001,35690,ACIGNÉ,SF,Surfaces et cultures fourragères,Surfaces toujours en herbe,Prairie permanente,2,54.925,0,0,0,0,54.925
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35024,35830,BETTON,FR,Fruits (yc à coque),Fruits à noyau et à pépins,Autres fruits à pépins et à noyau n.c.a.,1,0.2,0,0,0,0,0.2
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35024,35830,BETTON,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Mélanges Céréaliers (sans légumineuses),1,7.45,0,0,0,0,7.45
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35024,35830,BETTON,SF,Surfaces et cultures fourragères,Cultures fourragères,Autres plantes et surfaces fourragères n.c.a.,1,1,0,0,0,0,1
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35024,35830,BETTON,SF,Surfaces et cultures fourragères,Cultures fourragères,Maïs fourrager,1,3.4,0,0,0,0,3.4
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35024,35830,BETTON,SF,Surfaces et cultures fourragères,Cultures fourragères,Prairie temporaire,1,32.21,0,0,0,0,32.21
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35024,35830,BETTON,SF,Surfaces et cultures fourragères,Surfaces toujours en herbe,Prairie permanente,1,11.95,0,0,0,0,11.95
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35032,35230,BOURGBARRÉ,AU,Autres surfaces,Hors liste,"Autres surfaces, parcours collectifs et zones de cueillette",1,0.81,0,0,0,0,0.81
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35032,35230,BOURGBARRÉ,AU,Autres surfaces,Hors liste,"Jachère, gel entrant en rotation (yc bandes tampon et surfaces non exploitées temporairement)",1,0.1,0,0,0,0,0.1
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35032,35230,BOURGBARRÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Blé tendre,1,2,0,0,0,0,2
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35032,35230,BOURGBARRÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Mélanges Céréaliers (sans légumineuses),1,11.4,0,0,0,0,11.4
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35032,35230,BOURGBARRÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Orges,1,4,0,0,0,0,4
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35032,35230,BOURGBARRÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Seigle,1,1.8,0,0,0,0,1.8
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35032,35230,BOURGBARRÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Protéagineux,"Fèves, sèches (yc féveroles)",1,5.5,0,0,0,0,5.5
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35032,35230,BOURGBARRÉ,SF,Surfaces et cultures fourragères,Cultures fourragères,Autres plantes et surfaces fourragères n.c.a.,1,5.26,0,0,0,0,5.26
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35032,35230,BOURGBARRÉ,SF,Surfaces et cultures fourragères,Cultures fourragères,Luzerne,1,6.38,0,0,0,0,6.38
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35032,35230,BOURGBARRÉ,SF,Surfaces et cultures fourragères,Cultures fourragères,Maïs fourrager,1,9,0,0,0,0,9
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35032,35230,BOURGBARRÉ,SF,Surfaces et cultures fourragères,Cultures fourragères,Prairie temporaire,2,44.65,0,0,0,0,44.65
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35032,35230,BOURGBARRÉ,SF,Surfaces et cultures fourragères,Surfaces toujours en herbe,Prairie permanente,1,1.83,0,0,0,0,1.83
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35039,35530,BRÉCÉ,AU,Autres surfaces,Hors liste,"Autres surfaces, parcours collectifs et zones de cueillette",1,0.5,0,0,0,0,0.5
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35039,35530,BRÉCÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Mélanges Céréaliers (sans légumineuses),1,9.15,0,0,0,0,9.15
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35039,35530,BRÉCÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Protéagineux,"Fèves, sèches (yc féveroles)",1,1,0,0,0,0,1
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35039,35530,BRÉCÉ,SF,Surfaces et cultures fourragères,Cultures fourragères,Autres plantes et surfaces fourragères n.c.a.,1,10.41,0,0,0,0,10.41
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35039,35530,BRÉCÉ,SF,Surfaces et cultures fourragères,Cultures fourragères,Maïs fourrager,1,2.15,0,0,0,0,2.15
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35039,35530,BRÉCÉ,SF,Surfaces et cultures fourragères,Cultures fourragères,Prairie temporaire,1,33.78,0,0,0,0,33.78
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35039,35530,BRÉCÉ,SF,Surfaces et cultures fourragères,Surfaces toujours en herbe,Parcours herbeux (hors estives collectives),1,1,0,1,0,1,2
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35051,35510,CESSON-SÉVIGNÉ,AU,Autres surfaces,Hors liste,"Autres surfaces, parcours collectifs et zones de cueillette",2,0.88,0,0,0,0,0.88
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35051,35510,CESSON-SÉVIGNÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Blé tendre,1,3.3,0,0,0,0,3.3
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35051,35510,CESSON-SÉVIGNÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Mélanges Céréaliers (sans légumineuses),2,6.3,0,0,0,0,6.3
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35051,35510,CESSON-SÉVIGNÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Orges,1,3.81,0,0,0,0,3.81
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35051,35510,CESSON-SÉVIGNÉ,SF,Surfaces et cultures fourragères,Cultures fourragères,Prairie temporaire,2,69.88,0,0,0,0,69.88
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35051,35510,CESSON-SÉVIGNÉ,SF,Surfaces et cultures fourragères,Surfaces toujours en herbe,Prairie permanente,1,1.9,0,0,0,0,1.9
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35055,35135,CHANTEPIE,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Blé tendre,1,5.67,0,0,0,0,5.67
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35055,35135,CHANTEPIE,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Mélanges Céréaliers (sans légumineuses),1,2.8,0,0,0,0,2.8
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35055,35135,CHANTEPIE,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Seigle,1,2.86,0,0,0,0,2.86
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35055,35135,CHANTEPIE,SF,Surfaces et cultures fourragères,Cultures fourragères,Prairie temporaire,2,61.16,0,0,0,0,61.16
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35055,35135,CHANTEPIE,SF,Surfaces et cultures fourragères,Surfaces toujours en herbe,Prairie permanente,2,30.01,0,0,0,0,30.01
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35076,35310,CHAVAGNE,AU,Autres surfaces,Hors liste,"Autres surfaces, parcours collectifs et zones de cueillette",1,0,0,1.45,0,1.45,1.45
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35076,35310,CHAVAGNE,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Blé tendre,1,2,0,0,0,0,2
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35076,35310,CHAVAGNE,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Maïs grain (hors maïs doux),1,3.72,0,0,0,0,3.72
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35076,35310,CHAVAGNE,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Mélanges Céréaliers (sans légumineuses),1,3.04,0,0,0,0,3.04
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35076,35310,CHAVAGNE,LE,Légumes frais,Légumes frais,Pommes de terre (hors féculière),1,0.29,0,0,0,0,0.29
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35076,35310,CHAVAGNE,SF,Surfaces et cultures fourragères,Cultures fourragères,Autres plantes et surfaces fourragères n.c.a.,1,2,0,0,0,0,2
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35076,35310,CHAVAGNE,SF,Surfaces et cultures fourragères,Cultures fourragères,Colza fourrager,1,1.87,0,0,0,0,1.87
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35076,35310,CHAVAGNE,SF,Surfaces et cultures fourragères,Cultures fourragères,Prairie temporaire,1,83.63,0,1.56,0,1.56,85.19
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35076,35310,CHAVAGNE,SF,Surfaces et cultures fourragères,Surfaces toujours en herbe,Prairie permanente,1,2.83,0,2,0,2,4.83
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35088,35150,CORPS-NUDS,AU,Autres surfaces,Hors liste,"Autres surfaces, parcours collectifs et zones de cueillette",1,0.15,0,0,0,0,0.15
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35088,35150,CORPS-NUDS,AU,Autres surfaces,Hors liste,"Jachère, gel entrant en rotation (yc bandes tampon et surfaces non exploitées temporairement)",1,1.685,0,0,0,0,1.685
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35088,35150,CORPS-NUDS,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Avoine,1,3.1,0,0,0,0,3.1
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35088,35150,CORPS-NUDS,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Blé tendre,1,7.2,0,0,0,0,7.2
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35088,35150,CORPS-NUDS,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Orges,1,1,0,0,0,0,1
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35088,35150,CORPS-NUDS,GCU,Céréales et oléoprotéagineux (yc légumes secs),Oléagineux,Lin (graines),1,1,0,0,0,0,1
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35088,35150,CORPS-NUDS,LE,Légumes frais,Légumes frais,Légumes frais sous abris,1,0.1,0,0,0,0,0.1
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35088,35150,CORPS-NUDS,SF,Surfaces et cultures fourragères,Cultures fourragères,Autres plantes et surfaces fourragères n.c.a.,1,1,0,0,0,0,1
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35088,35150,CORPS-NUDS,SF,Surfaces et cultures fourragères,Cultures fourragères,Prairie temporaire,1,24.41,0,0,0,0,24.41
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35088,35150,CORPS-NUDS,SF,Surfaces et cultures fourragères,Surfaces toujours en herbe,Prairie permanente,2,18.94,0,0,0,0,18.94
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35120,35850,GÉVEZÉ,FR,Fruits (yc à coque),Fruits à noyau et à pépins,Pommes,1,0,1.872,0,0,1.872,1.872
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35139,35890,LAILLÉ,AU,Autres surfaces,Hors liste,"Autres surfaces, parcours collectifs et zones de cueillette",2,1.99,0,0,0,0,1.99
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35139,35890,LAILLÉ,AU,Autres surfaces,Hors liste,"Jachère, gel entrant en rotation (yc bandes tampon et surfaces non exploitées temporairement)",1,1.94,0,0,0,0,1.94
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35139,35890,LAILLÉ,FR,Fruits (yc à coque),Fruits à noyau et à pépins,Pommes,1,0.4,0,0,0,0,0.4
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35139,35890,LAILLÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Avoine,1,1.5,0,0,0,0,1.5
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35139,35890,LAILLÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Blé tendre,1,10.02,0,0,0,0,10.02
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35139,35890,LAILLÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Mélanges Céréales-légumineuses,1,3.82,0,0,0,0,3.82
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35139,35890,LAILLÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Mélanges Céréaliers (sans légumineuses),1,0.9,0,0,0,0,0.9
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35139,35890,LAILLÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Orges,1,2.46,0,0,0,0,2.46
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35139,35890,LAILLÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Seigle,1,6.57,0,0,0,0,6.57
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35139,35890,LAILLÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Triticale,1,2.92,0,0,0,0,2.92
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35139,35890,LAILLÉ,SF,Surfaces et cultures fourragères,Cultures fourragères,Maïs fourrager,1,3.52,0,0,0,0,3.52
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35139,35890,LAILLÉ,SF,Surfaces et cultures fourragères,Cultures fourragères,Prairie temporaire,2,25.73,0,0,0,0,25.73
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35139,35890,LAILLÉ,SF,Surfaces et cultures fourragères,Surfaces toujours en herbe,Prairie permanente,3,65.12,0,0,0,0,65.12
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35180,35190,MINIAC-SOUS-BÉCHEREL,LE,Légumes frais,Légumes frais,Légumes frais plein champ,1,2.55,0,0,0,0,2.55
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35180,35190,MINIAC-SOUS-BÉCHEREL,LE,Légumes frais,Légumes frais,Légumes frais sous abris,1,0.5,0,0,0,0,0.5
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35180,35190,MINIAC-SOUS-BÉCHEREL,SF,Surfaces et cultures fourragères,Surfaces toujours en herbe,Prairie permanente,1,0.55,0,0,0,0,0.55
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35196,35310,MORDELLES,AU,Autres surfaces,Hors liste,"Autres surfaces, parcours collectifs et zones de cueillette",1,0.7,0,0,0,0,0.7
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35196,35310,MORDELLES,AU,Autres surfaces,Hors liste,"Jachère, gel entrant en rotation (yc bandes tampon et surfaces non exploitées temporairement)",1,2,0,0,0,0,2
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35196,35310,MORDELLES,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Maïs grain (hors maïs doux),1,1.8,0,0,0,0,1.8
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35196,35310,MORDELLES,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Mélanges Céréales-légumineuses,1,2.11,0,0,0,0,2.11
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35196,35310,MORDELLES,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Sarrasin,1,0.35,0,0,0,0,0.35
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35196,35310,MORDELLES,LE,Légumes frais,Légumes frais,Pommes de terre (hors féculière),1,0.3,0,0,0,0,0.3
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35196,35310,MORDELLES,SF,Surfaces et cultures fourragères,Cultures fourragères,Prairie temporaire,1,31,0,0,0,0,31
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35206,35230,NOYAL-CHÂTILLON-SUR-SEICHE,AU,Autres surfaces,Hors liste,"Autres surfaces, parcours collectifs et zones de cueillette",1,0.73,0,0,0,0,0.73
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35206,35230,NOYAL-CHÂTILLON-SUR-SEICHE,FR,Fruits (yc à coque),Fruits à noyau et à pépins,Pommes,1,0.73,0,0,0,0,0.73
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35206,35230,NOYAL-CHÂTILLON-SUR-SEICHE,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Mélanges Céréales-légumineuses,1,4.77,0,0,0,0,4.77
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35206,35230,NOYAL-CHÂTILLON-SUR-SEICHE,SF,Surfaces et cultures fourragères,Cultures fourragères,Luzerne,1,10.7,0,0,0,0,10.7
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35206,35230,NOYAL-CHÂTILLON-SUR-SEICHE,SF,Surfaces et cultures fourragères,Cultures fourragères,Maïs fourrager,1,8.1,0,0,0,0,8.1
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35206,35230,NOYAL-CHÂTILLON-SUR-SEICHE,SF,Surfaces et cultures fourragères,Cultures fourragères,Prairie temporaire,2,105.24,0,0,0,0,105.24
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35208,35230,ORGÈRES,SF,Surfaces et cultures fourragères,Cultures fourragères,Prairie temporaire,2,138.09,0,0,0,0,138.09
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35208,35230,ORGÈRES,SF,Surfaces et cultures fourragères,Surfaces toujours en herbe,Prairie permanente,1,37.15,0,0,0,0,37.15
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35210,35740,PACÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Avoine,1,5.46,0,0,0,0,5.46
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35210,35740,PACÉ,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Blé tendre,1,9.6,0,0,0,0,9.6
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35210,35740,PACÉ,SF,Surfaces et cultures fourragères,Cultures fourragères,Maïs fourrager,1,9.42,0,0,0,0,9.42
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35210,35740,PACÉ,SF,Surfaces et cultures fourragères,Cultures fourragères,Prairie temporaire,1,60.448,0,0,0,0,60.448
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35210,35740,PACÉ,SF,Surfaces et cultures fourragères,Surfaces toujours en herbe,Prairie permanente,1,5.06,0,0,0,0,5.06
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35216,35850,PARTHENAY-DE-BRETAGNE,AU,Autres surfaces,Hors liste,"Autres surfaces, parcours collectifs et zones de cueillette",1,0,0,0,0.19,0.19,0.19
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35216,35850,PARTHENAY-DE-BRETAGNE,FR,Fruits (yc à coque),Fruits à noyau et à pépins,Autres fruits à pépins et à noyau n.c.a.,1,0.15,0,0,0,0,0.15
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35216,35850,PARTHENAY-DE-BRETAGNE,FR,Fruits (yc à coque),Fruits à noyau et à pépins,Pommes,1,0,0.15,0,0,0.15,0.15
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35216,35850,PARTHENAY-DE-BRETAGNE,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Blé tendre,1,1.22,0,0,0,0,1.22
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35216,35850,PARTHENAY-DE-BRETAGNE,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Mélanges Céréaliers (sans légumineuses),1,0,3.35,0,0,3.35,3.35
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35216,35850,PARTHENAY-DE-BRETAGNE,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Orges,1,0,9.56,0,0,9.56,9.56
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35216,35850,PARTHENAY-DE-BRETAGNE,LE,Légumes frais,Légumes frais,Légumes frais plein champ,1,0,0.25,0,0,0.25,0.25
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35216,35850,PARTHENAY-DE-BRETAGNE,SF,Surfaces et cultures fourragères,Cultures fourragères,Maïs fourrager,1,0,4,0,0,4,4
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35216,35850,PARTHENAY-DE-BRETAGNE,SF,Surfaces et cultures fourragères,Cultures fourragères,Prairie temporaire,2,1.5,43.93,0,0,43.93,45.43
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35238,35000,RENNES,AU,Autres surfaces,Hors liste,"Jachère, gel entrant en rotation (yc bandes tampon et surfaces non exploitées temporairement)",1,0.4,0,0,0,0,0.4
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35238,35000,RENNES,LE,Légumes frais,Légumes frais,Légumes frais plein champ,1,2.9,0,0,0,0,2.9
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35238,35000,RENNES,LE,Légumes frais,Légumes frais,Légumes frais sous abris,1,0.5,0,0,0,0,0.5
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35238,35000,RENNES,SF,Surfaces et cultures fourragères,Surfaces toujours en herbe,Prairie permanente,1,1.8,0,0,0,0,1.8
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35240,35650,LE RHEU,AU,Autres surfaces,Hors liste,Engrais vert,1,0.6,0,0,0,0,0.6
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35240,35650,LE RHEU,FR,Fruits (yc à coque),Fruits à noyau et à pépins,Pommes,1,1.3,0,0,0,0,1.3
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35240,35650,LE RHEU,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Blé tendre,1,0.4,0,0,0,0,0.4
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35240,35650,LE RHEU,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Maïs grain (hors maïs doux),1,0.15,0,0,0,0,0.15
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35240,35650,LE RHEU,GCU,Céréales et oléoprotéagineux (yc légumes secs),Céréales,Sarrasin,1,1.8,0,0,0,0,1.8
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35240,35650,LE RHEU,LE,Légumes frais,Légumes frais,Épinards,1,0.05,0,0,0,0,0.05
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35240,35650,LE RHEU,LE,Légumes frais,Légumes frais,"Haricots, verts",1,0.1,0,0,0,0,0.1
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35240,35650,LE RHEU,LE,Légumes frais,Légumes frais,Légumes frais plein champ,1,1.75,0,0,0,0,1.75
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35240,35650,LE RHEU,LE,Légumes frais,Légumes frais,Légumes frais sous abris,1,0.1,0,0,0,0,0.1
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35240,35650,LE RHEU,SF,Surfaces et cultures fourragères,Surfaces toujours en herbe,Prairie permanente,1,1.98,0,0,0,0,1.98
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35245,35850,ROMILLÉ,AU,Autres surfaces,Hors liste,"Autres surfaces, parcours collectifs et zones de cueillette",1,0.95,0,0,0,0,0.95
2009,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,35245,35850,ROMILLÉ,FR,Fruits (yc à coque),Fruits à noyau et à pépins,Pommes,2,0.49,0,0,0.2,0.2,0.69
