CODGEO,LIBGEO,EPCI,LIBEPCI,DATE_ARRETE,NB_VP_RECHARGEABLES_EL,NB_VP_RECHARGEABLES_GAZ,NB_VP
35278,SAINT-GRÉGOIRE,243500139,Rennes Métropole,2021-09-30,333,0,10551
35278,SAINT-GRÉGOIRE,243500139,Rennes Métropole,2021-06-30,317,0,10561
35278,SAINT-GRÉGOIRE,243500139,Rennes Métropole,2021-03-31,275,0,10603
35278,SAINT-GRÉGOIRE,243500139,Rennes Métropole,2020-12-31,227,0,10589
35351,LE VERGER,243500139,Rennes Métropole,2025-09-30,29,0,1397
35351,LE VERGER,243500139,Rennes Métropole,2025-06-30,26,0,1394
35351,LE VERGER,243500139,Rennes Métropole,2025-03-31,24,0,1397
35351,LE VERGER,243500139,Rennes Métropole,2024-12-31,23,0,1380
35351,LE VERGER,243500139,Rennes Métropole,2024-09-30,21,0,1363
35351,LE VERGER,243500139,Rennes Métropole,2024-06-30,21,0,1352
35351,LE VERGER,243500139,Rennes Métropole,2024-03-31,16,0,1352
35351,LE VERGER,243500139,Rennes Métropole,2023-12-31,15,0,1349
35351,LE VERGER,243500139,Rennes Métropole,2023-09-30,15,0,1345
35351,LE VERGER,243500139,Rennes Métropole,2023-06-30,14,0,1337
35351,LE VERGER,243500139,Rennes Métropole,2023-03-31,13,0,1331
35351,LE VERGER,243500139,Rennes Métropole,2022-12-31,10,0,1339
35351,LE VERGER,243500139,Rennes Métropole,2022-09-30,9,0,1341
35351,LE VERGER,243500139,Rennes Métropole,2022-06-30,9,0,1327
35351,LE VERGER,243500139,Rennes Métropole,2022-03-31,9,0,1315
35351,LE VERGER,243500139,Rennes Métropole,2021-12-31,7,0,1324
35351,LE VERGER,243500139,Rennes Métropole,2021-09-30,5,0,1342
35351,LE VERGER,243500139,Rennes Métropole,2021-06-30,3,0,1346
35351,LE VERGER,243500139,Rennes Métropole,2021-03-31,3,0,1345
35351,LE VERGER,243500139,Rennes Métropole,2020-12-31,3,0,1327
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2025-09-30,399,1,8846
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2025-06-30,367,1,8842
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2025-03-31,360,1,8829
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2024-12-31,332,1,8770
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2024-09-30,318,1,8750
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2024-06-30,309,1,8749
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2024-03-31,285,1,8696
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2023-12-31,269,1,8675
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2023-09-30,235,1,8636
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2023-06-30,225,1,8577
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2023-03-31,202,1,8531
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2022-12-31,191,0,8512
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2022-09-30,165,0,8525
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2022-06-30,146,0,8526
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2022-03-31,131,0,8528
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2021-12-31,111,0,8506
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2021-09-30,81,0,8461
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2021-06-30,71,0,8448
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2021-03-31,59,0,8455
35352,VERN-SUR-SEICHE,243500139,Rennes Métropole,2020-12-31,56,0,8420
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2025-09-30,203,0,4806
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2025-06-30,187,0,4747
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2025-03-31,181,0,4647
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2024-12-31,170,0,4596
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2024-09-30,161,0,4575
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2024-06-30,159,0,4556
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2024-03-31,147,0,4508
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2023-12-31,137,0,4469
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2023-09-30,118,0,4442
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2023-06-30,112,0,4413
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2023-03-31,102,0,4379
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2022-12-31,93,0,4382
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2022-09-30,84,0,4372
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2022-06-30,82,0,4393
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2022-03-31,72,0,4369
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2021-12-31,67,0,4360
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2021-09-30,60,0,4355
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2021-06-30,55,0,4353
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2021-03-31,49,0,4357
35059,LA CHAPELLE-DES-FOUGERETZ,243500139,Rennes Métropole,2020-12-31,41,0,4331
35120,GÉVEZÉ,243500139,Rennes Métropole,2025-09-30,206,0,5488
35120,GÉVEZÉ,243500139,Rennes Métropole,2025-06-30,201,0,5433
35120,GÉVEZÉ,243500139,Rennes Métropole,2025-03-31,193,0,5400
35120,GÉVEZÉ,243500139,Rennes Métropole,2024-12-31,178,0,5390
35120,GÉVEZÉ,243500139,Rennes Métropole,2024-09-30,167,0,5375
35120,GÉVEZÉ,243500139,Rennes Métropole,2024-06-30,159,0,5321
35120,GÉVEZÉ,243500139,Rennes Métropole,2024-03-31,147,0,5320
35120,GÉVEZÉ,243500139,Rennes Métropole,2023-12-31,131,0,5264
35120,GÉVEZÉ,243500139,Rennes Métropole,2023-09-30,119,0,5245
35120,GÉVEZÉ,243500139,Rennes Métropole,2023-06-30,104,0,5201
35120,GÉVEZÉ,243500139,Rennes Métropole,2023-03-31,94,0,5179
35120,GÉVEZÉ,243500139,Rennes Métropole,2022-12-31,87,0,5106
35120,GÉVEZÉ,243500139,Rennes Métropole,2022-09-30,73,0,5082
35120,GÉVEZÉ,243500139,Rennes Métropole,2022-06-30,61,0,5053
35120,GÉVEZÉ,243500139,Rennes Métropole,2022-03-31,55,0,5037
35120,GÉVEZÉ,243500139,Rennes Métropole,2021-12-31,47,0,4995
35120,GÉVEZÉ,243500139,Rennes Métropole,2021-09-30,36,0,4993
35120,GÉVEZÉ,243500139,Rennes Métropole,2021-06-30,37,0,4957
35120,GÉVEZÉ,243500139,Rennes Métropole,2021-03-31,31,0,4925
35120,GÉVEZÉ,243500139,Rennes Métropole,2020-12-31,26,0,4903
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2025-09-30,123,0,3783
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2025-06-30,118,0,3766
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2025-03-31,114,0,3757
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2024-12-31,112,0,3762
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2024-09-30,98,0,3742
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2024-06-30,95,0,3740
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2024-03-31,94,0,3731
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2023-12-31,86,0,3723
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2023-09-30,80,0,3679
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2023-06-30,74,0,3685
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2023-03-31,67,0,3660
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2022-12-31,56,0,3636
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2022-09-30,46,0,3593
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2022-06-30,47,0,3567
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2022-03-31,44,0,3552
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2021-12-31,35,0,3519
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2021-09-30,31,0,3502
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2021-06-30,30,0,3479
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2021-03-31,27,0,3453
35150,LÉCOUSSE,200072452,CA Fougères Agglomération,2020-12-31,22,0,3439
35200,MOUTIERS,200039022,CA Vitré Communauté,2025-09-30,19,0,989
35200,MOUTIERS,200039022,CA Vitré Communauté,2025-06-30,19,0,986
35200,MOUTIERS,200039022,CA Vitré Communauté,2025-03-31,16,0,983
35200,MOUTIERS,200039022,CA Vitré Communauté,2024-12-31,17,0,977
35200,MOUTIERS,200039022,CA Vitré Communauté,2024-09-30,15,0,961
35200,MOUTIERS,200039022,CA Vitré Communauté,2024-06-30,13,0,951
35200,MOUTIERS,200039022,CA Vitré Communauté,2024-03-31,13,0,947
35200,MOUTIERS,200039022,CA Vitré Communauté,2023-12-31,10,0,945
35200,MOUTIERS,200039022,CA Vitré Communauté,2023-09-30,10,0,944
35200,MOUTIERS,200039022,CA Vitré Communauté,2023-06-30,9,0,929
35200,MOUTIERS,200039022,CA Vitré Communauté,2023-03-31,8,0,926
35200,MOUTIERS,200039022,CA Vitré Communauté,2022-12-31,7,0,925
35200,MOUTIERS,200039022,CA Vitré Communauté,2022-09-30,6,0,917
35200,MOUTIERS,200039022,CA Vitré Communauté,2022-06-30,4,0,907
35200,MOUTIERS,200039022,CA Vitré Communauté,2022-03-31,3,0,898
35200,MOUTIERS,200039022,CA Vitré Communauté,2021-12-31,3,0,904
35200,MOUTIERS,200039022,CA Vitré Communauté,2021-09-30,3,0,897
35200,MOUTIERS,200039022,CA Vitré Communauté,2021-06-30,3,0,900
35200,MOUTIERS,200039022,CA Vitré Communauté,2021-03-31,2,0,899
35200,MOUTIERS,200039022,CA Vitré Communauté,2020-12-31,1,0,908
35204,NOUVOITOU,243500139,Rennes Métropole,2025-09-30,121,0,3642
35204,NOUVOITOU,243500139,Rennes Métropole,2025-06-30,117,0,3643
35204,NOUVOITOU,243500139,Rennes Métropole,2025-03-31,115,0,3637
35204,NOUVOITOU,243500139,Rennes Métropole,2024-12-31,107,0,3607
35204,NOUVOITOU,243500139,Rennes Métropole,2024-09-30,103,0,3608
35204,NOUVOITOU,243500139,Rennes Métropole,2024-06-30,94,0,3573
35204,NOUVOITOU,243500139,Rennes Métropole,2024-03-31,92,0,3560
35204,NOUVOITOU,243500139,Rennes Métropole,2023-12-31,87,0,3545
35204,NOUVOITOU,243500139,Rennes Métropole,2023-09-30,82,0,3536
35204,NOUVOITOU,243500139,Rennes Métropole,2023-06-30,76,0,3539
35204,NOUVOITOU,243500139,Rennes Métropole,2023-03-31,67,0,3512
35204,NOUVOITOU,243500139,Rennes Métropole,2022-12-31,62,0,3481
35204,NOUVOITOU,243500139,Rennes Métropole,2022-09-30,56,0,3435
35204,NOUVOITOU,243500139,Rennes Métropole,2022-06-30,52,0,3398
35204,NOUVOITOU,243500139,Rennes Métropole,2022-03-31,45,0,3407
35204,NOUVOITOU,243500139,Rennes Métropole,2021-12-31,40,0,3383
35204,NOUVOITOU,243500139,Rennes Métropole,2021-09-30,38,0,3375
35204,NOUVOITOU,243500139,Rennes Métropole,2021-06-30,35,0,3345
35204,NOUVOITOU,243500139,Rennes Métropole,2021-03-31,29,0,3340
35204,NOUVOITOU,243500139,Rennes Métropole,2020-12-31,28,0,3313
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2025-09-30,631,0,14552
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2025-06-30,618,0,14687
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2025-03-31,609,0,14696
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2024-12-31,587,0,14651
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2024-09-30,568,0,14548
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2024-06-30,559,0,14496
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2024-03-31,527,0,14382
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2023-12-31,506,0,14429
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2023-09-30,477,0,14398
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2023-06-30,439,0,14252
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2023-03-31,411,0,14232
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2022-12-31,387,0,14121
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2022-09-30,360,0,14088
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2022-06-30,347,0,14106
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2022-03-31,335,0,14014
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2021-12-31,266,0,13845
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2021-09-30,234,0,13746
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2021-06-30,170,0,13532
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2021-03-31,151,0,13301
35281,SAINT-JACQUES-DE-LA-LANDE,243500139,Rennes Métropole,2020-12-31,143,0,13294
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2025-09-30,319,8,7790
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2025-06-30,312,8,7750
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2025-03-31,305,8,7753
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2024-12-31,290,8,7727
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2024-09-30,283,8,7703
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2024-06-30,272,8,7691
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2024-03-31,248,8,7682
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2023-12-31,230,8,7685
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2023-09-30,203,5,7639
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2023-06-30,193,3,7604
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2023-03-31,185,3,7586
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2022-12-31,167,3,7577
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2022-09-30,151,3,7562
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2022-06-30,142,3,7554
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2022-03-31,124,3,7548
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2021-12-31,109,3,7555
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2021-09-30,98,3,7563
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2021-06-30,86,3,7550
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2021-03-31,75,3,7526
35334,THORIGNÉ-FOUILLARD,243500139,Rennes Métropole,2020-12-31,64,3,7528
35039,BRÉCÉ,243500139,Rennes Métropole,2025-09-30,113,0,2261
35039,BRÉCÉ,243500139,Rennes Métropole,2025-06-30,115,0,2267
35039,BRÉCÉ,243500139,Rennes Métropole,2025-03-31,111,0,2247
35039,BRÉCÉ,243500139,Rennes Métropole,2024-12-31,109,0,2241
35039,BRÉCÉ,243500139,Rennes Métropole,2024-09-30,105,0,2233
35039,BRÉCÉ,243500139,Rennes Métropole,2024-06-30,101,0,2243
35039,BRÉCÉ,243500139,Rennes Métropole,2024-03-31,94,0,2218
35039,BRÉCÉ,243500139,Rennes Métropole,2023-12-31,91,0,2216
35039,BRÉCÉ,243500139,Rennes Métropole,2023-09-30,85,0,2203
35039,BRÉCÉ,243500139,Rennes Métropole,2023-06-30,78,0,2185
35039,BRÉCÉ,243500139,Rennes Métropole,2023-03-31,74,0,2181
35039,BRÉCÉ,243500139,Rennes Métropole,2022-12-31,67,0,2158
35039,BRÉCÉ,243500139,Rennes Métropole,2022-09-30,60,0,2137
35039,BRÉCÉ,243500139,Rennes Métropole,2022-06-30,49,0,2117
35039,BRÉCÉ,243500139,Rennes Métropole,2022-03-31,37,0,2096
35039,BRÉCÉ,243500139,Rennes Métropole,2021-12-31,31,0,2093
35039,BRÉCÉ,243500139,Rennes Métropole,2021-09-30,28,0,2077
35039,BRÉCÉ,243500139,Rennes Métropole,2021-06-30,24,0,2047
35039,BRÉCÉ,243500139,Rennes Métropole,2021-03-31,15,0,2028
35039,BRÉCÉ,243500139,Rennes Métropole,2020-12-31,15,0,2012
35047,BRUZ,243500139,Rennes Métropole,2025-09-30,859,0,17973
35047,BRUZ,243500139,Rennes Métropole,2025-06-30,878,0,17941
35047,BRUZ,243500139,Rennes Métropole,2025-03-31,791,0,17901
35047,BRUZ,243500139,Rennes Métropole,2024-12-31,774,0,17990
35047,BRUZ,243500139,Rennes Métropole,2024-09-30,781,0,18007
35047,BRUZ,243500139,Rennes Métropole,2024-06-30,776,0,18061
35047,BRUZ,243500139,Rennes Métropole,2024-03-31,723,0,18001
35047,BRUZ,243500139,Rennes Métropole,2023-12-31,690,0,18072
35047,BRUZ,243500139,Rennes Métropole,2023-09-30,638,0,18011
35047,BRUZ,243500139,Rennes Métropole,2023-06-30,592,0,17988
35047,BRUZ,243500139,Rennes Métropole,2023-03-31,577,0,18029
35047,BRUZ,243500139,Rennes Métropole,2022-12-31,543,0,18037
35047,BRUZ,243500139,Rennes Métropole,2022-09-30,526,1,18080
35047,BRUZ,243500139,Rennes Métropole,2022-06-30,501,0,18129
35047,BRUZ,243500139,Rennes Métropole,2022-03-31,484,0,18037
35047,BRUZ,243500139,Rennes Métropole,2021-12-31,397,0,17927
35047,BRUZ,243500139,Rennes Métropole,2021-09-30,313,0,17616
35047,BRUZ,243500139,Rennes Métropole,2021-06-30,248,0,17319
35047,BRUZ,243500139,Rennes Métropole,2021-03-31,174,0,16716
35047,BRUZ,243500139,Rennes Métropole,2020-12-31,121,0,16275
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2025-09-30,52,0,2390
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2025-06-30,51,0,2384
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2025-03-31,48,0,2387
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2024-12-31,49,0,2368
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2024-09-30,44,0,2357
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2024-06-30,43,0,2354
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2024-03-31,40,0,2347
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2023-12-31,32,0,2337
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2023-09-30,29,0,2315
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2023-06-30,26,0,2305
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2023-03-31,22,0,2299
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2022-12-31,19,0,2289
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2022-09-30,19,0,2300
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2022-06-30,16,0,2284
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2022-03-31,14,0,2291
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2021-12-31,13,0,2272
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2021-09-30,10,0,2250
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2021-06-30,11,0,2230
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2021-03-31,7,0,2231
35065,LA CHAPELLE-THOUARAULT,243500139,Rennes Métropole,2020-12-31,6,0,2223
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2025-09-30,88,0,2279
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2025-06-30,85,0,2258
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2025-03-31,85,0,2256
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2024-12-31,83,0,2260
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2024-09-30,83,0,2261
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2024-06-30,83,0,2254
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2024-03-31,81,0,2247
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2023-12-31,75,0,2236
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2023-09-30,64,0,2235
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2023-06-30,56,0,2228
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2023-03-31,55,0,2224
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2022-12-31,49,0,2198
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2022-09-30,44,0,2222
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2022-06-30,41,0,2220
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2022-03-31,34,0,2229
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2021-12-31,28,0,2230
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2021-09-30,20,0,2213
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2021-06-30,18,0,2190
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2021-03-31,13,0,2185
35079,CHEVAIGNÉ,243500139,Rennes Métropole,2020-12-31,11,0,2176
35131,L'HERMITAGE,243500139,Rennes Métropole,2025-09-30,113,0,4400
35131,L'HERMITAGE,243500139,Rennes Métropole,2025-06-30,111,0,4422
35131,L'HERMITAGE,243500139,Rennes Métropole,2025-03-31,114,0,4393
35131,L'HERMITAGE,243500139,Rennes Métropole,2024-12-31,106,0,4400
35131,L'HERMITAGE,243500139,Rennes Métropole,2024-09-30,97,0,4364
35131,L'HERMITAGE,243500139,Rennes Métropole,2024-06-30,91,0,4370
35131,L'HERMITAGE,243500139,Rennes Métropole,2024-03-31,84,0,4341
35131,L'HERMITAGE,243500139,Rennes Métropole,2023-12-31,76,0,4317
35131,L'HERMITAGE,243500139,Rennes Métropole,2023-09-30,62,0,4277
35131,L'HERMITAGE,243500139,Rennes Métropole,2023-06-30,57,0,4286
35131,L'HERMITAGE,243500139,Rennes Métropole,2023-03-31,55,0,4286
35131,L'HERMITAGE,243500139,Rennes Métropole,2022-12-31,53,0,4264
35131,L'HERMITAGE,243500139,Rennes Métropole,2022-09-30,44,0,4246
35131,L'HERMITAGE,243500139,Rennes Métropole,2022-06-30,35,0,4263
35131,L'HERMITAGE,243500139,Rennes Métropole,2022-03-31,31,0,4248
35131,L'HERMITAGE,243500139,Rennes Métropole,2021-12-31,27,1,4216
35131,L'HERMITAGE,243500139,Rennes Métropole,2021-09-30,23,1,4205
35131,L'HERMITAGE,243500139,Rennes Métropole,2021-06-30,19,1,4184
35131,L'HERMITAGE,243500139,Rennes Métropole,2021-03-31,16,1,4156
35131,L'HERMITAGE,243500139,Rennes Métropole,2020-12-31,12,1,4145
35139,LAILLÉ,243500139,Rennes Métropole,2025-09-30,172,1,5315
35139,LAILLÉ,243500139,Rennes Métropole,2025-06-30,167,1,5277
35139,LAILLÉ,243500139,Rennes Métropole,2025-03-31,160,1,5275
35139,LAILLÉ,243500139,Rennes Métropole,2024-12-31,161,1,5254
35139,LAILLÉ,243500139,Rennes Métropole,2024-09-30,147,1,5210
35139,LAILLÉ,243500139,Rennes Métropole,2024-06-30,137,1,5208
35139,LAILLÉ,243500139,Rennes Métropole,2024-03-31,128,1,5167
35139,LAILLÉ,243500139,Rennes Métropole,2023-12-31,115,1,5188
35139,LAILLÉ,243500139,Rennes Métropole,2023-09-30,94,1,5134
35139,LAILLÉ,243500139,Rennes Métropole,2023-06-30,89,1,5101
35139,LAILLÉ,243500139,Rennes Métropole,2023-03-31,88,1,5106
35139,LAILLÉ,243500139,Rennes Métropole,2022-12-31,82,1,5082
35139,LAILLÉ,243500139,Rennes Métropole,2022-09-30,71,1,5075
35139,LAILLÉ,243500139,Rennes Métropole,2022-06-30,70,1,5038
35139,LAILLÉ,243500139,Rennes Métropole,2022-03-31,63,1,5040
35139,LAILLÉ,243500139,Rennes Métropole,2021-12-31,59,1,5027
35139,LAILLÉ,243500139,Rennes Métropole,2021-09-30,47,1,4992
35139,LAILLÉ,243500139,Rennes Métropole,2021-06-30,41,1,4995
35139,LAILLÉ,243500139,Rennes Métropole,2021-03-31,32,1,4988
35139,LAILLÉ,243500139,Rennes Métropole,2020-12-31,25,1,4975
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2025-09-30,6,0,297
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2025-06-30,6,0,297
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2025-03-31,5,0,299
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2024-12-31,5,0,299
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2024-09-30,4,0,286
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2024-06-30,4,0,286
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2024-03-31,4,0,283
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2023-12-31,4,0,283
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2023-09-30,3,0,288
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2023-06-30,3,0,283
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2023-03-31,3,0,279
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2022-12-31,2,0,277
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2022-09-30,2,0,281
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2022-06-30,2,0,279
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2022-03-31,2,0,280
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2021-12-31,2,0,277
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2021-09-30,1,0,275
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2021-06-30,1,0,269
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2021-03-31,0,0,269
35160,LOUTEHEL,200043990,CC Vallons de Haute-Bretagne Communauté,2020-12-31,0,0,263
