date,operateur,op_code,region,departement,code_postal,code_insee,commune,lat,long,voix2g,voix3g,voix4g,data3g,data4g,data5g,voix,data,propre,detail,debut_voix,fin_voix,debut_data,fin_data,debut,fin
2020-12-28,SFR,sfr,,35,,35051,CESSON SEVIGNE,48.103333333333,-1.6183333333333,,,,,,,HS,HS,,,,,,,,
