date_mesure,geocode_epci,libelle_epci,valeur
2011-01-01T00:00:00.000,243500139,Rennes Métropole,153979.43346222717
2022-01-01T00:00:00.000,243500139,Rennes Métropole,181236.12175503312
2016-01-01T00:00:00.000,243500139,Rennes Métropole,165929.11630298733
