batiment_groupe_id;code_departement_insee;millesime;nb_pdl_res;nb_pdl_pro;nb_pdl_tot;conso_res;conso_pro;conso_tot;conso_res_par_pdl;conso_pro_par_pdl;conso_tot_par_pdl
bdnb-bg-2Y7L-3QE5-HGAN;35;2019;33.000;0.000;33.000;170528.800;0.000;170528.800;5167.539;;5167.539
bdnb-bg-2Y7L-3QE5-HGAN;35;2020;33.000;0.000;33.000;149574.300;0.000;149574.300;4532.555;;4532.555
bdnb-bg-2Y7L-3QE5-HGAN;35;2021;33.000;0.000;33.000;172695.500;0.000;172695.500;5233.197;;5233.197
bdnb-bg-2Y7L-3QE5-HGAN;35;2022;33.000;0.000;33.000;163973.300;0.000;163973.300;4968.888;;4968.888
bdnb-bg-2Y7L-3QE5-HGAN;35;2023;33.000;0.000;33.000;138340.900;0.000;138340.900;4192.148;;4192.148
bdnb-bg-2Y7L-3QE5-HGAN;35;2024;33.000;0.000;33.000;141875.200;0.000;141875.200;4299.248;;4299.248
bdnb-bg-2YRF-QDJR-TWDK;35;2018;20.000;0.000;20.000;153943.800;0.000;153943.800;7697.190;;7697.190
bdnb-bg-2YRF-QDJR-TWDK;35;2019;20.000;0.000;20.000;146473.600;0.000;146473.600;7323.680;;7323.680
bdnb-bg-2YRF-QDJR-TWDK;35;2020;20.000;0.000;20.000;146989.900;0.000;146989.900;7349.495;;7349.495
bdnb-bg-2YRF-QDJR-TWDK;35;2021;20.000;0.000;20.000;157921.200;0.000;157921.200;7896.060;;7896.060
bdnb-bg-2YRF-QDJR-TWDK;35;2022;20.000;0.000;20.000;136491.600;0.000;136491.600;6824.580;;6824.580
bdnb-bg-2YRF-QDJR-TWDK;35;2023;20.000;0.000;20.000;119906.900;0.000;119906.900;5995.345;;5995.345
bdnb-bg-2YRF-QDJR-TWDK;35;2024;20.000;0.000;20.000;126376.200;0.000;126376.200;6318.810;;6318.810
bdnb-bg-2Z73-EK9S-UF1U;35;2018;14.000;0.000;14.000;80639.400;0.000;80639.400;5759.957;;5759.957
bdnb-bg-2Z73-EK9S-UF1U;35;2019;14.000;0.000;14.000;79140.200;0.000;79140.200;5652.871;;5652.871
bdnb-bg-2Z73-EK9S-UF1U;35;2020;14.000;0.000;14.000;82159.900;0.000;82159.900;5868.564;;5868.564
bdnb-bg-2Z73-EK9S-UF1U;35;2021;14.000;0.000;14.000;90741.700;0.000;90741.700;6481.550;;6481.550
bdnb-bg-2Z73-EK9S-UF1U;35;2022;14.000;0.000;14.000;74404.800;0.000;74404.800;5314.629;;5314.629
bdnb-bg-2Z73-EK9S-UF1U;35;2023;14.000;0.000;14.000;75186.000;0.000;75186.000;5370.429;;5370.429
bdnb-bg-2Z73-EK9S-UF1U;35;2024;14.000;0.000;14.000;68493.400;0.000;68493.400;4892.386;;4892.386
bdnb-bg-2ZYF-8UJM-P1G1;35;2018;15.000;0.000;15.000;123030.300;0.000;123030.300;8202.020;;8202.020
bdnb-bg-2ZYF-8UJM-P1G1;35;2019;15.000;0.000;15.000;119400.800;0.000;119400.800;7960.053;;7960.053
bdnb-bg-2ZYF-8UJM-P1G1;35;2020;15.000;0.000;15.000;119426.500;0.000;119426.500;7961.767;;7961.767
bdnb-bg-2ZYF-8UJM-P1G1;35;2021;15.000;0.000;15.000;129976.700;0.000;129976.700;8665.113;;8665.113
bdnb-bg-2ZYF-8UJM-P1G1;35;2022;15.000;0.000;15.000;105272.600;0.000;105272.600;7018.173;;7018.173
bdnb-bg-2ZYF-8UJM-P1G1;35;2023;15.000;0.000;15.000;95861.200;0.000;95861.200;6390.747;;6390.747
bdnb-bg-2ZYF-8UJM-P1G1;35;2024;15.000;0.000;15.000;88994.500;0.000;88994.500;5932.967;;5932.967
bdnb-bg-2ZZ3-36Q4-KWNF;35;2018;23.000;0.000;23.000;132177.900;0.000;132177.900;5746.865;;5746.865
bdnb-bg-2ZZ3-36Q4-KWNF;35;2019;23.000;0.000;23.000;131224.000;0.000;131224.000;5705.391;;5705.391
bdnb-bg-2ZZ3-36Q4-KWNF;35;2020;23.000;0.000;23.000;139702.500;0.000;139702.500;6074.022;;6074.022
bdnb-bg-2ZZ3-36Q4-KWNF;35;2021;23.000;0.000;23.000;156073.000;0.000;156073.000;6785.783;;6785.783
bdnb-bg-2ZZ3-36Q4-KWNF;35;2022;23.000;0.000;23.000;119553.100;0.000;119553.100;5197.961;;5197.961
bdnb-bg-2ZZ3-36Q4-KWNF;35;2023;23.000;0.000;23.000;109619.200;0.000;109619.200;4766.052;;4766.052
bdnb-bg-2ZZ3-36Q4-KWNF;35;2024;23.000;0.000;23.000;106534.100;0.000;106534.100;4631.917;;4631.917
bdnb-bg-2ZZ3-ES8L-AT3U;35;2018;1.000;0.000;1.000;246775.600;0.000;246775.600;246775.600;;246775.600
bdnb-bg-2ZZ3-ES8L-AT3U;35;2019;1.000;0.000;1.000;229376.900;0.000;229376.900;229376.900;;229376.900
bdnb-bg-2ZZ3-ES8L-AT3U;35;2020;1.000;0.000;1.000;214520.900;0.000;214520.900;214520.900;;214520.900
bdnb-bg-2ZZ3-ES8L-AT3U;35;2022;1.000;0.000;1.000;211466.100;0.000;211466.100;211466.100;;211466.100
bdnb-bg-3132-ETSF-6Z4T;35;2023;12.000;0.000;12.000;18175.100;0.000;18175.100;1514.592;;1514.592
bdnb-bg-3132-ETSF-6Z4T;35;2024;12.000;0.000;12.000;30232.200;0.000;30232.200;2519.350;;2519.350
bdnb-bg-324V-HWCN-6N1W;35;2018;10.000;0.000;10.000;39413.100;0.000;39413.100;3941.310;;3941.310
bdnb-bg-324V-HWCN-6N1W;35;2019;10.000;0.000;10.000;39030.600;0.000;39030.600;3903.060;;3903.060
bdnb-bg-324V-HWCN-6N1W;35;2020;10.000;0.000;10.000;34726.100;0.000;34726.100;3472.610;;3472.610
bdnb-bg-324V-HWCN-6N1W;35;2021;10.000;0.000;10.000;40906.800;0.000;40906.800;4090.680;;4090.680
bdnb-bg-324V-HWCN-6N1W;35;2022;10.000;0.000;10.000;31157.700;0.000;31157.700;3115.770;;3115.770
bdnb-bg-324V-HWCN-6N1W;35;2023;10.000;0.000;10.000;32799.300;0.000;32799.300;3279.930;;3279.930
bdnb-bg-324V-HWCN-6N1W;35;2024;10.000;0.000;10.000;35612.100;0.000;35612.100;3561.210;;3561.210
bdnb-bg-32AL-N2UW-9277;35;2018;28.000;0.000;28.000;138839.300;0.000;138839.300;4958.546;;4958.546
bdnb-bg-32AL-N2UW-9277;35;2019;28.000;0.000;28.000;134778.000;0.000;134778.000;4813.500;;4813.500
bdnb-bg-32AL-N2UW-9277;35;2020;28.000;0.000;28.000;136651.200;0.000;136651.200;4880.400;;4880.400
bdnb-bg-32AL-N2UW-9277;35;2021;28.000;0.000;28.000;148395.500;0.000;148395.500;5299.839;;5299.839
bdnb-bg-32AL-N2UW-9277;35;2022;28.000;0.000;28.000;119706.400;0.000;119706.400;4275.229;;4275.229
bdnb-bg-32AL-N2UW-9277;35;2023;28.000;0.000;28.000;121809.900;0.000;121809.900;4350.354;;4350.354
bdnb-bg-32AL-N2UW-9277;35;2024;28.000;0.000;28.000;114020.900;0.000;114020.900;4072.175;;4072.175
bdnb-bg-32GV-A1NL-VE4A;35;2018;13.000;0.000;13.000;86869.100;0.000;86869.100;6682.238;;6682.238
bdnb-bg-32GV-A1NL-VE4A;35;2019;13.000;0.000;13.000;89134.900;0.000;89134.900;6856.531;;6856.531
bdnb-bg-32GV-A1NL-VE4A;35;2020;13.000;0.000;13.000;85306.500;0.000;85306.500;6562.038;;6562.038
bdnb-bg-32GV-A1NL-VE4A;35;2021;13.000;0.000;13.000;94224.900;0.000;94224.900;7248.069;;7248.069
bdnb-bg-32GV-A1NL-VE4A;35;2022;13.000;0.000;13.000;81672.500;0.000;81672.500;6282.500;;6282.500
bdnb-bg-32GV-A1NL-VE4A;35;2023;13.000;0.000;13.000;79203.000;0.000;79203.000;6092.538;;6092.538
bdnb-bg-32GV-A1NL-VE4A;35;2024;13.000;0.000;13.000;81231.200;0.000;81231.200;6248.554;;6248.554
bdnb-bg-32L3-GMCM-V8F3;35;2018;14.000;0.000;14.000;69621.300;0.000;69621.300;4972.950;;4972.950
bdnb-bg-32L3-GMCM-V8F3;35;2019;14.000;0.000;14.000;63730.300;0.000;63730.300;4552.164;;4552.164
bdnb-bg-32L3-GMCM-V8F3;35;2020;14.000;0.000;14.000;58835.600;0.000;58835.600;4202.543;;4202.543
bdnb-bg-32L3-GMCM-V8F3;35;2021;14.000;0.000;14.000;64645.400;0.000;64645.400;4617.529;;4617.529
bdnb-bg-32L3-GMCM-V8F3;35;2022;14.000;0.000;14.000;54525.600;0.000;54525.600;3894.686;;3894.686
bdnb-bg-32L3-GMCM-V8F3;35;2023;14.000;0.000;14.000;54149.100;0.000;54149.100;3867.793;;3867.793
bdnb-bg-32L3-GMCM-V8F3;35;2024;14.000;0.000;14.000;54332.600;0.000;54332.600;3880.900;;3880.900
bdnb-bg-334T-RL9Y-JM12;35;2018;1.000;0.000;1.000;70779.400;0.000;70779.400;70779.400;;70779.400
bdnb-bg-33AV-K2PH-CXUP;35;2018;10.000;0.000;10.000;52220.500;0.000;52220.500;5222.050;;5222.050
bdnb-bg-33AV-K2PH-CXUP;35;2019;10.000;0.000;10.000;50905.600;0.000;50905.600;5090.560;;5090.560
bdnb-bg-33AV-K2PH-CXUP;35;2020;10.000;0.000;10.000;47529.900;0.000;47529.900;4752.990;;4752.990
bdnb-bg-33AV-K2PH-CXUP;35;2021;10.000;0.000;10.000;57645.100;0.000;57645.100;5764.510;;5764.510
bdnb-bg-33AV-K2PH-CXUP;35;2022;10.000;0.000;10.000;41324.600;0.000;41324.600;4132.460;;4132.460
bdnb-bg-33AV-K2PH-CXUP;35;2023;10.000;0.000;10.000;39146.600;0.000;39146.600;3914.660;;3914.660
bdnb-bg-33AV-K2PH-CXUP;35;2024;10.000;0.000;10.000;43114.300;0.000;43114.300;4311.430;;4311.430
bdnb-bg-33Z1-TCC2-PDLZ;35;2018;0.000;2.640;2.640;0.000;2641716.790;2641716.790;;1000650.299;1000650.299
bdnb-bg-33Z1-TCC2-PDLZ;35;2019;0.000;2.640;2.640;0.000;2661523.390;2661523.390;;1008152.799;1008152.799
bdnb-bg-33Z1-TCC2-PDLZ;35;2020;0.000;2.640;2.640;0.000;2259672.620;2259672.620;;855936.598;855936.598
bdnb-bg-33Z1-TCC2-PDLZ;35;2021;0.000;2.640;2.640;0.000;2848169.020;2848169.020;;1078851.902;1078851.902
bdnb-bg-33Z1-TCC2-PDLZ;35;2022;0.000;2.640;2.640;0.000;2144729.140;2144729.140;;812397.402;812397.402
bdnb-bg-33Z1-TCC2-PDLZ;35;2023;0.000;2.640;2.640;0.000;1437901.340;1437901.340;;544659.598;544659.598
bdnb-bg-33Z1-TCC2-PDLZ;35;2024;0.000;2.640;2.640;0.000;1363.300;1363.300;;516.402;516.402
bdnb-bg-347Y-4Y1P-2U18;35;2018;20.000;0.000;20.000;91832.500;0.000;91832.500;4591.625;;4591.625
bdnb-bg-347Y-4Y1P-2U18;35;2019;20.000;0.000;20.000;103363.600;0.000;103363.600;5168.180;;5168.180
bdnb-bg-347Y-4Y1P-2U18;35;2020;19.000;0.000;19.000;103484.900;0.000;103484.900;5446.574;;5446.574
bdnb-bg-347Y-4Y1P-2U18;35;2021;20.000;0.000;20.000;116397.900;0.000;116397.900;5819.895;;5819.895
bdnb-bg-347Y-4Y1P-2U18;35;2022;20.000;0.000;20.000;99105.200;0.000;99105.200;4955.260;;4955.260
bdnb-bg-347Y-4Y1P-2U18;35;2023;20.000;0.000;20.000;98210.800;0.000;98210.800;4910.540;;4910.540
bdnb-bg-347Y-4Y1P-2U18;35;2024;19.000;0.000;19.000;96096.400;0.000;96096.400;5057.705;;5057.705
bdnb-bg-35BF-FJCY-LGSV;35;2018;14.000;0.000;14.000;70613.900;0.000;70613.900;5043.850;;5043.850
bdnb-bg-35BF-FJCY-LGSV;35;2019;14.000;0.000;14.000;70047.600;0.000;70047.600;5003.400;;5003.400
bdnb-bg-35BF-FJCY-LGSV;35;2020;14.000;0.000;14.000;63407.500;0.000;63407.500;4529.107;;4529.107
bdnb-bg-35BF-FJCY-LGSV;35;2021;13.000;0.000;13.000;63023.500;0.000;63023.500;4847.962;;4847.962
bdnb-bg-35BF-FJCY-LGSV;35;2022;13.000;0.000;13.000;54115.000;0.000;54115.000;4162.692;;4162.692
bdnb-bg-35BF-FJCY-LGSV;35;2023;13.000;0.000;13.000;54575.300;0.000;54575.300;4198.100;;4198.100
bdnb-bg-35BF-FJCY-LGSV;35;2024;13.000;0.000;13.000;61674.500;0.000;61674.500;4744.192;;4744.192
bdnb-bg-3785-M7GJ-E5LP;35;2018;33.000;0.000;33.000;179050.990;0.000;179050.990;5425.788;;5425.788
bdnb-bg-3785-M7GJ-E5LP;35;2019;33.000;0.000;33.000;185370.930;0.000;185370.930;5617.301;;5617.301
bdnb-bg-3785-M7GJ-E5LP;35;2020;33.000;0.000;33.000;178929.320;0.000;178929.320;5422.101;;5422.101
bdnb-bg-3785-M7GJ-E5LP;35;2021;33.000;0.000;33.000;174242.340;0.000;174242.340;5280.071;;5280.071
bdnb-bg-3785-M7GJ-E5LP;35;2022;33.000;0.000;33.000;154180.910;0.000;154180.910;4672.149;;4672.149
bdnb-bg-3785-M7GJ-E5LP;35;2023;33.000;0.000;33.000;151308.320;0.000;151308.320;4585.101;;4585.101
bdnb-bg-3785-M7GJ-E5LP;35;2024;33.000;0.000;33.000;156883.390;0.000;156883.390;4754.042;;4754.042
bdnb-bg-37J6-WRJH-YURK;35;2018;0.000;1.360;1.360;0.000;1308344.980;1308344.980;;962018.368;962018.368
bdnb-bg-37J6-WRJH-YURK;35;2019;0.000;1.360;1.360;0.000;391132.660;391132.660;;287597.544;287597.544
bdnb-bg-37LB-TWZ3-P91Y;35;2018;0.000;1.000;1.000;0.000;617108.000;617108.000;;617108.000;617108.000
bdnb-bg-37LB-TWZ3-P91Y;35;2019;0.000;1.000;1.000;0.000;656121.000;656121.000;;656121.000;656121.000
bdnb-bg-37LB-TWZ3-P91Y;35;2020;0.000;1.000;1.000;0.000;599643.100;599643.100;;599643.100;599643.100
bdnb-bg-37LB-TWZ3-P91Y;35;2021;0.000;1.000;1.000;0.000;681283.900;681283.900;;681283.900;681283.900
bdnb-bg-37LB-TWZ3-P91Y;35;2022;0.000;1.000;1.000;0.000;472650.800;472650.800;;472650.800;472650.800
bdnb-bg-37LB-TWZ3-P91Y;35;2023;0.000;1.000;1.000;0.000;468849.400;468849.400;;468849.400;468849.400
bdnb-bg-37LB-TWZ3-P91Y;35;2024;0.000;1.000;1.000;0.000;507992.800;507992.800;;507992.800;507992.800
bdnb-bg-37WK-T7N6-3D9K;35;2018;10.000;0.000;10.000;86640.400;0.000;86640.400;8664.040;;8664.040
bdnb-bg-37WK-T7N6-3D9K;35;2019;10.000;0.000;10.000;86963.600;0.000;86963.600;8696.360;;8696.360
bdnb-bg-37WK-T7N6-3D9K;35;2020;10.000;0.000;10.000;74256.600;0.000;74256.600;7425.660;;7425.660
bdnb-bg-37WK-T7N6-3D9K;35;2021;10.000;0.000;10.000;87124.100;0.000;87124.100;8712.410;;8712.410
bdnb-bg-37WK-T7N6-3D9K;35;2022;10.000;0.000;10.000;63849.200;0.000;63849.200;6384.920;;6384.920
bdnb-bg-37WK-T7N6-3D9K;35;2023;10.000;0.000;10.000;62243.200;0.000;62243.200;6224.320;;6224.320
bdnb-bg-37WK-T7N6-3D9K;35;2024;10.000;0.000;10.000;64536.300;0.000;64536.300;6453.630;;6453.630
bdnb-bg-38VG-3DPK-NE41;35;2019;15.000;0.000;15.000;82359.700;0.000;82359.700;5490.647;;5490.647
bdnb-bg-38VG-3DPK-NE41;35;2020;15.000;0.000;15.000;77451.300;0.000;77451.300;5163.420;;5163.420
bdnb-bg-38VG-3DPK-NE41;35;2021;15.000;0.000;15.000;79273.600;0.000;79273.600;5284.907;;5284.907
bdnb-bg-38VG-3DPK-NE41;35;2022;15.000;0.000;15.000;76488.400;0.000;76488.400;5099.227;;5099.227
bdnb-bg-38VG-3DPK-NE41;35;2023;15.000;0.000;15.000;75822.900;0.000;75822.900;5054.860;;5054.860
bdnb-bg-38VG-3DPK-NE41;35;2024;15.000;0.000;15.000;75694.200;0.000;75694.200;5046.280;;5046.280
bdnb-bg-39AP-NATC-XUNR;35;2018;1.000;0.000;1.000;392975.200;0.000;392975.200;392975.200;;392975.200
bdnb-bg-39AP-NATC-XUNR;35;2019;1.000;0.000;1.000;382187.300;0.000;382187.300;382187.300;;382187.300
bdnb-bg-39AP-NATC-XUNR;35;2020;1.000;0.000;1.000;370058.400;0.000;370058.400;370058.400;;370058.400
bdnb-bg-39AP-NATC-XUNR;35;2021;1.000;0.000;1.000;429456.000;0.000;429456.000;429456.000;;429456.000
bdnb-bg-39AP-NATC-XUNR;35;2022;1.000;0.000;1.000;343282.400;0.000;343282.400;343282.400;;343282.400
bdnb-bg-39AP-NATC-XUNR;35;2023;1.000;0.000;1.000;340758.500;0.000;340758.500;340758.500;;340758.500
bdnb-bg-39AP-NATC-XUNR;35;2024;1.000;0.000;1.000;349877.500;0.000;349877.500;349877.500;;349877.500
bdnb-bg-3A9B-R2HW-X53Y;35;2018;24.280;0.000;24.280;895226.720;0.000;895226.720;36870.952;;36870.952
bdnb-bg-3A9B-R2HW-X53Y;35;2019;26.220;0.000;26.220;807537.300;0.000;807537.300;30798.524;;30798.524
bdnb-bg-3A9B-R2HW-X53Y;35;2020;24.280;0.000;24.280;744711.880;0.000;744711.880;30671.824;;30671.824
bdnb-bg-3A9B-R2HW-X53Y;35;2021;24.280;0.000;24.280;882662.780;0.000;882662.780;36353.492;;36353.492
bdnb-bg-3A9B-R2HW-X53Y;35;2022;24.280;0.000;24.280;751187.000;0.000;751187.000;30938.509;;30938.509
bdnb-bg-3A9B-R2HW-X53Y;35;2023;22.340;0.000;22.340;699393.760;0.000;699393.760;31306.793;;31306.793
bdnb-bg-3A9B-R2HW-X53Y;35;2024;20.400;0.000;20.400;692722.280;0.000;692722.280;33956.975;;33956.975
bdnb-bg-3AZ5-UMGW-SQRN;35;2018;10.000;0.000;10.000;2558.400;0.000;2558.400;255.840;;255.840
bdnb-bg-3BG4-GXNS-3PGG;35;2018;30.000;0.000;30.000;232713.300;0.000;232713.300;7757.110;;7757.110
bdnb-bg-3BG4-GXNS-3PGG;35;2019;30.000;0.000;30.000;228124.800;0.000;228124.800;7604.160;;7604.160
bdnb-bg-3BG4-GXNS-3PGG;35;2020;30.000;0.000;30.000;220684.000;0.000;220684.000;7356.133;;7356.133
bdnb-bg-3BG4-GXNS-3PGG;35;2021;30.000;0.000;30.000;243018.200;0.000;243018.200;8100.607;;8100.607
bdnb-bg-3BG4-GXNS-3PGG;35;2022;30.000;0.000;30.000;206634.500;0.000;206634.500;6887.817;;6887.817
bdnb-bg-3BG4-GXNS-3PGG;35;2023;30.000;0.000;30.000;193926.900;0.000;193926.900;6464.230;;6464.230
bdnb-bg-3BG4-GXNS-3PGG;35;2024;30.000;0.000;30.000;197329.600;0.000;197329.600;6577.653;;6577.653
bdnb-bg-3BH5-6S5N-9UJB;35;2018;0.000;1.000;1.000;0.000;394502.900;394502.900;;394502.900;394502.900
bdnb-bg-3BH5-6S5N-9UJB;35;2019;0.000;1.000;1.000;0.000;403577.000;403577.000;;403577.000;403577.000
bdnb-bg-3BH5-6S5N-9UJB;35;2020;0.000;1.000;1.000;0.000;405383.900;405383.900;;405383.900;405383.900
bdnb-bg-3BH5-6S5N-9UJB;35;2021;0.000;1.000;1.000;0.000;419304.900;419304.900;;419304.900;419304.900
bdnb-bg-3BH5-6S5N-9UJB;35;2022;0.000;1.000;1.000;0.000;355109.600;355109.600;;355109.600;355109.600
bdnb-bg-3BH5-6S5N-9UJB;35;2023;0.000;1.000;1.000;0.000;367572.000;367572.000;;367572.000;367572.000
bdnb-bg-3BH5-6S5N-9UJB;35;2024;0.000;1.000;1.000;0.000;443080.600;443080.600;;443080.600;443080.600
bdnb-bg-3BVG-N1Z9-SF1R;35;2018;17.000;0.000;17.000;102848.500;0.000;102848.500;6049.912;;6049.912
bdnb-bg-3BVG-N1Z9-SF1R;35;2019;17.000;0.000;17.000;102746.800;0.000;102746.800;6043.929;;6043.929
bdnb-bg-3BVG-N1Z9-SF1R;35;2020;17.000;0.000;17.000;100523.500;0.000;100523.500;5913.147;;5913.147
bdnb-bg-3BVG-N1Z9-SF1R;35;2021;17.000;0.000;17.000;112823.200;0.000;112823.200;6636.659;;6636.659
bdnb-bg-3BVG-N1Z9-SF1R;35;2022;17.000;0.000;17.000;91691.200;0.000;91691.200;5393.600;;5393.600
bdnb-bg-3BVG-N1Z9-SF1R;35;2023;17.000;0.000;17.000;93513.800;0.000;93513.800;5500.812;;5500.812
bdnb-bg-3BVG-N1Z9-SF1R;35;2024;17.000;0.000;17.000;103027.500;0.000;103027.500;6060.441;;6060.441
bdnb-bg-3BYS-BUKW-MYZY;35;2018;13.000;0.000;13.000;5299.900;0.000;5299.900;407.685;;407.685
bdnb-bg-3BYS-BUKW-MYZY;35;2019;11.000;0.000;11.000;6367.500;0.000;6367.500;578.864;;578.864
bdnb-bg-3BYS-BUKW-MYZY;35;2020;12.000;0.000;12.000;6564.100;0.000;6564.100;547.008;;547.008
bdnb-bg-3BYS-BUKW-MYZY;35;2021;11.000;0.000;11.000;4213.200;0.000;4213.200;383.018;;383.018
bdnb-bg-3BYS-BUKW-MYZY;35;2022;11.000;0.000;11.000;4519.700;0.000;4519.700;410.882;;410.882
bdnb-bg-3BYS-BUKW-MYZY;35;2023;11.000;0.000;11.000;4168.900;0.000;4168.900;378.991;;378.991
bdnb-bg-3BYS-BUKW-MYZY;35;2024;10.000;0.000;10.000;4182.200;0.000;4182.200;418.220;;418.220
bdnb-bg-3C5V-RQSS-14SH;35;2018;1.000;0.000;1.000;435571.600;0.000;435571.600;435571.600;;435571.600
bdnb-bg-3C5V-RQSS-14SH;35;2019;1.000;0.000;1.000;323318.200;0.000;323318.200;323318.200;;323318.200
bdnb-bg-3C5V-RQSS-14SH;35;2020;1.000;0.000;1.000;302984.900;0.000;302984.900;302984.900;;302984.900
bdnb-bg-3C5V-RQSS-14SH;35;2021;0.000;1.000;1.000;0.000;350389.800;350389.800;;350389.800;350389.800
bdnb-bg-3CCA-V1QV-ZF9B;35;2018;10.000;0.000;10.000;91842.300;0.000;91842.300;9184.230;;9184.230
bdnb-bg-3CCA-V1QV-ZF9B;35;2020;10.000;0.000;10.000;109494.600;0.000;109494.600;10949.460;;10949.460
bdnb-bg-3CCA-V1QV-ZF9B;35;2021;10.000;0.000;10.000;126216.300;0.000;126216.300;12621.630;;12621.630
bdnb-bg-3CCA-V1QV-ZF9B;35;2022;10.000;0.000;10.000;107888.900;0.000;107888.900;10788.890;;10788.890
bdnb-bg-3F67-AB1A-FPBV;35;2018;40.000;0.000;40.000;187850.500;0.000;187850.500;4696.263;;4696.263
bdnb-bg-3F67-AB1A-FPBV;35;2019;40.000;0.000;40.000;182422.200;0.000;182422.200;4560.555;;4560.555
bdnb-bg-3F67-AB1A-FPBV;35;2020;40.000;0.000;40.000;177720.900;0.000;177720.900;4443.023;;4443.023
bdnb-bg-3F67-AB1A-FPBV;35;2021;40.000;0.000;40.000;208022.400;0.000;208022.400;5200.560;;5200.560
bdnb-bg-3F67-AB1A-FPBV;35;2022;40.000;0.000;40.000;170314.700;0.000;170314.700;4257.868;;4257.868
bdnb-bg-3F67-AB1A-FPBV;35;2023;40.000;0.000;40.000;166669.500;0.000;166669.500;4166.738;;4166.738
bdnb-bg-3F67-AB1A-FPBV;35;2024;40.000;0.000;40.000;179272.000;0.000;179272.000;4481.800;;4481.800
bdnb-bg-3FFN-ZJR5-6FY9;35;2018;7.920;0.000;7.920;93096.240;0.000;93096.240;11754.576;;11754.576
bdnb-bg-3FFN-ZJR5-6FY9;35;2019;7.920;0.000;7.920;91248.700;0.000;91248.700;11521.301;;11521.301
bdnb-bg-3FFN-ZJR5-6FY9;35;2020;7.920;0.000;7.920;96299.820;0.000;96299.820;12159.068;;12159.068
bdnb-bg-3FFN-ZJR5-6FY9;35;2021;7.920;0.000;7.920;92142.830;0.000;92142.830;11634.196;;11634.196
bdnb-bg-3FFN-ZJR5-6FY9;35;2022;7.920;0.000;7.920;71277.430;0.000;71277.430;8999.676;;8999.676
bdnb-bg-3FFN-ZJR5-6FY9;35;2023;7.920;0.000;7.920;60631.050;0.000;60631.050;7655.436;;7655.436
bdnb-bg-3FFN-ZJR5-6FY9;35;2024;7.920;0.000;7.920;61477.040;0.000;61477.040;7762.253;;7762.253
bdnb-bg-3H5N-LN6G-886A;35;2018;73.000;0.000;73.000;38852.500;0.000;38852.500;532.226;;532.226
bdnb-bg-3H5N-LN6G-886A;35;2019;74.000;0.000;74.000;43514.100;0.000;43514.100;588.028;;588.028
bdnb-bg-3H5N-LN6G-886A;35;2020;71.000;0.000;71.000;40987.200;0.000;40987.200;577.285;;577.285
bdnb-bg-3H5N-LN6G-886A;35;2021;71.000;0.000;71.000;38433.300;0.000;38433.300;541.314;;541.314
bdnb-bg-3H5N-LN6G-886A;35;2022;68.000;0.000;68.000;34574.600;0.000;34574.600;508.450;;508.450
bdnb-bg-3H5N-LN6G-886A;35;2023;66.000;0.000;66.000;32250.200;0.000;32250.200;488.639;;488.639
bdnb-bg-3H5N-LN6G-886A;35;2024;64.000;0.000;64.000;31756.000;0.000;31756.000;496.188;;496.188
bdnb-bg-3H8M-5GCX-J5PK;35;2018;13.000;0.000;13.000;8225.700;0.000;8225.700;632.746;;632.746
bdnb-bg-3H8M-5GCX-J5PK;35;2019;14.000;0.000;14.000;10026.000;0.000;10026.000;716.143;;716.143
bdnb-bg-3H8M-5GCX-J5PK;35;2020;13.000;0.000;13.000;10276.300;0.000;10276.300;790.485;;790.485
bdnb-bg-3H8M-5GCX-J5PK;35;2021;14.000;0.000;14.000;10994.600;0.000;10994.600;785.329;;785.329
bdnb-bg-3H8M-5GCX-J5PK;35;2022;13.000;0.000;13.000;9904.700;0.000;9904.700;761.900;;761.900
bdnb-bg-3H8M-5GCX-J5PK;35;2023;12.000;0.000;12.000;9358.500;0.000;9358.500;779.875;;779.875
bdnb-bg-3H8M-5GCX-J5PK;35;2024;12.000;0.000;12.000;9413.800;0.000;9413.800;784.483;;784.483
bdnb-bg-3KM9-NCWX-XP47;35;2019;22.000;0.000;22.000;30489.000;0.000;30489.000;1385.864;;1385.864
bdnb-bg-3KM9-NCWX-XP47;35;2020;23.000;0.000;23.000;88867.700;0.000;88867.700;3863.813;;3863.813
bdnb-bg-3KM9-NCWX-XP47;35;2021;23.000;0.000;23.000;92319.100;0.000;92319.100;4013.874;;4013.874
bdnb-bg-3KM9-NCWX-XP47;35;2022;23.000;0.000;23.000;75562.600;0.000;75562.600;3285.330;;3285.330
bdnb-bg-3KM9-NCWX-XP47;35;2023;23.000;0.000;23.000;74401.600;0.000;74401.600;3234.852;;3234.852
bdnb-bg-3KM9-NCWX-XP47;35;2024;23.000;0.000;23.000;78064.300;0.000;78064.300;3394.100;;3394.100
bdnb-bg-3KPC-4G22-GK1F;35;2018;244.000;0.000;244.000;218762.200;0.000;218762.200;896.566;;896.566
bdnb-bg-3KPC-4G22-GK1F;35;2019;241.000;0.000;241.000;236000.800;0.000;236000.800;979.256;;979.256
bdnb-bg-3KPC-4G22-GK1F;35;2020;231.000;0.000;231.000;231972.100;0.000;231972.100;1004.208;;1004.208
bdnb-bg-3KPC-4G22-GK1F;35;2021;230.000;0.000;230.000;209656.600;0.000;209656.600;911.550;;911.550
