batiment_groupe_id;code_departement_insee;millesime;nb_pdl_res;nb_pdl_pro;nb_pdl_tot;conso_res;conso_pro;conso_tot;conso_res_par_pdl;conso_pro_par_pdl;conso_tot_par_pdl
bdnb-bg-1116-V429-FHLN;35;2018;0.000;1.000;1.000;0.000;64182.800;64182.800;;64182.800;64182.800
bdnb-bg-1116-V429-FHLN;35;2019;0.000;1.000;1.000;0.000;67164.900;67164.900;;67164.900;67164.900
bdnb-bg-1116-V429-FHLN;35;2020;0.000;1.000;1.000;0.000;49508.000;49508.000;;49508.000;49508.000
bdnb-bg-1116-V429-FHLN;35;2022;0.000;1.000;1.000;0.000;73301.100;73301.100;;73301.100;73301.100
bdnb-bg-1116-V429-FHLN;35;2023;0.000;1.000;1.000;0.000;72746.000;72746.000;;72746.000;72746.000
bdnb-bg-11CA-YW8F-1S1E;35;2018;56.000;0.000;56.000;92631.600;0.000;92631.600;1654.136;;1654.136
bdnb-bg-11CA-YW8F-1S1E;35;2019;52.000;0.000;52.000;90340.000;0.000;90340.000;1737.308;;1737.308
bdnb-bg-11CA-YW8F-1S1E;35;2020;55.000;0.000;55.000;102886.800;0.000;102886.800;1870.669;;1870.669
bdnb-bg-11CA-YW8F-1S1E;35;2021;54.000;0.000;54.000;98814.200;0.000;98814.200;1829.893;;1829.893
bdnb-bg-11CA-YW8F-1S1E;35;2022;53.000;0.000;53.000;95690.000;0.000;95690.000;1805.472;;1805.472
bdnb-bg-11CA-YW8F-1S1E;35;2023;54.000;0.000;54.000;96792.000;0.000;96792.000;1792.444;;1792.444
bdnb-bg-11CA-YW8F-1S1E;35;2024;54.000;0.000;54.000;98342.000;0.000;98342.000;1821.148;;1821.148
bdnb-bg-11N3-USZV-QS76;35;2018;43.000;0.000;43.000;40298.800;0.000;40298.800;937.181;;937.181
bdnb-bg-11N3-USZV-QS76;35;2019;44.000;0.000;44.000;37080.700;0.000;37080.700;842.743;;842.743
bdnb-bg-11N3-USZV-QS76;35;2020;45.000;0.000;45.000;39461.100;0.000;39461.100;876.913;;876.913
bdnb-bg-11N3-USZV-QS76;35;2021;44.000;0.000;44.000;34664.300;0.000;34664.300;787.825;;787.825
bdnb-bg-11N3-USZV-QS76;35;2022;43.000;0.000;43.000;30190.500;0.000;30190.500;702.105;;702.105
bdnb-bg-11N3-USZV-QS76;35;2023;44.000;0.000;44.000;30901.000;0.000;30901.000;702.295;;702.295
bdnb-bg-11N3-USZV-QS76;35;2024;43.000;0.000;43.000;27396.000;0.000;27396.000;637.116;;637.116
bdnb-bg-14NX-M5X1-LC74;35;2023;0.000;1.000;1.000;0.000;6176.000;6176.000;;6176.000;6176.000
bdnb-bg-14NX-M5X1-LC74;35;2024;0.000;1.000;1.000;0.000;94408.000;94408.000;;94408.000;94408.000
bdnb-bg-159A-3YSZ-7UX4;35;2018;30.000;0.000;30.000;48518.200;0.000;48518.200;1617.273;;1617.273
bdnb-bg-159A-3YSZ-7UX4;35;2019;30.000;0.000;30.000;50780.400;0.000;50780.400;1692.680;;1692.680
bdnb-bg-159A-3YSZ-7UX4;35;2020;30.000;0.000;30.000;50339.200;0.000;50339.200;1677.973;;1677.973
bdnb-bg-159A-3YSZ-7UX4;35;2021;30.000;0.000;30.000;47048.500;0.000;47048.500;1568.283;;1568.283
bdnb-bg-159A-3YSZ-7UX4;35;2022;30.000;0.000;30.000;41676.600;0.000;41676.600;1389.220;;1389.220
bdnb-bg-159A-3YSZ-7UX4;35;2023;30.000;0.000;30.000;41313.000;0.000;41313.000;1377.100;;1377.100
bdnb-bg-159A-3YSZ-7UX4;35;2024;30.000;0.000;30.000;43917.000;0.000;43917.000;1463.900;;1463.900
bdnb-bg-15CE-86T8-NX9Q;35;2018;0.000;1.000;1.000;0.000;13186.400;13186.400;;13186.400;13186.400
bdnb-bg-15FT-DD53-JJBB;35;2018;10.000;0.000;10.000;10238.900;0.000;10238.900;1023.890;;1023.890
bdnb-bg-15FT-DD53-JJBB;35;2019;10.000;0.000;10.000;12715.400;0.000;12715.400;1271.540;;1271.540
bdnb-bg-15FT-DD53-JJBB;35;2020;10.000;0.000;10.000;13500.800;0.000;13500.800;1350.080;;1350.080
bdnb-bg-15FT-DD53-JJBB;35;2021;10.000;0.000;10.000;11643.900;0.000;11643.900;1164.390;;1164.390
bdnb-bg-15FT-DD53-JJBB;35;2022;10.000;0.000;10.000;14046.300;0.000;14046.300;1404.630;;1404.630
bdnb-bg-15FT-DD53-JJBB;35;2023;10.000;0.000;10.000;14609.000;0.000;14609.000;1460.900;;1460.900
bdnb-bg-15FT-DD53-JJBB;35;2024;10.000;0.000;10.000;10623.000;0.000;10623.000;1062.300;;1062.300
bdnb-bg-15JM-1GEF-GXU4;35;2018;22.000;0.000;22.000;29575.300;0.000;29575.300;1344.332;;1344.332
bdnb-bg-15JM-1GEF-GXU4;35;2019;22.000;0.000;22.000;30114.300;0.000;30114.300;1368.832;;1368.832
bdnb-bg-15JM-1GEF-GXU4;35;2020;22.000;0.000;22.000;28406.200;0.000;28406.200;1291.191;;1291.191
bdnb-bg-15JM-1GEF-GXU4;35;2021;23.000;0.000;23.000;27296.000;0.000;27296.000;1186.783;;1186.783
bdnb-bg-15JM-1GEF-GXU4;35;2022;23.000;0.000;23.000;24225.300;0.000;24225.300;1053.274;;1053.274
bdnb-bg-15JM-1GEF-GXU4;35;2023;23.000;0.000;23.000;21377.000;0.000;21377.000;929.435;;929.435
bdnb-bg-15JM-1GEF-GXU4;35;2024;23.000;0.000;23.000;22322.000;0.000;22322.000;970.522;;970.522
bdnb-bg-15WH-QXJU-12RF;35;2018;28.000;0.000;28.000;32375.800;0.000;32375.800;1156.279;;1156.279
bdnb-bg-15WH-QXJU-12RF;35;2019;28.000;0.000;28.000;34108.500;0.000;34108.500;1218.161;;1218.161
bdnb-bg-15WH-QXJU-12RF;35;2020;28.000;0.000;28.000;37351.400;0.000;37351.400;1333.979;;1333.979
bdnb-bg-15WH-QXJU-12RF;35;2021;28.000;0.000;28.000;36381.000;0.000;36381.000;1299.321;;1299.321
bdnb-bg-15WH-QXJU-12RF;35;2022;28.000;0.000;28.000;32800.300;0.000;32800.300;1171.439;;1171.439
bdnb-bg-15WH-QXJU-12RF;35;2023;28.000;0.000;28.000;32030.000;0.000;32030.000;1143.929;;1143.929
bdnb-bg-15WH-QXJU-12RF;35;2024;28.000;0.000;28.000;29708.000;0.000;29708.000;1061.000;;1061.000
bdnb-bg-1629-TBJJ-X15B;35;2018;28.000;0.000;28.000;44936.600;0.000;44936.600;1604.879;;1604.879
bdnb-bg-1629-TBJJ-X15B;35;2019;29.000;0.000;29.000;45884.700;0.000;45884.700;1582.231;;1582.231
bdnb-bg-1629-TBJJ-X15B;35;2020;28.000;0.000;28.000;42226.700;0.000;42226.700;1508.096;;1508.096
bdnb-bg-1629-TBJJ-X15B;35;2021;28.000;0.000;28.000;45297.600;0.000;45297.600;1617.771;;1617.771
bdnb-bg-1629-TBJJ-X15B;35;2022;28.000;0.000;28.000;40765.300;0.000;40765.300;1455.904;;1455.904
bdnb-bg-1629-TBJJ-X15B;35;2023;28.000;0.000;28.000;37707.000;0.000;37707.000;1346.679;;1346.679
bdnb-bg-1629-TBJJ-X15B;35;2024;28.000;0.000;28.000;36997.000;0.000;36997.000;1321.321;;1321.321
bdnb-bg-1686-4AZG-83ZW;35;2018;11.000;0.000;11.000;16268.400;0.000;16268.400;1478.945;;1478.945
bdnb-bg-1686-4AZG-83ZW;35;2019;11.000;0.000;11.000;15350.300;0.000;15350.300;1395.482;;1395.482
bdnb-bg-1686-4AZG-83ZW;35;2020;11.000;0.000;11.000;15698.000;0.000;15698.000;1427.091;;1427.091
bdnb-bg-1686-4AZG-83ZW;35;2021;11.000;0.000;11.000;16438.100;0.000;16438.100;1494.373;;1494.373
bdnb-bg-1686-4AZG-83ZW;35;2022;11.000;0.000;11.000;13807.100;0.000;13807.100;1255.191;;1255.191
bdnb-bg-1686-4AZG-83ZW;35;2023;11.000;0.000;11.000;14255.000;0.000;14255.000;1295.909;;1295.909
bdnb-bg-1686-4AZG-83ZW;35;2024;11.000;0.000;11.000;18016.000;0.000;18016.000;1637.818;;1637.818
bdnb-bg-169F-ER4L-RDYG;35;2018;10.000;0.000;10.000;20035.000;0.000;20035.000;2003.500;;2003.500
bdnb-bg-169F-ER4L-RDYG;35;2019;10.000;0.000;10.000;19845.500;0.000;19845.500;1984.550;;1984.550
bdnb-bg-169F-ER4L-RDYG;35;2020;10.000;0.000;10.000;19128.500;0.000;19128.500;1912.850;;1912.850
bdnb-bg-169F-ER4L-RDYG;35;2021;10.000;0.000;10.000;19648.600;0.000;19648.600;1964.860;;1964.860
bdnb-bg-169F-ER4L-RDYG;35;2022;10.000;0.000;10.000;16714.100;0.000;16714.100;1671.410;;1671.410
bdnb-bg-169F-ER4L-RDYG;35;2023;10.000;0.000;10.000;21066.000;0.000;21066.000;2106.600;;2106.600
bdnb-bg-169F-ER4L-RDYG;35;2024;10.000;0.000;10.000;21950.000;0.000;21950.000;2195.000;;2195.000
bdnb-bg-16AP-EUHF-7XPW;35;2018;4.920;0.000;4.920;4730.780;0.000;4730.780;961.541;;961.541
bdnb-bg-16AP-EUHF-7XPW;35;2019;4.920;0.000;4.920;4851.620;0.000;4851.620;986.102;;986.102
bdnb-bg-16AP-EUHF-7XPW;35;2020;5.040;0.000;5.040;5666.110;0.000;5666.110;1124.228;;1124.228
bdnb-bg-16AP-EUHF-7XPW;35;2021;1.440;0.000;1.440;2181.640;0.000;2181.640;1515.028;;1515.028
bdnb-bg-16AP-EUHF-7XPW;35;2022;5.160;0.000;5.160;5012.640;0.000;5012.640;971.442;;971.442
bdnb-bg-16AP-EUHF-7XPW;35;2023;5.160;0.000;5.160;5118.300;0.000;5118.300;991.919;;991.919
bdnb-bg-16AP-EUHF-7XPW;35;2024;5.280;0.000;5.280;5175.960;0.000;5175.960;980.295;;980.295
bdnb-bg-16NX-KKY4-11ND;35;2018;0.000;0.660;0.660;0.000;33996.250;33996.250;;51509.470;51509.470
bdnb-bg-16NX-KKY4-11ND;35;2019;0.000;0.660;0.660;0.000;31173.910;31173.910;;47233.197;47233.197
bdnb-bg-16NX-KKY4-11ND;35;2020;0.000;0.660;0.660;0.000;29547.010;29547.010;;44768.197;44768.197
bdnb-bg-16NX-KKY4-11ND;35;2021;0.000;0.660;0.660;0.000;31200.310;31200.310;;47273.197;47273.197
bdnb-bg-16NX-KKY4-11ND;35;2022;0.000;0.660;0.660;0.000;29103.540;29103.540;;44096.273;44096.273
bdnb-bg-16NX-KKY4-11ND;35;2023;0.000;0.660;0.660;0.000;25511.640;25511.640;;38654.000;38654.000
bdnb-bg-16NX-KKY4-11ND;35;2024;0.000;0.660;0.660;0.000;27932.080;27932.080;;42321.333;42321.333
bdnb-bg-16R4-4AFE-FCVG;35;2018;30.000;0.000;30.000;163074.900;0.000;163074.900;5435.830;;5435.830
bdnb-bg-16R4-4AFE-FCVG;35;2019;31.000;0.000;31.000;179471.700;0.000;179471.700;5789.410;;5789.410
bdnb-bg-16R4-4AFE-FCVG;35;2020;31.000;0.000;31.000;194658.300;0.000;194658.300;6279.300;;6279.300
bdnb-bg-16R4-4AFE-FCVG;35;2021;31.000;0.000;31.000;199437.000;0.000;199437.000;6433.452;;6433.452
bdnb-bg-16R4-4AFE-FCVG;35;2022;32.000;0.000;32.000;165819.800;0.000;165819.800;5181.869;;5181.869
bdnb-bg-16R4-4AFE-FCVG;35;2023;32.000;0.000;32.000;163107.000;0.000;163107.000;5097.094;;5097.094
bdnb-bg-16R4-4AFE-FCVG;35;2024;32.000;0.000;32.000;164590.000;0.000;164590.000;5143.438;;5143.438
bdnb-bg-16WG-XSAA-QRMJ;35;2018;14.000;0.000;14.000;22547.400;0.000;22547.400;1610.529;;1610.529
bdnb-bg-16WG-XSAA-QRMJ;35;2019;14.000;0.000;14.000;22370.500;0.000;22370.500;1597.893;;1597.893
bdnb-bg-16WG-XSAA-QRMJ;35;2020;14.000;0.000;14.000;19980.100;0.000;19980.100;1427.150;;1427.150
bdnb-bg-16WG-XSAA-QRMJ;35;2024;14.000;0.000;14.000;25208.000;0.000;25208.000;1800.571;;1800.571
bdnb-bg-1788-2D74-C7RU;35;2018;25.000;0.000;25.000;11980.200;0.000;11980.200;479.208;;479.208
bdnb-bg-1788-2D74-C7RU;35;2019;25.000;0.000;25.000;12005.200;0.000;12005.200;480.208;;480.208
bdnb-bg-1788-2D74-C7RU;35;2020;25.000;0.000;25.000;12371.400;0.000;12371.400;494.856;;494.856
bdnb-bg-1788-2D74-C7RU;35;2021;24.000;0.000;24.000;10204.100;0.000;10204.100;425.171;;425.171
bdnb-bg-1788-2D74-C7RU;35;2022;26.000;0.000;26.000;10865.100;0.000;10865.100;417.888;;417.888
bdnb-bg-1788-2D74-C7RU;35;2023;28.000;0.000;28.000;13184.000;0.000;13184.000;470.857;;470.857
bdnb-bg-1788-2D74-C7RU;35;2024;28.000;0.000;28.000;13321.000;0.000;13321.000;475.750;;475.750
bdnb-bg-17G1-PA3F-4EFV;35;2021;13.000;0.000;13.000;30998.800;0.000;30998.800;2384.523;;2384.523
bdnb-bg-17G1-PA3F-4EFV;35;2022;13.000;0.000;13.000;37068.400;0.000;37068.400;2851.415;;2851.415
bdnb-bg-17G1-PA3F-4EFV;35;2023;13.000;0.000;13.000;33266.000;0.000;33266.000;2558.923;;2558.923
bdnb-bg-17G1-PA3F-4EFV;35;2024;13.000;0.000;13.000;28805.000;0.000;28805.000;2215.769;;2215.769
bdnb-bg-17GT-X9RN-9XLM;35;2018;3.300;0.000;3.300;5093.190;0.000;5093.190;1543.391;;1543.391
bdnb-bg-17GT-X9RN-9XLM;35;2019;3.300;0.000;3.300;4391.730;0.000;4391.730;1330.827;;1330.827
bdnb-bg-17GT-X9RN-9XLM;35;2020;3.300;0.000;3.300;3432.390;0.000;3432.390;1040.118;;1040.118
bdnb-bg-17GT-X9RN-9XLM;35;2021;3.300;0.000;3.300;4929.380;0.000;4929.380;1493.752;;1493.752
bdnb-bg-17GT-X9RN-9XLM;35;2022;3.300;0.000;3.300;3759.170;0.000;3759.170;1139.142;;1139.142
bdnb-bg-17GT-X9RN-9XLM;35;2023;3.300;0.000;3.300;3995.700;0.000;3995.700;1210.818;;1210.818
bdnb-bg-17HE-PBAD-RE53;35;2018;0.000;1.000;1.000;0.000;164300.200;164300.200;;164300.200;164300.200
bdnb-bg-17HE-PBAD-RE53;35;2019;0.000;1.000;1.000;0.000;159352.700;159352.700;;159352.700;159352.700
bdnb-bg-17HE-PBAD-RE53;35;2020;0.000;1.000;1.000;0.000;146497.700;146497.700;;146497.700;146497.700
bdnb-bg-17HE-PBAD-RE53;35;2021;0.000;1.000;1.000;0.000;158186.900;158186.900;;158186.900;158186.900
bdnb-bg-17HE-PBAD-RE53;35;2022;0.000;1.000;1.000;0.000;157844.200;157844.200;;157844.200;157844.200
bdnb-bg-17HE-PBAD-RE53;35;2023;0.000;1.000;1.000;0.000;148851.000;148851.000;;148851.000;148851.000
bdnb-bg-17HE-PBAD-RE53;35;2024;0.000;1.000;1.000;0.000;152085.000;152085.000;;152085.000;152085.000
bdnb-bg-17HQ-V955-MVM3;35;2018;0.000;2.000;2.000;0.000;76440.500;76440.500;;38220.250;38220.250
bdnb-bg-17HQ-V955-MVM3;35;2019;0.000;2.000;2.000;0.000;66605.400;66605.400;;33302.700;33302.700
bdnb-bg-17HQ-V955-MVM3;35;2020;0.000;2.000;2.000;0.000;62258.000;62258.000;;31129.000;31129.000
bdnb-bg-17HQ-V955-MVM3;35;2021;0.000;2.000;2.000;0.000;71734.600;71734.600;;35867.300;35867.300
bdnb-bg-17HQ-V955-MVM3;35;2022;0.000;1.000;1.000;0.000;28338.200;28338.200;;28338.200;28338.200
bdnb-bg-17HQ-V955-MVM3;35;2023;0.000;2.000;2.000;0.000;75898.000;75898.000;;37949.000;37949.000
bdnb-bg-17HQ-V955-MVM3;35;2024;0.000;2.000;2.000;0.000;76022.000;76022.000;;38011.000;38011.000
bdnb-bg-17KP-R46S-PD4E;35;2018;0.000;2.000;2.000;0.000;124758.400;124758.400;;62379.200;62379.200
bdnb-bg-17KP-R46S-PD4E;35;2019;0.000;2.000;2.000;0.000;136333.000;136333.000;;68166.500;68166.500
bdnb-bg-17KP-R46S-PD4E;35;2020;0.000;2.000;2.000;0.000;147953.800;147953.800;;73976.900;73976.900
bdnb-bg-17KP-R46S-PD4E;35;2021;0.000;2.000;2.000;0.000;170930.800;170930.800;;85465.400;85465.400
bdnb-bg-17KP-R46S-PD4E;35;2022;0.000;2.000;2.000;0.000;145571.000;145571.000;;72785.500;72785.500
bdnb-bg-17KP-R46S-PD4E;35;2023;0.000;2.000;2.000;0.000;114094.000;114094.000;;57047.000;57047.000
bdnb-bg-17KP-R46S-PD4E;35;2024;0.000;2.000;2.000;0.000;155102.000;155102.000;;77551.000;77551.000
bdnb-bg-17VT-T9RJ-9U14;35;2018;11.000;0.000;11.000;13994.800;0.000;13994.800;1272.255;;1272.255
bdnb-bg-17VT-T9RJ-9U14;35;2019;11.000;0.000;11.000;13819.600;0.000;13819.600;1256.327;;1256.327
bdnb-bg-17VT-T9RJ-9U14;35;2020;11.000;0.000;11.000;14510.700;0.000;14510.700;1319.155;;1319.155
bdnb-bg-17VT-T9RJ-9U14;35;2021;11.000;0.000;11.000;16639.100;0.000;16639.100;1512.645;;1512.645
bdnb-bg-17VT-T9RJ-9U14;35;2022;11.000;0.000;11.000;16158.600;0.000;16158.600;1468.964;;1468.964
bdnb-bg-17VT-T9RJ-9U14;35;2023;11.000;0.000;11.000;13019.000;0.000;13019.000;1183.545;;1183.545
bdnb-bg-17VT-T9RJ-9U14;35;2024;11.000;0.000;11.000;12658.000;0.000;12658.000;1150.727;;1150.727
bdnb-bg-17WY-V63F-2DWF;35;2019;15.000;0.000;15.000;12938.300;0.000;12938.300;862.553;;862.553
bdnb-bg-17WY-V63F-2DWF;35;2020;15.000;0.000;15.000;19180.700;0.000;19180.700;1278.713;;1278.713
bdnb-bg-17WY-V63F-2DWF;35;2021;15.000;0.000;15.000;16727.700;0.000;16727.700;1115.180;;1115.180
bdnb-bg-17WY-V63F-2DWF;35;2022;15.000;0.000;15.000;15177.700;0.000;15177.700;1011.847;;1011.847
bdnb-bg-17WY-V63F-2DWF;35;2023;15.000;0.000;15.000;15119.000;0.000;15119.000;1007.933;;1007.933
bdnb-bg-17WY-V63F-2DWF;35;2024;15.000;0.000;15.000;15019.000;0.000;15019.000;1001.267;;1001.267
bdnb-bg-18PS-YPX2-Q8QR;35;2018;16.000;0.000;16.000;27667.300;0.000;27667.300;1729.206;;1729.206
bdnb-bg-18PS-YPX2-Q8QR;35;2024;39.000;0.000;39.000;26596.000;0.000;26596.000;681.949;;681.949
bdnb-bg-18QJ-2EFJ-HXYU;35;2018;22.000;1.000;23.000;48867.400;125771.240;174638.640;2221.245;125771.240;7592.984
bdnb-bg-18QJ-2EFJ-HXYU;35;2019;22.000;1.000;23.000;47009.000;121802.590;168811.590;2136.773;121802.590;7339.634
bdnb-bg-18QJ-2EFJ-HXYU;35;2020;22.000;1.000;23.000;48567.000;97311.370;145878.370;2207.591;97311.370;6342.538
bdnb-bg-18QJ-2EFJ-HXYU;35;2021;22.000;1.000;23.000;48619.600;99891.520;148511.120;2209.982;99891.520;6457.005
bdnb-bg-18QJ-2EFJ-HXYU;35;2022;22.000;0.000;22.000;41365.200;0.000;41365.200;1880.236;;1880.236
bdnb-bg-18QJ-2EFJ-HXYU;35;2023;22.000;1.000;23.000;38168.000;110067.860;148235.860;1734.909;110067.860;6445.037
bdnb-bg-18QJ-2EFJ-HXYU;35;2024;22.000;1.000;23.000;39142.000;113860.560;153002.560;1779.182;113860.560;6652.285
bdnb-bg-19BU-KXYQ-SXSV;35;2018;0.000;0.240;0.240;0.000;86581.750;86581.750;;360757.292;360757.292
bdnb-bg-19BU-KXYQ-SXSV;35;2019;0.000;0.240;0.240;0.000;80469.870;80469.870;;335291.125;335291.125
bdnb-bg-19BU-KXYQ-SXSV;35;2020;0.000;0.240;0.240;0.000;71027.670;71027.670;;295948.625;295948.625
bdnb-bg-19BU-KXYQ-SXSV;35;2021;0.000;0.240;0.240;0.000;80199.370;80199.370;;334164.042;334164.042
bdnb-bg-19BU-KXYQ-SXSV;35;2022;0.000;0.120;0.120;0.000;56458.600;56458.600;;470488.333;470488.333
bdnb-bg-19BU-KXYQ-SXSV;35;2023;0.000;0.240;0.240;0.000;75182.840;75182.840;;313261.833;313261.833
bdnb-bg-19BU-KXYQ-SXSV;35;2024;0.000;1.240;1.240;0.000;88658.820;88658.820;;71499.048;71499.048
bdnb-bg-19LN-T8FY-TGQB;35;2018;16.000;0.000;16.000;27060.100;0.000;27060.100;1691.256;;1691.256
bdnb-bg-19LN-T8FY-TGQB;35;2019;16.000;0.000;16.000;27856.000;0.000;27856.000;1741.000;;1741.000
bdnb-bg-19LN-T8FY-TGQB;35;2020;16.000;0.000;16.000;26914.800;0.000;26914.800;1682.175;;1682.175
bdnb-bg-19LN-T8FY-TGQB;35;2021;16.000;0.000;16.000;24567.600;0.000;24567.600;1535.475;;1535.475
bdnb-bg-19LN-T8FY-TGQB;35;2022;16.000;0.000;16.000;22388.200;0.000;22388.200;1399.263;;1399.263
bdnb-bg-19LN-T8FY-TGQB;35;2023;16.000;0.000;16.000;24452.000;0.000;24452.000;1528.250;;1528.250
bdnb-bg-19LN-T8FY-TGQB;35;2024;16.000;0.000;16.000;22577.000;0.000;22577.000;1411.063;;1411.063
bdnb-bg-19U7-YHY4-71DJ;35;2018;0.000;1.000;1.000;0.000;53317.600;53317.600;;53317.600;53317.600
bdnb-bg-19U7-YHY4-71DJ;35;2019;0.000;1.000;1.000;0.000;53366.800;53366.800;;53366.800;53366.800
bdnb-bg-19U7-YHY4-71DJ;35;2020;0.000;1.000;1.000;0.000;51180.800;51180.800;;51180.800;51180.800
bdnb-bg-19U7-YHY4-71DJ;35;2021;0.000;1.000;1.000;0.000;58365.800;58365.800;;58365.800;58365.800
bdnb-bg-19U7-YHY4-71DJ;35;2022;0.000;1.000;1.000;0.000;54745.600;54745.600;;54745.600;54745.600
bdnb-bg-19U7-YHY4-71DJ;35;2023;0.000;1.000;1.000;0.000;55683.000;55683.000;;55683.000;55683.000
bdnb-bg-19U7-YHY4-71DJ;35;2024;0.000;1.000;1.000;0.000;57663.000;57663.000;;57663.000;57663.000
bdnb-bg-19ZR-AB52-RU3T;35;2021;0.000;1.000;1.000;0.000;86287.600;86287.600;;86287.600;86287.600
bdnb-bg-19ZR-AB52-RU3T;35;2022;0.000;1.000;1.000;0.000;96711.400;96711.400;;96711.400;96711.400
bdnb-bg-19ZR-AB52-RU3T;35;2023;0.000;1.000;1.000;0.000;90868.000;90868.000;;90868.000;90868.000
bdnb-bg-19ZR-AB52-RU3T;35;2024;0.000;1.000;1.000;0.000;87438.000;87438.000;;87438.000;87438.000
bdnb-bg-1A2C-CK8D-DVLS;35;2018;19.000;0.000;19.000;30454.700;0.000;30454.700;1602.879;;1602.879
bdnb-bg-1A2C-CK8D-DVLS;35;2019;21.000;0.000;21.000;32979.800;0.000;32979.800;1570.467;;1570.467
bdnb-bg-1A2C-CK8D-DVLS;35;2020;19.000;0.000;19.000;31745.300;0.000;31745.300;1670.805;;1670.805
bdnb-bg-1A2C-CK8D-DVLS;35;2021;19.000;0.000;19.000;28500.700;0.000;28500.700;1500.037;;1500.037
bdnb-bg-1A2C-CK8D-DVLS;35;2022;20.000;0.000;20.000;28713.300;0.000;28713.300;1435.665;;1435.665
bdnb-bg-1A2C-CK8D-DVLS;35;2023;21.000;0.000;21.000;31663.000;0.000;31663.000;1507.762;;1507.762
bdnb-bg-1A2C-CK8D-DVLS;35;2024;21.000;0.000;21.000;30814.000;0.000;30814.000;1467.333;;1467.333
bdnb-bg-1AKH-XPRH-LP7J;35;2018;11.000;0.000;11.000;17803.500;0.000;17803.500;1618.500;;1618.500
bdnb-bg-1AKH-XPRH-LP7J;35;2019;11.000;0.000;11.000;18691.600;0.000;18691.600;1699.236;;1699.236
bdnb-bg-1AKH-XPRH-LP7J;35;2020;11.000;0.000;11.000;20652.000;0.000;20652.000;1877.455;;1877.455
bdnb-bg-1AKH-XPRH-LP7J;35;2021;11.000;0.000;11.000;19015.500;0.000;19015.500;1728.682;;1728.682
bdnb-bg-1AKH-XPRH-LP7J;35;2022;11.000;0.000;11.000;17694.000;0.000;17694.000;1608.545;;1608.545
bdnb-bg-1AKH-XPRH-LP7J;35;2023;11.000;0.000;11.000;14922.000;0.000;14922.000;1356.545;;1356.545
bdnb-bg-1AKH-XPRH-LP7J;35;2024;11.000;0.000;11.000;15044.000;0.000;15044.000;1367.636;;1367.636
bdnb-bg-1ALG-DAUQ-KGY7;35;2024;34.000;0.000;34.000;10481.000;0.000;10481.000;308.265;;308.265
bdnb-bg-1AP7-4DTY-EXUF;35;2018;10.000;0.000;10.000;16051.300;0.000;16051.300;1605.130;;1605.130
bdnb-bg-1AP7-4DTY-EXUF;35;2019;10.000;0.000;10.000;14919.600;0.000;14919.600;1491.960;;1491.960
bdnb-bg-1AP7-4DTY-EXUF;35;2020;10.000;0.000;10.000;13705.300;0.000;13705.300;1370.530;;1370.530
bdnb-bg-1AP7-4DTY-EXUF;35;2021;10.000;0.000;10.000;12399.400;0.000;12399.400;1239.940;;1239.940
bdnb-bg-1AP7-4DTY-EXUF;35;2022;10.000;0.000;10.000;15031.200;0.000;15031.200;1503.120;;1503.120
bdnb-bg-1AP7-4DTY-EXUF;35;2023;10.000;0.000;10.000;14113.000;0.000;14113.000;1411.300;;1411.300
bdnb-bg-1APC-8ECS-3436;35;2018;0.000;1.000;1.000;0.000;12184.100;12184.100;;12184.100;12184.100
bdnb-bg-1APC-8ECS-3436;35;2019;0.000;1.000;1.000;0.000;10905.600;10905.600;;10905.600;10905.600
bdnb-bg-1APC-8ECS-3436;35;2020;0.000;1.000;1.000;0.000;9396.200;9396.200;;9396.200;9396.200
bdnb-bg-1APC-8ECS-3436;35;2021;0.000;1.000;1.000;0.000;9523.300;9523.300;;9523.300;9523.300
bdnb-bg-1APC-8ECS-3436;35;2022;0.000;1.000;1.000;0.000;8800.200;8800.200;;8800.200;8800.200
bdnb-bg-1APC-8ECS-3436;35;2023;0.000;1.000;1.000;0.000;8099.000;8099.000;;8099.000;8099.000
bdnb-bg-1APC-8ECS-3436;35;2024;0.000;1.000;1.000;0.000;8487.000;8487.000;;8487.000;8487.000
bdnb-bg-1B2C-YU29-LQNC;35;2018;14.000;0.000;14.000;29617.800;0.000;29617.800;2115.557;;2115.557
bdnb-bg-1B2C-YU29-LQNC;35;2019;14.000;0.000;14.000;30328.100;0.000;30328.100;2166.293;;2166.293
bdnb-bg-1B2C-YU29-LQNC;35;2020;14.000;0.000;14.000;28758.800;0.000;28758.800;2054.200;;2054.200
bdnb-bg-1B2C-YU29-LQNC;35;2021;14.000;0.000;14.000;25217.700;0.000;25217.700;1801.264;;1801.264
bdnb-bg-1B2C-YU29-LQNC;35;2022;14.000;0.000;14.000;21927.000;0.000;21927.000;1566.214;;1566.214
bdnb-bg-1B2C-YU29-LQNC;35;2023;14.000;0.000;14.000;23530.000;0.000;23530.000;1680.714;;1680.714
bdnb-bg-1B2C-YU29-LQNC;35;2024;14.000;0.000;14.000;26021.000;0.000;26021.000;1858.643;;1858.643
bdnb-bg-1B57-XEBL-5JB4;35;2018;18.000;0.000;18.000;68548.900;0.000;68548.900;3808.272;;3808.272
bdnb-bg-1B57-XEBL-5JB4;35;2019;18.000;0.000;18.000;70533.200;0.000;70533.200;3918.511;;3918.511
