batiment_groupe_id;code_departement_insee;nb_classe_bilan_dpe_a;nb_classe_bilan_dpe_b;nb_classe_bilan_dpe_c;nb_classe_bilan_dpe_d;nb_classe_bilan_dpe_e;nb_classe_bilan_dpe_f;nb_classe_bilan_dpe_g;nb_classe_conso_energie_arrete_2012_a;nb_classe_conso_energie_arrete_2012_b;nb_classe_conso_energie_arrete_2012_c;nb_classe_conso_energie_arrete_2012_d;nb_classe_conso_energie_arrete_2012_e;nb_classe_conso_energie_arrete_2012_f;nb_classe_conso_energie_arrete_2012_g;nb_classe_conso_energie_arrete_2012_nc
bdnb-bg-DJGU-98KE-CV2W;35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-U9RC-XZ6Q-2GMT;35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-PY7C-8FCM-A6C3;35;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
bdnb-bg-X33P-JN8G-DYJ7;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-9GYM-ZS4H-C4BZ;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-1PF5-QAFH-DRBS;35;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
bdnb-bg-ECZ4-WQ68-MAN2;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-RXFY-4Y17-18ZE;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-XBXK-MK5B-BPT8;35;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
bdnb-bg-92RV-YVKY-V93W;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-UWKP-UT9U-GK52;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-XN2L-GSYK-1XK9;35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-FMRB-S1W2-N35X;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-PM8Y-2XCA-54QC;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-ZF94-VC2M-YFF4;35;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
bdnb-bg-JPU1-YVC9-YK1K;35;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
bdnb-bg-G6UC-8ZMG-B8L3;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-GTLE-K9D9-79WT;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-B28K-61VF-RU3G;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-1WC9-RSPT-Z646;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-GRMS-SCBT-P37W;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-NBPZ-TFYP-8SAC;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-ZN7J-7726-1KZ2;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-R92N-6ZXZ-B7ZH;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-1WLL-KYQG-96B2;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-TFN7-9L8Z-WC1Y;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-NAEA-GXG3-LPZT;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-QW4G-FHKV-12GX;35;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
bdnb-bg-EA58-LNH1-LG7T;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-G14K-2XX8-141P;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-99ZX-PXUX-PC2E;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-E847-8J2J-N5J2;35;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-4R1J-X96N-L4UJ;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-BJRQ-SPF5-MMMJ;35;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
bdnb-bg-4RYR-CRTU-4L2G;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-L155-WQZP-B6E2;35;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-8QWF-GZ8G-PAAV;35;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
bdnb-bg-1MPD-EU22-ZWGA;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-2W6X-ZGCT-J1W1;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-1TNA-YEFY-XYFP;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-EMT5-H2QR-LDK3;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-U1BK-XLSZ-CHYL;35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-N835-11CJ-ANLY;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-7XNZ-5A1H-9JGD;35;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-GPGW-VA75-NTGK;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-3W4D-JYD8-9KYA;35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-4736-W7BY-2B51;35;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
bdnb-bg-3CYD-2RNA-WCET;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-AWX3-NRYH-D9EJ;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-CFG4-4JX8-A5W4;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-WH3B-9XHR-VY31;35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-94WC-VLNZ-632N;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-9PDV-RNT3-G5S5;35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-SB9L-AQ3N-S8LH;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-MP7Z-47R1-R1G3;35;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
bdnb-bg-A5TW-HAUU-J6NG;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-7K5G-ZHDN-6X2Q;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-YMBY-4Q72-1CVX;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-YB8J-DTU2-ZNP1;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-986J-P3M7-RPPP;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-9GCD-FMFQ-EB1Y;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-L2PG-KBTH-TMWK;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-KPH4-H6CB-SZP8;35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-LSK8-7J2W-SY84;35;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-JX2M-3UJE-YK2Z;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-R8E7-TKV3-LWRJ;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-NFRF-MGZU-4PL3;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-K9XS-WEAJ-HQU3;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-WWNA-D6AX-TFZF;35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-8JAB-SWJ2-867X;35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-TDNY-JLZ6-Y72Q;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-FQW2-2DZA-MCFW;35;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-EABS-3WJ5-RJ8V;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-74D3-KXAP-2ENP;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-L71D-2L2U-HWL5;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-AA5Y-Z4XC-VFDL;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-8KMW-UX6E-M692;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-4XAC-6RYR-N6E8;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-HY3C-BCAT-2C8R;35;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-BFND-BEXV-8PRW;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-BG9E-E9DM-MLEQ;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-4A4P-CYUS-ED9Q;35;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
bdnb-bg-2BLJ-9SLZ-2RKB;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-UNVY-21YL-3HL4;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-KV8S-AA2Y-D7FS;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-RKL6-B123-XB11;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-JEVY-561G-Q4SY;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-G98L-VLU8-L83B;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-F5TJ-NRYG-WFGE;35;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0
bdnb-bg-BMKE-SSBF-296G;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-48J1-VGHE-MZCT;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-CEE3-U57E-PM79;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-4HCA-JE18-QA6T;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-7LKS-NXBD-6DM8;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-KL7H-FX93-ZC9Z;35;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
bdnb-bg-P3PS-JBC9-PJNL;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-QBAD-LMPS-RCBH;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-8YMN-MNVP-2HVT;35;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
bdnb-bg-MGMP-MMWM-XTQ1;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-Y8EG-BVQX-PFQA;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-98GT-XHNN-9W58;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-9XW5-3QSA-DMUB;35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-EFK8-LC1V-2JFB;35;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
bdnb-bg-YWRL-3BVS-F5XN;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-D637-PRX6-9G5P;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-4J9R-QU64-98MJ;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-ZYAG-6VRX-53DG;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-EG39-42K2-2ASV;35;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-6WJA-HR7L-S7A7;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-XWD5-612W-VK1C;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-UAP3-3EQH-U73B;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-LFZB-MPLQ-TG54;35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-QDU8-61V3-65WJ;35;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
bdnb-bg-SBVC-BZE8-E8GM;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-V9JQ-L1C5-Q3V7;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-6EWC-HL5Y-16JV;35;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
bdnb-bg-A9DY-6H7T-3B7Q;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-1N18-AFV2-9AHV;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-YAKF-YH18-4BL4;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-JMW6-2MBG-RH23;35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-2NKH-6NEV-BNG2;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-P7A2-ZC9L-YBY8;35;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-5HYE-7HXS-H89U;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-A8V2-UNL2-UTCB;35;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
bdnb-bg-95B7-Y3WJ-9UYE;35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-P8NK-NHLU-KWZA;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-BJK4-QD8J-Y4SZ;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-E3BA-9S77-SAXY;35;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-XUWV-W2VS-T2AD;35;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-6GMM-CLG8-RC1G;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-GJDX-GA64-CSES;35;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-64XD-CC8U-7RMT;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-6VBQ-EGD5-TFVP;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-JE2Z-QRND-FCBJ;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-C2QJ-94WM-PBHR;35;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-BG16-98K4-T7DJ;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-JC3H-GXMY-AA8Z;35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-4HLT-FA6Q-YQZC;35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-8V2E-D7W3-MBNC;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-RZEZ-9RGW-SJ6D;35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-7JJ4-PN8E-UNEN;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-TA9B-PEZQ-HZ4P;35;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
bdnb-bg-1Y7K-TTEY-4XM1;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-86U5-Z88Z-PF5P;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-GQWC-12SU-PJ1Q;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-VYF8-75KX-PEVU;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-PD3X-C9WW-P8VJ;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-1WHE-37MX-N4HD;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-ZPYP-XWLJ-EMRB;35;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
bdnb-bg-MVFP-SEYM-EWQL;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-TN9T-TVDR-L3PR;35;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
bdnb-bg-ZGGH-CJNX-A1KH;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-LUPZ-C5ZA-VZXB;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-6PY6-BVYU-TEUQ;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-HH2E-RPFM-XFRG;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-P8B2-PVKS-4BA9;35;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-KCL8-L1NU-L2M8;35;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
bdnb-bg-W5DW-AF8J-5SHF;35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-MAUH-LHNH-8X8B;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-BARH-CEZG-PT1X;35;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-HCZD-WM4B-4RKX;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-NB3Q-1Q4S-BRG7;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-8MMA-K57Y-H22T;35;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
bdnb-bg-NPAX-XF62-CW27;35;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-R44P-6YAB-8SM2;35;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
bdnb-bg-Y6EE-UENE-RT74;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-1F9Y-5R5E-THKR;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-YSRW-B3CS-E8Q5;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-MMWK-Y26A-Y2NF;35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-57MG-FR3X-REZR;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-UD5P-F6EB-9UPE;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-AWV6-GZP2-CL4R;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-A6YN-7C7B-QM5H;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-6NNX-URDD-71ZD;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-9KMQ-2Y7T-G3BN;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-W3XB-DUDD-G2A1;35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-WTYE-FH42-W82A;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-W4ZR-CRZF-UPMW;35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-93FD-UDTB-P8JH;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-VNSS-4QC8-396X;35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-37A6-SYXK-BCKS;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-5P5E-3TGZ-LUZ3;35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-SXDL-JQ5N-LDGD;35;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-75K1-DUXQ-YMR1;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-XLJD-3QWT-2XFB;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-KYPX-6HUQ-G23T;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-DUAB-248E-F312;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-UTZK-5HVA-4R3P;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-FWRM-5KQR-TMR5;35;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
bdnb-bg-RTMT-NFJC-LPFT;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-VQNK-9L93-4TJU;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-CKQC-5J2C-19QR;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-RF5L-L252-E171;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-7JSE-ATHT-Q8PD;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-CWR2-1U1B-79H9;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-JTQV-5GC5-CV2R;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-8UTU-ALMH-WL7W;35;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-DFMX-ZAYK-6G2T;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-8USN-TRPM-C8K3;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-YRVE-E3RF-BHJX;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-1CDR-GURW-MNY9;35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-KRYW-FYN1-Y3BP;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-C7DG-N63K-DW2Z;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-HFGG-533J-VRJ2;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-NM5H-TQ67-ZMX3;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-TGDU-NUJL-SFKC;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-B517-F5TN-TH8G;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-FC86-MGR9-K7S6;35;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-V1Z6-4GZF-L2CD;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-1NT5-GPR6-DXDX;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-K1U3-KSB2-2P16;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-VF3Z-NCPK-HZE5;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-4YRL-8D35-EASY;35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-WGTB-UDFJ-U6S6;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-VGWP-QRCP-ZAKD;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-1N96-AKLK-KE3P;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-L48B-A3RP-Q21K;35;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-Z3E7-RR11-4YR6;35;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0
bdnb-bg-FAUJ-GLAN-QVT5;35;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
bdnb-bg-P7Q2-XEXG-2473;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-TN57-BX7B-94AQ;35;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-KRKC-EJRA-TGWX;35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-2EV9-7GQR-MU6Z;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-KQ8D-DQJ1-1C9W;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-K63N-ZNUC-T29Q;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-YYA1-VGWF-ZUCL;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-3R9C-NJBT-WVJ2;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-FUH3-V36A-41KE;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-S4CG-EQGH-A7SV;35;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
bdnb-bg-A8FD-6X3M-T7CH;35;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
bdnb-bg-MF3X-6R6A-STNX;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-M8MP-TLYP-J582;35;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
bdnb-bg-BPAW-S7V3-6CMN;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-3YPZ-XVK7-46Z2;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-MNSP-SYCT-EFLJ;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-DZVD-P6GM-RFYM;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-LAMS-NVV4-HDF4;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-P7U9-M91G-1GMD;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-Z4HA-MU8T-2N18;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-2ZRC-38ZT-XJ6P;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-ASCG-YNYQ-Y8YP;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-B7GF-7K4P-TEMS;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-WH2C-PWU3-RJ5G;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-M8JJ-9ULM-C4QJ;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-VANF-WG62-UMYN;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-MU6N-T51T-T4HS;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-4LJD-VFFY-BCVA;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bdnb-bg-JV3R-3T4J-C6TY;35;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
bdnb-bg-STYM-AAZW-5D47;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
