batiment_groupe_id;code_departement_insee;identifiant_dpe;type_dpe_tertiaire;source_nouvelle_base_ademe;version;date_etablissement_dpe;date_reception_dpe;annee_construction_dpe;shon;surface_utile;classe_conso_energie_dpe_tertiaire;classe_emission_ges_dpe_tertiaire;conso_dpe_tertiaire_ep_m2;emission_ges_dpe_tertiaire_m2;categorie_erp_dpe_tertiaire;periode_construction_dpe;type_erp_dpe_tertiaire;methode_application_dpe_tertiaire;sous_modele_dpe_tertiaire;type_energie_chauffage;type_energie_ecs;type_energie_climatisation;derniere_annee_consommation;conso_autre_fossile;conso_bois;conso_electricite;conso_fioul;conso_gaz;conso_gpl_butane_propane;conso_reseau_chaleur;conso_reseau_froid
bdnb-bg-MZ8A-DMSK-8N6Z;35;1435V8000302K;dpe 2006 tertiaire et erp;0;;;2014/09/02 00:00:00;1947;;21;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-MZ9Z-YZVU-FFJM;35;2235T2332165Q;dpe 2006 tertiaire et erp;1;2.2;2022/10/06 22:00:00;2022/10/07 18:07:37.934;2000;43;;;;;;5ème catégorie;1989-2000;w : administrations, banques, bureaux;dpe tertiaire vierge dans un bâtiment de logement;;;;;;;;;;;;;
bdnb-bg-N1AV-W75R-AWCQ;35;2635T0454539K;dpe 2006 tertiaire et erp;1;2.6;2026/02/15 23:00:00;2026/02/16 19:04:54.210;1949;196.3;215.3;;;;;;avant 1948;autres tertiaires non erp;dpe tertiaire vierge dans un bâtiment de logement;bâtiments à occupation continue;;;;;;;;;;;;
bdnb-bg-N55Y-HVSH-VUK9;35;1435V7000090N;dpe 2006 tertiaire et erp;0;;;2014/11/19 00:00:00;;150;165;;;;;;;;dpe tertiaire vierge;;gaz;gaz;;;;;;;;;;
bdnb-bg-N5RP-2YLP-TWY1;35;1535V8000414P;dpe 2006 tertiaire et erp;0;;;2015/09/25 00:00:00;1982;;;D;B;239.94;7.81;;1978-1982;;dpe tertiaire facture;;;;;;;;;;;;;
bdnb-bg-N6F8-TC15-ZQA7;35;2535T1471072U;dpe 2006 tertiaire et erp;1;2.4;2025/04/29 22:00:00;2025/04/30 14:26:57.755;;62.54;;;;;;5ème catégorie;1948-1974;locaux d'entreprise (bureaux);dpe tertiaire vierge dans un bâtiment de logement;autres;;;;;;;;;;;;
bdnb-bg-NB12-51W7-V77Y;35;1635V8000088X;dpe 2006 tertiaire et erp;0;;;2016/02/21 00:00:00;1900;;;G;D;599.14;33.81;;avant 1948;;dpe tertiaire facture;;;;;;;;;;;;;
bdnb-bg-NB3F-G7C2-7R18;35;1735V4000095S;dpe 2006 tertiaire et erp;0;;;2017/06/11 00:00:00;1975;;;C;D;210.83;49.33;5ème catégorie;1975-1977;w : administrations, banques, bureaux;dpe tertiaire facture;;;;;;;;;;;;;
bdnb-bg-NBA6-HVM5-VX1C;35;1335V4000020C;dpe 2006 tertiaire et erp;0;;;2013/06/19 00:00:00;;1500;;C;B;180;10;;;;dpe tertiaire facture;;;;;;;;;;;;;
bdnb-bg-NBFE-7LA2-QJ92;35;1435V8000123L;dpe 2006 tertiaire et erp;0;;;2014/04/08 00:00:00;1947;;75;;;;;;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-NDAP-7AJ5-7GK6;35;1635V7000089X;dpe 2006 tertiaire et erp;0;;;2016/08/22 00:00:00;;300;;;;;;;;;dpe tertiaire vierge;;gaz;gaz;;;;;;;;;;
bdnb-bg-NDGZ-WJEM-BDER;35;2235T0126195Q;dpe 2006 tertiaire et erp;1;2;2022/01/20 23:00:00;2022/01/21 16:52:07.557;1965;53.11;53.11;;;;;;1948-1974;autres tertiaires non erp;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-NGVF-3PRX-16PT;35;2235T3051687O;dpe 2006 tertiaire et erp;1;2.2;2022/12/14 23:00:00;2022/12/15 12:57:14.717;;196;;;;;;5ème catégorie;2013-2021;m : magasins de vente, centres commerciaux;dpe tertiaire vierge dans un bâtiment de logement;;;;;;;;;;;;;
bdnb-bg-NK5S-5ZHX-AXDC;35;2535T2021336U;dpe 2006 tertiaire et erp;1;2.4;2025/06/16 22:00:00;2025/06/19 22:54:17.051;1948;154;154;;;;;1ère catégorie;1948-1974;autres tertiaires non erp;dpe tertiaire vierge;autres;;;;;;;;;;;;
bdnb-bg-NNLG-3KES-LKWY;35;1635V8000531Q;dpe 2006 tertiaire et erp;0;;;2016/11/02 00:00:00;;49;;;;;;;;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-NQEE-5628-PGKT;35;1935V8000519@;dpe 2006 tertiaire et erp;0;;;2019/12/16 00:00:00;1947;19.94;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-NQUW-WP5T-KZZU;35;1635V4000025K;dpe 2006 tertiaire et erp;0;;;2016/01/21 00:00:00;1900;;240.91;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-NRKW-WF5X-1ZCB;35;2235T0324006T;dpe 2006 tertiaire et erp;1;2.1;2022/02/16 23:00:00;2022/02/17 19:45:42.125;1948;250;;;;;;5ème catégorie;1948-1974;w : administrations, banques, bureaux;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-NRMC-RZ59-ZLT2;35;2135T0244850G;dpe 2006 tertiaire et erp;1;1;2021/08/24 22:00:00;2021/08/25 00:00:00;1977;703.5;703.5;;;;;;1975-1977;ghw : bureaux;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-NRS6-62V9-WE3S;35;2435T1750453E;dpe 2006 tertiaire et erp;1;2.3;2024/05/17 22:00:00;2024/05/18 11:47:41.879;;27.49;;;;;;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire vierge dans un bâtiment de logement;;;;;;;;;;;;;
bdnb-bg-NTS9-EJ3J-NYJG;35;1935V8000016R;dpe 2006 tertiaire et erp;0;;;2019/01/11 00:00:00;1974;;24.32;;;;;;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-NYB8-DQNL-CGTJ;35;1635V7000063P;dpe 2006 tertiaire et erp;0;;;2016/06/15 00:00:00;1947;509.8;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-NYNR-HSNN-LQ5C;35;2135T0755973V;dpe 2006 tertiaire et erp;1;1.1;2021/11/22 23:00:00;2021/11/23 18:36:59.410;1948;1081;;;;0.1;0.1;5ème catégorie;1948-1974;locaux d'entreprise (bureaux);dpe tertiaire vierge;;electricite;;;;;;;;;;;
bdnb-bg-NYQ9-77SH-PNKG;35;1635V8000373U;dpe 2006 tertiaire et erp;0;;;2016/07/20 00:00:00;1947;;126;;;;;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire vierge;;fioul;electricite;;;;;;;;;;
bdnb-bg-NYUA-WVR5-EZZH;35;2335T3702072K;dpe 2006 tertiaire et erp;1;2.3;2023/10/30 23:00:00;2023/10/31 15:35:51.253;1949;111;105;;;;;;avant 1948;w : administrations, banques, bureaux;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-P4NX-11HM-P6QG;35;1835V4000039R;dpe 2006 tertiaire et erp;0;;;2018/02/15 00:00:00;1947;630;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-P4QK-QHZJ-ELNA;35;2335T2912285Z;dpe 2006 tertiaire et erp;1;2.3;2023/09/01 22:00:00;2023/09/02 08:06:26.056;;46.18;;;;;;5ème catégorie;avant 1948;n : restaurants et débits de boisson;dpe tertiaire vierge dans un bâtiment de logement;;;;;;;;;;;;;
bdnb-bg-P59S-8SA8-PR3E;35;1835V7000031M;dpe 2006 tertiaire et erp;0;;;2018/04/16 00:00:00;1947;50;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-P5FS-2LRG-PSUX;35;2235T1006952X;dpe 2006 tertiaire et erp;1;2.1;2022/05/09 22:00:00;2022/05/10 13:09:52.196;;46.5;;;;;;5ème catégorie;avant 1948;locaux d'entreprise (bureaux);dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-P69K-GF8P-SAAG;35;1635V8000418U;dpe 2006 tertiaire et erp;0;;;2016/09/02 00:00:00;1947;34;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-P7AP-6CGJ-B6UF;35;2235T1138073A;dpe 2006 tertiaire et erp;1;2.1;2022/05/23 22:00:00;2022/05/24 08:37:58.337;;1090;;;;;;5ème catégorie;1983-1988;autres tertiaires non erp;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-P86N-1ZAH-RJFG;35;2335T2171294I;dpe 2006 tertiaire et erp;1;2.2;2023/06/27 22:00:00;2023/06/28 11:08:02.976;;23.75;;;;;;5ème catégorie;2006-2012;u : établissements de soins;dpe tertiaire vierge dans un bâtiment de logement;;;;;;;;;;;;;
bdnb-bg-P92P-5BQC-N74U;35;2435T0764256N;dpe 2006 tertiaire et erp;1;2.3;2024/02/28 23:00:00;2024/03/01 08:18:45.069;1949;74;81.4;G;G;756;26;;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture dans un bâtiment de logement;;;electricite;;2024;;;27987;;;;;
bdnb-bg-P9CA-RY8T-9TCF;35;2635T0852156J;dpe 2006 tertiaire et erp;1;2.6;2026/03/25 23:00:00;2026/03/26 09:55:00.242;1948;64;64;;;;;1ère catégorie;1948-1974;autres tertiaires non erp;dpe tertiaire vierge dans un bâtiment de logement;autres;;;;;;;;;;;;
bdnb-bg-NF4V-8AGT-ALKJ;35;2035V7000025I;dpe 2006 tertiaire et erp;0;;;2020/01/29 00:00:00;1947;100;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-NFFZ-EYMC-W4S7;35;2335T2039676C;dpe 2006 tertiaire et erp;1;2.2;2023/06/18 22:00:00;2023/06/19 16:12:29.018;1955;329.52;37.18;D;B;249;7;;1948-1974;locaux d'entreprise (bureaux);dpe tertiaire facture;;;electricite;;2023;;;4019;;;;;
bdnb-bg-NL4J-RHAG-6S9N;35;2335T1627365Z;dpe 2006 tertiaire et erp;1;2.2;2023/05/15 22:00:00;2023/05/17 06:47:15.706;;169;;;;;;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire vierge dans un bâtiment de logement;;;;;;;;;;;;;
bdnb-bg-NM47-PKLC-WT4W;35;1635V4000110F;dpe 2006 tertiaire et erp;0;;;2016/06/15 00:00:00;1947;400;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-NMB3-YXBF-79HG;35;1935V3000037P;dpe 2006 tertiaire et erp;0;;;2019/07/09 00:00:00;1947;28.92;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-NMBU-9F25-D5T3;35;2035V8000006I;dpe 2006 tertiaire et erp;0;;;2020/01/13 00:00:00;1947;;167;;;;;;avant 1948;gha : habitation;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-NMSU-MMGN-BUJU;35;2335T2091227V;dpe 2006 tertiaire et erp;1;2.2;2023/06/21 22:00:00;2023/06/22 13:58:49.439;1948;40.61;40.61;;;;;;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-NN85-4UJP-XBHT;35;1835V8000492Y;dpe 2006 tertiaire et erp;0;;;2018/11/16 00:00:00;1947;1281.85;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-NNAZ-S99B-8EFP;35;2635T0359068L;dpe 2006 tertiaire et erp;1;2.6;2026/02/05 23:00:00;2026/02/06 15:36:05.547;;101.78;101.78;;;;;5ème catégorie;avant 1948;n : restaurants et débits de boisson;dpe tertiaire vierge;autres;;;;;;;;;;;;
bdnb-bg-NW7A-MXWZ-3PZ3;35;2435T2921652H;dpe 2006 tertiaire et erp;1;2.4;2024/08/20 22:00:00;2024/08/21 17:58:49.943;;1380;;;;;;5ème catégorie;1948-1974;autres tertiaires non erp;dpe tertiaire vierge;bureaux, services administratifs, enseignement;;;;;;;;;;;;
bdnb-bg-NWGE-ZDPS-Y6F9;35;1635V7000101I;dpe 2006 tertiaire et erp;0;;;2016/09/16 00:00:00;1960;;330;;;;;5ème catégorie;1948-1974;;dpe tertiaire vierge;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-NWQK-ZM6H-DNFV;35;2235T2291682P;dpe 2006 tertiaire et erp;1;2.2;2022/10/03 22:00:00;2022/10/04 14:45:11.734;;37.5;;;;;;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire vierge dans un bâtiment de logement;;;;;;;;;;;;;
bdnb-bg-P2NW-R6T2-WCXB;35;2535T3872064Q;dpe 2006 tertiaire et erp;1;2.5;2025/12/09 23:00:00;2025/12/10 10:08:02.841;2023;;104.61;;;;;5ème catégorie;après 2021;w : administrations, banques, bureaux;dpe tertiaire vierge;autres;;;;;;;;;;;;
bdnb-bg-P31R-MURK-4V27;35;2335T1745602O;dpe 2006 tertiaire et erp;1;2.2;2023/05/25 22:00:00;2023/05/26 15:05:48.169;;246.38;;;;;;5ème catégorie;2006-2012;w : administrations, banques, bureaux;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-PBHM-3B7V-Z87X;35;1935V7000069Y;dpe 2006 tertiaire et erp;0;;;2019/06/13 00:00:00;1947;46.69;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-PCCW-ZECX-8L9U;35;1335V7000037N;dpe 2006 tertiaire et erp;0;;;2013/12/12 00:00:00;;32;;;;;;;;;dpe tertiaire vierge;;;electricite;;;;;;;;;;
bdnb-bg-PCUT-CFX1-KDVP;35;2435T1722427G;dpe 2006 tertiaire et erp;1;2.3;2024/05/15 22:00:00;2024/05/16 12:36:25.682;;16.84;;;;;;5ème catégorie;1948-1974;u : établissements de soins;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-PKDH-2G3C-ELUB;35;1735V7000021K;dpe 2006 tertiaire et erp;0;;;2017/02/27 00:00:00;;17.3;;;;;;;;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-PKFG-43E3-HR8D;35;2535T1860206M;dpe 2006 tertiaire et erp;1;2.4;2025/06/04 22:00:00;2025/06/05 18:30:46.917;2007;270;270;;;;;;2006-2012;autres tertiaires non erp;dpe tertiaire vierge;autres;;;;;;;;;;;;
bdnb-bg-PKPJ-PTLE-W6QY;35;1835V7000084U;dpe 2006 tertiaire et erp;0;;;2018/10/31 00:00:00;1947;35.84;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-PL3D-HGC5-GHAB;35;2235T2963606V;dpe 2006 tertiaire et erp;1;2.2;2022/12/07 23:00:00;2022/12/08 12:20:31.653;;919.51;;;;;;5ème catégorie;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-PLRH-PDQM-ADZX;35;1835V8000560U;dpe 2006 tertiaire et erp;0;;;2018/12/18 00:00:00;;25;;;;;;;;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-PR2E-WJSN-BQ5R;35;1635V8000417T;dpe 2006 tertiaire et erp;0;;;2016/09/01 00:00:00;1947;392;;;;;;;avant 1948;;dpe tertiaire vierge;;fioul;fioul;;;;;;;;;;
bdnb-bg-PRXX-TYSX-QMXZ;35;1935V7000095X;dpe 2006 tertiaire et erp;0;;;2019/07/24 00:00:00;1947;200;;;;;;;avant 1948;;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-PTFS-943U-AF4Y;35;1435V8000027O;dpe 2006 tertiaire et erp;0;;;2014/01/30 00:00:00;1900;;220;;;;;;avant 1948;;dpe tertiaire vierge;;gaz;gaz;electricite;;;;;;;;;
bdnb-bg-PTWG-Y975-PZX6;35;1735C1000003D;dpe 2006 tertiaire et erp;0;;;2017/05/30 00:00:00;1947;54;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
