annee,code_postal_acheteur,achat_etranger,amm,quantite_produit,conditionnement,eaj
2021,35150,Oui,2010130,110,kg,Non
2021,35150,Non,2010239,95,l,Non
2021,35150,Non,2010240,10,l,Non
2021,35150,Non,2010280,750,l,Non
2021,35150,Non,2010282,25,l,Non
2021,35150,Non,2010410,6.0,kg,Oui
2021,35150,Non,2010640,10,kg,Non
2021,35150,Non,2020099,41,l,Non
2021,35150,Non,2020474,85,l,Non
2021,35150,Non,2030071,330,kg,Non
2021,35150,Non,2030175,0.18,kg,Oui
2021,35150,Non,2030323,137.58,l,Non
2021,35150,Non,2030332,15,l,Non
2021,35150,Non,2030342,1880,l,Non
2021,35150,Non,2030466,8,kg,Oui
2021,35150,Non,2040146,226.27,l,Non
2021,35150,Oui,2050046,13.0,kg,Non
2021,35150,Non,2050075,7.5,kg,Non
2021,35150,Non,2060002,20,l,Non
2021,35150,Non,2060045,6,kg,Non
2021,35150,Non,2060084,6,kg,Non
2021,35150,Non,2060088,3160,l,Non
2021,35150,Non,2060098,4,l,Non
2021,35150,Non,2060116,437.5,l,Non
2021,35150,Non,2060127,24.07,l,Non
2021,35150,Non,2060131,59,l,Non
2021,35150,Non,2060134,333,kg,Non
2021,35150,Non,2060194,144,kg,Non
2021,35150,Non,2070221,322,l,Non
2021,35150,Non,2080026,584,l,Non
2021,35150,Non,2080070,5,kg,Non
2021,35150,Non,2080094,38.5,kg,Non
2021,35150,Non,2080105,90,l,Non
2021,35150,Non,2080112,48.48,l,Non
2021,35150,Non,2080117,6.15,kg,Non
2021,35150,Non,2080123,33.2,kg,Non
2021,35150,Non,2080125,12.5,kg,Non
2021,35150,Non,2080145,1681,l,Non
2021,35150,Non,2090008,7.85,l,Non
2021,35150,Non,2090016,430,l,Non
2021,35150,Non,2090019,35,l,Non
2021,35150,Non,2090028,5,l,Non
2021,35150,Non,2090037,27,kg,Non
2021,35150,Non,2090041,55.5,kg,Non
2021,35150,Non,2090042,16.95,kg,Non
2021,35150,Non,2090050,7584,kg,Non
2021,35150,Non,2090054,16.25,kg,Non
2021,35150,Non,2090057,5.45,kg,Non
2021,35150,Non,2090068,165,l,Non
2021,35150,Non,2090069,155,l,Non
2021,35150,Non,2090071,365,l,Non
2021,35150,Non,2090080,5,l,Non
2021,35150,Non,2090093,1200,l,Non
2021,35150,Non,2090095,20,l,Non
2021,35150,Non,2090101,915,l,Non
2021,35150,Non,2090111,330.95,l,Non
2021,35150,Non,2090112,20,l,Non
2021,35150,Non,2090113,940.21,l,Non
2021,35150,Non,2090117,130,l,Non
2021,35150,Non,2090118,1250,l,Non
2021,35150,Non,2090127,5,l,Non
2021,35150,Non,2090137,40,kg,Non
2021,35150,Non,2090146,5.85,l,Oui
2021,35150,Non,2090149,15,l,Non
2021,35150,Non,2090153,186,kg,Non
2021,35150,Non,2090159,46.52,kg,Non
2021,35150,Non,2090160,10,l,Non
2021,35150,Non,2090186,940,l,Non
2021,35150,Non,2090188,160,l,Non
2021,35150,Non,2090199,2,l,Oui
2021,35150,Non,2100002,1.08,l,Non
2021,35150,Non,2100009,3.06,kg,Non
2021,35150,Non,2100014,2.4,kg,Non
2021,35150,Non,2100015,2.12,kg,Non
2021,35150,Non,2100018,135,l,Non
2021,35150,Non,2100026,23,l,Non
2021,35150,Non,2100028,20,l,Non
2021,35150,Non,2100030,280,kg,Non
2021,35150,Non,2100037,15,l,Non
2021,35150,Non,2100051,1.69,l,Non
2021,35150,Non,2100052,160,l,Non
2021,35150,Non,2100053,75,l,Non
2021,35150,Non,2100056,20,l,Non
2021,35150,Non,2100057,245,l,Non
2021,35150,Non,2100108,535,l,Non
2021,35150,Non,2100111,255,l,Non
2021,35150,Non,2100112,350,l,Non
2021,35150,Non,2100121,155.05,l,Non
2021,35150,Non,2100138,1270,l,Non
2021,35150,Non,2100140,1025,l,Non
2021,35150,Non,2100151,657.53,l,Non
2021,35150,Non,2100175,1.5,l,Non
2021,35150,Oui,2100186,120,l,Non
2021,35150,Non,2100211,115,l,Non
2021,35150,Oui,2100215,10,l,Non
2021,35150,Non,2100231,63,kg,Non
2021,35150,Non,2100234,80,l,Non
2021,35150,Non,2100244,255,l,Non
2021,35150,Non,2100245,60,l,Non
2021,35150,Non,2110004,150,l,Non
2021,35150,Non,2110013,5,l,Non
2021,35150,Non,2110018,46.92,l,Non
2021,35150,Non,2110056,10,l,Non
2021,35150,Non,2110059,30,kg,Non
2021,35150,Non,2110063,2.7,kg,Non
2021,35150,Non,2110073,0.47,l,Non
2021,35150,Non,2110077,45,l,Non
2021,35150,Non,2110082,1.8,kg,Non
2021,35150,Non,2110086,46,l,Non
2021,35150,Non,2110102,522.61,l,Non
2021,35150,Non,2110104,62,l,Non
2021,35150,Non,2110105,22,l,Non
2021,35150,Non,2110140,24,l,Non
2021,35150,Non,2110144,429,l,Non
2021,35150,Non,2110148,26,l,Non
2021,35150,Non,2110149,5.6,l,Oui
2021,35150,Non,2110150,5.35,l,Oui
2021,35150,Non,2110152,8,l,Non
2021,35150,Non,2110153,30,l,Non
2021,35150,Non,2110162,485,l,Non
2021,35150,Non,2110167,84,l,Non
2021,35150,Non,2110180,0.2,kg,Oui
2021,35150,Non,2110192,5.4,kg,Non
2021,35150,Non,2120041,43.56,l,Non
2021,35150,Non,2120048,105,l,Non
2021,35150,Non,2120066,30,l,Non
2021,35150,Non,2120067,1,kg,Non
2021,35150,Non,2120070,95,l,Non
2021,35150,Non,2120075,250,l,Non
2021,35150,Non,2120089,40,l,Non
2021,35150,Non,2120120,10,l,Non
2021,35150,Non,2120143,200,l,Non
2021,35150,Non,2120153,260,l,Non
2021,35150,Non,2120160,75,l,Non
2021,35150,Non,2120177,41,kg,Non
2021,35150,Non,2120206,60,l,Non
2021,35150,Oui,2130023,70,kg,Non
2021,35150,Non,2130059,21,l,Non
2021,35150,Non,2130063,770,l,Non
2021,35150,Non,2130067,5,l,Non
2021,35150,Non,2130068,98,l,Non
2021,35150,Non,2130069,45,l,Non
2021,35150,Oui,2130083,37,l,Non
2021,35150,Non,2130091,50,l,Non
2021,35150,Non,2130092,2,l,Non
2021,35150,Non,2130140,90,l,Non
2021,35150,Non,2130153,2.7,l,Oui
2021,35150,Non,2130164,210,l,Non
2021,35150,Non,2130187,60,l,Non
2021,35150,Non,2130202,335,l,Non
2021,35150,Oui,2130212,15,kg,Non
2021,35150,Non,2130247,5,l,Non
2021,35150,Non,2130249,50,l,Non
2021,35150,Non,2130251,104,l,Non
2021,35150,Non,2130253,45,l,Non
2021,35150,Non,2130266,205,l,Non
2021,35150,Oui,2140001,0.3,kg,Non
2021,35150,Non,2140002,9.8,l,Non
2021,35150,Oui,2140035,5,l,Non
2021,35150,Non,2140042,5,l,Non
2021,35150,Non,2140051,2.43,l,Non
2021,35150,Non,2140052,8,l,Non
2021,35150,Non,2140078,268.1,l,Non
2021,35150,Non,2140082,128,l,Non
2021,35150,Non,2140084,100,l,Non
2021,35150,Non,2140090,17,l,Non
2021,35150,Non,2140093,220,l,Non
2021,35150,Non,2140098,30,l,Non
2021,35150,Non,2140110,20,l,Non
2021,35150,Non,2140121,48,l,Oui
2021,35150,Non,2140132,19,l,Non
2021,35150,Non,2140148,20,l,Non
2021,35150,Non,2140156,585,l,Non
2021,35150,Non,2140167,3,l,Oui
2021,35150,Non,2140173,235,l,Non
2021,35150,Non,2140252,6.55,kg,Oui
2021,35150,Non,2140257,55,l,Non
2021,35150,Non,2140258,105,l,Non
2021,35150,Non,2150002,5,kg,Non
2021,35150,Oui,2150008,6,kg,Non
2021,35150,Non,2150012,1,l,Non
2021,35150,Non,2150019,29.44,l,Non
2021,35150,Non,2150022,131,l,Non
2021,35150,Non,2150066,240,l,Non
2021,35150,Non,2150104,920,l,Non
2021,35150,Non,2150125,29.6,l,Non
2021,35150,Non,2150140,5985,l,Non
2021,35150,Non,2150179,54,kg,Non
2021,35150,Oui,2150295,6,kg,Non
2021,35150,Non,2150417,0.06,l,Oui
2021,35150,Non,2150483,2990,kg,Non
2021,35150,Non,2150484,36,l,Non
2021,35150,Non,2150626,75,l,Non
2021,35150,Oui,2150642,3,kg,Non
2021,35150,Oui,2150747,9,kg,Non
2021,35150,Oui,2150758,12,l,Non
2021,35150,Non,2150785,540,l,Non
2021,35150,Non,2150790,51.40,kg,Oui
2021,35150,Non,2150870,14,l,Non
2021,35150,Non,2150918,140,l,Non
2021,35150,Non,2150964,460,kg,Non
2021,35150,Non,2160008,33,l,Non
2021,35150,Non,2160064,2.82,l,Non
2021,35150,Non,2160115,0.9,l,Oui
2021,35150,Non,2160198,10,l,Non
2021,35150,Non,2160200,130,l,Non
2021,35150,Non,2160226,625,kg,Non
2021,35150,Non,2160248,60,l,Non
2021,35150,Non,2160260,110,l,Non
2021,35150,Non,2160343,3,l,Non
2021,35150,Non,2160384,63,l,Non
2021,35150,Non,2160387,50,l,Non
2021,35150,Non,2160390,0.4,kg,Non
2021,35150,Oui,2160421,40,l,Non
2021,35150,Non,2160475,75,kg,Non
2021,35150,Non,2160477,15,l,Non
2021,35150,Non,2160484,172.51,l,Non
2021,35150,Non,2160492,2,kg,Non
2021,35150,Non,2160527,44,l,Non
2021,35150,Non,2160556,10,l,Non
2021,35150,Non,2160615,1.6,kg,Oui
2021,35150,Non,2160693,35,l,Non
2021,35150,Non,2160726,130,l,Non
2021,35150,Non,2160752,50,l,Non
2021,35150,Oui,2160756,200,l,Non
2021,35150,Non,2160781,40,l,Non
2021,35150,Non,2160802,25,l,Non
2021,35150,Non,2160814,6,l,Non
2021,35150,Non,2160920,30,l,Non
2021,35150,Non,2160931,704.0,l,Non
2021,35150,Non,2160936,24,l,Non
2021,35150,Non,2160937,93,l,Non
2021,35150,Non,2160951,2,l,Non
2021,35150,Non,2160959,135,l,Non
2021,35150,Non,2160962,5,l,Non
2021,35150,Non,2160976,1.12,kg,Non
2021,35150,Non,2161016,10,l,Non
2021,35150,Non,2161068,70,l,Non
2021,35150,Non,2161101,205,l,Non
2021,35150,Non,2170031,10,l,Non
2021,35150,Non,2170055,55,l,Non
2021,35150,Non,2170158,20,l,Non
2021,35150,Oui,2170166,4,kg,Non
2021,35150,Non,2170228,225,l,Non
2021,35150,Non,2170230,1.45,l,Non
2021,35150,Non,2170237,4.2,kg,Non
2021,35150,Non,2170243,8.5,l,Oui
2021,35150,Non,2170263,85,l,Non
2021,35150,Non,2170354,30,l,Non
2021,35150,Non,2170381,890,l,Non
2021,35150,Oui,2170403,15,l,Non
2021,35150,Non,2170412,1,l,Non
2021,35150,Non,2170421,335,l,Non
2021,35150,Non,2170423,140,l,Non
2021,35150,Non,2170424,20,l,Non
2021,35150,Non,2170429,85,l,Non
2021,35150,Non,2170712,11,l,Non
2021,35150,Non,2170752,0.14,l,Non
2021,35150,Non,2170757,315,l,Non
2021,35150,Non,2170933,105,kg,Non
2021,35150,Non,2170977,2.25,l,Oui
2021,35150,Non,2171035,265,l,Non
2021,35150,Non,2171111,40,l,Non
2021,35150,Non,2171134,35,l,Non
2021,35150,Non,2171141,295,l,Non
2021,35150,Non,2171236,30,l,Non
2021,35150,Non,2171253,0.23,l,Non
2021,35150,Non,2171317,35,l,Non
2021,35150,Non,2179999,9,l,Non
2021,35150,Non,2180009,50,kg,Non
2021,35150,Non,2180124,79.18,l,Non
2021,35150,Non,2180165,95,l,Non
2021,35150,Non,2180189,0.1,kg,Non
2021,35150,Non,2180260,1312,kg,Non
2021,35150,Non,2180463,100,kg,Non
2021,35150,Non,2180619,10,l,Non
2021,35150,Oui,2180690,100,l,Non
2021,35150,Non,2180766,0.62,l,Non
2021,35150,Non,2180865,0.72,l,Non
2021,35150,Non,2189993,0.48,kg,Oui
2021,35150,Non,2189996,4,l,Non
2021,35150,Non,2190016,220,l,Non
2021,35150,Non,2190047,5,l,Non
2021,35150,Non,2190062,60,l,Non
2021,35150,Non,2190097,20,l,Non
2021,35150,Non,2190173,1710,kg,Non
2021,35150,Non,2190214,10,l,Non
2021,35150,Non,2190215,40,l,Non
2021,35150,Non,2190509,180,l,Non
2021,35150,Non,2190686,1849.14,l,Non
2021,35150,Non,2200078,0.14,l,Non
2021,35150,Non,2200756,90,l,Non
2021,35150,Non,2200861,200,kg,Non
2021,35150,Non,2200891,85,l,Non
2021,35150,Non,2210192,170,l,Non
2021,35150,Non,2210219,20,l,Non
2021,35150,Non,2210567,85,l,Non
2021,35150,Non,5100219,250,kg,Non
2021,35150,Non,7200313,145,l,Non
2021,35150,Non,7400755,20,kg,Non
2021,35150,Non,7500716,205,kg,Non
2021,35150,Oui,7600008,21,l,Non
2021,35150,Non,7700216,40,l,Non
2021,35150,Non,7900753,6,l,Non
2021,35150,Non,8000084,10,l,Non
2021,35150,Non,8100345,0.67,kg,Non
2021,35150,Non,8200538,25,l,Non
2021,35150,Oui,8300025,20,l,Non
2021,35150,Non,8300063,740,l,Non
2021,35150,Non,8400096,215,l,Non
2021,35150,Non,8400255,1.2,kg,Non
2021,35150,Non,8400477,87.6,kg,Non
2021,35150,Non,8400528,16,l,Non
2021,35150,Non,8400574,307,l,Non
2021,35150,Non,8600243,70,l,Non
2021,35150,Non,8600330,2,l,Non
2021,35150,Non,8700002,730,l,Non
2021,35150,Non,8700196,4,l,Non
2021,35150,Non,8700462,850,l,Non
2021,35150,Non,8700525,170,kg,Non
2021,35150,Non,8800011,3.18,l,Non
2021,35150,Non,8800029,30,l,Non
2021,35150,Non,8800161,100,l,Non
2021,35150,Non,8800395,5,l,Non
2021,35150,Non,8800504,10,l,Non
2021,35150,Non,8800603,10,l,Non
2021,35150,Non,8900564,76,l,Non
2021,35150,Non,8900681,30,l,Non
2021,35150,Non,8900700,25,kg,Oui
2021,35150,Non,9000069,60,l,Non
2021,35150,Non,9000184,125,l,Non
2021,35150,Non,9000222,650,l,Non
2021,35150,Non,9000259,2.76,kg,Non
2021,35150,Non,9000490,105,l,Non
2021,35150,Non,9000619,240,l,Non
2021,35150,Non,9000753,1050,kg,Non
2021,35150,Non,9000833,35,l,Non
2021,35150,Non,9100034,460,l,Non
2021,35150,Non,9100046,44,l,Non
2021,35150,Non,9100296,370,l,Non
2021,35150,Non,9100418,203,l,Non
2021,35150,Non,9100645,58,l,Non
2021,35150,Non,9200073,1.2,kg,Non
2021,35150,Non,9200159,5,l,Non
2021,35150,Non,9200214,100,kg,Non
2021,35150,Non,9200215,5,kg,Non
2021,35150,Non,9200482,0.12,kg,Non
2021,35150,Non,9200493,45,kg,Non
2021,35150,Non,9200548,0.15,l,Non
2021,35150,Non,9300032,10,l,Non
2021,35150,Non,9300305,0.09,l,Non
2021,35150,Non,9300396,10,l,Non
2021,35150,Non,9400008,11.84,l,Non
2021,35150,Non,9400052,122,l,Non
2021,35150,Non,9400085,3,l,Non
2021,35150,Non,9400280,2,kg,Non
2021,35150,Non,9400463,25,l,Non
2021,35150,Non,9500040,50,l,Non
2021,35150,Non,9500147,1.75,kg,Oui
2021,35150,Non,9500223,120,l,Non
2021,35150,Non,9500234,30,l,Non
2021,35150,Oui,9500467,1,kg,Non
2021,35150,Non,9500595,2,l,Non
2021,35150,Non,9500628,9,kg,Non
2021,35150,Oui,9500629,5,kg,Non
2021,35150,Non,9600093,95,l,Non
2021,35150,Non,9600197,5.1,kg,Non
2021,35150,Non,9600229,29.97,l,Non
2021,35150,Non,9600390,240,l,Non
2021,35150,Non,9600398,2,kg,Non
2021,35150,Non,9700332,5,l,Non
2021,35150,Non,9800018,70,l,Non
2021,35150,Non,9800076,15,l,Non
2021,35150,Non,9800100,10,l,Non
2021,35150,Non,9800182,50,l,Non
2021,35150,Non,9800219,10,l,Non
2021,35150,Non,9800245,200,kg,Non
2021,35150,Non,9800277,9,l,Non
2021,35150,Non,9800336,108,l,Non
2021,35150,Non,9800344,19.44,l,Non
