annee,code_postal_acheteur,achat_etranger,amm,quantite_produit,conditionnement,eaj
2017,35000,Non,9500302,0.45,kg,Oui
2017,35000,Non,9500323,20,kg,Non
2017,35000,Non,9500568,81,kg,Non
2017,35000,Non,9500581,15,l,Non
2017,35000,Non,9500628,21,kg,Non
2017,35000,Non,9500649,1,kg,Non
2017,35000,Non,9600093,5,l,Non
2017,35000,Non,9600550,10,l,Non
2017,35000,Non,9700116,10,l,Non
2017,35000,Non,9700332,30,l,Oui
2017,35000,Non,9800076,1,l,Oui
2017,35000,Non,9800085,20,l,Non
2017,35000,Non,9800294,20,l,Non
2017,35000,Non,9800344,0.28,l,Non
2017,35000,Non,9800453,5,l,Non
2017,35000,Non,9900115,40,l,Non
2017,35000,Non,9900189,60,kg,Non
2017,35000,Non,9900206,5,l,Non
2017,35000,Non,9900262,0.4,kg,Non
2017,35131,Non,1030003,0.04,l,Oui
2017,35131,Non,2000001,1.8,l,Oui
2017,35131,Non,2000125,0.4,kg,Oui
2017,35131,Non,2000201,2.4,l,Non
2017,35131,Non,2000299,6,l,Non
2017,35131,Non,2000380,2,l,Non
2017,35131,Non,2000510,70.1,kg,Oui
2017,35131,Non,2010025,10,l,Non
2017,35131,Non,2010030,50,l,Non
2017,35131,Non,2010035,0.4,l,Oui
2017,35131,Non,2020003,11.52,kg,Oui
2017,35131,Non,2020474,30,l,Non
2017,35131,Non,2030125,0.08,l,Oui
2017,35131,Non,2030175,0.03,kg,Oui
2017,35131,Non,2030323,23.3,l,Non
2017,35131,Non,2030466,0.4,kg,Oui
2017,35131,Non,2040199,5,kg,Non
2017,35131,Non,2050146,4.75,l,Oui
2017,35131,Non,2060026,0.05,kg,Non
2017,35131,Non,2060063,3,kg,Non
2017,35131,Non,2060118,5,l,Non
2017,35131,Non,2080018,0.4,l,Oui
2017,35131,Non,2080026,60,l,Non
2017,35131,Non,2080112,7.99,l,Non
2017,35131,Non,2080117,0.15,kg,Non
2017,35131,Non,2080124,0.24,kg,Non
2017,35131,Non,2080125,0.1,kg,Non
2017,35131,Non,2080145,20,l,Non
2017,35131,Non,2090028,5,l,Non
2017,35131,Non,2090037,13.8,kg,Non
2017,35131,Non,2090069,40,l,Non
2017,35131,Non,2090092,30,l,Non
2017,35131,Non,2090153,2.8,kg,Non
2017,35131,Non,2090160,20,l,Non
2017,35131,Non,2090164,18,l,Oui
2017,35131,Non,2090199,0.95,l,Oui
2017,35131,Non,2090200,0.5,l,Oui
2017,35131,Non,2100009,0.18,kg,Non
2017,35131,Non,2100052,10,l,Non
2017,35131,Non,2100057,20,l,Non
2017,35131,Non,2100083,2.25,l,Oui
2017,35131,Non,2100111,5,l,Non
2017,35131,Non,2100138,45,l,Non
2017,35131,Non,2100140,20,l,Non
2017,35131,Non,2110018,8.64,l,Non
2017,35131,Non,2110063,0.45,kg,Non
2017,35131,Non,2110096,15,l,Non
2017,35131,Non,2110121,20.5,l,Non
2017,35131,Non,2110162,10,l,Non
2017,35131,Non,2110170,15,l,Non
2017,35131,Non,2110177,20,l,Non
2017,35131,Non,2110181,12,l,Non
2017,35131,Non,2110192,0.4,kg,Non
2017,35131,Non,2110198,80,l,Non
2017,35131,Non,2120034,20,l,Non
2017,35131,Non,2120048,3,l,Non
2017,35131,Non,2120093,25,l,Non
2017,35131,Non,2120133,1,l,Oui
2017,35131,Non,2120155,0.8,l,Oui
2017,35131,Non,2120157,3,l,Oui
2017,35131,Non,2120194,0.4,kg,Non
2017,35131,Non,2120205,90,l,Non
2017,35131,Non,2130040,1,l,Oui
2017,35131,Non,2130063,5,l,Non
2017,35131,Non,2130068,9,l,Non
2017,35131,Non,2130075,20,kg,Non
2017,35131,Non,2130105,112,kg,Non
2017,35131,Non,2140002,2.1,l,Non
2017,35131,Non,2140167,0.5,l,Oui
2017,35131,Non,2140258,60,l,Non
2017,35131,Non,2150022,2,l,Non
2017,35131,Non,2150417,0.06,l,Non
2017,35131,Non,2150785,5,l,Non
2017,35131,Non,2160814,7,l,Non
2017,35131,Non,2160936,4,l,Non
2017,35131,Non,2160937,21,l,Non
2017,35131,Non,8300243,30,l,Non
2017,35131,Non,8400096,5,l,Non
2017,35131,Non,8700462,100,l,Non
2017,35131,Non,9000184,25,l,Non
2017,35131,Non,9000753,40,kg,Non
2017,35131,Non,9100231,0.8,kg,Oui
2017,35131,Non,9100296,5,l,Non
2017,35131,Non,9100558,0.4,kg,Oui
2017,35131,Non,9120616,43.75,kg,Oui
2017,35131,Non,9200022,10,l,Non
2017,35131,Non,9200073,0.2,kg,Non
2017,35131,Non,9200091,21.09,l,Non
2017,35131,Non,9200494,14.4,l,Non
2017,35131,Non,9200512,5,l,Oui
2017,35131,Non,9300309,2,l,Non
2017,35131,Non,9400109,275,kg,Oui
2017,35131,Non,9500302,0.9,kg,Oui
2017,35131,Non,9500562,4.8,l,Oui
2017,35131,Non,9500581,25,l,Non
2017,35131,Non,9600197,0.7,kg,Non
2017,35131,Non,9800096,2,l,Non
2017,35131,Non,9800277,2.25,l,Non
2017,35131,Non,9800294,20,l,Non
2017,35131,Non,9800336,2,l,Non
2017,35131,Non,9800344,2.38,l,Non
2017,35131,Non,9800374,0.25,kg,Non
2017,35131,Non,9800453,30,l,Non
2017,35131,Non,9900047,60,l,Non
2017,35131,Non,9900282,0.42,l,Oui
2017,35131,Non,9900371,1,kg,Oui
2017,35132,Non,2000125,1.5,kg,Oui
2017,35132,Non,2000299,1,l,Non
2017,35132,Non,2000380,1,l,Non
2017,35132,Non,2010023,5,l,Non
2017,35132,Non,2010239,5,l,Non
2017,35132,Non,2010280,10,l,Non
2017,35132,Non,2010351,3,kg,Non
2017,35132,Non,2010610,35,l,Non
2017,35132,Non,2020062,5,l,Non
2017,35132,Non,2020456,5,l,Non
2017,35132,Non,2030255,25,l,Non
2017,35132,Non,2030342,40,l,Non
2017,35132,Non,2040310,40,l,Non
2017,35132,Non,2060088,60,l,Non
2017,35132,Non,2080094,3,kg,Non
2017,35132,Non,2080117,1.4,kg,Non
2017,35132,Non,2080125,0.5,kg,Non
2017,35132,Non,2080145,25,l,Non
2017,35132,Non,2090016,20,l,Non
2017,35132,Non,2090028,5,l,Non
2017,35132,Non,2090041,0.5,kg,Non
2017,35132,Non,2090057,0.9,kg,Non
2017,35132,Non,2090069,5,l,Non
2017,35132,Non,2090071,10,l,Non
2017,35132,Non,2100009,0.72,kg,Non
2017,35132,Non,2100053,5,l,Non
2017,35132,Non,2100111,25,l,Non
2017,35132,Non,2100138,20,l,Non
2017,35132,Non,2100140,70,l,Non
2017,35132,Non,2110162,5,l,Non
2017,35132,Non,2110177,40,l,Non
2017,35132,Non,2110198,60,l,Non
2017,35132,Non,2120075,20,l,Non
2017,35132,Non,2120091,1.5,kg,Non
2017,35132,Non,2120194,0.2,kg,Non
2017,35132,Non,2120205,40,l,Non
2017,35132,Non,2130075,5,kg,Non
2017,35132,Non,2130083,2,l,Non
2017,35132,Non,2130164,20,l,Non
2017,35132,Non,2140147,5,l,Non
2017,35132,Non,2140148,10,l,Non
2017,35132,Non,2140173,5,l,Non
2017,35132,Non,2160931,40,l,Non
2017,35132,Non,2160937,9,l,Non
2017,35132,Non,2160959,5,l,Non
2017,35132,Non,8400096,5,l,Non
2017,35132,Non,8700462,100,l,Non
2017,35132,Non,9200461,25,l,Non
2017,35132,Non,9200494,9.6,l,Non
2017,35132,Non,9500223,30,l,Non
2017,35132,Non,9800018,10,l,Non
2017,35132,Non,9900047,5,l,Non
2017,35135,Non,2010035,0.75,l,Oui
2017,35135,Non,2020021,20,l,Non
2017,35135,Non,2030125,0.03,l,Oui
2017,35135,Non,2050146,1.25,l,Oui
2017,35135,Non,2060088,40,l,Non
2017,35135,Non,2060131,5,l,Oui
2017,35135,Non,2060175,100,kg,Oui
2017,35135,Non,2070221,25,l,Non
2017,35135,Non,2080112,5.51,l,Non
2017,35135,Non,2080145,10,l,Non
2017,35135,Non,2090016,20,l,Non
2017,35135,Non,2090037,4,kg,Non
2017,35135,Non,2090057,1.05,kg,Non
2017,35135,Non,2090160,120,l,Non
2017,35135,Non,2090164,1,l,Oui
2017,35135,Non,2090199,0.2,l,Oui
2017,35135,Non,2100004,0.8,l,Oui
2017,35135,Non,2100015,0.36,kg,Non
2017,35135,Non,2100026,3,l,Non
2017,35135,Non,2100108,45,l,Non
2017,35135,Non,2100111,20,l,Non
2017,35135,Non,2100179,25,l,Non
2017,35135,Non,2100215,40,l,Non
2017,35135,Non,2100234,70,l,Non
2017,35135,Non,2110018,1.17,l,Non
2017,35135,Non,2110078,5,l,Non
2017,35135,Non,2110105,20,l,Non
2017,35135,Non,2110121,15,l,Non
2017,35135,Non,2110150,0.25,l,Oui
2017,35135,Non,2110178,25,l,Non
2017,35135,Non,2120018,2.4,l,Oui
2017,35135,Non,2120048,15,l,Non
2017,35135,Non,2120133,0.4,l,Oui
2017,35135,Non,2130105,176,kg,Non
2017,35135,Non,2140148,3,l,Non
2017,35135,Non,2140256,1.5,l,Non
2017,35135,Non,2160814,10,l,Non
2017,35135,Non,8400574,5,l,Non
2017,35135,Non,8600243,10,l,Non
2017,35135,Non,8700462,120,l,Non
2017,35135,Non,8800199,5,l,Non
2017,35135,Non,9000184,30,l,Non
2017,35135,Non,9000833,25,l,Non
2017,35135,Non,9100046,6,l,Non
2017,35135,Non,9100231,0.1,kg,Oui
2017,35135,Non,9100558,0.4,kg,Oui
2017,35135,Non,9120616,8.75,kg,Oui
2017,35135,Non,9200091,0.72,l,Non
2017,35135,Non,9200461,50,l,Non
2017,35135,Non,9400367,40,l,Non
2017,35135,Non,9500296,0.15,kg,Oui
2017,35135,Non,9500581,30,l,Non
2017,35135,Non,9500595,1,l,Non
2017,35135,Non,9600197,0.3,kg,Non
2017,35135,Non,9700554,25,l,Non
2017,35135,Non,9800096,1,l,Non
2017,35135,Non,9800344,1.64,l,Non
2017,35136,Non,2000510,40,kg,Oui
2017,35136,Non,2010439,1,l,Oui
2017,35136,Non,2020047,5,l,Oui
2017,35136,Non,2030273,0.2,l,Oui
2017,35136,Non,2060115,5,l,Non
2017,35136,Non,2060131,1,l,Oui
2017,35136,Non,2060208,50,l,Non
2017,35136,Non,2090024,5,l,Non
2017,35136,Non,2090043,10,l,Non
2017,35136,Non,2090053,5,l,Non
2017,35136,Non,2090116,15,l,Non
2017,35136,Non,2090158,65,l,Non
2017,35136,Non,2090159,0.7,kg,Non
2017,35136,Non,2090164,1,l,Oui
2017,35136,Non,2100083,0.45,l,Oui
2017,35136,Non,2100138,10,l,Non
2017,35136,Non,2120117,5,l,Non
2017,35136,Non,2120155,1.6,l,Oui
2017,35136,Non,2130040,0.25,l,Oui
2017,35136,Non,2130054,15,l,Non
2017,35136,Non,2130063,5,l,Non
2017,35136,Non,2140256,0.5,l,Non
2017,35136,Non,2150969,0.75,kg,Oui
2017,35136,Non,2160931,15,l,Non
2017,35136,Non,8500351,1,kg,Non
2017,35136,Non,9000184,5,l,Non
2017,35136,Non,9200392,5,l,Non
2017,35136,Non,9400083,50,l,Non
2017,35136,Non,9900257,0.8,kg,Oui
2017,35150,Non,2000003,35,l,Non
2017,35150,Non,2000017,5,l,Oui
2017,35150,Non,2000018,440,kg,Non
2017,35150,Non,2000079,5,l,Non
2017,35150,Non,2000105,0.78,kg,Oui
2017,35150,Non,2000125,7.8,kg,Oui
2017,35150,Non,2000201,11.00,l,Non
2017,35150,Non,2000202,25,l,Non
2017,35150,Non,2000205,0.3,kg,Non
2017,35150,Non,2000299,150,l,Non
2017,35150,Non,2000301,255,l,Non
2017,35150,Non,2000316,3,l,Non
2017,35150,Non,2000369,0.3,kg,Non
2017,35150,Non,2000380,75,l,Non
2017,35150,Non,2000502,4,l,Non
2017,35150,Non,2000536,5.62,kg,Non
2017,35150,Non,2010019,43,l,Non
2017,35150,Non,2010023,12,l,Non
2017,35150,Non,2010025,20,l,Non
2017,35150,Non,2010030,215,l,Non
2017,35150,Non,2010035,45.70,l,Oui
2017,35150,Non,2010112,3,kg,Non
2017,35150,Oui,2010130,205,kg,Non
2017,35150,Non,2010132,3.50,kg,Non
2017,35150,Non,2010239,354,l,Non
2017,35150,Non,2010240,205,l,Non
2017,35150,Non,2010280,453.99,l,Non
2017,35150,Non,2010282,80,l,Non
2017,35150,Non,2010310,22,l,Non
2017,35150,Non,2010319,5.25,l,Oui
2017,35150,Non,2010326,61.3,l,Non
2017,35150,Non,2010349,50,l,Non
2017,35150,Non,2010351,3,kg,Non
2017,35150,Non,2010410,1.10,kg,Oui
2017,35150,Non,2010415,20,l,Non
2017,35150,Non,2010419,46.2,kg,Non
2017,35150,Non,2010425,0.2,kg,Non
2017,35150,Non,2010427,85,l,Non
2017,35150,Non,2010441,40,l,Non
2017,35150,Non,2010493,0.25,kg,Oui
2017,35150,Non,2010495,105,kg,Non
2017,35150,Non,2010513,0.5,kg,Non
2017,35150,Non,2010640,10,kg,Non
2017,35150,Non,2020003,15,kg,Oui
2017,35150,Non,2020021,95,l,Non
2017,35150,Non,2020065,0.04,kg,Oui
2017,35150,Non,2020069,21,l,Non
2017,35150,Non,2020099,32.00,l,Non
2017,35150,Non,2020226,89,l,Non
2017,35150,Non,2020267,4,kg,Non
2017,35150,Non,2020456,20,l,Non
2017,35150,Non,2020474,235,l,Non
2017,35150,Non,2030125,4.01,l,Oui
2017,35150,Non,2030175,0.6,kg,Oui
2017,35150,Non,2030255,180,l,Non
2017,35150,Non,2030323,151.53,l,Non
2017,35150,Non,2030332,6.75,l,Oui
2017,35150,Non,2030342,400,l,Non
2017,35150,Non,2030404,10,l,Non
2017,35150,Non,2030460,20,kg,Oui
2017,35150,Non,2040109,1.5,kg,Non
2017,35150,Non,2040146,42.11,l,Non
2017,35150,Non,2040195,3,l,Non
2017,35150,Non,2040199,10,kg,Non
2017,35150,Non,2040201,10,l,Non
2017,35150,Non,2040310,365,l,Non
2017,35150,Non,2040354,1,kg,Non
2017,35150,Oui,2050046,6.5,kg,Non
2017,35150,Non,2050075,23.5,kg,Non
2017,35150,Non,2050090,60,l,Non
2017,35150,Non,2050145,1,l,Oui
2017,35150,Non,2050146,34.25,l,Oui
2017,35150,Oui,2060002,15,l,Non
2017,35150,Non,2060027,2,kg,Non
2017,35150,Non,2060045,6,kg,Oui
2017,35150,Non,2060050,1,l,Non
2017,35150,Non,2060051,5,l,Non
2017,35150,Non,2060063,1.5,kg,Non
2017,35150,Non,2060088,2450,l,Non
2017,35150,Non,2060098,0.5,l,Non
2017,35150,Non,2060113,0.5,l,Non
2017,35150,Non,2060115,35,l,Non
2017,35150,Non,2060116,15,l,Non
2017,35150,Non,2060118,10,l,Non
2017,35150,Non,2060127,0.85,l,Non
2017,35150,Non,2060129,3.3,kg,Non
2017,35150,Non,2060131,96,l,Oui
2017,35150,Non,2060134,100,kg,Non
2017,35150,Non,2060175,1991,kg,Oui
2017,35150,Non,2060194,264,kg,Non
2017,35150,Non,2070107,5,l,Non
2017,35150,Oui,2070133,55,l,Non
2017,35150,Non,2070221,330,l,Non
2017,35150,Non,2080026,575,l,Non
2017,35150,Non,2080039,70,l,Non
2017,35150,Non,2080054,0.9,l,Oui
2017,35150,Non,2080060,1,l,Non
2017,35150,Non,2080088,10,l,Non
2017,35150,Non,2080094,18.56,kg,Non
2017,35150,Non,2080101,19,kg,Non
2017,35150,Non,2080103,25,l,Non
2017,35150,Non,2080105,15,l,Non
2017,35150,Non,2080112,101.48,l,Non
2017,35150,Non,2080117,39.02,kg,Non
2017,35150,Non,2080123,0.4,kg,Non
2017,35150,Non,2080124,4.02,kg,Non
2017,35150,Non,2080125,6.4,kg,Non
2017,35150,Non,2080136,13,kg,Non
2017,35150,Non,2080145,1223,l,Non
2017,35150,Non,2090001,3,l,Non
2017,35150,Non,2090008,0.58,l,Non
2017,35150,Non,2090009,20,l,Non
2017,35150,Non,2090011,60,l,Non
2017,35150,Non,2090016,310,l,Non
2017,35150,Non,2090024,25,l,Non
2017,35150,Non,2090028,40,l,Non
2017,35150,Non,2090037,146,kg,Non
2017,35150,Non,2090041,13,kg,Non
2017,35150,Non,2090042,52.5,kg,Non
2017,35150,Non,2090050,1212,kg,Non
2017,35150,Non,2090053,85,l,Non
2017,35150,Non,2090054,29.5,kg,Non
2017,35150,Non,2090055,20,l,Non
2017,35150,Non,2090057,9.15,kg,Non
2017,35150,Non,2090060,55,l,Non
2017,35150,Non,2090064,5,l,Non
2017,35150,Non,2090066,85,l,Non
2017,35150,Non,2090068,160,l,Non
2017,35150,Non,2090069,300,l,Non
2017,35150,Non,2090071,330,l,Non
2017,35150,Non,2090072,1.3,kg,Non
2017,35150,Non,2090080,105,l,Non
2017,35150,Non,2090090,134,l,Non
2017,35150,Non,2090091,6,kg,Non
2017,35150,Non,2090092,70,l,Non
2017,35150,Oui,2090094,35,kg,Non
2017,35150,Non,2090101,250,l,Non
2017,35150,Oui,2090104,5,l,Non
2017,35150,Non,2090112,55,l,Non
2017,35150,Non,2090113,900,l,Non
2017,35150,Non,2090115,680,l,Non
2017,35150,Non,2090116,55,l,Non
2017,35150,Non,2090118,90,l,Non
2017,35150,Non,2090127,5,l,Non
2017,35150,Non,2090146,0.7,l,Oui
2017,35150,Non,2090153,12,kg,Non
2017,35150,Non,2090159,30.88,kg,Non
2017,35150,Non,2090160,5520,l,Non
2017,35150,Non,2090164,168,l,Oui
2017,35150,Non,2090171,90,l,Non
2017,35150,Non,2090173,5,l,Non
2017,35150,Non,2090186,250,l,Non
2017,35150,Non,2090199,0.2,l,Oui
2017,35150,Non,2090200,0.5,l,Oui
2017,35150,Non,2100004,1.92,l,Oui
2017,35150,Non,2100009,11.64,kg,Non
2017,35150,Non,2100015,1.17,kg,Non
2017,35150,Non,2100018,240,l,Non
2017,35150,Non,2100026,17,l,Non
2017,35150,Non,2100028,25,l,Non
2017,35150,Non,2100030,300,kg,Non
2017,35150,Non,2100036,9,kg,Non
2017,35150,Non,2100037,35,l,Non
2017,35150,Non,2100040,15,l,Non
2017,35150,Non,2100052,85,l,Non
2017,35150,Non,2100056,70,l,Non
2017,35150,Non,2100057,540,l,Non
2017,35150,Non,2100065,0.12,kg,Non
2017,35150,Non,2100067,2.5,kg,Non
2017,35150,Non,2100069,10,kg,Non
2017,35150,Non,2100078,2,l,Oui
2017,35150,Non,2100083,1.35,l,Oui
2017,35150,Non,2100108,805,l,Non
2017,35150,Non,2100111,1040,l,Non
2017,35150,Non,2100112,85,l,Non
2017,35150,Non,2100121,189.85,l,Non
2017,35150,Non,2100138,680,l,Non
2017,35150,Non,2100140,1415,l,Non
2017,35150,Non,2100154,5,l,Non
2017,35150,Non,2100157,10,l,Non
2017,35150,Non,2100165,0.8,l,Oui
2017,35150,Non,2100184,1,kg,Non
2017,35150,Non,2100191,9,l,Non
2017,35150,Non,2100214,24,l,Non
2017,35150,Non,2100231,110,kg,Non
2017,35150,Non,2100234,200,l,Non
2017,35150,Non,2100235,6.75,l,Non
2017,35150,Oui,2110004,20,l,Non
2017,35150,Non,2110013,29,l,Non
2017,35150,Non,2110018,108.20,l,Non
2017,35150,Non,2110063,3.90,kg,Non
2017,35150,Non,2110077,35,l,Non
2017,35150,Non,2110078,110,l,Non
2017,35150,Non,2110083,0.75,l,Oui
2017,35150,Non,2110086,40,l,Non
2017,35150,Non,2110095,155,l,Non
2017,35150,Non,2110096,50,l,Non
2017,35150,Non,2110102,49.16,l,Non
2017,35150,Non,2110105,736,l,Non
2017,35150,Non,2110109,300,l,Non
2017,35150,Non,2110115,10,l,Non
2017,35150,Non,2110121,195.80,l,Non
2017,35150,Non,2110140,30,l,Non
2017,35150,Non,2110144,108,l,Non
2017,35150,Non,2110147,15,kg,Non
2017,35150,Non,2110148,123,l,Non
2017,35150,Non,2110149,5.6,l,Oui
2017,35150,Non,2110150,1.2,l,Oui
2017,35150,Non,2110153,1000,l,Non
2017,35150,Non,2110159,0.6,l,Oui
2017,35150,Non,2110162,5,l,Non
2017,35150,Non,2110167,132,l,Non
2017,35150,Non,2110177,565,l,Non
2017,35150,Non,2110178,400,l,Non
2017,35150,Non,2110181,80,l,Non
2017,35150,Non,2110192,2,kg,Non
2017,35150,Non,2110194,45,l,Non
2017,35150,Non,2110198,1060,l,Non
2017,35150,Non,2120018,10.85,l,Oui
2017,35150,Non,2120034,365,l,Non
2017,35150,Non,2120035,5,l,Non
2017,35150,Non,2120041,4.88,l,Non
2017,35150,Oui,2120045,3,l,Non
2017,35150,Non,2120048,112,l,Non
2017,35150,Non,2120063,0.8,l,Oui
2017,35150,Non,2120066,190,l,Non
2017,35150,Non,2120070,305,l,Non
2017,35150,Non,2120075,575,l,Non
2017,35150,Non,2120081,42,l,Non
2017,35150,Non,2120089,90,l,Non
2017,35150,Non,2120093,60,l,Non
2017,35150,Non,2120120,10,l,Non
2017,35150,Non,2120129,0.2,l,Oui
2017,35150,Non,2120133,12.50,l,Oui
2017,35150,Non,2120155,2.85,l,Oui
2017,35150,Non,2120159,0.03,l,Non
2017,35150,Non,2120160,80,l,Non
2017,35150,Non,2120194,6.6,kg,Non
2017,35150,Non,2120205,560,l,Non
2017,35150,Non,2120206,25,l,Non
2017,35150,Non,2120210,235,l,Non
2017,35150,Non,2130040,3.09,l,Oui
2017,35150,Non,2130054,3,l,Non
2017,35150,Non,2130063,105,l,Non
2017,35150,Non,2130067,5,l,Non
2017,35150,Non,2130068,40,l,Non
2017,35150,Non,2130069,4,l,Non
2017,35150,Non,2130075,1305,kg,Non
2017,35150,Non,2130081,520,kg,Non
2017,35150,Non,2130083,32,l,Non
2017,35150,Non,2130084,120,kg,Non
2017,35150,Non,2130087,100,kg,Non
2017,35150,Non,2130093,3,l,Oui
2017,35150,Non,2130105,688,kg,Non
2017,35150,Oui,2130122,5,l,Non
2017,35150,Non,2130132,1,l,Non
2017,35150,Non,2130140,420,l,Non
2017,35150,Non,2130151,0.08,kg,Oui
2017,35150,Non,2130164,300,l,Non
2017,35150,Non,2130190,5,l,Non
2017,35150,Non,2130202,345,l,Non
2017,35150,Non,2130242,90,l,Non
2017,35150,Non,2130251,52,l,Non
