annee,code_postal_acheteur,achat_etranger,amm,substance,cas,fonction,classification,classification_mention,quantite_substance
2021,35000,Non,2120075,quinmerac,90717-03-6,Herbicide,Env B,,1
2021,35000,Non,2130063,nicosulfuron,111991-09-4,Herbicide,Env A,,0.2
2021,35000,Non,2130069,diflufenicanil,83164-33-4,Herbicide,Env B,,1.295
2021,35000,Non,2130083,lambda-cyhalothrine,91465-08-6,Insecticide,Santé A,Substitution,0.1
2021,35000,Non,2130085,metaldehyde,108-62-3,Molluscicide,CMR,,0.72
2021,35000,Non,2130253,"2,4-d",94-75-7,Herbicide,Env B,,2.4
2021,35000,Non,2130253,glyphosate,1071-83-6,Herbicide,Env A,,3.6
2021,35000,Non,2130266,bromuconazole,116255-48-2,Fongicide,Env A,,1.67
2021,35000,Non,2130266,tebuconazole,107534-96-3,Fongicide,CMR,,1.07
2021,35000,Non,2140258,iodosulfuron-methyl-sodium,144550-36-7,Herbicide,Env A,,0.075
2021,35000,Non,2140258,mesosulfuron-methyl,208465-21-8,Herbicide,Env A,,0.075
2021,35000,Non,2150084,mesotrione,104206-82-8,Herbicide,Env A,,2.5
2021,35000,Non,2150757,diflufenicanil,83164-33-4,Herbicide,Env B,,0.4
2021,35000,Non,2150757,glyphosate,1071-83-6,Herbicide,Env A,,2.5
2021,35000,Non,2150964,lambda-cyhalothrine,91465-08-6,Insecticide,Santé A,Substitution,0.6
2021,35000,Non,2160484,difenoconazole,119446-68-3,Fongicide,Env A,,0.29
2021,35000,Non,2160484,fludioxonil,131341-86-1,Fongicide,Env A,,0.29
2021,35000,Non,2160814,diflufenicanil,83164-33-4,Herbicide,Env B,,1
2021,35000,Non,2160920,fluroxypyr-meptyl,81406-37-3,Herbicide,Autre,,0.9725
2021,35000,Non,2160920,metsulfuron-methyl,74223-64-6,Herbicide,Env A,Substitution,0.025
2021,35000,Non,2160920,thifensulfuron-methyle,79277-27-3,Herbicide,Env A,,0.15
2021,35000,Non,2160931,bixafen,581809-46-3,Fongicide,Env A,,0.27625
2021,35000,Non,2160931,fluopyram,658066-35-4,Fongicide,Env A,,0.27625
2021,35000,Non,2160931,prothioconazole,178928-70-6,Fongicide,Env A,,0.5525
2021,35000,Non,2160936,cloquintocet-mexyl,99607-70-2,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,0.048
2021,35000,Non,2160936,fluroxypyr-meptyl,81406-37-3,Herbicide,Autre,,1.612
2021,35000,Non,2160936,halauxifen-methyl,943831-98-9,Herbicide,Env A,,0.05
2021,35000,Non,2160959,benzovindiflupyr,1072957-71-1,Fongicide,Santé A,Substitution,2.25
2021,35000,Non,2160959,prothioconazole,178928-70-6,Fongicide,Env A,,4.5
2021,35000,Non,2161101,fluxapyroxad,907204-31-3,Fongicide,CMR,,0.375
2021,35000,Non,2161101,pyraclostrobine,175013-18-0,Fongicide,Santé A,,0.75
2021,35000,Non,2170237,iodosulfuron-methyl-sodium,144550-36-7,Herbicide,Env A,,0.045
2021,35000,Non,2170237,mefenpyr-diethyl,135590-91-9,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,0.135
2021,35000,Non,2170237,mesosulfuron-methyl,208465-21-8,Herbicide,Env A,,0.045
2021,35000,Non,2170237,thiencarbazone-methyl,317815-83-1,Herbicide,CMR,,0.0375
2021,35000,Non,2170685,acide acetique,64-19-7,Herbicide,Autre,,0.3
2021,35000,Non,2180124,metalaxyl,57837-19-1,Fongicide,Env B,,0.0184
2021,35000,Non,2180124,prothioconazole,178928-70-6,Fongicide,Env A,,0.092
2021,35000,Non,2180461,metaldehyde,108-62-3,Molluscicide,CMR,,2.489
2021,35000,Non,2180865,ipconazole,125225-28-7,Fongicide,CMR,Exclusion,0.00452
2021,35000,Non,2190062,halauxifen-methyl,943831-98-9,Herbicide,Env A,,0.045
2021,35000,Non,2190062,piclorame,1918-02-1,Herbicide,Env A,,0.216
2021,35000,Non,2190214,aclonifen,74070-46-5,Herbicide,CMR,,18
2021,35000,Non,2190214,diflufenicanil,83164-33-4,Herbicide,Env B,,2.4
2021,35000,Non,2190214,flufenacet,142459-58-3,Herbicide,Env A,,3
2021,35000,Non,2190608,flufenacet,142459-58-3,Herbicide,Env A,,2
2021,35000,Non,2190686,fluxapyroxad,907204-31-3,Fongicide,CMR,,2.0
2021,35000,Non,2190686,mefentrifluconazole,1417782-03-6,Fongicide,Autre,,4
2021,35000,Non,7200313,alcools terpeniques,98-55-5,Autre usage – Adjuvant,Autre,,3.325
2021,35000,Non,8300063,soufre pour pulverisation (micronise),7704-34-9,Fongicide,Autre,,48
2021,35000,Non,8400096,dicamba,1918-00-9,Herbicide,Env B,,0.48
2021,35000,Non,8700462,prosulfocarbe,52888-80-9,Herbicide,Env A,,32
2021,35000,Non,8800395,lambda-cyhalothrine,91465-08-6,Insecticide,Santé A,Substitution,0.025
2021,35000,Non,8800395,pyrimicarbe,23103-98-2,Insecticide,CMR,,0.5
2021,35000,Non,9000184,"2,4-mcpa",94-74-6,Herbicide,Env A,,2
2021,35000,Non,9000184,clopyralid,1702-17-6,Herbicide,Autre,,0.2
2021,35000,Non,9000184,fluroxypyr-meptyl,81406-37-3,Herbicide,Autre,,0.576
2021,35000,Non,9000741,tetraconazole,112281-77-3,Fongicide,Env A,,1.25
2021,35000,Non,9100418,nicosulfuron,111991-09-4,Herbicide,Env A,,0.2
2021,35000,Non,9500040,quizalofop-p-ethyl,100646-51-3,Herbicide,Env A,,0.25
2021,35000,Non,9500323,phosphure d'aluminium,20859-73-8,Insecticide,Santé A,,6.16
2021,35000,Non,9500595,"2,4-d",94-75-7,Herbicide,Env B,,0.15
2021,35000,Non,9500595,"2,4-mcpa",94-74-6,Herbicide,Env A,,0.175
2021,35000,Non,9500595,clopyralid,1702-17-6,Herbicide,Autre,,0.035
2021,35000,Non,9500628,bentazone,25057-89-0,Herbicide,Env B,,5.22
2021,35000,Non,9600093,azoxystrobine,131860-33-8,Fongicide,Santé A,,0.8325
2021,35000,Non,9600370,"2,4-mcpa",94-74-6,Herbicide,Env A,,1.75
2021,35000,Non,9600370,clopyralid (sous forme de sel de monoethanolamine),57754-85-5,Herbicide,Autre,,0.175
2021,35000,Non,9800182,s-metolachlore,87392-12-9,Herbicide,Env A,,9.6
2021,35000,Non,9800262,flazasulfuron,104040-78-0,Herbicide,Env A,,0.025
2021,35000,Non,9800336,lambda-cyhalothrine,91465-08-6,Insecticide,Santé A,Substitution,1.3
2021,35000,Non,9900251,dimethenamide-p (dmta-p),163515-14-8,Herbicide,Env A,,7.2
2021,35131,Non,2000003,metazachlore,67129-08-2,Herbicide,CMR,,15.0
2021,35131,Non,2000201,silthiofam,175217-20-6,Fongicide,Env A,,0.17625
2021,35131,Non,2000380,clethodime,99129-21-2,Herbicide,Env B,,0.12
2021,35131,Non,2010030,mepiquat-chlorure,24307-26-4,Régulateur de croissance,Env B,,10.5
2021,35131,Non,2010030,prohexadione-calcium,127277-53-6,Régulateur de croissance,Env B,,1.75
2021,35131,Non,2010280,metconazole,125116-23-6,Fongicide,CMR,,1.35
2021,35131,Non,2020099,trifloxystrobine,141517-21-7,Fongicide,Env A,,1
2021,35131,Non,2030010,clomazone,81777-89-1,Herbicide,Env A,,0.36
2021,35131,Non,2030342,chlormequat chlorure,999-81-5,Régulateur de croissance,Autre,,27.6
2021,35131,Non,2040146,tefluthrine,79538-32-2,Insecticide,Santé A,,0.1
2021,35131,Non,2060127,prothioconazole,178928-70-6,Fongicide,Env A,,0.188
2021,35131,Non,2080026,nicosulfuron,111991-09-4,Herbicide,Env A,,0.12
2021,35131,Non,2080123,metsulfuron-methyl,74223-64-6,Herbicide,Env A,Substitution,0.08
2021,35131,Non,2080145,diflufenicanil,83164-33-4,Herbicide,Env B,,7
2021,35131,Non,2080145,flufenacet,142459-58-3,Herbicide,Env A,,14
2021,35131,Non,2090037,dicamba,1918-00-9,Herbicide,Env B,,3.5
2021,35131,Non,2090037,prosulfuron,94125-34-5,Herbicide,Env A,Substitution,0.35
2021,35131,Non,2090050,cypermethrine,52315-07-8,Insecticide,Env A,,4.608
2021,35131,Non,2090069,bromoxynil,1689-84-5,Herbicide,CMR,Exclusion,3.525
2021,35131,Non,2090093,glyphosate,1071-83-6,Herbicide,Env A,,36
2021,35131,Non,2090101,nicosulfuron,111991-09-4,Herbicide,Env A,,0.8
2021,35131,Non,2090111,cypermethrine,52315-07-8,Insecticide,Env A,,0.372
2021,35131,Non,2090118,flufenacet,142459-58-3,Herbicide,Env A,,1.8
2021,35131,Non,2090118,pendimethaline,40487-42-1,Herbicide,Env A,Substitution,9
2021,35131,Non,2090153,dicamba,1918-00-9,Herbicide,Env B,,4.8
2021,35131,Non,2090153,tritosulfuron,142469-14-5,Herbicide,Env A,,1.0
2021,35131,Non,2100018,tebuconazole,107534-96-3,Fongicide,CMR,,1.25
2021,35131,Non,2100030,phosphate ferrique,10045-86-0,Molluscicide,Autre,,0.594
2021,35131,Non,2100057,prothioconazole,178928-70-6,Fongicide,Env A,,2.625
2021,35131,Non,2100057,trifloxystrobine,141517-21-7,Fongicide,Env A,,1.32
2021,35131,Non,2100111,mesotrione,104206-82-8,Herbicide,Env A,,3
2021,35131,Non,2100111,nicosulfuron,111991-09-4,Herbicide,Env A,,1.2
2021,35131,Non,2100138,cloquintocet-mexyl,99607-70-2,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,1.0625
2021,35131,Non,2100138,pinoxaden,243973-20-8,Herbicide,CMR,,4.25
2021,35131,Non,2110018,difenoconazole,119446-68-3,Fongicide,Env A,,0.127
2021,35131,Non,2110018,fludioxonil,131341-86-1,Fongicide,Env A,,0.127
2021,35131,Non,2110102,difenoconazole,119446-68-3,Fongicide,Env A,,0.227
2021,35131,Non,2110102,fludioxonil,131341-86-1,Fongicide,Env A,,0.227
2021,35131,Non,2110102,sedaxane,874967-67-6,Fongicide,Env A,,0.454
2021,35131,Non,2110105,azoxystrobine,131860-33-8,Fongicide,Santé A,,0.5
2021,35131,Non,2110142,clopyralid,1702-17-6,Herbicide,Autre,,0.1
2021,35131,Non,2110192,metsulfuron-methyl,74223-64-6,Herbicide,Env A,Substitution,0.36
2021,35131,Non,2120048,aminopyralid,150114-71-9,Herbicide,Env A,,0.09
2021,35131,Non,2120048,triclopyr,55335-06-3,Herbicide,Env B,,0.72
2021,35131,Non,2130063,nicosulfuron,111991-09-4,Herbicide,Env A,,3.2
2021,35131,Non,2130068,diflufenicanil,83164-33-4,Herbicide,Env B,,1
2021,35131,Non,2130083,lambda-cyhalothrine,91465-08-6,Insecticide,Santé A,Substitution,0.1
2021,35131,Non,2130202,fluopyram,658066-35-4,Fongicide,Env A,,2.1875
2021,35131,Non,2130202,prothioconazole,178928-70-6,Fongicide,Env A,,2.1875
2021,35131,Non,2130266,bromuconazole,116255-48-2,Fongicide,Env A,,2.505
2021,35131,Non,2130266,tebuconazole,107534-96-3,Fongicide,CMR,,1.605
2021,35131,Non,2140078,fludioxonil,131341-86-1,Fongicide,Env A,,0.5965
2021,35131,Non,2140078,tefluthrine,79538-32-2,Insecticide,Santé A,,2.386
2021,35131,Non,2140093,glyphosate,1071-83-6,Herbicide,Env A,,9
2021,35131,Non,2150140,glyphosate,1071-83-6,Herbicide,Env A,,50.4
2021,35131,Non,2150483,lambda-cyhalothrine,91465-08-6,Insecticide,Santé A,Substitution,0.28
2021,35131,Non,2150785,mesotrione,104206-82-8,Herbicide,Env A,,3.5
2021,35131,Non,2160384,trinexapac-ethyl,95266-40-3,Régulateur de croissance,Env A,,1.25
2021,35131,Non,2160556,clomazone,81777-89-1,Herbicide,Env A,,1.8
2021,35131,Non,2160931,bixafen,581809-46-3,Fongicide,Env A,,1.235
2021,35131,Non,2160931,fluopyram,658066-35-4,Fongicide,Env A,,1.235
2021,35131,Non,2160931,prothioconazole,178928-70-6,Fongicide,Env A,,2.47
2021,35131,Non,2160959,benzovindiflupyr,1072957-71-1,Fongicide,Santé A,Substitution,3
2021,35131,Non,2160959,prothioconazole,178928-70-6,Fongicide,Env A,,6
2021,35131,Non,2161101,fluxapyroxad,907204-31-3,Fongicide,CMR,,1.125
2021,35131,Non,2161101,pyraclostrobine,175013-18-0,Fongicide,Santé A,,2.25
2021,35131,Non,2170230,azoxystrobine,131860-33-8,Fongicide,Santé A,,0.0063
2021,35131,Non,2170230,fludioxonil,131341-86-1,Fongicide,Env A,,0.01575
2021,35131,Non,2170230,metalaxyl-m,70630-17-0,Fongicide,Autre,,0.01218
2021,35131,Non,2170230,thiabendazole,148-79-8,Fongicide,Env A,,0.126
2021,35131,Non,2170381,mesotrione,104206-82-8,Herbicide,Env A,,4.90
2021,35131,Non,2170381,terbuthylazine,5915-41-3,Herbicide,Env A,,23.10
2021,35131,Non,2170933,prohexadione-calcium,127277-53-6,Régulateur de croissance,Env B,,0.3
2021,35131,Non,2170933,trinexapac-ethyl,95266-40-3,Régulateur de croissance,Env A,,0.45
2021,35131,Non,2171111,metamitrone,41394-05-2,Herbicide,Env A,,3.5
2021,35131,Non,2180124,metalaxyl,57837-19-1,Fongicide,Env B,,0.0184
2021,35131,Non,2180124,prothioconazole,178928-70-6,Fongicide,Env A,,0.092
2021,35131,Non,2180404,bacillus subtilis souche qst 713,68038-70-0,Fongicide,Autre,,
2021,35131,Non,2190173,metaldehyde,108-62-3,Molluscicide,CMR,,1.44
2021,35131,Non,2190173,phosphate ferrique,10045-86-0,Molluscicide,Autre,,2.3328
2021,35131,Non,2190509,mefentrifluconazole,1417782-03-6,Fongicide,Autre,,1.5
2021,35131,Non,2200066,fenpicoxamide,517875-34-2,Fongicide,Autre,,4
2021,35131,Non,8400096,dicamba,1918-00-9,Herbicide,Env B,,4.8
2021,35131,Non,8800029,phenmediphame,13684-63-4,Herbicide,Env A,,1.6
2021,35131,Non,8800395,lambda-cyhalothrine,91465-08-6,Insecticide,Santé A,Substitution,0.025
2021,35131,Non,8800395,pyrimicarbe,23103-98-2,Insecticide,CMR,,0.5
2021,35131,Non,9000069,ethofumesate,26225-79-6,Herbicide,Env A,,2.5
2021,35131,Non,9100296,"2,4-d",94-75-7,Herbicide,Env B,,6
