annee,code_postal_acheteur,achat_etranger,amm,quantite_produit,conditionnement,eaj
2015,35000,Non,2100004,5.76,l,Oui
2015,35000,Non,2100009,1.2,kg,Non
2015,35000,Non,2100037,10,l,Non
2015,35000,Non,2100057,30,l,Non
2015,35000,Non,2100078,57,l,Oui
2015,35000,Non,2100083,11.25,l,Oui
2015,35000,Non,2100098,5,l,Non
2015,35000,Non,2100100,9,l,Oui
2015,35000,Non,2100102,10,l,Non
2015,35000,Non,2100108,65,l,Non
2015,35000,Non,2100111,10,l,Non
2015,35000,Non,2100112,10,l,Non
2015,35000,Non,2100121,20.43,l,Non
2015,35000,Non,2100138,55,l,Non
2015,35000,Non,2100140,30,l,Non
2015,35000,Non,2100177,73,kg,Non
2015,35000,Non,2100179,10,l,Non
2015,35000,Non,2100181,1.25,kg,Non
2015,35000,Non,2100184,2,kg,Non
2015,35000,Non,2100221,0.55,kg,Non
2015,35000,Non,2110033,8.25,l,Oui
2015,35000,Non,2110040,0.3,kg,Oui
2015,35000,Non,2110078,5,l,Non
2015,35000,Non,2110083,14.25,l,Oui
2015,35000,Non,2110084,18.25,l,Oui
2015,35000,Non,2110102,1,l,Non
2015,35000,Non,2110147,0.25,kg,Non
2015,35000,Non,2110149,8.8,l,Oui
2015,35000,Non,2110178,20,l,Non
2015,35000,Non,2110180,1.43,kg,Oui
2015,35000,Non,2110181,25,l,Non
2015,35000,Non,2120008,2.5,l,Oui
2015,35000,Non,2120015,1.35,l,Oui
2015,35000,Non,2120018,86.8,l,Oui
2015,35000,Non,2120034,200,l,Non
2015,35000,Non,2120048,3,l,Non
2015,35000,Non,2120063,3.4,l,Oui
2015,35000,Non,2120066,20,l,Non
2015,35000,Non,2120075,15,l,Non
2015,35000,Non,2120118,3,l,Oui
2015,35000,Non,2120133,19.28,l,Oui
2015,35000,Non,2120150,15.35,l,Oui
2015,35000,Non,2120155,113.70,l,Oui
2015,35000,Non,2120157,74,l,Oui
2015,35000,Non,2120174,10,l,Oui
2015,35000,Non,2120205,20,l,Non
2015,35000,Non,2120213,4.2,l,Oui
2015,35000,Non,2130040,11.96,l,Oui
2015,35000,Non,2130063,10,l,Non
2015,35000,Non,2130084,24,kg,Non
2015,35000,Non,2130088,8.1,kg,Oui
2015,35000,Non,2130126,24,kg,Oui
2015,35000,Non,2130140,80,l,Non
2015,35000,Non,2130151,1.28,kg,Oui
2015,35000,Non,2130152,0.56,l,Non
2015,35000,Non,2130153,10.8,l,Oui
2015,35000,Non,2150098,150,l,Non
2015,35000,Non,6500402,20,l,Non
2015,35000,Non,7700078,173,l,Non
2015,35000,Non,7700706,260,kg,Oui
2015,35000,Non,8100462,29.65,kg,Oui
2015,35000,Non,8200216,4,l,Non
2015,35000,Non,8300243,130,l,Non
2015,35000,Non,8400096,5,l,Non
2015,35000,Non,8400255,0.1,kg,Non
2015,35000,Non,8400574,10,l,Non
2015,35000,Non,8400600,1,l,Non
2015,35000,Non,8500351,2.39,kg,Oui
2015,35000,Non,8500493,60,l,Non
2015,35000,Non,8600063,1.6,kg,Oui
2015,35000,Non,8600243,70,l,Oui
2015,35000,Non,8600262,12.8,kg,Oui
2015,35000,Non,8600395,0.82,kg,Oui
2015,35000,Non,8700012,15,l,Non
2015,35000,Non,8700020,15,l,Non
2015,35000,Non,8700462,40,l,Non
2015,35000,Non,8700621,7.05,l,Oui
2015,35000,Non,8800199,17,l,Non
2015,35000,Non,8800395,20,l,Non
2015,35000,Non,8800504,40,l,Non
2015,35000,Non,8800841,40,l,Oui
2015,35000,Non,8820680,156,kg,Oui
2015,35000,Non,8900153,100,l,Non
2015,35000,Non,8900564,6,l,Non
2015,35000,Non,9000282,200,l,Non
2015,35000,Non,9000359,11.6,kg,Oui
2015,35000,Non,9000360,11.6,kg,Oui
2015,35000,Non,9000361,9.6,kg,Oui
2015,35000,Non,9000471,59,l,Non
2015,35000,Non,9000490,156,l,Non
2015,35000,Non,9000691,140,l,Non
2015,35000,Non,9000741,10,l,Non
2015,35000,Non,9100156,100,l,Non
2015,35000,Non,9100231,200.8,kg,Oui
2015,35000,Non,9100418,50,l,Non
2015,35000,Non,9100505,40,l,Non
2015,35000,Non,9100525,0.17,kg,Oui
2015,35000,Non,9200135,111.85,kg,Oui
2015,35000,Non,9200383,1,kg,Non
2015,35000,Non,9200392,7,l,Non
2015,35000,Non,9200461,30,l,Non
2015,35000,Non,9200482,0.81,kg,Oui
2015,35000,Non,9200532,5.05,l,Oui
2015,35000,Non,9300111,1.12,l,Oui
2015,35000,Non,9300189,51.73,l,Oui
2015,35000,Non,9300241,53.5,l,Oui
2015,35000,Non,9300309,15,l,Non
2015,35000,Non,9300326,12,kg,Oui
2015,35000,Non,9300338,10,l,Non
2015,35000,Non,9300557,20,l,Non
2015,35000,Non,9400109,344,kg,Oui
2015,35000,Non,9400134,10,l,Non
2015,35000,Non,9400354,60,l,Non
2015,35000,Non,9400367,40,l,Non
2015,35000,Non,9400456,270,kg,Oui
2015,35000,Non,9420113,1554.0,kg,Oui
2015,35000,Non,9500106,2,l,Non
2015,35000,Non,9500150,1,l,Oui
2015,35000,Non,9500302,121.6,kg,Oui
2015,35000,Non,9500321,4,kg,Non
2015,35000,Non,9500323,4,kg,Non
2015,35000,Non,9500364,0.35,l,Oui
2015,35000,Non,9500434,0.84,l,Oui
2015,35000,Non,9500484,152.24,l,Oui
2015,35000,Non,9500485,469.8,l,Oui
2015,35000,Non,9500581,5,l,Non
2015,35000,Non,9500628,18,kg,Non
2015,35000,Non,9600022,10.50,l,Oui
2015,35000,Non,9600141,0.8,l,Oui
2015,35000,Non,9600197,1.7,kg,Non
2015,35000,Non,9600377,4.05,l,Oui
2015,35000,Non,9600386,6.8,kg,Oui
2015,35000,Non,9600392,30,l,Non
2015,35000,Non,9600488,0.03,kg,Oui
2015,35000,Non,9700038,1.05,l,Oui
2015,35000,Non,9700332,0.72,l,Oui
2015,35000,Non,9700521,115,l,Oui
2015,35000,Non,9800018,15,l,Non
2015,35000,Non,9800096,14.3,l,Oui
2015,35000,Non,9800144,6.52,kg,Non
2015,35000,Non,9800244,0.24,kg,Oui
2015,35000,Non,9800251,87.5,l,Non
2015,35000,Non,9800259,80,l,Non
2015,35000,Non,9800294,40,l,Non
2015,35000,Non,9800321,3.3,l,Oui
2015,35000,Non,9800336,2,l,Non
2015,35000,Non,9800481,90,l,Oui
2015,35000,Non,9900047,30,l,Non
2015,35000,Non,9900119,22.8,kg,Oui
2015,35000,Non,9900134,0.20,l,Oui
2015,35000,Non,9900242,30,kg,Non
2015,35000,Non,9900254,967,l,Oui
2015,35000,Non,9900262,5.6,kg,Non
2015,35000,Non,9900282,10.62,l,Oui
2015,35131,Non,2000299,4,l,Non
2015,35131,Non,2010025,10,l,Non
2015,35131,Non,2010030,40,l,Non
2015,35131,Non,2010280,10,l,Non
2015,35131,Non,2010415,20,l,Non
2015,35131,Non,2010419,1.2,kg,Non
2015,35131,Non,2010495,15,kg,Non
2015,35131,Non,2020224,6.6,kg,Non
2015,35131,Non,2020474,20,l,Non
2015,35131,Non,2040109,0.75,kg,Non
2015,35131,Non,2040199,10,kg,Non
2015,35131,Non,2040310,25,l,Non
2015,35131,Non,2050146,0.8,l,Oui
2015,35131,Non,2060115,15,l,Non
2015,35131,Non,2060118,5,l,Non
2015,35131,Non,2060131,1,l,Oui
2015,35131,Non,2060175,80,kg,Oui
2015,35131,Non,2080026,60,l,Non
2015,35131,Non,2080089,1,l,Oui
2015,35131,Non,2080107,20,l,Non
2015,35131,Non,2080112,2.2,l,Non
2015,35131,Non,2080117,1.4,kg,Non
2015,35131,Non,2080136,2,kg,Non
2015,35131,Non,2080145,5,l,Non
2015,35131,Non,2090036,5,l,Oui
2015,35131,Non,2090038,10,l,Non
2015,35131,Non,2090054,0.5,kg,Non
2015,35131,Non,2090057,1.8,kg,Non
2015,35131,Non,2090092,10,l,Non
2015,35131,Non,2090111,0.71,l,Non
2015,35131,Non,2090186,100,l,Non
2015,35131,Non,2100014,0.3,kg,Non
2015,35131,Non,2100056,15,l,Non
2015,35131,Non,2100108,10,l,Non
2015,35131,Non,2100111,10,l,Non
2015,35131,Non,2100138,30,l,Non
2015,35131,Non,2100140,5,l,Non
2015,35131,Non,2110102,0.71,l,Non
2015,35131,Non,2110121,5.75,l,Non
2015,35131,Non,2110170,10,l,Non
2015,35131,Non,2110177,20,l,Non
2015,35131,Non,2110194,15,l,Non
2015,35131,Non,2120048,1,l,Non
2015,35131,Non,2120066,30,l,Non
2015,35131,Non,2120155,4,l,Oui
2015,35131,Non,2120205,150,l,Non
2015,35131,Non,2130087,60,kg,Non
2015,35131,Non,2130105,48,kg,Non
2015,35131,Non,2140039,0.7,l,Non
2015,35131,Non,8400096,1,l,Non
2015,35131,Non,8400574,10,l,Non
2015,35131,Non,8500493,90,l,Non
2015,35131,Non,8700012,15,l,Non
2015,35131,Non,8800199,3,l,Non
2015,35131,Non,9100505,20,l,Non
2015,35131,Non,9100525,1,kg,Oui
2015,35131,Non,9200392,1,l,Non
2015,35131,Non,9300309,4,l,Non
2015,35131,Non,9400008,1.44,l,Non
2015,35131,Non,9400067,1,kg,Non
2015,35131,Non,9500581,15,l,Non
2015,35131,Non,9600197,0.5,kg,Non
2015,35131,Non,9800098,2,kg,Non
2015,35131,Non,9800277,3,l,Non
2015,35131,Non,9800336,1.5,l,Non
2015,35131,Non,9800344,0.66,l,Non
2015,35131,Non,9900016,15,l,Non
2015,35131,Non,9900047,60,l,Non
2015,35131,Non,9900141,15,l,Non
2015,35131,Non,9900201,4.5,l,Non
2015,35131,Non,9900262,0.2,kg,Non
2015,35131,Non,9900269,60,l,Non
2015,35132,Non,2000201,4.66,l,Non
2015,35132,Non,2010415,40,l,Non
2015,35132,Non,2060088,80,l,Non
2015,35132,Non,2060115,10,l,Non
2015,35132,Non,2080094,2.5,kg,Non
2015,35132,Non,2080145,5,l,Non
2015,35132,Non,2090009,75,l,Non
2015,35132,Non,2100004,0.96,l,Oui
2015,35132,Non,2100056,10,l,Non
2015,35132,Non,2100140,5,l,Non
2015,35132,Non,2100234,10,l,Non
2015,35132,Non,2110102,4.66,l,Non
2015,35132,Non,2120034,60,l,Non
2015,35132,Non,2120048,3,l,Non
2015,35132,Non,2120070,20,l,Non
2015,35132,Non,2120205,20,l,Non
2015,35132,Non,2130164,25,l,Non
2015,35132,Non,8400096,5,l,Non
2015,35132,Non,9000259,0.24,kg,Non
2015,35132,Non,9100231,2,kg,Oui
2015,35132,Non,9200461,30,l,Non
2015,35132,Non,9500484,0.36,l,Oui
2015,35132,Non,9800280,5,l,Non
2015,35135,Non,2000299,3,l,Non
2015,35135,Non,2010425,1.6,kg,Non
2015,35135,Non,2020003,5,kg,Oui
2015,35135,Non,2020049,0.6,kg,Non
2015,35135,Non,2050146,0.8,l,Oui
2015,35135,Non,2080136,10,kg,Non
2015,35135,Non,2090016,20,l,Non
2015,35135,Non,2090018,5,l,Non
2015,35135,Non,2090037,8,kg,Non
2015,35135,Non,2090041,1.5,kg,Non
2015,35135,Non,2090186,95,l,Non
2015,35135,Non,2090199,1,l,Oui
2015,35135,Non,2100026,2,l,Non
2015,35135,Non,2100102,5,l,Non
2015,35135,Non,2100108,55,l,Non
2015,35135,Non,2100111,40,l,Non
2015,35135,Non,2100138,60,l,Non
2015,35135,Non,2100179,10,l,Non
2015,35135,Non,2100234,35,l,Non
2015,35135,Non,2110177,20,l,Non
2015,35135,Non,2110178,25,l,Non
2015,35135,Non,2120048,1,l,Non
2015,35135,Non,2120160,5,l,Non
2015,35135,Non,2130068,10,l,Non
2015,35135,Non,2130083,3,l,Non
2015,35135,Non,2130105,48,kg,Non
2015,35135,Non,8600243,30,l,Oui
2015,35135,Non,9000259,0.24,kg,Non
2015,35135,Non,9000741,30,l,Non
2015,35135,Non,9000833,25,l,Non
2015,35135,Non,9100046,2,l,Non
2015,35135,Non,9100418,40,l,Non
2015,35135,Non,9200018,15,l,Non
2015,35135,Non,9200461,65,l,Non
2015,35135,Non,9300338,25,l,Non
2015,35135,Non,9400354,80,l,Non
2015,35135,Non,9400367,60,l,Non
2015,35135,Non,9500581,40,l,Non
2015,35135,Non,9600196,0.6,kg,Non
2015,35135,Non,9800277,0.25,l,Non
2015,35135,Non,9900269,80,l,Non
2015,35136,Non,2010280,10,l,Non
2015,35136,Non,2020049,1.2,kg,Non
2015,35136,Non,2020318,5,l,Oui
2015,35136,Non,2060045,1,kg,Oui
2015,35136,Non,2060115,5,l,Non
2015,35136,Non,2060131,4,l,Oui
2015,35136,Non,2060208,55,l,Non
2015,35136,Non,2080103,16,l,Non
2015,35136,Non,2080120,10,l,Non
2015,35136,Non,2090041,3,kg,Non
2015,35136,Non,2090043,50,l,Non
2015,35136,Non,2090057,0.6,kg,Non
2015,35136,Non,2100040,12,l,Non
2015,35136,Non,2100098,10,l,Non
2015,35136,Non,2100102,5,l,Non
2015,35136,Non,2100114,4,kg,Non
2015,35136,Non,2130054,20,l,Non
2015,35136,Non,2130164,10,l,Non
2015,35136,Non,7900323,120,l,Non
2015,35136,Non,9200392,15,l,Non
2015,35136,Non,9300189,5,l,Oui
2015,35136,Non,9300305,6,l,Non
2015,35136,Non,9400109,280,kg,Oui
2015,35136,Non,9500002,8,l,Oui
2015,35136,Non,9700136,4,l,Non
2015,35136,Non,9800477,10,l,Non
2015,35136,Non,9900119,1.84,kg,Oui
2015,35150,Non,2000017,1.24,l,Oui
2015,35150,Non,2000018,380,kg,Non
2015,35150,Non,2000044,10,l,Non
2015,35150,Non,2000079,20,l,Non
2015,35150,Non,2000125,2.8,kg,Oui
2015,35150,Non,2000201,13.27,l,Non
2015,35150,Non,2000299,143.6,l,Non
2015,35150,Non,2000301,425,l,Non
2015,35150,Non,2000316,3,l,Non
2015,35150,Non,2000341,10,kg,Non
2015,35150,Non,2000502,24,l,Non
2015,35150,Non,2000536,4.4,kg,Non
2015,35150,Non,2010019,25,l,Non
2015,35150,Non,2010023,155,l,Non
2015,35150,Non,2010025,10,l,Non
2015,35150,Non,2010030,100,l,Non
2015,35150,Non,2010035,18.45,l,Oui
2015,35150,Non,2010130,120,kg,Non
2015,35150,Non,2010132,5,kg,Non
2015,35150,Non,2010239,384,l,Non
2015,35150,Non,2010240,260,l,Non
2015,35150,Non,2010280,133.06,l,Non
2015,35150,Non,2010282,110,l,Non
2015,35150,Non,2010284,0.35,l,Oui
2015,35150,Non,2010289,300,l,Non
2015,35150,Non,2010315,0.1,kg,Non
2015,35150,Non,2010326,25,l,Non
2015,35150,Non,2010351,29.4,kg,Non
2015,35150,Non,2010415,260,l,Non
2015,35150,Non,2010419,63,kg,Non
2015,35150,Non,2010425,2.5,kg,Non
2015,35150,Non,2010427,109,l,Non
2015,35150,Non,2010439,1,l,Oui
2015,35150,Non,2010499,20.04,l,Non
2015,35150,Non,2010513,15,kg,Non
2015,35150,Non,2010530,0.15,l,Oui
2015,35150,Non,2010537,0.1,kg,Non
2015,35150,Non,2010612,260,l,Oui
2015,35150,Non,2010617,20,l,Non
2015,35150,Non,2010632,1,kg,Non
2015,35150,Non,2010640,10,kg,Non
2015,35150,Non,2020014,10,l,Non
2015,35150,Non,2020020,0.04,l,Oui
2015,35150,Non,2020021,18,l,Non
2015,35150,Non,2020049,93.0,kg,Non
2015,35150,Non,2020065,0.04,kg,Oui
2015,35150,Non,2020069,10,l,Non
2015,35150,Non,2020099,67.8,l,Non
2015,35150,Non,2020224,136.2,kg,Non
2015,35150,Non,2020328,20,l,Non
2015,35150,Non,2020445,120,l,Non
2015,35150,Non,2020456,10,l,Non
2015,35150,Non,2020474,212,l,Non
2015,35150,Non,2030019,75,l,Non
2015,35150,Non,2030073,60,kg,Non
2015,35150,Non,2030125,5.28,l,Oui
2015,35150,Non,2030255,20,l,Non
2015,35150,Non,2030265,200,l,Non
2015,35150,Non,2030323,121.16,l,Non
2015,35150,Non,2030332,8.25,l,Oui
2015,35150,Non,2040109,28.59,kg,Non
2015,35150,Non,2040146,49.63,l,Non
2015,35150,Non,2040199,3,kg,Non
2015,35150,Non,2040310,570.04,l,Non
2015,35150,Non,2040311,30,l,Non
2015,35150,Non,2040338,12,l,Non
2015,35150,Non,2050046,2.5,kg,Non
2015,35150,Non,2050075,58.5,kg,Non
2015,35150,Non,2050145,0.67,l,Oui
2015,35150,Non,2050146,44.0,l,Oui
2015,35150,Non,2060002,4,l,Non
2015,35150,Non,2060045,4,kg,Oui
2015,35150,Non,2060050,2,l,Non
2015,35150,Non,2060051,0.08,l,Non
2015,35150,Non,2060063,4,kg,Non
2015,35150,Non,2060084,21,kg,Non
2015,35150,Non,2060088,1635,l,Non
2015,35150,Non,2060091,120,l,Non
2015,35150,Non,2060113,2.75,l,Non
2015,35150,Non,2060115,10,l,Non
2015,35150,Non,2060116,25,l,Non
2015,35150,Non,2060118,20.09,l,Non
2015,35150,Non,2060127,14.37,l,Non
2015,35150,Non,2060131,204.5,l,Oui
2015,35150,Non,2060132,1,l,Non
2015,35150,Non,2060134,90,kg,Non
2015,35150,Non,2060175,2911,kg,Oui
2015,35150,Non,2060194,360,kg,Non
2015,35150,Non,2070221,178.8,l,Non
2015,35150,Non,2080010,180,l,Oui
2015,35150,Non,2080026,501,l,Non
2015,35150,Non,2080039,10,l,Non
2015,35150,Non,2080054,0.9,l,Oui
2015,35150,Non,2080060,2,l,Non
2015,35150,Non,2080070,10,kg,Non
2015,35150,Non,2080084,4,kg,Non
2015,35150,Non,2080088,10,l,Non
2015,35150,Non,2080089,1.8,l,Oui
2015,35150,Non,2080094,18.7,kg,Non
2015,35150,Non,2080101,10,kg,Non
2015,35150,Non,2080107,130,l,Non
2015,35150,Non,2080112,90.31,l,Non
2015,35150,Non,2080117,37.79,kg,Non
2015,35150,Non,2080123,8.6,kg,Non
2015,35150,Non,2080124,0.6,kg,Non
2015,35150,Non,2080136,202,kg,Non
2015,35150,Non,2080145,294,l,Non
2015,35150,Non,2090008,1.07,l,Non
2015,35150,Non,2090011,40,l,Non
2015,35150,Non,2090016,310,l,Non
2015,35150,Non,2090018,170,l,Non
2015,35150,Non,2090019,130,l,Non
2015,35150,Non,2090024,265,l,Non
2015,35150,Non,2090037,99.2,kg,Non
2015,35150,Non,2090038,970,l,Non
2015,35150,Non,2090041,22.5,kg,Non
2015,35150,Non,2090042,22.45,kg,Non
2015,35150,Non,2090043,3,l,Non
2015,35150,Non,2090050,828,kg,Non
2015,35150,Non,2090053,45,l,Non
2015,35150,Non,2090054,25.29,kg,Non
2015,35150,Non,2090055,20,l,Non
2015,35150,Non,2090057,14.25,kg,Non
2015,35150,Non,2090060,85,l,Non
2015,35150,Non,2090068,285,l,Non
2015,35150,Non,2090069,105,l,Non
2015,35150,Non,2090072,0.6,kg,Non
2015,35150,Non,2090080,10,l,Non
2015,35150,Non,2090090,172,l,Non
2015,35150,Non,2090091,2,kg,Non
2015,35150,Non,2090092,1039.5,l,Non
2015,35150,Non,2090093,40,l,Non
2015,35150,Non,2090094,15,kg,Non
2015,35150,Non,2090101,110,l,Non
2015,35150,Non,2090103,200,kg,Non
2015,35150,Oui,2090104,10,l,Non
2015,35150,Non,2090106,10,l,Non
2015,35150,Non,2090113,790,l,Non
2015,35150,Non,2090115,620,l,Non
2015,35150,Non,2090118,120,l,Non
2015,35150,Non,2090153,14.1,kg,Non
2015,35150,Non,2090159,27.71,kg,Non
2015,35150,Non,2090160,1080,l,Non
2015,35150,Non,2090186,636,l,Non
2015,35150,Non,2090189,10,l,Non
2015,35150,Non,2090199,0.2,l,Oui
2015,35150,Non,2100001,20,l,Non
2015,35150,Non,2100004,2.4,l,Oui
2015,35150,Non,2100009,7.92,kg,Non
2015,35150,Non,2100015,3.15,kg,Non
2015,35150,Non,2100018,245,l,Non
2015,35150,Non,2100026,15,l,Non
2015,35150,Non,2100028,40,l,Non
2015,35150,Non,2100030,200,kg,Non
2015,35150,Non,2100037,10,l,Non
2015,35150,Non,2100040,25,l,Non
2015,35150,Non,2100052,15.08,l,Non
2015,35150,Non,2100056,320,l,Non
2015,35150,Non,2100057,530.04,l,Non
2015,35150,Non,2100069,13,kg,Non
2015,35150,Non,2100083,2.7,l,Oui
2015,35150,Oui,2100088,80,kg,Non
2015,35150,Oui,2100096,10,l,Oui
2015,35150,Non,2100102,55,l,Non
2015,35150,Non,2100108,825,l,Non
2015,35150,Non,2100111,601.5,l,Non
2015,35150,Non,2100112,250,l,Non
2015,35150,Non,2100121,6,l,Non
2015,35150,Oui,2100132,20,l,Non
2015,35150,Non,2100138,585,l,Non
2015,35150,Non,2100140,580,l,Non
2015,35150,Non,2100154,135,l,Non
2015,35150,Non,2100167,10,kg,Non
2015,35150,Non,2100174,1,l,Non
2015,35150,Non,2100179,75,l,Non
2015,35150,Non,2100184,5,kg,Non
2015,35150,Non,2100211,145,l,Non
2015,35150,Non,2100214,13,l,Non
2015,35150,Non,2100231,50,kg,Non
2015,35150,Non,2100234,495,l,Non
2015,35150,Non,2100235,45,l,Non
2015,35150,Oui,2100239,6,kg,Non
2015,35150,Non,2110013,36,l,Non
2015,35150,Non,2110018,2.07,l,Non
2015,35150,Non,2110063,2,kg,Non
2015,35150,Non,2110077,10,l,Non
2015,35150,Non,2110078,15,l,Non
2015,35150,Non,2110083,1.5,l,Oui
2015,35150,Non,2110086,45,l,Non
2015,35150,Non,2110090,445,l,Non
2015,35150,Non,2110095,140,l,Non
2015,35150,Non,2110102,68.55,l,Non
2015,35150,Non,2110105,2,l,Non
2015,35150,Non,2110109,230,l,Non
2015,35150,Non,2110111,60,l,Non
2015,35150,Non,2110115,25,l,Non
2015,35150,Non,2110121,136.44,l,Non
2015,35150,Non,2110144,14.4,l,Non
2015,35150,Non,2110147,13,kg,Non
2015,35150,Non,2110152,21,l,Non
2015,35150,Non,2110153,500,l,Non
2015,35150,Non,2110160,0.8,l,Oui
2015,35150,Non,2110162,25,l,Non
2015,35150,Non,2110170,100.23,l,Non
2015,35150,Non,2110177,765.35,l,Non
2015,35150,Non,2110178,194,l,Non
2015,35150,Non,2110181,354,l,Non
2015,35150,Non,2110194,120,l,Non
2015,35150,Non,2110198,120,l,Oui
2015,35150,Non,2110200,30,l,Non
2015,35150,Non,2120008,5,l,Oui
2015,35150,Non,2120034,420,l,Non
2015,35150,Non,2120041,2.62,l,Non
2015,35150,Oui,2120045,4,l,Non
2015,35150,Non,2120048,80,l,Non
2015,35150,Non,2120063,0.4,l,Oui
2015,35150,Non,2120066,450,l,Non
2015,35150,Non,2120070,435.06,l,Non
2015,35150,Non,2120075,465,l,Non
2015,35150,Non,2120081,22,l,Non
2015,35150,Non,2120089,66,l,Non
2015,35150,Non,2120093,25.06,l,Non
2015,35150,Non,2120117,5,l,Non
2015,35150,Non,2120118,2,l,Oui
2015,35150,Non,2120120,45,l,Non
2015,35150,Non,2120154,10,l,Non
2015,35150,Non,2120159,1.47,l,Non
2015,35150,Non,2120194,0.8,kg,Non
2015,35150,Non,2120205,2130.2,l,Non
2015,35150,Non,2120210,130,l,Non
2015,35150,Oui,2120212,13,kg,Non
2015,35150,Oui,2130023,100,kg,Non
2015,35150,Non,2130040,2.25,l,Oui
2015,35150,Oui,2130059,10,l,Non
2015,35150,Non,2130063,180,l,Non
2015,35150,Non,2130067,6,l,Non
2015,35150,Non,2130068,74.8,l,Non
2015,35150,Non,2130069,10,l,Non
2015,35150,Non,2130075,750,kg,Non
2015,35150,Non,2130081,20,kg,Non
2015,35150,Non,2130083,24,l,Non
2015,35150,Non,2130084,24,kg,Non
2015,35150,Non,2130087,360,kg,Non
2015,35150,Non,2130088,1.6,kg,Oui
2015,35150,Non,2130091,2,l,Non
2015,35150,Non,2130092,1,l,Non
2015,35150,Non,2130093,5,l,Oui
2015,35150,Non,2130105,416,kg,Non
2015,35150,Non,2130120,220,l,Non
2015,35150,Non,2130140,300,l,Non
2015,35150,Non,2130155,5,l,Non
2015,35150,Non,2130164,292,l,Non
2015,35150,Non,2130202,245,l,Non
2015,35150,Non,2130247,20,l,Non
2015,35150,Non,2130251,1,l,Non
