annee,code_postal_acheteur,achat_etranger,amm,substance,cas,fonction,classification,classification_mention,quantite_substance
2016,35000,Non,2060175,metaldehyde,108-62-3,Molluscicide,Autre,,0.39
2016,35000,Non,2070221,metazachlore,67129-08-2,Herbicide,"T, T+, CMR",,7.2
2016,35000,Non,2070221,quinmerac,90717-03-6,Herbicide,N Organique,,1.8
2016,35000,Non,2080018,acetamipride,135410-20-7,Insecticide,N Organique,,0.023
2016,35000,Non,2080026,nicosulfuron,111991-09-4,Herbicide,N Organique,,3.6
2016,35000,Non,2080054,acetamipride,135410-20-7,Insecticide,N Organique,,0.00099
2016,35000,Non,2080101,acetamipride,135410-20-7,Insecticide,N Organique,,1.6
2016,35000,Non,2080103,thiophanate-methyl,23564-05-8,Fongicide,"T, T+, CMR",,40
2016,35000,Non,2080117,prosulfuron,94125-34-5,Herbicide,N Organique,,1.1625
2016,35000,Non,2080145,diflufenicanil,83164-33-4,Herbicide,N Organique,,1
2016,35000,Non,2080145,flufenacet,142459-58-3,Herbicide,N Organique,,2
2016,35000,Non,2090016,imazamox,114311-32-9,Herbicide,N Organique,,0.334
2016,35000,Non,2090016,pendimethaline,40487-42-1,Herbicide,N Organique,,5.0
2016,35000,Non,2090024,sulcotrione,99105-77-8,Herbicide,"T, T+, CMR",,7.5
2016,35000,Non,2090036,glyphosate,1071-83-6,Herbicide,N Organique,,0.546
2016,35000,Non,2090037,dicamba,1918-00-9,Herbicide,N Organique,,7.5
2016,35000,Non,2090037,prosulfuron,94125-34-5,Herbicide,N Organique,,0.75
2016,35000,Non,2090041,cloquintocet-mexyl,99607-70-2,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,0.3
2016,35000,Non,2090041,pyroxsulame,422556-08-9,Herbicide,"T, T+, CMR",,0.3
2016,35000,Non,2090057,metsulfuron-methyl,74223-64-6,Herbicide,N Organique,,0.08325
2016,35000,Non,2090057,tribenuron-methyle,101200-48-0,Herbicide,N Organique,,0.1665
2016,35000,Non,2090064,imazamox,114311-32-9,Herbicide,N Organique,,0.2
2016,35000,Non,2090090,thiamethoxam,153719-23-4,Insecticide,N Organique,,0.06
2016,35000,Non,2090124,acide pelargonique,112-05-0,Herbicide,Autre,,0.317955
2016,35000,Non,2090124,hydrazide maleique,123-33-1,Régulateur de croissance,Autre,,0.050738
2016,35000,Non,2090132,cuivre du sulfate tribasique,12527-76-3,Fongicide,N minéral,,0.37324
2016,35000,Non,2090132,zoxamide,156052-68-5,Fongicide,N Organique,,0.056
2016,35000,Non,2090160,glyphosate,1071-83-6,Herbicide,N Organique,,7.2
2016,35000,Non,2090164,glyphosate,1071-83-6,Herbicide,N Organique,,310.32
2016,35000,Non,2090165,glyphosate,1071-83-6,Herbicide,N Organique,,5.4
2016,35000,Non,2090178,tebuconazole,107534-96-3,Fongicide,"T, T+, CMR",,0.001219
2016,35000,Non,2090178,trifloxystrobine,141517-21-7,Fongicide,N Organique,,0.001219
2016,35000,Non,2090199,huile de colza,8002-13-9,Insecticide,Autre,,1.6506
2016,35000,Non,2090199,pyrethrines,8003-34-7,Insecticide,N Organique,,0.00918
2016,35000,Non,2100037,boscalid,188425-85-6,Fongicide,N Organique,,1
2016,35000,Non,2100037,dimoxystrobine,149961-52-4,Fongicide,"T, T+, CMR",,1
2016,35000,Non,2100051,ipconazole,125225-28-7,Fongicide,N Organique,,0.0081
2016,35000,Non,2100078,deltamethrine,52918-63-5,Insecticide,"T, T+, CMR",,0.000219
2016,35000,Non,2100083,"2,4-d",94-75-7,Herbicide,N Organique,,8.3475
2016,35000,Non,2100083,"2,4-mcpa",94-74-6,Herbicide,N Organique,,8.3475
2016,35000,Non,2100083,dicamba,1918-00-9,Herbicide,N Organique,,2.385
2016,35000,Non,2100083,mecoprop-p (mcpp-p),16484-77-8,Herbicide,N Organique,,5.0085
2016,35000,Non,2100098,glyphosate,1071-83-6,Herbicide,N Organique,,14.4
2016,35000,Non,2100108,prothioconazole,178928-70-6,Fongicide,"T, T+, CMR",,2.5
2016,35000,Non,2100108,tebuconazole,107534-96-3,Fongicide,"T, T+, CMR",,2.5
2016,35000,Non,2100111,mesotrione,104206-82-8,Herbicide,N Organique,,1.875
2016,35000,Non,2100111,nicosulfuron,111991-09-4,Herbicide,N Organique,,0.75
2016,35000,Non,2100121,chlorantraniliprole,500008-45-7,Insecticide,N Organique,,5
2016,35000,Non,2100122,chlorantraniliprole,500008-45-7,Insecticide,N Organique,,1.89
2016,35000,Non,2100138,cloquintocet-mexyl,99607-70-2,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,0.250
2016,35000,Non,2100138,pinoxaden,243973-20-8,Herbicide,"T, T+, CMR",,1.0
2016,35000,Non,2100140,clodinafop-propargyl,105512-06-9,Herbicide,N Organique,,0.875
2016,35000,Non,2100140,cloquintocet-mexyl,99607-70-2,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,0.21875
2016,35000,Non,2100140,pinoxaden,243973-20-8,Herbicide,"T, T+, CMR",,0.875
2016,35000,Non,2100177,isoxadifen-ethyl,163520-33-0,Autre usage – Coformulant / Phytoprotecteur / Synergiste,N Organique,,4.8
2016,35000,Non,2100177,tembotrione,335104-84-2,Herbicide,"T, T+, CMR",,9.6
2016,35000,Non,2100181,fluopicolide,239110-15-7,Fongicide,N Organique,,0.0333
2016,35000,Non,2100181,fosetyl-aluminium,39148-24-8,Fongicide,Autre,,0.500025
2016,35000,Non,2100184,picolinafen,137641-05-5,Herbicide,N Organique,,1.0005
2016,35000,Non,2100184,tritosulfuron,142469-14-5,Herbicide,N Organique,,1.0005
2016,35000,Non,2100221,ametoctradine,865318-97-4,Fongicide,Autre,,0.084
2016,35000,Non,2100221,metirame,9006-42-2,Fongicide,N Organique,,0.308
2016,35000,Non,2100231,emamectine benzoate,155569-91-8,Insecticide,"T, T+, CMR",,0.475
2016,35000,Non,2110018,difenoconazole,119446-68-3,Fongicide,N Organique,,0.035
2016,35000,Non,2110018,fludioxonil,131341-86-1,Fongicide,N Organique,,0.035
2016,35000,Non,2110033,acide pelargonique,112-05-0,Herbicide,Autre,,0.12408
2016,35000,Non,2110040,bacillus subtilis,68038-70-0,Fongicide,Autre,,0.03134
2016,35000,Non,2110063,clopyralid,1702-17-6,Herbicide,Autre,,0.216
2016,35000,Non,2110084,butoxyde de piperonyle,51-03-6,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,0.00135
2016,35000,Non,2110084,pyrethrines,8003-34-7,Insecticide,N Organique,,0.000188
2016,35000,Non,2110105,azoxystrobine,131860-33-8,Fongicide,"T, T+, CMR",,2.5
2016,35000,Non,2110121,thiaclopride,111988-49-9,Insecticide,"T, T+, CMR",,0.144
2016,35000,Non,2110135,glyphosate,1071-83-6,Herbicide,N Organique,,2.88
2016,35000,Non,2110147,fludioxonil,131341-86-1,Fongicide,N Organique,,0.125
2016,35000,Non,2110149,huile de colza,8002-13-9,Insecticide,Autre,,0.51376
2016,35000,Non,2110150,huile de colza,8002-13-9,Insecticide,Autre,,8.9355
2016,35000,Non,2110177,chlorothalonil,1897-45-6,Fongicide,"T, T+, CMR",,7.5
2016,35000,Non,2110177,cyproconazole,94361-06-5,Fongicide,"T, T+, CMR",,1
2016,35000,Non,2110177,propiconazole,60207-90-1,Fongicide,N Organique,,1.25
2016,35000,Non,2110178,bixafen,581809-46-3,Fongicide,N Organique,,1.125
2016,35000,Non,2110178,prothioconazole,178928-70-6,Fongicide,"T, T+, CMR",,2.25
2016,35000,Non,2120008,glyphosate,1071-83-6,Herbicide,N Organique,,3.24
2016,35000,Non,2120015,glyphosate,1071-83-6,Herbicide,N Organique,,0.00648
2016,35000,Non,2120018,glyphosate,1071-83-6,Herbicide,N Organique,,22.728
2016,35000,Non,2120034,glyphosate,1071-83-6,Herbicide,N Organique,,76.8
2016,35000,Non,2120048,aminopyralid,150114-71-9,Herbicide,N Organique,,0.51
2016,35000,Non,2120048,triclopyr,55335-06-3,Herbicide,N Organique,,4.08
2016,35000,Non,2120057,graisse de mouton,,Autre usage - Répulsif,Autre,,0.32
2016,35000,Non,2120063,fluopicolide,239110-15-7,Fongicide,N Organique,,0.1375
2016,35000,Non,2120063,propamocarbe,24579-73-5,Fongicide,Autre,,1.375
2016,35000,Non,2120075,dimethenamide-p (dmta-p),163515-14-8,Herbicide,N Organique,,5
2016,35000,Non,2120075,metazachlore,67129-08-2,Herbicide,"T, T+, CMR",,5
2016,35000,Non,2120075,quinmerac,90717-03-6,Herbicide,N Organique,,2.5
2016,35000,Non,2120089,diflufenicanil,83164-33-4,Herbicide,N Organique,,0.18
2016,35000,Non,2120089,glyphosate,1071-83-6,Herbicide,N Organique,,1.44
2016,35000,Non,2120089,mecoprop (mcpp),7085-19-0,Herbicide,N Organique,,0.72
2016,35000,Non,2120116,acide pelargonique,112-05-0,Herbicide,Autre,,5.202
2016,35000,Non,2120116,glyphosate,1071-83-6,Herbicide,N Organique,,1.836
2016,35000,Non,2120118,"2,4-d",94-75-7,Herbicide,N Organique,,0.116
2016,35000,Non,2120118,triclopyr,55335-06-3,Herbicide,N Organique,,0.1294
2016,35000,Non,2120120,bentazone,25057-89-0,Herbicide,N Organique,,2.4
2016,35000,Non,2120120,imazamox,114311-32-9,Herbicide,N Organique,,0.112
2016,35000,Non,2120133,fluroxypyr,69377-81-7,Herbicide,N Organique,,0.99
2016,35000,Non,2120133,triclopyr,55335-06-3,Herbicide,N Organique,,2.97
2016,35000,Non,2120155,diflufenicanil,83164-33-4,Herbicide,N Organique,,0.00675
2016,35000,Non,2120155,glyphosate,1071-83-6,Herbicide,N Organique,,0.054
2016,35000,Non,2120155,mecoprop (mcpp),7085-19-0,Herbicide,N Organique,,0.027
2016,35000,Non,2120157,acide pelargonique,112-05-0,Herbicide,Autre,,0.9996
2016,35000,Non,2120157,glyphosate,1071-83-6,Herbicide,N Organique,,0.3528
2016,35000,Non,2120174,acide pelargonique,112-05-0,Herbicide,Autre,,1.3069
2016,35000,Non,2120174,hydrazide maleique,123-33-1,Régulateur de croissance,Autre,,0.21
2016,35000,Non,2120194,metsulfuron-methyl,74223-64-6,Herbicide,N Organique,,0.04
2016,35000,Non,2120213,deltamethrine,52918-63-5,Insecticide,"T, T+, CMR",,0.0009
2016,35000,Non,2120213,tebuconazole,107534-96-3,Fongicide,"T, T+, CMR",,0.018
2016,35000,Non,2130040,"2,4-d",94-75-7,Herbicide,N Organique,,0.6
2016,35000,Non,2130049,cyflufenamid,180409-60-3,Fongicide,N Organique,,0.009
2016,35000,Non,2130049,difenoconazole,119446-68-3,Fongicide,N Organique,,0.018
2016,35000,Non,2130063,nicosulfuron,111991-09-4,Herbicide,N Organique,,0.2
2016,35000,Non,2130075,metaldehyde,108-62-3,Molluscicide,Autre,,1.6
2016,35000,Non,2130093,diflufenicanil,83164-33-4,Herbicide,N Organique,,0.012672
2016,35000,Non,2130093,glyphosate,1071-83-6,Herbicide,N Organique,,0.0792
2016,35000,Non,2130126,sulfate de fer (sulfate ferreux heptahydrate),7782-63-0,Herbicide - Antimousse,Autre,,31.416
2016,35000,Non,2130151,hydrazide maleique,123-33-1,Régulateur de croissance,Autre,,0.408
2016,35000,Non,2130152,fluopyram,658066-35-4,Fongicide,"T, T+, CMR",,0.025
2016,35000,Non,2130152,trifloxystrobine,141517-21-7,Fongicide,N Organique,,0.025
2016,35000,Non,2130202,fluopyram,658066-35-4,Fongicide,"T, T+, CMR",,0.625
2016,35000,Non,2130202,prothioconazole,178928-70-6,Fongicide,"T, T+, CMR",,0.625
2016,35000,Non,2130240,fosetyl-aluminium,39148-24-8,Fongicide,Autre,,0.12
2016,35000,Non,2140121,acide pelargonique,112-05-0,Herbicide,Autre,,36.603115
2016,35000,Non,2140167,acide decanoique,334-48-5,Herbicide - Antimousse,Autre,,0.1188
2016,35000,Non,2140167,acide octanoique,124-07-2,Herbicide - Antimousse,Autre,,0.1782
2016,35000,Non,2140173,fluxapyroxad,907204-31-3,Fongicide,"T, T+, CMR",,1.25
2016,35000,Non,2140173,metconazole,125116-23-6,Fongicide,"T, T+, CMR",,0.9
2016,35000,Non,2150011,tebuconazole,107534-96-3,Fongicide,"T, T+, CMR",,0.215
2016,35000,Non,2150084,mesotrione,104206-82-8,Herbicide,N Organique,,4
2016,35000,Non,2150098,azoxystrobine,131860-33-8,Fongicide,"T, T+, CMR",,21.21
2016,35000,Non,2150098,propiconazole,60207-90-1,Fongicide,N Organique,,18.36
2016,35000,Non,2150417,bacillus thuringiensis ssp kurstaki,68038-71-1,Insecticide,Autre,,0.243
2016,35000,Non,2150790,phosphate ferrique,10045-86-0,Molluscicide,Autre,,0.523
2016,35000,Non,6500402,"2,4-d",94-75-7,Herbicide,N Organique,,4.8
2016,35000,Non,7500004,butoxyde de piperonyle,51-03-6,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,0.012
2016,35000,Non,7500004,pyrethrines,8003-34-7,Insecticide,N Organique,,0.0024
2016,35000,Non,7700078,diquat,85-00-7,Herbicide,"T, T+, CMR",,6
2016,35000,Non,7700706,"2,4-d",94-75-7,Herbicide,N Organique,,0.021
2016,35000,Non,7700706,dicamba,1918-00-9,Herbicide,N Organique,,0.003
2016,35000,Non,8100462,huile vegetale,,SA non phyto - Divers,Autre,,0.0552
2016,35000,Non,8100462,resines (colophane),8050-09-7,SA non phyto - Divers,Autre,,0.546
2016,35000,Non,8400096,dicamba,1918-00-9,Herbicide,N Organique,,12.48
2016,35000,Non,8500351,acide b-indole butyrique (aib),133-32-4,Régulateur de croissance,"T, T+, CMR",,2
2016,35000,Non,8600243,aclonifen,74070-46-5,Herbicide,"T, T+, CMR",,6
2016,35000,Non,8700020,flurochloridone,61213-25-0,Herbicide,"T, T+, CMR",,1.25
2016,35000,Non,8700621,propiconazole,60207-90-1,Fongicide,N Organique,,0.01125
2016,35000,Non,8800199,propaquizafop,111479-05-1,Herbicide,N Organique,,0.2
2016,35000,Non,8800395,lambda-cyhalothrine,91465-08-6,Insecticide,"T, T+, CMR",,0.025
2016,35000,Non,8800395,pyrimicarbe,23103-98-2,Insecticide,"T, T+, CMR",,0.5
2016,35000,Non,8800504,butoxyde de piperonyle,51-03-6,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,5.625
2016,35000,Non,8800504,deltamethrine,52918-63-5,Insecticide,"T, T+, CMR",,0.625
2016,35000,Non,8820680,fer sous forme de sulfate de fer,7720-78-7,Herbicide - Antimousse,Autre,,18.3456
2016,35000,Non,9000184,"2,4-mcpa",94-74-6,Herbicide,N Organique,,1
2016,35000,Non,9000184,clopyralid (sous forme de sel de monoethanolamine),57754-85-5,Herbicide,Autre,,0.1
2016,35000,Non,9000184,fluroxypyr,69377-81-7,Herbicide,N Organique,,0.2
2016,35000,Non,9000359,cire d'abeille,,SA non phyto - Divers,Autre,,1.0525
2016,35000,Non,9000359,huile de resine,8050-18-8,SA non phyto - Divers,Autre,,1.53
2016,35000,Non,9000359,resines (colophane),8050-09-7,SA non phyto - Divers,Autre,,2.005
2016,35000,Non,9000360,cire d'abeille,,SA non phyto - Divers,Autre,,0.648
2016,35000,Non,9000360,huile de resine,8050-18-8,SA non phyto - Divers,Autre,,1.2363
2016,35000,Non,9000360,resines (colophane),8050-09-7,SA non phyto - Divers,Autre,,0.354
2016,35000,Non,9000361,goudrons de pin,8011-48-1,SA non phyto - Divers,Autre,,12.8
2016,35000,Non,9000490,cycloxydime,101205-02-1,Herbicide,"T, T+, CMR",,8.5
2016,35000,Non,9000691,butoxyde de piperonyle,51-03-6,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,33.6
2016,35000,Non,9000691,pyrethrines,8003-34-7,Insecticide,N Organique,,4.2
2016,35000,Non,9000741,tetraconazole,112281-77-3,Fongicide,N Organique,,1.25
2016,35000,Non,9100156,diflubenzuron,35367-38-5,Insecticide,N Organique,,22.5
2016,35000,Non,9100231,metaldehyde,108-62-3,Molluscicide,Autre,,6.1
2016,35000,Non,9100418,nicosulfuron,111991-09-4,Herbicide,N Organique,,4.0
2016,35000,Non,9100525,tebufenpyrad,119168-77-3,Insecticide - Acaricide,"T, T+, CMR",,0.016
2016,35000,Non,9100537,glyphosate,1071-83-6,Herbicide,N Organique,,7.2
2016,35000,Non,9100558,cypermethrine,52315-07-8,Insecticide,N Organique,,0.0415
2016,35000,Non,9200056,acide b-indole butyrique (aib),133-32-4,Régulateur de croissance,"T, T+, CMR",,0.01
2016,35000,Non,9200091,imidaclopride,138261-41-3,Insecticide,N Organique,,0.49
2016,35000,Non,9200135,cypermethrine,52315-07-8,Insecticide,N Organique,,0.0175
2016,35000,Non,9200392,"2,4-mcpa",94-74-6,Herbicide,N Organique,,0.2
2016,35000,Non,9200392,clopyralid (sous forme de sel de monoethanolamine),57754-85-5,Herbicide,Autre,,0.02
2016,35000,Non,9200392,fluroxypyr,69377-81-7,Herbicide,N Organique,,0.04
2016,35000,Non,9200461,chlormequat chlorure,999-81-5,Régulateur de croissance,Autre,,12.075
2016,35000,Non,9200461,mepiquat-chlorure,24307-26-4,Régulateur de croissance,N Organique,,4.025
2016,35000,Non,9200482,bacillus thuringiensis serotype 3a 3b,68038-71-1,Insecticide,Autre,,
2016,35000,Non,9200532,polybutene,9003-29-6,SA non phyto - Divers,Autre,,1.352
2016,35000,Non,9200532,polyisobutene,115-11-7,SA non phyto - Divers,Autre,,0.728
2016,35000,Non,9300189,fluroxypyr,69377-81-7,Herbicide,N Organique,,0.1
2016,35000,Non,9300189,triclopyr,55335-06-3,Herbicide,N Organique,,0.3
2016,35000,Non,9300241,glyphosate,1071-83-6,Herbicide,N Organique,,6.80
2016,35000,Non,9300338,prochloraze,67747-09-5,Fongicide,N Organique,,6.75
2016,35000,Non,9400039,huile de colza,8002-13-9,Insecticide,Autre,,0.632
2016,35000,Non,9400109,"2,4-d",94-75-7,Herbicide,N Organique,,3.689
2016,35000,Non,9400109,dicamba,1918-00-9,Herbicide,N Organique,,0.527
2016,35000,Non,9400134,diflufenicanil,83164-33-4,Herbicide,N Organique,,0.5
2016,35000,Non,9400134,flurtamone,96525-23-4,Herbicide,N Organique,,1.25
2016,35000,Non,9400367,chlorothalonil,1897-45-6,Fongicide,"T, T+, CMR",,7.5
2016,35000,Non,9400367,cyproconazole,94361-06-5,Fongicide,"T, T+, CMR",,0.8
2016,35000,Non,9400389,chlorothalonil,1897-45-6,Fongicide,"T, T+, CMR",,3.75
2016,35000,Non,9400389,pyrimethanil,53112-28-0,Fongicide,N Organique,,1.5
2016,35000,Non,9420113,"2,4-d",94-75-7,Herbicide,N Organique,,7.308
2016,35000,Non,9420113,dicamba,1918-00-9,Herbicide,N Organique,,1.044
2016,35000,Non,9420113,sulfate de fer (sulfate ferreux heptahydrate),7782-63-0,Herbicide - Antimousse,Autre,,522
2016,35000,Non,9500135,metaldehyde,108-62-3,Molluscicide,Autre,,0.5
2016,35000,Non,9500147,soufre pour pulverisation (micronise),7704-34-9,Fongicide,Autre,,4.8
2016,35000,Non,9500296,cire d'abeille,,SA non phyto - Divers,Autre,,0.01
2016,35000,Non,9500296,colophane,8050-09-7,SA non phyto - Divers,Autre,,0.07
2016,35000,Non,9500296,huile de resine,8050-18-8,SA non phyto - Divers,Autre,,0.08
2016,35000,Non,9500296,huile de ricin,8001-79-4,SA non phyto - Divers,Autre,,0.04
2016,35000,Non,9500302,cuivre du sulfate de cuivre,8011-63-0,Fongicide,N minéral,,15.1
2016,35000,Non,9500323,phosphure d'aluminium,20859-73-8,Insecticide,"T, T+, CMR",,11.76
2016,35000,Non,9500341,soufre,7704-34-9,Fongicide,Autre,,6
2016,35000,Non,9500484,"2,4-mcpa",94-74-6,Herbicide,N Organique,,7.2
2016,35000,Non,9500484,dicamba,1918-00-9,Herbicide,N Organique,,0.6
2016,35000,Non,9500568,cyprodinil,121552-61-2,Fongicide,N Organique,,1.875
2016,35000,Non,9500568,fludioxonil,131341-86-1,Fongicide,N Organique,,1.25
2016,35000,Non,9500581,chlormequat chlorure,999-81-5,Régulateur de croissance,Autre,,4.5
2016,35000,Non,9500581,ethephon,16672-87-0,Régulateur de croissance,"T, T+, CMR",,2.25
2016,35000,Non,9500628,bentazone,25057-89-0,Herbicide,N Organique,,39.15
2016,35000,Non,9600001,cymoxanil,57966-95-7,Fongicide,"T, T+, CMR",,0.052
2016,35000,Non,9600001,folpel,133-07-3,Fongicide,"T, T+, CMR",,0.325
2016,35000,Non,9600001,fosetyl-aluminium,39148-24-8,Fongicide,Autre,,0.65
2016,35000,Non,9600022,huile de vaseline,8042-47-5,Insecticide - Acaricide,Autre,,1.4706
2016,35000,Non,9600319,glyphosate,1071-83-6,Herbicide,N Organique,,7.2
2016,35000,Non,9600386,fosetyl-aluminium,39148-24-8,Fongicide,Autre,,2.24
2016,35000,Non,9600404,"2,4-d",94-75-7,Herbicide,N Organique,,4.35
2016,35000,Non,9600404,"2,4-mcpa",94-74-6,Herbicide,N Organique,,5.075
2016,35000,Non,9600404,clopyralid,1702-17-6,Herbicide,Autre,,1.015
2016,35000,Non,9700332,azoxystrobine,131860-33-8,Fongicide,"T, T+, CMR",,11.27
2016,35000,Non,9800018,clomazone,81777-89-1,Herbicide,N Organique,,0.45
2016,35000,Non,9800018,dimethachlore,50563-36-5,Herbicide,N Organique,,2.8125
2016,35000,Non,9800018,napropamide,15299-99-7,Herbicide,N Organique,,2.8125
2016,35000,Non,9800096,huile minerale paraffinique,8042-47-5,Insecticide - Acaricide,Autre,,1.6
2016,35000,Non,9800182,s-metolachlore,87392-12-9,Herbicide,N Organique,,14.4
2016,35000,Non,9800244,fenhexamide,126833-17-8,Fongicide,N Organique,,0.03
2016,35000,Non,9800259,benoxacor,98730-04-2,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,4.05
2016,35000,Non,9800259,s-metolachlore,87392-12-9,Herbicide,N Organique,,82.35
2016,35000,Non,9800420,spiroxamine,118134-30-8,Fongicide,N Organique,,0.1
2016,35000,Non,9800481,fleur de chaux (chaux eteinte),1305-62-0,SA non phyto - Divers,Autre,,3.9
2016,35000,Non,9900119,isoxaben,82558-50-7,Herbicide,N Organique,,0.017212
2016,35000,Non,9900119,oryzalin,19044-88-3,Herbicide,"T, T+, CMR",,0.071496
2016,35000,Non,9900134,fenbuconazole,114369-43-6,Fongicide,N Organique,,0.008
2016,35000,Non,9900189,coniothyrium minitans souche con/m/91-08,,Fongicide,Autre,,4.8
2016,35000,Non,9900262,flazasulfuron,104040-78-0,Herbicide,N Organique,,0.1
2016,35000,Non,9900282,cuivre de l'oxychlorure de cuivre,1332-40-7,Fongicide,"T, T+, CMR",,0.45045
2016,35131,Non,2000201,silthiofam,175217-20-6,Fongicide,N Organique,,0.2925
2016,35131,Non,2000299,clomazone,81777-89-1,Herbicide,N Organique,,1.08
2016,35131,Non,2010025,desmediphame,13684-56-5,Herbicide,N Organique,,0.375
2016,35131,Non,2010025,ethofumesate,26225-79-6,Herbicide,N Organique,,2.265
2016,35131,Non,2010025,phenmediphame,13684-63-4,Herbicide,N Organique,,1.125
2016,35131,Non,2010030,mepiquat-chlorure,24307-26-4,Régulateur de croissance,N Organique,,13.5
2016,35131,Non,2010030,prohexadione-calcium,127277-53-6,Régulateur de croissance,N Organique,,2.25
