annee,code_postal_acheteur,achat_etranger,amm,substance,cas,fonction,classification,classification_mention,quantite_substance
2019,35000,Non,2000003,metazachlore,67129-08-2,Herbicide,CMR,,5
2019,35000,Non,2000018,soufre pour pulverisation (micronise),7704-34-9,Fongicide,Autre,,4
2019,35000,Non,2000044,fluazifop-p-butyl,79241-46-6,Herbicide,CMR,,1.25
2019,35000,Non,2000122,metalaxyl-m,70630-17-0,Fongicide,Autre,,0.3392
2019,35000,Non,2000202,glyphosate,1071-83-6,Herbicide,Env A,,1.8
2019,35000,Non,2000299,clomazone,81777-89-1,Herbicide,Env A,,1.8
2019,35000,Non,2000369,metsulfuron-methyl,74223-64-6,Herbicide,Env A,Substitution,0.04
2019,35000,Non,2010280,metconazole,125116-23-6,Fongicide,CMR,,0.45
2019,35000,Non,2010513,bacillus thuringiensis ssp kurstaki,68038-71-1,Insecticide,Autre,,
2019,35000,Non,2030175,bacillus thuringiensis ssp kurstaki souche sa-11,68038-71-1,Insecticide,Autre,,0.068
2019,35000,Non,2030323,fludioxonil,131341-86-1,Fongicide,Env A,,0.2775
2019,35000,Non,2030404,pendimethaline,40487-42-1,Herbicide,Env A,Substitution,16
2019,35000,Non,2040146,tefluthrine,79538-32-2,Insecticide,Santé A,,0.184
2019,35000,Non,2050075,boscalid,188425-85-6,Fongicide,Env A,,2.5
2019,35000,Non,2060050,metrafenone,220899-03-6,Fongicide,Env A,,0.025
2019,35000,Non,2060116,prothioconazole,178928-70-6,Fongicide,CMR,,2.5
2019,35000,Non,2060194,tefluthrine,79538-32-2,Insecticide,Santé A,,0.36
2019,35000,Non,2080026,nicosulfuron,111991-09-4,Herbicide,Env A,,0.42
2019,35000,Non,2080029,penoxsulame,219714-96-2,Herbicide,Env A,,0.0016
2019,35000,Non,2080112,thirame,137-26-8,Fongicide,Env A,,2.6688
2019,35000,Non,2080123,metsulfuron-methyl,74223-64-6,Herbicide,Env A,Substitution,0.08
2019,35000,Non,2090008,thirame,137-26-8,Fongicide,Env A,,0.34645
2019,35000,Non,2090050,cypermethrine,52315-07-8,Insecticide,Env A,,2.304
2019,35000,Non,2090052,tribenuron-methyle,101200-48-0,Herbicide,Env A,,6.195
2019,35000,Non,2090101,nicosulfuron,111991-09-4,Herbicide,Env A,,0.4
2019,35000,Non,2090111,cypermethrine,52315-07-8,Insecticide,Env A,,1.518
2019,35000,Non,2090113,dimethenamide-p (dmta-p),163515-14-8,Herbicide,Env A,,2.125
2019,35000,Non,2090113,pendimethaline,40487-42-1,Herbicide,Env A,Substitution,2.5
2019,35000,Non,2090126,cyazofamide,120116-88-3,Fongicide,Env A,,0.03125
2019,35000,Non,2090126,phosphonate de disodium,13708-85-5,Fongicide,Autre,,0.3125
2019,35000,Non,2090132,cuivre du sulfate tribasique,12527-76-3,Fongicide,Env A,,0.17329
2019,35000,Non,2090132,zoxamide,156052-68-5,Fongicide,Env A,,0.026
2019,35000,Non,2090153,dicamba,1918-00-9,Herbicide,Env B,,8.4
2019,35000,Non,2090153,tritosulfuron,142469-14-5,Herbicide,Env A,,1.75
2019,35000,Non,2090159,tritosulfuron,142469-14-5,Herbicide,Env A,,0.4998
2019,35000,Non,2090160,glyphosate,1071-83-6,Herbicide,Env A,,7.2
2019,35000,Non,2100009,thifensulfuron-methyle,79277-27-3,Herbicide,Env A,,0.76923
2019,35000,Non,2100009,tribenuron-methyle,101200-48-0,Herbicide,Env A,,0.38577
2019,35000,Non,2100037,boscalid,188425-85-6,Fongicide,Env A,,3
2019,35000,Non,2100037,dimoxystrobine,149961-52-4,Fongicide,CMR,,3
2019,35000,Non,2100108,prothioconazole,178928-70-6,Fongicide,CMR,,3.75
2019,35000,Non,2100108,tebuconazole,107534-96-3,Fongicide,CMR,,3.75
2019,35000,Non,2100111,mesotrione,104206-82-8,Herbicide,Env A,,0.75
2019,35000,Non,2100111,nicosulfuron,111991-09-4,Herbicide,Env A,,0.3
2019,35000,Non,2100121,chlorantraniliprole,500008-45-7,Insecticide,Env A,,3
2019,35000,Non,2100138,cloquintocet-mexyl,99607-70-2,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,0.5625
2019,35000,Non,2100138,pinoxaden,243973-20-8,Herbicide,CMR,,2.25
2019,35000,Non,2100140,clodinafop-propargyl,105512-06-9,Herbicide,Env A,,0.375
2019,35000,Non,2100140,cloquintocet-mexyl,99607-70-2,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,0.09375
2019,35000,Non,2100140,pinoxaden,243973-20-8,Herbicide,CMR,,0.375
2019,35000,Non,2100175,prothioconazole,178928-70-6,Fongicide,CMR,,0.015
2019,35000,Non,2100179,azoxystrobine,131860-33-8,Fongicide,Santé A,,1.2
2019,35000,Non,2100179,chlorothalonil,1897-45-6,Fongicide,CMR,,6
2019,35000,Non,2100181,fluopicolide,239110-15-7,Fongicide,Env A,,0.03552
2019,35000,Non,2100181,fosetyl-aluminium,39148-24-8,Fongicide,Autre,,0.53336
2019,35000,Non,2100221,ametoctradine,865318-97-4,Fongicide,Env A,,0.06
2019,35000,Non,2100221,metirame,9006-42-2,Fongicide,Env A,,0.22
2019,35000,Non,2100234,diflufenicanil,83164-33-4,Herbicide,Env B,,4.2
2019,35000,Non,2100234,iodosulfuron-methyl-sodium,144550-36-7,Herbicide,Env A,,0.2625
