n_siren_groupement,n_siren_aom,nom_aom,commune_principale_aom,nombre_commune_aom,population_aom,surface_km_2,id_reseau_aom,nom_commercial,exploitant,site_web_principal,territoire_s_concerne_s,type_de_contrat,updated_at,criteres_eligibilite,fournisseurs
243500139,243500139,Rennes Métropole,Rennes,43,483199,703.11,79,STAR,Keolis,http://www.star.fr/,RT79 RENNES METROPOLE,,1750636800,"L,Age,Demandeur d'emploi,Statut boursier,Statut handicapé,Statut élève,Statut étudiant","L,CNOUS,CNSA,FRANCE TRAVAIL,MEN"
