Identifiant,Titre - FR,Titre - IT,Titre - DE,Titre - EN,Titre - ES,Description - FR,Description - IT,Description - DE,Description - EN,Description - ES,Description longue - FR,Description longue - IT,Description longue - DE,Description longue - EN,Description longue - ES,Détail des conditions - FR,Détail des conditions - IT,Détail des conditions - DE,Détail des conditions - EN,Détail des conditions - ES,Mots clés - FR,Mots clés - IT,Mots clés - DE,Mots clés - EN,Mots clés - ES,Dernière mise à jour,Résumé horaires - FR,Résumé horaires - EN,Horaires détaillés - FR,Horaires détaillés - EN,Horaires ISO,Première date,Première ouverture,Première fermeture,Dernière date,Dernière ouverture,Dernière fermeture,Catégorie,Type d'événement,Public spécifique,Condition de participation,Lien d'inscription,Accessibilité - FR,Accessibilité - EN,Age minimum,Age maximum,En Une,Contributeur: organisation,statut,Lien,Identifiant du lieu,Latitude,Longitude,Nom du lieu,Adresse,Code postal,Ville,Arrondissement,Département,Région,Pays,Image du lieu,Téléphone du lieu,Site web du lieu,Liens du lieu,Crédits de l'image du lieu,Tags du lieu,Description du lieu - FR,Description du lieu - IT,Description du lieu - DE,Description du lieu - EN,Description du lieu - ES,Accès / Itinéraire - FR,Accès / Itinéraire - IT,Accès / Itinéraire - DE,Accès / Itinéraire - EN,Accès / Itinéraire - ES,Mots clés,geolocalisation
95943614,"Pierre Gauthier dédicace son roman ""Dossier Mc Kenzie""",,,,,"Dédicace de Pierre Gauthier, auteur du ""Dossier Mc Kenzie""",,,,,"France Loisirs vous propose un moment de partage privilégié avec cet auteur : lecture d’extraits de son livre, échanges autour de l’histoire et de l’art d’écrire…
Venez nombreux !",,,,,,,,,,,,,,,2018-03-09T14:02:44.000Z,"Samedi 17 mars, 14h00","Saturday 17 March, 14:00",samedi 17 mars - 14h00 à 18h00,Saturday 17th March - 14:00 to 18:00,2018-03-17T14:00:00+01:00-2018-03-17T18:00:00+01:00,2018-03-17,14:00,18:00,2018-03-17,14:00,18:00,,Animation,Public adulte,Gratuit,03 86 51 51 30,,,,,,FRANCE LOISIRS,,https://openagenda.com/slff-2018/events/pierre-gauthier-dedicace-son-roman-dossier-mc-kenzie,72948558,48.105488,-1.677963,Boutique France Loisirs de Rennes,"Ccial 3 Soleils  - 18/20, rue d'Isly- 35100-RENNES",35000,Rennes,,Ille-et-Vilaine,Bretagne,France (Métropole),,,,,,,,,,,,,,,,,,"48.105488, -1.677963"
