annee_consommation,zone_climatique,code_region,nom_region,code_departement,nom_departement,nom_commune,vecteur_energie,consommation_declaree
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,BOURGBARRE,Electricite,151677
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,BOURGBARRE,Gaz,300600
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,BRECE,Electricite,1585961
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,BRECE,Gaz,580595
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,BRUZ,Electricite,8506326
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,BRUZ,Gaz,8446391
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,CESSON SEVIGNE,Electricite,47997509
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,CESSON SEVIGNE,Gaz,8004119
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,CHANTEPIE,Electricite,17820164
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,CHANTEPIE,Gaz,879749
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,CHARTRES DE BRETAGNE,Electricite,2498810
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,CHARTRES DE BRETAGNE,Gaz,2540147
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,CHARTRES DE BRETAGNE,Reseau de chaleur,271363
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,CHARTRES DE BRETAGNE,Reseau de froid,8750
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,CORPS NUDS,Electricite,315077
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,CORPS NUDS,Gaz,323960
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,GEVEZE,Electricite,1055985
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,GEVEZE,Gaz,703656
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,LA CHAPELLE THOUARAULT,Electricite,122788
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,LE RHEU,Electricite,9698064
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,LE RHEU,Gaz,3124023
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,MONTGERMONT,Electricite,1059002
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,MONTGERMONT,Gaz,246532
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,MORDELLES,Electricite,7386791
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,MORDELLES,Gaz,2104685
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,NOYAL CHATILLON SUR SEICHE,Electricite,6278893
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,NOYAL CHATILLON SUR SEICHE,Gaz,1509128
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,PACE,Electricite,8486392
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,PACE,Gaz,4263294
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,RENNES,Electricite,149574994
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,RENNES,Fioul,1797271
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,RENNES,Gaz,59317510
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,RENNES,Reseau de chaleur,50244176
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT ERBLON,Electricite,455698
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT ERBLON,Gaz,561531
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT GILLES,Electricite,803447
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT GREGOIRE,Electricite,19675436
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT GREGOIRE,Gaz,7532540
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT JACQUES DE LA LANDE,Electricite,12458456
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT JACQUES DE LA LANDE,Gaz,2916190
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,THORIGNE FOUILLARD,Electricite,939617
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,THORIGNE FOUILLARD,Gaz,1977718
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,VERN SUR SEICHE,Bois,266294
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,VERN SUR SEICHE,Electricite,2939453
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,VERN SUR SEICHE,Gaz,1299881
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,VEZIN LE COQUET,Electricite,912631
2023,H2b,53,Bretagne,35,Ille-et-Vilaine,CESSON SEVIGNE,Electricite,89603
2023,H2c,53,Bretagne,35,Ille-et-Vilaine,CESSON SEVIGNE,Electricite,72731
2023,H3,53,Bretagne,35,Ille-et-Vilaine,PACE,Electricite,86549
2023,H3,76,Occitanie,30,Gard,SAINT GILLES,Electricite,4217560
2023,H3,76,Occitanie,30,Gard,SAINT GILLES,Gaz,606126
0 - année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,BETTON,ND,208257
0 - année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,CHAVAGNE,ND,883441
0 - année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,CINTRE,ND,538849
0 - année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,LE VERGER,ND,240333
0 - année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,PONT PEAN,ND,657163
0 - année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,ROMILLE,ND,1565762
0 - année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT ARMEL,ND,575083
0 - année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT JACQUES DE LA LANDE,ND,239520
0 - année de référence,H2b,53,Bretagne,35,Ille-et-Vilaine,RENNES,ND,772992
2020,H2a,53,Bretagne,35,Ille-et-Vilaine,BETTON,ND,149296
2020,H2a,53,Bretagne,35,Ille-et-Vilaine,CESSON SEVIGNE,ND,206601
2020,H2a,53,Bretagne,35,Ille-et-Vilaine,CHAVAGNE,ND,712658
2020,H2a,53,Bretagne,35,Ille-et-Vilaine,CINTRE,ND,341252
2020,H2a,53,Bretagne,35,Ille-et-Vilaine,LE VERGER,ND,159437
2020,H2a,53,Bretagne,35,Ille-et-Vilaine,MORDELLES,ND,366488
2020,H2a,53,Bretagne,35,Ille-et-Vilaine,PONT PEAN,ND,550584
2020,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT ARMEL,ND,485916
2020,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT JACQUES DE LA LANDE,ND,218269
2020,H2b,53,Bretagne,35,Ille-et-Vilaine,RENNES,ND,13565
2021,H2a,28,Normandie,50,Manche,SAINT GILLES,ND,744736
2021,H2a,53,Bretagne,35,Ille-et-Vilaine,BETTON,ND,129104
2021,H2a,53,Bretagne,35,Ille-et-Vilaine,CESSON SEVIGNE,ND,278222
2021,H2a,53,Bretagne,35,Ille-et-Vilaine,CINTRE,ND,398353
2021,H2a,53,Bretagne,35,Ille-et-Vilaine,LE VERGER,ND,169891
2021,H2a,53,Bretagne,35,Ille-et-Vilaine,MORDELLES,ND,391189
2021,H2a,53,Bretagne,35,Ille-et-Vilaine,PONT PEAN,ND,573128
2021,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT ARMEL,ND,558394
2021,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT JACQUES DE LA LANDE,ND,233493
2021,H2b,53,Bretagne,35,Ille-et-Vilaine,RENNES,ND,23051
2022,H2a,28,Normandie,50,Manche,SAINT GILLES,ND,589098
2022,H2a,53,Bretagne,35,Ille-et-Vilaine,BECHEREL,ND,484040
2022,H2a,53,Bretagne,35,Ille-et-Vilaine,CHAVAGNE,ND,624876
2022,H2a,53,Bretagne,35,Ille-et-Vilaine,CINTRE,ND,322878
2022,H2a,53,Bretagne,35,Ille-et-Vilaine,LAILLE,ND,173314
2022,H2a,53,Bretagne,35,Ille-et-Vilaine,LE VERGER,ND,181810
2022,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT ARMEL,ND,423926
2022,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT JACQUES DE LA LANDE,ND,272856
2023,H2a,28,Normandie,50,Manche,SAINT GILLES,ND,521888
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,CHAVAGNE,ND,669952
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,CINTRE,ND,303149
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,LA CHAPELLE CHAUSSEE,ND,159399
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,LAILLE,ND,333188
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,LE VERGER,ND,155898
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,NOUVOITOU,ND,339889
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,ORGERES,ND,1123068
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,PACE,ND,29303
2023,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT ARMEL,ND,355498
